uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
23001,1993,PRI,GERMAN GARCIA PADILLA
23001,1994,PRI,GERMAN GARCIA PADILLA
23001,1995,PRI,GERMAN GARCIA PADILLA
23001,1996,PRI,GERMAN GARCIA PADILLA
23001,1997,PRI,VICTOR MANUEL VIVAS GONZALEZ
23001,1998,PRI,VICTOR MANUEL VIVAS GONZALEZ
23001,1999,PRI,VICTOR MANUEL VIVAS GONZALEZ
23001,2000,PRI,FELIX ARTURO GONZALEZ CANTO
23001,2001,PRI,FELIX ARTURO GONZALEZ CANTO
23001,2002,PRI,FELIX ARTURO GONZALEZ CANTO
23001,2003,PRI,CARLOS RAFAEL HERNANDEZ BLANCO
23001,2004,PRI,CARLOS RAFAEL HERNANDEZ BLANCO
23001,2005,PRI,CARLOS RAFAEL HERNANDEZ BLANCO
23001,2006,COALICIoN,GUSTAVO A MIGUEL ORTEGA JOAQUIN
23001,2007,COALICIoN,GUSTAVO A MIGUEL ORTEGA JOAQUIN
23001,2008,COALICIoN,GUSTAVO A MIGUEL ORTEGA JOAQUIN
23001,2009,PRI,JUAN CARLOS GONZALEZ HERNANDEZ
23001,2010,PRI,JUAN CARLOS GONZALEZ HERNANDEZ
23001,2011,PRI,JUAN CARLOS GONZALEZ HERNANDEZ
23001,2012,PRI,AURELIO OMAR JOAQUIN GONZALEZ
23001,2013,PRI,AURELIO OMAR JOAQUIN GONZALEZ
23001,2014,PRI,FREDY EFREN MARRUFO MARTIN
23001,2015,PRI,FREDY EFREN MARRUFO MARTIN
23001,2016,PRI,FREDY EFREN MARRUFO MARTIN
23001,2017,QROOUNE,PERLA CECILIA TUN PECH
23001,2018,QROOUNE,PERLA CECILIA TUN PECH
23001,2019,PRI,PEDRO OSCAR JOAQUIN DELBOUIS
23001,2020,PRI,PEDRO OSCAR JOAQUIN DELBOUIS
23001,2021,PRI,PEDRO OSCAR JOAQUIN DELBOUIS
23001,2022,COAL,JUANITA OBDULIA ALONSO MARRUFO
23001,2023,COAL,JUANITA OBDULIA ALONSO MARRUFO
23001,2024,COAL,JUANITA OBDULIA ALONSO MARRUFO
23002,1993,PRI,FERNANDO SERRANO TRUJILLO
23002,1994,PRI,FERNANDO SERRANO TRUJILLO
23002,1995,PRI,FERNANDO SERRANO TRUJILLO
23002,1996,PRI,FERNANDO SERRANO TRUJILLO
23002,1997,PRI,MARIO EDUARDO CHUC AGUILAR
23002,1998,PRI,MARIO EDUARDO CHUC AGUILAR
23002,1999,PRI,MARIO EDUARDO CHUC AGUILAR
23002,2000,PRI,PEDRO EZEQUIEL CRUZ QUINTAL
23002,2001,PRI,PEDRO EZEQUIEL CRUZ QUINTAL
23002,2002,PRI,PEDRO EZEQUIEL CRUZ QUINTAL
23002,2003,PRI,FRANCISCO JAVIER NOVELO ORDOÑEZ
23002,2004,PRI,FRANCISCO JAVIER NOVELO ORDOÑEZ
23002,2005,PRI,FRANCISCO JAVIER NOVELO ORDOÑEZ
23002,2006,COALICIoN,WILBERT ELISEO BAHENA ADAME
23002,2007,COALICIoN,WILBERT ELISEO BAHENA ADAME
23002,2008,COALICIoN,WILBERT ELISEO BAHENA ADAME
23002,2009,CQRA,VALFRE GEOVANI CETZ CEN
23002,2010,CQRA,VALFRE GEOVANI CETZ CEN
23002,2011,CQRA,VALFRE GEOVANI CETZ CEN
23002,2012,MATCQROO,SEBASTIAN UC YAM
23002,2013,MATCQROO,SEBASTIAN UC YAM
23002,2014,PRI,GABRIEL CARBALLO TADEO
23002,2015,PRI,GABRIEL CARBALLO TADEO
23002,2016,PRI,GABRIEL CARBALLO TADEO
23002,2017,SQROO,PAOLY ELISABETH PERERA MALDONADO
23002,2018,SQROO,PAOLY ELISABETH PERERA MALDONADO
23002,2019,COAL,JOSE ESQUIVEL VARGAS
23002,2020,COAL,JOSE ESQUIVEL VARGAS
23002,2021,COAL,JOSE ESQUIVEL VARGAS
23002,2022,COAL,MARICARMEN CANDELARIA HERNANDEZ SOLIS
23002,2023,COAL,MARICARMEN CANDELARIA HERNANDEZ SOLIS
23002,2024,COAL,MARICARMEN CANDELARIA HERNANDEZ SOLIS
23003,1993,PRI,JORGE LUIS CARDENAS BAZAN
23003,1994,PRI,JORGE LUIS CARDENAS BAZAN
23003,1995,PRI,JORGE LUIS CARDENAS BAZAN
23003,1996,PRI,JORGE LUIS CARDENAS BAZAN
23003,1997,PRI,FIDEL VILLANUEVA MADRID
23003,1998,PRI,FIDEL VILLANUEVA MADRID
23003,1999,PRI,FIDEL VILLANUEVA MADRID
23003,2000,PRI,JORGE A MARTINEZ PEÑA
23003,2001,PRI,JORGE A MARTINEZ PEÑA
23003,2002,PRI,JORGE A MARTINEZ PEÑA
23003,2003,PRI,PAULINO ADAME TORRES
23003,2004,PRI,PAULINO ADAME TORRES
23003,2005,COALICIoN,MANUELA DEL SOCORRO GODOY GONZALEZ
23003,2006,COALICIoN,MANUELA DEL SOCORRO GODOY GONZALEZ
23003,2007,COALICIoN,MANUELA DEL SOCORRO GODOY GONZALEZ
23003,2008,COALICIoN,MANUELA DEL SOCORRO GODOY GONZALEZ
23003,2009,PAN,ALICIA CONCEPCION RICALDE MAGAÑA
23003,2010,PAN,ALICIA CONCEPCION RICALDE MAGAÑA
23003,2011,PAN,ALICIA CONCEPCION RICALDE MAGAÑA
23003,2012,PAN,HUGO IVAN SANCHEZ MONTALVO
23003,2013,PAN,HUGO IVAN SANCHEZ MONTALVO
23003,2014,CPTGM,AGAPITO MAGAÑA SANCHEZ
23003,2015,CPTGM,AGAPITO MAGAÑA SANCHEZ
23003,2016,CPTGM,AGAPITO MAGAÑA SANCHEZ
23003,2017,PRI,JUAN LUIS CARRILLO SOBERANIS
23003,2018,PRI,JUAN LUIS CARRILLO SOBERANIS
23003,2019,PRI,JUAN LUIS CARRILLO SOBERANIS
23003,2020,PRI,JUAN LUIS CARRILLO SOBERANIS
23003,2021,PRI,JUAN LUIS CARRILLO SOBERANIS
23003,2022,COAL,TERESA ATENEA GOMEZ RICALDE
23003,2023,COAL,TERESA ATENEA GOMEZ RICALDE
23003,2024,COAL,TERESA ATENEA GOMEZ RICALDE
23004,1993,PRI,LUIS FELIPE BARQUET
23004,1994,PRI,LUIS FELIPE BARQUET
23004,1995,PRI,LUIS FELIPE BARQUET
23004,1996,PRI,LUIS FELIPE BARQUET
23004,1997,PRI,JAVIER DIAZ CARBAJAL
23004,1998,PRI,JAVIER DIAZ CARBAJAL
23004,1999,PRI,JAVIER DIAZ CARBAJAL
23004,2000,PRI,MANUEL MOISES PACHECO BRISEÑO
23004,2001,PRI,MANUEL MOISES PACHECO BRISEÑO
23004,2002,PRI,MANUEL MOISES PACHECO BRISEÑO
23004,2003,PRI,EDUARDO ESPINOZA ABUXAPQUI
23004,2004,PRI,EDUARDO ESPINOZA ABUXAPQUI
23004,2005,COALICIoN,CORA AMALIA CASTILLA MADRID
23004,2006,COALICIoN,CORA AMALIA CASTILLA MADRID
23004,2007,COALICIoN,CORA AMALIA CASTILLA MADRID
23004,2008,PRI,ANDRES FLORENTINO RUIZ MORCILLO
23004,2009,PRI,ANDRES FLORENTINO RUIZ MORCILLO
23004,2010,PRI,ANDRES FLORENTINO RUIZ MORCILLO
23004,2011,PRI,ANDRES FLORENTINO RUIZ MORCILLO
23004,2012,PRI,CARLOS MARIO VILLANUEVA TENORIO
23004,2013,PRI,CARLOS MARIO VILLANUEVA TENORIO
23004,2014,PRI,EDUARDO ELIAS ESPINOSA ABUXAPQUI
23004,2015,PRI,EDUARDO ELIAS ESPINOSA ABUXAPQUI
23004,2016,PRI,EDUARDO ELIAS ESPINOSA ABUXAPQUI
23004,2017,CI,LUIS ALFONSO TORRES LLANES
23004,2018,CI,LUIS ALFONSO TORRES LLANES
23004,2019,COAL,GREGORIO HERNAN PASTRANA PASTRANA
23004,2020,COAL,OTONIEL SEGOVIA MARTINEZ
23004,2021,COAL,OTONIEL SEGOVIA MARTINEZ
23004,2022,COAL,YENSUNNI IDALIA MARTINEZ HERNANDEZ
23004,2023,COAL,YENSUNNI IDALIA MARTINEZ HERNANDEZ
23004,2024,COAL,YENSUNNI IDALIA MARTINEZ HERNANDEZ
23005,1992,NA,JORGE ARTURO CONTRERAS CASTILLO
23005,1993,NA,JORGE ARTURO CONTRERAS CASTILLO
23005,1994,PRI,CARLOS JAVIER CARDIN PEREZ
23005,1995,PRI,CARLOS JAVIER CARDIN PEREZ
23005,1996,PRI,CARLOS JAVIER CARDIN PEREZ
23005,1997,PRI,RAFAEL JESUS LARA LARA
23005,1998,PRI,RAFAEL JESUS LARA LARA
23005,1999,PRI,SONIA MAGALY ACHACH SOLIS
23005,2000,PRI,SONIA MAGALY ACHACH SOLIS
23005,2001,PRI,SONIA MAGALY ACHACH SOLIS
23005,2002,PVEM,JUAN IGNACIO GARCIA ZALVIDEA
23005,2003,PVEM,JUAN IGNACIO GARCIA ZALVIDEA
23005,2004,PVEM,JUAN IGNACIO GARCIA ZALVIDEA
23005,2005,PVEM,JUAN IGNACIO GARCIA ZALVIDEA
23005,2006,COALICIoN,FRANCISCO ANTONIO ALOR QUEZADA
23005,2007,COALICIoN,FRANCISCO ANTONIO ALOR QUEZADA
23005,2008,COALICIoN,FRANCISCO ANTONIO ALOR QUEZADA
23005,2009,COALICIoN,GREGORIO SANCHEZ MARTINEZ
23005,2010,COALICIoN,GREGORIO SANCHEZ MARTINEZ
23005,2011,COALICIoN,GREGORIO SANCHEZ MARTINEZ
23005,2012,MATCQROO,JULIAN JAVIER RICALDE MAGAÑA
23005,2013,MATCQROO,JULIAN JAVIER RICALDE MAGAÑA
23005,2014,CPTGM,PAUL MICHELL CARRILLO DE CACERES
23005,2015,CPTGM,PAUL MICHELL CARRILLO DE CACERES
23005,2016,CPTGM,PAUL MICHELL CARRILLO DE CACERES
23005,2017,COAL,REMBERTO ESTRADA BARBA
23005,2018,COAL,REMBERTO ESTRADA BARBA
23005,2019,COAL,MARIA ELENA HERMELINDA LEZAMA ESPINOSA
23005,2020,COAL,MARIA ELENA HERMELINDA LEZAMA ESPINOSA
23005,2021,COAL,MARIA ELENA HERMELINDA LEZAMA ESPINOSA
23005,2022,COAL,MARIA ELENA HERMELINDA LEZAMA ESPINOSA
23005,2023,COAL,MARIA ELENA HERMELINDA LEZAMA ESPINOSA
23005,2024,COAL,MARIA ELENA HERMELINDA LEZAMA ESPINOSA
23006,1993,PRI,ISMAEL GOMEZ TOX
23006,1994,PRI,ISMAEL GOMEZ TOX
23006,1995,PRI,ISMAEL GOMEZ TOX
23006,1996,PRI,ISMAEL GOMEZ TOX
23006,1997,PRI,ROGER CRISTINO FLOTA MEDINA
23006,1998,PRI,ROGER CRISTINO FLOTA MEDINA
23006,1999,PRI,ROGER CRISTINO FLOTA MEDINA
23006,2000,PRI,JOSE DOMINGO FLOTA CASTILLO
23006,2001,PRI,JOSE DOMINGO FLOTA CASTILLO
23006,2002,PRI,JOSE DOMINGO FLOTA CASTILLO
23006,2003,PRI,GERMAN AURELIO PARRA LOPEZ
23006,2004,PRI,GERMAN AURELIO PARRA LOPEZ
23006,2005,PRI,GERMAN AURELIO PARRA LOPEZ
23006,2006,COALICIoN,PEDRO ENRIQUE PEREZ DIAZ
23006,2007,COALICIoN,PEDRO ENRIQUE PEREZ DIAZ
23006,2008,COALICIoN,PEDRO ENRIQUE PEREZ DIAZ
23006,2009,PRI,OTTO VENTURA OSORIO
23006,2010,PRI,OTTO VENTURA OSORIO
23006,2011,PRI,OTTO VENTURA OSORIO
23006,2012,PRD,JOSE DOMINGO FLOTA CASTILLO
23006,2013,PRD,JOSE DOMINGO FLOTA CASTILLO
23006,2014,PRI,JUAN MANUEL PARRA LOPEZ
23006,2015,PRI,JUAN MANUEL PARRA LOPEZ
23006,2016,PRI,JUAN MANUEL PARRA LOPEZ
23006,2017,COAL,JOSE DOLORES BALADEZ CHI
23006,2018,COAL,JOSE DOLORES BALADEZ CHI
23006,2019,COAL,SOFIA ALCOCER ALCOCER
23006,2020,COAL,SOFIA ALCOCER ALCOCER
23006,2021,COAL,SOFIA ALCOCER ALCOCER
23006,2022,MORENA,ERIK NOE BORGES YAM
23006,2023,MORENA,ERIK NOE BORGES YAM
23006,2024,MORENA,ERIK NOE BORGES YAM
23007,1993,PRI,EDUARDO E MENDEZ PALMA
23007,1994,PRI,EDUARDO E MENDEZ PALMA
23007,1995,PRI,EDUARDO E MENDEZ PALMA
23007,1996,PRI,EDUARDO E MENDEZ PALMA
23007,1997,PRI,MARGARITO ALBORNOZ CUPUL
23007,1998,PRI,MARGARITO ALBORNOZ CUPUL
23007,1999,PRI,MARGARITO ALBORNOZ CUPUL
23007,2000,PRI,OLEGARIO TAH BALAM
23007,2001,PRI,OLEGARIO TAH BALAM
23007,2002,PRI,OLEGARIO TAH BALAM
23007,2003,PRI,ORLANDO RAFAEL BELLOS VELASQUEZ
23007,2004,PRI,ORLANDO RAFAEL BELLOS VELASQUEZ
23007,2005,PRI,ORLANDO RAFAEL BELLOS VELASQUEZ
23007,2006,COALICIoN,SECUNDINO ELADIO CAB UICAB
