uniqueid,year,incumbent_party_Horacio
23001,1999,PRI
23001,2002,PRI
23001,2005,PAN_MC
23001,2008,PRI
23001,2010,PRI
23001,2013,PRI
23001,2016,PAN_PRD
23001,2018,NA
23002,1999,PRI
23002,2002,PRI
23002,2005,PRD_PT
23002,2008,PRI_PVEM
23002,2010,PAN_PRD_PT_MC
23002,2013,PRI
23002,2016,PRI_PVEM_PANAL
23002,2018,NA
23003,1999,PRI
23003,2002,PRI
23003,2005,PRI_PVEM
23003,2008,PAN
23003,2010,PAN
23003,2013,PRI_PVEM_PANAL
23003,2016,PRI_PVEM_PANAL
23003,2018,NA
23004,1999,PRI
23004,2002,PRI
23004,2005,PRI_PVEM
23004,2008,PRI
23004,2010,PRI
23004,2013,PRI
23004,2016,PAN_PRD
23004,2018,NA
23005,1999,PRI
23005,2002,PVEM
23005,2005,PRI_PVEM
23005,2008,PRD_PT_MC
23005,2010,PAN_PRD_PT_MC
23005,2013,PRI_PVEM_PANAL
23005,2016,PRI_PVEM_PANAL
23005,2018,NA
23006,1999,PRI
23006,2002,PRI
23006,2005,PRI_PVEM
23006,2008,PRI
23006,2010,PRD
23006,2013,PRI
23006,2016,PRI_PVEM_PANAL
23006,2018,NA
23007,1999,PRI
23007,2002,PRI
23007,2005,PRI_PVEM
23007,2008,PRI_PVEM
23007,2010,PAN_PRD_PT_MC
23007,2013,PRI_PVEM_PANAL
23007,2016,PRI_PVEM_PANAL
23007,2018,NA
23008,1999,PRI
23008,2002,PRI
23008,2005,PRI_PVEM
23008,2008,NA
23008,2010,PRI_PVEM_PANAL
23008,2013,PRI
23008,2016,PAN_PRD
23008,2018,NA
23009,2009,PRI_PVEM
23009,2010,PRI_PVEM_PANAL
23009,2013,PRI
23009,2016,PRI_PVEM_PANAL
23009,2018,NA
23010,2013,PRI
23010,2016,PRI_PVEM_PANAL
23010,2018,NA
23011,2016,NA
23011,2018,NA
