CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PD,CC,MORENA,PH,ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,749,B,100,104,5,1,21,33,29,2,2,13,7,,,,41,,,,,,,,,,358,11,369,597,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,749,C01,97,62,4,5,20,35,23,1,1,14,2,,,,30,,,,,,,,,,294,9,303,596,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,749,C02,112,96,4,2,14,41,23,1,1,17,6,,,,38,,,,,,,,,,355,4,359,596,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,750,B,122,107,3,13,14,57,30,2,2,15,9,,,,39,,,,,,,,,,413,6,419,630,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,750,C01,130,87,6,7,16,53,31,2,1,14,16,,,,39,,,,,,,,,,402,6,408,630,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,750,C02,119,125,8,12,23,48,19,2,2,15,7,,,,37,,,,,,,,,,417,11,428,630,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,750,C03,130,71,8,7,12,67,41,2,4,17,8,,,,57,,,,,,,,,,424,6,430,629,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,751,B,126,133,8,3,13,55,13,0,3,9,14,,,,46,,,,,,,,,,423,10,433,750,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,751,C01,141,115,5,5,19,46,24,4,0,13,13,,,,37,,,,,,,,,,422,11,433,750,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,751,C02,138,121,5,5,11,50,26,2,5,6,11,,,,50,,,,,,,,,,430,5,435,749,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,752,B,104,152,4,7,19,27,12,19,0,10,0,,,,19,,,,,,,,,,373,0,373,699,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,752,C01,109,122,0,9,17,35,17,1,1,12,9,,,,24,,,,,,,,,,356,15,371,698,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,753,B,61,182,5,2,15,17,13,1,1,9,7,,,,29,,,,,,,,,,342,15,357,734,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,753,C01,49,195,1,5,13,17,6,3,0,2,5,,,,35,,,,,,,,,,331,12,343,734,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,753,C02,68,193,9,6,12,21,4,3,2,5,8,,,,27,,,,,,,,,,358,13,371,733,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,754,B,63,111,2,2,11,13,8,3,3,3,8,,,,13,,,,,,,,,,240,5,245,549,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,754,C01,53,128,3,3,19,12,15,2,2,2,3,,,,12,,,,,,,,,,254,8,262,548,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,754,C02,63,135,3,5,9,27,11,1,0,8,3,,,,23,,,,,,,,,,288,4,292,548,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,755,B,72,115,5,6,15,44,13,1,3,3,7,,,,32,,,,,,,,,,316,7,323,609,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,755,C01,63,121,3,10,11,40,13,2,0,3,7,,,,20,,,,,,,,,,293,12,305,609,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,755,C02,72,121,1,8,15,33,11,2,2,3,10,,,,20,,,,,,,,,,298,10,308,608,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,755,C03,58,116,5,6,12,34,18,1,2,5,12,,,,18,,,,,,,,,,287,11,298,608,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,755,S01,18,12,3,0,2,4,4,1,0,1,1,,,,8,,,,,,,,,,54,0,54,0,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,770,B,65,152,4,4,17,17,4,0,2,6,9,,,,19,,,,,,,,,,299,8,307,647,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,770,C01,68,162,3,5,11,21,12,0,2,9,8,,,,16,,,,,,,,,,317,11,328,647,Grupo de Recuento,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,770,C02,60,167,2,6,8,22,4,0,0,8,2,,,,0,,,,,,,,,,279,12,291,647,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,771,B,72,130,2,8,19,11,10,4,1,9,3,,,,22,,,,,,,,,,291,14,305,631,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,771,C01,65,91,1,3,0,2,3,0,0,1,0,,,,154,,,,,,,,,,320,18,338,631,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,771,C02,88,148,2,3,5,13,7,0,2,4,4,,,,25,,,,,,,,,,301,29,330,631,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,772,B,91,144,2,6,13,32,11,2,2,4,5,,,,27,,,,,,,,,,339,12,351,683,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,772,C01,81,152,8,4,15,33,6,2,6,6,9,,,,30,,,,,,,,,,352,20,372,682,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,773,B,67,121,5,1,12,20,9,2,0,16,6,,,,19,,,,,,,,,,278,8,286,633,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,773,C01,63,129,7,4,9,16,11,3,3,2,8,,,,42,,,,,,,,,,297,11,308,632,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,773,C02,80,142,1,7,13,14,7,2,2,8,1,,,,26,,,,,,,,,,303,19,322,632,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,774,B,86,97,3,6,15,19,11,3,1,5,6,,,,18,,,,,,,,,,270,8,278,543,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,774,C01,80,121,5,6,14,31,10,1,2,3,4,,,,17,,,,,,,,,,294,12,306,542,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,797,B,104,80,1,10,15,31,14,0,2,6,11,,,,24,,,,,,,,,,298,9,307,521,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,797,C01,104,98,4,18,11,29,10,0,3,6,3,,,,29,,,,,,,,,,315,7,322,521,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,797,C02,81,97,4,7,16,42,18,1,2,6,7,,,,24,,,,,,,,,,305,7,312,520,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,798,B,122,81,6,7,13,39,11,2,7,7,11,,,,27,,,,,,,,,,333,3,336,582,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,798,C01,135,86,2,8,24,40,9,4,3,11,5,,,,31,,,,,,,,,,358,6,364,581,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,798,C02,101,94,2,6,11,57,10,0,1,7,7,,,,40,,,,,,,,,,336,6,342,581,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,799,B,123,103,3,7,15,39,28,0,2,8,5,,,,40,,,,,,,,,,373,8,381,689,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,799,C01,115,109,8,7,16,39,15,2,2,10,9,,,,43,,,,,,,,,,375,4,379,689,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,799,C02,122,135,4,7,12,41,13,3,3,8,8,,,,24,,,,,,,,,,380,5,385,689,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,799,C03,102,119,11,7,13,26,16,5,1,12,8,,,,36,,,,,,,,,,356,6,362,689,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,799,C04,107,99,3,9,15,46,22,5,3,6,9,,,,33,,,,,,,,,,357,13,370,689,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,799,C05,119,118,5,8,11,45,19,2,1,4,6,,,,28,,,,,,,,,,366,5,371,689,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,799,C06,103,118,6,5,10,44,12,1,1,12,9,,,,30,,,,,,,,,,351,11,362,688,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,800,B,61,144,3,7,16,20,12,2,4,6,7,,,,21,,,,,,,,,,303,13,316,706,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,800,C01,60,156,8,8,17,17,9,0,0,10,3,,,,18,,,,,,,,,,306,8,314,705,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,800,C02,73,126,5,8,17,33,12,2,1,6,3,,,,31,,,,,,,,,,317,10,327,705,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,800,C03,64,142,4,11,11,17,16,2,1,7,7,,,,24,,,,,,,,,,306,18,324,705,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,801,B,78,146,3,3,30,12,14,2,3,7,3,,,,27,,,,,,,,,,328,17,345,722,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,801,C01,69,146,2,9,14,24,9,0,3,9,9,,,,27,,,,,,,,,,321,8,329,721,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,801,C02,73,130,3,8,14,23,19,1,2,15,20,,,,36,,,,,,,,,,344,17,361,721,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,802,B,119,89,3,4,14,39,15,1,2,10,8,,,,21,,,,,,,,,,325,8,333,552,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,802,C01,117,85,7,4,11,40,12,2,1,3,6,,,,21,,,,,,,,,,309,10,319,551,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,802,C02,107,113,5,8,8,21,11,2,1,8,10,,,,25,,,,,,,,,,319,8,327,551,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,803,B,104,115,10,4,16,49,12,0,2,8,10,,,,32,,,,,,,,,,362,10,372,698,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,803,C01,100,108,3,5,20,36,22,1,7,12,12,,,,31,,,,,,,,,,357,11,368,698,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,803,C02,101,122,5,5,23,43,13,2,4,11,8,,,,33,,,,,,,,,,370,7,377,697,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,803,C03,98,112,9,4,17,40,28,3,3,14,11,,,,33,,,,,,,,,,372,5,377,697,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,804,B,91,110,4,0,20,43,15,2,4,12,7,,,,28,,,,,,,,,,336,6,342,674,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,804,C01,100,95,6,3,11,32,19,0,4,15,6,,,,41,,,,,,,,,,332,6,338,674,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,804,C02,95,111,5,5,15,51,16,2,5,15,10,,,,32,,,,,,,,,,362,8,370,674,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,804,C03,100,99,3,8,14,35,3,0,6,16,8,,,,33,,,,,,,,,,325,13,338,673,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,804,C04,103,86,2,5,18,50,17,1,1,10,3,,,,42,,,,,,,,,,338,8,346,673,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,804,C05,91,98,3,13,14,39,21,0,3,13,9,,,,34,,,,,,,,,,338,5,343,673,Acta Casilla,,,
2,19,NUEVO LEON,13,Guadalupe,26,Guadalupe,804,C06,112,116,3,3,16,30,9,1,2,17,5,,,,34,,,,,,,,,,348,12,360,673,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,604,B,201,78,0,13,18,42,9,0,1,7,8,,,,,32,,,,,,,,,409,5,414,633,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,604,C01,204,79,6,8,16,47,11,0,2,12,13,,,,,24,,,,,,,,,422,8,430,632,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,604,C02,188,76,4,6,15,46,6,1,1,11,9,,,,,16,,,,,,,,,379,9,388,632,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,604,C03,224,60,3,10,13,37,10,1,3,15,7,,,,,24,,,,,,,,,407,4,411,632,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,604,C04,202,79,8,15,13,44,14,1,2,4,6,,,,,28,,,,,,,,,416,3,419,632,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,604,C05,189,75,3,9,11,59,11,0,2,10,7,,,,,26,,,,,,,,,402,7,409,632,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,605,B,132,75,8,6,14,35,11,0,1,10,5,,,,,15,,,,,,,,,312,8,320,583,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,605,C01,154,75,2,9,14,26,8,0,1,7,5,,,,,26,,,,,,,,,327,4,331,582,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,605,C02,156,66,1,6,18,21,4,1,1,3,5,,,,,23,,,,,,,,,305,6,311,582,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,605,E01,182,64,3,7,20,7,15,1,1,10,12,,,,,15,,,,,,,,,337,7,344,596,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,605,E01C01,223,65,5,3,15,58,10,0,4,7,8,,,,,30,,,,,,,,,428,9,437,595,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,605,E01C02,223,55,3,5,19,56,7,2,2,6,5,,,,,33,,,,,,,,,416,3,419,595,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,606,B,140,111,5,9,15,26,13,0,1,5,5,,,,,36,,,,,,,,,366,3,369,665,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,606,C01,145,98,5,8,20,28,9,1,4,9,9,,,,,30,,,,,,,,,366,12,378,665,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,606,C02,156,106,5,10,7,39,14,1,2,8,9,,,,,23,,,,,,,,,380,6,386,664,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,607,B,152,122,5,4,20,23,10,6,2,8,8,,,,,15,,,,,,,,,375,12,387,745,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,607,C01,148,125,13,13,9,21,6,5,2,10,6,,,,,20,,,,,,,,,378,9,387,745,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,607,E01,184,79,8,6,19,50,13,1,3,5,3,,,,,37,,,,,,,,,408,5,413,698,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,607,E01C01,187,90,7,10,17,70,8,1,1,7,5,,,,,28,,,,,,,,,431,10,441,698,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,607,E01C02,188,84,4,10,16,52,14,1,6,1,10,,,,,41,,,,,,,,,427,4,431,697,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,607,E01C03,177,75,10,8,11,47,12,2,0,10,12,,,,,26,,,,,,,,,390,6,396,697,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,607,E01C04,174,83,8,10,25,49,9,0,1,5,8,,,,,32,,,,,,,,,404,7,411,697,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,607,E01C05,206,95,10,8,14,44,7,0,5,4,5,,,,,33,,,,,,,,,431,3,434,697,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,607,E01C06,199,83,6,10,14,54,11,0,4,4,5,,,,,0,,,,,,,,,390,3,393,697,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,607,E01C07,174,81,12,12,19,41,11,0,5,8,13,,,,,31,,,,,,,,,407,7,414,697,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,607,E01C08,182,83,8,5,22,59,12,0,1,4,11,,,,,36,,,,,,,,,423,7,430,697,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,607,E02,96,59,6,7,13,24,15,3,6,9,8,,,,,32,,,,,,,,,278,8,286,425,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,607,E02C01,90,60,3,9,13,50,12,0,5,7,8,,,,,35,,,,,,,,,292,2,294,425,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,608,B,54,146,8,9,16,18,5,0,1,2,2,,,,,20,,,,,,,,,281,8,289,543,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,608,C01,69,106,11,2,17,20,9,1,2,5,6,,,,,31,,,,,,,,,279,10,289,543,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,608,C02,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,0,0,0,542,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,609,B,107,176,8,9,14,31,4,1,0,6,4,,,,,14,,,,,,,,,374,16,390,707,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,609,C01,108,148,5,6,13,23,7,1,2,8,3,,,,,20,,,,,,,,,344,7,351,706,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,610,B,59,120,19,4,9,12,0,1,1,3,2,,,,,21,,,,,,,,,251,9,260,502,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,610,C01,53,113,6,18,12,23,8,1,2,10,6,,,,,19,,,,,,,,,271,7,278,502,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,610,C02,53,108,5,7,13,16,4,0,1,7,3,,,,,13,,,,,,,,,230,7,237,501,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,611,B,62,130,7,3,15,17,11,0,0,2,4,,,,,25,,,,,,,,,276,10,286,559,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,611,C01,52,141,6,9,9,18,9,0,0,7,11,,,,,23,,,,,,,,,285,17,302,559,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,611,C02,61,127,5,7,16,12,5,0,1,6,6,,,,,30,,,,,,,,,276,17,293,558,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,612,B,88,182,5,5,2,17,4,0,2,7,7,,,,,21,,,,,,,,,340,17,357,743,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,612,C01,81,188,10,8,12,14,8,2,0,10,11,,,,,24,,,,,,,,,368,14,382,743,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,613,B,70,94,1,7,12,10,6,3,1,3,7,,,,,33,,,,,,,,,247,10,257,508,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,613,C01,62,108,5,8,19,10,4,0,0,4,9,,,,,25,,,,,,,,,254,6,260,508,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,613,C02,73,123,6,2,5,12,12,1,2,4,4,,,,,32,,,,,,,,,276,15,291,508,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,614,B,78,150,9,4,17,15,14,1,2,4,11,,,,,51,,,,,,,,,356,21,377,728,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,614,C01,80,158,4,7,7,12,9,0,0,5,0,,,,,44,,,,,,,,,326,18,344,727,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,615,B,81,153,6,8,26,22,11,0,1,7,13,,,,,45,,,,,,,,,373,8,381,740,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,615,C01,88,169,14,11,21,28,13,0,2,4,13,,,,,34,,,,,,,,,397,11,408,739,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,616,B,74,119,3,11,7,21,2,2,2,4,2,,,,,15,,,,,,,,,262,5,267,535,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,617,B,127,88,7,7,16,22,13,1,2,10,8,,,,,60,,,,,,,,,361,7,368,643,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,617,C01,121,106,11,5,18,22,11,0,0,15,7,,,,,0,,,,,,,,,316,0,316,642,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,617,C02,143,95,7,7,22,34,12,0,2,8,5,,,,,71,,,,,,,,,406,10,416,642,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,617,C03,122,103,6,7,19,23,10,0,1,11,11,,,,,70,,,,,,,,,383,7,390,642,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,618,B,117,82,10,8,20,52,15,0,4,7,9,,,,,45,,,,,,,,,369,3,372,599,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,618,C01,129,67,12,8,23,38,14,1,2,7,9,,,,,43,,,,,,,,,353,6,359,599,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,618,C02,148,87,9,6,19,28,19,1,0,11,9,,,,,21,,,,,,,,,358,11,369,598,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,618,C03,132,88,8,11,20,30,13,1,2,2,10,,,,,28,,,,,,,,,345,7,352,598,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,619,B,149,86,8,9,16,52,10,1,4,12,8,,,,,63,,,,,,,,,418,7,425,653,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,619,C01,151,82,11,4,17,55,11,1,1,7,12,,,,,41,,,,,,,,,393,4,397,653,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,619,C02,156,76,5,9,21,49,7,1,4,10,9,,,,,52,,,,,,,,,399,4,403,653,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,619,C03,168,82,4,6,17,54,13,4,3,13,8,,,,,32,,,,,,,,,404,5,409,653,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,619,C04,164,71,3,10,23,52,11,1,1,11,6,,,,,54,,,,,,,,,407,4,411,653,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,619,C05,165,61,3,9,25,57,11,0,7,7,8,,,,,53,,,,,,,,,406,8,414,652,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,620,B,126,97,7,7,27,27,8,1,6,7,9,,,,,38,,,,,,,,,360,13,373,600,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,620,C01,96,82,6,8,18,26,4,2,4,10,10,,,,,39,,,,,,,,,305,14,319,599,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,620,C02,125,95,3,14,20,22,8,0,2,2,5,,,,,31,,,,,,,,,327,8,335,599,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,621,B,75,109,11,5,18,21,10,9,3,6,6,,,,,35,,,,,,,,,308,12,320,583,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,621,C01,99,80,3,7,25,23,9,9,2,8,10,,,,,32,,,,,,,,,307,21,328,582,Grupo de Recuento,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,621,C02,118,94,12,9,21,28,7,11,2,3,4,,,,,15,,,,,,,,,324,5,329,582,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,621,C03,107,104,11,2,24,30,6,4,6,9,11,,,,,22,,,,,,,,,336,6,342,582,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,622,B,158,62,15,15,15,37,22,3,3,9,8,,,,,39,,,,,,,,,386,9,395,581,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,622,C01,146,61,18,10,22,51,20,2,10,10,3,,,,,27,,,,,,,,,380,10,390,581,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,622,C02,150,50,16,13,23,0,22,0,4,12,0,,,,,48,,,,,,,,,338,2,340,581,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,622,C03,161,63,21,8,17,45,22,2,5,9,7,,,,,35,,,,,,,,,395,6,401,581,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,622,E01,178,55,17,6,24,40,24,1,0,11,7,,,,,33,,,,,,,,,396,9,405,605,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,622,E01C01,194,66,17,16,19,70,21,2,5,6,10,,,,,26,,,,,,,,,452,3,455,605,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,622,E01C02,202,55,6,7,14,55,23,3,1,5,8,,,,,40,,,,,,,,,419,7,426,605,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,622,E01C03,169,53,10,8,28,47,18,3,4,11,11,,,,,27,,,,,,,,,389,7,396,604,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,622,E02,94,141,4,5,22,43,4,2,2,8,4,,,,,18,,,,,,,,,347,9,356,542,Acta Casilla,,,
2,19,NUEVO LEON,14,Guadalupe,26,Guadalupe,622,E02C01,74,147,7,5,17,30,3,0,0,7,3,,,,,23,,,,,,,,,316,5,321,542,Acta Casilla,,,
