CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PD,CC,MORENA,PH,ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,48,SANTA CATARINA,2011,3,280,312,18,15,103,102,28,9,11,18,41,13,,,,,,,,60,,,,,1010,59,1069,2248
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,48,SANTA CATARINA,2012,2,235,141,13,11,30,103,31,5,5,7,11,6,,,,,,,,58,,,,,656,13,669,1148
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,48,SANTA CATARINA,2013,3,384,115,15,20,43,140,46,3,3,8,25,16,,,,,,,,77,,,,,895,24,919,1512
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,48,SANTA CATARINA,2014,3,293,303,17,15,63,129,41,5,6,12,29,17,,,,,,,,42,,,,,972,40,1012,2079
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,48,SANTA CATARINA,2015,3,283,236,27,18,79,110,40,3,8,7,25,10,,,,,,,,39,,,,,885,46,931,1963
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,48,SANTA CATARINA,2016,3,308,203,9,21,51,131,43,11,4,10,23,17,,,,,,,,66,,,,,897,37,934,1516
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,48,SANTA CATARINA,2017,1,55,70,8,3,14,21,10,2,1,5,6,3,,,,,,,,7,,,,,205,11,216,410
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,48,SANTA CATARINA,2018,3,298,244,24,19,78,71,21,7,3,15,24,8,,,,,,,,51,,,,,863,31,894,1779
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2019,5,960,290,28,29,197,212,68,7,8,70,52,17,,,,,,,,,208,,,,2146,34,2180,3412
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2020,2,291,116,11,14,34,63,23,1,1,16,17,9,,,,,,,,,50,,,,646,15,661,1061
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2021,2,335,160,9,17,56,55,23,6,1,26,15,13,,,,,,,,,61,,,,777,15,792,1331
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2022,2,400,95,7,10,28,61,18,12,2,70,16,6,,,,,,,,,30,,,,755,11,766,1178
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2023,2,277,99,6,2,45,52,17,3,3,32,6,2,,,,,,,,,45,,,,589,10,599,839
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2024,1,167,63,2,5,26,32,10,1,1,36,5,3,,,,,,,,,29,,,,380,8,388,611
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2025,1,236,73,8,4,35,46,17,1,0,14,13,5,,,,,,,,,29,,,,481,13,494,705
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2026,2,262,64,6,12,46,41,17,1,0,31,9,4,,,,,,,,,34,,,,527,9,536,765
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2027,3,557,114,7,19,44,97,23,2,1,31,15,17,,,,,,,,,112,,,,1039,24,1063,1596
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2028,3,462,132,10,15,66,99,35,6,2,33,23,12,,,,,,,,,77,,,,972,20,992,1573
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2029,2,469,145,14,16,76,84,21,4,1,31,18,7,,,,,,,,,56,,,,942,27,969,1397
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2030,2,527,106,7,10,56,63,23,5,1,38,28,6,,,,,,,,,70,,,,940,26,966,1424
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2031,3,507,138,10,10,40,103,16,1,2,40,15,4,,,,,,,,,89,,,,975,19,994,1621
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2032,3,314,191,20,12,35,67,29,4,2,19,26,4,,,,,,,,,85,,,,808,29,837,1648
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2033,3,180,272,9,9,50,68,20,1,0,7,17,8,,,,,,,,,84,,,,725,29,754,1655
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2034,2,233,192,8,17,31,57,20,1,2,9,16,7,,,,,,,,,76,,,,669,35,704,1475
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2035,2,200,168,8,11,27,43,15,4,0,6,16,7,,,,,,,,,68,,,,573,35,608,1366
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2036,2,356,124,13,23,43,79,18,4,6,18,18,15,,,,,,,,,63,,,,780,14,794,1330
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2037,2,317,138,15,16,45,74,44,3,1,25,15,6,,,,,,,,,83,,,,782,15,797,1437
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2038,3,255,235,4,23,36,40,22,2,4,14,26,9,,,,,,,,,75,,,,745,32,777,1557
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2039,5,721,295,16,18,77,125,54,21,11,49,38,16,,,,,,,,,173,,,,1614,57,1671,3157
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2040,20,4063,922,90,108,353,769,243,59,28,154,150,97,,,,,,,,,797,,,,7833,108,7941,13949
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2041,6,1159,313,38,27,116,248,63,13,13,116,41,23,,,,,,,,,588,,,,2758,38,2796,4425
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2042,5,873,167,11,22,67,298,19,11,13,38,24,13,,,,,,,,,154,,,,1710,37,1747,2618
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2043,2,238,119,7,11,22,45,10,2,0,20,16,6,,,,,,,,,40,,,,536,18,554,988
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2044,2,307,135,9,15,38,75,33,1,3,10,13,7,,,,,,,,,73,,,,719,13,732,1211
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2045,7,1201,469,38,88,105,286,76,18,8,51,49,26,,,,,,,,,213,,,,2628,61,2689,4991
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2046,3,336,250,10,21,30,69,27,0,5,24,19,9,,,,,,,,,60,,,,860,26,886,1960
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2047,15,2621,979,75,138,248,534,164,33,23,85,167,76,,,,,,,,,577,,,,5720,102,5822,10843
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2048,5,999,281,16,38,79,237,54,19,13,52,60,37,,,,,,,,,217,,,,2102,47,2149,3670
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2049,7,1415,457,49,49,105,296,90,14,11,60,55,40,,,,,,,,,277,,,,2918,52,2970,5051
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2050,3,274,311,23,20,43,59,31,3,4,28,14,6,,,,,,,,,77,,,,893,47,940,2064
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2051,3,290,261,8,21,32,61,45,0,3,16,19,7,,,,,,,,,59,,,,822,47,869,1922
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2052,3,247,293,16,15,37,41,10,1,6,20,16,31,,,,,,,,,52,,,,785,46,831,1777
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2053,8,1484,506,42,56,138,397,92,13,6,96,38,38,,,,,,,,,221,,,,3127,68,3195,5358
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2054,2,329,150,8,13,30,73,19,5,4,7,10,4,,,,,,,,,56,,,,708,19,727,1355
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2055,2,311,122,12,27,34,70,13,1,2,13,7,3,,,,,,,,,48,,,,663,17,680,1126
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2056,2,482,117,11,26,28,87,15,5,8,11,12,3,,,,,,,,,68,,,,873,24,897,1324
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2057,1,171,35,5,7,13,44,4,13,3,3,3,3,,,,,,,,,28,,,,332,8,340,509
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2058,3,382,241,25,21,45,75,27,2,8,15,18,25,,,,,,,,,93,,,,977,43,1020,2022
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,48,SANTA CATARINA,2059,2,231,141,12,6,40,53,13,4,8,9,14,26,,,,,,,,38,,,,,595,29,624,1178
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,48,SANTA CATARINA,2060,3,309,244,16,12,35,116,39,7,8,12,26,40,,,,,,,,52,,,,,916,26,942,1806
2,19,NUEVO LEON,18,SAN PEDRO GARZA GARCIA,48,SANTA CATARINA,2061,2,234,158,17,12,46,101,12,7,0,15,17,14,,,,,,,,42,,,,,675,40,715,1356
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2062,1,127,80,4,5,14,42,13,8,5,5,12,6,,,,,,,,,45,,,,366,14,380,668
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2063,2,409,207,6,17,37,64,28,13,5,51,17,6,,,,,,,,,65,,,,925,27,952,1471
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2064,3,410,151,12,17,28,55,43,3,7,25,19,9,,,,,,,,,74,,,,853,29,882,1783
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2065,3,467,212,7,17,35,105,24,46,4,48,18,14,,,,,,,,,108,,,,1105,26,1131,1723
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2066,3,422,184,8,18,38,90,32,26,5,18,22,14,,,,,,,,,109,,,,986,21,1007,1662
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2067,2,476,129,7,24,23,74,26,2,1,12,11,3,,,,,,,,,55,,,,843,21,864,1262
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2068,3,557,231,16,31,52,118,26,8,3,16,25,11,,,,,,,,,102,,,,1196,29,1225,2119
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2069,3,464,183,22,18,45,91,21,2,3,27,31,12,,,,,,,,,77,,,,996,26,1022,1671
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2070,3,338,232,9,14,47,60,22,3,2,10,14,7,,,,,,,,,50,,,,808,41,849,1623
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2071,3,482,157,14,18,64,76,41,3,1,19,24,9,,,,,,,,,99,,,,1007,32,1039,1857
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2072,2,304,86,5,8,19,42,18,3,1,10,7,8,,,,,,,,,64,,,,575,11,586,1138
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2073,4,739,227,13,20,63,123,47,6,5,26,16,26,,,,,,,,,127,,,,1438,40,1478,2857
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2074,2,430,103,5,20,34,70,29,4,7,17,8,14,,,,,,,,,85,,,,826,23,849,1408
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2075,3,529,173,13,16,40,96,28,1,9,14,17,13,,,,,,,,,101,,,,1050,22,1072,1759
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2076,2,376,139,9,11,41,57,32,1,3,9,16,13,,,,,,,,,68,,,,775,20,795,1360
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2077,3,449,171,12,14,33,118,21,10,8,15,25,7,,,,,,,,,83,,,,966,25,991,1687
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2078,2,402,118,2,15,27,68,23,13,1,17,14,3,,,,,,,,,65,,,,768,14,782,1335
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2079,3,501,206,13,23,39,176,24,5,5,13,14,11,,,,,,,,,99,,,,1129,28,1157,2016
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2080,2,252,164,12,17,32,52,21,7,2,8,8,5,,,,,,,,,33,,,,613,30,643,1262
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2081,3,381,205,10,17,51,152,33,5,6,14,20,6,,,,,,,,,65,,,,965,22,987,1840
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2082,2,139,159,3,8,20,34,22,3,3,11,8,6,,,,,,,,,45,,,,461,21,482,927
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2083,2,183,113,6,9,20,46,18,3,4,24,11,4,,,,,,,,,45,,,,486,12,498,923
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2084,1,50,46,3,3,23,8,0,2,0,4,2,1,,,,,,,,,5,,,,147,10,157,264
2,19,NUEVO LEON,19,SANTA CATARINA,48,SANTA CATARINA,2085,1,9,35,0,1,1,0,0,1,0,1,0,0,,,,,,,,,0,,,,48,10,58,162
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2086,4,477,352,11,254,29,92,45,2,45,18,29,16,,,,,,,,,,,,,1370,52,1422,2260
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2087,3,191,131,3,90,28,32,24,2,14,4,14,4,,,,,,,,,,,,,537,14,551,1397
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2088,3,392,317,4,172,26,62,24,1,33,15,20,3,,,,,,,,,,,,,1069,34,1103,1626
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2089,3,234,374,12,250,51,61,46,1,70,14,31,10,,,,,,,,,,,,,1154,22,1176,1743
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2090,1,95,151,2,102,15,30,24,0,25,10,13,1,,,,,,,,,,,,,468,10,478,685
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2091,3,227,328,2,275,26,70,35,0,60,8,29,5,,,,,,,,,,,,,1065,31,1096,1559
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2092,2,112,288,10,196,24,22,31,2,32,13,11,7,,,,,,,,,,,,,748,30,778,1180
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2093,2,140,215,5,139,19,29,25,0,23,7,14,6,,,,,,,,,,,,,622,34,656,1025
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2094,3,237,462,3,183,35,31,20,0,14,10,36,13,,,,,,,,,,,,,1044,29,1073,1860
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2095,3,287,359,6,353,35,57,45,3,40,19,41,11,,,,,,,,,,,,,1256,32,1288,2109
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2096,3,124,382,10,301,32,26,28,0,19,10,24,4,,,,,,,,,,,,,960,36,996,1564
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2097,4,176,245,4,262,16,30,33,0,28,8,20,6,,,,,,,,,,,,,828,27,855,2694
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2098,3,226,239,7,255,6,40,30,2,36,5,18,3,,,,,,,,,,,,,867,22,889,2148
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2099,3,296,263,4,301,14,77,22,1,41,15,13,6,,,,,,,,,,,,,1053,30,1083,1869
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2100,1,16,49,0,20,3,7,1,0,2,2,3,0,,,,,,,,,,,,,103,1,104,165
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2101,4,573,372,16,228,71,293,31,3,57,25,48,11,,,,,,,,,,,,,1728,36,1764,2882
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2102,1,116,162,4,44,6,44,9,1,15,4,9,6,,,,,,,,,,,,,420,10,430,619
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2103,2,236,247,13,137,64,47,17,1,12,14,9,4,,,,,,,,,,,,,801,27,828,1476
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2104,3,279,297,9,130,34,86,10,3,24,14,19,9,,,,,,,,,,,,,914,17,931,1632
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2105,3,199,294,47,270,63,51,18,2,14,5,26,8,,,,,,,,,,,,,997,30,1027,1953
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2106,1,43,77,1,11,15,1,3,1,0,0,3,1,,,,,,,,,,,,,156,12,168,237
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2107,1,11,43,1,6,1,2,2,1,0,2,0,0,,,,,,,,,,,,,69,5,74,152
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2108,1,29,57,0,35,2,2,5,0,0,2,4,2,,,,,,,,,,,,,138,9,147,240
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2109,2,131,207,2,31,15,7,4,0,0,3,5,0,,,,,,,,,,,,,405,21,426,767
2,19,NUEVO LEON,23,CADEREYTA JIMENEZ,49,SANTIAGO,2110,1,73,129,2,25,31,8,1,4,4,5,13,3,,,,,,,,,,,,,298,20,318,632
2,19,NUEVO LEON,21,SABINAS HIDALGO,50,VALLECILLO,2111,1,108,136,5,65,15,,9,0,1,2,35,,,,,,,,,,,,6,,382,11,393,493
2,19,NUEVO LEON,21,SABINAS HIDALGO,50,VALLECILLO,2112,1,55,33,7,19,3,,3,1,1,8,7,,,,,,,,,,,,0,,137,7,144,171
2,19,NUEVO LEON,21,SABINAS HIDALGO,50,VALLECILLO,2114,1,15,57,0,41,0,,0,0,1,0,2,,,,,,,,,,,,1,,117,4,121,155
2,19,NUEVO LEON,21,SABINAS HIDALGO,50,VALLECILLO,2115,1,86,132,25,121,7,,8,1,2,0,14,,,,,,,,,,,,3,,399,12,411,540
2,19,NUEVO LEON,21,SABINAS HIDALGO,50,VALLECILLO,2116,1,39,94,9,40,3,,1,1,0,2,5,,,,,,,,,,,,1,,195,6,201,264
2,19,NUEVO LEON,21,SABINAS HIDALGO,50,VALLECILLO,2117,1,49,192,3,48,2,,7,0,1,0,0,,,,,,,,,,,,5,,307,7,314,488
2,19,NUEVO LEON,21,SABINAS HIDALGO,51,VILLALDAMA,2118,3,597,147,214,6,5,,103,0,1,3,10,,,,,,,,,,,,128,,1214,56,1270,1573
2,19,NUEVO LEON,21,SABINAS HIDALGO,51,VILLALDAMA,2119,1,111,47,49,7,0,,22,0,0,1,1,,,,,,,,,,,,45,,283,17,300,381
2,19,NUEVO LEON,21,SABINAS HIDALGO,51,VILLALDAMA,2120,1,238,53,60,4,1,,21,1,1,1,4,,,,,,,,,,,,88,,472,23,495,600
2,19,NUEVO LEON,21,SABINAS HIDALGO,51,VILLALDAMA,2121,1,109,71,50,1,0,,25,0,0,0,1,,,,,,,,,,,,19,,276,12,288,335
2,19,NUEVO LEON,21,SABINAS HIDALGO,51,VILLALDAMA,2123,1,205,80,187,6,1,,21,0,1,2,3,,,,,,,,,,,,23,,529,27,556,741
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2124,16,1142,2085,180,468,196,267,130,19,20,89,99,293,,,,,,,,,,,,,4988,172,5160,11645
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2125,3,262,313,28,80,62,158,30,6,8,25,33,63,,,,,,,,,,,,,1068,18,1086,1885
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2126,8,664,826,51,250,126,285,107,13,25,60,77,254,,,,,,,,,,,,,2738,70,2808,5565
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2127,3,339,257,19,111,53,162,51,10,12,28,40,145,,,,,,,,,,,,,1227,46,1273,2020
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2128,5,583,523,37,153,93,253,106,5,14,64,49,158,,,,,,,,,,,,,2038,50,2088,3354
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2129,5,657,436,20,158,111,271,90,21,19,61,68,156,,,,,,,,,,,,,2068,47,2115,3544
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2130,5,682,455,43,143,115,302,86,5,22,56,69,136,,,,,,,,,,,,,2114,48,2162,3670
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2131,5,319,578,35,122,79,120,33,2,4,27,43,100,,,,,,,,,,,,,1462,46,1508,3114
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2132,6,369,960,34,135,104,144,63,7,8,36,65,218,,,,,,,,,,,,,2143,53,2196,4439
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2133,6,384,733,26,147,94,189,91,9,12,50,60,186,,,,,,,,,,,,,1981,55,2036,3900
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2134,13,1968,992,82,322,212,1124,323,23,45,167,179,397,,,,,,,,,,,,,5834,116,5950,9546
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,2135,21,5297,901,99,187,208,2992,272,35,89,225,297,302,,,,,,,,,,,,,10904,212,11116,15698
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2136,16,575,2048,70,187,204,249,129,8,32,73,103,,,,,,,,366,,,,,,4044,151,4195,11221
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2137,2,54,220,5,20,15,19,10,2,2,3,12,,,,,,,,24,,,,,,386,12,398,833
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2138,1,32,128,3,10,25,9,4,1,2,3,8,,,,,,,,15,,,,,,240,16,256,674
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2139,4,196,464,22,39,78,85,43,8,11,18,31,,,,,,,,148,,,,,,1143,37,1180,2443
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2140,3,155,361,10,42,51,71,32,0,8,15,35,,,,,,,,115,,,,,,895,36,931,1918
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2141,2,105,202,11,17,29,37,5,1,4,11,25,,,,,,,,59,,,,,,506,21,527,1136
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2142,1,13,36,0,2,3,4,2,0,1,2,2,,,,,,,,2,,,,,,67,6,73,160
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2143,2,74,184,4,24,24,36,7,0,2,11,17,,,,,,,,50,,,,,,433,16,449,954
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2144,2,67,198,10,22,30,33,14,19,9,5,23,,,,,,,,33,,,,,,463,20,483,953
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2145,2,61,185,5,20,41,48,12,0,5,7,14,,,,,,,,57,,,,,,455,25,480,931
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2146,2,92,227,4,27,53,56,15,1,6,10,21,,,,,,,,46,,,,,,558,25,583,1294
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2147,2,80,237,13,40,37,47,12,0,1,9,27,,,,,,,,27,,,,,,530,54,584,1334
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2148,3,90,244,8,25,36,64,13,0,8,13,24,,,,,,,,70,,,,,,595,11,606,1538
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2149,3,120,322,13,21,58,76,27,1,10,17,23,,,,,,,,87,,,,,,775,21,796,1972
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2150,2,89,163,10,35,31,38,14,0,0,12,20,,,,,,,,61,,,,,,473,20,493,964
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2151,2,62,172,8,30,38,52,12,2,3,20,10,,,,,,,,62,,,,,,471,7,478,1111
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2152,2,67,121,8,18,16,46,10,2,1,30,17,,,,,,,,77,,,,,,413,9,422,903
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2153,2,54,175,4,35,30,59,7,2,3,9,15,,,,,,,,67,,,,,,460,13,473,944
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2154,2,66,198,3,26,21,46,9,2,4,13,9,,,,,,,,63,,,,,,460,15,475,1063
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2155,2,89,242,4,39,40,33,13,1,5,17,19,,,,,,,,63,,,,,,565,36,601,1280
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2156,2,63,217,10,19,37,41,24,0,8,4,16,,,,,,,,61,,,,,,500,27,527,1023
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2157,2,48,243,9,24,29,33,11,0,3,15,17,,,,,,,,49,,,,,,481,21,502,994
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2158,2,72,265,4,22,35,44,22,1,3,8,19,,,,,,,,44,,,,,,539,16,555,1069
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2159,2,72,275,5,8,31,39,15,1,4,9,16,,,,,,,,74,,,,,,549,24,573,1178
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2160,2,63,182,8,16,28,38,8,2,2,9,19,,,,,,,,38,,,,,,413,23,436,943
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2161,2,41,200,5,14,25,29,8,2,2,5,14,,,,,,,,54,,,,,,399,21,420,966
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2162,2,79,177,8,36,26,36,17,1,6,8,15,,,,,,,,59,,,,,,468,12,480,1101
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2163,2,69,147,1,20,23,41,10,1,3,9,8,,,,,,,,64,,,,,,396,6,402,854
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,2164,2,68,142,2,26,31,34,14,1,2,6,8,,,,,,,,56,,,,,,390,16,406,875
