"Municipio","Sección","Casilla","Partido Acción Nacional","Partido Revolucionario Institucional","Partido de la Revolución Democrática","Partido del Trabajo","Partido Verde Ecologista de México","Partido Movimiento Ciudadano","Partido Nueva Alianza","Partido Morena","Partido Encuentro Social","PRI-VERDE-NUEVA ALIANZA","PRI-VERDE","PRI-NUEVA ALIANZA","VERDE-NUEVA ALIANZA","NO REGISTRADO","NULO"
"Tecozautla","1152","BASICA","328","58","4","0","24","0","8","15","0","5","3","0","0","0","5"
"Tecozautla","1152","CONTIGUA 1","334","59","3","0","16","0","10","10","0","2","1","0","0","0","7"
"Tecozautla","1152","CONTIGUA 2","341","47","1","0","26","0","3","8","0","2","0","1","0","0","9"
"Tecozautla","1152","CONTIGUA 3","324","65","2","0","20","0","8","10","0","7","2","0","0","0","3"
"Tecozautla","1153","BASICA","321","61","2","0","26","0","10","15","0","4","1","0","0","1","3"
"Tecozautla","1153","CONTIGUA 1","303","57","2","0","25","0","9","16","0","2","1","0","0","0","12"
"Tecozautla","1153","CONTIGUA 2","318","67","5","0","23","0","5","16","0","3","0","1","0","0","8"
"Tecozautla","1153","CONTIGUA 3","330","74","0","0","19","0","9","8","0","3","0","0","0","0","7"
"Tecozautla","1154","BASICA","278","22","2","0","32","0","4","8","0","0","0","0","0","0","5"
"Tecozautla","1155","BASICA","220","61","1","0","35","0","4","14","0","1","3","0","0","0","7"
"Tecozautla","1156","BASICA","273","49","5","0","17","0","2","9","0","1","1","0","0","0","3"
"Tecozautla","1157","BASICA","184","72","8","0","29","0","5","8","0","2","0","0","0","0","5"
"Tecozautla","1157","CONTIGUA 1","185","83","3","0","22","0","0","4","0","3","4","0","0","0","3"
"Tecozautla","1157","CONTIGUA 2","188","70","6","0","31","0","4","6","0","1","3","0","0","0","7"
"Tecozautla","1158","BASICA","113","67","4","0","39","0","1","4","0","4","1","0","0","0","3"
"Tecozautla","1158","CONTIGUA 1","106","67","3","0","38","0","4","6","0","1","6","0","0","0","6"
"Tecozautla","1159","BASICA","236","51","16","0","31","0","5","10","0","3","2","0","0","0","13"
"Tecozautla","1159","CONTIGUA 1","232","53","11","0","42","0","6","11","0","1","1","0","0","0","7"
"Tecozautla","1159","CONTIGUA 2","276","39","6","0","50","0","7","6","0","1","3","0","0","0","9"
"Tecozautla","1160","BASICA","175","27","14","0","48","0","6","9","0","2","2","0","0","0","10"
"Tecozautla","1160","CONTIGUA 1","170","31","8","0","36","0","6","12","0","7","1","0","0","0","5"
"Tecozautla","1161","BASICA","230","58","14","0","35","0","6","12","0","1","2","0","3","0","14"
"Tecozautla","1161","CONTIGUA 1","230","71","10","0","47","0","4","9","0","2","1","0","0","0","13"
"Tecozautla","1162","BASICA","284","56","20","0","35","0","9","10","0","0","1","0","0","1","11"
"Tecozautla","1162","CONTIGUA 1","246","74","13","0","32","0","8","12","0","5","3","0","0","1","11"
"Tecozautla","1162","CONTIGUA 2","258","31","20","0","39","0","10","7","0","2","2","0","0","0","15"
"Tecozautla","1163","BASICA","209","95","2","0","32","0","11","8","0","4","1","0","0","0","14"
"Tecozautla","1163","CONTIGUA 1","225","105","6","0","24","0","16","8","0","2","1","0","0","0","6"
"Tecozautla","1164","BASICA","170","59","7","0","20","0","4","8","0","1","0","0","0","0","6"
"Tecozautla","1165","BASICA","298","27","6","0","9","0","4","14","0","1","0","0","0","0","24"
"Tecozautla","1166","BASICA","98","25","3","0","15","0","0","6","0","0","0","0","0","0","8"
"Tecozautla","1167","BASICA","59","29","3","0","27","0","1","5","0","0","0","1","0","0","5"
"Tecozautla","1168","BASICA","125","48","4","0","54","0","7","3","0","3","0","0","0","0","13"
"Tecozautla","1169","BASICA","123","38","1","0","12","0","0","3","0","0","1","0","0","0","10"
"Tecozautla","1170","BASICA","265","42","6","0","5","0","1","8","0","1","1","0","0","0","10"
"Tecozautla","1170","CONTIGUA 1","251","53","5","0","4","0","3","13","0","0","0","2","0","0","6"
"Tecozautla","1171","BASICA","160","81","5","0","52","0","7","8","0","1","0","0","0","0","8"
"Tecozautla","1171","CONTIGUA 1","169","87","5","0","46","0","2","4","0","1","1","1","0","0","13"
"Tecozautla","1172","BASICA","95","79","3","0","32","0","2","5","0","2","1","0","0","0","4"
"Tecozautla","1173","BASICA","170","72","8","0","103","0","2","5","0","1","7","0","0","0","5"
"Tecozautla","1173","CONTIGUA 1","140","99","13","0","77","0","2","7","0","2","3","0","0","1","6"
"Tecozautla","1174","BASICA","205","115","16","0","6","0","5","4","0","2","4","0","0","0","12"
"Tecozautla","1174","CONTIGUA 1","209","102","7","0","20","0","2","5","0","2","3","0","0","0","11"
"Tecozautla","1174","EXTRAORDINARIA 1","287","33","2","0","54","0","6","0","0","3","0","0","0","0","4"
"Tecozautla","1175","BASICA","138","40","1","0","6","0","4","6","0","0","1","0","0","0","2"
"Tecozautla","1175","CONTIGUA 1","135","47","4","0","5","0","8","9","0","0","0","0","0","0","6"
"Tecozautla","1176","BASICA","48","24","7","0","23","0","3","4","0","0","0","0","0","0","4"
