"Municipio","Sección","Casilla","Partido Acción Nacional","Partido Revolucionario Institucional","Partido de la Revolución Democrática","Partido del Trabajo","Partido Verde Ecologista de México","Partido Movimiento Ciudadano","Partido Nueva Alianza","Partido Morena","Partido Encuentro Social","NO REGISTRADO","NULO"
"Xochicoatlán","1576","BASICA","3","156","16","234","6","0","37","0","157","0","9"
"Xochicoatlán","1577","BASICA","2","157","43","231","14","0","38","0","116","0","14"
"Xochicoatlán","1578","BASICA","1","134","141","175","5","0","37","0","108","1","12"
"Xochicoatlán","1579","BASICA","4","67","241","210","5","0","13","0","74","0","0"
"Xochicoatlán","1580","BASICA","0","23","15","37","0","0","46","0","12","0","6"
"Xochicoatlán","1581","BASICA","0","47","35","174","0","0","29","0","100","0","19"
"Xochicoatlán","1582","BASICA","1","101","1","149","5","0","14","0","43","0","15"
"Xochicoatlán","1583","BASICA","2","57","20","195","0","0","6","0","119","0","20"
"Xochicoatlán","1583","CONTIGUA 1","1","93","7","220","2","0","2","0","95","0","8"
"Xochicoatlán","1584","BASICA","4","178","21","143","6","0","19","0","208","0","15"
