"Municipio","Sección","Casilla","Partido Acción Nacional","Partido Revolucionario Institucional","Partido de la Revolución Democrática","Partido del Trabajo","Partido Verde Ecologista de México","Partido Movimiento Ciudadano","Partido Nueva Alianza","Partido Morena","Partido Encuentro Social","PRI-VERDE-NUEVA ALIANZA","PRI-VERDE","PRI-NUEVA ALIANZA","VERDE-NUEVA ALIANZA","NO REGISTRADO","NULO"
"Atotonilco El Grande","178","BASICA","196","97","42","12","14","1","23","10","26","11","0","0","0","0","9"
"Atotonilco El Grande","178","CONTIGUA 1","204","123","25","9","0","1","0","10","19","0","0","0","0","0","9"
"Atotonilco El Grande","178","CONTIGUA 2","182","85","28","28","21","1","27","10","15","3","0","0","0","0","14"
"Atotonilco El Grande","179","BASICA","135","116","33","8","7","1","24","10","7","6","0","0","0","0","4"
"Atotonilco El Grande","179","CONTIGUA 1","155","78","41","14","13","1","11","5","22","2","1","0","0","0","3"
"Atotonilco El Grande","179","CONTIGUA 2","118","93","32","12","17","0","23","5","10","3","0","1","0","0","8"
"Atotonilco El Grande","180","BASICA","204","104","32","30","10","1","26","16","34","0","0","1","0","0","9"
"Atotonilco El Grande","180","CONTIGUA 1","211","103","40","29","17","2","34","10","31","5","0","0","0","0","9"
"Atotonilco El Grande","181","BASICA","210","78","24","6","9","4","36","10","20","3","3","0","0","0","4"
"Atotonilco El Grande","181","CONTIGUA 1","196","82","23","6","22","3","24","8","18","6","0","2","0","0","5"
"Atotonilco El Grande","182","BASICA","0","13","141","1","0","0","2","0","1","0","0","0","0","0","2"
"Atotonilco El Grande","183","BASICA","68","66","10","1","7","0","3","0","8","0","1","1","0","0","30"
"Atotonilco El Grande","184","BASICA","126","109","38","4","10","1","16","1","4","5","0","0","0","0","10"
"Atotonilco El Grande","185","BASICA","21","22","16","1","5","0","7","3","2","0","2","0","0","0","11"
"Atotonilco El Grande","186","BASICA","45","75","139","8","2","1","13","0","9","0","0","1","1","0","6"
"Atotonilco El Grande","187","BASICA","27","61","189","4","8","0","14","3","6","4","0","0","0","0","4"
"Atotonilco El Grande","187","CONTIGUA 1","15","69","184","0","4","0","37","28","6","4","0","0","0","0","8"
"Atotonilco El Grande","188","BASICA","20","97","142","16","8","1","7","1","3","2","2","1","1","0","14"
"Atotonilco El Grande","189","BASICA","31","52","26","11","7","0","9","2","2","1","2","1","1","0","0"
"Atotonilco El Grande","190","BASICA","32","70","70","10","3","0","29","3","3","2","0","1","0","0","11"
"Atotonilco El Grande","191","BASICA","16","69","62","3","10","0","7","0","2","4","6","0","0","0","3"
"Atotonilco El Grande","191","EXTRAORDINARIA 1","30","98","94","6","9","1","10","7","10","2","1","1","0","0","12"
"Atotonilco El Grande","192","BASICA","107","55","38","2","14","0","8","2","6","3","2","0","1","0","10"
"Atotonilco El Grande","193","BASICA","66","60","40","3","3","1","12","2","3","3","1","1","0","0","4"
"Atotonilco El Grande","193","EXTRAORDINARIA 1","33","84","31","12","9","1","18","2","7","0","0","2","0","0","3"
"Atotonilco El Grande","194","BASICA","185","57","28","7","9","0","4","10","6","7","0","0","0","0","11"
"Atotonilco El Grande","194","CONTIGUA 1","178","80","21","11","3","0","5","2","5","2","0","0","0","0","6"
"Atotonilco El Grande","195","BASICA","82","57","54","11","1","0","7","3","10","1","1","3","0","0","8"
"Atotonilco El Grande","195","CONTIGUA 1","101","104","33","18","3","1","14","4","7","2","0","0","2","0","10"
"Atotonilco El Grande","196","BASICA","74","82","151","25","14","1","23","7","25","1","1","0","0","0","7"
"Atotonilco El Grande","197","BASICA","28","149","155","9","10","0","6","6","10","0","2","1","0","0","16"
"Atotonilco El Grande","197","CONTIGUA 1","35","148","126","12","26","2","18","5","10","1","1","1","0","0","9"
"Atotonilco El Grande","198","BASICA","11","46","38","6","0","1","8","0","2","0","0","3","0","0","2"
"Atotonilco El Grande","199","BASICA","22","41","31","3","8","0","3","1","7","0","0","0","0","0","0"
"Atotonilco El Grande","199","EXTRAORDINARIA 1","8","57","43","5","18","0","5","1","7","0","0","0","0","0","11"
"Atotonilco El Grande","200","BASICA","133","55","18","9","12","0","14","1","2","3","1","0","0","0","0"
"Atotonilco El Grande","200","CONTIGUA 1","125","71","12","3","3","0","17","5","10","3","0","2","0","0","0"
"Atotonilco El Grande","201","BASICA","124","113","49","13","2","0","21","5","14","5","2","0","0","0","9"
"Atotonilco El Grande","201","CONTIGUA 1","122","97","56","27","3","0","0","11","22","5","0","0","0","0","5"
"Atotonilco El Grande","202","BASICA","47","127","148","9","18","2","5","1","4","4","0","0","0","0","24"
"Atotonilco El Grande","203","BASICA","140","79","30","7","5","0","21","8","14","2","0","0","0","0","8"
"Atotonilco El Grande","203","CONTIGUA 1","126","87","35","13","16","1","31","3","12","7","0","0","0","0","7"
"Atotonilco El Grande","204","BASICA","98","106","68","16","16","0","19","8","30","0","0","0","0","1","24"
"Atotonilco El Grande","204","CONTIGUA 1","107","88","100","12","4","0","4","9","32","2","1","0","0","0","8"
"Atotonilco El Grande","205","BASICA","6","32","12","30","5","0","6","1","4","1","1","0","0","0","7"
