"Municipio","Sección","Casilla","Partido Acción Nacional","Partido Revolucionario Institucional","Partido de la Revolución Democrática","Partido del Trabajo","Partido Verde Ecologista de México","Partido Movimiento Ciudadano","Partido Nueva Alianza","Partido Morena","Partido Encuentro Social","NO REGISTRADO","NULO"
"Tianguistengo","1333","BASICA","18","143","30","2","1","0","26","17","149","0","10"
"Tianguistengo","1333","CONTIGUA 1","13","120","30","1","1","0","45","13","167","0","6"
"Tianguistengo","1334","BASICA","15","134","32","3","4","0","26","13","141","0","12"
"Tianguistengo","1334","CONTIGUA 1","16","117","27","0","1","0","73","6","138","0","9"
"Tianguistengo","1335","BASICA","4","56","7","4","1","0","11","12","98","0","13"
"Tianguistengo","1336","BASICA","14","37","45","7","1","0","9","13","202","0","32"
"Tianguistengo","1337","BASICA","17","96","17","0","1","0","10","4","179","0","14"
"Tianguistengo","1338","BASICA","5","87","12","2","1","0","2","1","195","0","47"
"Tianguistengo","1338","CONTIGUA 1","4","63","9","2","3","0","6","4","224","0","22"
"Tianguistengo","1339","BASICA","2","42","9","0","0","0","4","5","80","0","8"
"Tianguistengo","1340","BASICA","3","104","27","1","1","0","10","2","229","0","29"
"Tianguistengo","1341","BASICA","9","116","8","1","6","0","8","24","221","0","32"
"Tianguistengo","1342","BASICA","10","33","22","5","5","0","18","4","165","0","46"
"Tianguistengo","1342","CONTIGUA 1","2","57","17","4","2","0","12","1","192","0","40"
"Tianguistengo","1343","BASICA","6","93","26","2","0","0","4","1","83","0","13"
"Tianguistengo","1344","BASICA","14","41","97","7","1","0","15","1","215","0","45"
"Tianguistengo","1344","CONTIGUA 1","6","53","96","3","2","0","12","2","218","0","23"
"Tianguistengo","1345","BASICA","10","56","14","5","1","0","12","4","162","0","36"
"Tianguistengo","1346","BASICA","9","30","9","2","4","0","16","4","157","1","12"
"Tianguistengo","1346","EXTRAORDINARIA 1","0","42","4","0","1","0","7","0","163","1","11"
"Tianguistengo","1347","BASICA","11","105","43","6","2","0","28","6","300","0","27"
"Tianguistengo","1348","BASICA","9","85","98","1","2","0","15","4","171","0","20"
