"Municipio","Sección","Casilla","Partido Acción Nacional","Partido Revolucionario Institucional","Partido de la Revolución Democrática","Partido del Trabajo","Partido Verde Ecologista de México","Partido Movimiento Ciudadano","Partido Nueva Alianza","Partido Morena","Partido Encuentro Social","PRI-VERDE-NUEVA ALIANZA","PRI-VERDE","PRI-NUEVA ALIANZA","VERDE-NUEVA ALIANZA","NO REGISTRADO","NULO"
"Cardonal","240","BASICA","4","100","68","2","2","1","82","5","63","3","1","7","0","0","9"
"Cardonal","240","CONTIGUA 1","4","88","106","0","2","3","83","8","41","1","1","1","0","0","9"
"Cardonal","241","BASICA","10","100","131","6","0","0","10","6","8","1","1","1","0","0","12"
"Cardonal","241","CONTIGUA 1","22","82","138","4","1","3","16","13","5","4","0","3","0","0","15"
"Cardonal","242","BASICA","6","79","59","1","0","0","13","9","1","1","0","0","0","0","7"
"Cardonal","243","BASICA","7","167","80","6","3","4","51","9","8","2","1","6","0","0","19"
"Cardonal","244","BASICA","4","45","113","2","2","7","7","8","6","0","0","1","0","0","9"
"Cardonal","245","BASICA","4","82","138","2","2","5","27","14","22","2","0","5","0","0","19"
"Cardonal","245","CONTIGUA 1","13","102","150","3","4","1","24","11","22","2","1","0","0","0","0"
"Cardonal","246","BASICA","11","94","151","3","6","5","176","27","8","10","0","4","0","0","15"
"Cardonal","246","CONTIGUA 1","13","102","131","3","7","4","219","28","8","12","0","7","0","0","11"
"Cardonal","247","BASICA","4","125","137","1","12","9","154","15","9","8","0","7","0","0","6"
"Cardonal","248","BASICA","31","88","177","7","5","1","52","10","5","4","0","3","0","0","20"
"Cardonal","249","BASICA","6","89","129","5","1","4","29","49","7","1","0","2","0","0","14"
"Cardonal","249","CONTIGUA 1","5","82","153","1","3","3","30","66","5","2","0","5","0","0","11"
"Cardonal","250","BASICA","27","104","152","8","2","3","47","15","7","1","0","4","0","0","25"
"Cardonal","250","CONTIGUA 1","23","93","158","1","6","3","47","21","9","3","4","0","0","0","16"
"Cardonal","250","EXTRAORDINARIA 1","6","33","176","3","5","3","56","26","6","0","0","3","1","0","11"
"Cardonal","251","BASICA","11","77","159","3","2","9","55","8","6","5","1","1","0","0","30"
"Cardonal","252","BASICA","11","194","85","3","9","0","9","9","1","1","0","1","0","0","16"
"Cardonal","253","BASICA","5","113","87","5","3","0","33","11","3","2","1","1","0","0","3"
"Cardonal","254","BASICA","5","29","96","3","3","11","79","3","7","2","0","3","2","0","22"
"Cardonal","255","BASICA","8","60","139","2","4","50","22","2","0","1","0","3","0","0","22"
"Cardonal","255","CONTIGUA 1","10","45","150","6","0","57","21","3","2","1","0","0","0","0","16"
"Cardonal","256","BASICA","3","86","72","1","5","11","19","3","3","2","0","2","0","0","7"
"Cardonal","256","CONTIGUA 1","6","61","84","4","3","14","17","10","1","2","1","2","0","0","14"
