CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,CI_1,CI_2,CI_3,CI_4,CI_5,CI_6,CI_7,CI_8,CI_9,CI_10,CI_11,CI_12,CI_13,CI_14,CI_15,CI_16,CI_17,CI_18,CI_19,CI_20,CI_21,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5489,2,5,0,6,0,1,0,1,1,0,1,1,0,4,0,0,2,2,0,0,0,2,54,25,152,5,2,24,12,138,8,34,480,1346
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5490,2,3,2,0,0,1,2,3,0,0,0,0,4,0,1,0,0,0,0,0,1,2,29,16,125,1,5,28,10,95,7,22,357,1043
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5491,3,0,2,4,3,4,0,7,6,0,1,1,2,1,0,1,0,0,0,0,1,1,52,25,184,5,4,52,11,143,17,33,560,1606
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5492,2,6,1,8,2,2,1,4,2,4,0,0,1,3,0,0,1,1,0,0,0,0,34,39,95,1,3,16,6,146,19,29,424,1475
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5494,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,2,0,0,1,1,9,53,0,0,6,1,51,4,10,146,653
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5495,2,1,6,1,1,1,0,1,2,0,0,0,0,1,1,0,0,1,1,2,0,1,23,17,89,1,4,2,7,75,11,16,265,939
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5496,1,4,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,11,16,55,3,3,7,5,44,8,11,177,649
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5497,2,1,2,3,0,2,5,0,0,1,1,1,0,0,2,0,2,0,0,0,0,0,6,25,131,2,1,13,11,91,15,29,344,1042
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5498,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,15,19,157,3,2,19,2,73,6,43,350,1050
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5499,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18,17,144,2,1,6,4,105,7,28,337,860
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5500,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,15,13,125,2,3,9,4,71,9,38,300,796
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5502,2,4,3,1,0,0,1,0,0,0,0,2,3,0,2,0,1,0,1,0,1,0,18,17,91,5,0,12,6,60,7,31,266,887
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5520,1,8,2,0,1,1,0,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,2,19,91,0,3,4,3,25,3,11,179,411
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5521,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,7,72,2,5,3,3,46,5,11,160,427
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5522,1,4,0,0,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,20,59,3,0,4,8,58,5,5,177,454
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5523,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,7,10,42,1,1,2,1,80,0,20,172,452
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5524,1,2,1,1,1,2,1,0,4,0,0,0,1,0,0,0,0,0,1,1,0,0,12,2,56,1,4,4,8,133,3,17,255,618
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5525,1,1,0,1,2,1,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,2,2,8,54,0,4,5,6,47,6,10,157,402
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5526,1,1,3,0,0,0,2,1,0,0,2,0,1,0,0,0,2,0,0,2,0,0,10,7,70,3,2,1,9,54,11,16,197,510
4,9,CIUDAD DE MEXICO,11,VENUSTIANO CARRANZA,17,VENUSTIANO CARRANZA,5527,1,1,1,3,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,16,20,93,3,2,6,3,45,11,14,225,523
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4523,2,4,4,2,0,3,2,3,3,1,3,1,4,1,1,0,3,0,1,2,4,2,36,48,77,4,1,3,17,133,6,25,394,1454
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4524,2,4,3,0,1,2,2,2,2,1,2,2,2,2,0,1,1,0,0,1,4,6,66,29,19,4,4,9,5,120,7,16,317,1336
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4525,3,4,12,3,0,2,2,4,1,0,7,12,3,3,0,1,6,0,1,0,2,7,85,45,16,4,0,13,9,89,8,24,363,1554
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4526,2,1,1,1,0,0,0,1,0,0,2,0,0,1,0,2,1,0,2,0,3,1,32,26,21,0,1,8,6,79,4,8,201,961
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4527,3,3,5,0,0,1,0,2,4,1,5,4,3,2,1,6,5,0,0,0,3,4,59,33,47,4,1,4,7,98,13,27,342,1639
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4528,2,4,2,3,3,1,1,5,1,0,2,1,1,5,1,0,5,0,0,0,0,3,55,22,18,3,2,4,8,96,7,18,271,1275
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4529,2,3,2,6,1,1,0,0,4,1,3,1,2,0,3,0,2,0,0,2,0,1,39,14,16,2,1,8,11,80,3,8,214,1071
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4530,2,6,1,1,1,4,3,4,2,0,1,1,3,2,0,4,4,0,1,0,4,4,39,16,11,0,2,6,2,53,5,10,190,914
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4531,2,2,1,1,1,8,2,1,5,1,0,0,10,1,0,0,8,0,1,2,0,2,42,14,13,0,2,8,5,60,0,16,206,851
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4532,2,0,4,7,2,4,1,0,1,0,2,0,4,2,2,0,3,1,0,1,3,5,71,20,16,5,1,4,9,74,7,18,267,1280
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4533,2,3,2,3,0,1,0,0,2,0,2,0,1,0,1,0,7,1,0,3,1,8,42,15,7,3,1,6,8,73,8,10,208,855
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4534,2,4,1,4,0,5,1,1,0,0,0,3,1,0,1,0,1,0,0,5,0,3,38,14,9,1,1,1,7,47,3,14,165,776
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4535,2,0,6,3,0,2,1,0,0,0,4,4,4,1,1,2,3,0,3,0,3,3,40,22,11,1,2,6,4,61,8,11,206,898
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4536,2,0,1,1,0,0,0,0,2,1,2,1,1,0,0,0,4,1,0,1,1,1,39,20,13,3,1,6,1,60,2,14,176,945
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4537,1,0,3,2,1,2,0,2,2,0,1,2,1,0,3,0,3,0,0,2,0,4,38,12,9,3,1,3,1,42,3,6,146,644
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4538,2,4,6,2,2,6,3,1,2,1,5,3,6,3,0,0,2,0,0,2,2,4,60,39,42,9,2,5,4,117,7,22,361,1363
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4539,2,2,4,3,1,4,1,3,2,0,2,0,9,1,2,1,3,0,3,0,2,5,47,19,27,4,5,11,8,120,10,12,311,1213
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4540,2,6,3,3,1,2,1,0,1,1,2,5,1,2,0,0,4,0,0,1,1,2,48,23,10,2,2,15,10,79,5,19,249,1085
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4541,2,1,2,4,1,2,2,6,3,1,3,1,8,0,1,1,3,0,1,0,1,4,40,18,36,3,1,15,5,111,10,18,302,1444
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4542,2,3,1,1,0,3,0,2,3,0,4,1,3,1,0,0,3,0,1,0,4,2,38,27,16,1,1,5,6,83,6,16,231,999
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4543,3,8,11,3,0,9,0,4,0,0,1,4,4,3,1,3,2,0,1,7,4,1,52,34,22,2,2,2,9,150,23,17,379,1787
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4544,2,2,8,2,2,3,2,1,1,1,1,4,3,0,1,0,2,0,0,2,1,5,30,30,34,1,2,16,9,81,6,19,269,1064
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4545,2,0,9,0,0,3,2,3,1,0,0,0,4,0,1,0,4,2,0,5,2,1,42,29,34,4,1,8,8,111,7,15,296,1426
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4546,2,1,1,1,1,5,1,2,3,2,4,2,2,3,1,0,3,2,0,1,3,3,43,26,18,3,0,5,10,48,0,11,205,799
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4547,2,2,2,0,1,0,0,0,1,0,3,4,1,3,0,0,3,1,0,0,2,5,42,19,18,1,1,3,2,39,1,13,167,791
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4548,1,3,1,1,1,0,1,2,1,0,1,0,5,0,1,1,2,0,1,1,0,3,26,11,5,1,0,2,4,47,3,16,140,750
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4549,1,0,1,1,1,0,0,5,4,0,3,1,4,1,0,1,1,0,0,1,0,2,36,11,9,1,0,1,1,39,5,10,139,743
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4550,2,2,1,1,2,1,1,1,2,1,1,3,3,1,3,1,3,2,1,4,4,1,49,25,14,1,1,8,4,45,4,14,204,965
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4551,2,1,1,2,3,7,2,1,0,0,2,0,5,5,4,1,4,0,0,2,1,7,63,36,26,5,2,12,7,86,8,21,314,1282
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4552,2,1,1,2,1,3,1,0,3,0,5,1,2,4,0,1,9,2,1,3,3,1,64,22,12,1,1,2,6,71,8,10,241,973
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4553,2,0,1,1,0,2,0,2,0,1,6,2,0,1,3,0,4,1,1,1,1,4,40,13,9,4,5,1,3,54,5,15,180,820
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4554,2,4,6,3,0,0,6,2,1,3,4,2,3,7,1,1,4,0,0,1,2,4,49,27,21,4,2,5,4,77,19,15,277,1185
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4555,2,1,5,1,0,3,3,1,3,0,1,1,2,2,2,1,2,1,2,3,2,1,34,25,32,2,2,10,6,110,14,27,299,1129
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4556,2,5,6,2,4,4,0,1,1,2,2,0,4,5,3,0,0,0,3,3,4,1,35,25,19,3,2,5,5,126,6,17,293,1199
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4557,2,2,3,2,0,1,0,1,2,0,0,2,4,2,5,0,2,0,1,2,0,1,32,28,14,4,4,5,5,104,21,12,259,1166
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4558,2,2,7,2,0,3,2,3,1,0,5,3,4,4,3,0,1,3,0,1,2,5,44,38,44,2,3,0,10,110,6,42,350,1323
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4559,2,1,5,1,4,7,0,2,0,2,3,0,2,3,2,0,7,1,0,5,3,3,48,23,22,7,2,1,6,108,9,21,298,1184
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4560,2,1,3,5,1,5,1,3,1,0,2,1,1,2,0,2,3,1,3,0,2,0,53,16,24,6,2,4,10,123,12,15,302,1462
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4561,1,2,0,2,2,3,0,1,0,0,0,2,1,2,2,0,0,0,0,0,2,1,24,14,13,2,1,3,5,31,1,9,123,666
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4562,1,1,2,1,0,1,1,1,0,1,3,2,2,1,1,1,6,0,0,1,2,7,37,8,6,1,1,0,3,45,4,3,142,666
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4563,2,5,1,6,0,1,0,2,2,0,6,1,0,6,2,0,5,1,0,1,0,9,46,28,14,2,0,4,11,60,4,21,238,1052
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4564,2,2,3,6,0,3,0,0,1,1,3,1,0,1,2,1,11,1,1,4,1,11,48,20,11,1,1,3,3,74,2,14,230,1065
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4565,2,1,3,4,0,0,3,0,5,1,2,0,2,2,2,0,1,0,0,2,1,3,49,15,10,1,3,5,4,58,3,15,195,816
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4566,1,0,4,3,1,4,1,0,0,1,6,0,2,3,1,0,2,0,0,3,1,3,48,6,10,1,1,2,2,40,3,0,148,669
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4567,1,1,0,1,1,1,0,0,3,2,0,0,1,2,3,1,5,0,1,1,0,5,54,16,9,0,0,3,3,31,3,12,159,602
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4568,2,0,2,2,0,0,1,1,1,0,3,1,1,5,3,0,4,0,0,1,2,5,51,22,7,3,0,3,2,60,2,14,196,947
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4569,1,1,1,1,0,0,0,0,2,0,2,0,0,1,4,0,4,0,0,0,1,0,27,6,6,1,0,1,3,28,2,13,104,565
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4570,2,1,3,5,2,5,2,5,1,0,3,2,4,3,0,2,6,0,3,2,3,4,61,19,20,6,4,4,7,59,4,16,256,1104
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4571,1,1,1,3,1,0,2,0,2,0,3,0,0,0,1,0,1,1,0,0,1,0,37,6,9,7,0,2,7,22,2,9,118,541
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4572,2,2,1,2,0,2,2,6,2,0,7,2,6,2,1,1,2,0,1,0,1,2,53,14,9,2,0,8,5,75,2,12,222,1143
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4573,2,1,6,3,2,2,5,3,4,0,1,2,3,5,0,2,4,1,0,1,4,6,68,30,31,5,0,10,5,108,9,27,348,1428
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4574,2,1,6,4,0,9,1,2,3,1,4,1,0,2,1,1,4,0,3,0,1,1,38,33,16,1,4,5,5,84,7,20,258,1051
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4575,2,5,3,7,1,2,3,0,1,0,3,0,1,2,1,1,5,0,1,0,1,3,58,31,28,7,4,7,10,161,18,29,393,1385
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4576,2,2,8,2,0,4,0,1,3,0,4,0,1,1,1,0,1,0,1,0,0,4,50,45,27,0,0,4,10,100,7,25,301,1197
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4577,2,6,8,1,0,2,1,6,3,1,2,1,3,2,2,0,0,0,1,6,2,7,45,25,25,4,2,6,3,127,10,24,325,1254
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4578,2,2,10,3,0,2,1,1,4,0,3,3,8,2,2,0,5,1,0,1,4,10,80,32,28,2,2,6,15,113,8,30,378,1373
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4579,2,6,2,0,0,2,1,2,0,1,3,0,3,3,1,1,1,1,0,1,4,2,30,24,13,5,5,8,8,96,7,19,249,1003
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4580,2,5,3,4,1,6,3,2,8,1,1,0,8,3,2,0,2,1,0,2,2,2,64,36,15,4,0,6,13,96,9,22,321,1261
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4581,2,1,0,2,0,5,1,2,1,0,3,2,2,0,1,1,0,1,0,1,2,5,63,16,13,4,3,4,6,74,1,22,236,1138
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4582,2,4,4,1,0,2,0,3,2,1,2,1,3,4,0,2,5,0,0,2,3,7,69,42,26,3,0,2,7,77,15,18,305,1063
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4583,2,2,1,3,1,0,5,1,3,0,5,1,8,4,2,0,5,0,3,4,3,5,69,34,12,4,0,7,12,96,8,21,319,1348
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4584,2,1,4,3,0,3,0,1,0,0,2,1,2,6,0,1,2,1,0,0,2,2,36,23,13,3,1,4,0,52,9,6,178,872
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4585,2,1,3,2,2,10,1,1,1,1,4,2,2,1,1,1,7,3,3,2,3,7,47,19,16,3,1,2,15,95,7,11,274,1379
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4666,2,11,1,1,2,4,0,2,1,3,0,0,1,0,1,1,2,0,0,0,1,0,16,29,62,8,0,2,6,145,9,25,333,1243
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4667,3,9,4,1,0,3,1,1,2,0,1,1,4,2,2,0,3,1,0,0,2,7,57,34,59,4,3,4,15,205,15,38,478,1874
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4668,3,2,8,0,0,1,1,0,0,2,1,4,1,3,2,1,2,1,1,2,2,2,20,40,63,7,5,8,5,148,13,20,365,1850
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4669,3,1,3,1,1,0,1,2,2,0,2,0,2,1,1,0,0,0,0,0,22,2,17,36,40,8,2,7,19,141,18,28,357,1610
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4679,2,4,1,1,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,1,17,28,46,2,1,2,2,87,11,12,224,964
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4680,2,0,1,2,0,1,0,0,0,0,0,3,2,2,1,0,0,0,1,2,1,0,19,26,51,5,2,2,7,94,13,33,268,1396
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4681,1,4,2,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,1,0,0,2,18,15,1,0,0,1,31,1,11,107,386
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4682,2,1,1,1,0,2,0,0,1,0,0,1,2,3,0,0,0,0,0,0,2,0,13,32,80,2,2,3,6,57,9,25,243,951
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4683,2,2,6,1,1,0,1,1,0,0,0,3,0,4,0,0,0,0,0,0,4,0,8,23,54,3,2,2,3,66,6,35,225,1294
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4690,3,9,13,1,1,0,0,3,1,1,1,4,4,1,1,0,3,2,0,0,0,2,20,37,69,3,2,6,7,157,14,28,390,2190
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4691,2,3,1,2,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,12,16,126,3,2,2,7,95,6,38,319,1315
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4692,2,4,3,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,12,24,37,2,4,1,3,81,5,16,197,1051
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4693,2,0,2,1,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,7,29,41,1,2,3,3,79,7,28,213,1161
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4694,2,4,13,2,0,2,1,2,2,1,0,6,0,3,1,1,3,0,1,0,2,6,24,37,69,2,2,5,12,116,6,29,352,1334
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4695,2,4,15,2,0,2,0,0,0,2,0,5,2,1,0,2,1,1,0,1,6,1,22,28,52,2,1,2,9,117,8,26,312,1434
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4703,2,5,5,0,0,5,0,1,0,2,1,7,4,1,3,1,3,0,1,1,2,4,20,49,38,7,0,3,8,132,29,28,360,1453
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4704,2,5,5,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,9,30,60,2,0,5,9,113,18,36,301,1300
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4705,2,1,6,5,0,0,1,1,0,0,0,10,0,1,1,0,1,0,0,0,1,1,13,49,60,2,1,1,9,72,7,23,266,1018
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4706,1,2,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,1,1,1,0,12,19,29,0,0,13,2,41,10,12,151,603
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4707,2,4,11,0,0,1,0,0,0,0,1,8,0,0,0,0,0,1,1,1,1,0,10,19,62,1,2,5,8,108,8,35,287,1070
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4711,2,0,5,0,3,0,1,0,0,2,1,7,1,0,1,1,2,2,0,1,2,2,9,21,64,3,0,7,7,98,11,16,267,1489
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4713,1,1,8,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,9,12,22,2,1,2,8,43,6,9,130,643
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4715,1,3,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,6,19,28,3,1,4,8,41,5,13,140,627
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4716,2,5,2,0,1,0,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,4,18,26,37,3,0,3,4,99,1,27,238,802
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4718,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,8,17,42,1,0,5,7,51,8,19,167,623
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4719,2,0,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,3,26,35,3,1,1,7,61,4,21,171,934
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4721,1,3,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,7,27,13,0,3,2,2,68,3,15,150,668
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4723,2,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,16,22,57,2,1,5,8,61,6,32,218,938
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4724,3,0,6,1,0,0,1,0,3,0,0,0,0,1,0,1,1,0,0,0,0,2,25,62,82,10,2,9,3,162,19,48,438,2025
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4725,2,2,2,0,1,0,1,1,1,0,2,0,1,0,0,0,0,1,0,0,0,1,18,34,20,3,2,3,3,75,6,18,195,816
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4726,1,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,20,22,5,1,1,2,61,9,15,149,556
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4727,2,1,4,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,13,20,43,2,1,4,9,85,6,22,219,1159
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4728,2,1,17,1,0,0,0,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,11,32,21,1,0,9,5,59,5,6,181,793
4,9,CIUDAD DE MEXICO,12,CUAUHTEMOC,15,CUAUHTEMOC,4729,2,1,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,10,13,27,0,8,4,6,42,11,27,156,814
