CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,27,TABASCO,3,CARDENAS,2,CARDENAS,154,B,1,0,B,3,28,57,6,7,1,243,0,0,0,0,0,8,3,0,2,0,358,0,9,367,566,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/3/GUB_0154_B.jpg
,27,TABASCO,3,CARDENAS,2,CARDENAS,154,C,1,0,C01,0,48,68,4,5,0,241,1,0,0,0,2,6,1,0,1,1,378,0,17,395,566,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/3/GUB_0154_C01.jpg
,27,TABASCO,3,CARDENAS,2,CARDENAS,154,C,2,0,C02,1,27,53,7,6,2,228,1,0,2,0,2,13,0,0,0,0,342,4,12,358,565,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/3/GUB_0154_C02.jpg
,27,TABASCO,3,CARDENAS,2,CARDENAS,154,C,3,0,C03,3,29,49,7,3,3,196,3,1,0,0,0,8,0,0,1,1,304,0,17,321,565,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/3/GUB_0154_C03.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,101,B,1,0,B,7,49,126,6,8,4,248,4,1,1,0,0,4,1,0,0,2,461,0,34,495,747,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0101_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,101,E,1,0,E01,9,22,108,3,10,2,221,3,2,1,0,2,6,2,0,0,3,394,0,18,412,651,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0101_E01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,102,B,1,0,B,1,15,82,1,1,1,119,0,0,0,1,0,0,0,0,0,0,221,0,0,221,281,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0102_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,102,E,1,0,E01,5,17,149,5,3,2,166,0,3,0,0,1,2,1,0,0,2,356,0,24,380,592,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0102_E01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,107,B,1,0,B,2,33,71,8,8,2,275,1,3,0,0,0,1,0,1,0,2,407,0,13,420,614,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0107_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,107,C,1,0,C01,5,27,65,7,2,4,257,1,0,0,0,0,5,3,0,1,5,382,0,11,393,613,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0107_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,112,B,1,0,B,6,40,96,5,3,4,178,5,0,0,0,0,0,0,0,0,0,337,0,19,356,490,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0112_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,112,C,1,0,C01,5,45,84,3,3,0,166,2,0,1,0,1,1,4,0,0,1,316,0,17,333,490,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0112_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,113,B,1,0,B,2,22,69,0,6,0,221,0,0,0,0,0,0,0,0,0,0,320,0,7,327,463,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0113_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,113,C,1,0,C01,1,18,65,3,4,1,201,0,2,0,0,2,1,0,0,1,0,299,0,12,311,463,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0113_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,114,B,1,0,B,2,50,73,4,2,1,187,1,1,0,0,1,1,1,0,0,1,325,9,2,336,514,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0114_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,114,C,1,0,C01,8,34,9,4,6,4,174,0,7,0,0,7,10,0,0,1,4,268,0,6,274,513,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0114_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,115,B,1,0,B,4,18,71,5,3,1,157,1,2,1,0,1,2,2,0,1,1,270,0,20,290,432,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0115_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,115,C,1,0,C01,2,28,76,4,6,3,147,3,3,1,0,0,1,0,0,0,1,275,0,6,281,432,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0115_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,116,B,1,0,B,1,20,64,3,7,1,155,0,1,1,0,2,1,2,1,1,0,260,0,10,270,401,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0116_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,116,C,1,0,C01,2,33,51,4,7,1,150,1,0,0,0,0,2,0,0,1,0,252,0,9,261,400,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0116_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,126,B,1,0,B,1,37,57,7,4,1,165,3,0,0,0,0,1,2,0,0,1,279,0,19,298,449,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0126_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,126,C,1,0,C01,3,34,66,6,3,2,189,3,3,0,0,1,0,0,4,0,0,314,0,17,331,449,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0126_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,128,B,1,0,B,1,32,74,8,6,2,197,2,0,0,0,0,4,3,1,1,1,332,0,19,351,518,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0128_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,128,C,1,0,C01,2,23,74,6,6,4,200,2,0,0,0,0,5,1,0,0,0,323,0,14,337,517,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0128_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,128,E,1,0,E01,2,24,40,2,3,2,119,1,0,0,0,0,1,0,0,0,0,194,0,8,202,277,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0128_E01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,135,B,1,0,B,1,35,99,7,2,1,183,1,1,0,0,0,1,2,0,0,1,334,0,18,352,492,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0135_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,141,B,1,0,B,5,13,88,3,8,0,265,0,2,2,0,0,3,1,0,2,1,393,0,15,408,615,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0141_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,141,C,1,0,C01,7,19,70,4,0,1,280,2,1,1,0,0,5,1,1,1,1,394,0,15,409,615,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0141_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,142,B,1,0,B,3,7,82,4,3,2,233,2,1,2,0,1,4,1,0,0,0,345,0,13,358,496,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0142_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,142,C,1,0,C01,2,17,69,8,2,3,217,3,0,0,0,0,7,0,0,1,1,330,0,14,344,495,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0142_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,143,B,1,0,B,5,20,61,6,9,0,229,2,0,0,0,2,2,1,0,0,0,337,0,12,349,502,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0143_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,143,C,1,0,C01,6,15,80,4,3,4,244,2,1,0,0,0,2,1,0,2,2,366,0,15,381,501,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0143_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,143,C,2,0,C02,5,13,82,9,5,2,233,4,0,1,0,0,0,1,1,0,3,359,0,11,370,501,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0143_C02.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,155,B,1,0,B,5,57,64,4,4,6,250,0,5,2,0,0,2,0,0,1,1,401,0,13,414,646,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0155_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,155,C,1,0,C01,6,49,85,3,7,3,237,4,1,0,0,1,4,3,0,0,0,403,4,10,417,646,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0155_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,155,C,2,0,C02,3,54,79,8,8,0,249,3,1,1,0,2,2,0,0,1,4,415,0,20,435,645,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0155_C02.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,155,C,3,0,C03,8,48,114,7,6,2,235,1,2,0,0,0,3,0,0,0,0,426,4,17,447,645,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0155_C03.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,156,B,1,0,B,1,48,41,6,3,2,225,0,1,1,0,0,4,2,0,2,3,339,0,21,360,511,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0156_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,156,C,1,0,C01,9,45,65,5,9,1,215,6,2,0,0,0,3,2,0,1,1,364,0,10,374,511,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0156_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,156,C,2,0,C02,5,41,62,8,4,4,195,3,3,0,0,0,6,1,0,0,0,332,0,11,343,511,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0156_C02.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,157,B,1,0,B,5,15,62,5,3,0,317,5,0,0,0,0,0,2,0,0,1,415,0,28,443,610,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0157_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,157,C,1,0,C01,3,13,104,8,4,2,306,8,1,0,0,0,2,1,0,0,2,454,0,20,474,610,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0157_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,157,C,2,0,C02,7,11,107,7,6,0,306,4,0,0,0,0,1,1,0,0,0,450,0,16,466,609,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0157_C02.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,158,B,1,0,B,4,18,34,3,0,2,268,2,0,0,0,0,3,1,0,2,2,339,0,9,348,450,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0158_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,158,C,1,0,C01,5,17,17,8,5,8,219,0,0,0,0,0,8,0,0,9,0,296,0,21,317,449,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0158_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,159,B,1,0,B,3,7,54,5,4,0,352,1,0,0,0,1,3,1,0,0,0,431,0,7,438,632,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0159_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,159,C,1,0,C01,2,13,45,4,2,2,287,3,0,0,0,2,2,3,0,0,3,368,0,9,377,631,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0159_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,163,B,1,0,B,7,26,79,8,8,0,322,3,1,0,0,1,5,0,0,1,0,461,0,21,482,696,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0163_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,163,C,1,0,C01,4,26,100,9,5,0,307,1,0,0,0,0,4,2,0,7,1,466,0,26,492,696,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0163_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,163,C,2,0,C02,2,30,97,4,5,0,311,0,0,0,0,1,4,2,0,1,0,457,0,20,477,695,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0163_C02.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,167,B,1,0,B,7,15,55,4,5,2,87,2,0,1,0,1,2,1,2,0,2,186,0,13,199,376,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0167_B.jpg
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,167,C,1,0,C01,6,18,65,3,4,1,110,1,0,1,0,1,2,2,0,0,1,215,0,10,225,375,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0167_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,699,B,1,0,B,5,50,59,3,0,1,205,2,0,0,0,0,6,2,0,0,0,333,0,14,347,547,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0699_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,699,C,1,0,C01,5,46,79,5,15,1,177,3,2,1,0,2,0,1,0,1,2,340,0,18,358,547,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0699_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,699,C,2,0,C02,4,65,47,3,11,3,222,1,0,0,1,1,3,2,0,1,1,365,0,28,393,546,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0699_C02.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,699,E,1,0,E01,5,91,45,2,10,3,124,1,9,0,0,1,6,0,0,3,3,303,0,22,325,435,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0699_E01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,700,B,1,0,B,4,59,69,5,7,0,244,6,2,0,0,0,6,2,0,2,2,408,0,16,424,630,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0700_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,700,C,1,0,C01,6,97,70,2,3,1,241,1,0,0,1,0,7,1,0,0,2,432,0,12,444,629,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0700_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,701,B,1,0,B,3,36,47,0,5,1,183,2,0,1,0,0,6,1,0,0,0,285,0,10,295,404,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0701_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,701,C,1,0,C01,5,20,63,2,4,6,160,3,2,0,0,0,5,2,0,0,0,272,0,6,278,404,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0701_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,702,B,1,0,B,6,91,80,1,2,2,308,4,2,2,3,0,1,0,0,2,0,504,0,12,516,724,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0702_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,702,S,1,0,S01,0,26,0,0,0,0,0,0,46,0,0,0,332,0,0,0,0,404,3,9,416,0,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0702_SMR01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,703,B,1,0,B,2,64,82,2,6,2,217,6,0,0,0,1,6,1,0,0,2,391,0,13,404,554,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0703_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,703,C,1,0,C01,0,34,96,0,0,1,249,0,0,0,0,0,0,0,0,0,1,381,0,10,391,554,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0703_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,703,C,2,0,C02,5,43,75,5,6,0,217,0,0,0,0,0,0,0,0,0,0,351,0,14,365,553,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0703_C02.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,703,E,1,0,E01,0,15,26,0,0,0,65,0,0,0,0,0,0,0,0,0,0,106,0,9,115,137,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0703_E01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,704,B,1,0,B,1,38,72,4,3,1,203,7,1,0,0,0,4,1,0,0,0,335,0,21,356,545,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0704_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,704,C,1,0,C01,6,43,77,3,4,1,210,1,0,0,0,0,0,0,0,0,0,345,0,4,349,545,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0704_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,704,E,1,0,E01,2,37,80,9,5,2,132,4,0,1,0,0,4,3,0,1,1,281,0,22,303,393,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0704_E01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,705,B,1,0,B,2,27,102,13,11,4,217,2,3,1,0,0,7,1,1,0,0,391,0,26,417,578,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0705_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,705,C,1,0,C01,5,37,118,10,4,3,200,11,0,0,0,0,3,1,0,3,0,395,0,36,431,577,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0705_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,706,B,1,0,B,8,66,146,8,10,3,145,17,3,1,0,4,0,1,0,0,1,413,2,34,449,697,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0706_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,706,C,1,0,C01,8,40,146,4,7,2,208,13,1,0,0,1,4,2,0,3,1,440,0,36,476,696,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0706_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,706,C,2,0,C02,3,45,125,9,16,4,145,19,0,0,0,1,2,0,0,5,0,374,0,15,389,696,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0706_C02.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,706,E,1,0,E01,0,15,34,1,1,1,30,0,1,0,0,1,0,0,0,1,0,85,0,4,89,135,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0706_E01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,707,B,1,0,B,8,83,162,8,17,1,223,3,2,2,2,2,8,3,0,2,3,529,0,21,550,719,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0707_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,707,C,1,0,C01,4,58,135,3,9,0,277,3,1,0,0,0,4,1,0,1,3,499,0,19,518,719,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0707_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,707,C,2,0,C02,5,40,159,7,6,1,268,13,0,1,0,0,6,2,0,3,0,511,0,21,532,718,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0707_C02.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,708,B,1,0,B,5,90,117,3,7,1,162,5,1,1,0,1,5,2,0,0,2,402,0,13,415,530,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0708_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,708,C,1,0,C01,5,61,94,6,6,0,202,6,5,0,0,0,10,0,0,0,2,397,0,16,413,530,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0708_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,708,C,2,0,C02,5,75,97,5,2,2,166,3,5,1,0,0,17,0,0,0,0,378,0,18,396,530,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0708_C02.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,708,E,1,0,E01,2,40,78,0,3,0,122,1,0,0,0,0,4,0,0,0,0,250,0,7,257,307,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0708_E01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,709,B,1,0,B,5,46,75,8,1,3,121,7,1,0,0,0,3,1,0,3,1,275,0,17,292,458,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0709_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,709,E,1,0,E01,2,7,106,4,7,1,77,0,2,3,0,4,0,0,0,0,0,213,0,2,215,267,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0709_E01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,710,B,1,0,B,3,41,100,4,1,4,202,9,1,0,0,1,3,4,0,2,0,375,0,34,409,634,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0710_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,710,C,1,0,C01,5,30,144,4,3,0,185,3,3,1,0,0,5,2,0,6,1,392,0,29,421,633,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0710_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,711,B,1,0,B,3,74,75,4,2,2,255,2,0,0,0,0,4,1,1,0,3,426,0,23,449,653,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0711_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,711,C,1,0,C01,3,85,80,9,4,0,238,8,0,0,0,0,0,1,0,3,3,434,0,13,447,653,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0711_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,712,B,1,0,B,3,42,75,7,1,3,231,0,0,2,0,2,3,2,0,1,4,376,0,25,401,542,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0712_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,712,C,1,0,C01,2,51,78,4,3,0,226,1,1,0,0,0,6,1,0,0,1,374,0,21,395,542,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0712_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,712,C,2,0,C02,2,37,107,6,4,1,194,2,2,0,0,2,5,2,0,1,2,367,0,25,392,542,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0712_C02.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,713,B,1,0,B,5,45,88,5,9,1,158,4,3,0,0,3,4,1,0,2,5,333,0,26,359,512,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0713_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,713,C,1,0,C01,5,37,98,8,5,0,169,5,2,0,0,2,4,3,0,1,2,341,1,19,361,512,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0713_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,713,C,2,0,C02,2,36,76,12,7,1,180,1,4,0,0,0,9,0,0,0,5,333,0,18,351,511,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0713_C02.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,714,B,1,0,B,2,47,107,5,2,6,197,2,1,0,0,0,3,2,0,0,2,376,0,20,396,550,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0714_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,714,C,1,0,C01,1,46,86,3,7,4,206,5,0,2,0,0,6,0,0,0,0,366,0,26,392,549,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0714_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,714,C,2,0,C02,0,47,108,8,4,1,217,0,0,1,0,4,0,0,0,0,0,390,0,12,402,549,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0714_C02.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,715,B,1,0,B,0,0,22,4,1,1,16,2,0,0,0,0,3,2,0,1,1,53,0,6,59,142,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0715_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,716,B,1,0,B,6,47,124,7,7,2,170,2,0,1,0,3,0,1,0,2,3,375,0,26,401,550,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0716_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,716,C,1,0,C01,6,44,99,6,13,1,152,7,4,0,1,2,7,4,2,2,0,350,2,27,379,550,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0716_C01.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,716,C,2,0,C02,7,43,112,5,5,2,147,5,0,0,0,0,0,0,0,0,0,326,0,5,331,549,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0716_C02.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,717,B,1,0,B,3,21,103,10,4,0,143,5,0,2,0,1,6,3,0,2,3,306,0,26,332,465,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0717_B.jpg
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,717,C,1,0,C01,2,38,105,5,6,3,148,2,1,0,0,0,0,2,0,1,0,313,0,10,323,464,Acta casilla,,,http://iepct.mx/elecciones2018/GUB/4/GUB_0717_C01.jpg
