CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,27,TABASCO,3,CARDENAS,2,CARDENAS,106,2,8,63,181,11,4,4,430,5,0,1,4,3,7,1,0,1,3,726,1,14,741,1126
,27,TABASCO,3,CARDENAS,2,CARDENAS,108,1,6,65,78,7,5,5,256,2,1,0,0,0,5,0,0,0,0,430,0,0,430,627
,27,TABASCO,3,CARDENAS,2,CARDENAS,109,3,4,71,150,15,25,5,387,11,0,0,0,2,2,1,0,3,3,679,0,44,723,1078
,27,TABASCO,3,CARDENAS,2,CARDENAS,110,4,19,90,239,35,24,13,739,17,5,5,2,2,6,1,0,5,4,1206,0,98,1304,2317
,27,TABASCO,3,CARDENAS,2,CARDENAS,111,1,3,28,206,5,6,1,224,1,1,0,0,5,2,5,0,2,0,489,0,18,507,649
,27,TABASCO,3,CARDENAS,2,CARDENAS,117,1,1,76,83,5,0,0,140,3,0,0,0,0,1,2,0,1,0,312,0,10,322,423
,27,TABASCO,3,CARDENAS,2,CARDENAS,118,2,5,77,150,9,12,6,334,6,3,2,0,3,9,1,0,0,1,618,0,26,644,949
,27,TABASCO,3,CARDENAS,2,CARDENAS,119,2,8,117,280,8,24,3,347,9,7,3,0,2,5,6,1,0,2,822,0,16,838,1143
,27,TABASCO,3,CARDENAS,2,CARDENAS,120,2,3,81,167,13,12,4,521,9,0,0,0,4,5,3,0,2,2,826,0,27,853,1274
,27,TABASCO,3,CARDENAS,2,CARDENAS,121,3,2,37,193,14,8,7,638,9,3,1,0,5,6,5,1,2,0,931,0,47,978,1528
,27,TABASCO,3,CARDENAS,2,CARDENAS,122,3,8,107,285,30,17,7,684,5,13,3,0,1,11,7,0,4,4,1186,0,52,1238,1829
,27,TABASCO,3,CARDENAS,2,CARDENAS,123,2,6,44,213,6,5,2,479,3,1,1,0,0,5,0,0,0,4,769,0,30,799,1138
,27,TABASCO,3,CARDENAS,2,CARDENAS,124,2,8,68,205,6,6,2,352,1,2,2,1,1,3,1,0,1,0,659,1,35,695,970
,27,TABASCO,3,CARDENAS,2,CARDENAS,125,2,9,112,184,8,10,3,534,7,1,0,0,2,10,1,0,3,5,889,0,37,926,1411
,27,TABASCO,3,CARDENAS,2,CARDENAS,127,2,6,48,201,13,6,1,439,2,7,2,0,1,6,6,0,3,6,747,0,31,778,1144
,27,TABASCO,3,CARDENAS,2,CARDENAS,129,3,8,101,253,17,16,3,589,5,0,3,0,1,9,1,1,1,4,1012,0,43,1055,1536
,27,TABASCO,3,CARDENAS,2,CARDENAS,130,3,14,108,402,16,13,4,642,7,0,1,0,4,5,0,0,0,4,1220,0,38,1258,1839
,27,TABASCO,3,CARDENAS,2,CARDENAS,131,3,14,50,297,17,11,4,563,6,4,1,0,1,14,3,0,4,2,991,2,48,1041,1595
,27,TABASCO,3,CARDENAS,2,CARDENAS,132,3,15,90,243,20,34,6,815,10,8,2,0,5,6,2,2,5,6,1269,0,41,1310,1795
,27,TABASCO,3,CARDENAS,2,CARDENAS,133,2,10,108,154,13,39,4,489,6,1,1,0,2,6,1,0,0,5,839,2,25,866,1183
,27,TABASCO,3,CARDENAS,2,CARDENAS,134,3,12,78,347,17,14,8,560,10,3,0,0,5,7,0,0,2,2,1065,0,69,1134,1819
,27,TABASCO,3,CARDENAS,2,CARDENAS,136,2,6,79,153,22,7,7,329,12,2,2,0,1,13,3,0,1,1,638,1,47,686,1124
,27,TABASCO,3,CARDENAS,2,CARDENAS,137,2,11,64,127,6,4,4,529,2,0,0,0,1,6,8,0,4,5,771,0,24,795,1217
,27,TABASCO,3,CARDENAS,2,CARDENAS,138,3,19,71,181,14,14,2,615,4,4,2,1,1,8,5,0,2,8,951,0,38,989,1538
,27,TABASCO,3,CARDENAS,2,CARDENAS,139,3,9,64,235,16,10,9,728,5,3,3,0,0,6,3,0,2,7,1100,9,35,1144,1707
,27,TABASCO,3,CARDENAS,2,CARDENAS,140,2,10,38,114,17,15,3,445,2,1,0,0,0,10,2,0,1,5,663,0,16,679,971
,27,TABASCO,3,CARDENAS,2,CARDENAS,144,3,17,79,327,19,30,3,964,10,3,1,0,1,11,4,0,2,4,1475,0,41,1516,2057
,27,TABASCO,3,CARDENAS,2,CARDENAS,145,3,17,78,208,18,18,2,609,4,4,1,1,2,7,1,0,2,5,977,0,49,1026,1472
,27,TABASCO,3,CARDENAS,2,CARDENAS,146,3,19,127,253,9,25,4,706,4,5,1,0,3,17,7,1,5,1,1187,0,48,1235,1881
,27,TABASCO,3,CARDENAS,2,CARDENAS,147,3,16,61,270,14,20,10,713,4,6,2,1,5,12,3,0,7,3,1147,0,48,1195,1899
,27,TABASCO,3,CARDENAS,2,CARDENAS,148,3,8,68,376,26,13,5,991,10,1,0,0,2,11,4,0,2,3,1520,0,46,1566,2212
,27,TABASCO,3,CARDENAS,2,CARDENAS,149,2,11,55,152,13,14,7,514,2,4,1,0,4,8,3,0,1,3,792,0,20,812,1351
,27,TABASCO,3,CARDENAS,2,CARDENAS,150,2,7,45,70,16,10,0,428,1,1,1,0,0,6,4,0,0,0,589,3,27,619,1070
,27,TABASCO,3,CARDENAS,2,CARDENAS,151,4,10,57,154,19,15,17,673,6,0,2,0,1,5,5,3,21,2,990,0,37,1027,1652
,27,TABASCO,3,CARDENAS,2,CARDENAS,152,4,19,47,273,23,26,8,925,8,0,2,0,1,21,13,0,4,2,1372,0,44,1416,2430
,27,TABASCO,3,CARDENAS,2,CARDENAS,153,1,3,13,68,2,7,0,181,2,0,0,0,0,5,0,0,0,1,282,0,15,297,573
,27,TABASCO,3,CARDENAS,2,CARDENAS,154,4,7,132,227,24,21,6,908,5,1,2,0,4,35,4,0,4,2,1382,4,55,1441,2262
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,101,2,16,71,234,9,18,6,469,7,3,2,0,2,10,3,0,0,5,855,0,52,907,1398
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,102,2,6,32,231,6,4,3,285,0,3,0,1,1,2,1,0,0,2,577,0,24,601,873
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,107,2,7,60,136,15,10,6,532,2,3,0,0,0,6,3,1,1,7,789,0,24,813,1227
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,112,2,11,85,180,8,6,4,344,7,0,1,0,1,1,4,0,0,1,653,0,36,689,980
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,113,2,3,40,134,3,10,1,422,0,2,0,0,2,1,0,0,1,0,619,0,19,638,926
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,114,2,10,84,82,8,8,5,361,1,8,0,0,8,11,1,0,1,5,593,9,8,610,1027
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,115,2,6,46,147,9,9,4,304,4,5,2,0,1,3,2,0,1,2,545,0,26,571,864
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,116,2,3,53,115,7,14,2,305,1,1,1,0,2,3,2,1,2,0,512,0,19,531,801
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,126,2,4,71,123,13,7,3,354,6,3,0,0,1,1,2,4,0,1,593,0,36,629,898
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,128,3,5,79,188,16,15,8,516,5,0,0,0,0,10,4,1,1,1,849,0,41,890,1312
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,135,1,1,35,99,7,2,1,183,1,1,0,0,0,1,2,0,0,1,334,0,18,352,492
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,141,2,12,32,158,7,8,1,545,2,3,3,0,0,8,2,1,3,2,787,0,30,817,1230
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,142,2,5,24,151,12,5,5,450,5,1,2,0,1,11,1,0,1,1,675,0,27,702,991
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,143,3,16,48,223,19,17,6,706,8,1,1,0,2,4,3,1,2,5,1062,0,38,1100,1504
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,155,4,22,208,342,22,25,11,971,8,9,3,0,3,11,3,0,2,5,1645,8,60,1713,2582
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,156,3,15,134,168,19,16,7,635,9,6,1,0,0,13,5,0,3,4,1035,0,42,1077,1533
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,157,3,15,39,273,20,13,2,929,17,1,0,0,0,3,4,0,0,3,1319,0,64,1383,1829
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,158,2,9,35,51,11,5,10,487,2,0,0,0,0,11,1,0,11,2,635,0,30,665,899
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,159,2,5,20,99,9,6,2,639,4,0,0,0,3,5,4,0,0,3,799,0,16,815,1263
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,163,3,13,82,276,21,18,0,940,4,1,0,0,2,13,4,0,9,1,1384,0,67,1451,2087
,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,167,2,13,33,120,7,9,3,197,3,0,2,0,2,4,3,2,0,3,401,0,23,424,751
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,699,4,19,252,230,13,36,8,728,7,11,1,1,4,15,5,0,5,6,1341,0,82,1423,2075
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,700,2,10,156,139,7,10,1,485,7,2,0,1,0,13,3,0,2,4,840,0,28,868,1259
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,701,2,8,56,110,2,9,7,343,5,2,1,0,0,11,3,0,0,0,557,0,16,573,808
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,702,2,6,117,80,1,2,2,308,4,48,2,3,0,333,0,0,2,0,908,3,21,932,724
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,703,4,7,156,279,7,12,3,748,6,0,0,0,1,6,1,0,0,3,1229,0,46,1275,1798
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,704,3,9,118,229,16,12,4,545,12,1,1,0,0,8,4,0,1,1,961,0,47,1008,1483
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,705,2,7,64,220,23,15,7,417,13,3,1,0,0,10,2,1,3,0,786,0,62,848,1155
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,706,4,19,166,451,22,34,10,528,49,5,1,0,7,6,3,0,9,2,1312,2,89,1403,2224
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,707,3,17,181,456,18,32,2,768,19,3,3,2,2,18,6,0,6,6,1539,0,61,1600,2156
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,708,4,17,266,386,14,18,3,652,15,11,2,0,1,36,2,0,0,4,1427,0,54,1481,1897
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,709,2,7,53,181,12,8,4,198,7,3,3,0,4,3,1,0,3,1,488,0,19,507,725
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,710,2,8,71,244,8,4,4,387,12,4,1,0,1,8,6,0,8,1,767,0,63,830,1267
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,711,2,6,159,155,13,6,2,493,10,0,0,0,0,4,2,1,3,6,860,0,36,896,1306
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,712,3,7,130,260,17,8,4,651,3,3,2,0,4,14,5,0,2,7,1117,0,71,1188,1626
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,713,3,12,118,262,25,21,2,507,10,9,0,0,5,17,4,0,3,12,1007,1,63,1071,1535
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,714,3,3,140,301,16,13,11,620,7,1,3,0,4,9,2,0,0,2,1132,0,58,1190,1648
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,715,1,0,0,22,4,1,1,16,2,0,0,0,0,3,2,0,1,1,53,0,6,59,142
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,716,3,19,134,335,18,25,5,469,14,4,1,1,5,7,5,2,4,3,1051,2,58,1111,1649
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,717,2,5,59,208,15,10,3,291,7,1,2,0,1,6,5,0,3,3,619,0,36,655,929
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,718,2,8,104,255,17,14,4,606,4,1,1,0,0,5,0,0,1,3,1023,0,45,1068,1421
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,719,3,8,70,238,8,12,4,396,4,7,1,0,0,0,2,0,0,1,751,1,37,789,1595
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,720,2,10,163,337,10,6,3,440,6,1,2,0,2,4,3,0,2,1,990,0,64,1054,1447
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,721,2,8,140,327,12,20,6,409,4,4,1,0,2,4,1,0,0,0,938,0,52,990,1332
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,722,3,3,309,155,20,90,4,524,10,108,0,0,0,244,0,0,0,0,1467,0,61,1528,2204
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,723,3,18,113,353,35,21,7,746,8,6,0,0,9,16,5,0,8,1,1346,0,38,1384,2162
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,724,8,27,196,646,36,36,11,1649,19,8,1,1,4,29,13,0,11,15,2702,1,123,2826,4274
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,727,4,13,155,642,38,17,14,895,13,5,0,0,1,12,6,1,2,6,1820,0,91,1911,2593
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,729,4,13,348,443,14,25,7,1039,4,5,3,0,1,10,4,1,4,13,1934,0,81,2015,2778
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,731,3,9,210,423,26,16,1,581,7,7,4,1,5,1,2,1,1,2,1297,0,56,1353,1853
,27,TABASCO,4,HUIMANGUILLO,8,HUIMANGUILLO,736,2,11,158,371,18,20,7,452,3,7,1,0,2,9,3,0,1,6,1069,0,64,1133,1498
,27,TABASCO,5,CENTLA,3,CENTLA,168,2,39,119,101,9,14,4,281,29,11,0,0,0,6,2,2,0,22,639,0,31,670,931
,27,TABASCO,5,CENTLA,3,CENTLA,169,4,71,203,266,28,37,9,725,92,9,1,0,2,14,5,1,11,14,1488,0,72,1560,2548
,27,TABASCO,5,CENTLA,3,CENTLA,170,2,38,127,141,14,21,1,406,26,3,0,0,3,8,1,0,5,8,802,0,32,834,1165
,27,TABASCO,5,CENTLA,3,CENTLA,171,2,24,108,127,11,26,10,400,34,4,2,0,1,5,2,0,2,8,764,0,27,791,1059
,27,TABASCO,5,CENTLA,3,CENTLA,172,1,21,86,51,6,12,2,177,13,0,0,0,0,1,1,0,1,6,377,0,13,390,514
,27,TABASCO,5,CENTLA,3,CENTLA,173,2,17,95,128,15,15,3,452,40,1,2,0,0,7,0,1,7,11,794,7,14,815,540
,27,TABASCO,5,CENTLA,3,CENTLA,174,1,31,76,92,13,16,6,194,14,5,0,1,0,3,2,0,0,7,460,0,10,470,594
,27,TABASCO,5,CENTLA,3,CENTLA,175,2,28,93,131,18,17,10,322,33,0,3,2,0,0,6,0,0,13,676,0,31,707,946
,27,TABASCO,5,CENTLA,3,CENTLA,176,3,30,161,132,14,26,11,527,41,2,3,2,4,12,11,1,7,27,1011,10,56,1077,1554
,27,TABASCO,5,CENTLA,3,CENTLA,177,3,53,194,162,20,34,10,610,37,12,3,0,0,6,2,1,2,20,1166,0,49,1215,1842
,27,TABASCO,5,CENTLA,3,CENTLA,178,2,22,104,85,12,10,3,272,10,4,0,0,1,8,3,0,3,19,556,0,16,572,816
,27,TABASCO,5,CENTLA,3,CENTLA,179,3,56,117,164,19,23,5,424,55,13,4,0,4,7,2,0,14,20,927,15,79,1021,1556
,27,TABASCO,5,CENTLA,3,CENTLA,180,2,37,111,143,23,34,10,485,31,6,1,0,0,14,1,0,4,13,913,0,26,939,1269
,27,TABASCO,5,CENTLA,3,CENTLA,181,3,33,187,207,23,41,13,531,29,6,4,0,4,16,2,0,4,12,1112,0,67,1179,1724
,27,TABASCO,5,CENTLA,3,CENTLA,182,1,16,49,78,11,11,3,223,9,1,0,0,0,7,5,0,1,1,415,0,20,435,588
,27,TABASCO,5,CENTLA,3,CENTLA,183,2,28,88,114,14,22,5,234,44,4,4,0,1,5,6,0,4,3,576,2,43,621,833
,27,TABASCO,5,CENTLA,3,CENTLA,184,2,19,84,215,13,23,7,315,34,2,0,0,1,3,3,0,6,8,733,0,54,787,1013
,27,TABASCO,5,CENTLA,3,CENTLA,185,1,14,56,60,4,4,3,93,6,0,0,0,0,6,1,0,0,5,252,0,17,269,349
,27,TABASCO,5,CENTLA,3,CENTLA,186,2,21,68,124,18,27,11,186,16,12,0,0,2,3,1,0,0,3,492,3,62,557,775
,27,TABASCO,5,CENTLA,3,CENTLA,187,1,5,41,47,8,0,0,71,2,0,0,0,0,0,1,1,2,3,181,0,7,188,267
,27,TABASCO,5,CENTLA,3,CENTLA,188,2,8,49,55,11,6,3,89,9,3,0,0,1,5,2,0,2,3,246,0,18,264,297
,27,TABASCO,5,CENTLA,3,CENTLA,189,2,30,164,158,18,28,4,417,40,3,0,1,0,8,3,2,8,3,887,23,38,948,1317
,27,TABASCO,5,CENTLA,3,CENTLA,190,2,13,56,115,7,15,2,245,18,1,1,1,2,5,1,3,1,1,487,0,21,508,769
,27,TABASCO,5,CENTLA,3,CENTLA,191,1,17,66,107,9,7,4,137,3,1,1,0,1,2,1,0,0,2,358,0,22,380,508
,27,TABASCO,5,CENTLA,3,CENTLA,192,3,44,187,305,34,26,7,607,29,5,1,1,1,11,6,0,10,5,1279,0,54,1333,1814
,27,TABASCO,5,CENTLA,3,CENTLA,193,1,12,103,82,7,10,2,82,27,1,3,0,0,0,0,0,0,0,329,0,26,355,515
,27,TABASCO,5,CENTLA,3,CENTLA,194,1,23,40,147,11,23,2,190,18,3,1,0,0,2,1,0,4,7,472,0,8,480,628
,27,TABASCO,5,CENTLA,3,CENTLA,195,1,34,59,161,9,22,2,93,27,3,0,0,0,12,0,0,0,2,424,0,9,433,554
,27,TABASCO,5,CENTLA,3,CENTLA,196,4,45,166,300,37,47,6,764,58,14,2,0,0,12,1,0,16,13,1481,0,72,1553,2302
,27,TABASCO,5,CENTLA,3,CENTLA,197,3,93,92,261,29,25,8,549,43,9,3,0,7,11,2,1,3,5,1141,0,49,1190,1610
,27,TABASCO,5,CENTLA,3,CENTLA,198,2,29,154,235,30,33,4,413,60,2,0,0,0,14,6,2,17,2,1001,2,42,1045,1457
,27,TABASCO,5,CENTLA,3,CENTLA,199,2,24,42,114,13,16,14,153,160,9,0,0,0,1,2,0,2,0,550,1,81,632,817
,27,TABASCO,5,CENTLA,3,CENTLA,200,3,35,128,253,14,51,54,596,58,1,2,0,8,3,5,0,1,8,1217,0,42,1259,1673
,27,TABASCO,5,CENTLA,3,CENTLA,201,3,31,100,242,23,43,4,548,67,2,2,0,3,14,4,7,9,3,1102,0,39,1141,1651
,27,TABASCO,5,CENTLA,3,CENTLA,202,3,7,136,202,26,15,2,743,45,0,0,0,6,13,1,1,15,8,1220,1,124,1345,1761
,27,TABASCO,5,CENTLA,3,CENTLA,203,3,40,164,167,20,59,13,782,96,12,3,0,1,18,5,1,9,11,1401,0,60,1461,2097
,27,TABASCO,5,CENTLA,3,CENTLA,204,4,87,160,355,17,70,86,839,138,6,3,0,1,16,3,0,13,8,1802,0,102,1904,2432
,27,TABASCO,5,CENTLA,3,CENTLA,205,2,21,131,115,14,31,3,530,49,2,1,0,1,3,4,0,2,9,916,0,51,967,1252
,27,TABASCO,5,CENTLA,3,CENTLA,206,3,49,104,289,27,36,10,574,73,6,1,1,2,8,4,0,5,20,1209,0,60,1269,1603
,27,TABASCO,5,CENTLA,3,CENTLA,207,2,39,107,231,13,35,15,625,37,2,1,0,0,7,5,0,3,12,1132,0,36,1168,1462
,27,TABASCO,5,CENTLA,3,CENTLA,208,2,32,55,200,23,40,4,479,52,8,0,1,2,5,1,0,1,5,908,0,33,941,1175
,27,TABASCO,5,CENTLA,3,CENTLA,209,3,26,135,207,19,33,6,1029,33,1,2,0,0,9,2,1,11,7,1521,0,36,1557,2041
,27,TABASCO,5,CENTLA,3,CENTLA,210,3,55,191,292,20,47,12,860,25,4,1,3,5,13,2,1,5,7,1543,0,66,1609,2148
,27,TABASCO,5,CENTLA,3,CENTLA,211,3,47,178,225,24,45,13,749,28,7,1,0,0,9,3,0,8,20,1357,0,49,1406,1764
,27,TABASCO,5,CENTLA,3,CENTLA,212,2,21,110,167,15,27,6,515,20,1,2,0,1,13,8,1,7,6,920,1,36,957,1253
,27,TABASCO,5,CENTLA,3,CENTLA,213,2,14,91,171,14,16,5,638,15,3,1,0,5,13,6,1,4,7,1004,0,23,1027,1321
,27,TABASCO,5,CENTLA,3,CENTLA,214,3,29,119,264,33,34,13,613,65,3,2,1,0,21,4,0,6,4,1211,0,51,1262,1634
,27,TABASCO,5,CENTLA,3,CENTLA,215,1,0,40,16,4,2,0,60,8,1,0,0,0,0,0,0,0,0,131,0,1,132,152
,27,TABASCO,5,CENTLA,3,CENTLA,216,2,22,131,270,26,23,4,443,58,5,1,0,1,6,2,0,6,0,998,0,53,1051,1291
,27,TABASCO,5,CENTLA,3,CENTLA,217,2,30,46,132,7,20,9,237,74,3,1,0,2,1,0,0,12,1,575,0,27,602,920
,27,TABASCO,5,CENTLA,3,CENTLA,218,1,7,21,81,4,6,2,87,11,0,0,0,0,0,0,0,1,1,221,0,8,229,286
,27,TABASCO,5,CENTLA,3,CENTLA,219,1,4,23,53,1,13,6,76,0,0,1,0,0,0,0,0,0,0,177,0,7,184,255
,27,TABASCO,5,CENTLA,3,CENTLA,220,2,62,81,302,18,19,12,282,39,4,4,4,0,1,1,0,0,0,829,0,20,849,1044
,27,TABASCO,5,CENTLA,3,CENTLA,221,1,23,74,136,9,17,9,117,36,0,0,0,0,5,1,2,3,6,438,0,25,463,627
,27,TABASCO,5,CENTLA,3,CENTLA,222,2,31,37,275,6,30,9,451,37,3,5,2,3,23,4,0,10,18,944,0,61,1005,1371
,27,TABASCO,5,CENTLA,3,CENTLA,223,3,26,178,237,28,32,5,871,85,5,3,0,0,10,3,1,9,8,1501,0,35,1536,1933
,27,TABASCO,5,CENTLA,3,CENTLA,224,3,22,170,183,25,27,8,737,113,2,2,1,0,7,5,1,9,14,1326,0,65,1391,1859
,27,TABASCO,5,CENTLA,3,CENTLA,225,2,3,95,133,18,7,10,260,77,3,0,0,4,4,2,1,4,6,627,0,30,657,793
,27,TABASCO,5,CENTLA,3,CENTLA,226,1,11,34,45,5,8,3,97,20,0,0,0,0,2,0,0,0,0,225,0,7,232,304
,27,TABASCO,5,CENTLA,3,CENTLA,227,2,41,113,190,30,25,11,376,31,2,1,0,3,5,4,0,4,8,844,0,41,885,1171
,27,TABASCO,5,CENTLA,3,CENTLA,228,2,12,99,134,22,31,6,320,12,2,0,0,0,6,6,0,4,3,657,2,34,693,907
,27,TABASCO,5,CENTLA,3,CENTLA,229,1,3,41,20,1,3,0,27,1,0,0,0,0,0,0,0,1,3,100,0,13,113,180
,27,TABASCO,5,CENTLA,3,CENTLA,230,2,3,22,36,2,3,1,67,5,0,1,0,0,4,1,0,2,3,150,0,5,155,182
,27,TABASCO,5,CENTLA,3,CENTLA,231,1,14,41,86,9,9,7,50,7,0,0,1,0,0,1,0,0,7,232,0,23,255,413
,27,TABASCO,6,CENTRO,4,CENTRO,317,2,11,71,37,10,7,10,403,3,0,1,0,0,5,5,1,2,5,571,0,26,597,852
,27,TABASCO,6,CENTRO,4,CENTRO,318,1,4,46,12,3,5,7,253,3,0,0,0,0,5,1,1,0,8,348,0,5,353,471
,27,TABASCO,6,CENTRO,4,CENTRO,324,2,8,136,37,6,13,3,433,5,3,0,0,0,11,8,0,3,32,698,1,15,714,1039
,27,TABASCO,6,CENTRO,4,CENTRO,325,2,12,90,45,12,14,8,368,5,2,1,0,0,10,2,0,3,17,589,0,10,599,824
,27,TABASCO,6,CENTRO,4,CENTRO,329,2,5,111,39,9,18,8,479,31,4,2,1,0,15,5,0,4,0,731,0,17,748,1047
,27,TABASCO,6,CENTRO,4,CENTRO,330,2,11,94,50,9,7,6,465,6,3,1,0,0,8,3,0,4,31,698,1,10,709,998
,27,TABASCO,6,CENTRO,4,CENTRO,331,1,11,92,37,9,7,7,305,3,3,1,0,0,5,3,0,2,25,510,0,15,525,725
,27,TABASCO,6,CENTRO,4,CENTRO,332,2,19,137,33,18,12,5,540,1,2,1,0,1,10,4,0,2,48,833,1,24,858,1177
,27,TABASCO,6,CENTRO,4,CENTRO,335,2,12,99,30,13,9,5,406,7,8,2,0,0,9,5,2,5,22,634,0,5,639,837
,27,TABASCO,6,CENTRO,4,CENTRO,336,1,5,88,22,8,5,3,310,5,1,1,0,0,7,2,0,1,19,477,0,10,487,651
,27,TABASCO,6,CENTRO,4,CENTRO,337,2,5,72,40,14,7,6,518,2,4,0,0,0,13,1,0,5,25,712,0,23,735,1086
,27,TABASCO,6,CENTRO,4,CENTRO,338,2,12,162,38,20,8,22,428,4,2,2,0,0,8,2,0,0,10,718,0,16,734,971
,27,TABASCO,6,CENTRO,4,CENTRO,339,1,3,72,20,5,4,6,228,2,2,0,0,0,1,3,0,0,0,346,0,10,356,469
,27,TABASCO,6,CENTRO,4,CENTRO,340,2,17,140,44,7,13,6,535,4,2,1,1,1,15,6,0,1,26,819,0,12,831,1145
,27,TABASCO,6,CENTRO,4,CENTRO,341,4,26,133,63,17,16,17,646,6,2,1,0,0,14,3,0,3,14,961,0,15,976,778
,27,TABASCO,6,CENTRO,4,CENTRO,350,2,28,164,59,15,11,14,615,7,1,2,0,0,20,4,0,6,37,983,0,25,1008,1356
,27,TABASCO,6,CENTRO,4,CENTRO,351,2,19,109,25,9,14,4,337,3,2,1,0,0,14,2,0,1,25,565,0,6,571,812
,27,TABASCO,6,CENTRO,4,CENTRO,352,2,25,155,39,16,4,10,428,5,0,0,0,0,9,3,0,0,19,713,0,11,724,1001
,27,TABASCO,6,CENTRO,4,CENTRO,353,2,9,95,33,18,3,8,454,4,3,0,1,0,13,4,0,1,18,664,0,18,682,972
,27,TABASCO,6,CENTRO,4,CENTRO,354,2,22,164,48,10,8,9,453,3,2,0,0,0,11,3,0,1,36,770,0,19,789,1076
,27,TABASCO,6,CENTRO,4,CENTRO,355,2,13,102,51,5,11,5,507,1,2,1,0,0,20,2,1,0,42,763,0,13,776,1047
,27,TABASCO,6,CENTRO,4,CENTRO,356,3,17,127,99,14,28,12,811,4,4,1,0,3,33,3,0,2,43,1201,1,21,1223,1863
,27,TABASCO,6,CENTRO,4,CENTRO,359,3,32,121,88,20,19,3,891,13,3,0,0,1,11,4,0,5,78,1289,0,53,1342,2000
,27,TABASCO,6,CENTRO,4,CENTRO,360,3,23,141,111,16,23,19,811,3,8,2,0,0,16,7,1,7,65,1253,0,33,1286,2039
,27,TABASCO,6,CENTRO,4,CENTRO,363,2,12,116,50,14,8,9,529,3,2,0,0,0,12,1,0,2,23,781,2,8,791,1044
