CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,RED,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,CAND_IND45,CAND_IND46,CAND_IND47,CAND_IND48,CAND_IND49,CAND_IND50,CAND_IND51,CAND_IND52,CAND_IND53,CAND_IND54,CAND_IND55,CAND_IND56,CAND_IND57,CAND_IND58,CAND_IND59,CAND_IND60,CAND_IND61,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,CAND_IND66,CAND_IND67,CAND_IND68,CAND_IND69,CAND_IND70,CAND_IND71,CAND_IND72,CAND_IND73,CAND_IND74,CAND_IND75,CAND_IND76,CAND_IND77,CAND_IND78,CAND_IND79,CAND_IND80,CAND_IND81,CAND_IND82,CAND_IND83,CAND_IND84,CAND_IND85,CAND_IND86,CAND_IND87,CAND_IND88,CAND_IND89,CAND_IND90,CAND_IND91,CAND_IND92,CAND_IND93,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,19,NUEVO LEON,21,SABINAS HIDALGO,2,AGUALEGUAS,8,B,1,0,B,69,115,0,0,0,77,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,0,2,263,368,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,2,AGUALEGUAS,9,B,1,0,B,93,68,0,0,0,64,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,0,8,233,355,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,2,AGUALEGUAS,10,B,1,0,B,121,93,0,0,0,64,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,1,1,281,388,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,2,AGUALEGUAS,11,B,1,0,B,42,33,0,0,0,58,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,0,1,135,192,ACTA CASILLA,,,
2,19,NUEVO LEON,24,LINARES,3,LOS ALDAMAS,12,B,1,0,B,86,5,0,2,0,0,199,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,0,6,298,407,ACTA CASILLA,,,
2,19,NUEVO LEON,24,LINARES,3,LOS ALDAMAS,13,B,1,0,B,107,8,0,7,0,0,215,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,0,3,340,534,ACTA CASILLA,,,
2,19,NUEVO LEON,24,LINARES,3,LOS ALDAMAS,15,B,1,0,B,157,1,0,0,0,0,64,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,0,5,227,373,ACTA CASILLA,,,
2,19,NUEVO LEON,24,LINARES,3,LOS ALDAMAS,16,B,1,0,B,141,11,0,0,0,0,130,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,0,1,283,488,ACTA CASILLA,,,
2,19,NUEVO LEON,24,LINARES,3,LOS ALDAMAS,17,B,1,0,B,135,3,0,0,0,0,78,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,0,5,221,358,ACTA CASILLA,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,20,B,1,0,B,91,122,0,4,11,59,30,32,2,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,0,13,365,739,ACTA CASILLA,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,20,C,1,0,C01,86,132,0,3,17,62,32,40,2,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,0,7,383,739,ACTA CASILLA,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,20,C,2,0,C02,109,99,0,1,17,61,24,28,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,0,9,348,739,ACTA CASILLA,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,20,C,3,0,C03,87,119,0,2,17,57,26,29,4,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,0,14,356,739,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,20,C,4,0,C04,97,105,0,1,13,56,32,25,4,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,0,14,349,739,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,20,C,5,0,C05,87,120,0,2,21,76,27,25,3,0,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,0,15,379,739,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,20,C,6,0,C06,91,104,0,4,15,66,32,19,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,0,6,341,738,ACTA CASILLA,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,21,B,1,0,B,136,107,0,1,11,30,23,24,2,0,0,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,0,15,354,636,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,21,C,1,0,C01,132,102,0,0,4,38,28,22,1,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,0,10,341,636,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,21,C,2,0,C02,116,81,0,3,6,39,20,15,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,0,7,289,635,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,21,C,3,0,C03,103,108,0,1,12,37,17,15,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,0,9,303,635,ACTA CASILLA,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,22,B,1,0,B,88,88,0,3,17,36,15,15,2,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,0,8,275,519,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,22,C,1,0,C01,67,78,0,2,11,36,33,25,1,0,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,0,9,269,518,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,22,C,2,0,C02,84,104,0,2,8,26,28,15,2,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,0,8,280,518,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,23,B,1,0,B,111,108,0,1,5,86,26,18,2,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,0,8,367,672,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,23,C,1,0,C01,81,120,0,2,7,63,42,19,1,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,0,11,349,672,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,24,B,1,0,B,177,129,0,1,4,96,18,13,2,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,0,3,446,713,ACTA CASILLA,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,25,B,1,0,B,129,117,0,2,3,45,18,3,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,0,9,327,512,ACTA CASILLA,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,25,C,1,0,C01,146,93,0,0,4,47,31,6,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,0,3,331,511,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,25,C,2,0,C02,139,102,0,0,6,45,27,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,0,2,326,511,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,26,B,1,0,B,174,108,0,0,3,52,17,9,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,0,4,369,526,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,26,C,1,0,C01,149,91,0,1,0,44,23,13,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,0,3,325,526,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,26,C,2,0,C02,165,115,0,0,1,50,19,7,2,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,0,5,366,526,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,27,B,1,0,B,111,96,0,0,0,51,6,10,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,0,4,279,445,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,27,C,1,0,C01,78,117,0,1,1,61,27,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,0,5,294,444,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,28,B,1,0,B,98,123,0,5,10,42,26,23,3,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,0,1,332,580,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,28,C,1,0,C01,105,109,0,1,12,52,24,20,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,0,4,329,580,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,28,C,2,0,C02,98,109,0,2,9,39,29,16,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,0,6,309,579,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,28,C,3,0,C03,97,122,0,1,6,37,25,15,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,0,6,311,579,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,29,B,1,0,B,91,110,0,4,15,31,17,39,4,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,0,3,316,687,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,29,C,1,0,C01,86,110,0,2,13,49,22,31,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0,7,321,687,ACTA CASILLA,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,29,C,2,0,C02,79,107,0,2,14,35,23,25,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,0,4,294,686,ACTA CASILLA,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,30,B,1,0,B,74,112,0,1,14,30,16,28,2,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,0,9,287,579,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,30,C,1,0,C01,86,94,0,4,10,33,17,9,3,0,0,7,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,0,7,272,578,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,30,C,2,0,C02,82,91,0,4,9,34,19,25,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,0,6,272,578,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,31,B,1,0,B,152,127,0,0,0,38,19,21,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,0,10,367,695,ACTA CASILLA,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,32,B,1,0,B,96,91,0,3,8,36,15,17,4,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,0,20,291,635,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,32,C,1,0,C01,72,91,0,5,13,33,20,18,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,0,9,266,635,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,33,B,1,0,B,97,91,0,3,9,20,14,14,2,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,0,11,263,585,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,33,C,1,0,C01,99,106,0,2,10,29,15,15,1,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,0,13,293,585,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,34,B,1,0,B,52,83,0,4,15,24,20,11,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,0,10,219,386,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,34,C,1,0,C01,76,72,0,3,14,19,32,13,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,0,11,241,386,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,35,B,1,0,B,42,46,0,3,3,20,17,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,4,145,305,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,36,B,1,0,B,39,83,0,3,7,16,12,12,3,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,1,7,184,347,ACTA CASILLA,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,37,B,1,0,B,84,92,0,1,18,63,24,20,2,0,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,0,16,324,651,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,26,SANTIAGO,4,ALLENDE,38,B,1,0,B,94,130,0,0,8,40,11,15,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,0,11,311,634,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,39,B,1,0,B,93,163,4,2,1,34,1,7,2,0,0,0,1,0,0,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,0,20,481,758,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,39,C,1,0,C01,92,106,0,2,1,38,1,11,1,0,0,0,0,0,0,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,0,13,394,627,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,40,B,1,0,B,68,136,0,0,3,46,5,15,0,0,0,3,0,0,0,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,0,6,424,697,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,40,C,1,0,C01,75,142,2,2,1,46,1,14,0,0,0,0,0,0,0,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,0,12,442,697,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,41,B,1,0,B,40,108,0,1,3,49,0,4,0,0,0,0,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,0,4,279,432,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,41,C,1,0,C01,31,124,1,1,2,48,0,7,0,0,0,0,0,0,0,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,0,5,286,431,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,42,B,1,0,B,102,192,1,1,0,32,3,3,0,0,0,0,0,0,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,0,17,450,740,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,42,C,1,0,C01,95,177,2,1,2,26,1,10,0,0,0,1,0,0,0,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,0,12,478,740,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,42,C,2,0,C02,83,182,2,0,2,41,0,7,0,0,0,0,0,0,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,0,15,452,739,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,43,B,1,0,B,88,103,3,2,0,44,1,11,2,0,0,0,0,0,0,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,0,13,424,657,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,43,C,1,0,C01,77,111,0,0,0,31,0,7,0,0,0,1,1,0,0,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,0,13,378,594,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,44,B,1,0,B,46,135,0,1,4,15,1,9,0,0,0,0,1,0,0,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,0,9,306,456,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,44,C,1,0,C01,41,116,0,1,6,32,0,9,0,0,0,0,0,0,0,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,0,11,305,456,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,45,B,1,0,B,33,83,0,1,0,39,0,13,0,0,0,0,0,0,0,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,0,6,272,399,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,45,C,1,0,C01,25,67,1,1,0,35,2,11,0,0,0,0,0,0,0,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,0,7,253,398,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,46,B,1,0,B,36,96,0,1,2,41,0,8,0,0,0,0,0,0,0,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,0,6,295,482,ACTA CASILLA,,,
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,46,C,1,0,C01,40,78,0,0,1,21,0,8,0,0,0,0,0,0,0,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,0,5,260,389,ACTA CASILLA,,,
