CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,RED,PRI_PVEM ,PT_MORENA_ES ,PT_MORENA ,PT_ES ,MORENA_ES , CAND_IND41, CAND_IND42, CAND_IND43, CAND_IND44, CAND_IND45, CAND_IND46, CAND_IND47, CAND_IND48, CAND_IND49, CAND_IND50, CAND_IND51, CAND_IND52, CAND_IND53, CAND_IND54, CAND_IND55, CAND_IND56, CAND_IND57, CAND_IND58, CAND_IND59, CAND_IND60, CAND_IND61, CAND_IND62, CAND_IND63, CAND_IND64, CAND_IND65, CAND_IND66, CAND_IND67, CAND_IND68, CAND_IND69, CAND_IND70, CAND_IND71, CAND_IND72, CAND_IND73, CAND_IND74, CAND_IND75, CAND_IND76, CAND_IND77, CAND_IND78, CAND_IND79, CAND_IND80, CAND_IND81, CAND_IND82, CAND_IND83, CAND_IND84, CAND_IND85, CAND_IND86, CAND_IND87, CAND_IND88, CAND_IND89, CAND_IND90, CAND_IND91, CAND_IND92, CAND_IND93, NUM_VOTOS_VALIDOS, NUM_VOTOS_CAN_NREG, NUM_VOTOS_NULOS, TOTAL_VOTOS, LISTA_NOMINAL
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,647,9,495,486,13,55,66,87,29,390,30,4,10,6,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,467,3,25,18,4,10,,,,,,,,,,,,,,,,,,,,,,,2201,0,48,2249,5457
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,649,3,199,350,5,21,25,49,8,115,12,3,8,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,178,2,16,6,1,4,,,,,,,,,,,,,,,,,,,,,,,1008,0,57,1065,1825
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,650,3,222,280,14,27,32,37,7,179,10,3,4,0,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,167,1,23,6,,5,,,,,,,,,,,,,,,,,,,,,,,1023,1,57,1081,2100
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,651,4,313,410,12,55,42,69,9,204,22,1,8,7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,268,5,25,16,8,17,,,,,,,,,,,,,,,,,,,,,,,1492,0,43,1535,2849
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,675,3,130,265,18,29,26,29,7,110,9,2,1,0,2,2,65,,,,,,,,,,,,,,,,,,,,,,,,,,128,9,17,5,4,2,,,,,,,,,,,,,,,,,,,,,,,860,0,50,910,1884
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,694,11,1179,749,53,58,67,170,71,363,45,8,9,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,678,21,65,35,16,19,,,,,,,,,,,,,,,,,,,,,,,3614,0,88,3702,6979
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,698,3,154,142,12,14,17,29,6,68,4,2,3,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,4,3,1,3,,,,,,,,,,,,,,,,,,,,,,,566,0,18,584,1795
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,699,6,232,172,20,16,16,33,10,94,14,1,2,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,64,5,10,8,1,6,,,,,,,,,,,,,,,,,,,,,,,707,0,25,732,4297
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,700,5,627,480,18,31,47,106,42,254,28,1,9,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,301,2,33,23,4,7,,,,,,,,,,,,,,,,,,,,,,,2019,1,56,2076,3561
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,701,3,258,240,4,8,15,65,8,116,9,0,2,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,101,2,10,6,4,5,,,,,,,,,,,,,,,,,,,,,,,855,0,37,892,1547
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,702,3,178,210,4,17,18,40,11,81,7,2,3,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,98,3,7,4,3,4,,,,,,,,,,,,,,,,,,,,,,,695,0,16,711,1965
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,703,13,952,1090,35,102,145,225,42,523,51,5,14,14,10,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,556,10,49,25,12,23,,,,,,,,,,,,,,,,,,,,,,,3886,2,125,4013,8554
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,704,3,245,314,10,33,29,37,8,151,19,5,5,5,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,81,4,9,7,2,9,,,,,,,,,,,,,,,,,,,,,,,976,0,38,1014,2208
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,705,3,222,290,7,21,38,26,12,173,10,4,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,81,3,7,4,1,6,,,,,,,,,,,,,,,,,,,,,,,909,0,47,956,2079
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,706,6,317,328,11,22,42,44,15,178,27,4,5,1,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,173,4,11,7,6,1,,,,,,,,,,,,,,,,,,,,,,,1207,0,43,1250,3055
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2695,2,196,177,8,28,18,39,4,104,8,1,2,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,101,1,15,5,6,10,,,,,,,,,,,,,,,,,,,,,,,727,1,11,739,1480
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2696,2,61,103,2,9,8,16,2,62,5,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,68,,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,345,0,12,357,775
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2697,2,102,181,5,18,18,18,2,72,3,2,3,5,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,54,2,8,6,2,2,,,,,,,,,,,,,,,,,,,,,,,506,0,20,526,1069
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2698,2,87,38,3,5,5,17,3,36,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,66,,7,2,1,4,,,,,,,,,,,,,,,,,,,,,,,275,0,2,277,809
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2699,2,280,108,6,15,12,37,14,101,13,3,1,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,169,1,14,4,3,2,,,,,,,,,,,,,,,,,,,,,,,787,0,15,802,1151
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2700,2,243,191,11,18,15,38,4,94,10,0,2,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,174,2,17,7,4,9,,,,,,,,,,,,,,,,,,,,,,,845,0,19,864,1450
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2701,2,152,136,8,17,12,21,4,64,8,2,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,98,4,11,2,3,2,,,,,,,,,,,,,,,,,,,,,,,549,2,22,573,961
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2702,2,142,52,6,8,9,19,5,46,6,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,67,1,6,,,5,,,,,,,,,,,,,,,,,,,,,,,376,0,11,387,1100
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2703,3,136,132,1,8,13,28,5,87,9,0,3,13,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,82,,8,4,1,5,,,,,,,,,,,,,,,,,,,,,,,537,0,9,546,1543
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2704,3,159,117,9,19,17,32,8,81,7,1,3,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,115,3,11,5,4,5,,,,,,,,,,,,,,,,,,,,,,,598,0,17,615,1610
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2705,2,149,161,9,15,21,36,12,75,8,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,137,1,12,12,4,6,,,,,,,,,,,,,,,,,,,,,,,661,0,21,682,1276
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2706,3,217,200,8,26,28,45,20,117,11,2,3,8,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,131,2,21,8,2,9,,,,,,,,,,,,,,,,,,,,,,,862,0,13,875,1513
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2707,2,134,114,4,9,10,19,3,92,8,0,7,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,7,4,2,5,,,,,,,,,,,,,,,,,,,,,,,507,0,10,517,869
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2708,2,132,178,8,24,28,37,7,76,10,2,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,143,3,9,4,2,6,,,,,,,,,,,,,,,,,,,,,,,672,0,16,688,1185
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2709,2,127,185,6,22,27,30,6,153,3,1,0,5,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,71,,10,5,5,6,,,,,,,,,,,,,,,,,,,,,,,670,2,19,691,1335
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,530,1,61,71,1,2,4,10,1,28,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,21,2,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,210,0,15,225,393
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,531,1,52,108,8,3,10,9,0,32,3,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,48,6,5,4,,2,,,,,,,,,,,,,,,,,,,,,,,293,0,12,305,593
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,532,1,72,74,4,5,10,6,1,44,4,0,3,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,61,1,7,3,3,3,,,,,,,,,,,,,,,,,,,,,,,303,0,14,317,677
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,533,2,163,186,6,14,18,23,4,91,10,2,3,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,99,3,16,7,3,6,,,,,,,,,,,,,,,,,,,,,,,658,0,35,693,1296
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,534,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,706
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,535,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1074
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,536,2,215,136,4,9,21,30,10,86,7,3,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,119,3,15,4,2,1,,,,,,,,,,,,,,,,,,,,,,,667,0,21,688,1003
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,537,3,238,118,4,19,17,29,16,47,10,4,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,147,5,4,3,1,3,,,,,,,,,,,,,,,,,,,,,,,667,0,22,689,1672
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,538,3,172,135,2,4,20,21,8,73,8,7,3,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,111,5,13,4,3,4,,,,,,,,,,,,,,,,,,,,,,,602,0,34,636,1557
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,539,2,207,183,5,18,28,24,17,92,7,4,2,5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,167,5,17,6,2,4,,,,,,,,,,,,,,,,,,,,,,,795,1,39,835,1456
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,540,2,225,96,2,9,24,11,3,61,6,2,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,119,2,11,2,2,4,,,,,,,,,,,,,,,,,,,,,,,584,0,27,611,984
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,541,2,161,175,6,23,25,17,7,73,8,19,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,114,,14,5,,2,,,,,,,,,,,,,,,,,,,,,,,653,1,21,675,1239
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,542,2,83,90,2,11,13,12,4,30,3,11,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,56,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,326,0,11,337,1038
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,543,2,155,124,0,11,18,16,6,63,9,6,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,91,1,9,2,,1,,,,,,,,,,,,,,,,,,,,,,,521,2,18,541,928
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,544,3,224,236,4,23,14,42,31,112,12,14,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,132,3,20,6,,8,,,,,,,,,,,,,,,,,,,,,,,883,0,29,912,1642
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,545,1,128,97,0,11,8,11,8,44,8,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,115,3,11,1,2,3,,,,,,,,,,,,,,,,,,,,,,,453,0,7,460,663
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,546,2,205,202,9,16,21,21,1,87,7,12,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,142,1,8,6,4,3,,,,,,,,,,,,,,,,,,,,,,,751,0,34,785,1490
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,547,2,119,117,3,14,6,19,9,48,3,4,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,87,1,12,2,2,2,,,,,,,,,,,,,,,,,,,,,,,454,0,20,474,753
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,548,3,214,176,9,8,20,24,21,100,13,3,1,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,151,6,17,7,6,4,,,,,,,,,,,,,,,,,,,,,,,784,0,25,809,1735
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,549,2,321,188,8,15,16,39,20,81,13,4,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,172,5,13,5,1,3,,,,,,,,,,,,,,,,,,,,,,,906,0,27,933,1466
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,550,2,118,96,9,13,15,16,1,62,3,2,0,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,69,1,7,2,1,4,,,,,,,,,,,,,,,,,,,,,,,425,0,15,440,844
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,551,2,126,149,7,13,13,37,4,67,8,0,2,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,83,3,5,8,2,3,,,,,,,,,,,,,,,,,,,,,,,532,8,18,558,1008
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,552,2,276,120,10,10,17,33,12,85,11,1,2,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,175,1,13,6,3,8,,,,,,,,,,,,,,,,,,,,,,,788,1,18,807,1292
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,553,2,206,108,3,16,7,26,15,79,7,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,181,5,22,4,5,1,,,,,,,,,,,,,,,,,,,,,,,688,0,17,705,968
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,554,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1519
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,555,2,100,98,0,9,5,17,9,44,3,2,1,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,364,0,20,384,1309
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,556,2,170,71,3,4,15,18,29,57,5,1,3,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,108,,11,2,1,3,,,,,,,,,,,,,,,,,,,,,,,504,0,11,515,1453
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,557,2,100,50,5,7,6,12,13,33,7,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,82,2,6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,333,1,9,343,977
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,623,8,731,457,11,63,47,105,41,291,21,6,5,8,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,663,6,50,32,5,15,,,,,,,,,,,,,,,,,,,,,,,2559,0,64,2623,5112
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,624,3,292,133,6,32,21,33,12,112,9,1,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,198,1,23,3,4,6,,,,,,,,,,,,,,,,,,,,,,,888,0,28,916,2007
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,625,3,123,89,5,7,5,19,11,43,3,0,1,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,117,,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,437,0,23,460,1873
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,626,4,372,111,2,15,9,38,9,88,5,1,2,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,319,2,19,5,1,4,,,,,,,,,,,,,,,,,,,,,,,1006,0,21,1027,2937
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,627,3,360,125,12,15,13,29,8,65,3,1,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,228,2,27,6,2,2,,,,,,,,,,,,,,,,,,,,,,,901,0,25,926,2112
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,628,3,281,116,7,7,12,30,6,47,2,2,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,232,,27,6,2,2,,,,,,,,,,,,,,,,,,,,,,,782,0,19,801,1637
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,629,2,315,177,7,32,25,35,14,103,6,2,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,189,1,14,12,10,6,,,,,,,,,,,,,,,,,,,,,,,955,1,22,978,1494
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,630,2,146,95,3,10,15,10,9,57,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,86,,4,8,2,,,,,,,,,,,,,,,,,,,,,,,,449,0,0,449,1457
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,631,2,83,122,4,26,4,10,3,74,3,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,108,2,6,3,,3,,,,,,,,,,,,,,,,,,,,,,,454,0,23,477,839
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,632,2,186,135,6,12,17,18,16,85,5,2,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,170,,13,7,,4,,,,,,,,,,,,,,,,,,,,,,,678,0,28,706,1075
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,633,2,107,55,2,12,8,21,6,39,3,1,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,141,1,16,4,4,1,,,,,,,,,,,,,,,,,,,,,,,425,0,14,439,1279
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,634,2,107,64,6,11,5,19,2,40,1,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,117,,10,4,,1,,,,,,,,,,,,,,,,,,,,,,,390,0,22,412,1265
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,635,2,203,174,10,27,14,31,4,84,4,2,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,202,2,20,9,5,6,,,,,,,,,,,,,,,,,,,,,,,801,0,32,833,1404
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,636,2,240,143,7,16,23,28,7,115,10,0,4,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,306,1,23,11,4,6,,,,,,,,,,,,,,,,,,,,,,,949,0,30,979,1428
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,637,2,189,103,6,12,2,22,3,72,2,2,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,337,,32,8,7,2,,,,,,,,,,,,,,,,,,,,,,,803,0,33,836,1140
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,638,3,182,92,8,16,4,22,11,50,5,0,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,147,,15,5,1,4,,,,,,,,,,,,,,,,,,,,,,,566,0,1,567,1874
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,639,2,157,73,0,4,8,20,1,39,3,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,139,,10,6,2,5,,,,,,,,,,,,,,,,,,,,,,,469,0,9,478,1306
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,640,3,404,203,10,12,23,53,12,123,4,5,2,2,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,384,3,30,16,2,6,,,,,,,,,,,,,,,,,,,,,,,1301,0,38,1339,1846
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,641,2,251,148,1,26,13,28,20,96,6,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,226,6,20,8,3,6,,,,,,,,,,,,,,,,,,,,,,,859,0,29,888,1425
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,642,2,142,99,3,11,11,17,9,44,3,1,1,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,78,3,13,7,2,4,,,,,,,,,,,,,,,,,,,,,,,452,0,6,458,1419
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,643,3,78,70,11,11,9,13,2,49,3,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,52,1,8,5,2,4,,,,,,,,,,,,,,,,,,,,,,,321,0,13,334,1566
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,652,6,551,429,7,67,51,86,47,278,29,3,8,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,424,6,32,16,12,9,,,,,,,,,,,,,,,,,,,,,,,2061,0,45,2106,3413
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,653,3,194,107,4,17,7,28,9,73,3,2,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,148,2,19,5,2,3,,,,,,,,,,,,,,,,,,,,,,,628,0,26,654,1527
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,654,2,95,100,4,4,7,10,9,55,8,0,2,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,4,1,,4,,,,,,,,,,,,,,,,,,,,,,,420,0,16,436,1433
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,655,3,421,163,8,21,14,31,16,83,9,3,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,301,,35,7,7,6,,,,,,,,,,,,,,,,,,,,,,,1129,1,21,1151,1588
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,656,2,218,107,6,13,9,15,11,62,6,2,1,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,328,1,23,3,2,,,,,,,,,,,,,,,,,,,,,,,,811,0,35,846,1183
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,657,1,119,74,7,5,2,8,7,32,2,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,162,1,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,437,0,11,448,619
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,658,1,138,58,7,2,7,15,0,15,6,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,201,1,20,1,1,,,,,,,,,,,,,,,,,,,,,,,,476,0,6,482,681
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,659,1,180,68,3,1,9,7,2,25,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,164,,22,4,1,1,,,,,,,,,,,,,,,,,,,,,,,491,0,19,510,724
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,660,2,75,39,2,3,0,7,2,20,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,135,,8,2,,2,,,,,,,,,,,,,,,,,,,,,,,296,0,10,306,866
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,661,2,224,123,6,11,5,21,3,42,3,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,227,2,28,7,4,5,,,,,,,,,,,,,,,,,,,,,,,714,0,22,736,1013
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,662,1,121,69,8,7,4,8,3,14,2,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,180,,10,,1,1,,,,,,,,,,,,,,,,,,,,,,,431,0,18,449,656
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,663,2,93,42,13,7,2,8,3,23,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,104,,9,2,,2,,,,,,,,,,,,,,,,,,,,,,,309,0,5,314,919
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,664,2,219,85,3,9,3,18,0,28,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,346,1,25,4,,1,,,,,,,,,,,,,,,,,,,,,,,745,0,24,769,1041
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,665,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,965
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,666,2,244,144,5,17,10,31,6,93,1,0,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,181,,15,7,,8,,,,,,,,,,,,,,,,,,,,,,,767,0,25,792,1133
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,667,3,385,225,9,30,27,40,13,108,3,3,1,4,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,310,1,27,14,3,6,,,,,,,,,,,,,,,,,,,,,,,1211,0,42,1253,2094
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,668,3,244,208,7,26,13,31,8,118,10,1,0,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,162,1,19,7,1,2,,,,,,,,,,,,,,,,,,,,,,,862,1,44,907,1642
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,669,3,80,78,0,8,10,12,6,50,7,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,72,,7,2,,4,,,,,,,,,,,,,,,,,,,,,,,339,0,10,349,1639
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,670,3,131,237,4,68,16,28,9,99,4,0,18,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,127,1,9,5,2,2,,,,,,,,,,,,,,,,,,,,,,,766,0,24,790,1740
