DTTO. LOCAL,CVE,MUNICIPIO,Sección,Casillas,PAN,PRI,PRD,PT,PVEM,CD,PSN,PAS,PAC,COALICION,Nulos,No Registrados,TOTAL
12,68,Pichucalco,997,B,52,53,114,14,14,0,0,0,0,,19,4,270
12,68,Pichucalco,997,CA,48,67,104,17,27,0,0,0,0,,24,0,287
12,68,Pichucalco,998,B,63,95,36,54,27,0,0,0,0,,0,0,275
12,68,Pichucalco,998,X1,27,22,22,45,6,0,0,0,0,,10,0,132
12,68,Pichucalco,999,B,45,55,79,27,17,0,0,0,0,,14,0,237
12,68,Pichucalco,999,CA,48,69,66,37,10,0,0,0,0,,16,0,246
12,68,Pichucalco,1000,B,74,213,38,41,0,0,0,0,0,,0,0,366
12,68,Pichucalco,1001,B,40,101,187,21,11,0,0,0,0,,16,3,379
12,68,Pichucalco,1002,B,32,46,123,17,5,0,0,0,0,,13,0,236
12,68,Pichucalco,1002,CA,18,39,117,15,3,0,0,0,0,,11,0,203
12,68,Pichucalco,1003,B,65,61,63,40,12,0,0,0,0,,13,0,254
12,68,Pichucalco,1003,CA,54,42,71,37,22,0,0,0,0,,11,3,240
12,68,Pichucalco,1004,B,81,36,15,25,1,0,0,0,0,,8,0,166
12,68,Pichucalco,1004,X1,103,74,19,23,24,0,0,0,0,,13,0,256
12,68,Pichucalco,1005,B,42,41,34,25,8,0,0,0,0,,20,0,170
12,68,Pichucalco,1006,B,17,45,42,43,13,0,0,0,0,,14,0,174
12,68,Pichucalco,1007,B,43,261,73,99,9,0,0,0,0,,29,0,514
12,68,Pichucalco,1007,X1,0,0,0,0,0,0,0,0,0,,0,0,0
,,,,,,,,,,,,,,,,,
15,69,Pijijiapan,1008,B,29,112,161,0,4,0,0,77,0,,5,0,388
15,69,Pijijiapan,1008,CA,34,89,174,0,0,0,0,85,0,,8,0,390
15,69,Pijijiapan,1008,X1,6,47,12,0,3,0,0,86,0,,2,0,156
15,69,Pijijiapan,1009,B,24,137,81,0,1,0,0,66,0,,4,0,313
15,69,Pijijiapan,1009,CA,39,129,107,0,0,0,0,64,0,,3,0,342
15,69,Pijijiapan,1010,B,27,120,75,0,7,0,0,113,0,,5,0,347
15,69,Pijijiapan,1010,CA,29,134,75,0,3,0,0,112,0,,4,0,357
15,69,Pijijiapan,1010,CB,17,128,112,0,3,0,0,98,0,,4,0,362
15,69,Pijijiapan,1011,B,36,99,59,0,0,0,0,95,0,,3,0,292
15,69,Pijijiapan,1011,CA,29,84,53,0,0,0,0,106,0,,5,0,277
15,69,Pijijiapan,1011,CB,31,102,53,0,1,0,0,105,0,,4,0,296
15,69,Pijijiapan,1012,B,40,115,101,0,0,0,0,74,0,,8,0,338
15,69,Pijijiapan,1012,CA,41,111,116,0,0,0,0,65,0,,4,0,337
15,69,Pijijiapan,1013,B,12,59,107,0,0,0,0,92,0,,4,0,274
15,69,Pijijiapan,1014,B,27,103,106,0,1,0,0,117,0,,10,0,364
15,69,Pijijiapan,1014,CA,28,101,103,0,2,0,0,127,0,,7,0,368
15,69,Pijijiapan,1014,CB,42,86,110,0,1,0,0,107,0,,7,0,353
15,69,Pijijiapan,1015,B,46,110,38,0,11,0,0,88,0,,13,0,306
15,69,Pijijiapan,1016,B,8,95,116,0,2,0,0,31,0,,8,0,260
15,69,Pijijiapan,1016,CA,5,81,136,0,3,0,0,24,0,,0,0,249
15,69,Pijijiapan,1017,B,50,137,64,0,5,0,0,75,0,,6,0,337
15,69,Pijijiapan,1017,CA,44,149,66,0,0,0,0,90,0,,14,0,363
15,69,Pijijiapan,1018,B,70,178,21,0,1,0,0,7,0,,6,0,283
15,69,Pijijiapan,1018,CA,93,143,29,0,3,0,0,15,0,,9,0,292
15,69,Pijijiapan,1018,X1,81,54,56,0,0,0,0,55,0,,2,0,248
15,69,Pijijiapan,1019,B,26,94,13,0,0,0,0,32,0,,0,0,165
15,69,Pijijiapan,1019,X1,24,67,78,0,5,0,0,48,0,,7,0,229
15,69,Pijijiapan,1020,B,27,114,72,0,0,0,0,57,0,,7,0,277
15,69,Pijijiapan,1020,X1,6,75,55,0,4,0,0,16,0,,3,4,163
15,69,Pijijiapan,1021,B,9,88,135,0,1,0,0,46,0,,9,0,288
15,69,Pijijiapan,1021,CA,9,64,159,0,1,0,0,37,0,,16,0,286
15,69,Pijijiapan,1021,X1,24,79,44,0,1,0,0,69,0,,2,2,221
15,69,Pijijiapan,1022,B,22,149,55,0,1,0,0,77,0,,9,0,313
15,69,Pijijiapan,1022,CA,33,155,56,0,1,0,0,68,0,,8,0,321
15,69,Pijijiapan,1023,B,16,52,86,0,1,0,0,70,0,,2,0,227
15,69,Pijijiapan,1024,B,63,98,17,0,3,0,0,44,0,,7,0,232
15,69,Pijijiapan,1024,X1,73,132,25,0,0,0,0,70,0,,10,0,310
15,69,Pijijiapan,1025,B,132,78,21,0,4,0,0,65,0,,6,0,306
15,69,Pijijiapan,1026,B,32,112,62,0,0,0,0,63,0,,12,0,281
15,69,Pijijiapan,1026,CA,41,77,72,0,0,0,0,55,0,,10,0,255
15,69,Pijijiapan,1027,B,8,117,46,0,1,0,0,18,0,,4,0,194
15,69,Pijijiapan,1027,X1,28,38,62,0,0,0,0,10,0,,1,0,139
15,69,Pijijiapan,1028,B,9,192,15,0,0,0,0,144,0,,9,0,369
15,69,Pijijiapan,1028,X1,14,172,59,0,1,0,0,146,0,,8,0,400
15,69,Pijijiapan,1029,B,6,97,112,0,0,0,0,34,0,,9,0,258
15,69,Pijijiapan,1029,CA,5,77,134,0,0,0,0,34,0,,6,0,256
15,69,Pijijiapan,1030,B,51,124,138,0,3,0,0,20,0,,6,0,342
15,69,Pijijiapan,1030,CA,63,140,128,0,2,0,0,13,0,,7,0,353
15,69,Pijijiapan,1031,B,2,97,63,0,2,0,0,74,0,,11,0,249
15,69,Pijijiapan,1031,X1,35,91,16,0,2,0,0,19,0,,2,0,165
15,69,Pijijiapan,1032,B,43,87,76,0,4,0,0,27,0,,11,0,248
15,69,Pijijiapan,1032,X1,43,102,11,0,2,0,0,17,0,,6,0,181
15,69,Pijijiapan,1032,X2,39,79,15,0,2,0,0,27,0,,10,0,172
15,69,Pijijiapan,1033,B,27,116,75,0,37,0,0,31,0,,13,0,299
15,69,Pijijiapan,1033,CA,55,144,59,0,22,0,0,34,0,,13,0,327
,,,,,,,,,,,,,,,,,
17,70,El Porvenir,1034,B,22,149,175,0,0,0,0,0,0,,4,0,350
17,70,El Porvenir,1034,CA,28,125,168,0,0,0,0,0,0,,6,0,327
17,70,El Porvenir,1034,CB,43,113,165,0,0,0,0,0,0,,3,0,324
17,70,El Porvenir,1035,B,16,152,122,0,0,0,0,0,0,,18,0,308
17,70,El Porvenir,1035,CA,29,156,131,0,0,0,0,0,0,,11,0,327
17,70,El Porvenir,1036,B,11,175,127,0,0,0,0,0,0,,6,0,319
17,70,El Porvenir,1036,CA,11,156,134,0,0,0,0,0,0,,9,0,310
17,70,El Porvenir,1037,B,18,121,154,0,0,0,0,0,0,,0,0,293
17,70,El Porvenir,1037,CA,32,105,135,0,0,0,0,0,0,,0,0,272
17,70,El Porvenir,1037,X1,14,103,91,0,0,0,0,0,0,,4,0,212
17,70,El Porvenir,1038,B,72,134,131,0,0,0,0,0,0,,5,0,342
17,70,El Porvenir,1038,CA,49,212,95,0,0,0,0,0,0,,6,0,362
,,,,,,,,,,,,,,,,,
11,71,Pueblo Nvo Solistahu,1039,B,33,224,59,0,7,0,0,0,0,,18,0,341
11,71,Pueblo Nvo Solistahu,1039,CA,36,238,72,0,5,0,0,0,0,,13,5,369
11,71,Pueblo Nvo Solistahu,1040,B,38,239,165,0,7,0,0,0,0,,26,0,475
11,71,Pueblo Nvo Solistahu,1041,B,52,209,105,0,4,0,0,0,0,,17,0,387
11,71,Pueblo Nvo Solistahu,1041,CA,33,259,98,0,1,0,0,0,0,,17,0,408
11,71,Pueblo Nvo Solistahu,1041,CB,28,235,120,0,7,0,0,0,0,,16,0,406
11,71,Pueblo Nvo Solistahu,1042,B,2,150,181,0,1,0,0,0,0,,14,0,348
11,71,Pueblo Nvo Solistahu,1042,CA,6,145,191,0,0,0,0,0,0,,0,0,342
11,71,Pueblo Nvo Solistahu,1042,X1,5,27,53,0,1,0,0,0,0,,5,0,91
11,71,Pueblo Nvo Solistahu,1043,B,24,276,38,0,1,0,0,0,0,,8,0,347
11,71,Pueblo Nvo Solistahu,1043,X1,65,72,22,0,2,0,0,0,0,,7,0,168
11,71,Pueblo Nvo Solistahu,1044,B,15,148,60,0,1,0,0,0,0,,22,0,246
11,71,Pueblo Nvo Solistahu,1044,CA,22,165,71,0,1,0,0,0,0,,18,0,277
11,71,Pueblo Nvo Solistahu,1044,X1,6,88,104,0,3,0,0,0,0,,17,0,218
11,71,Pueblo Nvo Solistahu,1045,B,6,11,412,0,1,0,0,0,0,,45,0,475
11,71,Pueblo Nvo Solistahu,1045,CA,2,12,411,0,3,0,0,0,0,,21,0,449
11,71,Pueblo Nvo Solistahu,1046,B,3,13,269,0,1,0,0,0,0,,26,0,312
11,71,Pueblo Nvo Solistahu,1047,B,18,258,174,0,4,0,0,0,0,,21,0,475
11,71,Pueblo Nvo Solistahu,1047,CA,29,236,172,0,3,0,0,0,0,,19,0,459
11,71,Pueblo Nvo Solistahu,1048,B,11,258,86,0,3,0,0,0,0,,24,0,382
11,71,Pueblo Nvo Solistahu,1048,CA,21,260,116,0,0,0,0,0,0,,20,0,417
,,,,,,,,,,,,,,,,,
11,72,Rayon,1049,B,141,124,105,0,0,0,0,0,0,,34,0,404
11,72,Rayon,1049,CA,189,125,65,0,0,0,0,0,0,,36,0,415
11,72,Rayon,1050,B,89,105,144,0,0,0,0,0,0,,30,0,368
11,72,Rayon,1050,CA,122,94,135,0,0,0,0,0,0,,15,0,366
11,72,Rayon,1050,CB,123,121,101,0,0,0,0,0,0,,20,0,365
11,72,Rayon,1051,B,129,153,65,0,0,0,0,0,0,,17,0,364
11,72,Rayon,1051,X1,33,157,88,0,0,0,0,0,0,,17,0,295
,,,,,,,,,,,,,,,,,
12,73,Reforma,1052,B,47,75,60,0,0,0,24,8,0,105,9,0,328
12,73,Reforma,1052,CA,69,79,45,0,0,0,24,7,0,92,3,0,319
12,73,Reforma,1052,CB,47,88,59,0,0,0,34,8,0,102,6,0,344
12,73,Reforma,1053,B,87,97,29,0,0,0,24,4,0,88,2,0,331
12,73,Reforma,1053,CA,60,105,20,0,0,0,14,10,0,103,3,0,315
12,73,Reforma,1054,B,56,88,40,0,0,0,14,13,0,63,3,0,277
12,73,Reforma,1054,CA,33,77,30,0,0,0,13,9,0,75,9,0,246
12,73,Reforma,1055,B,40,43,45,0,0,0,21,5,0,95,4,0,253
12,73,Reforma,1055,CA,34,53,50,0,0,0,16,4,0,113,3,0,273
12,73,Reforma,1056,B,36,90,44,0,0,0,22,4,0,99,3,0,298
12,73,Reforma,1056,CA,31,77,57,0,0,0,21,4,0,99,7,0,296
12,73,Reforma,1057,B,73,59,93,0,0,0,30,12,0,76,9,0,352
12,73,Reforma,1057,CA,73,79,65,0,0,0,32,19,0,95,11,0,374
12,73,Reforma,1057,CB,91,63,67,0,0,0,41,21,0,81,8,0,372
12,73,Reforma,1058,B,58,66,36,0,0,0,16,10,0,70,6,0,262
12,73,Reforma,1058,CA,64,63,28,0,0,0,24,10,0,76,11,0,276
12,73,Reforma,1059,B,60,68,35,0,0,0,22,7,0,82,8,0,282
12,73,Reforma,1059,CA,72,55,21,0,0,0,24,18,0,107,9,0,306
12,73,Reforma,1060,B,77,91,45,0,0,0,40,12,0,107,11,0,383
12,73,Reforma,1060,CA,76,89,42,0,0,0,40,9,0,126,10,0,392
12,73,Reforma,1061,B,75,90,38,0,0,0,19,8,0,131,9,0,370
12,73,Reforma,1061,CA,81,77,34,0,0,0,13,9,0,153,9,0,376
12,73,Reforma,1062,B,75,70,81,0,0,0,20,8,0,128,9,0,391
12,73,Reforma,1062,CA,74,66,83,0,0,0,18,5,0,140,9,0,395
12,73,Reforma,1063,B,11,145,7,0,0,0,71,2,0,9,16,0,261
12,73,Reforma,1063,X1,46,63,89,0,0,0,20,24,0,2,7,0,251
12,73,Reforma,1064,B,86,122,15,0,0,0,5,134,0,12,22,0,396
12,73,Reforma,1064,X1,83,169,34,0,0,0,18,37,0,27,1,0,369
12,73,Reforma,1065,B,94,46,48,0,0,0,45,9,0,17,14,0,273
12,73,Reforma,1065,X1,90,25,14,0,0,0,18,5,0,96,10,0,258
12,73,Reforma,1066,B,71,100,58,0,0,0,11,8,0,45,9,0,302
12,73,Reforma,1066,CA,86,69,78,0,0,0,14,8,0,40,9,0,304
12,73,Reforma,1067,B,88,56,35,0,0,0,69,28,0,20,20,0,316
12,73,Reforma,1067,X1,97,84,12,0,0,0,8,23,0,4,6,0,234
12,73,Reforma,1068,B,0,0,0,0,0,0,0,0,0,0,0,0,0
12,73,Reforma,1068,X1,80,66,28,0,0,0,64,11,0,10,14,0,273
12,73,Reforma,1069,B,67,101,47,0,0,0,24,89,0,57,26,0,411
12,73,Reforma,1069,CA,65,98,41,0,0,0,49,87,0,44,25,0,409
,,,,,,,,,,,,,,,,,
6,74,Las Rosas,1070,B,45,94,38,5,63,0,0,0,0,,15,0,260
6,74,Las Rosas,1070,CA,51,77,57,3,60,0,0,0,0,,14,0,262
6,74,Las Rosas,1071,B,69,80,46,1,55,0,0,0,0,,11,0,262
6,74,Las Rosas,1071,CA,61,83,42,4,51,0,0,0,0,,9,0,250
6,74,Las Rosas,1071,X1,12,33,22,0,32,0,0,0,0,,10,0,109
6,74,Las Rosas,1072,B,87,135,77,1,74,0,0,0,0,,11,0,385
6,74,Las Rosas,1073,B,31,115,44,3,52,0,0,0,0,,12,0,257
6,74,Las Rosas,1073,CA,28,88,40,2,79,0,0,0,0,,10,0,247
6,74,Las Rosas,1074,B,101,123,57,7,53,0,0,0,0,,6,0,347
6,74,Las Rosas,1074,CA,109,123,51,10,39,0,0,0,0,,7,0,339
6,74,Las Rosas,1075,B,77,88,51,3,28,0,0,0,0,,5,0,252
6,74,Las Rosas,1075,CA,56,108,56,2,34,0,0,0,0,,1,0,257
6,74,Las Rosas,1076,B,51,109,83,6,85,0,0,0,0,,22,0,356
6,74,Las Rosas,1076,CA,49,115,84,12,77,0,0,0,0,,24,0,361
6,74,Las Rosas,1077,B,81,93,69,20,28,0,0,0,0,,9,0,300
6,74,Las Rosas,1077,CA,51,86,70,10,58,0,0,0,0,,7,0,282
6,74,Las Rosas,1078,B,91,116,122,8,31,0,0,0,0,,10,0,378
6,74,Las Rosas,1078,CA,71,140,69,20,42,0,0,0,0,,14,0,356
6,74,Las Rosas,1079,B,31,100,167,4,36,0,0,0,0,,16,0,354
6,74,Las Rosas,1079,CA,55,87,180,4,33,0,0,0,0,,12,0,371
6,74,Las Rosas,1080,B,25,38,96,18,45,0,0,0,0,,25,0,247
6,74,Las Rosas,1080,CA,23,36,100,15,53,0,0,0,0,,13,0,240
6,74,Las Rosas,1081,B,14,69,105,6,22,0,0,0,0,,4,2,222
6,74,Las Rosas,1081,CA,16,53,117,5,42,0,0,0,0,,13,0,246
,,,,,,,,,,,,,,,,,
8,75,Sabanilla,1082,B,30,100,216,13,0,0,0,0,0,,15,0,374
8,75,Sabanilla,1082,CA,17,103,257,19,0,0,0,0,0,,16,0,412
8,75,Sabanilla,1083,B,3,69,157,0,0,0,0,0,0,,13,0,242
8,75,Sabanilla,1083,X1,3,165,115,3,0,0,0,0,0,,20,0,306
8,75,Sabanilla,1083,X2,1,120,129,1,0,0,0,0,0,,77,0,328
8,75,Sabanilla,1084,B,47,121,7,1,0,0,0,0,0,,0,0,176
8,75,Sabanilla,1084,X1,1,161,146,2,0,0,0,0,0,,4,0,314
8,75,Sabanilla,1084,X2,36,60,140,5,0,0,0,0,0,,0,0,241
8,75,Sabanilla,1085,B,0,0,0,0,0,0,0,0,0,,0,0,0
8,75,Sabanilla,1085,CA,5,299,172,0,0,0,0,0,0,,49,0,525
8,75,Sabanilla,1086,B,8,44,192,0,0,0,0,0,0,,21,0,265
8,75,Sabanilla,1087,B,38,274,121,0,0,0,0,0,0,,12,0,445
8,75,Sabanilla,1087,CA,31,43,379,2,0,0,0,0,0,,5,0,460
8,75,Sabanilla,1087,X1,0,0,0,0,0,0,0,0,0,,0,0,0
8,75,Sabanilla,1088,B,9,168,211,12,0,0,0,0,0,,10,0,410
8,75,Sabanilla,1088,CA,4,133,254,7,0,0,0,0,0,,20,0,418
8,75,Sabanilla,1089,B,5,291,108,8,0,0,0,0,0,,14,0,426
8,75,Sabanilla,1089,X1,1,71,271,20,0,0,0,0,0,,14,0,377
8,75,Sabanilla,1090,B,9,154,130,2,0,0,0,0,0,,16,0,311
8,75,Sabanilla,1090,CA,15,165,155,1,0,0,0,0,0,,3,0,339
8,75,Sabanilla,1091,B,7,81,161,9,0,0,0,0,0,,21,0,279
8,75,Sabanilla,1091,CA,24,113,128,4,0,0,0,0,0,,12,0,281
,,,,,,,,,,,,,,,,,
9,76,Salto del Agua,1092,B,17,102,57,163,6,0,0,0,0,,8,0,353
9,76,Salto del Agua,1092,CA,14,68,66,191,5,0,0,0,0,,0,0,344
9,76,Salto del Agua,1093,B,21,76,70,137,7,0,0,0,0,,14,0,325
9,76,Salto del Agua,1093,CA,18,90,92,139,8,0,0,0,0,,20,0,367
9,76,Salto del Agua,1094,B,13,70,23,93,6,0,0,0,0,,8,0,213
9,76,Salto del Agua,1094,X1,9,6,50,13,1,0,0,0,0,,6,0,85
9,76,Salto del Agua,1095,B,52,62,60,16,4,0,0,0,0,,8,0,202
9,76,Salto del Agua,1096,B,6,37,7,107,4,0,0,0,0,,11,0,172
9,76,Salto del Agua,1096,X1,16,126,108,101,1,0,0,0,0,,14,0,366
9,76,Salto del Agua,1096,X2,0,0,0,0,0,0,0,0,0,,0,0,0
9,76,Salto del Agua,1097,B,16,58,46,95,4,0,0,0,0,,17,0,236
9,76,Salto del Agua,1097,CA,13,46,41,80,1,0,0,0,0,,0,0,181
9,76,Salto del Agua,1098,B,18,55,160,64,4,0,0,0,0,,9,0,310
9,76,Salto del Agua,1098,X1,12,95,56,3,0,0,0,0,0,,6,0,172
9,76,Salto del Agua,1098,X2,13,43,72,19,2,0,0,0,0,,3,0,152
9,76,Salto del Agua,1099,B,38,44,62,12,0,0,0,0,0,,0,0,156
9,76,Salto del Agua,1099,CA,51,39,76,15,1,0,0,0,0,,11,0,193
9,76,Salto del Agua,1100,B,15,104,13,59,3,0,0,0,0,,8,0,202
9,76,Salto del Agua,1100,CA,0,0,0,0,0,0,0,0,0,,0,0,0
9,76,Salto del Agua,1100,X1,0,0,0,0,0,0,0,0,0,,0,0,0
9,76,Salto del Agua,1100,X2,11,125,34,35,1,0,0,0,0,,0,0,206
9,76,Salto del Agua,1101,B,13,121,81,71,2,0,0,0,0,,11,0,299
9,76,Salto del Agua,1102,B,0,0,0,0,0,0,0,0,0,,0,0,0
9,76,Salto del Agua,1102,CA,0,0,0,0,0,0,0,0,0,,0,0,0
9,76,Salto del Agua,1103,B,16,146,52,13,5,0,0,0,0,,9,0,241
9,76,Salto del Agua,1103,CA,10,162,66,10,0,0,0,0,0,,12,0,260
9,76,Salto del Agua,1103,X1,44,46,18,11,1,0,0,0,0,,27,0,147
9,76,Salto del Agua,1104,B,12,126,123,9,2,0,0,0,0,,10,0,282
9,76,Salto del Agua,1104,CA,0,0,0,0,0,0,0,0,0,,0,0,0
9,76,Salto del Agua,1105,B,2,129,79,5,0,0,0,0,0,,8,0,223
9,76,Salto del Agua,1105,CA,9,148,81,3,0,0,0,0,0,,6,0,247
9,76,Salto del Agua,1106,B,9,252,30,21,0,0,0,0,0,,0,0,312
9,76,Salto del Agua,1106,CA,25,95,31,16,1,0,0,0,0,,7,0,175
9,76,Salto del Agua,1106,X1,5,163,34,4,0,0,0,0,0,,3,0,209
9,76,Salto del Agua,1107,B,2,121,43,17,3,0,0,0,0,,4,0,190
9,76,Salto del Agua,1107,X1,37,260,89,21,2,0,0,0,0,,6,0,415
9,76,Salto del Agua,1108,B,26,89,36,49,2,0,0,0,0,,20,0,222
9,76,Salto del Agua,1108,CA,14,90,44,66,3,0,0,0,0,,9,0,226
9,76,Salto del Agua,1108,CB,22,104,43,60,1,0,0,0,0,,8,0,238
9,76,Salto del Agua,1109,B,33,102,58,26,1,0,0,0,0,,7,0,227
9,76,Salto del Agua,1109,CA,35,89,44,32,1,0,0,0,0,,11,0,212
9,76,Salto del Agua,1110,B,65,272,7,7,0,0,0,0,0,,12,0,363
9,76,Salto del Agua,1110,X1,6,59,13,78,1,0,0,0,0,,0,0,157
9,76,Salto del Agua,1111,B,20,39,40,40,2,0,0,0,0,,0,0,141
9,76,Salto del Agua,1111,CA,16,71,44,52,2,0,0,0,0,,16,0,201
9,76,Salto del Agua,1111,CB,0,0,0,0,0,0,0,0,0,,0,0,0
9,76,Salto del Agua,1112,B,15,187,34,32,2,0,0,0,0,,3,0,273
9,76,Salto del Agua,1112,CA,19,208,41,17,1,0,0,0,0,,0,0,286
9,76,Salto del Agua,1112,X1,72,120,18,6,2,0,0,0,0,,4,0,222
,,,,,,,,,,,,,,,,,
5,77,San Cristobal de las Casas,1113,B,29,57,41,15,13,0,0,82,0,,20,0,257
5,77,San Cristobal de las Casas,1113,CA,42,51,47,13,19,0,0,91,0,,12,0,275
5,77,San Cristobal de las Casas,1114,B,21,24,56,11,9,0,0,157,0,,12,0,290
5,77,San Cristobal de las Casas,1114,CA,10,29,56,9,11,0,0,131,0,,9,0,255
5,77,San Cristobal de las Casas,1114,CB,23,22,54,11,8,0,0,153,0,,11,0,282
5,77,San Cristobal de las Casas,1114,CC,17,64,68,15,8,0,0,115,0,,12,0,299
5,77,San Cristobal de las Casas,1114,CD,18,40,41,12,11,0,0,143,0,,14,0,279
5,77,San Cristobal de las Casas,1115,B,12,61,105,10,7,0,0,55,0,,32,0,282
5,77,San Cristobal de las Casas,1115,CA,12,36,116,8,9,0,0,45,0,,47,0,273
5,77,San Cristobal de las Casas,1115,CB,10,35,112,8,6,0,0,55,0,,26,0,252
5,77,San Cristobal de las Casas,1116,B,23,54,52,10,15,0,0,111,0,,14,0,279
5,77,San Cristobal de las Casas,1116,CA,22,54,50,9,7,0,0,110,0,,14,0,266
5,77,San Cristobal de las Casas,1116,CB,26,58,49,5,8,0,0,116,0,,14,0,276
5,77,San Cristobal de las Casas,1117,B,38,80,38,10,19,0,0,63,0,,1,0,249
5,77,San Cristobal de las Casas,1117,CA,39,106,30,8,20,0,0,71,0,,8,0,282
5,77,San Cristobal de las Casas,1117,CB,45,77,50,3,34,0,0,64,0,,4,0,277
5,77,San Cristobal de las Casas,1118,B,26,34,35,14,28,0,0,114,0,,17,0,268
5,77,San Cristobal de las Casas,1118,CA,20,53,38,10,30,0,0,101,0,,11,0,263
5,77,San Cristobal de las Casas,1119,B,20,44,25,10,12,0,0,98,0,,13,0,222
5,77,San Cristobal de las Casas,1119,CA,15,27,38,10,9,0,0,128,0,,15,1,243
5,77,San Cristobal de las Casas,1120,B,34,73,57,14,13,0,0,53,0,,17,3,264
5,77,San Cristobal de las Casas,1120,CA,33,76,62,13,14,0,0,80,0,,1,0,279
5,77,San Cristobal de las Casas,1120,CB,34,74,62,14,16,0,0,69,0,,21,0,290
5,77,San Cristobal de las Casas,1121,B,35,52,42,19,21,0,0,60,0,,6,0,235
5,77,San Cristobal de las Casas,1121,CA,25,62,31,27,20,0,0,73,0,,8,0,246
5,77,San Cristobal de las Casas,1121,CB,33,71,29,27,22,0,0,61,0,,6,0,249
5,77,San Cristobal de las Casas,1122,B,23,63,29,10,18,0,0,74,0,,11,0,228
5,77,San Cristobal de las Casas,1122,CA,27,56,28,9,0,0,0,88,0,,5,0,213
5,77,San Cristobal de las Casas,1122,CB,26,63,29,11,17,0,0,67,0,,11,0,224
5,77,San Cristobal de las Casas,1123,B,73,74,26,7,16,0,0,57,0,,3,0,256
5,77,San Cristobal de las Casas,1123,CA,53,92,26,5,28,0,0,49,0,,7,0,260
5,77,San Cristobal de las Casas,1124,B,65,99,40,7,29,0,0,29,0,,5,0,274
5,77,San Cristobal de las Casas,1124,CA,48,99,28,2,22,0,0,40,0,,11,0,250
5,77,San Cristobal de las Casas,1124,CB,57,108,20,10,24,0,0,36,0,,5,0,260
5,77,San Cristobal de las Casas,1125,B,36,58,54,6,18,0,0,93,0,,12,0,277
5,77,San Cristobal de las Casas,1125,CA,39,69,36,18,19,0,0,81,0,,8,0,270
5,77,San Cristobal de las Casas,1125,CB,40,83,29,15,27,0,0,81,0,,11,0,286
5,77,San Cristobal de las Casas,1126,B,58,89,42,16,38,0,0,89,0,,5,0,337
5,77,San Cristobal de las Casas,1126,CA,46,118,51,9,27,0,0,70,0,,11,0,332
5,77,San Cristobal de las Casas,1127,B,48,93,31,19,24,0,0,93,0,,8,0,316
5,77,San Cristobal de las Casas,1127,CA,41,86,34,19,12,0,0,94,0,,8,0,294
5,77,San Cristobal de las Casas,1127,CB,37,78,30,15,31,0,0,64,0,,12,0,267
5,77,San Cristobal de las Casas,1128,B,48,63,47,8,11,0,0,94,0,,8,0,279
5,77,San Cristobal de las Casas,1128,CA,26,65,56,8,12,0,0,131,0,,15,1,314
5,77,San Cristobal de las Casas,1128,CB,31,53,56,15,10,0,0,111,0,,9,0,285
5,77,San Cristobal de las Casas,1128,CC,20,73,49,10,18,0,0,117,0,,8,0,295
5,77,San Cristobal de las Casas,1129,B,38,72,26,8,26,0,0,63,0,,0,0,233
5,77,San Cristobal de las Casas,1129,CA,27,64,29,9,22,0,0,80,0,,2,0,233
5,77,San Cristobal de las Casas,1129,CB,36,52,26,11,21,0,0,66,0,,3,0,215
5,77,San Cristobal de las Casas,1130,B,48,99,28,11,11,0,0,52,0,,14,0,263
5,77,San Cristobal de las Casas,1130,CA,41,133,14,11,6,0,0,55,0,,20,0,280
5,77,San Cristobal de las Casas,1131,B,35,72,39,12,20,0,0,145,0,,21,0,344
5,77,San Cristobal de las Casas,1131,CA,45,82,43,11,16,0,0,113,0,,15,0,325
5,77,San Cristobal de las Casas,1131,CB,54,88,30,16,28,0,0,95,0,,11,0,322
5,77,San Cristobal de las Casas,1132,B,32,81,28,8,27,0,0,82,0,,8,0,266
5,77,San Cristobal de las Casas,1132,CA,33,99,24,9,21,0,0,60,0,,12,0,258
5,77,San Cristobal de las Casas,1133,B,73,134,36,9,50,0,0,40,0,,5,0,347
5,77,San Cristobal de las Casas,1133,CA,72,186,32,10,41,0,0,39,0,,7,0,387
5,77,San Cristobal de las Casas,1134,B,58,93,30,30,22,0,0,42,0,,3,0,278
5,77,San Cristobal de las Casas,1134,CA,58,102,29,14,20,0,0,34,0,,3,0,260
5,77,San Cristobal de las Casas,1135,B,56,56,27,5,13,0,0,58,0,,7,4,226
5,77,San Cristobal de las Casas,1135,CA,39,56,27,10,24,0,0,67,0,,7,0,230
5,77,San Cristobal de las Casas,1135,CB,54,78,22,13,26,0,0,58,0,,6,0,257
5,77,San Cristobal de las Casas,1136,B,25,45,32,14,14,0,0,51,0,,15,0,196
5,77,San Cristobal de las Casas,1136,CA,34,44,29,6,17,0,0,70,0,,17,0,217
5,77,San Cristobal de las Casas,1137,B,50,63,32,15,19,0,0,66,0,,8,0,253
5,77,San Cristobal de las Casas,1137,CA,41,55,29,12,22,0,0,66,0,,13,0,238
5,77,San Cristobal de las Casas,1137,CB,37,77,31,8,23,0,0,68,0,,6,0,250
5,77,San Cristobal de las Casas,1138,B,58,80,26,14,44,0,0,48,0,,6,0,276
5,77,San Cristobal de las Casas,1138,CA,70,99,16,11,37,0,0,46,0,,8,0,287
5,77,San Cristobal de las Casas,1139,B,61,82,34,12,42,0,0,38,0,,16,1,286
