CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,720,2,223,109,13,12,19,16,30,429,6,2,3,2,0,0,6,1,0,3,0,874,0,45,919,1450,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,721,2,166,76,23,15,14,10,17,350,10,0,0,0,0,1,2,2,2,0,0,688,0,27,715,1015,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,722,1,109,83,13,9,8,11,13,173,2,2,1,1,1,2,2,2,0,0,0,432,0,15,447,578,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,723,2,191,94,14,22,12,17,16,308,8,6,0,0,0,2,4,3,0,2,0,699,1,34,734,1002,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,724,3,249,159,17,28,20,22,26,463,19,8,1,1,0,2,7,2,0,0,0,1024,1,43,1068,1532,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,725,2,137,105,12,8,21,11,23,232,9,1,1,1,0,2,1,1,0,0,0,565,1,20,586,758,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,726,2,88,51,10,10,7,9,14,252,11,0,1,1,0,0,5,0,0,0,0,459,2,25,486,673,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,727,2,101,53,8,8,9,13,11,260,11,1,1,0,1,2,6,0,0,1,0,486,3,14,503,760,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,728,2,180,91,11,17,10,9,23,382,10,1,0,0,0,1,5,0,0,2,0,742,0,31,773,1160,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,729,3,254,120,27,16,23,22,33,532,18,7,3,1,0,3,10,2,0,2,0,1073,0,40,1113,1671,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,730,2,170,79,11,12,10,20,8,301,14,2,2,0,0,1,6,6,0,3,0,645,0,18,663,1023,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,731,3,194,105,34,25,10,23,23,445,13,3,3,0,1,1,9,2,0,1,0,892,1,39,932,1675,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,732,2,137,65,11,14,12,20,21,275,17,1,2,1,0,2,3,2,0,1,0,584,0,20,604,971,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,733,1,91,86,11,7,8,5,10,220,14,0,0,0,0,3,2,1,0,3,0,461,0,14,475,697,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,734,2,165,95,15,23,17,13,23,371,10,4,4,0,0,4,7,3,1,3,0,758,0,21,779,1118,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,735,2,118,86,23,18,7,6,10,276,5,1,0,0,0,5,5,1,0,1,0,562,1,16,579,785,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,736,2,172,108,9,19,13,13,15,300,9,2,3,0,0,0,4,2,0,0,0,669,0,25,694,909,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,737,2,167,91,14,19,19,23,9,411,10,4,2,1,0,6,5,1,0,0,0,782,0,23,805,1106,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,738,2,105,49,9,8,6,7,11,256,5,1,2,2,1,4,8,1,0,0,0,475,2,23,500,777,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,739,3,261,101,29,25,20,31,32,618,14,5,3,1,0,2,8,0,0,1,0,1151,1,37,1189,1804,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,740,4,322,143,28,29,37,56,38,813,25,8,2,0,0,3,13,6,0,3,0,1526,0,65,1591,2395,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,741,3,287,132,35,35,21,23,33,567,16,6,4,1,0,5,7,9,0,6,0,1187,0,64,1251,2142,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,742,5,464,247,57,47,47,55,65,923,34,10,20,1,0,2,24,5,0,3,0,2004,1,70,2075,3591,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,743,1,111,31,6,1,9,2,3,10,1,0,1,0,0,0,1,0,0,0,0,176,0,8,184,325,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,744,4,560,185,30,89,31,22,20,381,11,17,5,3,0,10,2,0,0,1,0,1367,1,57,1425,2047,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,745,2,267,86,27,23,16,17,20,441,10,2,1,1,0,0,4,1,0,0,0,916,1,41,958,1327,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,746,3,397,91,91,34,21,31,12,534,18,4,21,2,1,1,3,6,0,1,0,1268,0,39,1307,1863,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,747,2,236,50,28,16,19,14,10,307,10,2,9,0,0,1,5,1,0,2,0,710,2,24,736,1114,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,748,2,207,61,33,13,10,15,11,264,8,5,4,0,0,0,1,1,0,1,0,634,0,21,655,888,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,749,3,301,61,39,22,15,42,17,463,12,12,5,3,0,2,11,4,0,4,0,1013,0,37,1050,1570,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,750,2,343,154,27,20,4,18,11,317,6,7,9,0,0,4,3,2,0,2,0,927,0,31,958,1473,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,751,3,281,149,38,18,19,25,16,383,15,5,4,4,0,10,6,5,1,1,0,980,0,42,1022,1612,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,752,2,154,58,17,8,13,9,10,251,10,8,4,0,0,0,5,3,0,0,0,550,0,27,577,946,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,753,2,160,146,15,16,11,8,5,353,8,1,1,2,0,2,6,3,0,0,0,737,0,27,764,1093,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,754,2,246,117,23,11,20,14,9,388,6,5,4,2,1,2,4,3,0,2,0,857,0,23,880,1433,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,755,2,254,80,15,10,17,12,8,276,11,11,5,1,0,2,1,0,0,1,0,704,0,25,729,1101,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,756,2,224,87,10,20,14,5,8,341,8,6,4,2,0,3,3,1,0,0,0,736,0,34,770,1424,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,757,2,309,86,20,21,3,12,8,284,9,5,7,2,0,5,8,1,0,3,0,783,0,18,801,1152,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,758,2,237,79,23,12,12,13,6,347,7,2,3,1,0,3,3,2,1,1,0,752,0,17,769,1201,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,759,2,368,78,38,17,8,20,10,295,11,7,3,0,0,1,4,3,0,0,0,863,0,29,892,1366,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,760,2,204,79,26,18,14,10,7,317,5,8,7,1,0,4,7,4,0,2,0,713,0,27,740,1112,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,761,2,287,76,21,12,4,9,4,276,5,7,2,0,0,4,0,1,1,2,0,711,1,31,743,1155,,,,,
3,30,VERACRUZ,12,COATEPEC,40,COATEPEC,762,2,158,69,12,15,8,5,5,137,1,2,1,0,0,2,0,0,0,1,0,416,0,7,423,550,,,,,
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1153,2,168,156,19,18,21,24,9,174,6,2,3,1,0,3,0,0,0,2,0,606,0,35,641,954,,,,,
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1154,2,179,150,8,6,7,10,3,162,3,3,0,1,0,3,1,0,0,1,0,537,0,39,576,807,,,,,
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1155,2,275,161,24,20,15,14,9,275,11,6,6,2,0,0,6,3,0,1,0,828,0,60,888,1250,,,,,
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1156,4,513,166,43,19,26,17,16,252,14,11,8,1,0,2,3,2,0,1,0,1094,0,52,1146,1649,,,,,
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1157,2,313,90,28,15,6,12,6,165,7,4,5,0,1,3,5,1,0,3,0,664,0,42,706,1131,,,,,
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1158,3,541,131,17,15,16,22,23,336,3,13,10,2,1,7,4,0,0,1,0,1142,0,40,1182,1731,,,,,
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1159,2,311,92,32,6,13,12,9,158,7,3,5,1,3,3,8,1,0,2,0,666,0,46,712,992,,,,,
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1160,2,335,124,16,8,9,12,10,185,4,5,6,3,0,3,2,2,0,3,0,727,0,43,770,1155,,,,,
3,30,VERACRUZ,12,COATEPEC,48,COSAUTLAN DE CARVAJAL,1161,2,478,129,31,15,24,17,12,180,4,20,4,3,0,5,0,0,0,1,0,923,0,47,970,1413,,,,,
3,30,VERACRUZ,12,COATEPEC,81,IXHUACAN DE LOS REYES,1726,2,339,369,40,11,1,10,5,97,2,4,0,2,0,14,2,0,2,0,0,898,0,21,919,1273,,,,,
3,30,VERACRUZ,12,COATEPEC,81,IXHUACAN DE LOS REYES,1727,2,318,367,13,10,7,11,3,139,14,3,1,0,0,12,4,0,0,0,0,902,0,35,937,1341,,,,,
3,30,VERACRUZ,12,COATEPEC,81,IXHUACAN DE LOS REYES,1728,4,559,634,110,6,11,13,6,69,2,3,9,0,0,13,0,0,0,0,0,1435,0,42,1477,1906,,,,,
3,30,VERACRUZ,12,COATEPEC,81,IXHUACAN DE LOS REYES,1729,5,697,643,152,14,17,23,7,186,15,2,5,1,0,10,1,1,0,4,0,1778,0,48,1826,2443,,,,,
3,30,VERACRUZ,12,COATEPEC,81,IXHUACAN DE LOS REYES,1730,1,228,224,5,4,2,12,0,25,3,3,5,0,0,5,0,0,0,0,0,516,0,17,533,735,,,,,
3,30,VERACRUZ,12,COATEPEC,136,RAFAEL LUCIO,3283,3,372,121,78,27,19,30,18,608,15,6,13,0,0,4,5,1,0,6,0,1323,0,45,1368,1875,,,,,
3,30,VERACRUZ,12,COATEPEC,136,RAFAEL LUCIO,3284,3,431,159,97,20,25,25,10,537,15,12,7,3,1,4,8,4,0,5,0,1363,0,50,1413,1956,,,,,
3,30,VERACRUZ,12,COATEPEC,136,RAFAEL LUCIO,3285,3,405,168,50,29,25,27,9,419,18,9,13,2,0,5,3,2,1,5,0,1190,0,41,1231,1864,,,,,
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3745,3,230,188,49,16,79,11,22,597,20,2,5,0,1,6,12,3,0,6,0,1247,1,48,1296,1949,,,,,
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3746,2,116,101,31,10,21,8,13,331,8,2,2,1,0,4,6,2,0,0,0,656,0,24,680,1020,,,,,
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3747,2,145,114,43,15,40,15,17,412,16,3,3,0,0,0,5,0,0,1,0,829,0,40,869,1305,,,,,
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3748,2,181,182,32,12,42,13,16,448,14,3,1,0,0,2,4,4,2,0,0,956,0,35,991,1429,,,,,
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3749,3,234,178,49,18,41,23,15,597,26,13,9,0,0,5,10,0,0,1,0,1219,1,45,1265,1884,,,,,
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3750,3,269,127,34,17,9,8,12,194,12,17,3,0,0,1,0,4,0,0,0,707,0,35,742,1011,,,,,
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3751,2,252,72,52,10,28,12,7,143,14,4,11,2,9,3,3,2,0,4,0,628,0,38,666,1011,,,,,
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3752,2,254,88,27,17,46,16,19,280,16,8,6,0,0,1,7,4,0,1,0,790,0,22,812,1306,,,,,
3,30,VERACRUZ,12,COATEPEC,163,TEOCELO,3753,3,332,177,41,27,19,19,16,194,10,8,9,1,0,4,5,2,1,3,0,868,0,41,909,1311,,,,,
3,30,VERACRUZ,12,COATEPEC,181,TLALNELHUAYOCAN,4037,3,270,317,24,31,37,30,12,495,12,4,2,1,1,10,10,6,0,3,0,1265,1,35,1301,2105,,,,,
3,30,VERACRUZ,12,COATEPEC,181,TLALNELHUAYOCAN,4038,3,535,413,20,16,17,23,16,423,11,9,6,3,0,17,9,0,0,1,0,1519,0,37,1556,2088,,,,,
3,30,VERACRUZ,12,COATEPEC,181,TLALNELHUAYOCAN,4039,7,485,1061,33,126,54,47,29,1025,43,14,1,3,8,50,16,4,0,6,0,3005,0,91,3096,5146,,,,,
3,30,VERACRUZ,12,COATEPEC,181,TLALNELHUAYOCAN,4040,3,398,263,14,15,61,20,14,414,10,24,7,4,1,11,11,3,2,4,0,1276,0,52,1328,1992,,,,,
3,30,VERACRUZ,12,COATEPEC,181,TLALNELHUAYOCAN,4041,2,199,160,9,11,45,14,5,284,8,1,1,0,0,5,6,2,0,0,0,750,0,21,771,1125,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4506,3,87,189,109,13,18,9,8,432,8,3,5,0,0,5,7,0,0,6,0,899,0,33,932,1635,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4507,3,93,278,92,13,31,22,20,752,13,0,6,0,0,7,3,1,1,6,0,1338,0,66,1404,2064,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4508,3,106,323,98,13,15,21,13,570,8,2,2,0,1,5,4,3,1,2,0,1187,0,40,1227,1670,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4509,4,160,391,164,21,22,25,15,635,16,5,2,0,2,7,11,3,0,4,0,1483,1,63,1547,2195,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4510,2,83,238,66,6,17,15,9,414,8,3,1,0,0,4,5,2,0,1,0,872,0,35,907,1268,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4511,3,142,201,126,9,10,14,15,363,4,3,9,0,0,3,2,0,0,0,0,901,0,30,931,1196,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4512,2,137,213,89,11,19,30,9,459,6,2,1,0,0,3,5,6,0,4,0,994,0,31,1025,1421,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4513,2,56,126,41,13,9,4,13,330,6,1,1,0,0,0,2,3,0,1,0,606,0,12,618,899,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4514,4,147,336,196,18,17,23,23,814,12,7,9,1,1,5,4,4,0,2,0,1619,1,49,1669,2468,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4515,1,112,251,54,8,5,5,3,52,1,0,2,0,0,3,0,0,0,0,0,496,0,18,514,641,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4516,4,117,699,285,0,14,19,4,156,8,4,14,0,0,12,2,0,0,1,0,1335,0,65,1400,1730,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4517,2,143,276,162,7,4,6,6,30,4,12,22,0,0,5,0,1,0,0,0,678,0,30,708,842,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4518,2,73,280,142,5,7,8,10,119,7,4,11,0,1,13,1,0,0,0,0,681,0,29,710,935,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4519,2,98,227,47,10,14,17,9,377,12,6,8,0,0,7,6,3,0,1,0,842,0,50,892,1288,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4520,2,99,152,137,5,4,10,5,186,7,4,7,0,0,4,1,1,0,1,0,623,0,32,655,912,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4521,2,149,104,35,14,8,10,10,428,14,4,2,1,1,1,5,3,0,3,0,792,0,27,819,1230,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4522,2,88,171,12,7,8,12,12,292,13,2,0,0,0,2,1,0,0,3,0,623,0,33,656,969,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4523,2,154,134,23,8,12,13,6,425,15,1,0,0,1,4,1,2,0,1,0,800,0,33,833,1244,,,,,
3,30,VERACRUZ,12,COATEPEC,194,XICO,4524,2,165,154,24,13,15,18,9,408,8,1,6,1,0,4,7,7,0,3,0,843,0,50,893,1442,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,47,3,379,138,32,25,11,20,16,414,15,20,8,3,0,5,10,2,0,4,0,1102,0,24,1126,1667,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,48,2,246,139,32,6,25,17,25,335,16,7,4,1,0,2,11,4,0,0,0,870,0,32,902,1348,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,49,2,314,106,39,19,12,15,17,269,3,6,4,2,1,5,4,2,1,1,0,820,0,21,841,1169,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,50,2,175,111,11,6,8,10,13,230,6,3,1,0,0,4,1,1,0,2,0,582,0,19,601,972,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,51,3,471,138,82,36,18,14,22,342,9,7,3,0,0,4,1,2,0,1,0,1150,1,36,1187,1689,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,52,3,468,183,66,20,24,63,25,411,15,17,6,4,0,2,4,3,0,1,0,1312,0,57,1369,2124,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,53,2,212,212,49,22,7,15,8,156,4,6,16,1,0,16,7,1,0,2,0,734,1,39,774,1067,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,54,1,90,38,22,4,2,3,2,31,5,0,3,0,1,2,0,0,0,0,0,203,0,10,213,335,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,55,1,82,40,13,34,18,6,13,112,10,3,1,0,0,5,7,2,0,2,0,348,0,13,361,673,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,56,1,80,66,14,11,12,7,9,114,3,0,4,0,0,2,0,1,0,0,0,323,0,10,333,519,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,57,1,107,51,7,15,9,15,7,192,8,1,2,1,0,0,2,1,0,0,0,418,0,24,442,703,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,58,1,29,9,2,2,2,2,2,46,0,0,0,0,0,0,1,0,0,0,0,95,0,2,97,142,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,59,1,39,10,2,2,3,6,3,53,1,0,0,0,0,0,0,0,0,1,0,120,0,6,126,187,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,60,2,72,33,10,8,17,25,11,283,8,1,0,0,0,1,5,1,0,0,0,475,0,11,486,850,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,61,2,83,63,14,6,11,24,7,360,7,2,0,0,1,0,3,1,0,0,0,582,0,17,599,957,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,62,1,66,71,6,15,20,10,7,150,7,0,0,0,0,3,2,1,0,0,0,358,0,7,365,475,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,63,2,62,47,28,14,12,10,23,335,2,1,0,0,0,1,7,2,0,3,0,547,0,23,570,859,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,64,1,44,18,9,8,7,7,2,119,4,0,0,0,0,0,1,4,0,0,0,223,0,4,227,331,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,65,1,116,64,62,16,9,9,15,87,6,3,1,0,0,2,0,1,0,4,0,395,0,20,415,644,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,66,1,192,88,12,16,4,6,6,51,6,5,3,1,1,1,1,0,0,1,0,394,0,15,409,714,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,67,2,232,75,5,10,4,9,1,140,4,14,2,0,0,1,4,0,0,5,0,506,0,20,526,830,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,68,3,121,146,14,17,11,9,4,312,6,5,1,0,0,1,6,2,0,0,0,655,0,19,674,915,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,69,3,214,271,13,20,20,15,6,536,7,10,4,3,1,8,10,1,0,2,0,1141,0,39,1180,1741,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,70,2,327,117,20,23,10,6,12,168,7,6,6,1,0,3,6,2,0,0,0,714,0,30,744,1270,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,71,2,234,75,14,36,19,10,8,143,8,7,3,1,0,4,0,1,0,0,0,563,0,33,596,840,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,72,1,77,31,19,6,4,3,8,178,3,0,3,0,0,1,2,4,2,0,0,341,0,12,353,553,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,73,1,71,34,8,1,10,4,10,142,0,1,0,0,1,2,2,0,0,3,0,289,0,5,294,462,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,74,2,166,57,27,15,8,14,7,213,3,4,4,2,0,0,3,0,1,2,0,526,0,8,534,845,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,75,2,192,153,4,11,2,3,2,176,2,2,0,1,0,3,8,1,0,1,0,561,0,17,578,927,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,76,2,250,207,25,25,24,18,6,398,14,8,4,0,0,9,5,1,5,1,0,1000,0,29,1029,1498,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,77,2,182,90,15,20,13,9,15,202,4,6,2,0,0,7,6,5,0,2,0,578,0,15,593,909,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,78,1,30,30,3,36,1,1,4,48,1,0,0,0,0,2,1,0,0,0,0,157,0,8,165,232,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,79,1,70,77,8,17,1,3,1,56,3,2,1,0,0,6,1,1,0,1,0,248,1,17,266,468,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,80,1,66,39,5,9,2,2,2,44,3,0,2,0,0,2,0,0,0,0,0,176,0,5,181,239,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,81,1,58,44,1,2,8,4,4,101,1,1,0,0,0,0,0,0,0,0,0,224,0,8,232,314,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,82,1,47,27,3,7,2,0,1,29,0,0,1,0,0,3,0,0,0,0,0,120,1,4,125,165,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,83,2,157,57,8,38,11,6,11,197,7,7,1,1,1,3,5,3,0,1,0,514,0,26,540,834,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,4,ACTOPAN,84,2,162,357,2,104,5,2,7,150,3,4,2,0,0,18,1,1,0,0,0,818,0,32,850,1107,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,18,APAZAPAN,384,1,78,99,141,5,3,6,8,154,5,3,2,0,0,6,3,1,0,0,0,514,0,17,531,658,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,18,APAZAPAN,385,2,67,131,367,38,11,19,12,196,4,12,6,1,1,5,1,1,0,1,0,873,0,20,893,1140,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,18,APAZAPAN,386,1,33,41,167,18,9,8,11,196,0,1,3,0,0,0,1,1,0,0,0,489,1,11,501,691,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,18,APAZAPAN,387,1,39,82,138,11,7,4,2,88,1,3,3,0,0,1,1,0,0,0,0,380,0,8,388,544,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,18,APAZAPAN,388,1,32,20,78,10,1,3,1,44,2,1,5,0,0,1,0,0,0,0,0,198,0,7,205,281,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,67,EMILIANO ZAPATA,1475,2,127,146,17,15,13,6,16,293,13,1,2,1,0,4,6,0,0,0,0,660,0,19,679,1033,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,67,EMILIANO ZAPATA,1476,2,157,133,47,19,17,7,13,198,11,5,15,0,1,4,3,2,0,1,0,633,0,21,654,1007,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,67,EMILIANO ZAPATA,1477,3,236,87,127,14,9,6,8,101,4,11,30,0,1,3,3,2,0,2,0,644,0,22,666,1100,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,67,EMILIANO ZAPATA,1478,2,167,91,39,39,15,5,13,195,5,2,1,2,0,3,4,0,0,3,0,584,0,14,598,935,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,67,EMILIANO ZAPATA,1479,3,329,160,46,22,26,14,38,571,22,4,6,0,0,2,5,2,0,2,0,1249,3,49,1301,1988,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,67,EMILIANO ZAPATA,1480,17,1588,734,175,191,121,109,376,3887,109,32,20,4,1,21,52,9,1,8,0,7438,6,241,7685,11323,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,67,EMILIANO ZAPATA,1481,4,311,240,43,39,46,18,36,610,16,5,3,0,0,4,10,8,1,2,0,1392,1,48,1441,2316,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,67,EMILIANO ZAPATA,1482,2,185,64,45,26,18,11,8,461,12,8,1,0,0,3,8,0,0,0,0,850,0,27,877,1457,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,67,EMILIANO ZAPATA,1483,2,130,87,32,26,22,7,25,392,7,7,1,0,0,2,5,2,0,0,0,745,0,25,770,1160,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,67,EMILIANO ZAPATA,1484,2,177,115,29,42,14,13,20,370,12,1,2,1,0,1,5,3,0,0,0,805,2,22,829,1290,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,67,EMILIANO ZAPATA,1485,3,253,150,63,44,33,20,23,660,21,8,44,4,0,7,12,4,0,9,0,1355,1,35,1391,2175,,,,,
3,30,VERACRUZ,13,EMILIANO ZAPATA,67,EMILIANO ZAPATA,1486,1,61,29,8,14,2,2,4,97,8,0,0,0,0,0,3,1,1,0,0,230,0,9,239,358,,,,,
