ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,MORENA_PT_ES,MORENA_PT,MORENA_ES,PT_ES,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,32,2,204,291,5,39,23,6,10,169,6,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,757,0,19,776,1308
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,33,2,166,123,4,29,19,2,7,112,11,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,474,0,11,485,764
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,34,3,209,87,21,62,34,12,18,151,7,7,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,612,0,34,646,1740
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,35,2,107,192,3,21,6,5,6,65,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,411,0,15,426,1020
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,36,2,63,182,3,40,9,8,5,102,4,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,421,1,20,442,893
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,37,2,208,143,40,36,10,10,2,85,6,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,543,0,22,565,1131
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,38,4,388,422,24,53,24,16,23,243,19,3,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,1218,1,41,1260,2353
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,39,3,288,371,9,62,12,7,11,198,10,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,973,0,23,996,1782
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,40,2,190,131,25,130,18,6,17,148,4,6,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,679,0,30,709,1415
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,41,2,290,87,15,76,17,10,4,110,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,622,0,23,645,1316
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,42,2,110,180,8,17,7,9,6,80,4,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,424,0,14,438,1318
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,43,1,49,84,1,21,11,6,2,72,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,249,0,0,249,448
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,44,2,113,142,1,29,7,2,6,88,5,7,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,401,0,13,414,853
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,45,1,50,38,0,12,7,4,0,50,2,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,166,0,2,168,390
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,46,2,92,71,2,38,13,6,6,222,7,5,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,467,0,14,481,897
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,47,2,132,116,2,58,32,6,5,296,12,9,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,670,0,30,700,1414
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,48,2,124,114,12,56,21,3,11,120,5,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,473,0,16,489,1035
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,49,1,56,64,6,13,20,3,4,136,2,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,311,0,16,327,602
11,GUANAJUATO,18,PENJAMO,1,ABASOLO,50,3,303,157,13,26,33,10,8,281,10,7,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,858,0,29,887,1808
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,51,5,268,63,314,47,28,44,41,382,12,10,6,0,0,38,421,,,,,,,,,,,,,,,,,,,,,,,,1674,2,41,1717,3339
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,52,2,51,17,98,10,9,17,8,102,7,3,0,0,0,2,87,,,,,,,,,,,,,,,,,,,,,,,,411,5,10,426,769
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,53,2,75,29,127,16,6,5,20,91,3,1,1,0,0,14,113,,,,,,,,,,,,,,,,,,,,,,,,501,2,29,532,832
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,54,2,86,22,100,6,8,4,9,97,3,4,0,1,1,11,133,,,,,,,,,,,,,,,,,,,,,,,,485,1,14,500,808
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,55,1,55,17,71,8,3,5,15,82,0,0,0,1,0,6,100,,,,,,,,,,,,,,,,,,,,,,,,363,0,12,375,629
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,56,2,146,23,89,20,12,10,16,134,27,6,0,1,1,6,124,,,,,,,,,,,,,,,,,,,,,,,,615,0,34,649,1316
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,57,2,116,18,62,16,11,12,5,86,3,2,1,1,1,6,84,,,,,,,,,,,,,,,,,,,,,,,,424,0,30,454,1052
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,58,2,133,25,122,32,12,16,12,138,4,5,3,0,1,11,152,,,,,,,,,,,,,,,,,,,,,,,,666,0,27,693,1484
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,59,2,88,19,86,20,11,8,21,104,10,2,0,1,0,8,140,,,,,,,,,,,,,,,,,,,,,,,,518,0,23,541,1032
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,60,2,92,21,89,20,9,7,21,95,7,2,1,0,0,5,136,,,,,,,,,,,,,,,,,,,,,,,,505,0,21,526,829
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,61,2,74,22,142,22,11,9,29,103,4,0,0,1,0,4,128,,,,,,,,,,,,,,,,,,,,,,,,549,1,16,566,889
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,62,2,83,24,133,22,9,9,15,88,12,3,0,0,0,10,134,,,,,,,,,,,,,,,,,,,,,,,,542,3,21,566,908
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,63,1,66,29,86,12,3,7,13,40,1,0,0,0,0,13,102,,,,,,,,,,,,,,,,,,,,,,,,372,0,16,388,615
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,64,2,43,21,84,17,4,10,8,102,8,1,0,0,0,7,123,,,,,,,,,,,,,,,,,,,,,,,,428,1,14,443,823
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,65,2,75,35,83,39,17,7,12,112,6,4,0,1,2,12,120,,,,,,,,,,,,,,,,,,,,,,,,525,0,22,547,1087
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,66,1,71,23,103,12,12,4,24,75,3,1,0,0,0,10,93,,,,,,,,,,,,,,,,,,,,,,,,431,0,13,444,743
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,67,4,171,46,308,38,25,27,48,209,20,8,2,0,0,23,310,,,,,,,,,,,,,,,,,,,,,,,,1235,5,26,1266,2559
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,68,2,94,26,107,22,8,9,18,95,3,2,0,0,0,13,92,,,,,,,,,,,,,,,,,,,,,,,,489,0,21,510,800
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,69,1,74,15,87,12,4,5,11,52,3,1,0,0,0,15,79,,,,,,,,,,,,,,,,,,,,,,,,358,1,16,375,635
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,70,2,86,17,82,27,10,8,15,96,4,1,1,0,0,10,89,,,,,,,,,,,,,,,,,,,,,,,,446,0,24,470,1005
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,71,2,91,11,122,15,5,9,19,91,7,2,0,1,0,6,78,,,,,,,,,,,,,,,,,,,,,,,,457,0,34,491,1244
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,72,2,80,11,114,23,17,5,23,124,8,5,0,0,0,14,116,,,,,,,,,,,,,,,,,,,,,,,,540,0,26,566,1035
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,73,2,92,25,120,17,12,12,6,84,9,0,1,1,0,15,128,,,,,,,,,,,,,,,,,,,,,,,,522,0,25,547,819
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,74,3,195,52,179,21,21,16,31,173,6,6,3,0,1,18,215,,,,,,,,,,,,,,,,,,,,,,,,937,1,34,972,1715
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,75,1,53,11,94,10,8,8,7,67,6,0,1,1,0,9,81,,,,,,,,,,,,,,,,,,,,,,,,356,0,11,367,705
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,76,2,65,25,129,33,5,3,12,46,6,3,1,1,1,10,84,,,,,,,,,,,,,,,,,,,,,,,,424,0,10,434,824
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,77,2,96,31,114,36,16,9,24,150,5,2,4,0,0,10,110,,,,,,,,,,,,,,,,,,,,,,,,607,0,26,633,1260
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,78,2,102,27,142,21,10,6,10,181,8,5,0,0,0,12,148,,,,,,,,,,,,,,,,,,,,,,,,672,0,18,690,1426
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,79,3,129,39,102,21,26,10,16,188,11,5,2,1,10,8,145,,,,,,,,,,,,,,,,,,,,,,,,713,2,20,735,1504
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,80,2,72,30,123,91,11,5,1,124,5,1,1,0,0,6,53,,,,,,,,,,,,,,,,,,,,,,,,523,0,16,539,1227
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,81,6,293,92,418,79,40,54,82,349,13,3,6,3,0,45,442,,,,,,,,,,,,,,,,,,,,,,,,1919,2,60,1981,3310
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,82,2,50,33,143,22,12,10,16,110,2,5,2,0,0,8,114,,,,,,,,,,,,,,,,,,,,,,,,527,0,13,540,1132
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,83,2,119,38,113,9,27,9,8,153,3,2,7,2,0,9,126,,,,,,,,,,,,,,,,,,,,,,,,625,0,25,650,1468
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,84,2,137,32,121,13,22,14,16,167,5,4,2,1,0,15,109,,,,,,,,,,,,,,,,,,,,,,,,658,0,25,683,1437
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,85,2,118,21,133,10,17,13,17,131,6,1,5,0,0,8,122,,,,,,,,,,,,,,,,,,,,,,,,602,9,20,631,1390
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,86,6,406,115,307,56,46,38,36,417,32,5,7,1,0,27,258,,,,,,,,,,,,,,,,,,,,,,,,1751,0,82,1833,3990
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,87,1,9,22,38,2,5,0,1,15,1,1,1,1,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,101,0,5,106,306
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,88,1,8,3,27,4,0,2,3,44,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,91,0,5,96,201
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,89,1,65,14,91,6,9,2,6,40,1,2,1,1,0,9,8,,,,,,,,,,,,,,,,,,,,,,,,255,0,36,291,726
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,90,1,24,19,39,1,8,2,4,6,1,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,108,0,5,113,403
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,91,2,67,19,137,11,19,8,5,89,6,1,1,1,0,2,10,,,,,,,,,,,,,,,,,,,,,,,,376,0,21,397,968
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,92,1,35,9,38,2,4,3,4,29,1,6,0,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,137,0,15,152,542
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,93,2,117,31,82,4,9,9,4,87,6,2,1,1,0,6,15,,,,,,,,,,,,,,,,,,,,,,,,374,0,13,387,913
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,94,2,107,20,67,7,7,3,9,77,4,0,1,0,0,2,41,,,,,,,,,,,,,,,,,,,,,,,,345,0,17,362,797
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,95,2,97,7,47,8,11,6,4,84,3,3,2,1,0,7,15,,,,,,,,,,,,,,,,,,,,,,,,295,0,11,306,819
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,96,2,103,12,95,8,11,8,7,95,3,3,1,0,1,4,29,,,,,,,,,,,,,,,,,,,,,,,,380,0,14,394,961
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,97,2,123,33,90,7,9,7,9,111,5,3,2,1,0,5,36,,,,,,,,,,,,,,,,,,,,,,,,441,0,9,450,993
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,98,1,20,29,40,2,4,1,2,29,0,5,3,0,0,8,4,,,,,,,,,,,,,,,,,,,,,,,,147,0,18,165,478
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,99,2,69,32,53,29,15,6,32,60,2,0,0,0,0,3,15,,,,,,,,,,,,,,,,,,,,,,,,316,0,15,331,1047
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,100,2,72,21,81,18,13,9,14,47,2,0,2,0,0,9,26,,,,,,,,,,,,,,,,,,,,,,,,314,0,23,337,1000
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,101,2,76,64,70,13,26,6,3,104,4,0,4,1,0,11,16,,,,,,,,,,,,,,,,,,,,,,,,398,0,24,422,1083
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,102,2,129,20,85,8,14,8,6,121,11,2,3,1,0,7,11,,,,,,,,,,,,,,,,,,,,,,,,426,0,21,447,1107
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,103,2,55,16,76,16,11,12,6,141,3,3,1,1,0,8,13,,,,,,,,,,,,,,,,,,,,,,,,362,0,37,399,939
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,104,2,54,22,113,16,22,10,11,178,5,5,1,1,1,7,6,,,,,,,,,,,,,,,,,,,,,,,,452,0,31,483,893
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,105,1,60,15,31,11,7,4,10,40,23,1,1,0,0,6,5,,,,,,,,,,,,,,,,,,,,,,,,214,0,15,229,457
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,106,2,116,9,49,11,16,11,5,176,11,6,4,1,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,426,0,20,446,874
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,107,1,41,17,58,15,19,26,2,77,1,9,1,0,0,7,14,,,,,,,,,,,,,,,,,,,,,,,,287,0,21,308,710
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,108,2,44,22,67,12,2,7,5,34,1,33,0,0,0,4,43,,,,,,,,,,,,,,,,,,,,,,,,274,0,22,296,853
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,109,2,91,17,142,11,11,9,10,146,6,0,3,1,0,10,103,,,,,,,,,,,,,,,,,,,,,,,,560,0,27,587,1395
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,110,1,45,7,55,2,6,3,5,44,0,1,0,0,1,4,38,,,,,,,,,,,,,,,,,,,,,,,,211,0,5,216,613
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,111,2,118,21,79,11,14,5,7,94,4,8,0,0,0,8,18,,,,,,,,,,,,,,,,,,,,,,,,387,0,13,400,804
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,112,1,56,25,56,9,17,6,1,96,2,0,2,1,3,8,4,,,,,,,,,,,,,,,,,,,,,,,,286,0,17,303,731
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,113,1,57,18,62,5,9,22,6,107,2,2,1,3,0,8,38,,,,,,,,,,,,,,,,,,,,,,,,340,0,18,358,722
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,114,3,130,28,78,30,27,12,7,204,7,5,5,2,0,10,70,,,,,,,,,,,,,,,,,,,,,,,,615,0,35,650,1582
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,115,3,72,91,212,12,9,11,9,308,2,1,5,0,0,14,9,,,,,,,,,,,,,,,,,,,,,,,,755,0,27,782,1502
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,116,2,46,14,137,12,12,12,5,191,4,4,0,0,0,10,24,,,,,,,,,,,,,,,,,,,,,,,,471,0,24,495,1000
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,117,1,27,42,66,9,10,7,2,120,7,1,3,3,0,5,6,,,,,,,,,,,,,,,,,,,,,,,,308,0,23,331,736
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,118,2,63,32,132,14,27,7,2,149,2,1,0,0,0,23,14,,,,,,,,,,,,,,,,,,,,,,,,466,0,31,497,1083
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,119,2,108,9,89,13,0,6,9,98,0,0,0,0,0,9,7,,,,,,,,,,,,,,,,,,,,,,,,348,0,26,374,760
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,120,1,85,18,57,10,0,7,8,105,6,8,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,311,0,0,311,711
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,121,2,137,41,170,16,23,20,10,143,8,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,580,4,20,604,1334
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,122,1,56,22,62,5,8,5,7,104,2,2,2,0,0,8,33,,,,,,,,,,,,,,,,,,,,,,,,316,0,16,332,731
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,123,3,54,61,133,12,21,15,21,213,12,8,3,0,2,18,40,,,,,,,,,,,,,,,,,,,,,,,,613,6,37,656,1512
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,124,1,31,13,38,7,3,5,0,62,3,2,1,0,0,4,15,,,,,,,,,,,,,,,,,,,,,,,,184,0,13,197,453
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,125,1,39,19,49,9,3,12,4,58,2,0,5,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,209,0,15,224,526
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,126,2,50,64,94,16,17,12,7,66,8,1,1,2,0,6,5,,,,,,,,,,,,,,,,,,,,,,,,349,0,35,384,917
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,127,1,32,8,83,1,5,9,4,34,0,1,1,0,0,3,7,,,,,,,,,,,,,,,,,,,,,,,,188,0,10,198,427
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,128,2,94,26,199,14,15,19,12,99,3,0,0,1,0,15,69,,,,,,,,,,,,,,,,,,,,,,,,566,6,30,602,1208
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,129,2,25,10,60,5,4,2,0,36,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,142,0,16,158,607
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,130,2,21,21,101,10,18,11,8,82,3,1,3,0,1,2,12,,,,,,,,,,,,,,,,,,,,,,,,294,0,17,311,600
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,131,2,87,38,205,10,16,17,6,108,5,2,9,1,0,18,19,,,,,,,,,,,,,,,,,,,,,,,,541,0,34,575,1292
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,132,2,61,63,121,18,21,6,2,114,6,7,1,1,1,6,20,,,,,,,,,,,,,,,,,,,,,,,,448,0,26,474,976
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,133,1,35,51,58,7,8,9,12,59,2,2,0,1,0,8,13,,,,,,,,,,,,,,,,,,,,,,,,265,0,7,272,591
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,134,1,60,4,62,2,5,7,3,40,2,5,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,195,0,10,205,545
11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,135,1,54,6,41,6,10,2,4,77,1,0,0,0,0,4,17,,,,,,,,,,,,,,,,,,,,,,,,222,0,11,233,707
