CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,CAND_IND38,CAND_IND39,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,CAND_IND45,CAND_IND46,CAND_IND47,CAND_IND48,CAND_IND49,CAND_IND50,CAND_IND51,CAND_IND52,CAND_IND53,CAND_IND54,CAND_IND55,CAND_IND56,CAND_IND57,CAND_IND58,CAND_IND59,CAND_IND60,CAND_IND61,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,452,SMR01,22,17,2,2,1,1,1,2,9,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2,,,,,,,,,,,0,60,4,64,0,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,453,B,52,46,24,11,0,3,8,2,19,1,4,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,11,,,,,,,,,,,0,183,1,184,229,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,454,B,35,29,24,18,0,1,0,3,16,1,3,1,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,6,,,,,,,,,,,0,139,2,141,200,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,455,B,81,87,52,36,2,5,7,1,25,1,8,1,0,1,0,3,0,0,0,0,0,,,,,,,,,,,,,,12,,,,,,,,,,,0,322,4,326,444,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,456,B,44,76,32,29,2,4,1,1,29,4,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,13,,,,,,,,,,,0,238,7,245,365,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,457,B,114,117,8,4,0,2,4,9,3,3,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,26,,,,,,,,,,,0,292,10,302,461,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,457,C01,107,135,9,2,1,1,0,4,1,0,5,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,26,,,,,,,,,,,0,294,8,302,461,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,458,B,253,304,32,4,1,0,0,1,4,0,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,15,,,,,,,,,,,0,617,3,620,748,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,459,B,94,199,56,1,0,5,1,0,9,0,3,0,0,0,0,7,1,1,0,0,0,,,,,,,,,,,,,,11,,,,,,,,,,,0,388,6,394,522,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,459,C01,101,181,61,2,1,8,5,1,7,0,2,1,0,0,0,5,0,0,1,0,0,,,,,,,,,,,,,,24,,,,,,,,,,,0,400,10,410,522,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,460,B,76,134,43,10,1,3,2,1,5,0,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,22,,,,,,,,,,,0,300,13,313,429,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,460,C01,84,3,70,7,0,5,3,0,2,1,1,1,0,0,0,3,1,0,1,0,0,,,,,,,,,,,,,,24,,,,,,,,,,,0,206,11,217,428,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,461,B,95,142,47,7,2,2,7,2,3,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,58,,,,,,,,,,,0,367,14,381,522,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,462,B,42,41,9,2,1,3,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,5,,,,,,,,,,,0,109,8,117,173,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,463,B,210,181,14,32,2,4,5,1,11,1,6,1,1,3,0,2,2,0,1,0,0,,,,,,,,,,,,,,15,,,,,,,,,,,0,492,9,501,651,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,464,B,78,92,44,11,1,11,2,0,2,4,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,29,,,,,,,,,,,0,277,1,278,377,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,465,B,102,87,84,19,0,8,4,6,6,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,122,,,,,,,,,,,0,441,30,471,716,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,466,B,153,128,70,13,2,8,5,3,0,1,1,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,22,,,,,,,,,,,0,408,13,421,589,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,467,B,15,60,116,3,1,0,2,2,2,2,4,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,5,,,,,,,,,,,0,214,6,220,288,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,468,B,42,104,110,10,2,10,7,1,7,0,4,0,2,0,0,2,0,0,1,1,0,,,,,,,,,,,,,,9,,,,,,,,,,,0,312,16,328,486,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,469,B,34,126,124,20,2,3,5,1,0,0,7,2,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,7,,,,,,,,,,,0,334,10,344,531,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,470,B,22,88,107,8,1,1,3,2,13,1,1,1,2,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,8,,,,,,,,,,,0,260,7,267,407,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,470,C01,25,55,147,5,1,1,3,2,10,0,4,0,0,0,4,0,0,0,2,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,0,260,10,270,406,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,471,B,39,123,89,4,27,5,7,3,12,0,2,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,5,,,,,,,,,,,0,318,21,339,514,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,472,B,54,140,110,20,17,17,10,4,27,0,2,1,1,0,0,1,0,0,3,0,0,,,,,,,,,,,,,,4,,,,,,,,,,,0,411,33,444,675,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,473,B,54,118,114,6,22,12,3,3,12,1,3,0,0,0,0,2,0,1,0,0,0,,,,,,,,,,,,,,2,,,,,,,,,,,0,353,21,374,548,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,474,B,54,128,117,12,17,12,15,7,16,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,11,,,,,,,,,,,0,391,38,429,718,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,475,B,57,52,63,18,2,4,8,4,10,0,6,0,1,0,1,0,0,0,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,0,230,17,247,423,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,476,B,47,51,56,11,2,2,9,2,29,0,2,0,0,0,1,4,0,0,0,0,0,,,,,,,,,,,,,,17,,,,,,,,,,,0,233,8,241,416,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,477,B,34,62,78,5,4,1,2,1,9,0,2,1,0,0,0,6,0,0,0,0,1,,,,,,,,,,,,,,2,,,,,,,,,,,0,208,9,217,342,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,478,B,35,75,84,6,3,3,0,1,0,3,1,0,0,0,0,2,0,0,3,0,0,,,,,,,,,,,,,,12,,,,,,,,,,,0,228,2,230,321,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,478,E01,15,22,36,5,1,0,1,3,2,0,2,0,0,0,0,3,0,0,1,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,0,92,6,98,128,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,479,B,5,24,33,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,1,,,,,,,,,,,0,69,2,71,98,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,480,B,12,59,38,0,0,3,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,3,,,,,,,,,,,0,122,4,126,167,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,480,E01,34,50,53,6,2,1,0,0,3,0,4,0,0,0,0,5,1,0,0,0,0,,,,,,,,,,,,,,2,,,,,,,,,,,0,161,8,169,256,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,481,B,9,56,27,3,0,2,2,4,0,2,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,108,6,114,181,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,482,B,30,77,146,10,2,2,3,3,8,0,5,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,4,,,,,,,,,,,0,293,9,302,504,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,482,C01,30,76,144,5,0,1,4,1,12,2,5,1,0,0,1,6,0,0,4,1,0,,,,,,,,,,,,,,5,,,,,,,,,,,0,298,11,309,504,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,483,B,34,114,113,10,2,4,4,2,13,2,2,1,0,0,0,4,0,0,1,0,0,,,,,,,,,,,,,,3,,,,,,,,,,,0,309,14,323,527,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,483,C01,37,108,138,9,1,4,8,3,11,0,3,0,0,0,0,3,0,0,3,0,0,,,,,,,,,,,,,,2,,,,,,,,,,,0,330,16,346,526,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,484,B,41,83,124,9,1,5,1,3,8,0,3,2,0,0,0,1,0,0,2,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,0,284,9,293,447,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,484,C01,37,66,129,6,3,4,5,1,8,0,2,0,1,0,0,3,0,0,2,0,1,,,,,,,,,,,,,,2,,,,,,,,,,,0,270,15,285,447,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,485,B,138,96,79,65,15,2,8,2,17,2,3,0,0,0,0,2,1,0,1,0,0,,,,,,,,,,,,,,20,,,,,,,,,,,1,451,18,470,744,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,486,B,55,54,50,9,6,3,7,1,9,0,1,0,0,0,0,1,0,0,3,0,0,,,,,,,,,,,,,,8,,,,,,,,,,,0,207,12,219,345,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,487,B,99,91,164,20,9,4,5,2,18,0,2,1,0,0,0,6,0,0,3,0,1,,,,,,,,,,,,,,10,,,,,,,,,,,0,435,11,446,727,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,487,E01,39,68,75,8,5,2,0,0,8,2,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3,,,,,,,,,,,0,214,4,218,321,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,488,B,29,162,180,9,13,5,4,3,17,2,6,0,0,0,0,3,0,0,2,0,0,,,,,,,,,,,,,,5,,,,,,,,,,,0,440,13,453,702,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,489,B,60,55,168,10,7,1,5,1,23,1,4,1,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,10,,,,,,,,,,,0,349,16,365,617,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,489,E01,13,20,25,4,1,2,4,3,5,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,12,,,,,,,,,,,0,91,3,94,172,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,490,B,78,84,136,6,4,5,8,2,22,5,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,11,,,,,,,,,,,0,364,8,372,596,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,491,B,39,73,142,0,8,7,4,0,14,0,9,14,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,311,9,320,480,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,492,B,33,67,42,9,4,2,5,0,18,1,1,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,184,5,189,285,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,493,B,59,56,56,23,0,8,11,3,35,0,3,1,1,0,1,2,0,0,0,0,0,,,,,,,,,,,,,,7,,,,,,,,,,,0,266,17,283,436,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,493,C01,52,66,82,22,2,6,11,4,26,0,1,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,9,,,,,,,,,,,0,284,13,297,435,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,494,B,56,78,64,16,0,9,9,5,49,5,2,0,0,0,0,6,0,0,0,1,0,,,,,,,,,,,,,,4,,,,,,,,,,,0,304,15,319,482,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,495,B,56,76,103,25,5,5,6,7,32,2,2,1,0,0,1,3,0,0,0,0,0,,,,,,,,,,,,,,12,,,,,,,,,,,0,336,12,348,617,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,496,B,70,66,103,16,6,11,6,6,13,0,1,0,0,0,0,2,0,0,3,0,0,,,,,,,,,,,,,,8,,,,,,,,,,,1,311,19,331,526,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,497,B,46,115,35,7,6,6,8,20,12,3,2,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,26,,,,,,,,,,,0,289,10,299,431,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,497,C01,38,118,44,9,6,3,8,20,14,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,12,,,,,,,,,,,0,275,18,293,430,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,498,B,90,148,132,11,2,12,14,3,44,4,3,1,0,0,0,2,0,1,1,0,0,,,,,,,,,,,,,,7,,,,,,,,,,,0,475,22,497,697,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,499,B,23,43,65,9,0,5,1,1,2,0,0,2,0,0,0,5,1,0,0,0,0,,,,,,,,,,,,,,3,,,,,,,,,,,0,160,1,161,256,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,500,B,47,107,56,8,6,3,8,6,10,4,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,7,,,,,,,,,,,0,265,4,269,373,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,501,B,49,61,81,12,4,6,10,3,21,2,9,2,2,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,1,,,,,,,,,,,0,267,14,281,481,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,502,B,88,109,140,21,4,8,14,5,16,6,4,0,0,0,0,4,0,0,1,0,1,,,,,,,,,,,,,,3,,,,,,,,,,,0,424,17,441,740,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,503,B,59,48,66,15,3,5,8,5,27,2,0,1,0,0,0,2,1,0,2,0,0,,,,,,,,,,,,,,6,,,,,,,,,,,0,250,12,262,499,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,503,C01,44,59,42,19,10,5,10,5,24,2,1,0,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,12,,,,,,,,,,,0,236,8,244,498,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,504,B,65,95,67,28,7,10,17,7,33,5,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,20,,,,,,,,,,,0,356,17,373,731,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,505,B,74,58,53,8,12,12,11,1,27,1,3,1,0,0,0,5,0,0,2,1,0,,,,,,,,,,,,,,14,,,,,,,,,,,0,283,22,305,474,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,505,C01,73,52,64,6,16,3,8,4,20,2,4,1,0,0,0,1,0,1,2,0,0,,,,,,,,,,,,,,9,,,,,,,,,,,0,266,23,289,473,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,506,B,59,55,61,9,8,4,11,0,22,1,3,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,4,,,,,,,,,,,0,239,17,256,410,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,507,B,74,152,116,18,17,7,0,5,32,2,5,0,0,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,10,,,,,,,,,,,0,441,1,442,741,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,508,B,59,82,62,14,15,7,12,4,27,2,2,2,0,0,0,1,0,0,2,1,0,,,,,,,,,,,,,,17,,,,,,,,,,,0,309,22,331,560,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,508,C01,56,62,82,14,20,3,9,2,29,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,13,,,,,,,,,,,0,295,24,319,560,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,509,B,58,63,54,10,10,4,4,12,6,2,3,2,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,7,,,,,,,,,,,0,237,9,246,387,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,510,B,35,67,100,4,11,2,8,2,14,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,4,,,,,,,,,,,0,250,9,259,356,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,511,B,50,55,28,2,19,0,65,5,15,2,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,7,,,,,,,,,,,0,251,18,269,510,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,511,C01,42,52,38,3,11,3,65,3,11,7,5,1,0,0,0,3,0,0,1,0,0,,,,,,,,,,,,,,3,,,,,,,,,,,0,248,17,265,509,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,512,B,56,109,51,5,4,5,16,1,10,0,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,3,,,,,,,,,,,0,263,9,272,406,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,512,C01,44,102,50,2,3,3,14,2,19,1,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,7,,,,,,,,,,,1,250,14,265,406,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,513,B,92,133,28,12,7,2,35,3,17,1,2,3,0,0,1,0,3,1,1,0,0,,,,,,,,,,,,,,5,,,,,,,,,,,0,346,23,369,585,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,514,B,22,43,73,1,3,8,3,2,4,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2,,,,,,,,,,,0,163,13,176,265,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,515,B,55,106,75,1,5,2,4,4,15,1,2,1,0,0,0,4,0,0,1,0,0,,,,,,,,,,,,,,6,,,,,,,,,,,0,282,13,295,430,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,516,B,72,121,106,7,2,4,4,1,19,0,4,2,0,0,0,7,1,0,0,1,0,,,,,,,,,,,,,,3,,,,,,,,,,,0,354,9,363,553,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,517,B,46,65,77,9,10,1,12,4,12,0,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,5,,,,,,,,,,,0,244,13,257,450,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,518,B,7,55,12,2,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,0,86,7,93,153,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,519,B,36,76,36,7,12,2,7,5,24,2,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,7,,,,,,,,,,,0,216,8,224,357,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,520,B,75,77,92,23,21,12,9,4,5,2,1,2,0,0,0,3,1,0,0,0,0,,,,,,,,,,,,,,13,,,,,,,,,,,0,340,16,356,616,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,521,B,58,101,80,8,2,4,3,9,41,3,1,0,0,0,0,2,0,0,1,0,0,,,,,,,,,,,,,,8,,,,,,,,,,,0,321,17,338,505,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,522,B,92,87,95,11,3,5,8,15,56,5,4,1,0,0,0,3,1,0,0,0,0,,,,,,,,,,,,,,15,,,,,,,,,,,0,401,19,420,663,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,523,B,42,92,57,9,1,0,6,6,26,5,5,0,0,0,0,2,0,0,3,0,0,,,,,,,,,,,,,,10,,,,,,,,,,,0,264,13,277,438,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,523,C01,35,105,53,14,3,6,3,2,23,3,4,0,0,0,0,4,0,0,1,0,0,,,,,,,,,,,,,,19,,,,,,,,,,,0,275,14,289,437,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,524,B,63,83,105,9,5,2,4,4,27,3,4,0,0,0,0,1,0,2,0,0,0,,,,,,,,,,,,,,10,,,,,,,,,,,0,322,12,334,570,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,525,B,46,69,60,19,1,2,5,2,24,3,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,6,,,,,,,,,,,0,239,7,246,379,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,526,B,64,68,43,8,6,3,3,4,38,3,1,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,9,,,,,,,,,,,0,252,7,259,395,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,526,C01,60,62,44,8,3,3,7,1,41,1,3,2,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,5,,,,,,,,,,,0,243,5,248,394,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,527,B,66,107,91,20,10,3,7,8,50,3,4,1,0,0,0,3,0,1,0,0,1,,,,,,,,,,,,,,6,,,,,,,,,,,0,381,8,389,634,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,528,B,67,62,78,10,7,4,8,4,30,4,1,1,0,0,0,5,0,1,0,1,0,,,,,,,,,,,,,,12,,,,,,,,,,,0,295,11,306,481,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,528,C01,65,56,70,14,14,4,1,6,36,1,1,0,0,0,1,2,0,0,0,0,4,,,,,,,,,,,,,,0,,,,,,,,,,,0,275,15,290,480,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,529,B,48,63,54,10,7,4,3,2,45,4,4,0,0,0,0,2,0,0,2,0,1,,,,,,,,,,,,,,4,,,,,,,,,,,0,253,8,261,401,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,530,B,55,81,57,10,3,3,6,10,49,7,0,2,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,6,,,,,,,,,,,0,290,17,307,474,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,531,B,29,74,67,1,8,3,5,4,29,1,3,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,4,,,,,,,,,,,0,229,15,244,410,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,531,C01,39,75,48,8,8,3,4,13,30,6,0,1,0,0,0,5,0,0,0,0,0,,,,,,,,,,,,,,6,,,,,,,,,,,0,246,12,258,410,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,532,B,90,131,50,15,6,5,3,5,20,1,0,2,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,17,,,,,,,,,,,0,347,3,350,518,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,532,C01,79,113,35,22,6,3,7,6,14,0,4,0,0,0,0,2,0,0,0,1,0,,,,,,,,,,,,,,21,,,,,,,,,,,0,313,5,318,517,,,,
