CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,461,B,26,29,22,57,2,5,4,36,16,0,0,0,0,0,0,197,4,201,437,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0893-D0894.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,812,C01,22,24,18,91,4,4,7,36,25,3,0,2,0,0,0,236,9,245,487,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0391-D0392.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,410,E01,43,43,14,12,1,0,4,34,3,7,0,0,0,0,1,161,8,170,471,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3681-D3682.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,410,E01C01,41,28,13,8,1,2,2,35,7,3,0,0,0,0,0,140,8,148,470,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3683-D3684.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,462,B,30,47,18,59,5,3,6,39,33,4,0,7,0,0,0,251,10,261,508,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0895-D0896.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,411,B,177,135,38,31,6,10,18,42,16,23,0,0,0,0,0,496,16,512,719,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3685-D3686.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,813,C01,18,43,20,75,18,7,7,19,16,3,0,5,0,0,0,231,13,244,436,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0395-D0396.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,814,B,44,32,12,20,8,6,5,53,20,4,1,0,0,0,0,205,11,216,492,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0397-D0398.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,814,C01,48,29,11,18,5,7,3,44,28,6,0,3,0,0,0,202,12,214,492,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0399-D0400.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,463,B,46,49,45,90,6,48,9,48,44,7,1,11,0,0,0,404,15,419,702,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0897-D0898.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,815,B,30,31,15,27,5,7,3,41,21,2,0,4,0,0,0,186,6,192,398,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0401-D0402.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,815,C01,17,31,5,33,6,9,7,36,18,4,1,3,0,0,1,170,8,179,397,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0403-D0404.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,816,B,24,26,8,46,7,5,3,44,26,4,0,2,0,0,0,195,10,205,458,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0405-D0406.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,816,C01,23,32,8,50,5,0,3,39,21,3,0,4,0,0,0,188,6,194,458,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0407-D0408.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,412,B,113,83,18,9,1,3,6,18,11,10,0,0,0,0,0,272,0,272,400,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3687-D3688.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,817,B,42,34,4,36,7,13,5,38,21,5,1,1,0,1,0,208,6,214,472,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0409-D0410.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,464,B,25,37,21,74,4,5,1,19,35,9,2,8,0,0,0,240,12,252,506,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0899-D0900.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,817,C01,30,44,16,33,5,4,4,47,15,4,0,5,0,0,0,207,9,216,471,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0411-D0412.JPG
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,527,C01,22,36,19,35,9,7,11,25,57,4,2,2,0,0,0,229,10,239,433,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0677-D0678.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,412,C01,84,65,16,17,5,3,7,21,10,10,0,0,0,0,0,238,17,255,400,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3689-D3690.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,818,B,32,21,10,60,5,4,8,41,34,1,1,7,0,0,1,224,5,230,503,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0413-D0414.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,426,B,212,80,23,16,0,1,10,18,13,26,0,0,0,0,0,399,24,423,661,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3691-D3692.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,818,C01,21,39,12,56,9,4,4,32,18,0,0,4,0,0,0,199,9,208,503,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0415-D0416.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,426,C01,205,116,18,8,4,4,8,4,19,35,0,0,0,0,5,421,18,444,661,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3693-D3694.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,819,B,53,54,16,45,10,17,2,82,44,8,3,3,0,0,0,337,9,346,720,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0417-D0418.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,465,B,40,66,17,33,3,8,3,63,23,8,0,11,0,0,0,275,1,276,647,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0901-D0902.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,820,B,30,47,13,77,30,4,6,36,51,6,0,4,0,0,0,304,9,313,604,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0419-D0420.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,821,B,25,28,8,71,8,3,8,51,16,3,3,2,0,0,1,226,6,233,506,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0421-D0422.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,427,B,213,128,24,14,9,6,8,25,14,24,0,0,0,0,0,465,15,480,713,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3695-D3696.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,822,B,29,33,14,60,6,7,4,53,26,7,0,2,0,0,2,241,11,254,683,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0423-D0424.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,467,B,7,29,18,121,1,5,4,28,22,4,0,5,0,0,0,244,9,253,492,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0905-D0906.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,822,C01,36,35,20,59,15,5,5,66,39,2,1,4,0,0,2,287,6,295,683,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0425-D0426.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,823,B,43,35,18,33,13,9,10,63,18,5,0,4,0,0,0,251,12,263,599,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0427-D0428.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,427,C01,174,136,30,11,4,6,16,30,10,30,0,0,0,0,0,447,20,467,713,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3697-D3698.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,824,B,29,33,18,49,26,6,6,55,27,3,0,4,0,0,0,256,6,262,583,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0429-D0430.JPG
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,528,C01,27,45,12,42,2,2,8,23,52,6,2,3,1,0,0,225,6,231,475,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0681-D0682.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,428,B,176,106,21,8,6,3,7,33,21,32,0,0,0,0,0,413,13,426,679,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3699-D3700.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,825,B,39,67,18,51,11,16,6,55,44,7,1,4,0,0,0,319,6,325,728,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0431-D0432.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,468,B,37,37,13,67,4,2,3,39,18,7,0,6,6,0,0,239,6,245,515,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0907-D0908.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,428,C01,182,68,22,8,7,5,2,22,16,41,0,0,0,0,0,373,25,398,679,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3701-D3702.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,826,B,17,58,7,67,8,6,1,26,16,2,1,3,0,0,1,212,12,225,662,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0433-D0434.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,428,C02,165,94,18,4,6,4,8,35,12,30,0,0,0,0,0,376,16,392,679,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3703-D3704.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,826,C01,29,42,11,51,10,4,5,39,17,1,1,10,0,0,0,220,4,224,662,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0435-D0436.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,428,C03,197,69,20,2,6,2,6,27,15,30,0,0,0,0,0,374,22,396,678,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3705-D3706.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,826,C02,25,40,9,56,7,7,2,26,18,0,0,0,0,0,0,190,2,192,662,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0437-D0438.JPG
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,530,B,31,29,14,46,6,4,7,30,32,1,1,5,0,0,0,206,20,226,486,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0687-D0688.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,775,B,175,87,13,12,6,13,15,41,20,23,0,0,0,0,0,405,13,418,625,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3707-D3708.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,826,C03,14,46,14,50,9,3,1,21,17,2,1,3,0,0,0,181,4,185,661,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0439-D0440.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,826,C04,19,39,18,58,4,5,4,22,16,3,0,2,0,0,0,190,4,194,661,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0441-D0442.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,826,C05,13,42,12,65,4,3,4,26,24,1,0,7,0,0,0,201,2,203,661,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0443-D0444.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,826,C06,18,42,11,36,3,11,2,27,28,0,0,3,0,0,0,181,11,192,661,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0445-D0446.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,827,B,42,34,21,32,6,6,7,59,21,4,0,5,0,0,1,237,10,248,505,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0447-D0448.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,828,B,44,51,11,25,9,6,6,52,18,6,0,3,0,0,1,231,11,243,521,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0449-D0450.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,775,C01,187,77,23,6,9,2,5,39,16,18,0,0,0,0,0,382,12,394,624,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3709-D3710.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,828,C01,62,30,8,26,6,6,4,58,23,6,0,4,0,0,0,233,5,238,521,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0451-D0452.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,829,B,29,31,15,72,22,8,6,44,23,9,0,2,0,1,0,262,6,268,526,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0453-D0454.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,775,C02,176,72,13,5,13,7,9,47,22,18,0,0,0,0,0,382,6,388,624,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3711-D3712.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,470,B,40,57,21,80,2,12,5,32,26,6,0,8,0,0,0,289,6,295,584,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0911-D0912.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,775,C03,174,76,26,12,7,6,8,35,23,23,0,0,0,0,0,390,11,401,624,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3713-D3714.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,830,B,22,47,9,12,7,12,4,34,22,5,0,0,5,0,1,179,3,183,447,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0455-D0456.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,776,B,133,51,13,6,7,1,2,27,10,15,0,0,0,0,0,265,7,272,453,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3715-D3716.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,830,C01,35,30,6,15,4,6,3,38,24,7,1,5,0,0,0,174,7,181,447,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0457-D0458.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,777,B,214,81,22,18,6,5,6,41,8,26,0,0,0,0,0,427,7,434,693,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3717-D3718.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,831,B,26,26,14,74,25,4,1,38,18,4,0,1,0,0,0,231,12,243,459,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0459-D0460.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,778,B,146,73,8,11,6,7,2,20,9,12,0,0,0,0,0,294,13,307,516,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3719-D3720.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,471,B,43,42,30,100,5,9,7,47,36,8,3,17,0,0,0,347,12,359,679,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0913-D0914.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,779,B,110,81,15,7,9,1,6,38,14,9,0,0,0,0,0,290,7,297,494,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3721-D3722.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,43,C01,42,55,19,39,4,5,3,33,21,8,1,11,1,0,0,242,9,251,430,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D1015-D1016.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,833,B,40,48,22,56,11,10,3,45,20,4,0,6,1,0,0,266,27,293,645,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0463-D0464.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,780,B,160,70,10,4,10,2,8,48,20,29,0,0,0,0,0,361,7,368,591,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3723-D3724.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,834,B,31,66,15,66,18,6,4,66,20,3,2,5,0,0,2,302,7,311,592,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0465-D0466.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,472,B,29,48,15,68,6,4,5,35,14,1,0,9,0,0,0,234,14,248,608,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0915-D0916.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,781,B,210,73,18,12,2,7,18,60,23,25,0,0,0,0,0,448,15,463,732,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3725-D3726.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,835,B,30,45,13,59,12,4,5,46,22,6,1,4,0,0,1,247,8,256,480,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0467-D0468.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,836,B,72,40,13,46,11,11,5,64,25,7,0,5,0,0,1,299,7,307,624,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0469-D0470.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,782,B,178,80,21,17,4,2,4,33,18,14,0,0,0,0,0,371,6,377,611,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3727-D3728.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,837,B,25,65,18,55,14,3,6,27,21,2,0,3,0,0,2,239,5,246,406,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0471-D0472.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,783,B,164,53,9,13,4,4,20,41,13,0,0,0,0,0,2,321,3,326,471,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3729-D3730.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,783,C01,106,68,4,19,5,5,12,35,18,27,0,0,0,0,0,299,9,308,470,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3731-D3732.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,837,C01,26,49,5,38,16,5,3,50,12,1,1,7,0,0,1,213,12,226,406,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0473-D0474.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,784,B,173,80,22,10,8,6,10,43,16,20,0,0,0,0,0,388,8,396,680,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3733-D3734.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,787,B,123,58,15,3,7,2,17,28,10,18,0,0,0,0,0,281,14,295,444,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3735-D3736.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,838,B,21,50,6,39,20,1,3,36,19,4,0,0,0,0,1,199,7,207,375,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0475-D0476.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,472,C01,40,56,28,59,3,5,3,44,11,0,0,0,0,0,0,249,11,260,608,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0917-D0918.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,839,B,21,39,9,52,12,3,4,22,14,1,1,4,0,0,0,182,9,191,487,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0477-D0478.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,787,C01,141,50,14,2,2,2,19,18,10,16,0,0,0,0,0,274,6,280,443,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3737-D3738.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,839,C01,23,36,20,39,8,10,4,32,6,5,3,3,0,0,0,189,3,192,487,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0479-D0480.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,840,B,27,61,12,90,22,8,5,63,27,4,2,4,0,0,1,325,7,333,587,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0481-D0482.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,788,B,150,90,17,5,6,4,6,32,8,20,0,0,0,0,1,338,13,352,582,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3739-D3740.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,841,B,62,70,28,38,12,12,7,68,20,10,0,1,0,0,1,328,13,342,727,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0483-D0484.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,842,B,41,24,14,63,10,5,7,33,17,1,0,6,0,0,0,221,4,225,425,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0485-D0486.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,473,B,25,36,16,101,2,2,3,39,14,3,0,8,0,1,0,250,7,257,448,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0919-D0920.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,789,B,179,82,22,2,11,1,11,51,17,16,0,0,0,0,0,392,18,410,666,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3741-D3742.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,842,C01,37,38,9,49,9,2,5,45,20,4,2,8,0,0,0,228,7,235,424,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0487-D0488.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,843,B,25,54,12,77,5,1,6,62,13,8,0,3,0,0,0,266,2,268,513,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0489-D0490.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,790,B,134,54,9,6,4,6,6,15,9,23,0,0,0,0,0,266,4,270,422,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D3743-D3744.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,844,B,48,82,20,64,17,8,6,67,24,3,0,3,0,0,0,342,21,363,607,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/D0491-D0492.JPG
