uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,runnerup_party_magar,runnerup_candidate_magar,margin
30001,1991,PRI,ROGELIO HERNANDEZ ALARCON,PPS,,0.6564814815
30001,1994,PRI,JUAN HERNANDEZ RAMOS,PPS,,0.1114519427
30001,1997,PAN,FAUSTINO GONZALEZ GUTIERREZ,PRI,,0.0387531592
30001,2000,PAN,HUMBERTO HERNANDEZ GUTIERREZ,PRD,,0.1579528719
30001,2004,PRI_PVEM,JUAN RAMON SEGURA VELASCO,PRD_PT_CONVE,,0.1188088727
30001,2007,PRI_PVEM_PNA_PASD,JOSE NOE HERNANDEZ SOTO,PT_CONVE,,0.1652474721
30001,2010,PAN,GAUDENCIO HERNANDEZ ARRIAGA,PRI_PVEM_PRV,,0.0478816746
30001,2013,PAN,RANULFO ELEAZA HERNANDEZ RODRIGUEZ,PRI_PVEM_PNA,,0.2472540313
30001,2017,PRI_PVEM,JOEL MOLINA ROJAS,PAN_PRD,,0.0532117872
30002,1991,PRI,GONZALO CALLEJAS RENDON,PFCRN,,0.0604651163
30002,1994,PAN,EDMIDIO MENDOZA ABURTO,PRI,,0.2859504132
30002,1997,PAN,CARLOS RIVERA HERNANDEZ,PRI,,0.0353697749
30002,2000,PRI_PSN_DSPPN,FRANCISCO HERNANDEZ ORTEGA,PVEM,,7.727975e-4
30002,2004,PRV,MIGUEL ANGEL SALAS SANCHEZ,PRD_PT_CONVE,,0.0047329277
30002,2007,PRD_PT_CONVE,JORGE CESAR HERNANDEZ RODRIGUEZ,PRI_PVEM,,0.1646586345
30002,2010,PRI_PVEM_PRV,JUAN CARLOS RIVERA RENDON,PAN,,0.1391254969
30002,2013,PAN,LEONEL JAVIER SANGABRIEL AGUILAR,PRI_PVEM_PNA,,0.164764268
30002,2017,PRI_PVEM,ROSA GARCIA ALARCON,PAN_PRD,,0.04375
30003,1991,PRI,MAXIMIANO FIGUEROA GUILLEN,PPS,,0.1317043289
30003,1994,PRD,J RADAMES TREJO GONZALEZ,PRI,,0.106401138
30003,1997,PRI,CESAREO ORTIZ PEÑALOZA,PAN,,0.0592747835
30003,2000,PAN_DSPPN,JOEL ALARCON HUESCA,PRI,,0.0667178607
30003,2004,PAN,JUDITH FABIOLA VAZQUEZ SAUT,PRV,,0.1308547681
30003,2007,PRI_PVEM_PNA,REGINA VAZQUEZ SAUT,PRD,,0.1603761178
