uniqueid,year,incumbent_party_Horacio
30001,2000,PAN
30001,2004,PRI_PVEM
30001,2007,PRI_PVEM_PANAL
30001,2010,PAN
30001,2013,PAN
30001,2017,NA
30002,2000,PVEM
30002,2004,PRV
30002,2007,PRD_PT_MC
30002,2010,PRI_PVEM_PRV
30002,2013,PAN
30002,2017,NA
30003,2000,PAN_PDS
30003,2004,PAN
30003,2007,PRI_PVEM_PANAL
30003,2010,PRI_PVEM_PRV
30003,2013,AVE
30003,2017,NA
30004,2000,PAN
30004,2004,PRD_PT_MC
30004,2007,PRI_PVEM_PANAL
30004,2010,PRI_PVEM_PRV
30004,2013,PRI_PVEM_PANAL
30004,2017,NA
30005,2000,PRI
30005,2004,PAN
30005,2007,PRI_PVEM_PANAL
30005,2010,PRI_PVEM_PRV
30005,2013,MC
30005,2017,NA
30006,2000,PRD
30006,2004,PRI_PVEM
30006,2007,PRV
30006,2010,PRD_PT_MC
30006,2013,PRD
30006,2017,NA
30007,2000,PRI
30007,2004,PAN
30007,2007,PRI_PVEM_PANAL
30007,2010,PRI_PVEM_PRV
30007,2013,NA
30008,2000,PRI
30008,2004,PAN
30008,2007,PRI_PVEM_PANAL
30008,2010,PAN_PANAL
30008,2013,PRD
30008,2017,NA
30009,2000,PRI_PARM_PSN_PDS
30009,2004,PRI_PVEM
30009,2007,PRI_PVEM_PANAL
30009,2010,PAN_PANAL
30009,2013,PRI_PVEM_PANAL
30009,2017,NA
30010,2000,PRI_PARM_PSN
30010,2004,PRI_PVEM
30010,2007,PRI_PVEM_PANAL
30010,2010,PAN_PANAL
30010,2013,PRI_PVEM_PANAL
30010,2017,NA
30011,2000,PRI
30011,2004,PAN
30011,2007,PAN
30011,2010,PRI_PVEM_PRV
30011,2013,PRD
30011,2017,NA
30012,2000,PT_PVEM
30012,2004,PAN
30012,2007,PRI_PVEM_PANAL
30012,2010,PAN
30012,2013,PAN
30012,2017,NA
30013,2000,PAN
30013,2004,PRI_PVEM
30013,2007,PRI_PVEM_PANAL
30013,2010,PAN_PANAL
30013,2013,PAN
30013,2017,NA
30014,2000,PRI_PSN_PDS
30014,2004,PAN
30014,2007,PRI_PVEM_PANAL
30014,2010,PAN
30014,2013,PRI_PVEM_PANAL
30014,2017,NA
30015,2000,PRI_PSN_PDS
30015,2004,PRD_PT_MC
30015,2007,PRI_PVEM_PANAL
30015,2010,PRI_PVEM_PRV
30015,2013,PRI_PVEM_PANAL
30015,2017,NA
30016,2000,PT_PVEM
30016,2004,PRD_PT_MC
30016,2007,PRI_PVEM_PANAL
30016,2010,PAN_PANAL
30016,2013,PAN
30016,2017,NA
30017,2000,PRI_PARM_PSN
30017,2004,PRI_PVEM
30017,2007,PRI_PVEM_PANAL
30017,2010,PRI_PVEM_PRV
30017,2013,PRD
30017,2017,NA
30018,2000,PAN
30018,2004,PAN
30018,2007,PRI_PVEM_PANAL
30018,2010,PRI_PVEM_PRV
30018,2013,PAN
30018,2017,NA
30019,2000,PRI_PARM_PSN
30019,2004,PRI_PVEM
30019,2007,PAN
30019,2010,PRI_PVEM_PRV
30019,2013,PT
