uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
30001,1992,PRI,ROGELIO HERNANDEZ ALARCON
30001,1993,PRI,ROGELIO HERNANDEZ ALARCON
30001,1994,PRI,ROGELIO HERNANDEZ ALARCON
30001,1995,PRI,JUAN HERNANDEZ RAMOS
30001,1996,PRI,JUAN HERNANDEZ RAMOS
30001,1997,PRI,JUAN HERNANDEZ RAMOS
30001,1998,PAN,FAUSTINO GONZALEZ GUTIERREZ
30001,1999,PAN,FAUSTINO GONZALEZ GUTIERREZ
30001,2000,PAN,FAUSTINO GONZALEZ GUTIERREZ
30001,2001,PAN,HUMBERTO HERNANDEZ GUTIERREZ
30001,2002,PAN,HUMBERTO HERNANDEZ GUTIERREZ
30001,2003,PAN,HUMBERTO HERNANDEZ GUTIERREZ
30001,2004,PAN,HUMBERTO HERNANDEZ GUTIERREZ
30001,2005,CAFV,JUAN RAMON SEGURA VELASCO
30001,2006,CAFV,JUAN RAMON SEGURA VELASCO
30001,2007,CAFV,JUAN RAMON SEGURA VELASCO
30001,2008,CAFV,JOSE NOE HERNANDEZ SOTO
30001,2009,CAFV,JOSE NOE HERNANDEZ SOTO
30001,2010,CAFV,JOSE NOE HERNANDEZ SOTO
30001,2011,PAN,GAUDENCIO HERNANDEZ ARRIAGA
30001,2012,PAN,GAUDENCIO HERNANDEZ ARRIAGA
30001,2013,PAN,GAUDENCIO HERNANDEZ ARRIAGA
30001,2014,PAN,RANULFO ELEAZAR HERNANDEZ RODRIGUEZ
30001,2015,PAN,RANULFO ELEAZAR HERNANDEZ RODRIGUEZ
30001,2016,PAN,RANULFO ELEAZAR HERNANDEZ RODRIGUEZ
30001,2017,PAN,RANULFO ELEAZAR HERNANDEZ RODRIGUEZ
30001,2018,PVEM,JOEL MOLINA ROJAS
30001,2019,PVEM,JOEL MOLINA ROJAS
30001,2020,PVEM,JOEL MOLINA ROJAS
30001,2021,PVEM,JOEL MOLINA ROJAS
30001,2022,RSP,SALVADOR HERNANDEZ HERNANDEZ
30001,2023,RSP,SALVADOR HERNANDEZ HERNANDEZ
30001,2024,RSP,SALVADOR HERNANDEZ HERNANDEZ
30002,1992,PRI,GONZALO CALLEJAS RENDON
30002,1993,PRI,GONZALO CALLEJAS RENDON
30002,1994,PRI,GONZALO CALLEJAS RENDON
30002,1995,PAN,EMIGDIO MENDOZA ABURTO
30002,1996,PAN,EMIGDIO MENDOZA ABURTO
30002,1997,PAN,EMIGDIO MENDOZA ABURTO
30002,1998,PAN,CARLOS RIVERA HERNANDEZ
30002,1999,PAN,CARLOS RIVERA HERNANDEZ
30002,2000,PAN,CARLOS RIVERA HERNANDEZ
30002,2001,COALICIoN,FRANCISCO HERNANDEZ ORTEGA
30002,2002,COALICIoN,FRANCISCO HERNANDEZ ORTEGA
30002,2003,COALICIoN,FRANCISCO HERNANDEZ ORTEGA
30002,2004,COALICIoN,FRANCISCO HERNANDEZ ORTEGA
30002,2005,PRV,MIGUEL ANGEL SALAS SANCHEZ
30002,2006,PRV,MIGUEL ANGEL SALAS SANCHEZ
30002,2007,PRV,MIGUEL ANGEL SALAS SANCHEZ
30002,2008,CXBT,JORGE CESAR HERNANDEZ RODRIGUEZ
30002,2009,CXBT,JORGE CESAR HERNANDEZ RODRIGUEZ
30002,2010,CXBT,JORGE CESAR HERNANDEZ RODRIGUEZ
30002,2011,COAL,JUAN CARLOS RIVERA RENDON
30002,2012,COAL,JUAN CARLOS RIVERA RENDON
30002,2013,COAL,JUAN CARLOS RIVERA RENDON
30002,2014,PAN,LEONEL JAVIER SANGABRIEL AGUILAR
30002,2015,PAN,LEONEL JAVIER SANGABRIEL AGUILAR
30002,2016,PAN,LEONEL JAVIER SANGABRIEL AGUILAR
30002,2017,PAN,LEONEL JAVIER SANGABRIEL AGUILAR
30002,2018,PRI,ROSA GARCIA ALARCON
30002,2019,PRI,ROSA GARCIA ALARCON
30002,2020,PRI,ROSA GARCIA ALARCON
30002,2021,PRI,ROSA GARCIA ALARCON
30002,2022,PT,AQUILINO RODRIGUEZ SANCHEZ
30002,2023,PT,AQUILINO RODRIGUEZ SANCHEZ
30002,2024,PT,AQUILINO RODRIGUEZ SANCHEZ
30003,1992,PRI,MAXIMILIANO FIGUEROA GUILLEN
30003,1993,PRI,MAXIMILIANO FIGUEROA GUILLEN
30003,1994,PRI,MAXIMILIANO FIGUEROA GUILLEN
30003,1995,PRD,J RADAMES TREJO GONZALEZ
30003,1996,PRD,J RADAMES TREJO GONZALEZ
30003,1997,PRD,J RADAMES TREJO GONZALEZ
30003,1998,PRI,CESAREO ORTIZ PEÑALOZA
30003,1999,PRI,CESAREO ORTIZ PEÑALOZA
30003,2000,PRI,CESAREO ORTIZ PEÑALOZA
30003,2001,COALICIoN,JOEL ALARCON HUESCA
30003,2002,COALICIoN,JOEL ALARCON HUESCA
30003,2003,COALICIoN,JOEL ALARCON HUESCA
30003,2004,COALICIoN,JOEL ALARCON HUESCA
30003,2005,PAN,JUDITH FABIOLA VAZQUEZ SAUT
30003,2006,PAN,JUDITH FABIOLA VAZQUEZ SAUT
30003,2007,PAN,JUDITH FABIOLA VAZQUEZ SAUT
30003,2008,CAFV,REGINA VAZQUEZ SAUT
30003,2009,CAFV,REGINA VAZQUEZ SAUT
30003,2010,CAFV,REGINA VAZQUEZ SAUT
30003,2011,COAL,JUDITH FABIOLA VAZQUEZ SAUT
30003,2012,COAL,JUDITH FABIOLA VAZQUEZ SAUT
30003,2013,COAL,JUDITH FABIOLA VAZQUEZ SAUT
30003,2014,AVE,MARCO ANTONIO MARTINEZ AMADOR
30003,2015,AVE,MARCO ANTONIO MARTINEZ AMADOR
30003,2016,AVE,MARCO ANTONIO MARTINEZ AMADOR
30003,2017,AVE,MARCO ANTONIO MARTINEZ AMADOR
30003,2018,PRD,CUITLAHUAC CONDADO ESCAMILLA
30003,2019,PRD,CUITLAHUAC CONDADO ESCAMILLA
30003,2020,PRD,CUITLAHUAC CONDADO ESCAMILLA
30003,2021,PRD,CUITLAHUAC CONDADO ESCAMILLA
30003,2022,COAL,ROSALBA RODRIGUEZ RODRIGUEZ
30003,2023,COAL,ROSALBA RODRIGUEZ RODRIGUEZ
30003,2024,COAL,ROSALBA RODRIGUEZ RODRIGUEZ
30004,1992,PRI,JOSE JUAN VIVEROS SANCHEZ
30004,1993,PRI,JOSE JUAN VIVEROS SANCHEZ
30004,1994,PRI,JOSE JUAN VIVEROS SANCHEZ
30004,1995,PRI,ARTEMIO LOPEZ HERNANDEZ
30004,1996,PRI,ARTEMIO LOPEZ HERNANDEZ
30004,1997,PRI,ARTEMIO LOPEZ HERNANDEZ
30004,1998,PRI,JUAN CALLEJAS ORTIZ
30004,1999,PRI,JUAN CALLEJAS ORTIZ
30004,2000,PRI,JUAN CALLEJAS ORTIZ
30004,2001,PAN,PABLO GARCIA BARRADAS
30004,2002,PAN,PABLO GARCIA BARRADAS
30004,2003,PAN,PABLO GARCIA BARRADAS
30004,2004,PAN,PABLO GARCIA BARRADAS
30004,2005,CUV,EDUARDO CARRANZA BARRADAS
30004,2006,CUV,EDUARDO CARRANZA BARRADAS
30004,2007,CUV,EDUARDO CARRANZA BARRADAS
30004,2008,CAFV,CARLOS GARCIA LAMBERT
30004,2009,CAFV,CARLOS GARCIA LAMBERT
30004,2010,CAFV,CARLOS GARCIA LAMBERT
30004,2011,COAL,CARLOS RETURETA GARCIA
30004,2012,COAL,CARLOS RETURETA GARCIA
30004,2013,COAL,CARLOS RETURETA GARCIA
30004,2014,CVPA,ESTEBAN ALFONSECA SALAZAR
30004,2015,CVPA,ESTEBAN ALFONSECA SALAZAR
30004,2016,CVPA,ESTEBAN ALFONSECA SALAZAR
30004,2017,CVPA,ESTEBAN ALFONSECA SALAZAR
30004,2018,PAN,JOSE PAULINO DOMINGUEZ SANCHEZ
30004,2019,PAN,JOSE PAULINO DOMINGUEZ SANCHEZ
30004,2020,PAN,JOSE PAULINO DOMINGUEZ SANCHEZ
30004,2021,PAN,JOSE PAULINO DOMINGUEZ SANCHEZ
30004,2022,MORENA,MARIA ESTHER LOPEZ CALLEJAS
30004,2023,MORENA,MARIA ESTHER LOPEZ CALLEJAS
30004,2024,MORENA,MARIA ESTHER LOPEZ CALLEJAS
30005,1992,PRI,BERNARDO LARA DOMINGUEZ
30005,1993,PRI,BERNARDO LARA DOMINGUEZ
30005,1994,PRI,BERNARDO LARA DOMINGUEZ
30005,1995,PRI,IGNACIO ROSAS AGUIRRE
30005,1996,PRI,IGNACIO ROSAS AGUIRRE
30005,1997,PRI,IGNACIO ROSAS AGUIRRE
30005,1998,PT,SADOT RODRIGUEZ VILLANUEVA
30005,1999,PT,SADOT RODRIGUEZ VILLANUEVA
30005,2000,PT,SADOT RODRIGUEZ VILLANUEVA
30005,2001,PRI,MARIO DELFIN DOMINGUEZ
30005,2002,PRI,MARIO DELFIN DOMINGUEZ
30005,2003,PRI,MARIO DELFIN DOMINGUEZ
