CIRCUNSCRIPCION	ID_ESTADO	NOMBRE_ESTADO	ID_DISTRITO	CABECERA_DISTRITAL	ID_MUNICIPIO	MUNICIPIO	SECCION	CASILLAS	PAN	PRI	PRD	PT	PVEM	MC	NVA_ALIANZA	MORENA	ES	PAN_PRD_PT	PRD_PAN	PAN_PT	PRD_PT	PRI_PVEM_NVA_ALIANZA	PRI_PVEM	PRI_NVA_ALIANZA	PVEM_NVA_ALIANZA	COAL_PRI_PVEM	CAND_IND7	CAND_IND8	CAND_IND9	CAND_IND10	CAND_IND11	CAND_IND12	CAND_IND13	CAND_IND14	CAND_IND15	CAND_IND16	CAND_IND17	CAND_IND18	CAND_IND19	CAND_IND20	CAND_IND21	CAND_IND22	CAND_IND23	CAND_IND24	CAND_IND25	NUM_VOTOS_CAN_NREG	NUM_VOTOS_VALIDOS	NUM_VOTOS_NULOS	TOTAL_VOTOS	LISTA_NOMINAL
2	32	ZACATECAS	18	JUAN ALDAMA	26	GENERAL FRANCISCO R. MURGUIA	425	1	12	213	8	13	4	0	0	34	1		0							0																				0	285	7	292	454
2	32	ZACATECAS	18	JUAN ALDAMA	26	GENERAL FRANCISCO R. MURGUIA	426	1	1	123	3	3	0	0	0	15	0		0							0																				0	145	0	145	198
2	32	ZACATECAS	18	JUAN ALDAMA	26	GENERAL FRANCISCO R. MURGUIA	427	1	0	49	2	9	1	0	0	37	0		2							50																				0	150	3	153	149
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	436	2	23	34	154	158	120	2	90	12	16		7							7																				1	623	27	651	933
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	437	2	13	45	192	227	156	3	92	8	3		8							9																				0	756	37	793	1160
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	438	2	5	48	124	123	88	1	89	12	6		5							18																				0	519	16	535	771
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	439	2	7	49	126	160	81	1	67	7	7		4							2																				0	511	15	526	795
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	440	1	1	10	11	46	39	1	63	4	4		3							2																				0	184	24	208	426
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	441	3	19	42	88	239	202	4	379	27	10		2							9																				0	1021	77	1098	1571
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	442	2	8	23	45	121	100	7	225	14	6		2							11																				0	562	29	591	880
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	443	1	1	29	33	88	68	8	49	3	1		1							16																				0	297	14	311	455
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	444	1	0	17	41	80	46	3	33	2	1		1							7																				0	231	10	241	351
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	445	2	5	57	71	191	111	58	78	2	7		1							18																				0	599	25	624	1040
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	446	1	22	39	40	96	67	3	49	10	10		2							6																				0	344	22	366	615
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	447	2	23	46	56	158	80	4	66	12	12		0							0																				0	457	14	471	764
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	448	3	22	47	64	225	103	9	97	18	9		8							7																				0	609	27	636	1011
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	449	1	2	25	67	139	151	4	67	5	1		3							17																				0	481	30	511	733
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	450	1	5	15	30	81	85	3	89	33	3		0							3																				0	347	18	365	577
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	451	1	4	17	55	117	118	2	60	10	2		0							5																				0	390	14	404	625
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	452	2	6	31	56	78	189	1	65	89	8		2							23																				2	548	29	579	855
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	453	1	10	24	39	73	77	5	46	61	1		0							11																				0	347	16	363	532
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	454	1	3	24	10	37	140	4	31	4	3		0							9																				0	265	14	279	404
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	455	1	2	24	79	84	83	0	120	18	2		3							2																				0	417	10	427	682
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	456	1	4	43	42	84	62	2	63	23	2		1							3																				0	329	7	336	636
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	457	1	2	9	46	36	15	2	25	8	1		2							1																				0	147	12	159	322
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	458	1	1	19	75	57	115	0	35	4	5		2							17																				0	330	11	341	464
2	32	ZACATECAS	8	OJOCALIENTE	37	GENERAL PANFILO NATERA	459	1	1	37	18	9	372	0	63	13	0		0							28																				0	541	13	554	708
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	460	3	74	288	50	102	21	28	15	237	28		3			2	1	1	0																			62		0	912	21	933	1515
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	461	1	15	101	16	45	27	12	5	89	16		0			0	0	0	0																			21		0	347	11	358	679
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	462	1	14	60	12	23	16	7	3	56	10		1			0	2	0	0																			7		0	211	7	218	403
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	463	3	172	494	71	98	32	40	20	325	32		5			2	1	0	0																			62		2	1354	31	1387	2128
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	464	2	133	460	26	26	34	23	12	128	7		2			1	0	0	0																			25		1	877	24	902	1422
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	465	2	61	263	35	78	20	14	10	173	26		1			1	4	0	0																			24		1	710	24	735	1236
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	466	2	38	231	44	91	41	37	11	196	38		3			0	3	1	0																			37		1	771	28	800	1433
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	467	3	64	371	79	107	39	35	28	225	36		4			0	0	0	2																			66		2	1056	39	1097	1840
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	468	3	13	379	40	94	37	14	20	120	41		0			1	21	2	0																			14		2	796	36	834	1587
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	469	3	55	333	48	148	77	33	27	179	41		1			1	13	0	0																			26		1	982	40	1023	1875
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	470	15	220	1648	270	923	190	129	86	1080	194		19			25	20	3	1																			125		17	4933	182	5132	10145
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	471	4	96	391	93	144	54	51	25	321	50		4			1	4	0	0																			60		0	1294	36	1330	2365
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	472	2	42	177	52	77	37	19	12	122	43		3			3	6	1	0																			36		0	630	31	661	1308
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	473	2	29	161	35	71	7	20	4	114	19		0			2	1	0	0																			29		0	492	25	517	868
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	474	1	59	145	33	30	12	10	4	77	8		1			1	2	0	0																			41		0	423	19	442	684
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	475	2	56	206	26	76	8	20	8	102	18		2			0	4	2	0																			24		0	552	16	568	862
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	476	1	26	174	14	17	11	12	11	86	13		0			1	1	1	0																			14		0	381	17	398	589
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	477	1	44	163	25	29	13	9	7	99	14		2			0	0	0	0																			23		0	428	24	452	691
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	478	1	16	85	17	59	17	10	2	62	7		1			3	3	0	0																			19		0	301	10	311	553
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	479	1	20	94	18	34	9	7	6	69	15		1			1	1	0	0																			14		0	289	8	297	546
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	480	1	43	111	18	43	12	15	7	79	15		3			1	2	0	0																			15		1	364	15	380	624
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	481	1	14	75	20	27	20	12	3	74	19		1			0	1	0	0																			18		1	284	7	292	506
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	482	1	24	164	21	34	13	7	9	98	11		3			2	1	0	0																			26		0	413	14	427	623
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	483	1	24	135	16	44	11	9	7	107	11		0			1	0	0	0																			20		0	385	19	404	603
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	484	1	41	119	23	43	11	13	3	55	3		2			1	2	0	0																			10		1	326	17	344	564
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	485	1	20	138	17	47	15	15	5	87	19		3			1	3	0	0																			17		0	387	12	399	679
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	486	2	19	153	29	66	14	9	8	78	17		2			1	2	0	0																			19		0	417	11	428	847
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	487	1	24	120	21	49	18	7	5	70	23		5			0	1	0	0																			16		1	359	14	374	736
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	488	1	35	141	19	40	6	9	4	61	10		0			0	0	1	2																			24		0	352	6	358	579
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	489	2	28	148	18	69	14	9	11	86	18		4			2	3	0	0																			17		0	427	14	441	816
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	490	1	33	175	35	50	8	14	6	74	16		6			2	0	0	0																			17		0	436	28	464	737
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	491	3	64	261	67	130	10	24	10	195	29		1			3	2	0	0																			33		3	829	15	847	1634
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	492	2	56	215	17	41	10	19	3	64	8		4			0	0	0	0																			21		0	458	27	485	781
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	493	2	23	148	27	79	18	11	6	89	17		0			0	1	0	0																			13		0	432	17	449	806
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	494	5	115	643	84	222	62	52	44	415	76		2			4	5	1	0																			78		2	1803	59	1864	3161
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	495	1	26	133	29	35	4	12	13	100	12		0			2	0	0	0																			0		23	366	17	406	692
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	496	2	57	243	24	55	22	25	13	127	17		1			2	1	0	0																			32		1	619	26	646	892
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	497	1	20	104	16	24	8	9	7	83	8		0			1	0	0	0																			6		1	286	9	296	406
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	498	1	36	103	18	33	13	11	6	76	13		4			0	0	0	0																			11		0	324	20	344	503
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	499	1	44	163	37	43	14	13	5	82	11		1			1	0	0	0																			31		0	445	25	470	720
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	500	3	88	314	91	87	17	26	167	206	33		3			1	0	0	9																			46		1	1088	28	1117	1800
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	501	2	67	161	28	61	16	38	21	194	10		3			2	1	0	0																			31		0	633	19	652	994
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	502	2	25	211	22	122	10	16	11	80	19		1			0	2	0	0																			22		0	541	21	562	923
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	503	2	18	182	22	135	15	16	4	86	22		2			1	1	0	0																			21		0	525	19	544	743
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	504	2	29	152	24	107	20	13	4	90	37		5			0	0	0	0																			17		1	498	21	520	933
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	505	1	25	126	30	48	14	12	5	47	14		1			1	0	0	0																			15		0	338	10	348	525
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	506	2	29	235	29	59	22	11	10	75	31		2			0	2	0	0																			14		0	519	12	531	999
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	507	8	104	908	160	454	108	55	50	511	155		9			12	9	0	1																			81		0	2617	90	2707	5341
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	508	2	20	161	26	164	18	13	12	99	28		2			0	2	0	0																			20		0	565	29	594	993
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	509	2	17	176	32	222	20	17	8	85	36		1			0	0	0	0																			16		0	630	33	663	1225
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	510	4	47	415	70	277	39	40	23	238	54		4			1	3	0	0																			56		0	1267	46	1313	2664
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	511	1	5	137	13	12	4	2	1	51	4		0			0	0	0	0																			0		1	229	6	236	399
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	512	2	9	265	48	20	18	4	4	61	9		2			0	7	0	0																			2		0	449	11	460	782
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	513	1	7	262	22	48	14	3	4	55	20		1			0	4	0	1																			1		0	442	17	459	716
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	514	2	7	247	39	78	26	4	11	102	32		0			0	4	0	0																			2		2	552	17	571	968
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	515	2	3	320	28	16	21	6	10	34	9		4			3	11	0	0																			0		1	465	7	473	755
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	517	2	10	374	43	49	20	2	8	55	9		3			2	9	0	0																			4		1	588	23	612	1017
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	518	2	24	201	201	51	11	6	7	54	13		8			6	9	0	0																			11		0	602	23	625	888
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	519	2	32	168	147	54	13	6	8	61	12		13			3	7	0	0																			5		0	529	18	547	798
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	520	3	44	382	231	78	40	10	20	118	35		12			4	12	1	2																			12		0	1001	25	1026	1521
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	521	4	66	473	368	157	30	14	15	158	37		13			4	29	0	0																			13		0	1377	48	1425	2257
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	522	2	25	201	162	79	11	7	5	62	20		2			7	3	1	0																			1		0	586	24	610	978
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	523	2	13	298	102	116	16	6	9	132	12		3			9	9	1	0																			4		0	730	18	748	1037
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	524	3	20	403	176	249	36	4	11	327	20		1			1	4	1	0																			6		0	1259	28	1287	1842
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	534	2	26	199	33	69	27	9	11	105	8		5			0	2	1	0																			13		1	508	8	517	809
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	535	2	20	256	20	191	14	12	11	122	19		0			1	2	0	0																			17		0	685	20	705	1103
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	536	2	18	314	13	43	15	5	8	110	18		1			4	3	0	0																			6		0	558	17	575	929
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	537	2	16	220	38	136	15	10	10	166	27		3			1	1	0	0																			9		7	652	31	690	1287
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	538	1	5	82	5	63	10	3	4	62	20		0			0	0	0	0																			4		0	258	28	286	583
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	539	4	50	546	58	189	61	28	22	277	97		2			8	2	0	0																			31		0	1371	36	1407	2941
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	540	2	8	263	32	119	10	8	2	87	17		3			3	1	1	0																			13		0	567	17	584	982
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	541	1	2	211	11	28	14	3	3	90	94		1			0	1	0	0																			2		0	460	8	468	581
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	542	2	26	228	21	109	26	3	8	67	23		1			0	1	0	0																			14		1	527	16	544	958
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	543	3	12	407	29	153	54	8	14	129	49		1			1	5	0	0																			11		0	873	47	920	1561
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	545	1	12	154	13	28	18	0	4	27	12		1			1	0	0	0																			0		0	270	4	274	385
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	546	1	5	92	8	10	11	0	3	11	4		0			1	6	0	0																			1		0	152	7	159	249
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	547	1	5	178	10	32	7	0	1	39	1		0			0	0	0	0																			0		0	273	1	274	371
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	549	6	73	481	93	215	71	68	30	438	71		4			0	4	0	0																			46		21	1594	50	1665	3825
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	551	5	61	617	87	245	54	41	27	270	98		5			4	10	2	0																			45		1	1566	64	1631	3022
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1883	2	20	108	33	64	21	11	12	112	12		1			2	2	0	0																			15		1	413	18	432	865
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1884	2	19	139	24	64	25	24	4	128	23		2			0	1	0	1																			16		0	470	12	482	826
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1885	1	13	52	10	33	8	5	5	51	19		0			0	0	0	0																			13		0	209	4	213	408
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1886	1	14	84	16	41	21	8	3	73	11		0			0	0	0	0																			14		0	285	12	297	524
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1887	2	36	152	24	53	14	20	13	118	19		0			0	2	0	0																			25		0	476	13	489	901
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1888	1	23	75	20	38	6	22	2	85	5		1			0	1	0	0																			15		1	293	6	300	530
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1889	2	18	134	25	50	14	23	11	82	19		1			1	2	0	0																			30		0	410	15	425	860
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1890	1	10	52	16	32	6	15	3	57	11		0			0	0	0	0																			11		0	213	7	220	457
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1891	2	27	138	27	50	8	18	9	111	14		1			1	1	0	0																			13		8	418	17	443	815
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1892	1	17	113	25	38	4	10	15	85	25		1			0	1	0	1																			20		0	355	13	368	653
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1893	1	15	89	12	37	10	6	8	61	8		2			0	0	0	0																			12		1	260	2	263	598
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1894	1	10	94	10	29	19	6	3	56	20		1			1	3	0	0																			17		0	269	6	275	530
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1895	1	19	69	12	17	10	10	6	46	8		0			0	0	0	0																			0		0	197	6	203	439
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1896	1	18	42	23	48	17	10	13	92	11		2			1	1	1	0																			7		1	286	11	298	698
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1897	1	7	51	11	32	15	13	4	55	15		1			0	0	0	0																			0		5	204	2	211	471
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1898	1	17	75	14	21	18	6	5	46	7		0			0	1	0	0																			9		0	219	2	221	345
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1899	2	33	143	32	53	10	24	17	109	19		3			0	3	0	0																			30		2	476	24	502	841
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1900	2	37	147	45	71	10	27	8	138	19		4			0	1	0	0																			33		0	540	15	555	873
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1901	1	23	75	26	39	4	13	4	76	11		1			1	0	0	0																			13		1	286	18	305	539
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1902	1	19	66	7	33	7	6	7	52	9		1			0	0	0	0																			17		0	224	4	228	418
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1903	1	20	61	14	36	4	22	4	63	7		0			1	0	1	0																			14		0	247	5	252	432
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	1904	2	42	109	20	68	10	22	7	112	10		1			0	0	0	0																			23		0	424	19	443	767
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1905	2	43	137	36	80	16	23	10	174	19		2			1	5	0	0																			30		2	576	13	591	1113
2	32	ZACATECAS	4	GUADALUPE	16	GUADALUPE	1906	1	20	110	16	36	5	12	5	95	12		2			0	1	0	0																			12		0	326	8	334	595
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	1907	1	40	120	16	25	12	16	5	83	19		3			0	0	0	0																			21		0	360	9	369	621
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	1908	2	33	170	53	49	16	20	6	140	27		2			0	0	0	0																			39		0	555	13	568	999
2	32	ZACATECAS	3	GUADALUPE	16	GUADALUPE	1909	1	12	23	3	3	4	3	5	23	6		1			1	0	0	0																			5		1	89	3	93	237
2	32	ZACATECAS	13	JALPA	17	HUANUSCO	552	2	198	189	41	0	8	0	0	47	0		29							5																				0	517	12	529	917
2	32	ZACATECAS	13	JALPA	17	HUANUSCO	553	1	32	54	4	0	0	0	0	29	0		3							3																				0	125	1	126	221
2	32	ZACATECAS	13	JALPA	17	HUANUSCO	554	1	114	159	19	0	7	0	0	30	0		14							6																				0	349	4	353	529
2	32	ZACATECAS	13	JALPA	17	HUANUSCO	555	1	53	75	15	0	2	0	0	21	0		7							1																				0	174	3	177	257
2	32	ZACATECAS	13	JALPA	17	HUANUSCO	556	1	18	45	4	0	5	0	0	31	0		0							0																				0	103	2	105	155
2	32	ZACATECAS	13	JALPA	17	HUANUSCO	557	1	54	84	10	0	2	0	0	12	0		3							4																				0	169	5	174	280
2	32	ZACATECAS	13	JALPA	17	HUANUSCO	558	1	18	54	4	0	4	0	0	64	0		2							0																				0	146	7	153	313
2	32	ZACATECAS	13	JALPA	17	HUANUSCO	559	1	54	41	4	0	3	0	0	53	0		6							6																				0	167	1	168	307
2	32	ZACATECAS	13	JALPA	17	HUANUSCO	560	1	22	63	4	0	5	0	0	12	0		1							3																				0	110	1	111	231
2	32	ZACATECAS	13	JALPA	17	HUANUSCO	562	1	44	64	8	0	4	0	0	14	0		2							0																				0	136	4	140	208
2	32	ZACATECAS	13	JALPA	17	HUANUSCO	563	1	19	29	3	0	0	0	0	13	0		4							6																				0	74	1	75	158
2	32	ZACATECAS	13	JALPA	17	HUANUSCO	564	1	59	21	3	0	2	0	0	37	0		0							0																				0	122	4	126	195
2	32	ZACATECAS	13	JALPA	17	HUANUSCO	565	1	24	22	7	0	1	0	0	14	0		1							0																				0	69	3	72	132
2	32	ZACATECAS	13	JALPA	18	JALPA	566	2	83	55	11	30	6	179	2	73	6		2							0																				0	447	12	459	813
2	32	ZACATECAS	13	JALPA	18	JALPA	567	2	96	57	5	47	4	229	6	68	7		4							1																				0	524	16	540	881
2	32	ZACATECAS	13	JALPA	18	JALPA	568	2	57	27	16	54	2	145	4	116	5		2							0																				0	428	10	438	804
2	32	ZACATECAS	13	JALPA	18	JALPA	569	2	128	79	8	31	9	265	17	141	6		11							1																				0	696	13	709	1195
2	32	ZACATECAS	13	JALPA	18	JALPA	570	1	64	38	7	32	5	143	7	76	3		5							1																				0	381	9	390	666
2	32	ZACATECAS	13	JALPA	18	JALPA	571	1	50	33	3	31	7	106	2	74	3		1							0																				0	310	8	318	576
2	32	ZACATECAS	13	JALPA	18	JALPA	572	2	112	88	16	42	6	255	11	137	5		3							1																				0	676	19	695	1224
2	32	ZACATECAS	13	JALPA	18	JALPA	573	3	138	150	18	61	19	405	22	171	9		5							2																				1	1000	37	1038	1947
2	32	ZACATECAS	13	JALPA	18	JALPA	574	1	34	47	5	16	6	114	1	47	3		1							1																				0	275	12	287	606
2	32	ZACATECAS	13	JALPA	18	JALPA	575	1	46	60	3	17	1	100	4	73	1		2							1																				1	308	10	319	561
2	32	ZACATECAS	13	JALPA	18	JALPA	576	2	67	44	11	8	1	81	1	68	1		3							0																				0	285	0	285	446
2	32	ZACATECAS	13	JALPA	18	JALPA	577	1	50	41	4	4	3	64	4	41	1		0							1																				0	213	2	215	429
2	32	ZACATECAS	13	JALPA	18	JALPA	578	1	51	76	17	21	4	127	5	43	0		1							3																				0	348	12	360	693
2	32	ZACATECAS	13	JALPA	18	JALPA	579	1	33	55	5	20	4	139	10	60	1		0							0																				0	327	12	339	741
2	32	ZACATECAS	13	JALPA	18	JALPA	580	1	39	68	9	12	4	123	3	28	5		1							0																				0	292	10	302	574
2	32	ZACATECAS	13	JALPA	18	JALPA	581	1	59	51	6	14	3	64	10	42	1		2							4																				0	256	9	265	434
2	32	ZACATECAS	13	JALPA	18	JALPA	582	1	20	13	6	14	6	105	11	12	10		2							0																				0	199	18	217	418
2	32	ZACATECAS	13	JALPA	18	JALPA	583	1	36	62	5	22	5	127	6	36	5		0							0																				0	304	14	318	691
2	32	ZACATECAS	13	JALPA	18	JALPA	584	1	16	19	3	7	2	58	2	6	1		1							0																				0	115	5	120	194
2	32	ZACATECAS	13	JALPA	18	JALPA	586	2	34	96	8	13	10	28	2	86	4		1							0																				0	282	10	292	634
2	32	ZACATECAS	13	JALPA	18	JALPA	587	1	39	33	6	36	10	46	7	54	8		1							1																				1	241	11	253	480
2	32	ZACATECAS	13	JALPA	18	JALPA	588	1	18	42	2	5	2	37	3	7	1		1							0																				1	118	8	127	203
2	32	ZACATECAS	13	JALPA	18	JALPA	589	1	37	61	6	18	4	58	9	26	0		0							1																				0	220	9	229	498
2	32	ZACATECAS	13	JALPA	18	JALPA	590	1	16	28	2	43	3	47	5	12	2		1							0																				0	159	4	163	308
2	32	ZACATECAS	13	JALPA	18	JALPA	591	1	17	38	2	6	1	40	4	4	0		0							0																				0	112	3	115	236
2	32	ZACATECAS	13	JALPA	18	JALPA	593	1	8	89	4	16	2	52	7	14	3		1							3																				0	199	8	207	356
2	32	ZACATECAS	13	JALPA	18	JALPA	594	1	16	36	1	7	7	36	2	5	0		1							2																				0	113	4	117	206
2	32	ZACATECAS	13	JALPA	18	JALPA	596	1	22	69	12	6	10	75	2	20	1		1							0																				0	218	6	224	452
2	32	ZACATECAS	13	JALPA	18	JALPA	599	2	90	112	9	31	12	200	9	66	4		2							2																				0	537	12	549	938
2	32	ZACATECAS	13	JALPA	18	JALPA	600	1	8	38	3	2	1	2	1	4	0		1							0																				0	60	2	62	118
2	32	ZACATECAS	13	JALPA	18	JALPA	601	1	39	42	6	11	1	97	4	8	0		2							0																				0	210	8	218	302
2	32	ZACATECAS	13	JALPA	18	JALPA	603	1	3	25	1	10	2	11	1	15	1		0							0																				0	69	2	71	168
2	32	ZACATECAS	13	JALPA	18	JALPA	604	1	32	24	5	22	5	145	7	35	6		1							1																				0	283	1	284	493
2	32	ZACATECAS	13	JALPA	18	JALPA	605	1	25	38	4	5	1	28	2	13	3		0							2																				0	121	3	124	210
2	32	ZACATECAS	10	JEREZ	19	JEREZ	606	4	482	392	41	42	16	5	17	96	27		14			2	3	1	0				275							190										1	1603	54	1658	2757
