CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT,PAN_PRD,PAN_PT,PRD_PT,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,COAL_PRI_PVEM,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,470,C01,12,114,16,67,15,12,7,71,17,,1,,,17,0,0,0,,,,,,,,,,,,,,,,,,,,,,349,15,364,725,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,470,B,13,127,20,60,15,11,1,67,15,,,,,1,2,3,0,,,,,,,,,,,,,,,,,,,14,,,349,10,359,725,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,470,C03,15,122,23,57,19,4,6,64,12,,2,,,0,2,0,0,,,,,,,,,,,,,,,,,,,11,,,337,16,353,725,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,470,C04,21,107,23,46,8,7,2,74,15,,2,,,1,2,0,0,,,,,,,,,,,,,,,,,,,7,,,315,13,328,725,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,470,C05,13,104,14,77,13,10,10,71,15,,,,,2,3,0,0,,,,,,,,,,,,,,,,,,,8,,,340,12,352,725,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,470,C06,11,126,20,65,13,7,3,80,12,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,15,,,354,12,366,725,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,471,C02,26,89,20,37,17,9,5,73,12,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,14,,,302,8,310,591,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,471,C01,16,123,24,35,12,21,6,83,9,,4,,,1,0,0,0,,,,,,,,,,,,,,,,,,,17,,,351,13,364,591,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,471,B,26,89,20,37,17,9,5,73,12,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,14,,,302,8,310,592,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,471,C03,28,90,29,35,8,12,9,92,17,,,,,0,4,0,0,,,,,,,,,,,,,,,,,,,15,,,339,7,346,591,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,472,C01,25,84,23,34,14,5,5,64,21,,1,,,2,2,0,0,,,,,,,,,,,,,,,,,,,17,,,297,15,312,654,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,472,B,17,93,29,43,23,14,7,58,22,,2,,,1,4,1,0,,,,,,,,,,,,,,,,,,,19,,,333,16,349,654,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,473,C01,13,86,20,36,4,12,1,56,10,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,11,,,251,17,268,434,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,473,B,16,75,15,35,3,8,3,58,9,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,18,,,241,8,249,434,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,474,B,59,145,33,30,12,10,4,77,8,,1,,,1,2,0,0,,,,,,,,,,,,,,,,,,,41,,,423,19,442,684,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,475,B,28,103,13,38,4,10,4,51,9,,1,,,0,2,1,0,,,,,,,,,,,,,,,,,,,12,,,276,8,284,431,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,475,C01,28,103,13,38,4,10,4,51,9,,1,,,0,2,1,0,,,,,,,,,,,,,,,,,,,12,,,276,8,284,431,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,476,B,26,174,14,17,11,12,11,86,13,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,14,,,381,17,398,589,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,477,B,44,163,25,29,13,9,7,99,14,,2,,,0,0,0,0,,,,,,,,,,,,,,,,,,,23,,,428,24,452,691,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,478,B,16,85,17,59,17,10,2,62,7,,1,,,3,3,0,0,,,,,,,,,,,,,,,,,,,19,,,301,10,311,553,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,479,B,20,94,18,34,9,7,6,69,15,,1,,,1,1,0,0,,,,,,,,,,,,,,,,,,,14,,,289,8,297,546,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,480,B,43,111,18,43,12,15,7,79,15,,3,,,1,2,0,0,,,,,,,,,,,,,,,,,,,15,,1,364,15,380,624,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,481,B,14,75,20,27,20,12,3,74,19,,1,,,0,1,0,0,,,,,,,,,,,,,,,,,,,18,,1,284,7,292,506,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,482,B,24,164,21,34,13,7,9,98,11,,3,,,2,1,0,0,,,,,,,,,,,,,,,,,,,26,,,413,14,427,623,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,483,B,24,135,16,44,11,9,7,107,11,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,20,,,385,19,404,603,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,484,B,41,119,23,43,11,13,3,55,3,,2,,,1,2,0,0,,,,,,,,,,,,,,,,,,,10,,1,326,17,344,564,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,485,B,20,138,17,47,15,15,5,87,19,,3,,,1,3,0,0,,,,,,,,,,,,,,,,,,,17,,,387,12,399,679,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,486,B,11,79,14,25,6,5,3,39,10,,2,,,1,0,0,0,,,,,,,,,,,,,,,,,,,13,,,208,5,213,424,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,486,C01,8,74,15,41,8,4,5,39,7,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,6,,,209,6,215,423,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,487,B,24,120,21,49,18,7,5,70,23,,5,,,0,1,0,0,,,,,,,,,,,,,,,,,,,16,,1,359,14,374,736,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,488,B,35,141,19,40,6,9,4,61,10,,,,,0,0,1,2,,,,,,,,,,,,,,,,,,,24,,,352,6,358,579,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,489,B,12,84,7,32,5,5,6,44,10,,2,,,0,0,0,0,,,,,,,,,,,,,,,,,,,3,,,210,9,219,408,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,489,C01,16,64,11,37,9,4,5,42,8,,2,,,2,3,0,0,,,,,,,,,,,,,,,,,,,14,,,217,5,222,408,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,490,B,33,175,35,50,8,14,6,74,16,,6,,,2,0,0,0,,,,,,,,,,,,,,,,,,,17,,,436,28,464,737,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,491,C02,20,87,29,39,4,7,4,60,14,,1,,,1,1,0,0,,,,,,,,,,,,,,,,,,,14,,1,281,6,288,544,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,491,B,23,91,18,42,4,9,2,68,7,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,11,,2,277,7,286,545,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,491,C01,21,83,20,49,2,8,4,67,8,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,8,,,271,2,273,545,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,492,B,27,125,9,23,5,10,1,30,3,,3,,,0,0,0,0,,,,,,,,,,,,,,,,,,,11,,,247,11,258,391,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,492,C01,29,90,8,18,5,9,2,34,5,,1,,,0,0,0,0,,,,,,,,,,,,,,,,,,,10,,,211,16,227,390,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,493,B,15,72,14,41,7,5,1,43,7,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,5,,,210,11,221,403,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,493,C01,8,76,13,38,11,6,5,46,10,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,8,,,222,6,228,403,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,494,C02,11,133,17,43,13,11,11,105,8,,,,,2,1,0,0,,,,,,,,,,,,,,,,,,,13,,,368,13,381,632,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,494,B,27,131,17,56,17,4,5,77,20,,,,,2,1,0,0,,,,,,,,,,,,,,,,,,,9,,1,366,15,382,633,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,494,C01,22,132,18,35,11,16,10,84,11,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,21,,1,361,9,371,632,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,494,C03,20,122,16,40,13,16,9,78,20,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,24,,,358,14,372,632,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,494,C04,35,125,16,48,8,5,9,71,17,,2,,,0,2,1,0,,,,,,,,,,,,,,,,,,,11,,,350,8,358,632,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,495,B,26,133,29,35,4,12,13,100,12,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,23,366,17,406,692,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,496,B,23,134,11,29,10,7,3,61,9,,1,,,1,1,0,0,,,,,,,,,,,,,,,,,,,15,,1,305,13,319,446,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,496,C01,34,109,13,26,12,18,10,66,8,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,17,,,314,13,327,446,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,497,B,20,104,16,24,8,9,7,83,8,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,6,,1,286,9,296,406,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,498,B,36,103,18,33,13,11,6,76,13,,4,,,0,0,0,0,,,,,,,,,,,,,,,,,,,11,,,324,20,344,503,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,499,B,44,163,37,43,14,13,5,82,11,,1,,,1,0,0,0,,,,,,,,,,,,,,,,,,,31,,,445,25,470,720,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,500,C02,35,100,36,3,4,2,149,11,5,,1,,,0,0,0,9,,,,,,,,,,,,,,,,,,,9,,,364,6,370,600,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,500,B,26,109,30,38,6,9,9,100,19,,2,,,1,0,0,0,,,,,,,,,,,,,,,,,,,20,,,369,11,380,600,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,500,C01,27,105,25,46,7,15,9,95,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,17,,1,355,11,367,600,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,501,B,25,87,21,34,5,23,13,100,7,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,16,,,332,8,340,497,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,501,C01,42,74,7,27,11,15,8,94,3,,3,,,1,1,0,0,,,,,,,,,,,,,,,,,,,15,,,301,11,312,497,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,502,B,15,111,10,65,6,8,6,43,9,,1,,,0,0,0,0,,,,,,,,,,,,,,,,,,,13,,,287,6,293,462,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,502,C01,10,100,12,57,4,8,5,37,10,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,9,,,254,15,269,461,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,503,S01,4,34,6,23,5,5,,38,7,,2,,,0,0,0,0,,,,,,,,,,,,,,,,,,,10,,,134,3,137,,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,503,B,14,148,16,112,10,11,4,48,15,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,11,,,391,16,407,743,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,504,B,19,71,12,51,9,4,3,41,16,,4,,,0,0,0,0,,,,,,,,,,,,,,,,,,,11,,,241,9,250,467,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,504,C01,10,81,12,56,11,9,1,49,21,,1,,,0,0,0,0,,,,,,,,,,,,,,,,,,,6,,1,257,12,270,466,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,505,B,25,126,30,48,14,12,5,47,14,,1,,,1,0,0,0,,,,,,,,,,,,,,,,,,,15,,,338,10,348,525,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,506,B,17,111,14,29,10,8,6,34,9,,1,,,0,2,0,0,,,,,,,,,,,,,,,,,,,6,,,247,8,255,500,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,506,C01,12,124,15,30,12,3,4,41,22,,1,,,0,0,0,0,,,,,,,,,,,,,,,,,,,8,,,272,4,276,499,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,507,C02,17,106,18,44,13,10,7,51,19,,2,,,2,3,0,1,,,,,,,,,,,,,,,,,,,12,,,305,11,316,668,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,507,C07,7,107,22,51,11,5,8,84,20,,2,,,0,1,0,0,,,,,,,,,,,,,,,,,,,14,,,332,11,343,667,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,507,B,16,104,25,67,11,8,5,58,26,,3,,,1,2,0,0,,,,,,,,,,,,,,,,,,,9,,,335,5,340,668,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,507,C01,14,110,17,52,14,4,7,59,21,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,11,,,310,14,324,668,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,507,C03,12,112,10,59,15,4,5,75,13,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,9,,,315,19,334,668,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,507,C04,8,119,21,64,14,8,6,70,24,,1,,,4,2,0,0,,,,,,,,,,,,,,,,,,,11,,,352,15,367,668,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,507,C05,9,123,29,58,11,8,4,50,17,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,7,,,318,8,326,667,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,507,C06,21,127,18,59,19,8,8,64,15,,1,,,1,1,0,0,,,,,,,,,,,,,,,,,,,8,,,350,7,357,667,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,508,B,5,82,12,94,7,9,6,45,12,,2,,,0,0,0,0,,,,,,,,,,,,,,,,,,,11,,,285,16,301,497,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,508,C01,15,79,14,70,11,4,6,54,16,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,9,,,280,13,293,496,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,509,B,6,81,17,126,7,5,5,42,15,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,5,,,309,19,328,613,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,509,C01,11,95,15,96,13,12,3,43,21,,1,,,0,0,0,0,,,,,,,,,,,,,,,,,,,11,,,321,14,335,612,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,510,C02,11,97,17,53,10,17,11,64,15,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,15,,,311,15,326,666,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,510,B,13,104,20,69,9,8,3,52,13,,2,,,0,2,0,0,,,,,,,,,,,,,,,,,,,16,,,311,15,326,666,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,510,C01,11,103,18,79,15,7,3,68,16,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,10,,,331,9,340,666,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,510,C03,12,111,15,76,5,8,6,54,10,,2,,,0,0,0,0,,,,,,,,,,,,,,,,,,,15,,,314,7,321,666,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,511,B,5,137,13,12,4,2,1,51,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,229,6,236,399,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,512,B,6,141,24,9,7,4,2,24,2,,1,,,0,6,0,0,,,,,,,,,,,,,,,,,,,1,,,227,7,234,391,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,512,C01,3,124,24,11,11,,2,37,7,,1,,,0,1,0,0,,,,,,,,,,,,,,,,,,,1,,,222,4,226,391,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,513,B,7,262,22,48,14,3,4,55,20,,1,,,0,4,0,1,,,,,,,,,,,,,,,,,,,1,,,442,17,459,716,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,514,B,1,122,9,40,12,1,7,62,18,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,272,6,280,484,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,514,C01,6,125,30,38,14,3,4,40,14,,,,,0,4,0,0,,,,,,,,,,,,,,,,,,,2,,,280,11,291,484,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,515,B,,171,16,7,12,2,4,17,3,,4,,,0,8,0,0,,,,,,,,,,,,,,,,,,,,,1,244,2,247,378,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,515,C01,3,149,12,9,9,4,6,17,6,,,,,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,221,5,226,377,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,517,B,3,196,22,21,13,,1,32,4,,1,,,1,1,0,0,,,,,,,,,,,,,,,,,,,3,,1,298,7,306,509,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,517,C01,7,178,21,28,7,2,7,23,5,,2,,,1,8,0,0,,,,,,,,,,,,,,,,,,,1,,,290,16,306,508,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,518,B,15,108,105,29,8,2,3,30,7,,2,,,2,4,0,0,,,,,,,,,,,,,,,,,,,4,,,319,13,332,444,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,518,C01,9,93,96,22,3,4,4,24,6,,6,,,4,5,0,0,,,,,,,,,,,,,,,,,,,7,,,283,10,293,444,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,519,B,9,83,70,28,8,2,3,31,6,,7,,,0,4,0,0,,,,,,,,,,,,,,,,,,,2,,,253,12,265,399,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,519,C01,23,85,77,26,5,4,5,30,6,,6,,,3,3,0,0,,,,,,,,,,,,,,,,,,,3,,,276,6,282,399,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,520,C02,13,115,77,23,10,3,10,48,12,,10,,,3,5,1,1,,,,,,,,,,,,,,,,,,,4,,,335,8,343,507,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,520,B,12,140,75,20,13,5,4,37,15,,1,,,1,5,0,1,,,,,,,,,,,,,,,,,,,2,,,331,7,338,507,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,520,C01,19,127,79,35,17,2,6,33,8,,1,,,0,2,0,0,,,,,,,,,,,,,,,,,,,6,,,335,10,345,507,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,521,C02,21,105,98,32,8,5,4,27,10,,5,,,2,4,0,0,,,,,,,,,,,,,,,,,,,3,,,324,15,339,564,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,521,B,9,120,106,46,7,6,3,41,8,,4,,,1,7,0,0,,,,,,,,,,,,,,,,,,,6,,,364,11,375,565,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,521,C01,15,112,76,38,9,2,6,49,7,,1,,,0,11,0,0,,,,,,,,,,,,,,,,,,,3,,,329,9,338,564,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,521,C03,21,136,88,41,6,1,2,41,12,,3,,,1,7,0,0,,,,,,,,,,,,,,,,,,,1,,,360,13,373,564,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,522,B,12,99,80,31,8,4,4,27,8,,2,,,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,279,12,291,489,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,522,C01,13,102,82,48,3,3,1,35,12,,,,,4,3,0,0,,,,,,,,,,,,,,,,,,,1,,,307,12,319,489,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,523,B,6,161,47,44,7,2,7,72,6,,2,,,3,5,1,0,,,,,,,,,,,,,,,,,,,3,,,366,7,373,519,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,523,C01,7,137,55,72,9,4,2,60,6,,1,,,6,4,0,0,,,,,,,,,,,,,,,,,,,1,,,364,11,375,518,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,524,C02,9,146,52,85,7,1,2,115,3,,1,,,0,3,1,0,,,,,,,,,,,,,,,,,,,2,,,427,14,441,614,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,524,B,7,126,66,78,19,,5,108,7,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2,,,418,6,424,614,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,524,C01,4,131,58,86,10,3,4,104,10,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,2,,,414,8,422,614,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,534,C01,15,111,14,33,12,2,6,46,4,,2,,,0,2,1,0,,,,,,,,,,,,,,,,,,,8,,1,256,5,262,404,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,534,B,11,88,19,36,15,7,5,59,4,,3,,,0,0,0,0,,,,,,,,,,,,,,,,,,,5,,,252,3,255,405,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,535,C01,11,130,14,107,10,5,6,61,10,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,10,,,365,7,372,551,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,535,B,9,126,6,84,4,7,5,61,9,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,7,,,320,13,333,552,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,536,C01,8,136,6,23,13,3,5,51,7,,,,,3,2,0,0,,,,,,,,,,,,,,,,,,,4,,,261,9,270,464,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,536,B,10,178,7,20,2,2,3,59,11,,1,,,1,1,0,0,,,,,,,,,,,,,,,,,,,2,,,297,8,305,465,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,537,C01,7,143,24,70,8,5,4,90,13,,3,,,1,1,0,0,,,,,,,,,,,,,,,,,,,9,,,378,17,395,643,GRUPO DE GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,537,B,9,77,14,66,7,5,6,76,14,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,7,274,14,295,644,ACTA CASILLA,,,
