CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,27,TABASCO,17,JALPA DE MENDEZ,5,COMALCALCO,531,2,23,101,130,27,9,14,8,447,,2,0,0,1,,,,,,,,,14,776,0,32,808,999
,27,TABASCO,17,JALPA DE MENDEZ,5,COMALCALCO,532,2,5,74,79,20,11,4,5,404,,1,0,0,1,,,,,,,,,4,608,0,14,622,772
,27,TABASCO,17,JALPA DE MENDEZ,5,COMALCALCO,535,2,9,86,69,18,8,8,4,474,,0,0,0,0,,,,,,,,,6,682,0,20,702,962
,27,TABASCO,17,JALPA DE MENDEZ,5,COMALCALCO,570,4,27,368,494,90,30,19,8,851,,7,4,0,4,,,,,,,,,1,1903,4,59,1966,2689
,27,TABASCO,17,JALPA DE MENDEZ,5,COMALCALCO,571,3,7,197,170,23,13,6,9,824,,13,5,0,0,,,,,,,,,5,1272,0,74,1346,1784
,27,TABASCO,17,JALPA DE MENDEZ,5,COMALCALCO,573,3,6,105,265,50,22,8,4,710,,3,1,0,0,,,,,,,,,9,1183,1,25,1209,1721
,27,TABASCO,17,JALPA DE MENDEZ,5,COMALCALCO,574,3,5,140,286,46,18,9,14,802,,9,0,0,2,,,,,,,,,8,1339,0,51,1390,1989
,27,TABASCO,17,JALPA DE MENDEZ,5,COMALCALCO,575,6,15,254,429,71,23,40,17,1781,,4,1,0,4,,,,,,,,,12,2651,0,95,2746,3884
,27,TABASCO,17,JALPA DE MENDEZ,5,COMALCALCO,589,3,10,109,189,76,15,6,8,657,,10,3,0,4,,,,,,,,,7,1094,0,54,1148,1643
,27,TABASCO,17,JALPA DE MENDEZ,5,COMALCALCO,592,4,13,352,510,74,20,16,7,834,,11,3,0,1,,,,,,,,,16,1857,5,56,1918,2535
,27,TABASCO,17,JALPA DE MENDEZ,5,COMALCALCO,594,3,11,156,239,33,18,15,5,952,,4,2,0,3,,,,,,,,,7,1445,0,43,1488,2030
,27,TABASCO,17,JALPA DE MENDEZ,5,COMALCALCO,604,3,15,140,238,42,17,5,10,797,,6,0,0,0,,,,,,,,,12,1282,0,43,1325,1717
,27,TABASCO,17,JALPA DE MENDEZ,5,COMALCALCO,605,1,6,42,81,0,6,0,0,322,,2,1,0,0,,,,,,,,,4,464,0,20,484,709
,27,TABASCO,17,JALPA DE MENDEZ,5,COMALCALCO,606,3,17,203,355,72,11,21,8,738,,25,2,0,1,,,,,,,,,4,1457,0,70,1527,2022
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,809,2,34,115,191,101,9,72,37,587,,10,0,0,0,,,,,,,,,23,1179,0,32,1211,1460
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,810,4,31,335,285,160,33,40,43,1174,,5,0,0,1,,,,,,,,,34,2141,0,67,2208,2932
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,811,3,16,199,249,130,22,15,47,561,,2,0,0,3,,,,,,,,,24,1268,0,27,1295,1352
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,812,3,17,156,104,181,23,23,61,636,,3,0,0,0,,,,,,,,,20,1224,8,40,1272,1533
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,813,3,16,131,152,177,35,34,45,829,,5,1,0,0,,,,,,,,,27,1452,0,58,1510,1981
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,814,2,11,86,79,130,10,14,43,447,,3,0,0,0,,,,,,,,,11,834,0,19,853,1042
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,815,3,28,114,124,192,6,15,23,729,,2,0,0,0,,,,,,,,,15,1248,0,35,1283,1546
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,816,2,13,131,142,120,9,16,24,423,,3,0,0,2,,,,,,,,,19,902,0,24,926,1149
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,817,2,21,85,125,134,6,22,31,452,,2,0,1,0,,,,,,,,,24,903,0,23,926,1185
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,818,2,31,69,102,74,11,27,4,526,,0,0,0,0,,,,,,,,,0,844,0,23,867,1064
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,819,2,11,67,97,102,13,14,7,486,,1,1,0,1,,,,,,,,,4,804,0,36,840,1175
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,820,1,4,26,159,68,6,5,7,270,,1,0,0,0,,,,,,,,,3,549,0,15,564,750
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,821,3,11,118,224,255,57,17,46,768,,3,0,1,3,,,,,,,,,5,1508,1,47,1556,2245
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,822,3,8,107,124,342,38,42,13,720,,4,2,1,1,,,,,,,,,4,1406,0,85,1491,2003
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,823,4,39,109,241,330,47,42,35,1264,,11,3,1,2,,,,,,,,,10,2134,0,98,2232,2907
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,824,2,32,61,136,177,16,19,17,603,,11,0,0,0,,,,,,,,,3,1075,0,53,1128,1488
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,825,3,31,144,122,210,34,53,12,1003,,1,0,1,0,,,,,,,,,19,1630,1,58,1689,2204
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,826,4,20,150,159,185,42,24,19,1045,,1,0,0,0,,,,,,,,,16,1661,0,41,1702,2298
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,827,4,21,211,338,217,37,28,21,1176,,3,1,0,0,,,,,,,,,20,2073,0,65,2138,2784
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,828,2,10,48,167,113,8,8,7,559,,2,0,0,0,,,,,,,,,5,927,0,38,965,1307
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,829,5,35,275,392,211,43,42,40,1283,,2,0,0,2,,,,,,,,,29,2354,0,88,2442,3150
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,830,1,5,38,56,47,1,2,13,133,,2,0,0,0,,,,,,,,,1,298,0,4,302,325
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,831,2,10,96,83,130,12,18,42,507,,1,0,0,1,,,,,,,,,12,912,0,36,948,1137
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,832,3,17,144,255,165,33,33,28,801,,1,1,0,1,,,,,,,,,8,1487,0,48,1535,1928
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,833,2,8,122,167,62,16,11,8,545,,2,0,0,2,,,,,,,,,5,948,0,32,980,1325
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,834,3,8,102,377,30,64,25,25,653,,4,1,0,1,,,,,,,,,5,1295,0,48,1343,1853
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,835,2,9,56,120,135,3,11,4,327,,1,3,0,0,,,,,,,,,0,669,0,22,691,870
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,836,3,24,148,190,150,22,11,22,864,,3,2,0,2,,,,,,,,,15,1453,7,37,1497,1923
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,837,1,6,11,56,78,8,5,5,254,,0,0,0,0,,,,,,,,,6,429,0,22,451,512
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,838,3,18,143,134,209,35,13,30,924,,0,0,2,0,,,,,,,,,19,1527,0,59,1586,2148
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,839,3,12,157,100,286,21,11,49,781,,2,1,0,2,,,,,,,,,18,1440,0,52,1492,1929
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,840,3,13,112,169,123,26,20,22,871,,3,0,0,0,,,,,,,,,83,1442,0,59,1501,1818
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,841,4,19,155,215,197,23,26,21,1093,,5,11,0,4,,,,,,,,,58,1827,0,76,1903,2298
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,842,4,18,165,184,237,46,21,19,1069,,1,3,0,3,,,,,,,,,14,1780,0,103,1883,2416
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,843,2,12,130,158,108,11,18,12,485,,1,1,0,3,,,,,,,,,26,965,0,48,1013,1284
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,844,2,13,88,171,128,22,19,11,568,,12,3,1,0,,,,,,,,,5,1041,0,51,1092,1477
,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,845,3,5,78,88,181,12,9,9,855,,2,1,1,0,,,,,,,,,13,1254,0,63,1317,1620
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,872,3,8,120,76,111,39,14,9,622,23,1,0,0,1,,,,,,,43,,,1067,0,47,1114,2103
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,873,2,14,137,56,67,22,12,7,459,18,5,0,0,0,,,,,,,62,,,859,0,49,908,1231
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,874,2,18,91,44,60,25,9,8,508,11,1,0,0,0,,,,,,,45,,,820,0,32,852,1335
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,875,2,25,113,62,57,15,8,6,468,13,3,3,0,2,,,,,,,49,,,824,0,33,857,1175
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,876,2,20,108,75,54,17,11,8,497,12,5,2,0,0,,,,,,,69,,,878,0,51,929,1341
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,877,4,27,185,133,145,34,31,8,1093,35,14,1,0,1,,,,,,,76,,,1783,1,70,1854,2836
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,878,3,20,191,86,64,20,12,8,576,15,4,0,0,1,,,,,,,58,,,1055,1,32,1088,1826
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,879,5,37,141,174,179,36,19,13,1214,32,9,4,0,1,,,,,,,84,,,1943,19,433,2395,3194
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,880,2,16,157,83,76,13,15,7,533,12,5,1,0,1,,,,,,,38,,,957,0,14,971,1385
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,881,4,17,247,109,106,16,18,3,767,19,4,0,0,0,,,,,,,93,,,1399,1,35,1435,1856
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,882,2,14,134,86,70,16,8,12,553,32,3,0,0,0,,,,,,,52,,,980,0,63,1043,1460
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,885,3,10,101,125,99,14,11,11,958,26,7,0,0,0,,,,,,,48,,,1410,0,60,1470,2239
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,890,3,32,92,82,132,22,16,9,555,43,1,0,0,0,,,,,,,44,,,1028,0,76,1104,1910
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,892,3,30,75,118,57,21,20,23,747,27,0,0,2,2,,,,,,,15,,,1137,0,60,1197,1939
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,893,2,2,106,11,29,15,1,3,454,11,1,1,0,0,,,,,,,4,,,638,0,18,656,1017
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,894,1,0,1,9,41,3,15,3,42,6,0,0,0,0,,,,,,,0,,,120,2,0,122,676
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,895,2,10,171,16,38,11,8,2,549,11,1,0,0,0,,,,,,,15,,,832,10,15,857,1188
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,896,2,6,150,7,19,10,6,2,389,11,1,0,0,0,,,,,,,8,,,609,0,18,627,834
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,898,2,11,130,7,10,15,0,5,426,17,1,0,0,0,,,,,,,5,,,627,0,12,639,958
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,899,1,8,56,6,8,2,4,2,177,3,0,0,1,0,,,,,,,1,,,268,0,9,277,370
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,900,3,4,64,46,87,17,20,16,670,16,9,0,0,0,,,,,,,19,,,968,0,56,1024,1622
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,901,2,10,106,25,46,24,7,4,700,5,11,0,0,0,,,,,,,15,,,953,0,59,1012,1420
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,902,2,4,76,19,26,15,6,4,538,11,2,1,0,1,,,,,,,4,,,707,0,36,743,1086
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,903,3,10,114,43,44,14,11,10,842,17,1,0,0,3,,,,,,,12,,,1121,0,51,1172,1755
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,905,3,7,35,54,108,20,12,30,697,42,0,0,0,0,,,,,,,7,,,1012,0,46,1058,1652
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,906,2,6,18,27,46,17,10,9,376,17,1,0,0,0,,,,,,,13,,,540,0,20,560,808
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,907,3,13,126,39,59,25,5,13,712,50,0,1,0,0,,,,,,,12,,,1055,0,55,1110,1621
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,908,1,6,35,16,57,7,5,3,203,8,0,0,0,0,,,,,,,13,,,353,0,23,376,623
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,909,2,11,28,43,72,45,10,10,467,54,6,0,0,0,,,,,,,32,,,778,0,70,848,1321
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,910,3,10,49,58,90,23,13,6,927,58,1,0,0,0,,,,,,,16,,,1251,0,59,1310,1777
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,911,3,11,54,72,102,35,8,8,1066,72,1,0,0,1,,,,,,,20,,,1450,0,76,1526,2199
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,912,2,7,48,20,76,20,7,17,777,41,4,0,0,0,,,,,,,12,,,1029,0,46,1075,1424
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,913,2,7,38,32,95,26,4,4,674,37,0,0,0,0,,,,,,,4,,,921,0,22,943,1205
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,914,3,8,42,31,99,21,11,4,857,57,3,1,0,0,,,,,,,22,,,1156,0,44,1200,1657
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,915,3,7,66,49,78,29,15,6,703,101,3,0,0,0,,,,,,,6,,,1063,8,70,1141,1915
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,916,2,4,56,24,75,14,9,11,557,54,2,0,2,0,,,,,,,12,,,820,0,39,859,1204
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,917,2,7,32,34,81,13,7,5,313,43,0,0,0,0,,,,,,,1,,,536,0,26,562,1091
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,918,3,14,59,51,129,14,14,18,1002,85,3,1,0,1,,,,,,,7,,,1398,1,70,1469,2152
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,919,3,6,35,46,56,22,18,11,722,83,0,0,0,6,,,,,,,11,,,1016,0,73,1089,1602
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,923,3,8,53,62,71,22,27,29,763,39,0,0,0,0,,,,,,,26,,,1100,16,52,1168,1979
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,928,5,22,126,155,172,45,19,19,1003,76,0,0,0,0,,,,,,,41,,,1678,0,124,1802,3173
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,929,3,5,56,79,91,17,14,32,700,32,3,0,0,0,,,,,,,13,,,1042,0,53,1095,1531
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,930,2,10,79,90,126,13,5,17,587,37,3,0,0,1,,,,,,,10,,,978,0,23,1001,1450
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,931,3,8,98,72,114,25,15,6,753,44,2,0,0,1,,,,,,,10,,,1148,0,45,1193,1671
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,933,2,7,58,43,70,14,8,6,325,22,0,0,0,0,,,,,,,16,,,569,1,14,584,928
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,934,5,18,263,137,187,29,30,51,1198,53,9,1,0,0,,,,,,,51,,,2027,0,113,2140,3380
,27,TABASCO,18,MACUSPANA,12,MACUSPANA,940,3,15,33,125,87,13,22,6,531,30,15,2,0,1,,,,,,,16,,,896,0,59,955,1668
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,954,2,50,98,71,39,13,20,9,506,4,6,2,0,0,,,,,,,,,,818,0,34,852,1022
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,955,3,53,82,68,79,14,20,9,930,13,3,1,1,1,,,,,,,,,,1274,0,35,1309,1594
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,956,3,51,106,77,227,7,13,17,876,10,11,0,0,1,,,,,,,,,,1396,0,42,1438,1854
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,957,3,63,123,68,136,9,19,12,661,7,7,0,0,0,,,,,,,,,,1105,0,33,1138,1205
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,958,3,46,149,77,141,10,28,16,911,8,11,0,0,1,,,,,,,,,,1398,0,49,1447,1775
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,959,3,71,117,76,134,27,19,28,820,9,8,1,1,0,,,,,,,,,,1311,0,39,1350,1682
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,960,3,56,132,76,184,28,18,14,1327,13,4,1,0,0,,,,,,,,,,1853,0,63,1916,2186
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,961,1,2,13,22,57,11,8,1,281,4,0,1,0,0,,,,,,,,,,400,0,21,421,507
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,962,4,30,115,134,154,16,32,16,1386,16,2,0,0,0,,,,,,,,,,1901,0,88,1989,2340
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,963,3,55,152,138,127,30,51,10,1024,4,5,2,1,2,,,,,,,,,,1601,0,74,1675,2010
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,964,4,101,122,147,142,34,34,30,1068,13,5,3,0,5,,,,,,,,,,1704,0,113,1817,2277
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,965,4,54,103,285,198,108,73,19,1111,32,8,3,1,6,,,,,,,,,,2001,0,193,2194,2703
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,966,2,12,47,64,104,24,18,11,406,6,0,0,0,1,,,,,,,,,,693,0,40,733,839
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,967,3,47,74,143,68,23,30,4,1151,5,2,5,0,1,,,,,,,,,,1553,0,75,1628,1891
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,968,3,19,109,69,91,38,16,11,927,3,4,0,1,0,,,,,,,,,,1288,0,52,1340,1563
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,969,4,52,91,95,181,56,40,36,1097,30,3,4,1,2,,,,,,,,,,1688,0,151,1839,2264
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,970,3,52,41,200,218,27,23,15,780,7,4,4,0,3,,,,,,,,,,1374,0,81,1455,1757
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,971,4,46,80,174,138,33,28,81,1456,11,9,2,0,0,,,,,,,,,,2058,1,102,2161,2683
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,972,4,53,84,138,254,29,36,6,1226,9,4,4,1,7,,,,,,,,,,1851,0,133,1984,2453
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,973,2,13,38,27,109,13,15,3,372,2,10,0,1,0,,,,,,,,,,603,1,17,621,861
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,974,6,102,160,206,249,38,42,45,1695,12,10,4,1,5,,,,,,,,,,2569,0,154,2723,3404
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,975,2,24,61,33,46,7,13,10,528,7,5,1,0,0,,,,,,,,,,735,0,21,756,937
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,976,3,31,108,48,238,11,14,12,790,10,2,1,0,0,,,,,,,,,,1265,0,60,1325,1599
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,977,2,30,41,68,90,29,21,7,583,8,0,2,0,1,,,,,,,,,,880,0,56,936,1203
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,978,2,25,53,39,155,7,8,9,621,5,0,0,0,0,,,,,,,,,,922,0,8,930,1145
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,979,3,72,76,77,204,32,22,26,822,13,10,5,0,0,,,,,,,,,,1359,0,82,1441,1839
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,980,3,45,135,38,124,33,21,19,1059,8,0,0,0,2,,,,,,,,,,1484,0,69,1553,2152
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,981,2,42,58,15,94,19,9,5,488,2,0,0,0,0,,,,,,,,,,732,1,33,766,985
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,982,5,167,209,152,189,38,50,21,1806,24,7,6,1,1,,,,,,,,,,2671,0,110,2781,3696
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,983,21,311,696,191,700,177,131,68,7241,116,14,5,2,1,,,,,,,,,,9653,6,368,10027,15670
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,984,3,36,109,64,122,26,15,15,1050,14,2,0,10,1,,,,,,,,,,1464,0,53,1517,2243
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,985,5,115,192,86,206,68,38,26,1540,19,2,1,1,0,,,,,,,,,,2294,0,101,2395,3660
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,986,15,167,536,218,477,140,129,47,4299,51,36,2,3,5,,,,,,,,,,6110,0,381,6491,10715
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,987,3,49,122,32,92,24,17,16,1085,14,6,1,1,0,,,,,,,,,,1459,1,55,1515,2243
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,988,2,29,99,24,73,17,12,6,682,5,0,0,1,1,,,,,,,,,,949,0,40,989,1381
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,989,2,28,126,35,83,19,7,11,729,9,2,0,1,1,,,,,,,,,,1051,0,33,1084,1479
,27,TABASCO,19,NACAJUCA,13,NACAJUCA,990,4,54,131,30,191,29,17,34,1038,14,1,0,0,0,,,,,,,,,,1539,0,65,1604,2328
,27,TABASCO,20,PARAISO,5,COMALCALCO,538,3,20,246,271,14,13,12,17,754,9,6,3,0,4,,,,,,,,,,1369,0,74,1443,2057
,27,TABASCO,20,PARAISO,5,COMALCALCO,539,2,16,149,100,3,12,15,2,255,1,19,4,1,1,,,,,,,,,,578,0,19,597,840
,27,TABASCO,20,PARAISO,5,COMALCALCO,540,2,4,152,173,5,8,9,2,253,4,7,4,0,0,,,,,,,,,,621,0,20,641,829
,27,TABASCO,20,PARAISO,5,COMALCALCO,541,2,4,148,152,15,5,6,4,325,4,12,1,0,0,,,,,,,,,,676,0,33,709,968
,27,TABASCO,20,PARAISO,5,COMALCALCO,542,2,14,193,227,6,14,11,5,488,6,1,6,0,0,,,,,,,,,,971,1,30,1002,1432
,27,TABASCO,20,PARAISO,5,COMALCALCO,543,2,3,111,216,18,12,6,1,492,4,3,1,0,0,,,,,,,,,,867,0,44,911,1231
,27,TABASCO,20,PARAISO,5,COMALCALCO,544,2,8,131,120,13,4,6,2,332,4,3,1,0,0,,,,,,,,,,624,0,20,644,818
,27,TABASCO,20,PARAISO,5,COMALCALCO,545,3,5,147,399,13,12,11,5,484,7,10,3,0,3,,,,,,,,,,1099,0,52,1151,1613
,27,TABASCO,20,PARAISO,5,COMALCALCO,546,2,2,173,147,8,2,5,2,451,4,4,1,0,0,,,,,,,,,,799,0,38,837,1079
,27,TABASCO,20,PARAISO,5,COMALCALCO,547,2,4,109,181,16,9,5,8,301,4,4,0,0,0,,,,,,,,,,641,0,24,665,946
,27,TABASCO,20,PARAISO,5,COMALCALCO,549,2,2,151,148,12,17,11,9,586,4,4,1,0,1,,,,,,,,,,946,0,39,985,1244
,27,TABASCO,20,PARAISO,5,COMALCALCO,550,3,12,122,155,43,40,10,4,877,5,2,2,0,0,,,,,,,,,,1272,1,52,1325,1670
,27,TABASCO,20,PARAISO,5,COMALCALCO,552,3,11,102,175,12,16,19,8,991,7,2,0,0,3,,,,,,,,,,1346,0,42,1388,1770
,27,TABASCO,20,PARAISO,5,COMALCALCO,557,3,5,157,362,61,23,18,8,863,8,4,4,2,2,,,,,,,,,,1517,0,37,1554,1988
,27,TABASCO,20,PARAISO,5,COMALCALCO,559,3,12,185,222,34,46,14,10,739,5,5,2,0,1,,,,,,,,,,1275,0,43,1318,1736
,27,TABASCO,20,PARAISO,5,COMALCALCO,560,3,10,184,222,68,12,18,10,868,14,4,0,0,2,,,,,,,,,,1412,1,66,1479,2036
,27,TABASCO,20,PARAISO,5,COMALCALCO,561,2,12,139,115,15,16,18,3,692,5,3,1,1,0,,,,,,,,,,1020,0,28,1048,1285
,27,TABASCO,20,PARAISO,5,COMALCALCO,572,3,14,90,265,30,16,15,3,695,10,9,0,0,0,,,,,,,,,,1147,0,49,1196,1659
,27,TABASCO,20,PARAISO,14,PARAISO,991,3,21,76,394,72,27,32,26,799,12,2,2,0,3,,,,,,,,,,1466,4,48,1518,2091
,27,TABASCO,20,PARAISO,14,PARAISO,992,2,17,129,125,21,18,14,8,319,5,1,0,1,0,,,,,,,,,,658,1,20,679,841
,27,TABASCO,20,PARAISO,14,PARAISO,993,2,43,120,111,17,11,12,15,451,1,1,0,0,0,,,,,,,,,,782,1,17,800,1058
,27,TABASCO,20,PARAISO,14,PARAISO,994,2,12,93,167,60,41,20,22,596,12,0,0,0,0,,,,,,,,,,1023,0,28,1051,1416
,27,TABASCO,20,PARAISO,14,PARAISO,995,2,20,85,190,29,29,7,11,510,8,2,2,0,0,,,,,,,,,,893,1,31,925,1373
,27,TABASCO,20,PARAISO,14,PARAISO,996,3,21,88,216,43,38,23,11,655,7,3,0,0,0,,,,,,,,,,1105,0,31,1136,1610
,27,TABASCO,20,PARAISO,14,PARAISO,997,2,16,82,167,28,22,10,11,484,5,2,0,0,0,,,,,,,,,,827,0,27,854,1138
,27,TABASCO,20,PARAISO,14,PARAISO,998,3,24,114,300,72,43,27,35,841,7,1,1,0,0,,,,,,,,,,1465,1,36,1502,2079
,27,TABASCO,20,PARAISO,14,PARAISO,999,2,19,86,176,22,18,15,34,414,6,1,0,0,1,,,,,,,,,,792,0,44,836,1108
,27,TABASCO,20,PARAISO,14,PARAISO,1000,2,16,102,161,40,24,12,14,357,7,1,0,0,1,,,,,,,,,,735,0,22,757,966
,27,TABASCO,20,PARAISO,14,PARAISO,1001,2,18,93,171,49,10,14,14,494,7,1,0,1,0,,,,,,,,,,872,0,18,890,1124
,27,TABASCO,20,PARAISO,14,PARAISO,1002,2,16,75,88,27,12,10,5,259,4,3,0,1,0,,,,,,,,,,500,0,14,514,694
