SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,CDEM,PSN,PAS,NO REGISTRADOS,NULOS,VTOTAL
140,140B,56,57,27,8,68,29,0,0,0,7,252
141,141B,53,62,44,5,89,17,0,1,0,5,276
142,142B,81,67,40,3,63,12,0,2,0,2,270
143,143B,76,79,36,4,92,23,0,0,0,3,313
144,144B,107,43,23,4,88,16,0,1,0,4,286
145,145B,81,55,29,8,63,7,0,0,0,4,247
146,146B,90,37,24,4,77,10,0,0,0,2,244
146,146C1,75,32,35,4,81,11,0,1,0,1,240
146,146C2,77,28,25,8,69,6,0,1,0,5,219
147,147B,54,47,44,8,90,15,0,0,0,6,264
147,147C1,77,53,36,8,81,14,1,1,0,0,271
147,147C2,75,44,36,13,90,14,1,0,0,3,276
147,147C3,75,43,35,9,75,14,0,2,0,1,254
147,147C4,67,37,35,5,88,19,0,1,0,1,253
147,147C5,78,42,38,8,89,13,0,2,0,5,275
148,148B,0,0,0,0,0,0,0,0,0,0,0
148,148C,28,60,70,5,64,10,0,1,0,0,238
149,149B,16,28,28,2,50,4,0,0,0,0,128
150,150B,2,13,8,1,6,1,0,0,0,1,32
151,151B,22,59,65,8,82,13,0,0,0,0,249
151,151C1,48,52,67,5,77,7,0,0,0,2,258
151,151C2,41,53,57,5,71,10,0,2,0,8,247
152,152B,18,84,98,4,80,3,0,1,0,11,299
152,152C,24,70,99,0,92,5,0,1,0,9,300
153,153B,20,73,84,4,88,9,0,1,0,9,288
153,153C,18,67,82,3,68,5,0,1,0,9,253
154,154B,23,65,58,3,84,9,0,1,0,9,252
154,154C1,0,0,0,0,0,0,0,0,0,0,0
154,154C2,23,64,50,4,75,7,0,1,0,5,229
154,154C3,31,52,65,2,71,4,0,2,0,2,229
154,154C4,26,60,58,2,75,10,0,2,0,7,240
154,154C5,30,60,68,6,71,2,0,0,0,6,243
155,155B,0,0,0,0,0,0,0,0,0,0,0
155,155C,24,68,68,0,66,3,0,1,0,3,233
156,156B,0,0,0,0,0,0,0,0,0,0,0
156,156C,35,55,58,2,72,13,0,1,0,10,246
157,157B,25,58,85,3,68,15,0,0,1,4,259
157,157C,27,63,79,4,66,11,0,0,0,2,252
158,158B,24,64,54,2,47,7,1,0,0,3,202
158,158C,19,45,66,2,54,5,0,0,0,8,199
159,159B,20,69,76,3,93,8,0,4,0,4,277
159,159C,46,78,61,2,78,11,0,0,0,7,283
160,160B,53,64,45,5,87,17,0,4,0,4,279
160,160C1,45,53,68,4,91,17,0,0,1,9,288
160,160C2,50,57,47,11,92,17,1,1,0,5,281
160,160C3,51,72,71,6,80,14,0,0,0,2,296
160,160C4,58,59,53,7,76,5,0,0,0,0,258
160,160C5,60,62,44,4,86,6,2,3,0,7,274
160,160C6,66,52,49,7,86,15,0,1,0,4,280
161,161B,94,35,31,9,74,7,0,0,0,3,253
161,161C1,94,34,21,9,60,12,0,2,1,3,236
161,161C2,107,29,18,11,61,8,0,1,0,4,239
162,162B,62,34,11,2,46,6,0,0,0,3,164
163,163B,24,62,60,1,81,18,0,1,0,4,251
163,163C1,29,44,49,1,91,15,0,1,0,7,237
163,163C2,43,77,64,0,66,13,0,1,0,3,267
164,164B,14,76,89,3,67,10,0,0,0,4,263
164,164C1,0,0,0,0,0,0,0,0,0,0,0
164,164C2,22,63,62,2,70,6,0,2,0,3,230
165,165B,14,66,40,1,50,10,0,0,0,5,186
165,165C,0,0,0,0,0,0,0,0,0,0,0
166,166B,0,0,0,0,0,0,0,0,0,0,0
166,166C1,0,0,0,0,0,0,0,0,0,0,0
166,166C2,0,0,0,0,0,0,0,0,0,0,0
167,167B,29,72,74,1,73,7,0,1,0,7,264
167,167C,15,74,86,1,65,9,1,6,0,3,260
168,168B,36,68,46,6,108,6,0,1,0,4,275
168,168C1,29,57,53,1,95,7,0,1,0,4,247
168,168C2,0,0,0,0,0,0,0,0,0,0,0
169,169B,84,43,28,2,28,5,0,0,0,2,192
170,170B,72,27,30,4,36,4,0,0,0,0,173
170,170C,80,30,19,1,49,6,0,0,0,1,186
171,171B,0,0,0,0,0,0,0,0,0,0,0
172,172B,0,0,0,0,0,0,0,0,0,0,0
173,173B,16,104,52,2,30,9,0,1,0,2,216
173,173C1,15,108,62,0,42,2,0,0,0,3,232
173,173C2,0,0,0,0,0,0,0,0,0,0,0
174,174B,30,110,40,3,45,7,0,0,0,4,239
174,174C,27,116,36,2,43,14,0,2,0,4,244
175,175B,29,109,59,2,43,7,0,0,0,3,252
175,175C1,19,117,47,2,43,4,0,1,2,6,241
175,175C2,38,98,67,8,37,2,0,2,0,6,258
176,176B,0,0,0,0,0,0,0,0,0,0,0
177,177B,0,0,0,0,0,0,0,0,0,0,0
177,177C,14,171,150,2,24,2,1,0,0,16,380
178,178B,3,124,87,0,17,4,0,0,0,7,242
178,178C,3,109,104,0,34,3,0,0,0,5,258
179,179B,48,177,92,2,27,8,0,0,0,3,357
179,179C,0,0,0,0,0,0,0,0,0,0,0
180,180B,0,0,0,0,0,0,0,0,0,0,0
181,181B,38,68,96,3,60,5,0,2,0,5,277
181,181C,25,72,85,3,55,8,0,3,1,8,260
182,182B,107,183,0,9,2,0,0,2,0,14,317
182,182C1,125,156,1,14,3,0,0,0,0,7,306
182,182C2,103,204,0,8,0,0,0,1,0,6,322
183,183B,130,233,0,10,1,0,0,0,0,12,386
183,183C1,127,185,0,10,0,0,0,3,0,14,339
183,183C2,154,187,0,12,1,0,0,2,0,7,363
184,184B,188,184,0,16,0,0,0,0,0,4,392
184,184C1,150,177,1,14,1,0,0,2,0,28,373
184,184C2,175,174,2,9,0,0,0,0,0,6,366
185,185B,189,192,0,4,1,0,0,1,0,15,402
185,185C1,0,0,0,0,0,0,0,0,0,0,0
185,185C2,0,0,0,0,0,0,0,0,0,0,0
186,186B,206,275,0,20,1,0,0,1,0,18,521
187,187B,206,171,3,23,0,0,0,2,0,15,420
187,187C,174,182,0,13,1,0,0,3,0,7,380
188,188B,176,183,1,5,0,0,0,1,0,8,374
188,188C1,161,186,0,6,0,0,0,1,0,10,364
188,188C2,165,171,0,7,0,0,0,1,0,13,357
189,189B,159,193,0,9,0,0,0,0,0,13,374
189,189C1,164,184,0,9,1,0,0,0,0,14,372
189,189C2,163,187,3,3,0,0,0,0,0,21,377
190,190B,126,187,0,14,0,0,0,0,0,12,339
190,190C1,134,174,0,13,1,0,0,1,0,10,333
190,190C2,134,172,0,13,0,0,0,0,0,11,330
191,191B,139,210,0,10,1,0,0,1,0,6,367
191,191C,136,190,1,14,0,0,0,3,0,8,352
192,192B,161,253,0,17,0,0,0,1,0,11,443
192,192C,195,240,1,9,2,0,0,0,0,7,454
193,193B,181,264,0,19,1,0,0,1,0,7,473
193,193C,196,235,0,24,1,0,0,3,0,31,490
194,194B,186,217,0,7,1,0,0,2,0,10,423
194,194C,169,200,0,20,0,0,0,2,0,13,404
195,195B,184,218,0,18,0,0,0,0,0,5,425
195,195C1,172,187,0,13,0,0,0,0,0,7,379
195,195C2,184,161,0,17,5,0,0,0,0,14,381
196,196B,162,218,0,12,1,0,0,2,0,5,400
196,196C1,152,195,1,26,0,0,0,1,0,10,385
196,196C2,169,214,0,17,0,0,0,0,0,11,411
196,196C3,144,210,0,18,0,0,0,0,0,6,378
197,197B,198,170,0,13,3,0,0,2,0,9,395
197,197C1,181,179,0,16,1,0,0,0,0,10,387
197,197C2,191,207,1,13,2,0,0,0,0,11,425
198,198B,143,255,1,9,1,0,0,3,0,14,426
198,198C1,144,219,0,10,2,0,0,3,0,13,391
198,198C2,157,224,0,13,1,0,0,0,0,17,412
199,199B,173,189,2,17,1,0,0,2,0,3,387
199,199C1,179,156,0,12,0,0,0,2,0,1,350
199,199C2,166,174,0,12,1,0,0,0,0,5,358
200,200B,186,218,1,6,2,0,0,3,0,10,426
200,200C1,186,226,0,5,1,0,0,4,0,10,432
200,200C2,201,190,0,9,0,0,0,5,0,11,416
201,201B,141,219,2,6,0,0,0,0,0,6,374
201,201C1,146,192,0,3,1,0,0,1,0,18,361
201,201C2,136,185,0,11,1,0,0,0,0,17,350
202,202B,160,232,3,10,0,0,0,1,0,14,420
202,202C1,185,182,3,15,2,1,0,0,0,9,397
202,202C2,151,211,0,10,2,0,0,1,0,14,389
203,203B,198,252,1,15,1,0,0,2,0,15,484
203,203C1,224,231,3,14,2,0,0,1,0,8,483
203,203C2,211,226,0,13,0,0,0,1,0,9,460
203,203C3,224,235,1,19,1,0,0,0,0,4,484
203,203C4,191,249,0,15,0,0,0,2,0,9,466
203,203C5,384,466,5,26,2,0,0,3,0,2,888
204,204B,23,96,18,2,100,52,0,2,0,4,297
204,204C1,21,128,13,1,75,56,0,2,0,6,302
204,204C2,29,92,17,4,80,61,1,2,0,7,293
204,204C3,30,95,14,1,110,72,0,1,0,4,327
204,204C4,32,114,18,2,90,53,1,1,0,10,321
204,204C5,21,76,19,1,84,78,1,0,0,8,288
204,204C6,21,106,29,2,72,57,0,1,0,5,293
204,204C7,31,95,16,3,75,54,0,1,0,9,284
204,204C8,28,108,14,2,86,69,3,0,0,4,314
204,204C9,19,102,18,2,77,83,0,2,0,6,309
204,204C10,28,97,16,2,82,67,0,2,0,0,294
204,204C11,27,112,12,1,109,50,0,0,0,7,318
204,204C12,30,107,21,1,67,52,0,1,0,7,286
204,204C13,30,104,21,4,98,51,0,1,0,0,309
204,204C14,32,107,19,2,91,62,0,0,0,4,317
204,204C15,26,101,18,6,82,71,0,1,0,4,309
204,204C16,28,109,15,5,86,53,0,1,0,4,301
204,204C17,26,104,22,0,81,76,0,3,0,0,312
204,204C18,27,102,15,1,74,75,0,0,0,7,301
204,204C19,22,112,13,1,97,59,0,0,0,5,309
204,204C20,22,116,15,1,101,58,0,2,0,8,323
204,204C21,26,109,17,3,73,59,0,0,0,6,293
205,205B,32,88,25,4,74,87,0,1,0,3,314
205,205C1,31,94,25,0,60,84,0,3,0,4,301
205,205C2,32,68,29,0,57,73,2,0,0,3,264
205,205C3,35,75,25,1,77,72,0,1,0,8,294
205,205C4,34,108,23,3,58,88,0,1,0,0,315
205,205C5,38,93,27,2,51,66,0,0,0,4,281
205,205C6,36,76,29,0,67,61,0,2,0,0,271
206,206B,35,124,23,0,52,48,0,1,0,5,288
206,206C1,36,112,22,0,71,57,0,0,0,3,301
206,206C2,32,80,19,4,68,58,0,0,0,7,268
206,206C3,31,112,15,1,58,61,0,0,0,2,280
206,206C4,27,115,13,1,58,55,0,0,0,5,274
206,206C5,38,107,12,2,69,54,0,1,0,9,292
207,207B,31,116,23,0,69,47,0,1,0,4,291
207,207C1,48,123,18,1,60,27,1,2,0,4,284
207,207C2,34,102,11,0,55,47,0,0,0,3,252
207,207C3,39,109,25,1,69,46,1,1,0,8,299
207,207C4,34,102,20,0,58,48,0,0,0,6,268
207,207C5,42,97,24,0,49,51,0,0,0,4,267
208,208B,89,190,13,1,12,7,0,0,0,4,316
208,208C,73,199,10,0,10,11,0,1,0,11,315
209,209B,84,160,14,0,28,68,0,0,0,5,359
209,209C1,93,148,20,0,27,50,0,1,0,6,345
209,209C2,56,151,22,0,25,61,3,0,0,7,325
209,209C3,55,129,13,2,29,53,0,2,0,8,291
209,209C4,77,112,22,0,22,61,1,0,0,46,341
209,209C5,64,138,15,0,20,49,0,1,0,9,296
210,210B,2,223,7,3,8,201,0,1,0,3,448
210,210C,17,214,7,0,5,171,7,1,0,13,435
211,211B,17,256,7,3,138,142,0,3,5,29,600
211,211EX1,2,91,7,3,91,43,0,4,0,39,280
211,211EX2,6,205,4,2,130,25,0,0,0,12,384
212,212B,1,9,3,1,14,13,1,0,0,0,42
213,213B,0,0,0,0,0,0,0,0,0,0,0
214,214B,28,39,0,0,0,22,0,0,0,2,91
215,215B,54,108,81,0,0,5,0,1,0,16,265
215,215C,60,134,83,1,0,2,0,0,0,13,293
216,216B,59,151,122,4,1,3,0,3,0,12,355
217,217B,70,165,99,4,1,4,0,2,0,19,364
218,218B,80,160,89,1,0,7,0,1,0,10,348
218,218C,65,172,108,1,0,0,0,4,0,10,360
219,219B,71,148,91,1,1,1,0,3,0,41,357
220,220B,94,218,150,0,0,9,0,2,0,18,491
221,221B,73,140,52,2,1,1,0,0,0,6,275
221,221C,68,128,50,3,0,3,0,0,0,14,266
222,222B,86,175,115,2,0,8,0,2,0,11,399
222,222C,96,205,111,0,0,4,0,2,0,11,429
223,223B,54,127,70,3,3,2,0,5,0,5,269
223,223C,57,131,57,2,0,9,0,4,0,8,268
224,224B,112,147,113,2,2,10,0,3,0,14,403
225,225B,59,154,77,0,0,3,0,6,0,4,303
225,225C,70,128,78,1,0,7,0,14,2,7,307
226,226B,52,134,76,0,0,1,0,2,0,14,279
226,226C,49,133,56,4,1,4,0,0,0,7,254
227,227B,20,192,155,2,0,10,0,1,0,10,390
227,227C,21,197,169,5,1,9,1,0,0,14,417
228,228B,19,135,109,0,0,5,0,0,0,21,289
228,228C,34,160,136,2,1,9,0,1,0,8,351
229,229B,37,212,87,4,1,15,1,1,0,39,397
229,229C,41,239,68,6,6,3,0,3,0,14,380
230,230B,79,94,6,3,1,0,1,2,0,7,193
230,230EX,104,33,15,5,2,2,0,10,0,7,178
231,231B,41,123,22,1,0,0,0,0,0,9,196
231,231EX,42,50,155,7,1,0,0,21,0,3,279
232,232B,112,125,60,3,0,1,0,0,0,8,309
232,232C,73,80,51,1,1,1,0,1,0,19,227
232,232EX,27,115,86,5,1,3,2,3,0,10,252
233,233B,87,144,35,4,1,0,0,1,0,13,285
233,233EX,62,34,89,3,1,2,0,2,0,21,214
234,234B,135,108,109,6,3,1,1,1,0,42,406
234,234C,111,141,110,10,2,2,1,2,0,14,393
234,234EX,97,69,69,4,0,4,0,0,0,12,255
235,235B,107,79,110,5,4,3,1,1,0,17,327
235,235C,83,105,128,10,4,3,0,2,0,21,356
236,236B,10,15,15,1,0,0,0,0,0,3,44
237,237B,88,83,26,4,3,1,0,1,0,19,225
237,237EX,35,262,38,5,0,1,0,1,0,3,345
238,238B,198,240,43,2,7,0,1,5,0,56,552
238,238EX,108,117,37,8,0,2,0,2,0,9,283
239,239B,7,228,146,2,0,5,0,1,6,5,400
239,239EX,57,241,44,24,1,0,0,2,0,5,374
240,240B,92,288,36,0,1,2,0,4,0,51,474
241,241B,13,263,80,1,1,0,0,8,0,6,372
241,241C,19,268,92,2,0,0,1,14,0,2,398
242,242B,21,200,61,1,0,0,0,0,0,5,288
242,242C,12,168,55,2,1,0,0,0,0,38,276
243,243B,6,158,12,2,0,0,0,5,0,12,195
244,244B,21,207,98,3,1,0,0,0,0,6,336
244,244EX,25,115,144,5,0,10,0,1,0,35,335
245,245B,48,179,50,3,5,2,0,2,0,12,301
246,246B,0,0,0,0,0,0,0,0,0,0,0
247,247B,90,139,123,8,13,3,0,1,0,77,454
247,247EX,41,218,156,2,2,0,0,0,0,7,426
248,248B,75,66,17,2,2,0,0,2,0,3,167
249,249B,16,200,119,2,1,0,0,2,0,12,352
249,249C,16,188,113,2,0,0,0,0,0,32,351
249,249EX,48,92,86,4,2,0,0,2,0,14,248
250,250B,57,70,107,1,2,1,1,0,0,16,255
250,250EX,84,113,29,4,2,0,0,3,0,8,243
251,251B,111,241,69,5,1,1,0,14,0,25,467
251,251EX,10,173,48,6,1,1,1,40,0,8,288
252,252B,148,186,5,0,0,8,0,2,0,13,362
252,252C,131,219,1,0,0,7,0,4,0,7,369
253,253B,166,157,7,1,0,10,1,8,0,10,360
253,253C,148,167,14,0,0,8,1,8,0,7,353
254,254B,162,197,6,0,0,11,2,4,0,8,390
255,255B,152,219,3,0,0,10,0,7,0,12,403
255,255C,192,170,8,0,0,7,0,10,0,13,400
256,256B,205,246,10,1,0,18,1,13,0,15,509
257,257B,257,215,7,0,0,21,0,11,0,14,525
258,258B,220,185,6,0,0,20,0,5,0,6,442
258,258C1,191,197,7,0,0,21,0,5,0,11,432
258,258C2,212,179,10,0,0,18,0,0,0,5,424
259,259B,210,156,9,0,0,14,0,7,0,11,407
260,260B,19,19,2,0,0,6,0,2,0,0,48
261,261B,161,158,20,1,0,16,0,3,0,11,370
261,261C,191,136,16,4,0,9,2,2,0,10,370
262,262B,143,299,2,10,21,1,0,1,0,19,496
262,262C,167,306,2,13,7,1,1,7,0,9,513
263,263B,147,224,4,3,5,0,0,4,0,12,399
263,263C,123,241,1,7,3,0,0,1,0,8,384
264,264B,124,258,2,10,6,2,0,1,0,6,409
264,264C,105,271,3,3,16,0,0,0,0,8,406
265,265B,197,300,1,5,6,1,0,2,0,11,523
265,265C,184,301,3,9,4,0,1,2,0,15,519
266,266B,274,200,5,6,3,10,0,1,0,13,512
267,267B,196,134,2,1,52,3,0,1,0,9,398
268,268B,245,247,3,10,52,14,1,2,0,17,591
268,268C,311,236,2,2,37,3,0,0,0,0,591
269,269B,41,161,2,1,4,6,0,1,0,0,216
269,269EX,48,162,3,41,1,2,0,0,0,3,260
270,270B,114,166,5,6,2,35,2,2,0,13,345
270,270C,92,172,0,3,2,27,2,1,0,18,317
271,271B,73,172,1,4,1,21,0,0,0,16,288
271,271C,75,161,1,2,0,18,1,0,0,10,268
272,272B,114,156,2,19,6,9,0,2,0,17,325
273,273B,213,288,3,1,0,3,0,2,0,28,538
273,273EX,14,131,1,3,44,18,0,1,0,6,218
274,274B,94,200,1,2,2,2,0,0,0,24,325
274,274EX,128,138,1,4,9,0,0,3,0,19,302
275,275B,149,206,0,15,31,8,0,0,0,19,428
275,275EX,29,91,0,4,17,0,0,1,0,16,158
276,276B,96,227,0,37,26,2,0,1,0,0,389
276,276EX,38,152,1,7,10,3,0,0,0,8,219
277,277B,36,144,0,11,44,1,0,0,0,3,239
278,278B,145,208,6,14,1,3,0,0,0,18,395
279,279B,88,160,1,13,5,0,0,2,0,7,276
280,280B,94,94,0,54,4,3,0,0,0,0,249
281,281B,36,82,0,3,1,0,0,0,0,2,124
282,282B,68,195,4,26,36,15,1,3,0,13,361
283,283B,105,161,0,7,5,3,1,3,0,14,299
284,284B,21,220,90,0,4,3,0,0,0,8,346
284,284C,26,204,89,1,0,3,0,0,0,4,327
285,285B,8,242,77,0,0,4,0,0,0,4,335
285,285C,6,236,93,0,0,0,0,0,0,10,345
286,286B,15,289,114,2,1,2,0,0,0,10,433
286,286C1,12,263,155,1,3,9,0,0,0,8,451
286,286C2,15,255,162,4,1,3,1,0,0,12,453
287,287B,208,223,106,3,2,0,0,0,0,12,554
288,288B,18,248,103,1,4,2,0,0,0,12,388
288,288EX,18,285,134,1,0,2,0,0,0,24,464
289,289B,25,222,87,5,2,4,0,0,0,9,354
290,290B,45,170,125,5,1,3,0,0,0,11,360
290,290C,24,197,111,4,3,2,0,0,0,2,343
291,291B,6,286,197,5,3,13,0,0,0,18,528
292,292B,49,154,119,3,0,0,0,0,0,11,336
292,292C,56,144,119,4,3,2,0,1,0,8,337
293,293B,36,197,86,1,2,3,0,0,0,24,349
293,293C,55,220,63,2,0,0,0,1,0,16,357
294,294B,45,257,104,2,0,6,0,1,0,18,433
295,295B,92,210,107,1,0,0,0,0,0,4,414
296,296B,63,184,35,1,2,9,0,0,0,12,306
296,296C,71,148,41,4,1,22,0,1,0,15,303
297,297B,16,147,130,1,1,0,0,0,0,3,298
298,298B,47,81,10,4,3,13,0,6,0,4,168
299,299B,34,59,15,3,1,12,0,1,0,6,131
300,300B,72,118,12,3,3,38,1,4,0,5,256
300,300C,70,126,11,9,4,37,0,5,0,1,263
301,301B,11,40,8,2,1,16,0,0,0,2,80
302,302B,63,114,22,4,4,51,0,5,0,10,273
303,303B,58,107,16,11,1,21,0,3,0,7,224
303,303C,77,91,11,9,4,20,0,5,0,10,227
304,304B,75,69,18,6,3,26,0,3,0,1,201
304,304C,55,79,14,4,0,13,0,3,0,6,174
305,305B,69,77,6,3,2,28,0,6,0,4,195
305,305C,61,83,6,0,2,17,0,5,0,2,176
306,306B,55,90,17,9,3,38,0,2,0,4,218
306,306C,66,110,9,6,1,39,0,4,0,5,240
307,307B,63,105,16,9,2,27,0,4,0,9,235
307,307C1,49,87,15,6,2,28,0,6,0,12,205
307,307C2,56,127,16,6,3,33,0,8,0,10,259
307,307C3,53,106,17,9,7,30,0,9,0,12,243
307,307C4,49,107,13,6,3,37,0,1,0,11,227
308,308B,58,93,10,1,1,22,1,5,0,3,194
308,308C,53,81,11,4,4,47,1,9,0,6,216
309,309B,78,123,10,5,2,33,0,8,0,10,269
309,309C,74,120,21,6,6,33,1,11,0,14,286
310,310B,81,147,14,2,4,28,0,6,0,13,295
310,310C,76,120,11,0,2,37,0,9,1,13,269
311,311B,69,86,12,1,1,31,3,1,0,11,215
311,311C,82,97,14,4,3,24,0,3,0,0,227
312,312B,83,79,8,3,3,27,0,1,0,8,212
312,312C,76,78,15,3,6,30,0,3,0,9,220
313,313B,68,111,7,3,3,31,0,4,0,6,233
314,314B,55,110,13,3,3,20,0,3,0,10,217
315,315B,80,145,11,10,0,59,0,1,0,5,311
315,315C,75,136,11,3,3,51,0,4,0,7,290
316,316B,0,0,0,0,0,0,0,,0,0,0
317,317B,59,67,14,4,4,33,0,3,0,4,188
317,317C,65,64,10,7,2,20,0,1,0,7,176
318,318B,76,69,14,3,0,38,0,4,0,2,206
318,318C,72,97,11,2,0,30,0,7,0,0,219
319,319B,101,134,24,8,9,76,1,5,0,5,363
320,320B,58,98,9,1,5,35,0,2,0,2,210
320,320C,56,90,9,5,5,42,0,3,0,3,213
321,321B,72,115,13,3,3,53,1,3,0,7,270
322,322B,59,104,14,13,3,30,0,1,0,7,231
323,323B,50,82,9,7,6,34,0,3,0,2,193
323,323C,48,86,10,3,2,39,0,4,0,3,195
324,324B,34,39,2,1,1,16,0,1,0,12,106
325,325B,53,83,4,1,1,17,0,2,0,4,165
325,325C,55,86,8,3,0,24,0,4,0,3,183
326,326B,69,121,18,5,1,27,0,7,0,4,252
326,326C,76,117,11,2,5,30,0,0,0,11,252
327,327B,90,145,10,6,7,45,0,8,0,6,317
328,328B,63,90,10,3,3,37,0,3,0,10,219
328,328C,69,93,7,3,3,25,1,7,0,8,216
329,329B,51,91,16,5,3,21,0,2,1,8,198
329,329C,43,100,4,1,5,14,0,13,0,3,183
330,330B,78,112,13,1,2,48,0,3,0,6,263
330,330C,50,161,17,3,0,40,0,6,0,11,288
