CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAC,PS,MORENA,ES,PRI_PVEM_NVA_ALIANZA_PS,PRI_PVEM_NVA_ALIANZA,PRI_NVA_ALIANZA_PS,PRI_NVA_ALIANZA,PRI_PS,PRI_PVEM,PRD_PT,PVEM_PS,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,245,4,115,389,218,17,11,342,288,152,37,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621,73,1694,2299
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,246,1,51,107,69,6,2,124,90,53,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,18,531,697
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,247,3,42,219,102,3,9,284,97,240,6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033,60,1093,1566
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,248,2,7,211,269,6,9,151,104,56,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848,18,866,1181
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,249,1,11,147,18,0,5,123,33,43,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,19,405,541
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,250,2,31,131,45,1,3,168,74,189,19,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,22,711,950
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,251,4,149,837,128,4,13,290,176,119,8,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809,28,1837,2811
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,252,3,24,407,87,11,8,276,68,122,9,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054,28,1082,1810
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,253,3,21,375,63,8,11,246,44,114,23,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938,17,955,1578
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,58,SANTA ANA NOPALUCAN,254,4,547,,34,,,8,,179,775,105,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1968,62,2030,2632
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,58,SANTA ANA NOPALUCAN,255,4,594,,29,,,8,,235,662,89,,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1954,75,2029,2601
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,256,2,41,205,167,5,9,65,181,33,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,34,771,1352
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,257,2,19,110,90,5,10,66,110,82,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,31,538,919
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,258,1,6,56,16,6,2,46,37,29,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,4,215,364
4,29,TLAXCALA,10,HUAMANTLA,16,IXTENCO,259,2,50,126,73,114,24,2,121,56,135,110,129,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,0,1028,40,1068,1393
4,29,TLAXCALA,10,HUAMANTLA,16,IXTENCO,260,2,40,86,60,129,37,4,92,48,81,62,128,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,0,840,45,885,1172
4,29,TLAXCALA,10,HUAMANTLA,16,IXTENCO,261,2,40,48,99,138,48,6,108,54,105,126,169,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,0,997,43,1040,1461
4,29,TLAXCALA,10,HUAMANTLA,16,IXTENCO,262,2,44,70,106,89,16,2,77,24,46,74,95,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,0,697,31,728,1035
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,17,MAZATECOCHCO DE JOSE MARIA MORELOS,263,3,46,148,205,218,446,55,,,11,26,136,,,,,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,0,1512,41,1553,2027
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,17,MAZATECOCHCO DE JOSE MARIA MORELOS,264,3,23,147,110,179,259,44,,,22,15,133,,,,,,,,,,,,,,,,,,513,,,,,,,,,,,,,,,0,1445,35,1480,1879
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,17,MAZATECOCHCO DE JOSE MARIA MORELOS,265,3,48,103,223,190,226,138,,,11,25,101,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,0,1405,45,1450,1896
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,17,MAZATECOCHCO DE JOSE MARIA MORELOS,266,3,26,86,232,170,206,65,,,16,19,144,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,0,1104,24,1128,1525
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,267,3,232,,382,5,12,8,,73,,42,67,,,212,,,,,,,,,,,,,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,33,1238,1785
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,268,4,287,,269,8,11,11,,55,,43,33,,,437,,,,,,,,,,,,,416,,,,,,,,,,,,,,,,,0,1570,47,1617,2359
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,269,4,205,,198,21,3,14,,32,,42,34,,,338,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,4,1116,39,1155,1679
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,270,2,66,,81,6,4,4,,45,,14,27,,,45,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,0,373,22,395,1302
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,271,3,264,,256,9,9,15,,86,,50,47,,,232,,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,0,1180,29,1209,1770
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,272,5,614,,481,24,19,30,,137,,112,82,,,342,,,,,,,,,,,,,286,,,,,,,,,,,,,,,,,4,2131,64,2195,3055
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,273,3,358,,292,16,17,13,,83,,57,79,,,247,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,2,1368,36,1404,1937
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,274,2,321,,274,12,11,21,,67,,26,30,,,98,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,0,910,23,933,1182
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,275,3,175,,201,16,7,9,,340,,40,55,,,131,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,0,1087,36,1123,1645
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,276,3,234,,226,21,12,12,,401,,56,59,,,166,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,1,1261,38,1299,1772
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,277,1,79,,92,4,3,1,,18,,17,1,,,73,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,2,341,20,361,449
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,278,1,60,,98,3,1,4,,25,,15,3,,,19,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,0,302,16,318,558
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,279,3,179,,308,10,6,11,,131,,62,31,,,225,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,1,1088,42,1130,1635
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,280,1,101,,66,3,0,0,,30,,14,6,,,42,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,0,279,13,292,481
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,281,3,271,,271,11,9,6,,188,,94,30,,,264,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,1,1239,53,1292,1921
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,282,1,69,,78,5,5,0,,31,,18,6,,,41,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,0,270,3,273,414
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,283,2,211,,181,24,12,14,,53,,35,47,,,149,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,1,899,30,929,1432
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,284,2,335,,114,7,,1,201,3,4,38,12,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,0,895,26,921,1369
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,285,2,379,,102,4,,1,220,1,3,23,8,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,28,883,1310
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,286,3,483,,178,14,,3,404,4,7,57,8,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1387,37,1424,2058
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,287,3,364,,122,10,,2,365,9,4,51,11,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1130,34,1164,1777
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,288,4,297,,75,11,,13,132,11,16,401,472,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1551,53,1604,2665
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,289,3,195,,26,6,,7,74,7,10,255,411,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1050,21,1071,1526
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,290,4,535,,112,2,,8,221,13,13,422,359,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1823,46,1869,2525
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,291,1,97,,56,1,,1,138,0,1,105,12,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,0,447,13,460,545
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,292,2,30,,97,233,,40,114,191,35,15,130,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,917,41,958,1366
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,293,2,63,,49,207,,38,127,175,67,21,85,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,1,899,27,926,1323
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,294,2,21,,67,170,,20,109,117,70,6,91,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,695,35,730,1002
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,60,BENITO JUAREZ,295,4,69,299,521,11,,,8,164,163,235,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751,53,1804,2489
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,60,BENITO JUAREZ,296,3,54,181,268,4,,,3,159,95,135,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097,33,1130,1525
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,297,2,443,,197,60,,6,56,53,21,22,34,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,0,926,24,950,1335
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,298,3,310,,159,111,,5,53,65,22,45,28,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,834,23,857,1250
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,299,4,91,,79,150,7,12,312,10,,119,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1050,39,1089,2543
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,300,2,79,,61,155,4,9,259,4,,38,,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,787,27,814,1326
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,301,4,126,,138,234,9,9,355,5,,37,,,,,,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1311,57,1368,2271
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,302,4,73,,172,207,9,23,318,13,,156,,,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1340,66,1406,2331
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,303,2,37,,92,59,2,6,136,5,,39,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,523,20,543,827
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,304,2,55,,16,106,2,10,123,4,,18,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,633,24,657,916
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,305,1,17,,9,42,3,3,17,1,,10,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,217,6,223,333
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,306,1,15,,9,10,0,1,7,1,,28,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,127,7,134,172
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,307,1,16,,24,44,1,3,102,2,,21,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,345,13,358,507
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,308,2,35,,61,143,7,1,204,3,,74,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,788,26,814,1172
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,22,ACUAMANALA DE MIGUEL HIDALGO,309,2,108,161,,,66,142,,102,56,161,2,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,0,946,27,973,1221
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,22,ACUAMANALA DE MIGUEL HIDALGO,310,2,85,253,,,117,154,,87,80,134,2,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,0,1122,14,1136,1341
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,22,ACUAMANALA DE MIGUEL HIDALGO,311,2,152,108,,,30,167,,66,67,153,0,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,1,945,23,968,1132
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,22,ACUAMANALA DE MIGUEL HIDALGO,312,1,24,86,,,11,115,,60,24,101,0,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,0,506,0,506,634
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,46,SANTA CRUZ QUILEHTLA,313,3,11,78,104,12,,142,314,56,,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,791,28,819,1702
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,46,SANTA CRUZ QUILEHTLA,314,3,6,101,139,17,,173,379,58,,4,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,979,34,1013,1501
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,46,SANTA CRUZ QUILEHTLA,315,2,8,106,253,295,,2,9,15,,13,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,939,46,985,1330
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,45,SANTA APOLONIA TEACALCO,316,3,434,,,,,12,544,87,,12,,,,,,16,,231,,,,,,,,,,,,,,,,,,,,,,,,,,0,1336,30,1366,1685
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,45,SANTA APOLONIA TEACALCO,317,3,544,,,,,23,460,139,,2,,,,,,10,,358,,,,,,,,,,,,,,,,,,,,,,,,,,0,1536,21,1557,1853
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,318,3,13,,,,7,1,,343,97,29,2,,,,73,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,567,12,579,843
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,319,4,70,,,,106,2,,915,82,82,0,,,,293,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,1568,37,1605,2539
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,320,1,16,,,,27,1,,209,15,14,1,,,,122,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,408,9,417,554
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,321,1,54,,,,66,3,,174,9,33,0,,,,89,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,431,11,442,707
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,322,2,24,,,,23,2,,417,89,25,1,,,,155,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,739,14,753,1058
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,323,3,37,,,,172,9,,202,66,57,5,,,,165,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,723,46,769,1669
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,324,1,15,,,,88,4,,162,13,18,1,,,,75,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,381,22,403,629
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,325,2,217,,,,130,2,,180,56,38,0,,,,140,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,45,828,1316
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,326,3,154,,,,113,8,,618,52,88,3,,,,301,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,0,1354,42,1396,2077
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,327,3,200,,,,78,12,,350,31,103,0,,,,184,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,0,973,33,1006,1654
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,328,2,30,,,,63,3,,268,11,21,3,,,,126,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,0,534,18,552,819
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,329,2,33,,,,525,3,,161,10,33,5,,,,209,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,987,27,1014,1437
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,330,2,38,,,,442,2,,156,5,18,6,,,,99,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,0,787,17,804,1115
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,331,2,41,,,,64,5,,234,112,46,2,,,,180,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,706,34,740,1111
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,332,1,13,,6,0,10,2,1,3,,4,1,,,,,1,,,,,,,,,,,,,,3,23,1,1,,,,,,,,,,,0,69,1,70,322
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,333,2,48,,171,8,71,13,5,84,,42,17,,,,,75,,,,,,,,,,,,,,27,36,20,20,,,,,,,,,,,2,639,27,666,1167
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,333,2,5,,8,4,6,0,,2,1,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,35,2,37,1167
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,334,2,47,,86,15,116,8,4,30,,123,24,,,,,52,,,,,,,,,,,,,,76,74,22,14,,,,,,,,,,,0,691,29,720,994
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,335,2,58,,105,10,74,3,4,14,,59,17,,,,,30,,,,,,,,,,,,,,49,48,21,7,,,,,,,,,,,1,500,16,516,622
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,335,2,7,,22,4,3,5,,9,1,14,9,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,95,6,101,622
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,336,4,120,,396,51,216,23,18,74,,150,37,,,,,175,,,,,,,,,,,,,,139,209,117,75,,,,,,,,,,,0,1800,70,1870,2711
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,337,3,61,,208,29,264,8,11,70,,131,37,,,,,88,,,,,,,,,,,,,,99,132,76,22,,,,,,,,,,,11,1247,45,1292,1812
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,338,3,113,,320,177,124,8,26,60,,27,5,,,,,89,,,,,,,,,,,,,,151,14,103,41,,,,,,,,,,,0,1258,79,1337,2221
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,339,2,75,,215,13,20,2,18,11,,1,15,,,,,80,,,,,,,,,,,,,,9,9,3,8,,,,,,,,,,,0,479,29,508,789
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,340,1,34,,136,12,52,7,2,16,,4,2,,,,,59,,,,,,,,,,,,,,17,2,9,11,,,,,,,,,,,0,363,23,386,677
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,341,1,7,,18,5,30,0,0,0,,17,0,,,,,38,,,,,,,,,,,,,,8,2,2,11,,,,,,,,,,,0,138,2,140,167
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,342,3,74,,381,70,51,11,11,146,,40,9,,,,,166,,,,,,,,,,,,,,117,55,35,80,,,,,,,,,,,0,1246,46,1292,1765
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,343,1,34,,205,4,23,1,8,3,,8,5,,,,,93,,,,,,,,,,,,,,51,3,34,45,,,,,,,,,,,0,517,17,534,654
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,344,1,16,,88,13,13,21,5,37,,14,4,,,,,99,,,,,,,,,,,,,,34,8,26,182,,,,,,,,,,,0,560,6,566,709
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,345,3,42,,201,70,98,26,23,30,,75,1,,,,,75,,,,,,,,,,,,,,143,82,30,211,,,,,,,,,,,0,1107,30,1137,1539
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,346,3,42,,141,87,59,130,11,35,,70,19,,,,,65,,,,,,,,,,,,,,209,16,103,65,,,,,,,,,,,0,1052,51,1103,1596
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,347,3,50,,133,93,70,139,6,78,,69,12,,,,,70,,,,,,,,,,,,,,274,27,79,23,,,,,,,,,,,0,1123,49,1172,1766
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,348,5,540,,,,8,34,,13,,166,11,,,989,,,,431,,,,,,,,,,,,,,,,,,,,,,,,,,4,2196,52,2248,3169
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,349,5,714,,,,8,60,,49,,272,8,,,651,,,,564,,,,,,,,,,,,,,,,,,,,,,,,,,1,2327,58,2385,3221
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,350,6,1143,,,,24,16,,9,,256,20,,,622,,,,761,,,,,,,,,,,,,,,,,,,,,,,,,,27,2878,85,2963,4239
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,351,5,999,,,,61,11,,11,,163,9,,,532,,,,668,,,,,,,,,,,,,,,,,,,,,,,,,,0,2454,71,2525,3462
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,352,4,737,,,,69,12,,9,,109,3,,,471,,,,430,,,,,,,,,,,,,,,,,,,,,,,,,,0,1840,36,1876,2554
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,353,5,932,,,,30,47,,17,,148,6,,,313,,,,535,,,,,,,,,,,,,,,,,,,,,,,,,,0,2028,77,2105,3073
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,354,5,856,,,,23,26,,40,,172,12,,,531,,,,538,,,,,,,,,,,,,,,,,,,,,,,,,,0,2198,61,2259,3146
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,355,4,455,,,,14,19,,11,,302,8,,,411,,,,588,,,,,,,,,,,,,,,,,,,,,,,,,,0,1808,39,1847,2613
