CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAC,PS,MORENA,ES,PRI_PVEM_NVA_ALIANZA_PS,PRI_PVEM_NVA_ALIANZA,PRI_NVA_ALIANZA_PS,PRI_NVA_ALIANZA,PRI_PS,PRI_PVEM,PRD_PT,PVEM_PS,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,363,C03,75,,,,7,34,,6,,30,2,,,134,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,0,406,27,433,630,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_San%20Pablo%20del%20Monte.pdf
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,363,C04,102,,,,10,62,,8,,30,4,,,90,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,0,412,19,431,629,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_San%20Pablo%20del%20Monte.pdf
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,363,C05,112,,,,5,29,,7,,22,3,,,95,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,0,387,20,407,629,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_San%20Pablo%20del%20Monte.pdf
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,364,B,87,,,,6,28,,14,,29,6,,,117,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,0,383,20,403,594,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_San%20Pablo%20del%20Monte.pdf
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,364,C01,97,,,,7,26,,5,,32,3,,,93,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,0,349,21,370,594,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_San%20Pablo%20del%20Monte.pdf
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,364,C02,95,,,,6,21,,8,,28,0,,,120,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,0,371,17,388,594,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_San%20Pablo%20del%20Monte.pdf
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,364,C03,87,,,,5,30,,4,,29,2,,,114,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,0,356,10,366,593,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_San%20Pablo%20del%20Monte.pdf
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,292,B,16,,55,110,,15,62,89,16,10,66,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,0,456,19,475,683,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Sanctorum%20de%20Lazaro%20Cardenas.pdf
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,292,C01,14,,42,123,,25,52,102,19,5,64,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,461,22,483,683,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Sanctorum%20de%20Lazaro%20Cardenas.pdf
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,293,B,35,,18,96,,23,55,84,43,7,40,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,0,437,18,455,662,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Sanctorum%20de%20Lazaro%20Cardenas.pdf
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,293,C01,28,,31,111,,15,72,91,24,14,45,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,462,9,471,661,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Sanctorum%20de%20Lazaro%20Cardenas.pdf
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,294,B,8,,32,91,,13,40,62,36,3,48,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,0,348,21,369,501,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Sanctorum%20de%20Lazaro%20Cardenas.pdf
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,294,C01,13,,35,79,,7,69,55,34,3,43,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,347,14,361,501,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Sanctorum%20de%20Lazaro%20Cardenas.pdf
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,297,B,218,,88,28,,3,33,28,10,11,22,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,0,459,12,471,668,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Sanctorum%20de%20Lazaro%20Cardenas.pdf
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,297,C01,225,,109,32,,3,23,25,11,11,12,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,0,467,12,479,667,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Sanctorum%20de%20Lazaro%20Cardenas.pdf
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,298,B,142,,64,26,,2,22,21,8,3,13,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,1,318,7,325,447,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Sanctorum%20de%20Lazaro%20Cardenas.pdf
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,298,C01,131,,62,39,,1,23,28,8,7,6,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,0,319,10,329,447,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Sanctorum%20de%20Lazaro%20Cardenas.pdf
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,298,E01,37,,33,46,,2,8,16,6,35,9,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,197,6,203,356,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Sanctorum%20de%20Lazaro%20Cardenas.pdf
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,58,SANTA ANA NOPALUCAN,254,B,139,,8,,,3,,45,187,33,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,0,487,20,507,658,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Ana%20Nopalucan.pdf
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,58,SANTA ANA NOPALUCAN,254,C01,122,,7,,,1,,46,190,22,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,0,491,15,506,658,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Ana%20Nopalucan.pdf
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,58,SANTA ANA NOPALUCAN,254,C02,154,,11,,,0,,39,191,22,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,0,484,13,497,658,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Ana%20Nopalucan.pdf
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,58,SANTA ANA NOPALUCAN,254,C03,132,,8,,,4,,49,207,28,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,0,506,14,520,658,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Ana%20Nopalucan.pdf
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,58,SANTA ANA NOPALUCAN,255,B,149,,7,,,3,,63,160,28,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,0,504,16,520,651,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Ana%20Nopalucan.pdf
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,58,SANTA ANA NOPALUCAN,255,C01,145,,8,,,2,,57,177,28,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,0,500,11,511,650,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Ana%20Nopalucan.pdf
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,58,SANTA ANA NOPALUCAN,255,C02,152,,6,,,0,,56,174,19,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,0,481,28,509,650,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Ana%20Nopalucan.pdf
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,58,SANTA ANA NOPALUCAN,255,C03,148,,8,,,3,,59,151,14,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,0,469,20,489,650,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Ana%20Nopalucan.pdf
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,45,SANTA APOLONIA TEACALCO,316,B,137,,,,,7,176,27,,8,,,,,,5,,77,,,,,,,,,,,,,,,,,,,,,,,,,,0,437,13,450,562,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_Santa%20Apolonia%20Teacalco.pdf
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,45,SANTA APOLONIA TEACALCO,316,C01,152,,,,,4,199,23,,2,,,,,,6,,74,,,,,,,,,,,,,,,,,,,,,,,,,,0,460,7,467,562,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_Santa%20Apolonia%20Teacalco.pdf
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,45,SANTA APOLONIA TEACALCO,316,C02,145,,,,,1,169,37,,2,,,,,,5,,80,,,,,,,,,,,,,,,,,,,,,,,,,,0,439,10,449,561,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_Santa%20Apolonia%20Teacalco.pdf
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,45,SANTA APOLONIA TEACALCO,317,B,163,,,,,12,142,36,,0,,,,,,0,,141,,,,,,,,,,,,,,,,,,,,,,,,,,0,494,9,503,618,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_Santa%20Apolonia%20Teacalco.pdf
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,45,SANTA APOLONIA TEACALCO,317,C01,189,,,,,4,136,71,,2,,,,,,6,,106,,,,,,,,,,,,,,,,,,,,,,,,,,0,514,7,521,618,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_Santa%20Apolonia%20Teacalco.pdf
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,45,SANTA APOLONIA TEACALCO,317,C02,192,,,,,7,182,32,,0,,,,,,4,,111,,,,,,,,,,,,,,,,,,,,,,,,,,0,528,5,533,617,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_Santa%20Apolonia%20Teacalco.pdf
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,602,B,106,,133,9,,14,,77,2,9,58,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,438,13,451,589,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Catarina%20Ayometla.pdf
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,602,C01,111,,146,10,,19,,71,0,8,47,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,429,9,438,589,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Catarina%20Ayometla.pdf
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,602,C02,124,,114,10,,17,,56,0,12,61,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,411,16,427,588,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Catarina%20Ayometla.pdf
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,603,B,187,,96,49,,6,,20,2,5,64,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,458,18,476,635,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Catarina%20Ayometla.pdf
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,603,C01,176,,101,31,,6,,38,1,3,83,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,453,23,476,635,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Catarina%20Ayometla.pdf
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,604,B,175,,144,8,,13,,42,3,4,64,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,476,6,482,642,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Catarina%20Ayometla.pdf
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,604,C01,161,,147,8,,21,,35,2,3,81,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,485,17,502,641,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Catarina%20Ayometla.pdf
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,604,C02,154,,139,8,,13,,50,2,1,73,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,469,7,476,641,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Catarina%20Ayometla.pdf
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,604,C03,157,,107,9,,6,,54,2,1,109,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,477,19,496,641,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Catarina%20Ayometla.pdf
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,605,B,96,,98,12,,17,,47,0,11,35,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,371,15,386,547,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Catarina%20Ayometla.pdf
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,605,C01,97,,92,10,,13,,50,0,12,38,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,383,6,389,547,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Catarina%20Ayometla.pdf
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,46,SANTA CRUZ QUILEHTLA,313,B,2,26,32,8,,114,135,30,,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,389,17,406,568,Recuento,Anulada,SDF-JRC-57/2016,http://www.te.gob.mx/salasreg/ejecutoria/sentencias/df/SDF-JRC-0057-2016.pdf
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,46,SANTA CRUZ QUILEHTLA,313,C01,7,46,49,2,,80,165,29,,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,400,16,416,567,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_Santa%20Cruz%20Quilehtla.pdf
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,46,SANTA CRUZ QUILEHTLA,313,C02,4,32,55,10,,62,149,27,,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,391,12,403,567,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Cruz%20Quilehtla.pdf
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,46,SANTA CRUZ QUILEHTLA,314,B,2,42,42,8,,51,113,16,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,325,15,340,501,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Cruz%20Quilehtla.pdf
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,46,SANTA CRUZ QUILEHTLA,314,C01,2,32,48,1,,54,149,17,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,327,8,335,500,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Cruz%20Quilehtla.pdf
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,46,SANTA CRUZ QUILEHTLA,314,C02,2,27,49,8,,68,117,25,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,327,11,338,500,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_Santa%20Cruz%20Quilehtla.pdf
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,46,SANTA CRUZ QUILEHTLA,315,B,7,60,122,127,,0,6,7,,8,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,445,25,470,665,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Cruz%20Quilehtla.pdf
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,46,SANTA CRUZ QUILEHTLA,315,C01,1,46,131,168,,2,3,8,,5,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,494,21,515,665,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Cruz%20Quilehtla.pdf
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,26,SANTA CRUZ TLAXCALA,365,B,64,32,8,5,41,37,,6,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,109,1,,,,,,,2,332,10,342,596,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Santa%20Cruz%20Tlaxcala.pdf
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,26,SANTA CRUZ TLAXCALA,365,C01,70,24,17,13,28,35,,4,9,7,0,,,,,,,,,,,,,,,,,,,,,,,,,90,13,,,,,,,2,312,15,327,596,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_Santa%20Cruz%20Tlaxcala.pdf
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,26,SANTA CRUZ TLAXCALA,365,C02,67,31,10,8,46,38,,1,7,20,2,,,,,,,,,,,,,,,,,,,,,,,,,87,4,,,,,,,1,322,22,344,596,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_Santa%20Cruz%20Tlaxcala.pdf
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,26,SANTA CRUZ TLAXCALA,366,B,115,127,24,18,54,29,,9,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,104,3,,,,,,,0,495,15,510,680,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_Santa%20Cruz%20Tlaxcala.pdf
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,26,SANTA CRUZ TLAXCALA,366,C01,99,118,23,12,53,41,,4,12,11,1,,,,,,,,,,,,,,,,,,,,,,,,,89,12,,,,,,,0,475,15,490,680,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Recuento/Actas_Recuento_Santa%20Cruz%20Tlaxcala.pdf
