CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,ES,PRI_PT_NVA_ALIANZA,PRI_PT,PRI_NVA_ALIANZA,PT_NVA_ALIANZA,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,252,B,91,37,17,10,9,1,3,7,2,0,0,0,0,,,13,,,,,,0,190,15,205,517,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,252,C01,65,59,12,9,9,5,5,9,0,0,3,0,0,,,0,,,,,,0,176,1,177,516,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,253,B,89,59,6,0,1,6,5,5,2,0,7,0,0,,,0,,,,,,0,180,2,182,458,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,253,C01,99,56,8,3,3,1,1,12,5,1,5,5,0,,,0,,,,,,0,199,7,206,457,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,254,B,67,65,10,3,9,1,4,10,4,0,0,0,0,,,8,,,,,,0,181,5,186,440,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,254,C01,76,55,4,2,1,2,3,0,5,0,7,0,0,,,0,,,,,,0,155,4,159,440,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,255,B,62,61,13,4,9,2,5,3,4,0,12,0,0,,,0,,,,,,1,175,7,183,403,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,255,C01,58,62,20,2,12,0,2,6,8,0,14,0,2,,,0,,,,,,0,186,5,191,403,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,256,B,103,71,7,4,2,0,3,12,2,0,14,0,1,,,0,,,,,,1,219,7,227,509,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,256,C01,100,70,9,1,6,2,6,6,3,0,9,0,0,,,0,,,,,,0,212,3,215,508,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,257,B,129,94,10,0,4,4,0,4,7,0,0,0,0,,,47,,,,,,0,299,8,307,681,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,257,C01,119,76,9,1,0,5,10,7,9,0,44,0,0,,,0,,,,,,0,280,7,287,681,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,257,C02,101,96,14,5,6,1,5,15,3,0,20,0,0,,,0,,,,,,0,266,7,273,681,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,257,C03,138,83,14,4,12,17,7,0,3,0,0,0,0,,,35,,,,,,0,313,12,325,680,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,257,C04,100,77,17,2,5,4,6,10,9,0,41,0,0,,,1,,,,,,0,272,10,282,680,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,258,B,90,113,7,3,5,5,1,6,0,0,41,0,0,,,0,,,,,,0,271,9,280,624,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,258,C01,113,76,7,3,8,4,2,8,1,0,0,0,0,,,31,,,,,,0,253,12,265,624,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,259,B,106,48,5,7,9,2,4,2,6,0,0,0,0,,,17,,,,,,2,206,4,212,454,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,26,B,167,60,8,1,6,6,5,10,12,0,0,1,0,,,41,,,,,,1,317,15,333,573,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,26,C01,160,76,11,4,4,7,10,12,7,0,1,0,0,,,42,,,,,,0,334,4,338,573,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,260,B,118,69,10,2,4,16,4,13,12,0,0,1,0,,,54,,,,,,0,303,10,313,639,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,260,C01,121,75,8,2,4,15,5,15,4,0,0,0,0,,,46,,,,,,0,295,4,299,638,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,260,C02,114,88,9,3,5,7,3,10,8,0,2,0,0,,,54,,,,,,0,303,7,310,638,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,261,B,87,66,11,2,5,1,3,10,10,0,30,0,0,,,0,,,,,,0,225,5,230,496,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,261,C01,63,66,10,2,5,4,2,6,9,0,22,0,0,,,0,,,,,,0,189,3,192,495,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,262,B,115,95,15,5,5,4,2,9,5,0,23,0,1,,,0,,,,,,0,279,9,288,610,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,263,B,79,35,3,3,2,2,1,7,2,0,34,0,0,,,0,,,,,,0,168,3,171,395,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,263,C01,81,45,6,0,4,4,3,4,1,0,0,0,0,,,33,,,,,,0,181,4,185,395,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,264,B,102,38,11,4,4,0,1,6,5,1,1,0,0,,,35,,,,,,0,208,13,221,474,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,264,C01,89,48,8,2,3,4,4,9,7,0,0,0,0,,,36,,,,,,0,210,4,214,473,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,265,B,73,53,9,1,4,3,2,7,6,0,0,0,0,,,20,,,,,,0,178,4,182,413,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,265,C01,76,52,10,4,5,0,2,8,1,24,0,0,0,,,0,,,,,,0,182,3,185,413,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,266,B,138,118,10,0,15,7,1,9,5,0,0,0,0,,,42,,,,,,0,345,16,361,708,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,267,B,103,87,6,3,7,3,4,12,6,0,33,0,1,,,1,,,,,,1,266,15,282,642,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,267,C01,100,100,14,2,4,3,10,5,5,0,0,0,0,,,0,,,,,,0,243,17,260,642,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,268,B,118,125,13,1,6,7,2,13,3,0,1,0,0,,,29,,,,,,0,318,4,322,658,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,269,B,73,93,5,0,1,0,6,3,3,0,0,0,0,,,22,,,,,,0,206,8,214,417,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,269,C01,91,72,11,3,3,3,2,5,4,0,0,0,0,,,8,,,,,,0,202,7,209,416,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,27,B,156,58,9,1,3,4,8,9,3,0,0,1,0,,,50,,,,,,0,302,11,313,530,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,270,B,110,97,13,0,4,3,7,16,9,0,74,0,0,,,0,,,,,,1,333,12,346,748,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,270,C01,137,87,10,3,3,1,5,14,5,1,66,0,1,,,0,,,,,,2,333,8,343,748,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,270,C02,138,77,14,1,4,5,5,10,14,1,0,0,0,,,48,,,,,,0,317,8,325,748,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,270,C03,150,88,16,2,6,7,9,10,6,1,0,0,1,,,51,,,,,,0,347,9,356,748,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,270,C04,138,74,16,3,7,6,3,10,8,0,0,0,0,,,52,,,,,,2,317,10,329,748,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,270,C05,129,73,11,2,3,5,5,14,18,0,0,0,0,,,50,,,,,,0,310,7,317,747,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,270,C06,155,75,12,1,4,3,7,10,8,1,52,0,0,,,0,,,,,,1,328,8,337,747,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,270,C07,150,82,10,2,6,7,6,17,8,0,0,0,0,,,54,,,,,,1,342,10,353,747,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,270,C08,140,77,19,1,5,2,4,17,7,0,0,0,0,,,51,,,,,,0,323,9,332,747,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,271,B,92,56,11,2,7,2,6,4,1,0,0,0,0,,,10,,,,,,0,191,0,191,434,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,271,C01,91,67,3,3,4,2,6,7,2,0,1,3,0,,,14,,,,,,0,203,0,203,433,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,272,B,69,42,7,1,7,5,9,7,2,0,1,0,0,,,24,,,,,,0,174,9,183,387,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,272,C01,92,50,7,2,3,7,6,8,1,0,1,0,0,,,20,,,,,,0,197,4,201,386,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,273,B,66,57,4,4,1,2,4,12,3,0,0,0,0,,,34,,,,,,0,187,3,190,380,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,273,C01,75,59,5,2,2,2,6,6,0,0,0,1,0,,,34,,,,,,0,192,13,205,380,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,274,B,96,51,4,0,1,5,1,6,1,0,0,0,0,,,0,,,,,,0,165,0,165,383,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,274,C01,87,50,5,1,2,3,0,1,2,0,0,2,0,,,0,,,,,,1,153,0,154,383,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,275,B,108,81,10,5,0,4,5,6,0,0,0,0,0,,,0,,,,,,0,219,0,219,453,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,275,C01,98,65,5,1,3,3,8,11,1,0,0,1,0,,,0,,,,,,0,196,0,196,453,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,276,B,114,72,5,1,5,4,1,9,2,0,0,0,0,,,44,,,,,,0,257,10,267,465,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,276,C01,128,55,8,2,2,5,9,8,4,0,0,0,0,,,0,,,,,,1,221,0,222,464,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,277,B,102,80,4,0,4,3,3,1,2,0,0,0,0,,,0,,,,,,0,199,0,199,395,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,277,C01,106,57,5,0,3,5,1,5,3,0,0,0,0,,,50,,,,,,0,235,10,245,395,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,278,B,196,109,9,0,5,15,1,4,2,0,0,0,0,,,0,,,,,,0,341,0,341,747,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,279,B,169,114,19,1,6,18,4,4,3,0,0,0,0,,,85,,,,,,0,423,5,428,627,,,,
,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,28,B,70,60,5,3,2,2,3,6,3,1,0,1,0,,,32,,,,,,0,188,13,201,397,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,280,B,160,89,20,1,6,6,4,10,1,0,0,1,0,,,69,,,,,,0,367,12,379,604,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,281,B,151,140,26,3,6,14,8,7,3,0,0,1,0,,,81,,,,,,0,440,15,455,679,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,282,B,100,60,50,0,6,6,5,3,4,0,0,0,0,,,47,,,,,,1,281,3,285,431,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,282,C01,86,51,11,1,6,2,8,4,5,0,0,0,0,,,36,,,,,,0,210,6,216,430,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,283,B,189,90,10,0,3,21,4,4,2,0,0,0,0,,,118,,,,,,0,441,10,451,645,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,284,B,108,103,11,0,4,3,4,3,2,0,0,0,0,,,47,,,,,,0,285,6,291,554,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,284,C01,130,96,4,0,6,7,4,5,4,0,0,1,0,,,31,,,,,,0,288,5,293,553,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,285,B,185,75,16,4,2,9,6,6,4,0,0,1,0,,,0,,,,,,0,308,0,308,628,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,286,B,119,89,11,3,4,7,5,9,6,0,0,0,0,,,0,,,,,,0,253,0,253,584,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,286,SMR01,32,22,6,0,0,2,2,0,2,0,0,0,0,,,0,,,,,,0,66,0,66,0,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,287,B,113,81,11,2,1,4,3,11,3,0,0,0,0,,,47,,,,,,0,276,9,285,581,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,288,B,99,53,8,0,0,4,3,1,5,0,0,0,0,,,0,,,,,,0,173,0,173,392,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,288,C01,118,47,13,2,6,5,1,8,4,0,0,0,0,,,0,,,,,,0,204,0,204,392,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,289,B,160,97,30,1,5,3,4,7,7,0,0,0,0,,,53,,,,,,0,367,14,381,719,,,,
,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,29,B,81,69,5,2,3,3,3,5,2,0,0,0,0,,,19,,,,,,0,192,6,198,436,,,,
,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,29,C01,69,74,8,5,2,3,3,3,4,0,0,0,0,,,29,,,,,,0,200,10,210,435,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,290,B,129,96,15,5,7,12,8,6,3,0,0,1,0,,,0,,,,,,1,282,0,283,663,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,291,B,151,60,12,1,5,7,1,7,1,0,0,1,0,,,0,,,,,,0,246,0,246,593,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,291,C01,139,79,9,0,5,9,9,12,4,0,0,0,0,,,0,,,,,,0,266,0,266,592,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,292,B,96,66,6,1,4,5,3,6,1,0,0,0,0,,,0,,,,,,0,188,0,188,509,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,292,C01,97,66,6,1,4,6,3,4,7,0,0,1,0,,,40,,,,,,0,235,11,246,509,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,293,B,81,83,7,1,5,5,7,9,2,1,1,0,0,,,21,,,,,,0,223,12,235,441,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,293,C01,80,78,14,0,1,3,3,6,0,0,0,1,0,,,28,,,,,,0,214,11,225,440,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,294,B,106,35,10,2,4,4,2,10,1,0,0,0,0,,,0,,,,,,0,174,0,174,475,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,294,C01,147,37,1,1,3,0,3,6,4,0,0,0,0,,,0,,,,,,0,202,0,202,474,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,295,B,130,0,10,1,0,3,1,7,2,0,0,0,0,,,53,,,,,,0,207,11,218,563,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,295,C01,120,71,13,3,2,5,1,6,2,0,0,0,0,,,0,,,,,,1,223,0,224,562,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,296,B,111,54,11,0,3,5,3,9,5,0,0,0,0,,,52,,,,,,0,253,8,261,507,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,296,C01,99,61,5,2,4,5,5,12,4,0,0,0,0,,,37,,,,,,0,234,17,251,507,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,297,B,90,49,8,2,5,3,1,10,12,0,0,0,0,,,33,,,,,,0,213,6,219,408,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,297,C01,98,50,7,0,4,1,3,6,3,0,0,1,0,,,0,,,,,,0,173,0,173,407,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,298,B,132,65,14,3,3,3,5,6,2,0,0,0,0,,,0,,,,,,0,233,0,233,582,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,298,C01,127,64,9,2,2,5,6,12,3,0,0,0,0,,,0,,,,,,0,230,0,230,581,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,299,B,127,73,11,4,3,1,1,14,7,0,0,0,0,,,0,,,,,,0,241,0,241,574,,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,299,C01,137,51,10,1,6,2,3,9,7,0,1,0,0,,,36,,,,,,0,263,9,272,573,,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,3,B,146,67,8,0,1,15,2,15,3,0,0,0,0,,,58,,,,,,0,315,12,327,538,,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,3,C01,144,67,11,1,10,8,2,8,0,0,0,0,0,,,57,,,,,,1,308,8,317,538,,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,3,C02,142,59,20,1,4,16,4,17,1,0,0,0,0,,,51,,,,,,0,315,8,323,537,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,30,B,99,87,8,3,3,3,11,8,2,1,0,3,0,,,53,,,,,,0,281,16,297,619,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,300,B,89,54,7,1,4,3,11,14,2,0,0,0,0,,,43,,,,,,0,228,8,236,490,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,300,C01,88,58,6,1,8,2,11,12,6,0,0,0,0,,,42,,,,,,0,234,6,240,489,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,301,B,119,84,15,2,5,11,9,17,4,0,0,0,1,,,94,,,,,,0,361,14,375,644,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,301,C01,115,78,18,0,8,15,7,14,7,0,0,0,0,,,85,,,,,,0,347,6,353,643,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,301,C02,144,59,15,4,3,10,6,20,7,1,0,0,0,,,80,,,,,,0,349,6,355,643,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,301,C03,127,69,12,0,7,10,11,20,5,0,0,0,0,,,95,,,,,,0,356,10,366,643,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,301,C04,134,62,15,2,3,18,8,25,6,0,0,0,0,,,78,,,,,,1,351,15,367,643,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,301,C05,153,66,14,1,3,12,3,19,6,0,0,0,0,,,80,,,,,,0,357,12,369,643,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,302,B,109,52,5,2,3,5,8,14,2,0,0,1,0,,,38,,,,,,0,239,7,246,551,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,302,C01,88,50,8,5,3,2,13,11,4,0,0,1,1,,,48,,,,,,0,234,6,240,551,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,302,C02,102,34,14,4,4,7,8,9,6,0,0,0,0,,,37,,,,,,0,225,11,236,551,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,303,B,142,72,13,1,7,7,10,12,2,0,0,1,0,,,61,,,,,,0,328,20,348,705,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,303,C01,169,67,18,2,11,4,8,15,8,0,0,0,0,,,59,,,,,,0,361,10,371,704,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,304,B,128,70,9,4,1,0,16,9,4,0,1,1,0,,,15,,,,,,0,258,10,268,592,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,304,C01,131,67,23,2,10,5,11,7,2,1,0,1,0,,,20,,,,,,0,280,13,293,591,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,305,B,134,62,8,3,11,4,9,8,5,0,0,2,0,,,27,,,,,,0,273,10,283,563,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,305,C01,125,62,11,4,14,2,16,12,2,0,0,0,0,,,28,,,,,,0,276,13,289,563,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,306,B,125,80,5,0,5,2,8,14,1,0,0,0,0,,,29,,,,,,0,269,4,273,551,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,306,C01,142,71,9,3,3,2,4,10,5,0,0,1,0,,,33,,,,,,0,283,5,288,550,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,307,B,124,90,18,0,2,4,6,15,0,0,1,0,0,,,46,,,,,,0,306,11,317,609,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,307,C01,124,78,19,1,5,6,7,11,2,0,0,0,0,,,49,,,,,,0,302,8,310,609,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,308,B,103,53,10,0,3,4,10,12,2,0,2,0,0,,,35,,,,,,0,234,8,242,470,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,308,C01,102,53,10,0,3,6,13,13,2,0,0,0,0,,,58,,,,,,0,260,4,264,470,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,309,B,133,80,11,3,6,3,8,4,3,0,0,0,0,,,30,,,,,,1,281,4,286,546,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,309,C01,114,74,16,2,3,9,7,15,9,0,0,0,0,,,41,,,,,,0,290,10,300,545,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,31,B,126,64,3,2,5,16,13,4,3,0,0,1,0,,,19,,,,,,0,256,5,261,470,,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,31,C01,97,46,7,2,6,11,26,5,3,0,0,0,0,,,28,,,,,,0,231,0,231,470,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,310,B,128,82,5,2,2,1,9,6,2,2,0,0,0,,,43,,,,,,0,282,12,294,560,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,310,C01,148,66,18,1,5,10,5,10,3,0,35,0,0,,,0,,,,,,2,301,5,308,559,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,311,B,118,97,11,1,2,6,3,9,4,0,29,0,0,,,0,,,,,,0,280,7,287,534,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,311,C01,97,97,11,3,2,6,8,9,6,1,39,0,0,,,0,,,,,,0,279,10,289,534,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,312,B,116,112,17,2,3,5,7,9,8,0,0,0,0,,,44,,,,,,0,323,0,323,602,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,312,C01,134,122,11,1,4,2,4,7,4,0,50,0,0,,,0,,,,,,0,339,5,344,601,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,313,B,87,95,36,4,12,5,4,12,6,0,25,0,0,,,0,,,,,,0,286,11,297,641,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,313,C01,100,94,33,1,6,2,5,11,3,0,0,1,0,,,20,,,,,,0,276,10,286,641,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,314,B,98,84,14,5,6,2,9,3,6,0,22,0,0,,,0,,,,,,0,249,9,258,578,,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,314,C01,110,88,12,4,5,0,10,4,2,0,28,0,0,,,0,,,,,,0,263,9,272,577,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,315,B,167,143,4,6,8,2,6,4,0,0,1,2,0,,,26,,,,,,0,369,26,395,704,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,315,C01,186,171,5,2,4,2,2,7,5,1,0,0,0,,,36,,,,,,0,421,13,434,704,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,315,C02,172,155,3,4,5,5,1,5,0,1,0,0,0,,,32,,,,,,0,383,18,401,704,,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,315,C03,181,168,3,4,3,3,2,4,5,0,2,1,0,,,19,,,,,,0,395,21,416,703,,,,
