DISTRITO,CABECERA,CODIGO MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PC,PT,PVEM,PPS,PDM
13,HERMOSILLO COSTA,30,HERMOSILLO,589,B,461,349,38,2,43,15,34,0
13,HERMOSILLO COSTA,30,HERMOSILLO,588,B,38,90,78,0,0,0,0,0
13,HERMOSILLO COSTA,30,HERMOSILLO,572,B,204,141,44,0,10,4,6,2
13,HERMOSILLO COSTA,30,HERMOSILLO,571,B,310,211,68,4,15,14,1,2
13,HERMOSILLO COSTA,30,HERMOSILLO,570,B,217,224,42,0,13,6,0,6
13,HERMOSILLO COSTA,30,HERMOSILLO,569,B,331,322,65,5,11,10,2,9
13,HERMOSILLO COSTA,30,HERMOSILLO,568,B,287,274,41,7,17,3,2,3
13,HERMOSILLO COSTA,30,HERMOSILLO,567,B,314,218,50,2,22,9,0,8
13,HERMOSILLO COSTA,30,HERMOSILLO,566,B,211,217,58,2,20,8,1,15
13,HERMOSILLO COSTA,30,HERMOSILLO,565,B,407,303,73,3,18,3,2,7
13,HERMOSILLO COSTA,30,HERMOSILLO,564,B,321,320,65,4,14,2,1,10
13,HERMOSILLO COSTA,30,HERMOSILLO,563,B,262,216,50,1,15,1,2,2
13,HERMOSILLO COSTA,30,HERMOSILLO,562,B,259,160,23,0,9,9,0,13
13,HERMOSILLO COSTA,30,HERMOSILLO,561,B,233,167,53,3,13,9,2,24
13,HERMOSILLO COSTA,30,HERMOSILLO,573,B,239,200,40,2,17,5,1,4
13,HERMOSILLO COSTA,30,HERMOSILLO,574,B,238,207,53,1,11,3,0,2
13,HERMOSILLO COSTA,30,HERMOSILLO,575,B,242,238,83,5,13,7,0,5
13,HERMOSILLO COSTA,30,HERMOSILLO,587,B,179,241,18,2,9,3,0,3
13,HERMOSILLO COSTA,30,HERMOSILLO,586,B,133,222,5,1,29,2,0,0
13,HERMOSILLO COSTA,30,HERMOSILLO,585,B,131,149,12,1,2,5,0,1
13,HERMOSILLO COSTA,30,HERMOSILLO,584,B,297,148,76,0,28,2,0,14
13,HERMOSILLO COSTA,30,HERMOSILLO,583,B,1064,943,250,10,103,36,12,25
13,HERMOSILLO COSTA,30,HERMOSILLO,582,B,305,186,59,1,16,7,1,8
13,HERMOSILLO COSTA,30,HERMOSILLO,581,B,322,197,50,3,40,3,2,6
13,HERMOSILLO COSTA,30,HERMOSILLO,580,B,262,262,80,1,18,5,2,16
13,HERMOSILLO COSTA,30,HERMOSILLO,579,B,213,277,82,3,12,9,1,5
13,HERMOSILLO COSTA,30,HERMOSILLO,578,B,147,189,68,0,13,2,0,3
13,HERMOSILLO COSTA,30,HERMOSILLO,577,B,259,95,36,1,15,4,0,3
13,HERMOSILLO COSTA,30,HERMOSILLO,576,B,208,194,49,2,15,7,1,7
13,HERMOSILLO COSTA,30,HERMOSILLO,560,B,271,227,37,4,19,4,0,4
14,HERMOSILLO NORESTE,30,HERMOSILLO,439,B,589,475,20,1,0,0,1,3
12,HERMOSILLO NOROESTE,30,HERMOSILLO,423,B,360,299,58,7,20,12,4,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,422,B,265,224,43,4,13,1,0,7
14,HERMOSILLO NORESTE,30,HERMOSILLO,421,B,425,315,60,7,15,6,1,27
14,HERMOSILLO NORESTE,30,HERMOSILLO,420,B,431,337,74,5,11,9,4,6
14,HERMOSILLO NORESTE,30,HERMOSILLO,419,B,470,468,86,2,4,6,3,6
14,HERMOSILLO NORESTE,30,HERMOSILLO,418,B,584,428,29,0,9,7,4,10
14,HERMOSILLO NORESTE,30,HERMOSILLO,417,B,294,212,18,0,6,1,1,0
14,HERMOSILLO NORESTE,30,HERMOSILLO,416,B,278,207,63,1,24,14,9,1
14,HERMOSILLO NORESTE,30,HERMOSILLO,415,B,279,246,70,0,46,4,4,4
14,HERMOSILLO NORESTE,30,HERMOSILLO,414,B,375,303,97,3,40,13,5,3
14,HERMOSILLO NORESTE,30,HERMOSILLO,413,B,506,332,64,2,10,9,10,6
14,HERMOSILLO NORESTE,30,HERMOSILLO,412,B,333,310,83,1,9,7,7,5
12,HERMOSILLO NOROESTE,30,HERMOSILLO,424,B,484,373,68,14,16,8,2,8
12,HERMOSILLO NOROESTE,30,HERMOSILLO,425,B,266,309,63,31,14,4,1,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,426,B,277,190,50,2,12,5,2,2
14,HERMOSILLO NORESTE,30,HERMOSILLO,438,B,450,354,72,0,30,7,0,10
12,HERMOSILLO NOROESTE,30,HERMOSILLO,437,B,294,230,44,1,12,8,0,9
12,HERMOSILLO NOROESTE,30,HERMOSILLO,436,B,252,179,44,13,7,3,1,2
12,HERMOSILLO NOROESTE,30,HERMOSILLO,435,B,293,255,39,11,19,5,0,1
12,HERMOSILLO NOROESTE,30,HERMOSILLO,434,B,407,313,72,14,15,8,1,2
12,HERMOSILLO NOROESTE,30,HERMOSILLO,433,B,365,367,92,10,22,6,0,3
12,HERMOSILLO NOROESTE,30,HERMOSILLO,432,B,178,214,53,2,7,2,2,1
12,HERMOSILLO NOROESTE,30,HERMOSILLO,431,B,347,275,107,1,27,9,2,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,430,B,347,281,58,4,15,9,2,7
12,HERMOSILLO NOROESTE,30,HERMOSILLO,429,B,129,111,33,1,5,2,0,1
12,HERMOSILLO NOROESTE,30,HERMOSILLO,428,B,222,227,46,1,12,6,2,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,427,B,379,262,65,6,24,11,1,3
14,HERMOSILLO NORESTE,30,HERMOSILLO,411,B,467,304,63,2,11,13,0,20
14,HERMOSILLO NORESTE,30,HERMOSILLO,410,B,461,310,93,6,10,10,1,7
14,HERMOSILLO NORESTE,30,HERMOSILLO,409,B,460,372,82,5,15,5,4,3
14,HERMOSILLO NORESTE,30,HERMOSILLO,393,B,470,314,66,0,14,9,2,11
14,HERMOSILLO NORESTE,30,HERMOSILLO,392,B,546,429,89,0,9,15,0,19
14,HERMOSILLO NORESTE,30,HERMOSILLO,391,B,89,209,25,3,9,14,1,1
14,HERMOSILLO NORESTE,30,HERMOSILLO,390,B,546,353,59,1,22,9,1,10
12,HERMOSILLO NOROESTE,30,HERMOSILLO,389,B,388,250,68,0,14,11,2,6
12,HERMOSILLO NOROESTE,30,HERMOSILLO,388,B,282,221,40,0,6,7,2,8
12,HERMOSILLO NOROESTE,30,HERMOSILLO,387,B,345,307,99,3,3,5,1,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,386,B,355,269,65,1,14,12,1,7
12,HERMOSILLO NOROESTE,30,HERMOSILLO,385,B,333,249,80,2,17,7,1,8
12,HERMOSILLO NOROESTE,30,HERMOSILLO,384,B,230,234,26,0,10,1,1,2
12,HERMOSILLO NOROESTE,30,HERMOSILLO,383,B,214,138,41,2,14,14,0,1
12,HERMOSILLO NOROESTE,30,HERMOSILLO,382,B,390,352,94,1,23,11,3,8
14,HERMOSILLO NORESTE,30,HERMOSILLO,394,B,539,472,110,6,13,13,3,25
14,HERMOSILLO NORESTE,30,HERMOSILLO,395,B,325,187,66,1,21,9,3,8
12,HERMOSILLO NOROESTE,30,HERMOSILLO,396,B,361,241,65,2,27,11,3,5
14,HERMOSILLO NORESTE,30,HERMOSILLO,408,B,406,236,48,6,14,7,0,5
14,HERMOSILLO NORESTE,30,HERMOSILLO,407,B,345,216,81,4,11,8,0,8
12,HERMOSILLO NOROESTE,30,HERMOSILLO,406,B,456,389,77,3,26,11,7,11
12,HERMOSILLO NOROESTE,30,HERMOSILLO,405,B,310,203,30,2,13,6,0,3
12,HERMOSILLO NOROESTE,30,HERMOSILLO,404,B,331,236,57,11,11,8,1,2
12,HERMOSILLO NOROESTE,30,HERMOSILLO,403,B,201,179,30,2,5,6,0,1
12,HERMOSILLO NOROESTE,30,HERMOSILLO,402,B,380,318,82,1,21,7,11,3
12,HERMOSILLO NOROESTE,30,HERMOSILLO,401,B,367,276,80,3,21,10,1,7
12,HERMOSILLO NOROESTE,30,HERMOSILLO,400,B,202,166,43,1,7,4,0,2
12,HERMOSILLO NOROESTE,30,HERMOSILLO,399,B,276,239,64,1,9,8,1,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,398,B,383,315,68,2,16,8,1,6
12,HERMOSILLO NOROESTE,30,HERMOSILLO,397,B,339,273,81,4,19,9,4,4
14,HERMOSILLO NORESTE,30,HERMOSILLO,381,B,318,259,40,0,13,10,8,8
14,HERMOSILLO NORESTE,30,HERMOSILLO,440,B,426,330,41,0,2,5,2,10
13,HERMOSILLO COSTA,30,HERMOSILLO,499,B,234,325,62,1,13,3,0,4
14,HERMOSILLO NORESTE,30,HERMOSILLO,483,B,254,242,35,3,8,9,0,3
14,HERMOSILLO NORESTE,30,HERMOSILLO,482,B,298,210,42,0,14,9,2,3
14,HERMOSILLO NORESTE,30,HERMOSILLO,481,B,216,214,46,0,1,7,0,0
14,HERMOSILLO NORESTE,30,HERMOSILLO,480,B,233,154,60,0,9,6,1,2
14,HERMOSILLO NORESTE,30,HERMOSILLO,479,B,190,217,55,0,5,7,1,5
14,HERMOSILLO NORESTE,30,HERMOSILLO,478,B,220,200,62,1,7,7,0,7
12,HERMOSILLO NOROESTE,30,HERMOSILLO,477,B,371,356,72,0,6,5,11,3
12,HERMOSILLO NOROESTE,30,HERMOSILLO,476,B,372,336,30,1,6,7,3,1
12,HERMOSILLO NOROESTE,30,HERMOSILLO,475,B,430,437,19,0,2,3,3,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,474,B,523,428,115,1,19,7,2,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,473,B,472,348,32,0,2,4,1,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,472,B,508,435,38,2,7,3,7,0
14,HERMOSILLO NORESTE,30,HERMOSILLO,484,B,486,353,58,2,15,8,15,10
14,HERMOSILLO NORESTE,30,HERMOSILLO,485,B,272,214,48,0,20,3,4,0
14,HERMOSILLO NORESTE,30,HERMOSILLO,486,B,377,282,44,1,10,4,0,4
14,HERMOSILLO NORESTE,30,HERMOSILLO,498,B,240,313,108,3,21,11,3,4
14,HERMOSILLO NORESTE,30,HERMOSILLO,497,B,162,125,22,2,6,2,1,1
14,HERMOSILLO NORESTE,30,HERMOSILLO,496,B,408,297,75,3,12,3,0,3
14,HERMOSILLO NORESTE,30,HERMOSILLO,495,B,317,267,47,4,19,21,3,8
14,HERMOSILLO NORESTE,30,HERMOSILLO,494,B,194,230,37,2,15,8,5,1
14,HERMOSILLO NORESTE,30,HERMOSILLO,493,B,198,230,57,2,7,4,11,2
14,HERMOSILLO NORESTE,30,HERMOSILLO,492,B,256,253,41,0,4,6,3,8
14,HERMOSILLO NORESTE,30,HERMOSILLO,491,B,227,205,66,2,7,6,0,3
14,HERMOSILLO NORESTE,30,HERMOSILLO,490,B,240,319,56,5,29,7,2,4
14,HERMOSILLO NORESTE,30,HERMOSILLO,489,B,153,183,40,2,10,4,0,0
14,HERMOSILLO NORESTE,30,HERMOSILLO,488,B,265,246,65,2,12,4,0,13
14,HERMOSILLO NORESTE,30,HERMOSILLO,487,B,317,231,38,1,19,13,6,1
12,HERMOSILLO NOROESTE,30,HERMOSILLO,471,B,520,427,76,3,12,8,2,4
14,HERMOSILLO NORESTE,30,HERMOSILLO,470,B,240,184,49,1,10,3,1,5
14,HERMOSILLO NORESTE,30,HERMOSILLO,441,B,356,272,50,0,14,4,0,6
12,HERMOSILLO NOROESTE,30,HERMOSILLO,453,B,215,178,64,1,15,5,0,9
12,HERMOSILLO NOROESTE,30,HERMOSILLO,452,B,472,336,95,2,45,9,0,6
12,HERMOSILLO NOROESTE,30,HERMOSILLO,451,B,320,324,81,0,44,8,1,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,450,B,285,225,54,1,14,11,0,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,449,B,414,354,120,3,12,6,2,6
12,HERMOSILLO NOROESTE,30,HERMOSILLO,448,B,379,371,88,8,22,8,0,6
12,HERMOSILLO NOROESTE,30,HERMOSILLO,447,B,214,220,66,2,13,7,1,2
12,HERMOSILLO NOROESTE,30,HERMOSILLO,446,B,239,200,44,5,11,9,0,3
12,HERMOSILLO NOROESTE,30,HERMOSILLO,445,B,208,200,55,4,22,4,2,5
12,HERMOSILLO NOROESTE,30,HERMOSILLO,444,B,336,277,104,2,9,7,6,42
14,HERMOSILLO NORESTE,30,HERMOSILLO,443,B,357,368,79,5,17,12,3,18
14,HERMOSILLO NORESTE,30,HERMOSILLO,442,B,406,374,88,4,15,9,12,3
12,HERMOSILLO NOROESTE,30,HERMOSILLO,454,B,308,265,72,3,9,7,3,3
12,HERMOSILLO NOROESTE,30,HERMOSILLO,455,B,193,153,40,1,9,3,3,3
14,HERMOSILLO NORESTE,30,HERMOSILLO,456,B,496,365,69,1,15,7,1,4
14,HERMOSILLO NORESTE,30,HERMOSILLO,469,B,166,177,36,1,0,5,2,4
12,HERMOSILLO NOROESTE,30,HERMOSILLO,468,B,395,350,79,2,14,11,5,6
12,HERMOSILLO NOROESTE,30,HERMOSILLO,467,B,246,222,62,2,13,3,1,7
12,HERMOSILLO NOROESTE,30,HERMOSILLO,466,B,221,178,45,1,17,8,12,9
12,HERMOSILLO NOROESTE,30,HERMOSILLO,465,B,437,301,87,5,32,15,0,3
12,HERMOSILLO NOROESTE,30,HERMOSILLO,464,B,383,275,48,0,18,12,1,1
12,HERMOSILLO NOROESTE,30,HERMOSILLO,463,B,432,347,75,1,19,9,1,6
12,HERMOSILLO NOROESTE,30,HERMOSILLO,462,B,221,219,62,2,14,8,2,2
12,HERMOSILLO NOROESTE,30,HERMOSILLO,461,B,342,310,48,2,12,4,1,3
14,HERMOSILLO NORESTE,30,HERMOSILLO,460,B,347,312,67,0,0,0,0,19
14,HERMOSILLO NORESTE,30,HERMOSILLO,459,B,415,286,52,3,4,8,1,3
14,HERMOSILLO NORESTE,30,HERMOSILLO,458,B,262,200,39,1,10,5,4,9
14,HERMOSILLO NORESTE,30,HERMOSILLO,457,B,225,196,37,1,3,6,2,2
9,MOCTEZUMA,31,HUACHINERA,108,B,87,79,0,0,0,0,0,0
9,MOCTEZUMA,31,HUACHINERA,107,B,148,246,0,0,0,0,0,0
9,MOCTEZUMA,32,HUASABAS,109,B,231,360,0,0,0,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1222,B,11,136,221,1,4,0,0,1
21,HUATABAMPO,33,HUATABAMPO,1221,B,87,201,335,1,42,0,0,3
21,HUATABAMPO,33,HUATABAMPO,1220,B,54,261,410,2,14,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1219,B,8,99,124,0,2,0,1,0
21,HUATABAMPO,33,HUATABAMPO,1218,B,23,150,769,17,7,0,0,2
21,HUATABAMPO,33,HUATABAMPO,1217,B,9,291,647,7,4,0,1,1
21,HUATABAMPO,33,HUATABAMPO,1216,B,10,191,449,10,5,0,1,0
21,HUATABAMPO,33,HUATABAMPO,1215,B,9,292,501,4,9,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1214,B,3,153,79,0,0,0,1,1
21,HUATABAMPO,33,HUATABAMPO,1213,B,16,312,570,2,1,0,0,1
21,HUATABAMPO,33,HUATABAMPO,1223,B,3,162,127,0,3,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1224,B,37,173,267,2,3,0,1,0
21,HUATABAMPO,33,HUATABAMPO,1228,X,16,41,73,0,2,0,0,1
21,HUATABAMPO,33,HUATABAMPO,1226,X,13,120,137,3,0,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1225,X,63,172,99,2,1,0,1,0
21,HUATABAMPO,33,HUATABAMPO,1219,X,2,57,137,0,0,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1210,X,2,98,256,2,1,0,5,1
21,HUATABAMPO,33,HUATABAMPO,1229,B,21,236,272,5,2,0,0,1
21,HUATABAMPO,33,HUATABAMPO,1228,B,29,332,225,1,3,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1227,B,7,94,136,0,4,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1226,B,62,185,159,2,5,0,1,0
21,HUATABAMPO,33,HUATABAMPO,1225,B,18,99,192,0,11,0,1,0
21,HUATABAMPO,33,HUATABAMPO,1212,B,7,314,605,3,3,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1211,B,15,305,616,0,1,0,2,1
21,HUATABAMPO,33,HUATABAMPO,1198,B,56,276,248,2,1,0,1,3
21,HUATABAMPO,33,HUATABAMPO,1197,B,42,318,373,4,3,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1196,B,22,151,188,3,0,0,0,9
21,HUATABAMPO,33,HUATABAMPO,1195,B,66,259,460,2,4,0,7,1
21,HUATABAMPO,33,HUATABAMPO,1194,B,51,361,290,2,3,0,0,3
21,HUATABAMPO,33,HUATABAMPO,1193,B,48,289,327,2,3,0,0,2
21,HUATABAMPO,33,HUATABAMPO,1192,B,86,306,478,2,1,0,0,2
21,HUATABAMPO,33,HUATABAMPO,1191,B,24,229,392,4,0,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1190,B,47,364,607,0,0,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1189,B,86,195,334,0,3,0,0,3
21,HUATABAMPO,33,HUATABAMPO,1199,B,65,423,529,5,2,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1200,B,10,107,195,3,3,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1210,B,2,67,106,2,1,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1209,B,3,243,525,0,2,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1208,B,2,244,340,0,4,0,0,1
21,HUATABAMPO,33,HUATABAMPO,1207,B,9,189,265,1,0,0,0,1
21,HUATABAMPO,33,HUATABAMPO,1206,B,9,177,232,0,1,0,0,1
21,HUATABAMPO,33,HUATABAMPO,1205,B,21,304,279,1,2,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1204,B,21,141,185,0,2,0,0,0
21,HUATABAMPO,33,HUATABAMPO,1203,B,37,318,497,7,3,0,4,0
21,HUATABAMPO,33,HUATABAMPO,1202,B,58,197,318,6,2,0,0,2
21,HUATABAMPO,33,HUATABAMPO,1201,B,63,253,435,11,3,0,1,0
8,ARIZPE,34,HUEPAC,111,B,16,118,0,0,0,0,0,0
8,ARIZPE,34,HUEPAC,110,B,292,230,0,0,0,0,0,0
6,MAGDALENA,35,IMURIS,115,X,123,80,1,0,3,0,0,0
6,MAGDALENA,35,IMURIS,122,B,57,184,7,0,1,0,0,0
6,MAGDALENA,35,IMURIS,121,B,102,87,0,0,1,0,0,0
6,MAGDALENA,35,IMURIS,120,B,14,22,1,0,2,0,0,0
6,MAGDALENA,35,IMURIS,118,B,33,19,2,0,1,0,0,0
6,MAGDALENA,35,IMURIS,117,B,61,52,4,0,0,0,0,0
6,MAGDALENA,35,IMURIS,116,B,344,173,11,0,8,0,0,0
6,MAGDALENA,35,IMURIS,115,B,235,112,2,0,6,0,0,0
6,MAGDALENA,35,IMURIS,114,B,323,134,7,0,2,0,0,0
6,MAGDALENA,35,IMURIS,113,B,746,246,25,0,14,0,0,0
6,MAGDALENA,35,IMURIS,112,B,223,99,11,0,9,0,0,0
6,MAGDALENA,36,MAGDALENA,130,B,310,325,21,0,73,0,0,0
6,MAGDALENA,36,MAGDALENA,131,B,485,586,24,0,40,0,0,0
6,MAGDALENA,36,MAGDALENA,132,B,247,411,5,0,17,0,0,0
6,MAGDALENA,36,MAGDALENA,133,B,280,380,42,0,59,0,0,0
6,MAGDALENA,36,MAGDALENA,134,B,58,133,14,0,22,0,0,0
6,MAGDALENA,36,MAGDALENA,129,B,368,412,24,0,74,0,0,0
6,MAGDALENA,36,MAGDALENA,128,B,376,377,33,0,66,0,0,0
6,MAGDALENA,36,MAGDALENA,127,B,324,310,44,0,29,0,0,0
6,MAGDALENA,36,MAGDALENA,126,B,481,448,21,0,65,0,0,0
6,MAGDALENA,36,MAGDALENA,125,B,358,304,23,0,44,0,0,0
6,MAGDALENA,36,MAGDALENA,124,B,188,148,11,0,82,0,0,0
6,MAGDALENA,36,MAGDALENA,123,B,195,198,20,0,77,0,0,0
6,MAGDALENA,36,MAGDALENA,135,B,63,73,2,0,17,0,0,0
6,MAGDALENA,36,MAGDALENA,136,B,245,182,15,0,18,0,0,0
6,MAGDALENA,36,MAGDALENA,137,B,28,28,8,0,7,0,0,0
6,MAGDALENA,36,MAGDALENA,136,X,97,73,8,0,6,0,0,0
11,URES,37,MAZATAN,619,B,23,458,341,2,8,0,0,0
9,MOCTEZUMA,38,MOCTEZUMA,140,X,63,30,0,0,0,0,0,0
9,MOCTEZUMA,38,MOCTEZUMA,141,B,52,67,0,0,0,0,0,0
9,MOCTEZUMA,38,MOCTEZUMA,140,B,277,261,0,0,0,0,0,0
9,MOCTEZUMA,38,MOCTEZUMA,139,B,194,230,0,0,0,0,0,0
9,MOCTEZUMA,38,MOCTEZUMA,138,B,438,429,0,0,0,0,0,0
7,CANANEA,39,NACO,145,X,49,44,6,0,0,0,0,0
7,CANANEA,39,NACO,145,B,236,154,14,0,0,0,0,0
7,CANANEA,39,NACO,144,B,331,201,8,0,0,0,0,0
7,CANANEA,39,NACO,143,B,245,177,6,0,0,0,0,0
7,CANANEA,39,NACO,142,B,285,180,8,0,0,0,0,0
9,MOCTEZUMA,40,NACORI CHICO,146,X,33,113,0,0,0,0,0,0
9,MOCTEZUMA,40,NACORI CHICO,148,B,21,36,0,0,0,0,0,0
9,MOCTEZUMA,40,NACORI CHICO,147,B,140,144,0,0,0,0,0,0
9,MOCTEZUMA,40,NACORI CHICO,146,B,228,251,0,0,0,0,0,0
5,AGUA PRIETA,41,NACOZARI DE GARCIA,158,B,225,124,38,0,0,0,0,3
5,AGUA PRIETA,41,NACOZARI DE GARCIA,157,B,369,165,34,0,0,0,0,22
5,AGUA PRIETA,41,NACOZARI DE GARCIA,156,B,265,237,90,0,0,0,0,3
5,AGUA PRIETA,41,NACOZARI DE GARCIA,155,B,227,196,19,0,0,0,0,4
5,AGUA PRIETA,41,NACOZARI DE GARCIA,154,B,99,115,68,0,0,0,0,2
5,AGUA PRIETA,41,NACOZARI DE GARCIA,153,B,278,189,41,0,0,0,0,3
5,AGUA PRIETA,41,NACOZARI DE GARCIA,152,B,373,342,17,0,0,0,0,2
5,AGUA PRIETA,41,NACOZARI DE GARCIA,151,B,389,269,33,0,0,0,0,8
5,AGUA PRIETA,41,NACOZARI DE GARCIA,150,B,306,183,32,0,0,0,0,7
5,AGUA PRIETA,41,NACOZARI DE GARCIA,149,B,287,124,46,0,0,0,0,12
19,NAVOJOA,42,NAVOJOA,1282,B,26,140,250,27,8,0,0,0
19,NAVOJOA,42,NAVOJOA,1283,B,10,120,267,6,3,0,0,0
19,NAVOJOA,42,NAVOJOA,1284,B,29,221,252,12,13,0,0,0
19,NAVOJOA,42,NAVOJOA,1285,B,5,222,164,0,4,0,0,0
19,NAVOJOA,42,NAVOJOA,1286,B,12,172,153,1,5,0,0,0
19,NAVOJOA,42,NAVOJOA,1287,B,38,123,267,4,13,0,0,0
19,NAVOJOA,42,NAVOJOA,1288,B,14,220,255,2,12,0,0,0
19,NAVOJOA,42,NAVOJOA,1289,B,44,303,458,0,22,0,0,0
19,NAVOJOA,42,NAVOJOA,1281,B,2,210,151,0,2,0,0,0
19,NAVOJOA,42,NAVOJOA,1280,B,5,241,328,3,14,0,0,0
19,NAVOJOA,42,NAVOJOA,1279,B,37,185,228,6,13,0,0,0
19,NAVOJOA,42,NAVOJOA,1271,B,21,396,110,1,3,0,0,0
19,NAVOJOA,42,NAVOJOA,1272,B,9,78,101,0,6,0,0,0
19,NAVOJOA,42,NAVOJOA,1273,B,3,84,136,2,6,0,0,0
19,NAVOJOA,42,NAVOJOA,1274,B,5,94,91,1,1,0,0,0
19,NAVOJOA,42,NAVOJOA,1275,B,47,258,94,1,6,0,0,0
19,NAVOJOA,42,NAVOJOA,1276,B,17,274,183,5,14,0,0,0
19,NAVOJOA,42,NAVOJOA,1277,B,38,194,278,5,24,0,0,0
19,NAVOJOA,42,NAVOJOA,1278,B,50,247,425,1,16,0,0,0
19,NAVOJOA,42,NAVOJOA,1290,B,29,376,363,3,17,0,0,0
19,NAVOJOA,42,NAVOJOA,1291,B,54,501,612,9,13,0,0,0
19,NAVOJOA,42,NAVOJOA,1292,B,7,135,247,0,6,0,0,0
19,NAVOJOA,42,NAVOJOA,1303,B,56,148,367,4,25,0,0,0
19,NAVOJOA,42,NAVOJOA,1304,B,72,181,341,0,26,0,0,0
19,NAVOJOA,42,NAVOJOA,1305,B,83,163,245,1,10,0,0,0
19,NAVOJOA,42,NAVOJOA,1272,X,2,39,48,1,3,0,0,0
19,NAVOJOA,42,NAVOJOA,1286,X,4,184,201,0,2,0,0,0
19,NAVOJOA,42,NAVOJOA,1292,X,9,143,220,0,1,0,0,0
19,NAVOJOA,42,NAVOJOA,1293,X,21,240,171,1,3,0,0,0
19,NAVOJOA,42,NAVOJOA,1294,X,2,142,27,0,2,0,0,0
19,NAVOJOA,42,NAVOJOA,1302,B,45,112,247,1,25,0,0,0
19,NAVOJOA,42,NAVOJOA,1301,B,5,160,111,0,4,0,0,0
19,NAVOJOA,42,NAVOJOA,1293,B,13,111,134,0,6,0,0,0
19,NAVOJOA,42,NAVOJOA,1294,B,6,242,138,2,3,0,0,0
19,NAVOJOA,42,NAVOJOA,1295,B,9,215,216,1,5,0,0,0
19,NAVOJOA,42,NAVOJOA,1296,B,0,326,136,0,3,0,0,0
19,NAVOJOA,42,NAVOJOA,1297,B,74,336,338,3,6,0,0,0
19,NAVOJOA,42,NAVOJOA,1298,B,1,59,57,0,1,0,0,0
19,NAVOJOA,42,NAVOJOA,1299,B,15,89,141,1,4,0,0,0
19,NAVOJOA,42,NAVOJOA,1300,B,45,437,358,1,6,0,0,0
19,NAVOJOA,42,NAVOJOA,1298,X,5,237,125,1,4,0,0,0
19,NAVOJOA,42,NAVOJOA,1230,B,95,261,427,0,26,0,0,0
19,NAVOJOA,42,NAVOJOA,1241,B,33,85,135,0,17,0,0,0
19,NAVOJOA,42,NAVOJOA,1242,B,37,89,211,0,38,0,0,0
19,NAVOJOA,42,NAVOJOA,1243,B,60,189,434,0,48,0,0,0
19,NAVOJOA,42,NAVOJOA,1244,B,94,202,483,0,46,0,0,0
19,NAVOJOA,42,NAVOJOA,1245,B,72,162,279,0,47,0,0,0
19,NAVOJOA,42,NAVOJOA,1246,B,136,237,444,2,29,0,0,0
19,NAVOJOA,42,NAVOJOA,1247,B,192,299,485,2,27,0,0,0
19,NAVOJOA,42,NAVOJOA,1248,B,78,156,184,0,6,0,0,0
19,NAVOJOA,42,NAVOJOA,1240,B,9,63,136,0,3,0,0,0
19,NAVOJOA,42,NAVOJOA,1239,B,55,286,497,0,71,0,0,0
19,NAVOJOA,42,NAVOJOA,1231,B,61,167,294,5,22,0,0,0
19,NAVOJOA,42,NAVOJOA,1232,B,166,284,539,0,6,0,0,0
19,NAVOJOA,42,NAVOJOA,1233,B,158,264,268,4,8,0,0,0
19,NAVOJOA,42,NAVOJOA,1234,B,149,222,418,0,6,0,0,0
19,NAVOJOA,42,NAVOJOA,1235,B,34,177,344,0,32,0,0,0
19,NAVOJOA,42,NAVOJOA,1236,B,60,266,540,0,17,0,0,0
19,NAVOJOA,42,NAVOJOA,1237,B,28,156,281,1,22,0,0,0
19,NAVOJOA,42,NAVOJOA,1238,B,37,123,286,0,29,0,0,0
19,NAVOJOA,42,NAVOJOA,1249,B,54,240,386,4,24,0,0,0
19,NAVOJOA,42,NAVOJOA,1250,B,67,192,324,2,37,0,0,0
