CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_PRI_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,20,OAXACA,19,SALINA CRUZ,41,CIUDAD IXTEPEC,263,2,38,121,139,16,31,3,7,3,4,168,0,4,7,5,,,,,,,1,546,31,578,812
3,20,OAXACA,19,SALINA CRUZ,41,CIUDAD IXTEPEC,264,2,49,170,130,8,68,2,10,10,2,217,0,3,2,4,,,,,,,0,675,32,707,967
3,20,OAXACA,19,SALINA CRUZ,41,CIUDAD IXTEPEC,265,3,70,212,256,11,140,12,33,10,7,444,0,5,11,3,,,,,,,2,1214,69,1285,1927
3,20,OAXACA,19,SALINA CRUZ,41,CIUDAD IXTEPEC,266,1,39,78,90,9,24,2,4,5,4,119,0,5,3,3,,,,,,,0,385,27,412,622
3,20,OAXACA,19,SALINA CRUZ,41,CIUDAD IXTEPEC,267,2,60,104,116,7,19,1,5,5,6,141,0,7,8,5,,,,,,,0,484,21,505,842
3,20,OAXACA,19,SALINA CRUZ,41,CIUDAD IXTEPEC,268,1,20,108,130,4,40,3,8,5,4,157,0,3,6,7,,,,,,,0,495,19,514,748
3,20,OAXACA,19,SALINA CRUZ,41,CIUDAD IXTEPEC,269,2,54,128,165,9,117,3,63,6,2,265,0,9,1,3,,,,,,,0,825,24,849,1352
3,20,OAXACA,19,SALINA CRUZ,41,CIUDAD IXTEPEC,270,4,74,127,217,20,93,3,35,15,5,407,0,6,16,5,,,,,,,0,1023,44,1067,1647
3,20,OAXACA,19,SALINA CRUZ,41,CIUDAD IXTEPEC,271,2,13,63,58,3,20,2,2,22,1,105,0,1,3,1,,,,,,,0,294,19,313,1001
3,20,OAXACA,19,SALINA CRUZ,41,CIUDAD IXTEPEC,272,2,47,119,143,8,80,1,8,9,2,275,0,8,3,4,,,,,,,1,707,30,738,1105
3,20,OAXACA,19,SALINA CRUZ,41,CIUDAD IXTEPEC,273,2,56,161,141,16,44,2,12,11,2,214,0,3,10,8,,,,,,,1,680,36,717,1112
3,20,OAXACA,19,SALINA CRUZ,41,CIUDAD IXTEPEC,274,3,66,192,247,18,86,6,30,9,9,395,0,6,4,11,,,,,,,0,1079,50,1129,1881
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,669,6,324,372,228,14,158,11,57,65,12,422,0,13,28,2,,,,,,,0,1706,76,1782,3925
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,670,4,262,193,183,15,113,23,25,46,8,345,0,14,26,7,,,,,,,0,1260,47,1307,2802
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,671,2,113,131,73,9,63,6,23,37,4,188,0,11,10,4,,,,,,,1,672,35,708,1422
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,672,3,170,133,177,9,58,16,22,34,3,158,0,9,15,5,,,,,,,0,809,45,854,1754
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,673,7,404,400,357,23,240,13,90,78,11,378,0,12,46,8,,,,,,,1,2060,87,2148,4737
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,674,2,164,170,96,14,65,4,15,18,5,157,0,4,8,6,,,,,,,0,726,29,755,1453
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,675,2,129,126,105,9,65,3,15,36,2,181,0,11,10,0,,,,,,,0,692,22,714,1470
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,676,2,134,138,92,11,53,5,7,45,5,130,0,2,7,9,,,,,,,2,638,25,665,1186
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,677,3,135,202,112,10,40,4,10,25,5,186,0,12,13,3,,,,,,,2,757,28,787,1507
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,678,3,137,183,76,8,88,10,31,26,5,124,0,13,4,4,,,,,,,0,709,30,739,1680
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,679,4,143,184,127,14,181,23,38,51,4,186,0,15,14,4,,,,,,,0,984,56,1040,2277
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,680,4,120,175,94,11,67,4,23,32,4,156,0,13,6,5,,,,,,,0,710,33,743,1406
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,681,2,98,147,86,4,31,6,11,25,5,136,0,6,8,1,,,,,,,0,564,13,577,1218
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,682,2,137,174,98,5,57,10,28,33,3,134,0,6,10,0,,,,,,,1,695,39,735,1478
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,683,3,192,155,151,14,72,11,24,28,6,167,0,11,20,1,,,,,,,0,852,36,888,2030
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,684,3,148,208,138,10,98,5,18,40,2,156,0,4,7,2,,,,,,,0,836,25,861,1692
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,685,2,152,196,117,8,47,8,15,23,3,124,0,8,9,3,,,,,,,0,713,28,741,1480
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,686,4,185,221,131,9,82,25,73,59,8,222,0,15,18,1,,,,,,,0,1049,52,1101,2634
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,687,3,134,146,98,15,50,9,73,35,3,160,0,6,10,2,,,,,,,0,741,34,775,1712
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,688,2,115,184,127,7,73,9,19,43,4,156,0,5,9,2,,,,,,,1,753,34,788,1488
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,689,2,126,218,94,7,57,6,8,39,0,161,0,5,11,5,,,,,,,0,737,24,761,1337
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,690,1,55,97,47,7,32,2,6,31,0,45,0,4,5,0,,,,,,,0,331,14,345,599
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,691,2,129,143,100,8,50,5,15,63,1,94,0,6,10,4,,,,,,,0,628,15,643,1222
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,692,2,70,123,78,7,69,4,7,126,4,107,0,6,13,2,,,,,,,0,616,24,640,1187
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,693,3,155,123,93,6,69,7,49,77,2,119,0,8,14,3,,,,,,,0,725,25,750,1577
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,694,2,85,125,80,4,108,4,10,21,3,130,0,5,9,1,,,,,,,0,585,35,620,1223
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,695,2,94,114,76,8,40,1,11,23,1,128,0,9,12,3,,,,,,,0,520,18,538,1154
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,696,3,116,225,102,10,68,10,25,33,6,167,0,10,14,6,,,,,,,0,792,47,839,936
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,697,2,98,150,98,17,44,11,9,28,9,158,0,10,9,4,,,,,,,0,645,28,673,1392
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,698,1,20,38,18,1,17,1,4,5,2,20,0,1,1,1,,,,,,,0,129,12,141,292
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,699,2,113,121,68,2,25,7,30,31,5,91,0,7,10,2,,,,,,,0,512,19,531,1144
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,700,2,71,164,59,9,34,5,29,29,5,121,0,6,7,3,,,,,,,1,542,12,555,1147
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,701,2,112,151,72,4,55,3,28,27,2,102,0,7,2,1,,,,,,,0,566,17,583,1137
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,702,2,88,148,77,3,55,6,10,25,2,63,0,9,5,3,,,,,,,0,494,19,513,990
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,703,3,164,203,104,8,85,11,33,23,1,108,0,7,15,5,,,,,,,0,767,40,807,1691
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,704,1,90,104,34,7,33,2,7,22,1,36,0,1,4,3,,,,,,,0,344,15,359,568
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,705,1,22,89,10,4,21,3,0,10,2,16,0,3,0,0,,,,,,,0,180,11,191,262
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,706,1,52,71,67,2,33,5,59,13,1,57,0,1,2,0,,,,,,,0,363,13,376,646
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,707,2,127,207,42,2,43,1,11,40,1,52,0,2,8,2,,,,,,,1,538,19,558,861
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,708,4,328,408,125,14,56,5,61,56,2,178,0,6,15,4,,,,,,,0,1258,54,1312,2109
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,709,2,74,73,69,5,52,2,6,20,1,94,0,6,4,2,,,,,,,0,408,16,424,930
3,20,OAXACA,19,SALINA CRUZ,121,SAN BLAS ATEMPA,814,3,11,432,665,14,13,1,2,1,6,83,0,1,8,6,,,,,,,0,1243,27,1270,1620
3,20,OAXACA,19,SALINA CRUZ,121,SAN BLAS ATEMPA,815,4,27,676,1009,30,19,11,7,10,8,295,0,4,17,13,,,,,,,0,2126,53,2179,2944
3,20,OAXACA,19,SALINA CRUZ,121,SAN BLAS ATEMPA,816,3,13,498,663,16,11,8,11,8,6,250,0,3,9,6,,,,,,,0,1502,30,1532,1877
3,20,OAXACA,19,SALINA CRUZ,121,SAN BLAS ATEMPA,817,3,16,342,528,18,9,8,5,5,5,204,0,2,8,4,,,,,,,1,1154,31,1186,1565
3,20,OAXACA,19,SALINA CRUZ,121,SAN BLAS ATEMPA,818,5,18,762,1130,22,21,5,2,8,17,303,0,5,16,9,,,,,,,0,2318,52,2370,2987
3,20,OAXACA,19,SALINA CRUZ,121,SAN BLAS ATEMPA,819,4,6,865,897,14,10,2,2,5,9,140,0,2,3,7,,,,,,,0,1962,17,1979,2546
3,20,OAXACA,19,SALINA CRUZ,303,SAN PEDRO COMITANCILLO,1461,3,31,320,672,5,38,30,26,3,2,374,0,2,16,2,,,,,,,0,1521,53,1574,1961
3,20,OAXACA,19,SALINA CRUZ,303,SAN PEDRO COMITANCILLO,1462,2,18,356,325,5,26,21,9,3,4,337,0,1,3,6,,,,,,,2,1114,37,1153,1412
3,20,OAXACA,19,SALINA CRUZ,306,SAN PEDRO HUILOTEPEC,1472,3,51,496,260,12,158,4,252,54,1,313,0,18,5,6,,,,,,,0,1630,41,1671,2213
3,20,OAXACA,19,SALINA CRUZ,442,SANTA MARIA XADANI,1929,2,252,184,40,203,3,1,15,0,1,201,0,61,3,2,,,,,,,0,966,25,991,1360
3,20,OAXACA,19,SALINA CRUZ,442,SANTA MARIA XADANI,1930,3,274,236,71,295,8,1,7,0,9,203,0,29,3,4,,,,,,,0,1140,57,1197,1683
3,20,OAXACA,19,SALINA CRUZ,442,SANTA MARIA XADANI,1931,3,164,163,47,194,2,0,20,0,4,130,0,39,0,0,,,,,,,0,763,29,792,1518
3,20,OAXACA,19,SALINA CRUZ,442,SANTA MARIA XADANI,1932,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,1144
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,30,EL ESPINAL,180,2,6,115,52,5,78,3,61,5,5,325,0,4,0,4,,,,,,,0,663,38,701,880
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,30,EL ESPINAL,181,2,6,223,47,7,65,2,53,5,2,260,0,1,1,2,,,,,,,0,674,30,704,870
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,30,EL ESPINAL,182,2,16,191,101,15,53,2,80,3,6,276,0,6,1,8,,,,,,,1,758,33,792,936
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,30,EL ESPINAL,183,2,16,185,133,13,41,9,107,22,4,275,0,5,3,4,,,,,,,1,817,38,856,1151
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,30,EL ESPINAL,184,2,16,150,68,16,53,4,83,7,6,323,0,2,2,0,,,,,,,0,730,35,765,1008
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,30,EL ESPINAL,185,2,9,167,67,6,48,3,34,3,3,242,0,1,4,6,,,,,,,0,593,33,626,800
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,30,EL ESPINAL,186,2,8,186,75,4,48,5,67,5,3,288,0,2,2,4,,,,,,,0,697,38,735,951
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,283,3,46,325,147,26,49,19,10,18,19,146,0,18,4,2,,,,,,,1,829,72,902,1617
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,284,7,67,485,681,45,297,44,30,31,45,627,0,21,7,5,,,,,,,0,2385,174,2559,4727
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,285,4,32,625,172,60,95,8,5,21,15,117,0,10,9,29,,,,,,,2,1198,75,1275,2335
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,286,2,30,189,239,14,23,5,3,8,12,115,0,6,19,3,,,,,,,0,666,52,718,1265
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,287,2,44,217,216,15,45,10,13,14,29,122,0,12,7,1,,,,,,,0,745,33,778,1377
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,288,2,30,224,198,22,42,9,7,13,35,123,0,9,3,3,,,,,,,0,718,35,753,1285
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,289,5,52,422,233,27,71,20,18,27,29,406,0,17,8,10,,,,,,,0,1340,88,1428,1341
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,290,4,55,302,551,25,68,22,7,13,18,493,0,31,18,4,,,,,,,0,1607,131,1738,2927
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,291,3,24,271,453,34,73,14,12,12,9,288,0,31,6,4,,,,,,,4,1231,82,1317,1462
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,292,2,19,224,132,14,33,10,11,49,15,165,0,6,2,5,,,,,,,0,685,44,729,1177
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,293,3,32,224,297,20,33,15,9,18,70,154,0,11,5,6,,,,,,,0,894,49,943,1621
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,294,5,58,467,444,41,130,25,28,101,33,318,0,20,8,16,,,,,,,0,1689,130,1819,3253
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,295,2,28,88,108,7,19,4,5,11,12,145,0,8,2,0,,,,,,,0,437,29,466,815
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,296,2,43,123,134,22,36,2,2,12,14,117,0,4,9,1,,,,,,,1,519,30,550,954
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,297,1,34,172,96,15,12,1,2,9,8,83,0,7,3,4,,,,,,,0,446,25,471,723
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,298,1,11,129,57,13,13,5,0,9,10,63,0,4,2,4,,,,,,,0,320,20,340,550
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,299,2,7,180,117,15,32,22,3,7,10,161,0,20,2,5,,,,,,,0,581,59,640,1051
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,300,3,34,251,335,23,39,16,10,13,13,303,0,35,7,1,,,,,,,3,1080,99,1182,2020
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,301,2,14,156,128,34,21,15,4,4,10,176,0,24,7,2,,,,,,,1,595,41,637,1028
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,302,2,31,201,107,17,23,8,9,19,10,146,0,11,2,5,,,,,,,0,589,47,636,1131
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,303,2,19,109,98,10,27,10,9,10,10,236,0,9,1,2,,,,,,,0,550,30,580,1079
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,304,2,16,142,103,10,33,7,15,10,7,258,0,3,3,2,,,,,,,3,609,25,637,1087
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,305,1,14,108,49,6,11,4,4,10,4,124,0,6,1,2,,,,,,,0,343,26,369,646
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,306,2,21,148,126,58,35,10,3,18,22,167,0,14,4,7,,,,,,,1,633,58,692,1069
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,307,2,16,112,166,6,29,4,6,7,6,145,0,3,2,1,,,,,,,0,503,46,549,863
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,308,2,13,118,88,9,22,10,5,8,4,110,0,7,0,2,,,,,,,0,396,43,439,799
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,309,1,19,93,96,7,23,5,6,3,8,120,0,5,2,0,,,,,,,0,387,39,426,736
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,310,2,24,129,162,6,84,16,20,6,11,226,0,11,2,3,,,,,,,0,700,74,774,1337
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,311,2,18,172,91,14,40,18,7,10,12,288,0,8,1,1,,,,,,,0,680,56,736,1264
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,312,2,6,150,110,9,71,30,22,5,9,274,0,3,1,7,,,,,,,0,697,84,781,1298
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,313,2,27,133,160,10,82,13,42,15,9,190,0,4,3,3,,,,,,,0,691,77,768,1266
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,314,2,10,95,138,7,54,19,11,5,4,172,0,5,3,1,,,,,,,0,524,56,580,962
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,315,2,14,87,178,7,32,12,6,6,11,219,0,13,4,0,,,,,,,0,589,34,623,1043
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,316,2,16,139,238,13,46,8,4,5,7,220,0,6,1,4,,,,,,,0,707,29,736,1360
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,317,2,20,169,81,8,90,12,15,5,0,155,0,2,2,3,,,,,,,0,562,40,602,989
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,318,2,26,129,105,16,80,20,12,13,2,229,0,2,3,2,,,,,,,0,639,56,695,1218
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,319,4,31,255,278,31,117,120,39,15,13,432,0,9,6,3,,,,,,,0,1349,196,1545,2708
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,320,2,20,167,200,6,75,12,11,11,7,204,0,6,7,3,,,,,,,0,729,51,780,1328
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,321,3,23,160,351,10,64,24,8,4,3,203,0,5,10,2,,,,,,,1,867,75,943,1751
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,322,4,44,201,540,10,92,50,13,6,13,293,0,8,22,2,,,,,,,0,1294,80,1374,2328
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,323,2,13,140,89,2,17,3,1,5,1,95,0,4,3,3,,,,,,,0,376,12,388,953
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,324,1,5,231,69,6,54,1,3,2,1,53,0,3,0,3,,,,,,,0,431,11,442,743
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,325,3,29,594,212,14,10,2,1,10,4,84,0,4,2,7,,,,,,,0,973,65,1038,1773
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,326,3,26,597,345,14,14,5,4,11,1,58,0,2,2,2,,,,,,,1,1081,56,1138,2040
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,327,2,10,89,188,0,17,4,12,3,0,139,0,0,6,0,,,,,,,0,468,16,484,812
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,328,2,14,181,190,4,31,0,5,1,0,86,0,0,2,0,,,,,,,0,514,14,528,878
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,329,1,8,156,102,1,15,0,6,2,1,86,0,0,2,3,,,,,,,0,382,10,392,738
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,332,1,9,70,113,24,6,0,15,3,3,47,0,0,0,0,,,,,,,0,290,7,297,572
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,127,SAN DIONISIO DEL MAR,838,3,4,543,283,13,10,2,2,5,44,46,0,0,3,3,,,,,,,0,958,16,974,1525
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,127,SAN DIONISIO DEL MAR,839,2,3,361,231,13,4,0,1,1,14,42,0,1,0,4,,,,,,,0,675,6,681,1024
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,127,SAN DIONISIO DEL MAR,840,2,66,236,130,70,25,0,0,1,1,17,0,1,5,9,,,,,,,0,561,10,571,1263
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,138,SAN FRANCISCO DEL MAR,877,3,9,563,149,14,6,2,550,2,6,143,0,1,0,0,,,,,,,0,1445,20,1465,1937
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,138,SAN FRANCISCO DEL MAR,878,3,5,628,46,8,6,1,396,2,1,109,0,0,0,3,,,,,,,0,1205,6,1211,1531
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,138,SAN FRANCISCO DEL MAR,879,2,0,541,3,0,2,0,5,0,0,1,0,0,0,0,,,,,,,0,552,1,553,722
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,138,SAN FRANCISCO DEL MAR,880,1,1,130,2,2,1,2,77,0,0,15,0,0,0,0,,,,,,,0,230,0,230,260
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,138,SAN FRANCISCO DEL MAR,881,2,10,166,44,2,10,2,315,1,0,130,0,0,0,0,,,,,,,0,680,4,684,794
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,883,2,97,310,114,85,10,2,1,3,4,125,0,1,8,1,,,,,,,0,761,24,785,1067
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,884,2,146,280,129,45,43,0,1,2,5,289,0,0,10,1,,,,,,,0,951,22,973,1331
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,885,2,116,217,156,56,10,1,0,3,1,314,0,3,13,2,,,,,,,0,892,14,906,1313
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,886,2,91,164,55,60,4,0,0,3,2,166,0,0,14,0,,,,,,,0,559,30,589,798
