CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PCP,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_PT,PRI_PVEM,PRI_PVEM_NVA_ALIANZA,PRD_PT,PRD_PT_PCP,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,385,B,98,72,,8,7,9,3,3,10,,6,,6,,,,0,222,11,233,463,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,386,B,94,133,,8,5,12,3,5,14,,8,,0,,,,0,282,15,297,495,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,386,C01,87,108,,8,7,21,1,6,8,,7,,16,,,,0,269,12,281,494,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,387,B,105,141,,16,11,6,4,5,11,,11,,13,,,,0,323,25,348,615,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,387,C01,115,141,,11,8,11,3,3,9,,6,,0,,,,0,307,27,334,614,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,388,B,95,76,,10,11,7,7,8,11,,2,,7,,,,0,234,6,240,411,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,388,C01,96,60,,12,6,4,8,5,11,,3,,6,,,,0,211,11,222,410,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,389,B,94,79,,11,10,12,7,15,10,,6,,3,,,,0,247,19,266,468,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,389,C01,82,89,,9,10,11,4,10,11,,8,,0,,,,0,234,9,243,468,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,390,B,117,133,,16,9,14,4,2,15,,10,,10,,,,0,330,27,357,635,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,391,B,85,70,,3,1,11,4,6,12,,6,,7,,,,0,205,12,217,379,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,391,C01,70,67,,18,7,5,2,8,17,,6,,1,,,,0,201,9,210,379,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,392,B,137,94,,12,7,16,3,10,12,,11,,10,,,,1,313,17,330,627,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,392,C01,129,88,,14,10,8,6,4,14,,9,,5,,,,0,287,17,304,627,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,392,C02,135,87,,17,6,18,2,5,11,,5,,5,,,,0,291,13,304,626,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,392,C03,153,84,,11,8,10,1,5,9,,8,,6,,,,0,295,19,314,626,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,393,B,24,24,,11,2,0,0,4,1,,3,,2,,,,0,71,10,81,184,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,394,B,106,160,,62,9,4,1,0,2,,1,,21,,,,0,366,23,389,634,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,395,B,59,55,,15,4,1,0,1,0,,4,,3,,,,0,142,14,156,218,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,396,B,39,87,,61,9,7,2,2,2,,1,,8,,,,0,218,13,231,396,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,396,C01,46,90,,49,4,3,2,1,6,,10,,3,,,,0,214,16,230,395,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,396,E01,59,73,,36,5,3,0,3,7,,7,,11,,,,0,204,18,222,358,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,397,B,31,89,,20,2,1,0,1,2,,2,,0,,,,0,148,17,165,295,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,398,B,81,101,,18,5,2,0,4,3,,5,,8,,,,0,227,9,236,344,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,399,B,31,72,,2,2,1,0,2,0,,3,,0,,,,0,113,7,120,161,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,400,B,31,38,,6,3,11,0,2,2,,4,,0,,,,0,97,4,101,135,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,401,B,47,88,,23,3,22,2,0,3,,2,,10,,,,0,200,19,219,329,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,401,E01,41,43,,27,5,11,0,3,2,,0,,6,,,,0,138,16,154,277,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,402,B,53,122,,3,5,1,2,3,8,,4,,21,,,,0,222,29,251,446,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,402,C01,55,121,,6,8,2,1,3,8,,8,,28,,,,0,240,18,258,446,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,403,B,95,210,,57,17,4,5,0,8,,5,,25,,,,0,426,28,454,725,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,404,B,67,70,,11,13,5,2,4,3,,13,,6,,,,0,194,21,215,487,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,490,B,123,142,,6,14,4,2,7,30,,3,,20,,,,0,351,13,364,677,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,490,C01,136,154,,5,8,10,2,10,31,,3,,17,,,,0,376,13,389,676,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,491,B,61,108,,1,8,2,1,4,21,,4,,9,,,,0,219,5,224,406,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,491,C01,73,106,,1,4,3,3,6,14,,8,,11,,,,0,229,12,241,406,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,492,B,58,29,,1,2,2,0,2,15,,1,,5,,,,0,115,0,115,175,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,493,B,96,122,,4,13,10,3,12,44,,10,,14,,,,1,329,10,339,619,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,493,C01,85,148,,4,8,10,4,18,41,,1,,6,,,,0,325,12,337,619,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,494,B,98,119,,6,6,12,2,12,42,,7,,10,,,,0,314,5,319,586,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,494,C01,100,119,,2,4,20,3,8,27,,5,,11,,,,1,300,9,309,586,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,495,B,106,81,,4,3,5,1,11,29,,5,,6,,,,0,251,5,256,456,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,495,C01,108,74,,1,6,7,1,12,31,,5,,3,,,,0,248,7,255,456,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,496,B,109,127,,1,0,9,2,14,38,,9,,0,,,,0,309,13,322,630,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,496,C01,90,107,,3,3,7,2,3,30,,2,,9,,,,0,256,6,262,630,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,496,C02,95,116,,5,7,5,5,15,32,,3,,10,,,,1,294,6,300,630,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,496,C03,80,110,,2,16,16,1,12,29,,9,,6,,,,0,281,14,295,629,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,497,B,72,112,,0,5,2,0,5,20,,13,,5,,,,1,235,16,251,610,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,497,C01,63,139,,9,4,2,1,9,24,,6,,0,,,,0,257,11,268,610,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,498,B,87,121,,10,6,5,1,4,25,,8,,0,,,,0,267,6,273,610,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,498,C01,70,104,,10,9,4,1,12,26,,6,,10,,,,0,252,15,267,609,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,499,B,125,102,,3,7,11,6,4,42,,8,,11,,,,1,320,13,333,648,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,500,B,65,100,,7,8,2,0,4,17,,12,,9,,,,0,224,2,226,574,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,500,C01,67,89,,10,4,6,2,5,35,,13,,8,,,,0,239,15,254,574,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,500,C02,59,104,,7,14,6,5,4,21,,10,,7,,,,0,237,5,242,574,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,501,B,87,96,,13,6,6,6,7,23,,4,,0,,,,1,249,6,255,569,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,501,C01,90,102,,9,10,7,1,8,27,,6,,9,,,,0,269,8,277,569,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,501,C02,88,94,,7,9,10,0,12,25,,6,,2,,,,0,253,8,261,568,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,502,B,78,129,,22,9,4,2,5,21,,8,,8,,,,0,286,10,296,704,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,502,C01,76,142,,15,15,1,0,12,24,,13,,18,,,,1,317,5,322,704,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,502,C02,87,120,,18,9,4,4,6,33,,8,,7,,,,0,296,12,308,703,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,502,C03,56,148,,12,23,3,3,14,15,,8,,0,,,,0,282,17,299,703,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,503,B,67,118,,8,11,5,1,8,20,,7,,16,,,,0,261,18,279,643,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,503,C01,71,109,,15,11,9,0,3,18,,5,,12,,,,0,253,23,276,643,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,503,C02,57,131,,21,9,4,1,4,23,,3,,26,,,,0,279,13,292,642,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,504,B,61,86,,9,9,6,1,6,17,,1,,7,,,,0,203,13,216,502,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,504,C01,66,87,,13,5,3,0,11,21,,1,,0,,,,0,207,14,221,502,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,504,C02,56,98,,7,7,2,4,4,24,,4,,1,,,,2,209,7,216,502,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,505,B,125,110,,1,9,9,2,9,36,,3,,7,,,,0,311,5,316,573,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,505,C01,137,92,,1,7,3,1,7,35,,2,,12,,,,1,298,8,306,573,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,506,B,99,80,,2,3,6,2,6,38,,2,,2,,,,0,240,3,243,490,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,506,C01,115,86,,2,6,5,1,11,27,,5,,6,,,,0,264,9,273,490,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,507,B,116,91,,0,3,8,3,6,31,,0,,3,,,,1,262,11,273,567,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,507,C01,141,63,,2,5,11,2,6,34,,7,,7,,,,0,278,11,289,567,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,508,B,91,117,,5,8,1,2,3,25,,5,,12,,,,0,269,17,286,632,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,508,C01,86,107,,10,9,6,4,7,36,,5,,9,,,,0,279,19,298,631,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,509,B,81,102,,2,5,5,5,8,19,,14,,14,,,,1,256,7,263,619,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,509,C01,61,127,,2,6,12,3,7,35,,6,,15,,,,0,274,11,285,619,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,509,C02,61,103,,4,7,6,2,8,17,,8,,16,,,,0,232,6,238,618,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,510,B,105,121,,3,7,5,3,3,12,,8,,16,,,,0,283,11,294,660,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,510,C01,59,141,,3,22,5,3,9,18,,6,,13,,,,1,280,14,294,659,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,511,B,111,115,,5,7,7,3,9,73,,1,,17,,,,0,348,14,362,622,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,511,C01,150,75,,2,5,5,3,11,54,,2,,8,,,,0,315,7,322,622,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,512,B,84,111,,3,6,9,2,5,29,,2,,10,,,,2,263,8,271,502,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,512,C01,110,91,,4,16,6,3,13,20,,1,,0,,,,0,264,7,271,502,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,513,B,100,128,,2,10,11,2,7,19,,7,,0,,,,0,286,13,299,647,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,513,C01,107,132,,5,11,8,5,9,28,,4,,19,,,,0,328,9,337,647,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,513,C02,107,115,,6,9,14,2,9,31,,6,,7,,,,0,306,8,314,646,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,514,B,89,113,,9,8,17,2,7,25,,3,,12,,,,1,286,10,296,673,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,514,C01,87,103,,9,12,16,4,1,34,,3,,17,,,,0,286,9,295,673,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,515,B,106,122,,7,8,9,2,16,39,,7,,6,,,,0,322,6,328,691,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,515,C01,113,111,,5,7,10,2,17,39,,7,,6,,,,0,317,6,323,691,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,515,C02,130,114,,8,11,17,1,10,43,,9,,14,,,,1,358,9,367,690,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,516,B,73,76,,2,11,10,1,4,23,,2,,6,,,,1,209,7,216,412,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,516,C01,79,83,,1,10,7,3,3,23,,2,,7,,,,0,218,9,227,412,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,517,B,99,135,,3,7,9,1,10,34,,5,,9,,,,0,312,11,323,571,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,517,C01,92,108,,4,7,3,2,5,46,,6,,13,,,,1,287,14,301,571,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,518,B,95,135,,6,9,8,3,8,37,,11,,11,,,,0,323,16,339,705,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,518,C01,68,135,,6,8,12,1,11,50,,5,,10,,,,0,306,12,318,705,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,518,C02,80,152,,5,14,4,2,6,27,,8,,11,,,,1,310,12,322,705,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,518,C03,80,142,,6,5,8,4,10,50,,6,,8,,,,0,319,14,333,704,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,519,B,50,65,,2,6,5,2,1,21,,6,,19,,,,0,177,15,192,385,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,519,C01,67,73,,0,3,9,2,4,14,,5,,19,,,,0,196,4,200,385,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,520,B,85,77,,2,12,12,0,7,34,,2,,11,,,,2,244,10,254,474,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,520,C01,86,108,,2,8,4,1,3,28,,4,,11,,,,0,255,8,263,473,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,520,S01,15,22,,1,1,2,2,4,4,,0,,3,,,,0,54,4,58,750,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,521,B,76,145,,12,10,11,4,10,23,,8,,28,,,,0,327,11,338,635,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,521,C01,97,136,,7,15,13,1,13,25,,4,,10,,,,0,321,8,329,635,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,521,C02,81,119,,7,12,17,2,12,21,,7,,12,,,,1,291,14,305,634,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,522,B,67,111,,6,14,12,1,3,11,,6,,12,,,,0,243,10,253,480,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,522,C01,87,116,,3,14,4,0,3,16,,4,,17,,,,0,264,13,277,480,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,523,B,66,84,,6,6,3,1,6,23,,1,,10,,,,0,206,9,215,460,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,523,C01,68,89,,3,7,3,0,9,17,,1,,7,,,,0,204,12,216,460,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,524,B,59,116,,3,5,4,1,2,21,,2,,21,,,,0,234,13,247,556,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,524,C01,80,107,,1,9,11,0,4,25,,2,,10,,,,2,251,10,261,556,,,,
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,525,B,82,113,,2,8,7,2,10,35,,2,,10,,,,0,271,17,288,714,,,,
