CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PCP,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_PT,PRI_PVEM,PRI_PVEM_NVA_ALIANZA,PRD_PT,PRD_PT_PCP,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,946,2,134,49,167,7,23,38,18,16,25,7,18,,0,,,,1,503,37,540,1109
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,947,7,680,235,356,38,129,125,80,48,149,25,75,,3,,,,18,1961,124,2085,4596
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,948,2,161,68,96,10,32,82,13,13,47,12,17,,0,,,,4,555,43,598,1124
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,949,2,114,55,88,5,29,49,15,14,36,8,16,,1,,,,6,436,29,465,891
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,950,3,229,105,210,18,53,60,35,24,45,10,17,,3,,,,3,812,52,864,1559
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,951,2,142,51,61,7,18,26,23,21,29,12,18,,,4,,,6,418,35,453,831
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,952,2,163,80,137,21,56,38,23,25,40,11,31,,3,,,,8,636,45,681,1275
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,953,3,361,122,286,12,48,42,46,29,40,44,28,,63,,,,35,1156,45,1201,2187
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,954,2,123,50,189,3,40,42,20,4,16,9,8,,1,,,,0,505,23,528,1006
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,955,8,524,214,960,25,190,110,96,37,83,108,46,,55,,,,32,2480,82,2562,5978
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,956,2,103,51,229,6,40,40,12,7,15,12,8,,1,,,,7,531,35,566,1165
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,957,2,110,62,284,17,37,49,13,5,10,6,13,,0,,,,5,611,33,644,1214
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,958,2,170,76,235,9,28,38,9,6,21,5,7,,6,,,,0,610,45,655,1308
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,959,3,323,127,258,23,75,48,54,37,72,24,41,,1,,,,7,1090,93,1183,2128
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,960,2,117,42,121,14,28,32,21,11,18,5,11,,0,,,,6,426,33,459,895
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,961,6,575,272,462,29,157,120,99,73,133,32,66,,10,,,,33,2061,147,2208,4056
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,962,2,156,40,198,25,34,44,15,9,18,10,9,,1,,,,5,564,32,596,1120
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,963,2,133,42,151,24,23,23,8,11,11,12,5,,3,,,,3,449,29,478,1131
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,964,2,80,40,175,6,33,30,16,1,10,18,15,,0,,,,23,447,34,481,1012
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,12,693,313,1364,46,214,174,70,41,96,190,55,,14,,,,18,3288,153,3441,8440
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,966,2,142,77,203,6,47,42,17,10,24,11,15,,3,,,,15,612,24,636,1345
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,967,4,316,124,512,28,89,67,40,19,45,30,20,,9,,,,15,1314,84,1398,2877
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,968,2,170,51,187,8,28,28,9,6,25,25,8,,2,,,,3,550,39,589,1063
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,969,4,424,215,364,17,112,103,50,38,79,23,57,,5,,,,11,1498,93,1591,2910
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,970,3,277,106,248,14,105,37,58,35,87,25,36,,1,,,,16,1045,71,1116,2156
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,971,2,147,76,139,4,40,16,11,19,25,5,12,,0,,,,3,497,36,533,1018
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,973,2,115,41,130,16,30,32,8,11,29,10,11,,2,,,,6,441,34,475,852
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,974,5,404,169,421,21,102,105,72,62,83,33,49,,8,,,,19,1548,79,1627,3420
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,975,4,440,145,276,28,66,62,43,23,64,26,47,,2,,,,17,1239,73,1312,2940
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,976,5,440,176,491,34,130,94,56,47,89,26,62,,9,,,,6,1660,118,1778,3555
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,977,8,565,249,721,26,177,102,84,61,72,28,51,,26,,,,15,2177,115,2292,4917
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,978,1,69,36,151,2,32,13,5,9,7,3,2,,3,,,,0,332,19,351,744
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,979,2,41,28,141,3,19,7,3,6,4,3,3,,0,,,,0,258,16,274,1195
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,980,2,63,30,142,4,44,12,6,8,12,3,8,,0,,,,1,333,28,361,896
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,981,1,56,21,134,5,22,20,5,5,2,1,6,,2,,,,1,280,28,308,702
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,982,2,360,93,64,1,33,12,21,50,72,11,18,,,,,,16,751,42,793,1307
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,983,3,689,153,92,8,48,16,18,79,76,13,18,,,,,,35,1245,71,1316,1981
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,984,3,726,109,107,6,66,15,21,73,86,14,24,,,,,,33,1280,83,1363,2058
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,985,2,155,45,76,22,105,5,10,17,52,9,9,,,,,,23,528,37,565,1051
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,986,1,151,30,40,2,21,4,15,19,44,9,17,,,,,,7,359,29,388,633
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,987,2,171,60,77,6,45,10,8,38,76,11,19,,,,,,4,525,37,562,898
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,988,2,93,40,94,18,46,4,7,25,50,11,15,,,,,,6,409,35,444,839
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,989,2,114,35,83,11,38,4,7,29,73,18,21,,,,,,5,438,30,468,764
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,990,1,83,53,71,6,16,17,10,11,91,5,17,,,3,,,5,388,20,408,620
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,991,1,68,27,37,7,11,21,15,9,26,1,9,,,0,,,2,233,22,255,427
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,992,1,65,47,36,25,27,4,11,15,15,5,5,,,2,,,4,261,14,275,569
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,993,1,68,19,79,13,23,21,8,7,12,3,8,,,7,,,0,268,21,289,546
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,994,2,131,52,130,7,30,29,17,15,24,13,6,,,2,,,5,461,46,507,989
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,995,1,82,34,58,47,23,11,14,6,27,6,7,,,3,,,2,320,18,338,674
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,996,2,116,43,110,9,85,1,4,35,46,15,11,,,,,,11,486,33,519,1000
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,997,2,174,91,97,13,53,5,16,50,113,10,20,,,,,,4,646,47,693,1145
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,998,3,379,78,109,8,57,14,26,44,95,18,26,,,,,,33,887,55,942,1656
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,999,3,483,138,125,7,51,22,28,69,105,24,22,,,,,,32,1106,83,1189,1874
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1000,3,531,116,63,2,50,13,14,74,71,8,19,,,,,,35,996,77,1073,1683
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1001,2,384,88,101,7,29,24,21,44,103,9,14,,,,,,34,858,74,932,1487
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1002,2,190,54,62,4,26,6,11,31,53,9,7,,,,,,9,462,33,495,854
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1003,1,77,27,52,6,12,5,8,20,27,6,6,,,,,,2,248,22,270,559
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1004,2,355,97,52,32,65,6,12,28,68,16,20,,,,,,32,783,57,840,1286
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1005,2,234,44,52,5,41,7,7,32,51,9,17,,,,,,20,519,37,556,879
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1006,2,100,61,99,11,110,2,2,15,30,5,6,,,,,,0,441,29,470,881
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1007,2,99,50,91,2,77,7,7,48,60,8,9,,,,,,2,460,41,501,906
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1008,1,80,57,42,13,29,15,22,11,8,9,15,,,12,,,3,316,36,352,645
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1009,1,106,39,33,11,20,19,17,7,22,13,23,,,1,,,7,318,35,353,583
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1010,1,17,14,39,3,4,7,3,2,8,0,5,,,0,,,0,102,9,111,324
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1011,1,60,31,84,32,27,14,9,12,11,8,13,,,1,,,4,306,21,327,591
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1012,2,38,18,85,2,33,8,6,5,5,7,6,,,1,,,2,216,21,237,1033
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1013,2,115,53,88,7,33,17,16,16,16,7,20,,,3,,,0,391,20,411,819
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1014,2,111,33,141,8,36,23,13,10,22,6,10,,,1,,,0,414,27,441,881
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1015,2,79,45,133,14,36,19,24,11,13,9,16,,,7,,,1,407,45,452,945
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1016,1,34,16,22,9,9,9,3,5,12,4,6,,,1,,,2,132,7,139,282
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1017,2,147,52,46,17,26,11,24,14,30,14,17,,,5,,,8,411,35,446,801
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1018,2,178,95,100,22,38,23,33,23,42,16,31,,,3,,,8,612,56,668,1234
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1019,2,196,88,138,11,84,13,15,52,68,13,17,,,,,,5,700,56,756,1221
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1020,2,126,50,159,23,56,6,6,39,45,11,13,,,,,,3,537,32,569,1128
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1021,2,205,81,89,4,58,15,10,47,61,18,18,,,,,,7,613,58,671,1131
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1022,3,470,89,79,3,45,15,22,45,93,12,13,,,,,,11,897,49,946,1524
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1023,6,864,199,303,24,98,38,46,263,147,21,46,,,,,,30,2079,124,2203,4189
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1024,2,209,73,82,7,74,11,18,43,60,12,19,,,,,,11,619,32,651,1020
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1025,2,187,50,44,4,62,9,17,39,76,14,19,,,,,,9,530,20,550,905
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1026,2,125,79,202,20,39,22,22,33,33,15,28,,,14,,,3,635,51,686,1164
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1027,2,132,87,82,8,26,31,15,22,46,12,18,,,3,,,6,488,36,524,1017
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1028,3,178,81,233,17,54,29,27,20,26,17,18,,,0,,,8,708,56,764,1507
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1029,2,114,55,204,9,51,21,13,13,18,14,32,,,1,,,2,547,36,583,1199
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1030,2,138,35,148,8,31,21,14,21,15,6,19,,,6,,,0,462,35,497,1065
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1031,3,164,65,285,13,46,30,23,11,24,29,19,,,5,,,0,714,49,763,1544
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1032,2,213,55,247,14,31,32,21,12,13,15,11,,,7,,,8,679,45,724,1313
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1033,2,125,24,177,12,21,20,11,9,18,10,12,,,3,,,4,446,34,480,1026
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1034,2,157,61,188,17,45,19,37,16,21,15,68,,,3,,,10,657,50,707,1260
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1035,2,221,81,172,23,59,33,29,21,44,14,24,,,9,,,9,739,66,805,1401
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1036,2,148,76,175,12,77,37,14,17,16,15,16,,,3,,,6,612,41,653,1263
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1037,2,205,41,63,30,68,9,15,33,96,17,23,,,,,,15,615,52,667,1094
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1038,2,169,52,75,6,80,6,7,26,59,12,33,,,,,,8,533,35,568,882
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1039,11,2388,376,280,48,244,91,81,219,308,54,137,,,,,,91,4317,300,4617,7576
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1040,3,378,76,68,24,72,12,22,34,108,27,23,,,,,,20,864,87,951,1595
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1041,2,294,94,76,7,97,11,12,49,100,21,23,,,,,,12,796,61,857,1219
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1042,3,337,97,129,16,128,17,28,64,141,21,21,,,,,,13,1012,94,1106,1701
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1043,2,153,56,159,6,30,28,18,18,30,7,23,,,9,,,9,546,40,586,1071
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1044,2,135,52,178,18,44,28,20,17,17,12,15,,,7,,,1,544,49,593,1141
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1045,4,213,112,246,10,142,53,54,46,62,47,29,,,17,,,8,1039,85,1124,2412
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1046,2,92,59,156,11,19,23,18,10,27,17,21,,,11,,,2,466,31,497,1142
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1047,2,135,64,107,12,33,27,26,32,31,15,18,,,59,,,5,564,30,594,1043
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1048,3,149,48,106,11,43,29,30,16,25,12,18,,,3,,,3,493,42,535,1600
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1049,2,164,74,162,24,51,28,19,17,19,11,21,,,12,,,2,604,44,648,1473
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1050,3,163,95,240,28,88,47,46,23,42,17,17,,,10,,,3,819,72,891,1791
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1051,3,313,108,202,22,63,50,69,39,60,38,46,,,3,,,9,1022,81,1103,1795
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1052,2,132,64,174,8,24,41,32,16,37,23,25,,,3,,,8,587,34,621,1186
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1053,3,185,110,252,23,79,64,53,39,49,41,31,,,6,,,8,940,74,1014,2020
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1054,2,98,53,227,19,44,13,13,13,25,42,17,,,3,,,0,567,28,595,1243
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1055,4,315,119,315,30,89,79,82,60,66,85,41,,,73,,,16,1370,69,1439,2909
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1056,3,141,86,293,7,65,36,29,20,28,16,18,,,8,,,2,749,50,799,1751
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1057,3,218,100,244,27,107,19,25,17,27,18,23,,,11,,,7,843,53,896,1911
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1058,3,217,87,258,16,81,24,25,17,17,10,12,,,11,,,2,777,51,828,1875
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1059,4,208,115,368,36,80,57,38,40,48,15,37,,,2,,,3,1047,74,1121,2316
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1060,3,195,84,271,16,65,37,23,16,22,39,33,,,6,,,3,810,66,876,1765
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1061,3,212,87,297,9,85,18,37,14,22,28,27,,,71,,,4,911,41,952,2120
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1062,3,187,84,216,17,83,47,30,17,28,74,17,,,18,,,4,822,56,878,1975
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1063,3,177,73,262,9,59,30,20,13,16,110,17,,,10,,,2,798,44,842,1985
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1064,2,80,63,129,7,46,15,11,12,13,90,11,,,4,,,0,481,23,504,1270
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1065,2,76,40,151,9,46,26,16,8,20,59,13,,,5,,,1,470,20,490,1024
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1066,2,64,48,159,5,41,20,19,13,14,25,9,,,9,,,0,426,25,451,967
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1067,2,85,44,216,10,59,28,33,16,23,34,15,,,3,,,2,568,26,594,1361
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1068,8,461,164,798,49,149,71,86,45,54,55,54,,,14,,,6,2006,136,2142,5710
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1069,4,166,48,314,30,55,89,48,20,46,18,28,,,8,,,4,874,78,952,2616
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1070,3,137,45,226,7,48,13,29,19,20,34,17,,,9,,,1,605,50,655,2182
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1071,2,64,51,225,8,75,14,9,16,18,68,11,,,8,,,0,567,33,600,1279
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1072,3,142,73,251,14,103,34,29,9,17,54,23,,,0,,,2,751,69,820,2015
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1073,14,792,390,1281,54,471,158,159,99,137,135,104,,,49,,,17,3846,240,4086,9934
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1074,17,1028,403,1695,81,487,194,197,120,151,265,131,,,35,,,25,4812,240,5052,12344
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1075,8,536,177,739,28,221,149,84,61,75,66,87,,,11,,,8,2242,147,2389,5884
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1076,1,192,91,18,1,11,1,5,2,1,8,0,,,0,,,0,330,13,343,501
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1077,1,129,106,13,1,12,0,3,1,2,3,1,,,0,,,0,271,0,271,546
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1078,1,33,45,4,1,2,0,0,1,1,0,1,,,48,,,0,136,7,143,177
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1079,1,70,74,25,1,13,1,0,0,0,0,0,,,0,,,0,184,16,200,379
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1080,1,34,53,8,0,0,0,0,0,0,0,0,,,0,,,0,95,7,102,148
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1081,1,59,48,11,3,0,0,2,2,1,0,2,,,0,,,0,128,5,133,214
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1082,1,40,38,27,1,7,0,0,2,2,6,0,,,9,,,0,132,6,138,266
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1083,1,18,22,11,1,2,0,0,0,0,0,1,,,0,,,0,55,0,55,157
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1084,1,18,40,8,2,3,0,0,0,0,0,1,,,0,,,0,72,3,75,279
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1085,1,41,74,13,0,6,0,1,0,0,0,0,,,0,,,0,135,7,142,240
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1086,2,209,209,28,2,0,1,5,0,1,29,0,,,0,,,0,484,19,503,904
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1087,1,38,40,53,0,1,0,1,0,0,0,0,,,0,,,1,134,11,145,245
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1088,1,133,97,101,2,6,0,1,2,0,1,0,,,9,,,0,352,14,366,551
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1089,1,46,65,66,0,7,0,1,0,1,5,0,,,4,,,0,195,7,202,342
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1090,1,65,92,45,0,13,0,0,2,3,0,3,,,16,,,0,239,9,248,425
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1091,1,4,43,52,0,5,0,0,0,0,0,0,,,0,,,0,104,3,107,243
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1092,1,46,146,63,2,3,0,1,2,1,1,0,,,0,,,0,265,3,268,568
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1093,1,77,121,104,3,4,0,0,1,2,1,0,,,0,,,0,313,8,321,559
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1094,1,8,39,4,0,3,1,1,0,0,1,0,,,4,,,1,62,5,67,120
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1095,1,58,2,0,0,0,0,1,1,0,0,1,,,0,,,0,63,1,64,146
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1096,1,149,71,9,3,0,1,0,11,3,1,3,,,0,,,0,251,39,290,691
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1097,1,113,54,23,2,5,0,1,2,1,10,0,,,0,,,0,211,14,225,573
