CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,CP,MC,NA,MORENA,ES,PAN_MC,PRI_NA,PRI_NA_CP,PRI_PVEM_NA,PRI_PVEM_CP,PRI_CP,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,425,3,,,58,49,,,,26,239,15,291,,,,176,,,11,8,0,3,,,876,0,86,962,1626
,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,426,2,,,81,36,,,,41,179,22,235,,,,173,,,4,8,1,2,,,782,0,60,842,1279
,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,427,2,,,53,32,,,,45,255,15,262,,,,141,,,4,4,3,4,,,818,0,66,884,1488
,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,428,1,,,24,13,,,,7,34,25,56,,,,36,,,0,0,0,0,,,195,0,21,216,366
,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,429,1,,,12,4,,,,5,37,5,110,,,,13,,,0,0,0,0,,,186,0,18,204,408
,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,430,2,,,128,22,,,,26,227,38,202,,,,153,,,5,3,1,4,,,809,0,53,862,1459
,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,431,2,,,55,18,,,,10,156,31,149,,,,94,,,3,2,0,1,,,519,0,41,560,1059
,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,432,1,,,17,4,,,,3,30,1,39,,,,21,,,0,0,0,0,,,115,0,12,127,176
,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,433,2,,,30,16,,,,9,262,5,201,,,,83,,,3,4,0,3,,,616,0,49,665,1161
,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,434,1,,,20,10,,,,11,70,2,96,,,,73,,,4,0,0,0,,,286,0,19,305,598
,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,435,1,,,61,6,,,,8,34,1,64,,,,57,,,1,0,0,1,,,233,0,24,257,401
,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,436,1,,,32,4,,,,1,10,0,90,,,,28,,,1,0,0,0,,,166,1,15,182,250
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,437,1,,,10,9,,2,,26,34,2,64,,,,,,162,0,0,0,0,,,309,0,55,364,540
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,438,1,,,7,6,,6,,5,8,0,34,,,,,,60,0,0,0,1,,,127,0,13,140,193
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,439,2,,,25,12,,11,,17,43,5,83,,,,,,134,0,0,1,0,,,331,0,37,368,548
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,440,1,,,33,3,,4,,14,19,2,25,,,,,,180,1,0,0,0,,,281,0,68,349,486
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,441,2,,,90,20,,17,,8,18,2,152,,,,,,384,0,1,1,0,,,693,0,183,876,1254
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,442,1,,,37,3,,7,,6,5,0,26,,,,,,68,0,0,0,0,,,152,0,36,188,243
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,443,2,,,24,13,,7,,21,42,5,63,,,,,,371,1,1,0,0,,,548,0,135,683,891
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,444,1,,,17,3,,0,,2,1,2,19,,,,,,75,0,0,0,0,,,119,0,23,142,179
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,445,1,,,20,4,,6,,5,3,0,71,,,,,,163,0,0,0,0,,,272,0,59,331,502
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,446,2,,,35,10,,4,,18,39,4,125,,,,,,239,2,2,0,0,,,478,0,76,554,800
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,447,3,,,160,18,,23,,34,71,5,329,,,,,,516,5,2,0,0,,,1163,0,165,1328,1895
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,448,1,,,68,4,,10,,6,24,1,79,,,,,,217,1,0,0,0,,,410,0,132,542,682
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,449,1,,,42,0,,18,,7,56,0,53,,,,,,156,0,0,0,0,,,332,0,106,438,698
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,450,1,,,90,16,,12,,21,36,5,86,,,,,,163,2,0,1,2,,,434,0,99,533,741
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,451,4,,,109,30,,20,,40,153,16,307,,,,,,691,7,4,4,1,,,1382,0,197,1579,2051
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,452,1,,,7,5,,1,,7,15,0,12,,,,,,166,0,0,0,1,,,214,0,47,261,376
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,453,1,,,13,4,,0,,1,2,2,13,,,,,,60,1,0,0,2,,,98,1,30,129,163
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,454,2,,,73,8,,3,,14,14,0,93,,,,,,288,0,0,0,0,,,493,0,117,610,788
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,455,1,,,0,0,,0,,3,0,1,3,,,,,,56,0,0,0,0,,,63,0,15,78,119
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,457,1,,,19,7,,0,,13,32,1,45,,,,,,197,1,0,0,0,,,315,0,56,371,447
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,458,1,,,13,5,,5,,14,31,1,136,,,,,,225,1,0,0,1,,,432,0,57,489,650
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,459,1,,,6,2,,0,,4,5,1,12,,,,,,55,0,0,0,0,,,85,0,5,90,135
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,460,1,,,3,4,,1,,7,2,0,8,,,,,,47,0,0,0,0,,,72,0,12,84,115
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,461,1,,,6,14,,1,,4,7,2,16,,,,,,64,0,0,0,0,,,114,0,26,140,208
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,462,1,,,19,7,,9,,12,12,2,85,,,,,,175,0,0,0,1,,,322,0,112,434,644
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,463,1,,,10,8,,21,,16,3,1,227,,,,,,40,0,0,1,0,,,327,0,67,394,674
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,464,1,,,102,3,,1,,10,44,1,92,,,,,,106,0,1,0,0,,,360,1,26,387,510
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,465,1,,,12,12,,4,,19,25,1,54,,,,,,254,,,,,,,381,,90,471,715
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,466,2,,,16,11,,3,,23,16,0,74,,,,,,439,1,0,0,0,,,583,0,151,734,1057
,24,SAN LUIS POTOSI,11,CARDENAS,17,GUADALCAZAR,467,1,,,12,8,,7,,5,19,0,8,,,,,,78,0,0,0,1,,,138,0,21,159,244
,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,468,1,,,64,5,,1,,,51,6,77,,,111,,,,3,0,0,1,,,319,0,35,354,458
,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,469,1,,,75,29,,6,,,54,3,39,,,134,,,,5,0,0,0,,,345,0,59,404,572
,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,470,2,,,68,24,,4,,,12,4,61,,,293,,,,0,0,1,1,,,468,0,115,583,827
,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,471,1,,,24,18,,3,,,42,4,81,,,205,,,,1,1,0,2,,,381,0,82,463,622
,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,472,2,,,68,92,,1,,,114,26,79,,,405,,,,9,2,0,8,,,804,0,113,917,1134
,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,473,2,,,77,69,,3,,,94,15,103,,,211,,,,11,2,1,2,,,588,0,73,661,854
,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,474,3,,,125,122,,5,,,180,65,150,,,428,,,,18,5,7,6,,,1111,0,144,1255,1594
,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,475,3,,,241,109,,11,,,109,14,219,,,416,,,,7,4,1,0,,,1131,0,173,1304,1716
,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,476,2,,,124,59,,5,,,175,28,54,,,227,,,,13,7,1,2,,,695,1,62,758,1073
,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,477,4,,,77,115,,12,,,480,66,115,,,446,,,,27,4,4,14,,,1360,0,93,1453,1804
,24,SAN LUIS POTOSI,11,CARDENAS,19,LAGUNILLAS,478,1,,,1,76,,0,,1,9,4,16,,,,,,41,5,6,1,1,,,161,0,13,174,249
,24,SAN LUIS POTOSI,11,CARDENAS,19,LAGUNILLAS,479,1,,,2,76,,0,,1,8,2,18,,,,,,30,17,0,0,0,,,154,0,14,168,212
,24,SAN LUIS POTOSI,11,CARDENAS,19,LAGUNILLAS,480,1,,,1,50,,0,,1,5,1,9,,,,,,21,5,0,0,0,,,93,0,2,95,120
,24,SAN LUIS POTOSI,11,CARDENAS,19,LAGUNILLAS,481,1,,,6,137,,0,,8,27,7,60,,,,,,99,10,6,2,0,,,362,0,20,382,610
,24,SAN LUIS POTOSI,11,CARDENAS,19,LAGUNILLAS,482,2,,,7,171,,2,,10,27,7,164,,,,,,172,13,8,2,4,,,587,0,68,655,1019
,24,SAN LUIS POTOSI,11,CARDENAS,19,LAGUNILLAS,483,1,,,6,105,,3,,7,5,4,23,,,,,,54,5,3,4,0,,,219,0,21,240,371
,24,SAN LUIS POTOSI,11,CARDENAS,19,LAGUNILLAS,485,2,,,13,125,,3,,4,21,6,43,,,,,,103,5,5,2,0,,,330,0,28,358,971
,24,SAN LUIS POTOSI,11,CARDENAS,19,LAGUNILLAS,486,1,,,5,148,,1,,6,7,2,38,,,,,,69,9,5,0,0,,,290,0,21,311,460
,24,SAN LUIS POTOSI,11,CARDENAS,19,LAGUNILLAS,487,1,,,9,72,,1,,8,7,1,24,,,,,,45,6,3,0,0,,,176,0,21,197,292
,24,SAN LUIS POTOSI,11,CARDENAS,19,LAGUNILLAS,488,1,,,8,78,,1,,2,15,5,23,,,,,,32,9,6,2,0,,,181,0,23,204,312
,24,SAN LUIS POTOSI,11,CARDENAS,19,LAGUNILLAS,489,1,,,5,46,,1,,1,6,4,32,,,,,,12,2,1,0,0,,,110,0,11,121,186
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,490,2,,,79,44,65,33,,,253,11,204,172,,,,,,13,3,1,2,,,880,0,57,937,1426
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,491,2,,,40,27,66,27,,,133,12,50,107,,,,,,3,0,0,2,,,467,0,30,497,847
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,492,1,,,8,7,14,3,,,29,4,48,35,,,,,,0,0,0,0,,,148,0,9,157,218
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,493,2,,,61,40,98,33,,,239,15,164,111,,,,,,5,8,2,5,,,781,1,43,825,1271
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,494,2,,,56,36,75,32,,,240,15,106,147,,,,,,3,0,1,3,,,714,0,46,760,1183
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,495,2,,,40,37,42,17,,,236,17,92,95,,,,,,5,1,2,0,,,584,0,36,620,946
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,496,4,,,82,89,175,62,,,537,41,270,241,,,,,,10,3,0,4,,,1514,0,74,1588,2762
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,497,2,,,40,43,92,31,,,149,4,132,141,,,,,,2,0,0,3,,,637,1,46,684,1347
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,498,2,,,56,21,77,21,,,219,3,116,91,,,,,,3,1,0,1,,,609,0,43,652,1266
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,499,1,,,23,11,37,23,,,127,8,76,69,,,,,,2,3,0,1,,,380,1,20,401,668
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,500,3,,,65,42,79,38,,,278,30,184,190,,,,,,12,1,0,3,,,922,0,39,961,1941
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,501,3,,,49,36,110,33,,,297,28,175,136,,,,,,7,4,0,1,,,876,2,55,933,1675
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,502,5,,,78,64,161,64,,,475,38,310,321,,,,,,10,1,1,9,,,1532,0,88,1620,3063
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,503,3,,,60,52,153,44,,,326,18,216,176,,,,,,9,3,0,1,,,1058,0,79,1137,2128
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,504,2,,,42,32,94,23,,,255,19,154,108,,,,,,5,0,0,4,,,736,2,57,795,1499
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,505,2,,,47,41,56,36,,,202,14,131,133,,,,,,5,0,0,0,,,665,0,38,703,1154
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,506,2,,,33,36,25,46,,,179,10,119,86,,,,,,7,1,1,0,,,543,0,28,571,943
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,507,2,,,35,41,32,35,,,195,19,154,96,,,,,,4,0,0,0,,,611,1,47,659,1146
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,508,2,,,40,30,75,23,,,201,7,112,110,,,,,,7,5,0,1,,,611,0,57,668,1283
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,509,3,,,69,53,133,27,,,251,23,182,159,,,,,,11,2,0,3,,,913,1,70,984,1902
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,510,2,,,55,26,108,24,,,175,10,99,109,,,,,,5,3,0,1,,,615,0,58,673,1393
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,511,2,,,41,57,45,32,,,286,22,124,106,,,,,,7,3,2,4,,,729,1,39,769,1213
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,512,2,,,36,38,93,17,,,179,10,115,86,,,,,,6,2,1,2,,,585,0,34,619,983
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,513,3,,,67,63,144,39,,,353,13,196,167,,,,,,7,3,0,2,,,1054,2,73,1129,1998
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,514,2,,,42,38,80,38,,,213,15,163,116,,,,,,3,0,1,1,,,710,0,52,762,1455
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,515,4,,,67,101,111,56,,,450,25,276,203,,,,,,13,4,1,1,,,1308,0,74,1382,2307
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,516,2,,,29,27,57,15,,,150,15,96,81,,,,,,4,3,0,1,,,478,0,21,499,812
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,517,2,,,57,27,58,41,,,222,11,93,127,,,,,,2,3,0,2,,,643,0,35,678,1138
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,518,5,,,115,114,196,56,,,527,42,225,356,,,,,,14,5,0,7,,,1657,0,102,1759,3013
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,519,2,,,60,23,57,15,,,114,12,66,71,,,,,,2,1,0,0,,,421,0,26,447,793
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,520,3,,,43,35,88,28,,,169,5,115,95,,,,,,6,3,0,3,,,590,1,23,614,923
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,521,3,,,56,58,123,63,,,304,30,284,216,,,,,,7,0,0,4,,,1145,0,63,1208,2197
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,522,2,,,20,22,86,16,,,151,3,154,96,,,,,,4,3,0,2,,,557,1,43,601,975
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,523,2,,,33,36,75,28,,,126,13,110,93,,,,,,6,5,0,3,,,528,0,30,558,952
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,524,2,,,36,28,72,24,,,163,11,97,98,,,,,,5,1,0,4,,,539,2,50,591,1125
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,525,3,,,70,48,120,42,,,237,13,165,118,,,,,,3,5,0,3,,,824,2,42,868,1453
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,526,3,,,77,39,135,51,,,205,13,181,144,,,,,,8,3,0,1,,,857,1,68,926,1931
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,527,4,,,119,54,188,62,,,310,23,276,233,,,,,,9,2,0,4,,,1280,1,108,1389,2905
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,528,1,,,11,8,50,7,,,10,2,35,30,,,,,,0,0,0,0,,,153,0,13,166,338
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,529,1,,,18,9,19,4,,,16,3,44,21,,,,,,0,1,0,3,,,138,0,16,154,426
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,530,1,,,11,6,47,2,,,32,0,28,41,,,,,,1,0,0,1,,,169,0,16,185,279
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,531,2,,,56,19,105,6,,,84,3,192,96,,,,,,1,1,0,0,,,563,0,52,615,1226
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,532,2,,,36,19,103,12,,,67,4,48,81,,,,,,4,0,0,0,,,374,0,39,413,905
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,533,2,,,45,24,49,17,,,166,6,128,62,,,,,,4,1,0,3,,,505,1,32,538,864
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,534,1,,,8,15,29,3,,,26,2,36,50,,,,,,1,0,0,1,,,171,1,11,183,311
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,536,3,,,97,23,86,38,,,158,13,212,226,,,,,,6,0,0,2,,,861,0,68,929,1800
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,537,1,,,7,0,11,3,,,0,0,12,16,,,,,,0,0,0,9,,,58,0,17,75,123
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,538,1,,,23,3,9,0,,,20,1,31,21,,,,,,0,0,0,0,,,108,0,6,114,155
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,539,2,,,26,18,66,19,,,103,4,82,102,,,,,,1,1,1,1,,,424,0,25,449,825
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,540,1,,,23,14,40,6,,,55,5,87,89,,,,,,3,1,0,1,,,324,0,16,340,533
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,541,2,,,85,30,63,7,,,83,12,54,85,,,,,,1,3,0,0,,,423,0,37,460,811
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,542,1,,,20,3,17,0,,,10,0,16,63,,,,,,1,0,0,0,,,130,0,14,144,223
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,543,1,,,4,4,21,4,,,15,0,21,31,,,,,,0,0,0,0,,,100,0,10,110,195
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,544,1,,,27,12,34,2,,,16,3,55,58,,,,,,0,0,2,0,,,209,0,45,254,484
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,545,2,,,19,13,80,6,,,34,3,67,178,,,,,,1,0,0,0,,,401,0,40,441,945
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,546,1,,,24,6,27,10,,,20,12,25,49,,,,,,0,0,0,0,,,173,0,19,192,349
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,547,1,,,20,12,36,10,,,47,8,52,43,,,,,,0,0,0,2,,,230,0,19,249,432
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,548,1,,,21,6,14,2,,,21,8,20,41,,,,,,0,1,0,0,,,134,0,18,152,293
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,549,1,,,12,2,55,3,,,12,11,84,64,,,,,,0,1,0,2,,,246,1,32,279,558
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,550,1,,,14,3,23,2,,,24,13,32,49,,,,,,1,1,0,1,,,163,0,28,191,404
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,551,1,,,19,2,6,1,,,14,1,32,20,,,,,,0,0,0,0,,,95,0,18,113,210
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,552,1,,,32,10,57,4,,,27,3,112,103,,,,,,1,0,0,1,,,350,0,35,385,712
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,553,1,,,35,5,41,1,,,9,0,118,65,,,,,,0,1,0,0,,,275,0,39,314,575
,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,554,1,,,39,5,14,2,,,21,3,80,75,,,,,,1,1,0,1,,,242,0,17,259,428
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,555,3,,,118,66,,,,64,230,20,418,,,,249,,,4,1,2,0,,,1172,1,108,1281,1669
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,556,3,,,11,325,,,,25,92,14,240,,,,288,,,12,6,3,18,,,1034,1,82,1117,1787
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,557,2,,,58,82,,,,9,43,10,63,,,,194,,,7,4,1,0,,,471,0,71,542,934
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,558,2,,,13,32,,,,11,117,0,92,,,,225,,,0,5,4,0,,,499,0,48,547,875
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,559,3,,,71,138,,,,50,200,14,386,,,,260,,,15,6,2,0,,,1142,0,91,1233,1891
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,560,2,,,19,144,,,,20,114,9,167,,,,216,,,29,10,0,1,,,729,1,52,782,1158
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,561,2,,,44,130,,,,49,143,16,210,,,,287,,,24,4,2,1,,,910,0,58,968,1377
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,562,2,,,38,45,,,,43,124,14,169,,,,191,,,5,2,0,1,,,632,0,59,691,986
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,563,1,,,11,11,,,,4,25,2,48,,,,103,,,0,1,0,0,,,205,0,20,225,317
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,564,1,,,7,35,,,,2,27,3,31,,,,94,,,2,2,0,0,,,203,0,24,227,366
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,565,3,,,51,56,,,,43,103,14,214,,,,415,,,5,3,0,2,,,906,0,121,1027,1676
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,566,2,,,33,40,,,,38,95,11,224,,,,261,,,7,1,0,1,,,711,0,78,789,1288
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,567,1,,,48,15,,,,15,49,1,93,,,,93,,,0,1,0,1,,,316,0,42,358,467
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,568,2,,,40,26,,,,44,64,16,152,,,,233,,,0,0,1,0,,,576,0,73,649,984
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,569,1,,,6,9,,,,6,11,2,50,,,,154,,,0,0,0,0,,,238,0,23,261,338
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,570,1,,,18,21,,,,8,15,4,126,,,,272,,,1,0,0,1,,,466,0,55,521,703
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,571,1,,,28,27,,,,25,55,12,98,,,,110,,,3,0,0,0,,,358,0,79,437,615
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,572,4,,,71,71,,,,101,196,22,335,,,,493,,,7,2,3,3,,,1304,10,128,1442,1909
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,573,3,,,124,112,,,,74,274,23,362,,,,342,,,18,5,2,2,,,1338,2,84,1424,2159
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,574,1,,,70,36,,,,35,78,8,103,,,,98,,,4,5,0,1,,,438,0,55,493,743
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,575,1,,,33,18,,,,5,22,2,103,,,,88,,,0,0,0,0,,,271,1,30,302,376
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,576,1,,,28,8,,,,4,11,3,39,,,,76,,,0,0,0,0,,,169,0,23,192,258
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,577,2,,,32,12,,,,20,26,2,165,,,,255,,,0,0,0,0,,,512,1,76,589,850
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,578,2,,,71,23,,,,26,62,8,311,,,,226,,,3,1,0,0,,,731,1,87,819,1063
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,579,2,,,34,90,,,,47,205,29,161,,,,219,,,7,11,0,3,,,806,0,55,861,1212
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,580,3,,,55,152,,,,112,208,14,298,,,,322,,,13,5,1,3,,,1183,1,51,1235,1817
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,581,3,,,94,75,,,,41,184,12,223,,,,212,,,9,7,0,1,,,858,0,83,941,1299
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,582,2,,,31,154,,,,37,116,7,204,,,,212,,,3,4,0,1,,,769,1,49,819,1223
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,583,1,,,39,19,,,,11,70,7,163,,,,114,,,2,0,0,0,,,425,0,44,469,649
,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,584,2,,,44,51,,,,19,89,12,135,,,,182,,,4,4,1,0,,,541,1,52,594,780
