CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,CP,MC,NA,MORENA,ES,PAN_MC,PRI_NA,PRI_NA_CP,PRI_PVEM_NA,PRI_PVEM_CP,PRI_CP,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,1,2,,,147,30,,,,49,123,10,271,,,,280,,,5,3,1,1,,,920,0,70,990,1459
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,2,3,,,177,56,,,,188,248,20,389,,,,403,,,9,2,0,3,,,1495,3,115,1613,2187
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,3,1,,,58,5,,,,8,7,0,30,,,,42,,,0,0,0,0,,,150,0,28,178,294
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,4,1,,,58,5,,,,8,7,0,30,,,,42,,,0,0,0,0,,,150,0,28,178,366
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,5,1,,,74,3,,,,4,8,1,26,,,,19,,,0,0,0,0,,,135,0,24,159,218
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,6,3,,,210,32,,,,55,79,9,240,,,,214,,,0,0,0,1,,,840,0,147,987,1668
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,7,2,,,73,31,,,,41,28,3,182,,,,1557,,,1,0,0,0,,,1916,0,68,1984,1231
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,8,3,,,109,40,,,,66,65,9,255,,,,270,,,1,0,0,1,,,816,2,122,940,1463
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,9,1,,,25,3,,,,12,21,1,50,,,,53,,,0,0,0,1,,,166,0,19,185,294
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,10,1,,,10,1,,,,2,7,1,4,,,,54,,,1,0,2,0,,,82,0,11,93,140
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,11,2,,,165,29,,,,48,46,5,514,,,,240,,,0,0,0,0,,,1047,0,81,1128,1160
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,12,1,,,42,20,,,,35,54,4,114,,,,111,,,2,0,0,0,,,382,0,50,432,673
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,13,2,,,136,30,,,,26,82,6,161,,,,202,,,5,1,0,0,,,649,0,45,694,917
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,14,4,,,291,31,,,,59,85,10,389,,,,492,,,3,1,1,3,,,1365,0,202,1567,2158
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,15,1,,,0,6,,3,,29,10,0,71,,,,,,74,0,0,0,0,,,193,0,16,209,318
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,16,1,,,2,7,,2,,42,33,0,44,,,,,,119,0,0,0,0,,,249,0,21,270,354
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,17,1,,,1,1,,2,,27,18,0,38,,,,,,71,1,0,0,0,,,159,0,18,177,244
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,18,1,,,1,0,,1,,13,8,0,29,,,,,,48,0,0,0,0,,,100,0,2,102,147
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,19,1,,,2,14,,1,,23,23,12,66,,,,,,68,1,0,0,0,,,210,0,15,225,306
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,20,1,,,0,0,,0,,14,1,0,40,,,,,,64,1,0,0,1,,,121,0,13,134,201
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,21,1,,,2,1,,0,,12,4,0,61,,,,,,38,0,0,0,0,,,118,0,7,125,203
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,22,1,,,0,4,,0,,16,3,0,53,,,,,,18,0,0,0,0,,,94,0,3,97,196
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,23,1,,,7,5,,6,,132,20,2,163,,,,,,157,1,0,0,1,,,494,0,64,558,707
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,24,1,,,1,0,,0,,7,2,0,46,,,,,,52,0,0,0,0,,,108,0,5,113,161
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,25,1,,,12,1,,0,,33,4,4,10,,,,,,13,0,0,0,0,,,77,1,5,83,106
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,26,2,,,5,6,,2,,48,21,2,247,,,,,,196,2,0,0,0,,,529,0,41,570,856
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,27,1,,,0,2,,0,,24,4,1,51,,,,,,53,0,0,0,0,,,135,0,11,146,194
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,28,1,,,66,4,,0,,1,12,0,76,,,,,,167,0,1,0,1,,,328,0,45,373,699
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,29,1,,,0,0,,1,,9,0,0,27,,,,,,54,0,0,0,0,,,91,0,2,93,135
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,30,1,,,2,4,,1,,38,19,3,60,,,,,,134,1,0,0,0,,,262,0,32,294,433
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,31,1,,,2,7,,5,,61,12,1,72,,,,,,95,0,0,0,0,,,255,0,7,262,371
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,32,1,,,2,8,,1,,66,9,1,82,,,,,,77,0,0,0,0,,,246,0,22,268,395
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,33,1,,,2,2,,4,,79,6,0,30,,,,,,73,0,0,0,0,,,196,0,14,210,332
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,34,3,,,60,38,,7,,,73,14,819,,,501,,,,2,0,0,1,,,1515,0,163,1678,2127
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,35,2,,,22,32,,7,,,65,3,222,,,224,,,,2,0,0,1,,,578,0,44,622,785
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,36,3,,,12,18,,6,,,72,42,421,,,368,,,,4,0,0,3,,,946,0,107,1053,1328
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,37,1,,,9,6,,3,,,15,3,148,,,172,,,,0,0,0,2,,,358,0,52,410,524
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,38,2,,,15,17,,1,,,14,3,266,,,246,,,,0,0,1,1,,,564,0,47,611,811
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,39,3,,,32,21,,3,,,54,7,508,,,463,,,,0,0,0,0,,,1088,0,96,1184,1554
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,40,1,,,6,2,,1,,,7,0,81,,,42,,,,0,1,0,0,,,140,0,10,150,178
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,41,3,,,70,38,,40,,,58,10,320,,,494,,,,2,3,0,0,,,1035,0,141,1176,1480
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,42,2,,,107,3,,1,,,12,4,247,,,318,,,,0,0,0,0,,,692,0,62,754,920
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,43,3,,,102,12,,3,,,29,3,499,,,466,,,,0,0,0,0,,,1114,0,121,1235,1643
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,44,3,,,67,26,,4,,,53,7,533,,,624,,,,1,1,1,0,,,1317,0,130,1447,1852
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,45,3,,,180,53,,8,,,74,9,312,,,283,,,,3,1,0,2,,,925,0,150,1075,1509
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,46,3,,,40,26,,10,,,33,7,547,,,490,,,,0,0,0,0,,,1153,0,154,1307,1710
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,47,2,,,40,28,,5,,,21,8,388,,,211,,,,1,0,0,0,,,702,0,97,799,1006
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,48,3,,,54,144,,7,,,78,14,609,,,397,,,,2,4,1,1,,,1311,0,147,1458,1977
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,49,2,,,14,9,,4,,,21,0,354,,,293,,,,0,1,0,0,,,696,0,66,762,956
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,50,1,,,11,12,,0,,,25,8,219,,,203,,,,2,0,0,1,,,481,0,65,546,734
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,51,3,,,41,23,,7,,,23,5,611,,,347,,,,0,0,0,0,,,1057,0,114,1171,1518
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,52,2,,,23,34,,7,,,46,2,297,,,267,,,,1,1,0,0,,,678,0,79,757,964
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,53,3,,,27,13,,8,,,35,12,597,,,517,,,,1,2,0,1,,,1213,0,112,1325,1812
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,54,2,,,48,12,,3,,,9,3,380,,,247,,,,0,0,0,0,,,702,0,73,775,1006
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,55,2,,,8,12,,5,,,18,4,384,,,266,,,,1,0,0,0,,,698,1,67,766,985
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,56,2,,,13,14,,4,,,8,3,398,,,248,,,,0,1,0,0,,,689,0,66,755,883
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,57,2,,,24,1,,4,,,23,2,631,,,366,,,,0,0,1,0,,,1052,0,122,1174,1476
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,58,2,,,14,5,,6,,,3,0,335,,,260,,,,0,0,0,0,,,623,0,62,685,892
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,59,2,,,43,9,,8,,,83,6,345,,,323,,,,1,0,0,2,,,820,0,44,864,1126
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,60,1,57,,9,7,,8,12,,23,7,,,,173,,,,1,1,0,0,,,298,0,36,334,452
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,63,1,43,,5,3,,2,2,,3,0,,,,114,,,,0,0,0,0,,,172,0,13,185,282
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,64,1,110,,16,5,,3,5,,9,1,,,,421,,,,0,0,0,0,,,570,0,42,612,759
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,65,1,63,,5,9,,3,4,,2,4,,,,102,,,,1,1,0,0,,,194,0,26,220,365
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,68,1,132,,7,7,,5,9,,38,7,,,,174,,,,0,0,0,0,,,379,0,79,458,617
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,69,1,25,,12,12,,2,9,,15,5,,,,95,,,,0,0,0,0,,,175,1,30,206,250
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,70,1,50,,34,6,,1,6,,19,9,,,,207,,,,2,0,0,1,,,335,0,29,364,481
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,71,1,10,,3,5,,0,1,,17,7,,,,59,,,,3,0,1,1,,,107,13,2,122,191
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,72,1,20,,7,6,,5,6,,14,2,,,,89,,,,0,0,0,0,,,149,0,2,151,206
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,77,1,10,,16,13,,5,4,,19,1,,,,112,,,,0,1,0,0,,,181,0,19,200,322
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,78,2,,,15,13,,24,,110,66,8,126,,,,,,102,5,0,0,2,,,471,0,47,518,838
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,79,3,,,39,43,,48,,231,189,17,313,,,,,,110,14,74,4,2,,,1084,0,221,1305,1969
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,80,2,,,18,23,,25,,122,101,10,337,,,,,,108,2,1,0,4,,,751,0,61,812,1174
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,81,2,,,11,18,,17,,112,69,8,233,,,,,,117,3,1,0,1,,,590,0,61,651,785
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,82,1,,,4,6,,8,,18,42,3,135,,,,,,47,1,0,0,0,,,264,0,24,288,428
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,83,1,,,12,3,,24,,54,47,8,202,,,,,,73,1,0,0,0,,,424,0,27,451,680
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,84,2,,,27,9,,23,,120,91,7,231,,,,,,83,1,1,0,1,,,594,0,41,635,947
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,85,2,,,20,28,,22,,144,125,17,281,,,,,,135,4,1,1,7,,,785,0,44,829,1275
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,86,1,,,13,11,,28,,72,67,6,169,,,,,,60,4,0,0,0,,,430,0,30,460,748
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,87,1,,,4,10,,24,,35,39,9,152,,,,,,57,2,0,0,1,,,333,0,15,348,492
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,88,1,,,6,8,,10,,68,36,4,155,,,,,,67,5,0,0,1,,,360,0,41,401,650
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,89,1,,,12,10,,17,,60,44,2,74,,,,,,63,0,0,0,1,,,283,0,45,328,482
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,90,2,,,16,17,,34,,97,82,6,206,,,,,,147,3,1,0,5,,,614,0,26,640,979
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,91,1,,,6,4,,7,,60,24,4,82,,,,,,41,2,0,1,0,,,231,0,25,256,419
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,92,1,,,7,7,,6,,22,9,3,46,,,,,,23,2,0,0,0,,,125,0,9,134,240
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,93,1,,,9,9,,15,,86,47,3,83,,,,,,78,1,0,0,1,,,332,0,37,369,658
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,94,1,,,12,5,,11,,43,15,3,33,,,,,,24,0,0,0,1,,,147,0,16,163,266
