CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,12,2,156,394,14,17,12,2,17,256,6,7,13,6,,900,35,935,1455
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,13,2,213,210,11,3,7,1,24,127,4,5,7,7,,619,18,637,1156
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,14,2,120,216,13,6,6,4,10,104,3,3,8,5,,498,24,522,1008
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,15,2,212,222,15,3,5,3,7,137,6,8,116,7,,741,18,759,1140
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,16,2,189,194,17,4,2,11,33,134,4,6,8,5,,607,21,628,1098
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,17,6,426,588,35,18,14,12,55,604,13,25,26,20,,1836,52,1888,4422
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,18,1,91,158,13,1,4,1,11,102,1,2,9,8,,401,7,408,636
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,19,2,208,187,12,6,4,4,14,82,2,3,11,6,,539,15,554,1050
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,20,2,149,272,12,11,3,2,4,115,3,6,16,1,,594,20,614,1084
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,21,2,159,341,20,10,9,5,20,164,6,6,12,9,,761,18,779,1442
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,22,2,83,250,4,0,6,1,14,151,13,5,8,4,,539,15,554,933
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,23,2,110,226,7,9,8,2,11,115,5,7,3,5,,508,21,529,848
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,24,2,118,292,13,4,7,6,19,167,1,4,3,11,,645,19,664,1071
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,25,1,52,187,5,5,4,3,10,86,1,3,8,14,,378,4,382,580
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,26,2,98,297,25,24,5,0,18,215,8,10,13,15,,728,17,745,1092
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,27,2,94,301,13,10,1,2,17,252,6,16,8,8,,728,9,737,1141
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,28,1,39,195,6,0,2,2,4,86,4,2,0,2,,342,8,350,570
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,29,2,56,215,10,7,5,1,2,244,6,3,13,6,,568,12,580,855
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,30,2,74,231,4,9,6,3,3,160,4,5,9,3,,511,20,531,760
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,31,1,64,200,5,7,3,1,8,130,3,9,14,4,,448,10,458,708
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,32,2,82,175,14,6,1,3,15,153,1,5,9,2,,466,13,479,774
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,33,2,101,197,15,6,9,4,7,103,4,5,1,7,,459,23,482,886
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,34,2,153,246,22,8,12,7,15,139,5,13,20,4,,644,26,670,1273
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,35,2,155,184,10,6,8,8,9,95,6,4,4,8,,497,17,514,921
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,36,2,193,261,14,11,6,1,7,95,5,1,10,6,,610,19,629,1153
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,37,2,128,194,15,6,3,7,7,89,3,5,3,3,,463,9,472,852
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,38,2,70,186,4,4,7,2,10,145,3,6,2,8,,447,12,459,754
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,39,3,282,408,40,5,19,11,39,201,6,12,16,16,,1055,38,1093,1986
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,40,2,59,172,15,10,6,3,12,100,3,8,8,3,,399,19,418,774
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,41,2,84,86,16,3,9,3,14,92,12,9,73,5,,406,18,424,780
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,42,2,128,202,35,12,5,5,14,224,7,10,13,6,,661,24,685,1114
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,43,2,129,267,25,8,6,3,10,158,6,7,10,4,,633,23,656,996
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,44,2,86,140,9,5,4,1,13,196,1,3,12,4,,474,18,492,815
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,45,1,60,159,6,2,7,0,4,166,1,6,6,8,,425,20,445,719
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,46,2,92,239,8,10,3,3,23,180,7,5,17,7,,594,15,609,996
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,47,2,85,279,5,6,6,9,19,211,5,4,12,3,,644,17,661,894
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,48,2,109,234,9,7,2,4,15,157,4,2,14,5,,562,13,575,975
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,49,2,87,289,6,12,1,4,15,191,8,9,13,8,,643,14,657,1100
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,50,1,54,177,4,9,4,2,6,138,4,4,4,7,,413,10,423,642
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,51,3,159,439,11,20,17,3,19,293,8,6,16,9,,1000,23,1023,1002
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,52,1,64,206,8,6,8,2,13,127,7,6,6,4,,457,10,467,696
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,53,2,99,325,9,15,8,7,15,222,4,3,10,12,,729,23,752,1102
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,54,2,76,248,4,12,2,3,16,188,2,7,5,4,,567,12,579,881
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,55,2,112,340,19,7,14,3,22,273,8,16,10,11,,835,25,860,1352
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,56,2,66,212,6,6,8,4,15,177,5,11,7,6,,523,7,530,857
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,57,2,98,236,8,5,4,5,11,195,6,11,10,7,,596,15,611,1013
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,58,2,99,244,5,8,5,3,13,226,3,6,24,8,,644,18,662,1081
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,59,2,103,249,14,9,3,3,10,198,4,3,19,6,,621,17,638,1008
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,60,2,68,191,20,9,10,3,11,211,4,4,7,7,,545,13,558,991
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,61,2,68,205,5,5,7,5,7,142,5,13,9,10,,481,43,524,934
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,62,2,93,232,17,8,13,3,9,137,3,4,6,9,,534,20,554,1055
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,63,2,165,266,19,11,11,5,26,177,14,5,2,9,,710,23,733,1349
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,64,2,90,258,8,6,8,1,22,220,9,8,7,9,,646,15,661,1154
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,65,3,197,341,29,6,19,2,17,179,4,10,14,8,,826,52,878,1700
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,66,2,77,259,16,5,3,4,18,179,9,17,16,8,,611,34,645,1058
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,67,2,114,220,18,4,7,3,21,148,5,15,3,5,,563,24,587,1020
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,68,2,101,273,18,13,5,2,17,161,6,6,32,3,,637,30,667,1178
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,69,2,69,246,9,6,4,3,8,148,5,6,20,5,,529,14,543,958
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,70,2,103,290,8,10,7,1,24,250,4,3,14,9,,723,16,739,1143
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,71,2,96,240,6,8,16,5,7,193,4,12,14,10,,611,24,635,1015
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,72,2,93,435,5,14,7,2,8,195,8,8,16,6,,797,16,813,1289
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,73,3,160,430,8,10,8,5,9,188,6,9,18,5,,856,20,876,1128
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,74,2,141,293,13,12,9,8,16,237,6,7,12,4,,758,35,793,1317
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,75,3,177,418,16,22,13,8,25,380,7,10,11,13,,1100,23,1123,1863
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,76,2,93,276,10,8,17,1,6,176,7,5,9,24,,632,28,660,992
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,77,2,73,273,4,15,6,3,18,190,9,8,10,6,,615,13,628,924
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,78,2,79,192,6,6,11,4,15,143,7,5,6,6,,480,18,498,907
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,79,10,540,1128,57,39,48,20,88,694,18,48,39,39,,2758,81,2839,6092
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,80,2,88,222,6,3,3,6,8,161,7,11,4,2,,521,14,535,814
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,81,16,950,1903,104,59,73,32,145,1706,53,74,327,64,,5490,123,5613,10971
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,82,2,84,294,17,3,16,5,12,264,3,6,6,3,,713,12,725,1235
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,83,7,493,875,51,32,15,13,66,514,24,28,27,21,,2159,72,2231,4602
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,84,2,71,192,9,9,5,2,25,98,7,9,42,3,,472,15,487,858
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,85,2,93,197,13,8,8,2,20,180,7,6,25,5,,564,20,584,1042
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,86,2,72,290,5,13,5,2,42,267,11,4,4,7,,722,15,737,1054
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,87,2,113,226,9,3,22,2,15,163,7,9,13,6,,588,17,605,916
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,88,1,60,256,2,12,1,1,5,69,3,2,5,2,,418,15,433,632
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,89,2,115,346,4,14,1,2,11,104,3,8,15,5,,628,16,644,977
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,90,3,157,397,14,17,21,6,18,323,12,7,15,6,,993,19,1012,1729
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,91,3,149,277,16,12,17,10,19,243,13,8,20,10,,794,30,824,1648
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,92,3,205,508,16,26,3,2,24,250,5,4,27,10,,1080,26,1106,1144
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,93,2,114,369,7,27,4,5,13,192,5,9,11,8,,764,20,784,1114
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,94,2,130,263,13,9,5,6,36,232,11,13,10,9,,737,34,771,1190
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,95,2,135,243,13,23,5,5,18,179,9,5,20,10,,665,25,690,1394
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,96,2,93,273,9,2,6,5,23,123,5,7,12,9,,567,27,594,1105
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,97,2,124,211,16,14,6,2,15,96,7,2,13,4,,510,28,538,1117
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,98,2,92,281,4,8,2,2,8,162,3,7,12,5,,586,15,601,881
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,99,2,115,213,16,10,13,3,20,169,9,3,16,9,,596,30,626,1202
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,100,3,240,473,14,12,19,4,18,256,17,13,22,10,,1098,31,1129,2136
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,101,4,215,498,19,22,12,4,31,354,15,15,14,20,,1219,38,1257,2288
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,102,3,156,237,17,5,7,4,15,256,6,8,151,13,,875,28,903,1611
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,103,2,107,259,13,6,9,6,14,155,6,12,7,8,,602,13,615,1125
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,104,2,70,198,10,5,8,5,9,161,6,8,6,7,,493,16,509,796
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,9,732,1081,63,66,31,12,83,636,19,23,101,29,,2876,89,2965,6157
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,106,2,134,297,21,11,11,2,19,236,14,11,33,9,,798,26,824,1249
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,107,2,133,228,17,7,9,7,20,167,2,15,6,13,,624,26,650,1287
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,108,4,250,519,26,24,55,16,26,296,13,19,15,10,,1269,65,1334,2906
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,109,3,189,432,11,11,31,5,23,212,7,17,15,9,,962,28,990,2057
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,110,2,142,234,7,8,9,8,84,165,8,6,5,12,,688,32,720,1209
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,111,3,141,369,16,12,23,8,19,184,15,13,16,6,,822,26,848,1690
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,112,5,293,592,43,25,25,10,33,389,23,19,19,19,,1490,47,1537,3313
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,113,2,143,169,10,7,5,2,39,140,3,6,2,8,,534,27,561,835
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,114,2,208,194,11,6,13,6,55,181,4,7,8,7,,700,31,731,1232
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,115,2,141,168,8,2,4,0,25,93,4,4,1,5,,455,16,471,847
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,116,2,162,240,4,2,3,2,45,110,4,2,13,14,,601,24,625,1071
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,117,3,208,311,16,10,19,1,62,182,3,3,5,12,,832,22,854,1515
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,118,2,238,260,3,5,5,3,8,54,4,15,19,2,,616,22,638,859
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,119,1,71,167,11,0,1,1,1,16,5,17,0,0,,290,13,303,362
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,120,1,159,227,48,3,2,1,4,30,1,26,16,0,,517,30,547,735
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,121,2,128,248,8,11,8,2,4,97,4,67,6,5,,588,30,618,831
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,122,2,100,287,12,6,4,6,23,98,6,9,6,12,,569,16,585,930
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,123,1,195,254,3,6,3,6,5,26,1,2,7,7,,515,19,534,715
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,124,5,466,544,21,14,6,13,47,282,11,18,119,19,,1560,47,1607,2888
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,125,2,145,329,14,2,11,7,19,121,3,5,38,5,,699,21,720,1471
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,126,3,194,490,14,16,8,10,14,131,9,17,14,7,,924,28,952,1883
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,127,2,120,265,12,9,5,6,10,82,4,9,12,6,,540,21,561,1003
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,128,1,34,93,5,0,1,0,0,7,1,6,0,1,,148,1,149,219
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,129,2,491,452,15,0,5,12,9,46,6,8,0,5,,1049,16,1065,1381
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,130,1,104,104,4,4,2,2,3,43,3,0,2,1,,272,9,281,397
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,131,1,98,80,0,2,0,3,5,8,0,2,0,0,,198,6,204,236
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,132,1,46,72,2,0,1,0,7,17,0,3,1,0,,149,6,155,187
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,133,1,123,220,1,2,1,2,6,25,2,11,2,1,,396,7,403,475
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,134,2,41,198,1,1,2,1,6,29,2,3,3,2,,289,2,291,400
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,135,2,177,389,9,3,2,0,12,33,0,4,8,0,,637,10,647,797
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,136,1,45,80,3,0,0,0,2,14,0,3,1,0,,148,0,148,179
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,137,1,15,105,0,0,2,0,4,23,0,4,2,0,,155,4,159,224
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,138,1,114,193,2,3,2,1,2,24,0,0,13,1,,355,15,370,474
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,4,413,492,172,14,15,3,47,258,7,27,18,9,,1475,73,1548,2657
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,140,2,205,298,25,4,3,2,14,48,1,8,5,0,,613,16,629,896
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,141,2,214,299,12,2,0,1,25,44,0,7,7,0,,611,9,620,891
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,4,406,823,107,6,9,2,68,123,2,10,33,5,,1594,71,1665,2494
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,143,1,61,175,4,1,0,0,1,15,1,5,3,0,,266,5,271,323
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,144,1,28,72,1,1,1,3,9,36,0,2,2,1,,156,2,158,213
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,145,2,176,203,12,1,2,0,11,38,3,17,6,1,,470,20,490,794
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,146,1,64,164,17,0,0,0,6,115,3,1,0,3,,373,7,380,444
3,4,CAMPECHE,17,CALKINI,2,CALKINI,147,3,60,296,13,9,3,14,122,558,1,4,15,2,,1097,23,1120,1501
3,4,CAMPECHE,17,CALKINI,2,CALKINI,148,2,101,207,5,4,2,5,47,360,2,7,5,15,,760,17,777,1037
3,4,CAMPECHE,17,CALKINI,2,CALKINI,149,2,102,230,7,3,4,4,55,416,4,6,5,3,,839,9,848,1092
3,4,CAMPECHE,17,CALKINI,2,CALKINI,150,2,42,192,5,6,2,1,38,287,3,5,11,4,,596,11,607,767
3,4,CAMPECHE,17,CALKINI,2,CALKINI,151,3,120,242,8,13,5,3,65,385,6,6,7,4,,864,14,878,801
3,4,CAMPECHE,17,CALKINI,2,CALKINI,152,2,76,240,6,0,2,7,33,401,4,2,0,0,,771,18,789,1021
3,4,CAMPECHE,17,CALKINI,2,CALKINI,153,2,39,190,4,2,14,7,56,433,3,10,7,4,,769,23,792,993
3,4,CAMPECHE,17,CALKINI,2,CALKINI,154,3,91,294,10,7,1,12,118,598,4,5,8,3,,1151,17,1168,1605
3,4,CAMPECHE,17,CALKINI,2,CALKINI,155,2,53,225,11,15,4,4,71,565,4,1,11,1,,965,20,985,1282
3,4,CAMPECHE,17,CALKINI,2,CALKINI,156,2,38,138,3,4,5,3,57,324,5,1,7,0,,585,16,601,801
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,157,1,21,340,0,39,1,49,54,2,0,6,14,4,,530,11,541,658
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,158,2,38,349,9,38,4,3,24,133,7,17,13,2,,637,35,672,774
3,4,CAMPECHE,17,CALKINI,2,CALKINI,159,2,43,168,7,7,0,2,118,206,2,0,7,2,,562,7,569,784
3,4,CAMPECHE,17,CALKINI,2,CALKINI,160,2,60,153,1,6,1,0,145,236,0,0,15,1,,618,10,628,765
3,4,CAMPECHE,17,CALKINI,2,CALKINI,161,2,54,162,4,1,3,7,92,229,0,1,9,2,,564,22,586,792
3,4,CAMPECHE,17,CALKINI,2,CALKINI,162,2,54,163,17,1,0,2,147,252,3,2,7,2,,650,19,669,911
3,4,CAMPECHE,17,CALKINI,2,CALKINI,163,2,52,197,4,0,1,2,100,221,0,0,6,2,,585,13,598,771
3,4,CAMPECHE,17,CALKINI,2,CALKINI,164,2,33,224,4,3,6,3,72,262,0,0,16,1,,624,7,631,804
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,165,1,0,227,1,3,0,0,0,5,0,3,1,0,,240,12,252,257
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,166,3,84,693,15,8,6,9,84,677,17,4,14,1,,1612,21,1633,1948
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,167,2,80,388,7,7,2,5,49,364,10,3,10,2,,927,8,935,1120
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,168,2,72,483,5,13,2,6,41,302,6,1,11,1,,943,15,958,1205
3,4,CAMPECHE,17,CALKINI,2,CALKINI,169,2,44,338,8,18,1,3,49,607,9,5,33,2,,1117,12,1129,1468
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,170,2,80,153,13,215,3,7,19,252,5,6,8,0,,761,27,788,904
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,171,1,17,280,4,26,3,4,9,107,4,5,16,4,,479,22,501,623
3,4,CAMPECHE,17,CALKINI,2,CALKINI,172,2,69,292,15,14,8,7,44,342,5,2,2,15,,815,25,840,1284
