CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_PRD,PAN_PRD_PT,PAN_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PH,PRI_ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_ES,PRI_NVA_ALIANZA_ES,PRI_PH_ES,PRI_PVEM_NVA_ALIANZA_PH,PRI_PVEM_NVA_ALIANZA_ES,PRI_PVEM_PH_ES,PRI_NVA_ALIANZA_PH_ES,PRI_PVEM_NVA_ALIANZA_PH_ES,PRD_PT,PRD_PT_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,31,YUCATAN,14,TIXKOKOB,35,HOCTUN,157,2,26,339,305,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,670,7,677,804
,31,YUCATAN,14,TIXKOKOB,35,HOCTUN,158,1,8,204,213,3,0,0,0,1,0,0,,,,,,,,,,,,,,,,0,,,,,0,429,5,434,519
,31,YUCATAN,14,TIXKOKOB,35,HOCTUN,159,3,56,610,628,1,0,0,2,1,0,0,,,,,,,,,,,,,,,,4,,,,,0,1302,11,1313,1514
,31,YUCATAN,14,TIXKOKOB,35,HOCTUN,160,2,19,368,480,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,868,6,874,1019
,31,YUCATAN,14,TIXKOKOB,35,HOCTUN,161,1,76,278,299,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,654,0,654,673
,31,YUCATAN,14,TIXKOKOB,36,HOMUN,162,2,40,695,212,4,0,0,6,4,0,0,,,,,,,,,,,,,8,,,,,,,,0,969,30,999,1164
,31,YUCATAN,14,TIXKOKOB,36,HOMUN,163,2,64,571,211,8,0,0,2,7,0,0,,,,,,,,,,,,,4,,,,,,,,0,867,26,893,1067
,31,YUCATAN,14,TIXKOKOB,36,HOMUN,164,2,48,722,288,4,0,1,2,1,0,0,,,,,,,,,,,,,7,,,,,,,,0,1073,38,1111,1256
,31,YUCATAN,14,TIXKOKOB,36,HOMUN,165,2,40,744,213,8,0,0,1,4,0,0,,,,,,,,,,,,,0,,,,,,,,0,1010,36,1046,1179
,31,YUCATAN,14,TIXKOKOB,36,HOMUN,166,1,2,107,3,1,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,113,2,115,128
,31,YUCATAN,14,TIXKOKOB,36,HOMUN,167,1,22,390,202,10,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,624,24,648,707
,31,YUCATAN,14,TIXKOKOB,37,HUHI,168,2,674,600,5,4,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,0,1283,11,1294,1499
,31,YUCATAN,14,TIXKOKOB,37,HUHI,169,2,364,378,0,4,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,0,746,1,747,876
,31,YUCATAN,14,TIXKOKOB,37,HUHI,170,2,521,595,6,3,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,0,1125,5,1130,1278
,31,YUCATAN,14,TIXKOKOB,37,HUHI,171,1,32,66,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,0,98,1,99,103
,31,YUCATAN,8,UMAN,38,HUNUCMA,172,3,532,443,70,251,0,0,53,8,1,3,,,,,,,1,,,,,,,,,,,,,,0,1362,27,1389,1835
,31,YUCATAN,8,UMAN,38,HUNUCMA,173,3,503,349,65,305,0,0,38,23,0,2,,,,,,,0,,,,,,,,,,,,,,0,1285,19,1304,1737
,31,YUCATAN,8,UMAN,38,HUNUCMA,174,3,501,372,32,209,0,0,34,14,1,0,,,,,,,0,,,,,,,,,,,,,,0,1163,9,1172,1541
,31,YUCATAN,8,UMAN,38,HUNUCMA,175,3,405,384,33,285,0,0,29,20,0,2,,,,,,,0,,,,,,,,,,,,,,0,1158,14,1172,1508
,31,YUCATAN,8,UMAN,38,HUNUCMA,176,2,375,369,39,157,0,0,29,26,0,2,,,,,,,0,,,,,,,,,,,,,,0,997,20,1017,1270
,31,YUCATAN,8,UMAN,38,HUNUCMA,177,3,372,309,26,155,0,0,31,6,0,0,,,,,,,0,,,,,,,,,,,,,,0,899,12,911,1774
,31,YUCATAN,8,UMAN,38,HUNUCMA,178,4,714,583,99,295,0,0,101,18,0,1,,,,,,,0,,,,,,,,,,,,,,0,1811,24,1835,2322
,31,YUCATAN,8,UMAN,38,HUNUCMA,179,2,395,417,27,196,0,0,29,25,0,1,,,,,,,1,,,,,,,,,,,,,,0,1091,16,1107,1442
,31,YUCATAN,8,UMAN,38,HUNUCMA,180,2,542,336,31,174,0,0,23,23,0,1,,,,,,,0,,,,,,,,,,,,,,0,1130,10,1140,1495
,31,YUCATAN,8,UMAN,38,HUNUCMA,181,2,447,311,81,186,0,0,61,12,0,0,,,,,,,0,,,,,,,,,,,,,,0,1098,11,1109,1460
,31,YUCATAN,8,UMAN,38,HUNUCMA,182,2,395,329,41,212,0,0,88,6,4,1,,,,,,,0,,,,,,,,,,,,,,0,1076,7,1083,1440
,31,YUCATAN,8,UMAN,38,HUNUCMA,183,2,287,321,7,41,0,0,4,9,0,0,,,,,,,0,,,,,,,,,,,,,,0,669,23,692,828
,31,YUCATAN,8,UMAN,38,HUNUCMA,184,1,160,248,4,31,0,0,3,6,0,0,,,,,,,0,,,,,,,,,,,,,,0,452,7,459,566
,31,YUCATAN,8,UMAN,38,HUNUCMA,185,1,64,38,7,31,0,0,5,0,0,0,,,,,,,0,,,,,,,,,,,,,,0,145,4,149,176
,31,YUCATAN,8,UMAN,38,HUNUCMA,186,4,979,636,63,360,1,1,33,17,1,4,,,,,,,0,,,,,,,,,,,,,,0,2095,42,2137,2534
,31,YUCATAN,9,PROGRESO,39,IXIL,187,2,587,543,0,3,0,0,4,29,0,0,,,,,,,,3,,,,,,,,,,,,,0,1169,11,1180,1391
,31,YUCATAN,9,PROGRESO,39,IXIL,188,2,553,624,0,6,0,0,4,40,0,0,,,,,,,,3,,,,,,,,,,,,,0,1230,13,1243,1430
,31,YUCATAN,15,IZAMAL,40,IZAMAL,189,3,628,671,0,5,0,5,1,14,0,0,,,,,,,,,,,,,,,,6,,,,,0,1330,29,1359,1634
,31,YUCATAN,15,IZAMAL,40,IZAMAL,190,2,296,360,0,0,0,0,0,6,0,2,,,,,,,,,,,,,,,,2,,,,,0,666,10,676,774
,31,YUCATAN,15,IZAMAL,40,IZAMAL,191,2,375,594,0,3,0,4,0,4,0,0,,,,,,,,,,,,,,,,2,,,,,0,982,19,1001,1159
,31,YUCATAN,15,IZAMAL,40,IZAMAL,192,2,457,565,0,5,0,2,0,8,0,0,,,,,,,,,,,,,,,,2,,,,,1,1039,22,1062,1313
,31,YUCATAN,15,IZAMAL,40,IZAMAL,193,3,591,624,0,6,0,1,3,10,0,0,,,,,,,,,,,,,,,,3,,,,,0,1238,25,1263,1559
,31,YUCATAN,15,IZAMAL,40,IZAMAL,194,2,421,564,0,2,0,2,1,3,0,0,,,,,,,,,,,,,,,,3,,,,,1,996,15,1012,1235
,31,YUCATAN,15,IZAMAL,40,IZAMAL,195,2,522,570,0,3,0,2,1,16,1,0,,,,,,,,,,,,,,,,6,,,,,0,1121,23,1144,1460
,31,YUCATAN,15,IZAMAL,40,IZAMAL,196,2,388,578,0,1,0,1,1,10,0,5,,,,,,,,,,,,,,,,2,,,,,0,986,24,1010,1190
,31,YUCATAN,15,IZAMAL,40,IZAMAL,197,3,464,765,0,4,0,4,5,10,0,0,,,,,,,,,,,,,,,,6,,,,,0,1258,24,1282,1521
,31,YUCATAN,15,IZAMAL,40,IZAMAL,198,3,717,730,0,4,0,1,1,1,0,0,,,,,,,,,,,,,,,,4,,,,,0,1458,8,1466,1636
,31,YUCATAN,15,IZAMAL,40,IZAMAL,199,2,481,589,0,5,0,0,1,2,0,0,,,,,,,,,,,,,,,,8,,,,,0,1086,9,1095,1315
,31,YUCATAN,15,IZAMAL,40,IZAMAL,200,2,682,416,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,0,,,,,0,1100,22,1122,1251
,31,YUCATAN,15,IZAMAL,40,IZAMAL,201,2,702,562,0,4,0,4,1,4,0,0,,,,,,,,,,,,,,,,1,,,,,0,1278,9,1287,1498
,31,YUCATAN,15,IZAMAL,40,IZAMAL,202,1,201,199,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,402,1,403,414
,31,YUCATAN,15,IZAMAL,40,IZAMAL,203,2,478,316,0,1,0,0,4,1,0,0,,,,,,,,,,,,,,,,4,,,,,0,804,7,811,910
,31,YUCATAN,6,KANASIN,41,KANASIN,204,2,166,378,12,9,1,30,3,44,0,0,,,,,,,,,,,,,,,,0,0,,,,0,643,17,660,949
,31,YUCATAN,6,KANASIN,41,KANASIN,205,4,667,949,92,13,9,23,9,43,0,0,,,,,,,,,,,,,,,,0,0,,,,0,1805,61,1866,2815
,31,YUCATAN,6,KANASIN,41,KANASIN,206,6,1124,1361,106,22,5,13,18,50,0,0,,,,,,,,,,,,,,,,0,0,,,,0,2699,64,2763,4402
,31,YUCATAN,6,KANASIN,41,KANASIN,207,9,1066,1712,145,40,11,46,35,36,0,0,,,,,,,,,,,,,,,,0,0,,,,2,3091,99,3192,6052
,31,YUCATAN,6,KANASIN,41,KANASIN,208,3,615,893,25,6,1,3,7,20,0,0,,,,,,,,,,,,,,,,0,0,,,,1,1570,32,1603,2247
,31,YUCATAN,6,KANASIN,41,KANASIN,209,2,229,436,27,9,3,11,1,10,0,0,,,,,,,,,,,,,,,,0,0,,,,1,726,25,752,1150
,31,YUCATAN,6,KANASIN,41,KANASIN,210,2,192,438,31,5,1,16,3,17,0,0,,,,,,,,,,,,,,,,0,0,,,,0,703,25,728,1211
,31,YUCATAN,6,KANASIN,41,KANASIN,211,5,494,848,133,42,11,30,11,50,0,0,,,,,,,,,,,,,,,,0,0,,,,2,1619,68,1689,3072
,31,YUCATAN,6,KANASIN,41,KANASIN,212,4,379,590,72,36,9,34,12,56,0,0,,,,,,,,,,,,,,,,0,0,,,,2,1188,67,1257,2480
,31,YUCATAN,6,KANASIN,41,KANASIN,213,6,726,1107,134,61,5,30,19,44,0,0,,,,,,,,,,,,,,,,0,0,,,,3,2126,89,2218,4121
,31,YUCATAN,6,KANASIN,41,KANASIN,214,3,263,526,46,17,5,12,11,27,0,0,,,,,,,,,,,,,,,,0,0,,,,0,907,52,959,1615
,31,YUCATAN,6,KANASIN,41,KANASIN,215,3,337,556,77,41,5,16,15,40,0,0,,,,,,,,,,,,,,,,0,0,,,,0,1087,53,1140,2236
,31,YUCATAN,6,KANASIN,41,KANASIN,216,1,95,195,20,9,3,8,5,15,0,0,,,,,,,,,,,,,,,,0,0,,,,0,350,29,379,641
,31,YUCATAN,6,KANASIN,41,KANASIN,217,8,880,1397,141,75,13,50,13,89,0,0,,,,,,,,,,,,,,,,0,0,,,,3,2658,120,2781,5852
,31,YUCATAN,6,KANASIN,41,KANASIN,218,7,710,1086,161,65,30,46,28,79,0,0,,,,,,,,,,,,,,,,0,0,,,,0,2205,119,2324,4794
,31,YUCATAN,6,KANASIN,41,KANASIN,219,6,591,921,48,90,18,41,23,91,0,0,,,,,,,,,,,,,,,,0,0,,,,1,1823,99,1923,3946
,31,YUCATAN,6,KANASIN,41,KANASIN,220,9,825,1169,133,54,16,56,33,102,0,0,,,,,,,,,,,,,,,,0,0,,,,4,2388,119,2511,6697
,31,YUCATAN,6,KANASIN,41,KANASIN,221,1,108,203,3,1,0,0,1,10,0,0,,,,,,,,,,,,,,,,0,0,,,,0,326,10,336,429
,31,YUCATAN,6,KANASIN,41,KANASIN,222,1,104,277,19,4,3,3,7,4,0,0,,,,,,,,,,,,,,,,0,0,,,,0,421,15,436,537
,31,YUCATAN,6,KANASIN,41,KANASIN,223,3,459,428,33,26,7,14,10,33,0,0,,,,,,,,,,,,,,,,0,0,,,,0,1010,51,1061,1956
,31,YUCATAN,15,IZAMAL,42,KANTUNIL,224,2,348,483,217,10,4,0,4,6,0,0,,,,,,,,,,,,,,,,0,0,,,,0,1072,16,1088,1280
,31,YUCATAN,15,IZAMAL,42,KANTUNIL,225,2,411,429,163,3,3,0,2,4,0,0,,,,,,,,,,,,,,,,0,0,,,,0,1015,15,1030,1194
,31,YUCATAN,15,IZAMAL,42,KANTUNIL,226,2,582,369,241,6,8,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,,,,0,1206,14,1220,1398
,31,YUCATAN,15,IZAMAL,43,KAUA,227,3,879,1024,0,2,0,0,0,59,0,0,,,,,,,,,,,,,,,,10,,,,,0,1974,5,1979,2101
,31,YUCATAN,8,UMAN,44,KINCHIL,228,1,183,271,14,26,1,0,133,0,0,0,,,,,,,,,,,0,,,,,,,,,,0,628,8,636,731
,31,YUCATAN,8,UMAN,44,KINCHIL,229,3,524,660,12,63,2,0,406,0,0,0,,,,,,,,,,,0,,,,,,,,,,0,1667,27,1694,1879
,31,YUCATAN,8,UMAN,44,KINCHIL,230,3,587,725,11,58,1,0,382,0,0,0,,,,,,,,,,,0,,,,,,,,,,1,1764,24,1789,1997
,31,YUCATAN,8,UMAN,44,KINCHIL,231,1,26,131,2,4,0,0,22,0,0,0,,,,,,,,,,,0,,,,,,,,,,0,185,1,186,193
,31,YUCATAN,13,TICUL,45,KOPOMA,232,3,95,1080,1,13,0,0,9,0,0,0,,,,,,,,,,,,,3,,,,,,,,0,1201,36,1237,1597
,31,YUCATAN,13,TICUL,45,KOPOMA,233,1,21,237,0,6,0,0,1,0,0,0,,,,,,,,,,,,,2,,,,,,,,0,267,9,276,325
,31,YUCATAN,14,TIXKOKOB,46,MAMA,234,2,38,435,451,3,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,0,927,5,932,1013
,31,YUCATAN,14,TIXKOKOB,46,MAMA,235,2,107,668,470,5,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,0,1250,17,1267,1410
,31,YUCATAN,13,TICUL,47,MANI,236,3,779,560,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,0,1342,4,1346,1506
,31,YUCATAN,13,TICUL,47,MANI,237,3,877,708,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,0,1586,16,1602,1791
,31,YUCATAN,13,TICUL,47,MANI,238,2,461,228,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,,,,,0,691,3,694,765
,31,YUCATAN,13,TICUL,48,MAXCANU,239,3,57,721,15,755,2,0,4,18,0,0,,,,,,2,,,,,,,,,,,0,,,,0,1574,32,1606,2002
,31,YUCATAN,13,TICUL,48,MAXCANU,240,2,26,465,4,556,3,0,4,20,0,5,,,,,,1,,,,,,,,,,,0,,,,0,1084,17,1101,1435
,31,YUCATAN,13,TICUL,48,MAXCANU,241,2,19,184,2,220,2,0,0,10,0,0,,,,,,0,,,,,,,,,,,0,,,,1,437,11,449,1066
,31,YUCATAN,13,TICUL,48,MAXCANU,242,2,36,496,22,552,12,0,2,14,0,1,,,,,,1,,,,,,,,,,,2,,,,0,1138,13,1151,1483
,31,YUCATAN,13,TICUL,48,MAXCANU,243,3,58,547,10,604,5,0,5,49,0,5,,,,,,2,,,,,,,,,,,0,,,,0,1285,27,1312,1664
,31,YUCATAN,13,TICUL,48,MAXCANU,244,3,41,692,10,881,8,0,5,53,0,2,,,,,,0,,,,,,,,,,,0,,,,0,1692,37,1729,2178
,31,YUCATAN,13,TICUL,48,MAXCANU,245,3,16,512,0,385,0,0,18,5,0,4,,,,,,2,,,,,,,,,,,2,,,,0,944,48,992,1306
,31,YUCATAN,13,TICUL,48,MAXCANU,246,2,34,600,4,353,2,0,2,4,0,17,,,,,,0,,,,,,,,,,,0,,,,0,1016,22,1038,1187
,31,YUCATAN,13,TICUL,48,MAXCANU,247,2,13,438,0,338,0,0,5,1,0,117,,,,,,0,,,,,,,,,,,0,,,,0,912,21,933,1055
,31,YUCATAN,13,TICUL,48,MAXCANU,248,1,7,132,0,144,0,0,2,2,0,10,,,,,,0,,,,,,,,,,,0,,,,0,297,20,317,371
,31,YUCATAN,13,TICUL,48,MAXCANU,249,2,9,350,0,346,2,0,3,3,0,5,,,,,,0,,,,,,,,,,,0,,,,0,718,16,734,826
,31,YUCATAN,13,TICUL,48,MAXCANU,250,2,27,417,1,489,1,1,2,8,0,8,,,,,,0,,,,,,,,,,,0,,,,0,954,43,997,1147
,31,YUCATAN,14,TIXKOKOB,49,MAYAPAN,252,2,442,341,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,0,784,3,787,822
,31,YUCATAN,14,TIXKOKOB,49,MAYAPAN,253,2,554,804,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,0,1359,3,1362,1428
,31,YUCATAN,4,MERIDA,50,MERIDA,254,14,3013,1893,65,90,23,558,70,260,0,0,,,,,,,,35,,,,,,,,,0,,,,9,6007,148,6164,10463
,31,YUCATAN,4,MERIDA,50,MERIDA,255,3,286,272,7,12,1,50,11,20,0,0,,,,,,,,17,,,,,,,,,0,,,,1,676,27,704,924
,31,YUCATAN,4,MERIDA,50,MERIDA,256,4,1019,353,4,8,6,110,7,42,0,0,,,,,,,,15,,,,,,,,,0,,,,1,1564,37,1602,2401
,31,YUCATAN,4,MERIDA,50,MERIDA,257,2,263,220,1,8,1,56,12,19,0,0,,,,,,,,4,,,,,,,,,0,,,,0,584,19,603,929
,31,YUCATAN,4,MERIDA,50,MERIDA,258,2,128,148,5,2,1,14,3,7,0,0,,,,,,,,4,,,,,,,,,0,,,,0,312,11,323,1019
,31,YUCATAN,4,MERIDA,50,MERIDA,259,2,362,274,4,5,3,38,8,21,0,0,,,,,,,,4,,,,,,,,,0,,,,0,719,15,734,1120
,31,YUCATAN,4,MERIDA,50,MERIDA,260,3,671,331,6,32,5,82,13,40,0,0,,,,,,,,12,,,,,,,,,0,,,,0,1192,29,1221,1996
,31,YUCATAN,5,MERIDA,50,MERIDA,261,4,1264,368,6,14,5,149,7,34,0,0,,,,,,,,3,,,,,,,,,0,,,,3,1850,45,1898,2910
,31,YUCATAN,5,MERIDA,50,MERIDA,262,2,460,131,5,10,1,38,2,8,0,0,,,,,,,,1,,,,,,,,,0,,,,2,656,9,667,1013
,31,YUCATAN,5,MERIDA,50,MERIDA,263,5,1034,535,9,20,7,180,26,53,0,0,,,,,,,,11,,,,,,,,,2,,,,1,1877,52,1930,3216
,31,YUCATAN,5,MERIDA,50,MERIDA,264,2,290,239,5,14,4,38,6,20,0,0,,,,,,,,2,,,,,,,,,0,,,,1,618,14,633,983
,31,YUCATAN,5,MERIDA,50,MERIDA,265,11,2875,1373,38,48,22,562,54,183,0,0,,,,,,,,26,,,,,,,,,0,,,,5,5181,141,5327,8209
,31,YUCATAN,5,MERIDA,50,MERIDA,266,5,1182,521,19,25,9,187,14,69,0,0,,,,,,,,28,,,,,,,,,0,,,,0,2054,45,2099,3637
,31,YUCATAN,4,MERIDA,50,MERIDA,267,3,779,303,8,9,0,102,2,24,0,0,,,,,,,,12,,,,,,,,,0,,,,2,1239,27,1268,1985
,31,YUCATAN,4,MERIDA,50,MERIDA,268,2,412,219,11,12,6,49,6,22,0,0,,,,,,,,7,,,,,,,,,0,,,,1,744,31,776,1176
,31,YUCATAN,4,MERIDA,50,MERIDA,270,3,504,300,10,12,4,71,11,38,0,0,,,,,,,,7,,,,,,,,,0,,,,2,957,27,986,1616
,31,YUCATAN,4,MERIDA,50,MERIDA,271,2,402,347,5,12,5,58,7,24,0,0,,,,,,,,19,,,,,,,,,0,,,,1,879,22,902,1375
,31,YUCATAN,4,MERIDA,50,MERIDA,272,2,529,190,5,3,4,51,1,7,0,0,,,,,,,,4,,,,,,,,,0,,,,1,794,19,814,1193
,31,YUCATAN,4,MERIDA,50,MERIDA,273,2,325,150,1,7,1,40,3,12,0,0,,,,,,,,7,,,,,,,,,0,,,,2,546,10,558,845
,31,YUCATAN,4,MERIDA,50,MERIDA,274,2,532,253,4,9,3,43,4,16,0,0,,,,,,,,6,,,,,,,,,0,,,,1,870,28,899,1281
,31,YUCATAN,5,MERIDA,50,MERIDA,275,3,939,313,13,9,4,95,7,26,0,0,,,,,,,,10,,,,,,,,,0,,,,0,1416,27,1443,2250
,31,YUCATAN,5,MERIDA,50,MERIDA,276,3,639,274,9,21,4,60,11,41,0,0,,,,,,,,9,,,,,,,,,0,,,,0,1068,39,1107,1700
,31,YUCATAN,5,MERIDA,50,MERIDA,277,5,1067,499,17,25,8,174,22,62,0,0,,,,,,,,13,,,,,,,,,0,,,,3,1887,31,1921,3129
,31,YUCATAN,5,MERIDA,50,MERIDA,278,8,1574,1005,35,68,16,274,32,96,0,0,,,,,,,,60,,,,,,,,,1,,,,6,3161,71,3238,5449
,31,YUCATAN,5,MERIDA,50,MERIDA,279,2,433,265,14,9,6,89,9,22,0,0,,,,,,,,5,,,,,,,,,1,,,,2,853,27,882,1261
,31,YUCATAN,5,MERIDA,50,MERIDA,280,2,438,195,6,3,4,77,6,22,0,0,,,,,,,,3,,,,,,,,,0,,,,0,754,24,778,1146
,31,YUCATAN,5,MERIDA,50,MERIDA,281,2,306,172,4,7,1,54,6,18,0,0,,,,,,,,3,,,,,,,,,0,,,,0,571,14,585,899
,31,YUCATAN,5,MERIDA,50,MERIDA,282,2,385,248,7,23,3,52,6,16,0,0,,,,,,,,8,,,,,,,,,0,,,,0,748,12,760,1256
,31,YUCATAN,5,MERIDA,50,MERIDA,283,2,311,224,6,11,3,44,5,15,0,0,,,,,,,,10,,,,,,,,,0,,,,0,629,18,647,1003
,31,YUCATAN,4,MERIDA,50,MERIDA,284,1,309,110,3,5,0,34,1,6,0,0,,,,,,,,2,,,,,,,,,0,,,,0,470,10,480,744
,31,YUCATAN,4,MERIDA,50,MERIDA,285,2,362,270,11,14,8,47,10,24,0,0,,,,,,,,8,,,,,,,,,0,,,,0,754,24,778,1176
,31,YUCATAN,4,MERIDA,50,MERIDA,286,2,374,204,5,11,3,49,5,16,0,0,,,,,,,,8,,,,,,,,,0,,,,0,675,14,689,1040
,31,YUCATAN,4,MERIDA,50,MERIDA,287,2,458,328,5,16,4,98,8,17,0,0,,,,,,,,13,,,,,,,,,1,,,,1,948,18,967,1426
,31,YUCATAN,4,MERIDA,50,MERIDA,288,5,1011,568,16,21,9,163,17,54,0,0,,,,,,,,13,,,,,,,,,0,,,,2,1872,50,1924,3058
,31,YUCATAN,4,MERIDA,50,MERIDA,289,5,923,759,18,32,8,176,22,85,0,0,,,,,,,,17,,,,,,,,,2,,,,2,2042,54,2098,3382
,31,YUCATAN,4,MERIDA,50,MERIDA,290,2,293,232,6,10,2,50,9,18,0,0,,,,,,,,8,,,,,,,,,0,,,,1,628,8,637,984
,31,YUCATAN,4,MERIDA,50,MERIDA,291,3,660,357,14,9,6,128,11,35,0,0,,,,,,,,4,,,,,,,,,0,,,,0,1224,40,1264,1910
,31,YUCATAN,4,MERIDA,50,MERIDA,292,2,444,261,6,9,3,70,7,29,0,0,,,,,,,,10,,,,,,,,,0,,,,3,839,23,865,1301
,31,YUCATAN,4,MERIDA,50,MERIDA,293,2,361,171,6,14,2,74,6,14,0,0,,,,,,,,4,,,,,,,,,0,,,,2,652,23,677,999
,31,YUCATAN,4,MERIDA,50,MERIDA,294,2,358,230,6,10,4,44,5,17,0,0,,,,,,,,3,,,,,,,,,0,,,,2,677,18,697,1042
,31,YUCATAN,4,MERIDA,50,MERIDA,295,2,575,250,13,16,4,63,8,31,0,0,,,,,,,,6,,,,,,,,,0,,,,0,966,33,999,1496
,31,YUCATAN,4,MERIDA,50,MERIDA,296,2,303,116,5,8,3,54,1,15,0,0,,,,,,,,1,,,,,,,,,0,,,,0,506,20,526,782
,31,YUCATAN,5,MERIDA,50,MERIDA,297,2,389,176,8,4,3,76,3,16,0,0,,,,,,,,2,,,,,,,,,0,,,,0,677,12,689,999
,31,YUCATAN,5,MERIDA,50,MERIDA,298,3,929,378,15,11,6,155,9,35,0,0,,,,,,,,13,,,,,,,,,0,,,,1,1551,36,1588,2233
,31,YUCATAN,5,MERIDA,50,MERIDA,299,3,526,390,7,23,6,72,7,24,0,0,,,,,,,,15,,,,,,,,,0,,,,2,1070,34,1106,1687
,31,YUCATAN,5,MERIDA,50,MERIDA,300,2,218,169,6,8,3,48,2,12,0,0,,,,,,,,11,,,,,,,,,0,,,,0,477,12,489,758
,31,YUCATAN,5,MERIDA,50,MERIDA,301,2,188,116,1,6,1,31,5,9,0,0,,,,,,,,4,,,,,,,,,0,,,,0,361,8,369,1075
,31,YUCATAN,5,MERIDA,50,MERIDA,302,3,730,362,15,17,6,125,9,39,0,0,,,,,,,,8,,,,,,,,,0,,,,1,1311,37,1349,1911
,31,YUCATAN,5,MERIDA,50,MERIDA,303,11,1981,1397,55,67,17,303,47,119,0,0,,,,,,,,54,,,,,,,,,0,,,,6,4040,101,4147,7523
,31,YUCATAN,5,MERIDA,50,MERIDA,304,2,324,195,6,2,1,56,6,12,0,0,,,,,,,,10,,,,,,,,,1,,,,1,613,16,630,921
,31,YUCATAN,5,MERIDA,50,MERIDA,305,2,544,229,2,9,3,84,10,29,0,0,,,,,,,,5,,,,,,,,,0,,,,0,915,25,940,1432
,31,YUCATAN,5,MERIDA,50,MERIDA,306,1,316,96,2,4,2,36,1,6,0,0,,,,,,,,2,,,,,,,,,0,,,,0,465,11,476,668
,31,YUCATAN,4,MERIDA,50,MERIDA,307,2,365,131,2,8,1,46,0,3,0,0,,,,,,,,1,,,,,,,,,0,,,,0,557,8,565,823
,31,YUCATAN,3,MERIDA,50,MERIDA,308,10,2038,1271,52,61,21,345,55,179,0,0,,,,,,,,30,,,,,,,,,0,,,,0,4052,139,4191,7251
,31,YUCATAN,3,MERIDA,50,MERIDA,309,2,162,283,16,14,14,31,8,19,0,0,,,,,,,,11,,,,,,,,,0,,,,0,558,11,569,975
,31,YUCATAN,3,MERIDA,50,MERIDA,310,2,282,282,8,9,9,87,7,45,0,0,,,,,,,,11,,,,,,,,,0,,,,0,740,32,772,1236
,31,YUCATAN,3,MERIDA,50,MERIDA,311,4,1027,534,18,16,16,203,22,84,0,0,,,,,,,,6,,,,,,,,,0,,,,2,1926,54,1982,2988
,31,YUCATAN,3,MERIDA,50,MERIDA,312,2,290,153,8,6,3,35,6,28,0,0,,,,,,,,2,,,,,,,,,0,,,,0,531,18,549,752
,31,YUCATAN,3,MERIDA,50,MERIDA,313,2,332,250,9,6,2,64,8,41,0,0,,,,,,,,4,,,,,,,,,0,,,,1,716,14,731,1024
,31,YUCATAN,2,MERIDA,50,MERIDA,314,2,294,225,12,10,3,66,5,35,0,0,,,,,,,,7,,,,,,,,,2,,,,0,659,28,687,1082
,31,YUCATAN,2,MERIDA,50,MERIDA,315,2,308,242,7,8,4,36,8,20,0,0,,,,,,,,9,,,,,,,,,0,,,,2,642,13,657,955
,31,YUCATAN,2,MERIDA,50,MERIDA,316,2,377,154,4,4,5,67,6,34,0,0,,,,,,,,0,,,,,,,,,0,,,,1,651,13,665,1016
,31,YUCATAN,2,MERIDA,50,MERIDA,317,1,311,87,1,2,0,27,2,9,0,0,,,,,,,,1,,,,,,,,,0,,,,0,440,8,448,745
,31,YUCATAN,5,MERIDA,50,MERIDA,318,1,249,87,1,3,1,45,2,4,0,0,,,,,,,,0,,,,,,,,,0,,,,0,392,13,405,654
