ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_PRD,PAN_PRD_PT,PAN_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PH,PRI_ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_ES,PRI_NVA_ALIANZA_ES,PRI_PH_ES,PRI_PVEM_NVA_ALIANZA_PH,PRI_PVEM_NVA_ALIANZA_ES,PRI_PVEM_PH_ES,PRI_NVA_ALIANZA_PH_ES,PRI_PVEM_NVA_ALIANZA_PH_ES,PRD_PT,PRD_PT_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
31,YUCATAN,1,ABALA,6,10,1594,1828,31,622,5,0,0,0,0,0,,,,,,,,,,,1,,,,,,3,,,,0,4084,29,4113,4562,0.9015
31,YUCATAN,2,ACANCEH,7,18,1951,2537,236,105,0,0,3652,71,3,9,,,,,,,,,,,3,,,,,,,,527,,0,9094,156,9250,10999,0.8409
31,YUCATAN,3,AKIL,5,13,866,2636,2514,8,0,1,2,0,0,0,,,,,,,,,,,,,,,,51,0,,,,0,6078,70,6148,7492,0.8206
31,YUCATAN,4,BACA,5,7,512,1983,4,70,2,0,1123,32,0,0,,,,,,,0,,,,,,,,,,0,,,,0,3726,36,3762,4307,0.8734
31,YUCATAN,5,BOKOBA,2,4,213,1001,532,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,1748,12,1760,1941,0.9067
31,YUCATAN,6,BUCTZOTZ,6,12,2851,2680,0,13,0,0,3,48,4,0,,,,,,,,,,,,,,,,3,,,,,0,5602,49,5651,6524,0.8661
31,YUCATAN,7,CACALCHEN,4,9,1876,2096,435,7,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,,,,,1,4415,49,4465,5307,0.8413
31,YUCATAN,8,CALOTMUL,4,6,1298,1550,0,6,0,0,1,0,0,0,,,,,,,,,,,,,,,,25,,,,,0,2880,18,2898,3210,0.9028
31,YUCATAN,9,CANSAHCAB,6,9,1164,1221,149,10,0,120,353,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,3017,18,3035,3571,0.8499
31,YUCATAN,10,CANTAMAYEC,3,4,821,697,0,27,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,0,1545,6,1551,1673,0.927
31,YUCATAN,11,CELESTUN,4,9,267,2244,1567,36,17,3,7,0,0,0,,,44,,,,,,,3,,,,,,,,,,,0,4188,65,4253,4927,0.8632
31,YUCATAN,12,CENOTILLO,5,7,1050,1483,0,6,0,0,5,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,2544,15,2559,3045,0.8403
31,YUCATAN,13,CONKAL,6,14,2633,2597,0,269,0,0,16,60,0,0,,,,,,,,,,,,,3,,,,,,,,1,5578,84,5663,7330,0.7725
31,YUCATAN,14,CUNCUNUL,2,3,463,752,0,2,0,0,1,58,0,0,,,,,,,,,,,,,,,,0,,,,,0,1276,8,1284,1357,0.9462
31,YUCATAN,15,CUZAMA,3,6,1006,1302,675,22,0,0,2,0,0,0,,,,,,,,10,,,,,,,,,,,,,0,3017,47,3064,3573,0.8575
31,YUCATAN,16,CHACSINKIN,1,3,786,1049,0,2,0,0,0,0,0,0,,,,,,,,,,,,,4,,,,0,,,,0,1841,10,1851,1962,0.9434
31,YUCATAN,17,CHANKOM,4,8,1209,1876,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,0,,,,0,3089,11,3100,3344,0.927
31,YUCATAN,18,CHAPAB,3,6,1237,1286,0,5,0,0,5,0,0,1,,,,,,,,,,,,,,1,,,,,,,0,2535,20,2555,2894,0.8828
31,YUCATAN,19,CHEMAX,13,34,8775,8401,62,28,0,0,124,88,2,1,,,,,,,,,,,,,,63,,,,,,,5,17544,148,17697,19879,0.8902
31,YUCATAN,20,CHICXULUB PUEBLO,2,5,1357,1352,0,10,0,2,3,0,21,0,,,,,,,,,,,,,0,,,,,,,,0,2745,28,2773,3111,0.8913
31,YUCATAN,21,CHICHIMILA,6,10,2150,2753,23,5,0,12,6,18,0,0,,,,,,,,,,,,,,,,30,,,,,0,4997,29,5026,5541,0.907
31,YUCATAN,22,CHIKINDZONOT,3,5,1136,1418,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,16,,,,,0,2555,1,2556,2828,0.9038
31,YUCATAN,23,CHOCHOLA,3,6,1156,1752,0,19,0,0,0,0,0,0,,,,,,,,,12,,,,,,,,,,,,0,2939,53,2992,3403,0.8792
31,YUCATAN,24,CHUMAYEL,2,4,1065,1181,0,2,0,0,1,0,0,0,,,,,,,,,,,,,2,,,,,,,,0,2251,5,2256,2481,0.9093
31,YUCATAN,25,DZAN,2,6,1364,967,883,7,2,0,3,1,1,1,,,,,,,,,,,,,,,,9,11,,,,0,3249,30,3279,3674,0.8924
31,YUCATAN,26,DZEMUL,3,6,1379,1286,0,0,0,0,2,0,0,0,,,,,,,,,,,,,3,,,,,,,,0,2670,17,2687,2984,0.9004
31,YUCATAN,27,DZIDZANTUN,5,12,2703,2327,0,9,0,0,3,154,0,0,,,,,,,,,,,,,,,,9,,,,,0,5205,52,5257,6338,0.8294
31,YUCATAN,28,DZILAM BRAVO,2,4,763,999,0,2,0,0,4,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,1768,18,1786,2029,0.8802
31,YUCATAN,29,DZILAM GONZALEZ,5,10,1645,2277,0,11,0,5,3,45,0,1,,,,,,,,,,,,,11,,,,,,,,0,3998,47,4045,4573,0.8845
31,YUCATAN,30,DZITAS,4,5,1246,1167,12,9,0,0,11,0,0,0,,,,,,,,,,,,,,,,0,0,,,,0,2461,7,2468,2725,0.9056
31,YUCATAN,31,DZONCAUICH,3,5,1191,1356,0,0,0,1,2,6,0,0,,,,,,,,,,,,,,,,2,,,,,0,2558,4,2562,2853,0.898
31,YUCATAN,32,ESPITA,8,17,3498,3961,0,142,0,352,16,22,0,165,,,,,0,,,,,,,,,,,,,,,,0,8156,90,8246,9851,0.837
31,YUCATAN,33,HALACHO,10,24,4937,5127,166,1910,13,0,16,161,0,0,,,,,,,,,,,,,,,2,,2,,,,0,12334,129,12463,14022,0.8888
31,YUCATAN,34,HOCABA,5,9,1240,1759,404,108,46,0,74,21,0,0,,,,,,,,,,,0,,,,,,,,,,0,3652,51,3703,4394,0.8427
31,YUCATAN,35,HOCTUN,5,9,185,1799,1925,6,0,0,2,2,0,0,,,,,,,,,,,,,,,,4,,,,,0,3923,29,3952,4529,0.8725
31,YUCATAN,36,HOMUN,6,10,216,3229,1129,35,0,1,11,16,0,0,,,,,,,,,,,,,19,,,,,,,,0,4656,156,4812,5501,0.8747
31,YUCATAN,37,HUHI,4,7,1591,1639,11,11,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,0,3252,18,3270,3756,0.8706
31,YUCATAN,38,HUNUCMA,15,37,6671,5445,625,2888,1,1,561,213,7,17,,,,,,,2,,,,,,,,,,,,,,0,16431,245,16676,21928,0.7604
31,YUCATAN,39,IXIL,2,4,1140,1167,0,9,0,0,8,69,0,0,,,,,,,,6,,,,,,,,,,,,,0,2399,24,2423,2821,0.8589
31,YUCATAN,40,IZAMAL,15,33,7403,8103,0,45,0,27,19,90,1,7,,,,,,,,,,,,,,,,49,,,,,2,15744,247,15993,18869,0.8475
31,YUCATAN,41,KANASIN,20,85,10030,15470,1458,625,156,482,264,860,0,0,,,,,,,,,,,,,,,,0,0,,,,19,29345,1214,30578,57202,0.5345
31,YUCATAN,42,KANTUNIL,3,6,1341,1281,621,19,15,0,6,10,0,0,,,,,,,,,,,,,,,,0,0,,,,0,3293,45,3338,3872,0.862
31,YUCATAN,43,KAUA,1,3,879,1024,0,2,0,0,0,59,0,0,,,,,,,,,,,,,,,,10,,,,,0,1974,5,1979,2101,0.9419
31,YUCATAN,44,KINCHIL,4,8,1320,1787,39,151,4,0,943,0,0,0,,,,,,,,,,,0,,,,,,0,,,,1,4244,60,4305,4800,0.8968
31,YUCATAN,45,KOPOMA,2,4,116,1317,1,19,0,0,10,0,0,0,,,,,,,,,,,,,5,,,,,,,,0,1468,45,1513,1922,0.7929
31,YUCATAN,46,MAMA,2,4,145,1103,921,8,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,0,2177,22,2199,2423,0.7872
31,YUCATAN,47,MANI,3,8,2117,1496,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,4,,,,,0,3619,23,3642,4062,0.8966
31,YUCATAN,48,MAXCANU,12,27,343,5554,68,5623,37,1,52,187,0,174,,,,,,8,,,,,,,,,,,4,,,,1,12051,307,12359,15720,0.7861
31,YUCATAN,49,MAYAPAN,2,4,996,1145,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,,,,,,,,0,2143,6,2149,2250,0.9551
31,YUCATAN,50,MERIDA,470,1095,169592,145886,3834,5891,1989,24728,3565,11141,0,0,,,,,,,,4897,,,,,,,,,59,,,,292,371582,9772,381646,627531,0.6081
31,YUCATAN,51,MOCOCHA,4,5,1043,1187,0,8,1,4,8,0,0,0,,,,,,,,,,,,,10,,,,0,,,,0,2261,25,2286,2525,0.9053
31,YUCATAN,52,MOTUL,19,42,7474,5745,201,666,74,95,4420,119,0,0,,,,,,,,,,,0,,,,,,,,,,4,18794,334,19132,24427,0.7832
31,YUCATAN,53,MUNA,7,15,3541,3364,23,15,10,0,10,102,0,0,,,,,,,,,,,,,,,,71,0,,,,0,7136,79,7215,9448,0.7636
31,YUCATAN,54,MUXUPIP,3,4,358,782,0,1,0,0,840,11,0,0,,,,,,,,,2,,,,,,,,,,,,0,1994,16,2010,2241,0.8969
31,YUCATAN,55,OPICHEN,3,8,2251,1261,0,148,0,0,0,0,32,1,,,,,,0,,,,,,,,,,,,,,,0,3693,59,3752,4510,0.8319
31,YUCATAN,56,OXKUTZCAB,16,37,3057,5922,4883,15,805,42,14,150,310,0,,,,,,,,,,,,,84,,,,644,,,,10,15936,236,16172,21029,0.769
31,YUCATAN,57,PANABA,6,11,2192,2489,0,8,0,0,3,0,0,2,,,,,,,,,,,,,23,,,,,,,,1,4717,38,4756,5362,0.8869
31,YUCATAN,58,PETO,17,29,5887,5134,676,19,169,2,11,40,6,1,,,,,,,,,,,,,,,,58,0,,,,0,12003,0,12003,15711,0.7639
31,YUCATAN,59,PROGRESO,30,71,2513,8323,820,394,399,654,8943,757,55,63,,,,,,,,,,,,,,148,,,,179,,,29,23248,931,24208,41019,0.5901
31,YUCATAN,60,QUINTANA ROO,1,2,439,483,0,2,0,0,1,0,0,1,,,,,,,,,,,,,0,,,,,,,,0,926,5,931,1035,0.8995
31,YUCATAN,61,RIO LAGARTOS,3,6,1039,1348,0,11,0,0,3,0,1,0,,,,,,,,,,,,,,,,8,,,,,0,2410,21,2431,2660,0.9139
31,YUCATAN,62,SACALUM,3,6,1076,1388,3,504,2,128,35,0,0,0,,,,,,,,,,,0,,,,,,0,,,,0,3136,37,3173,3475,0.913
31,YUCATAN,63,SAMAHIL,3,6,212,1768,1312,3,0,0,1,0,1,3,,,,,,,,,,,,,,,1,,,,,,0,3301,55,3356,3748,0.8954
31,YUCATAN,64,SANAHCAT,1,2,568,704,0,3,0,0,0,0,0,0,,,,,,,,,,,,,3,,,,,,,,1,1278,5,1284,1365,0.9406
31,YUCATAN,65,SAN FELIPE,2,3,612,920,0,2,0,0,1,0,0,0,,,,,,,,,,,,,,,,5,9,,,,0,1540,15,1555,1637,0.9499
31,YUCATAN,66,SANTA ELENA,3,6,1080,1299,0,1,0,0,2,0,0,0,,,,,,,,,,,,,,,,6,,,,,0,2388,18,2406,2839,0.8474
31,YUCATAN,67,SEYE,5,12,1602,2032,1236,34,0,35,0,896,12,33,,,,,,,,,,,,,0,,,,,,,,0,5880,0,5880,6935,0.8478
31,YUCATAN,68,SINANCHE,3,5,821,988,43,5,12,0,1,231,0,0,,,,,,,,,,,,,,,,8,,,,,0,2118,25,2143,2438,0.8789
31,YUCATAN,69,SOTUTA,7,11,650,1869,1662,63,0,119,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,0,4363,92,4455,5671,0.7855
31,YUCATAN,70,SUCILA,2,5,1199,1359,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,6,,,,,0,2566,24,2590,2869,0.9027
31,YUCATAN,71,SUDZAL,2,3,407,504,26,422,1,0,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,0,1360,15,1375,1489,0.9234
31,YUCATAN,72,SUMA,2,4,13,857,504,2,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,1376,21,1397,1628,0.8581
31,YUCATAN,73,TAHDZIU,1,4,78,1184,1049,4,2,0,1,0,0,0,,0,,,,,,,,,,,,,,0,,,,,0,2318,15,2333,2597,0.8983
31,YUCATAN,74,TAHMEK,2,5,140,1150,0,1272,0,0,56,0,0,0,,,,,,,,,,,0,,,,,,,,,,0,2618,32,2650,2977,0.8901
31,YUCATAN,75,TEABO,2,7,1269,2490,0,5,0,0,1,25,0,0,,,,,,,,,,,,,14,,,,0,,,,0,3804,38,3842,4331,0.887
31,YUCATAN,76,TECOH,10,22,3746,5258,95,498,39,2,20,0,0,0,,,,,,,,,,,,,,,0,,,,,,0,9658,174,9832,11735,0.8378
31,YUCATAN,77,TEKAL DE VENEGAS,2,5,990,779,69,6,0,0,0,62,0,0,,,,,,,,,,,,,,,,0,,,,,0,1906,17,1923,2281,0.843
31,YUCATAN,78,TEKANTO,6,8,1216,1417,0,6,0,0,0,7,0,0,,,,,,,,,,,,,4,,,,,,,,0,2650,15,2665,2960,0.9003
31,YUCATAN,79,TEKAX,20,49,3322,9790,7488,150,52,0,67,95,11,43,,,,,,,,,,,,97,,,,,189,,,,1,21304,364,21669,27684,0.7827
31,YUCATAN,80,TEKIT,4,13,3487,3238,5,24,0,0,12,0,0,1,,,,,,,,,,,,,,,,0,,,,,0,6767,50,6817,7435,0.9168
31,YUCATAN,81,TEKOM,4,6,1132,1203,0,2,0,0,6,0,0,0,,,,,,,,,,,,,14,,,,,,,,0,2357,6,2363,2528,0.9347
31,YUCATAN,82,TELCHAC PUEBLO,4,6,648,1669,0,7,0,0,0,28,0,1,,,,,,,,,4,,,,,,,,,,,,16,2357,19,2392,2874,0.8322
31,YUCATAN,83,TELCHAC PUERTO,2,4,391,405,0,214,0,8,418,10,0,0,,,,,,,,,,,3,,,,,,,,,,0,1449,30,1479,1657,0.8925
31,YUCATAN,84,TEMAX,6,11,3119,1661,0,2,0,0,0,0,0,1,,,,,,,,,,,,,,,,1,,,,,0,4784,34,4818,5355,0.8997
31,YUCATAN,85,TEMOZON,8,17,1726,2945,1802,14,1,0,2004,1,3,1,,,99,,,,,,,,,,,65,,,,,,,0,8661,103,8764,9948,0.8809
31,YUCATAN,86,TEPAKAN,3,4,21,612,697,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,1332,12,1344,2048,0.6562
31,YUCATAN,87,TETIZ,2,6,493,1332,1087,135,0,0,1,0,0,0,,,,,,,,,,,,,,,0,,,,,,0,3048,47,3095,3566,0.8679
31,YUCATAN,88,TEYA,2,3,55,819,233,4,4,0,1,0,0,0,,,,,,,,,,,,,,,,16,1,,,,0,1133,59,1192,1559,0.7645
31,YUCATAN,89,TICUL,16,46,8542,10180,9,59,0,85,370,541,8,9,,,,,,,,,,,,,,37,,,,,,,6,19840,322,20168,26555,0.7594
31,YUCATAN,90,TIMUCUY,3,8,1871,2380,114,6,1,0,2,37,0,0,,,,,,,,,,,,,,,,5,,,,,0,4416,31,4447,4923,0.9033
31,YUCATAN,91,TINUM,7,15,2856,3175,530,40,0,0,0,40,0,0,,,,,,,,,,,,,,,,31,,,,,0,6672,58,6730,7778,0.8652
31,YUCATAN,92,TIXCACALCUPUL,4,7,1514,2167,0,7,0,0,3,0,1,0,,,,,,,,,,,,,,,,15,,,,,0,3707,31,3738,4264,0.8766
31,YUCATAN,93,TIXKOKOB,10,23,3896,5214,65,450,39,2,132,191,3,438,,,,,,,0,,,,,,,,,,,,,,0,10430,0,10430,12798,0.8149
31,YUCATAN,94,TIXMEHUAC,4,7,50,1784,1323,2,0,0,0,5,0,0,5,,,,,,,,,,,,3,,,,5,,,,0,3172,15,3187,3425,0.9305
31,YUCATAN,95,TIXPEUAL,6,9,1245,1196,395,418,0,0,316,50,0,0,,,,,,,,,,,0,,,,,,,,,,0,3620,30,3650,4164,0.8765
31,YUCATAN,96,TIZIMIN,41,91,13268,18642,388,212,1,991,251,496,0,0,,,,,,,,,,,,,,,,289,,,,,18,34538,764,35320,49647,0.7114
31,YUCATAN,97,TUNKAS,4,7,1311,1006,112,2,0,0,1,0,0,0,,,,,,,,,,,,,,,,8,,,,,0,2440,15,2455,2841,0.8641
