CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_TERRITORIAL,DEMARCACION_TERRITORIAL,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,CAND_IND66,CAND_IND67,CAND_IND68,CAND_IND69,CAND_IND70,CAND_IND71,CAND_IND72,CAND_IND73,CAND_IND74,CAND_IND75,CAND_IND76,CAND_IND77,CAND_IND78,CAND_IND79,CAND_IND80,CAND_IND81,CAND_IND82,CAND_IND83,CAND_IND84,CAND_IND85,CAND_IND86,CAND_IND87,CAND_IND88,CAND_IND89,CAND_IND90,CAND_IND91,CAND_IND92,CAND_IND93,CAND_IND94,CAND_IND95,CAND_IND96,CAND_IND97,CAND_IND98,CAND_IND99,CAND_IND100,CAND_IND101,CAND_IND102,CAND_IND103,CAND_IND104,CAND_IND105,CAND_IND106,CAND_IND107,CAND_IND108,CAND_IND109,CAND_IND110,CAND_IND111,CAND_IND112,CAND_IND113,CAND_IND114,CAND_IND115,CAND_IND116,CAND_IND117,CAND_IND118,CAND_IND119,CAND_IND120,CAND_IND121,CAND_IND122,CAND_IND123,CAND_IND124,CAND_IND125,CAND_IND126,CAND_IND127,CAND_IND128,CAND_IND129,CAND_IND130,CAND_IND131,CAND_IND132,CAND_IND133,CAND_IND134,CAND_IND135,CAND_IND136,CAND_IND137,CAND_IND138,CAND_IND139,CAND_IND140,CAND_IND141,CAND_IND142,CAND_IND143,CAND_IND144,CAND_IND145,CAND_IND146,CAND_IND147,CAND_IND148,CAND_IND149,CAND_IND150,CAND_IND151,CAND_IND152,CAND_IND153,CAND_IND154,CAND_IND155,CAND_IND156,CAND_IND157,CAND_IND158,CAND_IND159,CAND_IND160,CAND_IND161,CAND_IND162,CAND_IND163,CAND_IND164,CAND_IND165,CAND_IND166,CAND_IND167,CAND_IND168,CAND_IND169,CAND_IND170,CAND_IND171,CAND_IND172,CAND_IND173,CAND_IND174,CAND_IND175,CAND_IND176,CAND_IND177,CAND_IND178,CAND_IND179,CAND_IND180,CAND_IND181,CAND_IND182,CAND_IND183,CAND_IND184,CAND_IND185,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,7,IXTLAN DEL RIO,7,IXTLAN DEL RIO 07,232,B,51,14,0,2,91,0,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,180,6,186,275,,,,
1,18,NAYARIT,7,IXTLAN DEL RIO,7,IXTLAN DEL RIO 07,232,E01,39,16,1,2,113,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,183,7,190,278,,,,
1,18,NAYARIT,7,IXTLAN DEL RIO,7,IXTLAN DEL RIO 07,233,B,49,28,1,3,111,0,26,1,4,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,226,23,249,342,,,,
1,18,NAYARIT,7,IXTLAN DEL RIO,7,IXTLAN DEL RIO 07,234,B,26,9,0,3,62,0,24,1,2,11,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,138,13,151,233,,,,
1,18,NAYARIT,7,IXTLAN DEL RIO,7,IXTLAN DEL RIO 07,235,B,60,34,2,3,87,0,23,0,6,5,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,221,15,236,392,,,,
1,18,NAYARIT,7,IXTLAN DEL RIO,7,IXTLAN DEL RIO 07,237,B,19,12,0,4,35,0,31,1,11,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,8,123,183,,,,
1,18,NAYARIT,7,IXTLAN DEL RIO,7,IXTLAN DEL RIO 07,238,B,20,12,2,2,57,0,70,1,11,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,181,5,186,330,,,,
1,18,NAYARIT,8,JALA,1,JALA 01,242,B,134,114,2,1,1,0,5,49,10,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,320,6,326,421,,,,
1,18,NAYARIT,8,JALA,1,JALA 01,242,C01,141,125,0,1,7,1,12,39,1,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,329,9,338,420,,,,
1,18,NAYARIT,8,JALA,1,JALA 01,243,B,152,164,2,5,6,0,9,43,10,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,393,12,405,556,,,,
1,18,NAYARIT,8,JALA,1,JALA 01,244,B,138,122,1,1,9,1,6,68,10,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,357,7,364,504,,,,
1,18,NAYARIT,8,JALA,1,JALA 01,244,C01,141,106,1,0,9,0,7,71,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,346,4,350,504,,,,
1,18,NAYARIT,8,JALA,2,JALA 02,239,B,147,140,1,1,6,0,2,53,15,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,398,14,412,553,,,,
1,18,NAYARIT,8,JALA,2,JALA 02,240,B,83,110,0,0,1,1,11,51,16,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,322,12,334,482,,,,
1,18,NAYARIT,8,JALA,2,JALA 02,241,B,109,111,1,0,3,0,10,49,10,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,337,6,343,436,,,,
1,18,NAYARIT,8,JALA,2,JALA 02,241,C01,88,115,0,0,6,0,13,33,19,2,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,309,10,319,435,,,,
1,18,NAYARIT,8,JALA,2,JALA 02,247,B,35,73,0,0,3,0,2,86,7,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,220,8,228,305,,,,
1,18,NAYARIT,8,JALA,3,JALA 03,253,B,77,151,1,1,18,2,55,53,22,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,421,11,432,576,,,,
1,18,NAYARIT,8,JALA,3,JALA 03,253,C01,89,146,0,1,16,0,38,59,30,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,431,20,451,575,,,,
1,18,NAYARIT,8,JALA,3,JALA 03,254,B,41,75,1,2,4,0,23,43,45,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,270,8,278,379,,,,
1,18,NAYARIT,8,JALA,3,JALA 03,254,C01,67,61,4,1,2,0,30,61,24,6,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,299,2,301,378,,,,
1,18,NAYARIT,8,JALA,3,JALA 03,255,B,56,74,0,0,7,0,17,53,15,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,299,9,308,389,,,,
1,18,NAYARIT,8,JALA,3,JALA 03,256,B,82,164,0,0,2,0,47,58,37,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,441,18,459,575,,,,
1,18,NAYARIT,8,JALA,4,JALA 04,250,B,147,136,4,1,0,0,167,29,17,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,503,18,521,711,,,,
1,18,NAYARIT,8,JALA,4,JALA 04,251,B,105,197,5,0,0,0,60,15,12,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,396,7,403,529,,,,
1,18,NAYARIT,8,JALA,4,JALA 04,252,B,195,123,1,1,3,1,17,31,3,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,378,14,392,487,,,,
1,18,NAYARIT,8,JALA,4,JALA 04,252,C01,212,119,5,0,3,0,12,21,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,376,12,388,486,,,,
1,18,NAYARIT,8,JALA,4,JALA 04,252,E01,121,61,0,0,0,0,31,42,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,256,5,261,316,,,,
1,18,NAYARIT,8,JALA,5,JALA 05,245,B,40,46,1,0,0,1,8,11,9,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,4,124,174,,,,
1,18,NAYARIT,8,JALA,5,JALA 05,246,B,37,30,0,1,0,0,23,2,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98,3,101,125,,,,
1,18,NAYARIT,8,JALA,5,JALA 05,246,E01,45,78,0,0,0,1,7,36,6,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,180,7,187,237,,,,
1,18,NAYARIT,8,JALA,5,JALA 05,248,B,165,177,2,0,1,0,49,31,5,2,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,456,25,481,647,,,,
1,18,NAYARIT,8,JALA,5,JALA 05,248,C01,163,171,8,1,4,0,59,27,17,2,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,479,14,493,647,,,,
1,18,NAYARIT,8,JALA,5,JALA 05,249,B,126,148,1,0,2,0,16,33,4,0,3,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,355,9,364,479,,,,
1,18,NAYARIT,8,JALA,5,JALA 05,249,C01,143,133,1,2,0,0,16,31,3,0,4,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,356,17,373,479,,,,
1,18,NAYARIT,9,DEL NAYAR,1,DEL NAYAR 01,257,B,249,35,6,1,18,2,16,1,21,7,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,359,16,375,542,,,,
1,18,NAYARIT,9,DEL NAYAR,1,DEL NAYAR 01,257,C01,223,56,1,0,36,1,26,3,17,4,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,369,10,379,542,,,,
1,18,NAYARIT,9,DEL NAYAR,1,DEL NAYAR 01,258,B,255,70,1,4,24,4,31,6,26,7,3,0,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,435,27,462,719,,,,
1,18,NAYARIT,9,DEL NAYAR,1,DEL NAYAR 01,258,C01,252,72,3,3,28,0,0,3,18,3,9,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,393,23,416,719,,,,
1,18,NAYARIT,9,DEL NAYAR,1,DEL NAYAR 01,258,C02,254,51,3,1,26,1,31,8,22,4,0,0,0,0,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,405,27,432,719,,,,
1,18,NAYARIT,9,DEL NAYAR,1,DEL NAYAR 01,258,SMR01,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,9,0,,,,
1,18,NAYARIT,9,DEL NAYAR,2,DEL NAYAR 02,260,B,241,32,1,1,6,3,17,111,9,3,11,0,0,0,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,438,31,469,730,,,,
1,18,NAYARIT,9,DEL NAYAR,2,DEL NAYAR 02,260,E01,70,3,6,2,10,2,5,29,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,131,16,147,222,,,,
1,18,NAYARIT,9,DEL NAYAR,2,DEL NAYAR 02,261,B,179,86,1,1,25,5,6,25,31,0,2,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,363,33,396,581,,,,
1,18,NAYARIT,9,DEL NAYAR,2,DEL NAYAR 02,264,B,171,52,7,2,63,0,16,5,3,0,0,0,0,0,0,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,323,35,358,520,,,,
1,18,NAYARIT,9,DEL NAYAR,2,DEL NAYAR 02,264,E01,74,24,1,0,7,0,5,3,3,5,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,124,2,126,173,,,,
1,18,NAYARIT,9,DEL NAYAR,2,DEL NAYAR 02,265,B,132,69,0,4,35,2,3,6,6,0,7,0,0,0,0,5,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,270,21,291,414,,,,
1,18,NAYARIT,9,DEL NAYAR,2,DEL NAYAR 02,266,B,224,22,1,1,28,1,26,32,12,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,349,44,393,564,,,,
1,18,NAYARIT,9,DEL NAYAR,3,DEL NAYAR 03,259,B,62,76,71,5,17,2,15,17,24,11,0,0,0,0,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,303,31,334,535,,,,
1,18,NAYARIT,9,DEL NAYAR,3,DEL NAYAR 03,259,C01,81,54,81,6,5,3,14,11,31,16,1,0,0,0,0,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308,23,331,534,,,,
1,18,NAYARIT,9,DEL NAYAR,3,DEL NAYAR 03,259,C02,62,52,61,3,27,2,23,9,24,11,0,0,0,0,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,279,24,303,534,,,,
1,18,NAYARIT,9,DEL NAYAR,3,DEL NAYAR 03,259,E01,168,33,30,2,3,2,23,13,11,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,297,33,330,556,,,,
1,18,NAYARIT,9,DEL NAYAR,3,DEL NAYAR 03,259,E01C01,154,37,15,6,10,5,12,14,16,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,273,27,300,555,,,,
1,18,NAYARIT,9,DEL NAYAR,3,DEL NAYAR 03,259,E02,131,55,55,7,17,0,18,17,15,0,3,0,0,0,0,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,323,34,357,572,,,,
1,18,NAYARIT,9,DEL NAYAR,3,DEL NAYAR 03,259,E03,87,11,7,1,3,1,8,6,7,25,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,158,20,178,242,,,,
1,18,NAYARIT,9,DEL NAYAR,4,DEL NAYAR 04,263,B,20,10,0,2,39,0,19,0,4,8,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,104,20,124,152,,,,
1,18,NAYARIT,9,DEL NAYAR,4,DEL NAYAR 04,267,B,77,69,10,2,63,2,12,0,42,19,2,1,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,341,32,373,579,,,,
1,18,NAYARIT,9,DEL NAYAR,4,DEL NAYAR 04,267,C01,102,69,8,2,40,2,19,3,26,17,2,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,320,33,353,579,,,,
