CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_TERRITORIAL,DEMARCACION_TERRITORIAL,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,CAND_IND66,CAND_IND67,CAND_IND68,CAND_IND69,CAND_IND70,CAND_IND71,CAND_IND72,CAND_IND73,CAND_IND74,CAND_IND75,CAND_IND76,CAND_IND77,CAND_IND78,CAND_IND79,CAND_IND80,CAND_IND81,CAND_IND82,CAND_IND83,CAND_IND84,CAND_IND85,CAND_IND86,CAND_IND87,CAND_IND88,CAND_IND89,CAND_IND90,CAND_IND91,CAND_IND92,CAND_IND93,CAND_IND94,CAND_IND95,CAND_IND96,CAND_IND97,CAND_IND98,CAND_IND99,CAND_IND100,CAND_IND101,CAND_IND102,CAND_IND103,CAND_IND104,CAND_IND105,CAND_IND106,CAND_IND107,CAND_IND108,CAND_IND109,CAND_IND110,CAND_IND111,CAND_IND112,CAND_IND113,CAND_IND114,CAND_IND115,CAND_IND116,CAND_IND117,CAND_IND118,CAND_IND119,CAND_IND120,CAND_IND121,CAND_IND122,CAND_IND123,CAND_IND124,CAND_IND125,CAND_IND126,CAND_IND127,CAND_IND128,CAND_IND129,CAND_IND130,CAND_IND131,CAND_IND132,CAND_IND133,CAND_IND134,CAND_IND135,CAND_IND136,CAND_IND137,CAND_IND138,CAND_IND139,CAND_IND140,CAND_IND141,CAND_IND142,CAND_IND143,CAND_IND144,CAND_IND145,CAND_IND146,CAND_IND147,CAND_IND148,CAND_IND149,CAND_IND150,CAND_IND151,CAND_IND152,CAND_IND153,CAND_IND154,CAND_IND155,CAND_IND156,CAND_IND157,CAND_IND158,CAND_IND159,CAND_IND160,CAND_IND161,CAND_IND162,CAND_IND163,CAND_IND164,CAND_IND165,CAND_IND166,CAND_IND167,CAND_IND168,CAND_IND169,CAND_IND170,CAND_IND171,CAND_IND172,CAND_IND173,CAND_IND174,CAND_IND175,CAND_IND176,CAND_IND177,CAND_IND178,CAND_IND179,CAND_IND180,CAND_IND181,CAND_IND182,CAND_IND183,CAND_IND184,CAND_IND185,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,512,B,51,103,54,6,13,1,19,0,10,0,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,260,12,272,406,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,512,C01,34,109,50,2,9,3,27,2,10,1,0,1,1,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,251,12,264,406,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,513,B,54,89,31,7,6,2,127,4,23,0,1,2,0,0,0,0,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,350,19,369,585,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,514,B,21,46,84,2,1,2,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,166,10,176,265,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,515,B,38,109,87,5,9,1,8,2,13,0,2,1,2,0,0,2,0,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,283,12,295,430,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,516,B,76,115,117,4,3,2,3,1,16,1,3,1,0,0,0,9,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,353,10,363,553,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,517,B,27,69,72,6,15,1,44,4,6,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,246,10,256,450,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,518,B,6,47,13,6,7,0,4,1,2,1,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,89,4,93,153,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,505,B,37,31,35,5,133,1,12,2,18,4,3,1,0,0,0,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,22,307,474,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,505,C01,36,40,23,1,126,3,11,5,15,1,4,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,267,22,289,473,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,506,B,24,25,16,0,152,0,4,2,11,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,236,18,254,410,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,507,B,32,71,51,2,239,6,12,4,13,2,3,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,437,21,458,741,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,508,B,29,56,28,2,160,3,7,2,18,1,1,1,0,0,1,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,312,21,333,560,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,508,C01,18,40,35,8,155,0,8,3,25,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,296,22,318,560,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,509,B,33,66,44,4,48,5,5,23,8,0,3,1,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,243,4,247,387,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,510,B,12,91,46,2,61,0,0,15,15,2,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,245,13,258,356,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,511,B,52,47,26,2,74,0,27,1,16,4,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,251,18,269,510,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,511,C01,49,45,31,2,57,3,27,2,16,7,5,1,0,0,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,249,17,266,509,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,519,B,36,55,24,8,48,1,8,5,24,2,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,214,10,224,357,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,533,B,19,19,9,1,17,1,4,0,2,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74,3,77,99,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,543,B,47,121,46,11,83,0,4,2,16,1,3,2,1,0,1,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,341,15,356,529,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,543,C01,49,100,53,16,50,6,9,4,13,0,4,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,306,19,325,528,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,544,B,51,88,31,4,33,2,4,6,16,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,238,19,258,421,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,545,B,78,36,18,7,60,0,8,4,62,0,2,1,1,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,279,19,298,485,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,545,C01,83,38,26,9,42,0,11,3,66,1,0,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,282,22,304,485,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,546,B,86,49,24,6,63,4,14,3,103,4,4,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,363,25,389,634,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,546,E01,31,38,11,2,20,2,3,3,40,2,0,0,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,156,4,160,217,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,521,B,46,95,75,5,13,0,3,15,38,25,1,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,332,15,347,505,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,522,B,89,65,96,13,20,5,7,24,42,10,3,1,1,0,0,1,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,398,22,420,663,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,523,B,37,70,69,13,18,0,3,4,17,18,8,0,0,0,0,1,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,269,9,278,438,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,523,C01,38,89,61,10,8,3,1,7,15,12,4,0,1,0,0,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,272,16,288,437,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,524,B,60,64,102,10,20,3,4,4,26,9,3,3,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,324,12,336,570,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,525,B,39,50,52,24,31,2,9,4,18,6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,242,5,247,379,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,526,B,46,67,43,6,21,3,13,5,25,4,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,249,10,259,395,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,526,C01,53,58,41,9,16,0,13,6,34,1,3,2,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,247,2,249,394,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,527,B,57,70,95,25,31,3,6,14,40,5,5,1,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,378,10,388,634,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,528,B,58,40,58,9,56,1,4,5,20,11,1,2,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,286,19,305,481,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,528,C01,48,34,56,13,67,2,2,4,22,8,0,0,0,1,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,268,19,287,480,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,529,B,46,53,40,13,27,3,7,6,35,8,4,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,254,7,261,401,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,530,B,46,67,55,10,17,1,10,13,39,10,0,2,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,292,14,306,474,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,531,B,21,44,59,0,45,1,8,4,24,8,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,230,14,244,410,,,,
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,531,C01,28,56,44,11,32,0,5,13,32,12,0,2,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,247,10,257,410,,,,
1,18,NAYARIT,16,TECUALA,1,TECUALA 01,550,B,15,59,38,12,37,2,74,4,35,34,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,381,16,397,599,,,,
1,18,NAYARIT,16,TECUALA,1,TECUALA 01,550,C01,19,61,64,6,34,0,83,2,33,39,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,394,9,403,599,,,,
1,18,NAYARIT,16,TECUALA,1,TECUALA 01,550,E01,13,38,22,5,13,0,20,16,3,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,203,16,219,314,,,,
1,18,NAYARIT,16,TECUALA,1,TECUALA 01,551,B,15,61,44,1,28,2,68,6,17,50,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,369,20,389,619,,,,
1,18,NAYARIT,16,TECUALA,1,TECUALA 01,559,B,17,42,15,2,52,2,40,3,23,61,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,274,9,283,434,,,,
1,18,NAYARIT,16,TECUALA,1,TECUALA 01,564,B,8,24,51,2,12,0,13,2,20,97,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,248,8,256,398,,,,
1,18,NAYARIT,16,TECUALA,1,TECUALA 01,564,C01,11,21,36,3,25,0,24,5,18,87,2,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,250,13,263,397,,,,
1,18,NAYARIT,16,TECUALA,1,TECUALA 01,570,B,18,66,49,5,45,2,20,3,7,69,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,311,26,337,494,,,,
1,18,NAYARIT,16,TECUALA,1,TECUALA 01,570,C01,9,46,31,10,55,1,13,10,6,84,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,287,33,320,493,,,,
1,18,NAYARIT,16,TECUALA,2,TECUALA 02,549,B,57,139,38,7,61,2,23,35,64,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,429,16,445,663,,,,
1,18,NAYARIT,16,TECUALA,2,TECUALA 02,552,B,60,113,35,4,40,1,48,14,53,1,3,2,0,0,0,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,378,22,400,613,,,,
1,18,NAYARIT,16,TECUALA,2,TECUALA 02,558,B,42,105,20,2,18,0,13,9,27,1,2,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,241,5,246,349,,,,
