SECCION,CASILLA,NO_DTTO,CABECERA,NMpioIEEP,Municipio,PAN,PRI,PRD,PT,PVEM,CDPPN,PSN,PAS,NOREG,NULOS,VOTACIONTOTAL,LISTANOMINAL,OBS
0567,B,24,ZACATLAN,191,HERMENEGILDO GALEANA,177,165,0,0,0,0,0,0,0,11,353,500,
0568,B,24,ZACATLAN,191,HERMENEGILDO GALEANA,168,239,0,0,0,0,0,0,0,19,426,561,
0568,C1,24,ZACATLAN,191,HERMENEGILDO GALEANA,201,188,0,0,0,0,0,0,0,31,420,561,
0569,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,114,117,28,0,13,4,0,0,0,10,286,548,
0569,C1,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,102,148,13,0,9,8,0,0,0,4,284,548,
0569,X1,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,28,46,1,0,2,1,0,0,0,2,80,124,
0570,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,147,226,11,0,20,14,0,0,0,10,428,705,
0571,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,130,176,3,0,0,9,0,0,0,5,323,675,
0572,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,55,118,8,0,69,20,0,0,0,11,281,701,
0573,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,89,75,16,0,42,11,0,0,0,8,241,669,
0574,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,32,56,7,0,42,128,0,0,0,10,275,538,
0574,C1,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,26,73,2,0,40,91,0,0,0,23,255,538,
0575,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,14,81,3,0,63,43,0,0,0,0,204,417,
0575,C1,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,15,85,3,0,57,39,0,0,0,16,215,418,
0576,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,15,34,5,0,35,117,0,0,0,0,206,495,
0576,C1,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,14,47,4,0,40,119,0,0,0,10,234,496,
0577,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,44,153,2,0,1,139,0,0,0,4,343,623,
0578,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,29,61,54,0,1,69,0,0,0,6,220,550,
0578,C1,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,30,63,64,0,1,56,0,0,0,5,219,550,
0579,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,18,92,3,0,1,110,0,0,0,0,224,557,
0579,C1,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,18,81,1,0,0,109,0,0,0,9,218,557,
0580,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,7,44,1,0,1,156,0,0,0,8,217,450,
0580,C1,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,8,18,3,0,0,149,0,0,0,2,180,450,
0581,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,22,191,3,0,3,38,0,0,0,8,265,454,
0582,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,39,91,0,0,3,57,0,0,0,6,196,517,
0582,C1,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,39,102,1,0,6,41,0,0,0,10,199,518,
0583,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,63,51,2,0,3,79,0,0,0,8,206,433,
0583,C1,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,53,46,1,0,1,89,0,0,0,8,198,433,
0584,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,34,36,3,0,3,50,0,0,0,0,126,495,
0585,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,71,77,3,0,5,19,0,0,0,9,184,612,
0585,C1,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,61,81,2,0,1,13,0,0,0,0,158,612,
0586,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,18,182,1,0,15,36,0,0,0,29,281,575,
0587,B,10,IZUCAR DE MATAMOROS,34,HUAQUECHULA,8,81,1,0,2,40,0,0,0,13,145,235,
0588,B,13,TEPEXI DE RODRIGUEZ,78,HUATLATLAUCA,198,87,0,87,0,0,0,0,0,15,387,598,
0589,B,13,TEPEXI DE RODRIGUEZ,78,HUATLATLAUCA,203,48,0,59,0,0,0,0,0,7,317,473,
0590,B,13,TEPEXI DE RODRIGUEZ,78,HUATLATLAUCA,86,193,0,25,0,0,0,0,0,27,331,497,
0590,C1,13,TEPEXI DE RODRIGUEZ,78,HUATLATLAUCA,133,156,0,29,0,0,0,0,0,27,345,498,
0591,B,13,TEPEXI DE RODRIGUEZ,78,HUATLATLAUCA,221,239,0,44,0,0,0,0,0,17,521,705,
0592,B,13,TEPEXI DE RODRIGUEZ,78,HUATLATLAUCA,127,322,0,8,0,0,0,0,0,13,470,693,
0592,C1,13,TEPEXI DE RODRIGUEZ,78,HUATLATLAUCA,107,337,0,15,1,0,0,0,5,18,483,694,
0593,B,13,TEPEXI DE RODRIGUEZ,78,HUATLATLAUCA,106,61,0,0,0,0,0,0,0,0,167,250,
0594,B,25,HUAUCHINANGO,202,HUAUCHINANGO,156,97,12,1,0,0,0,0,0,10,276,506,
0594,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,165,81,8,5,0,0,0,0,0,5,264,507,
0595,B,25,HUAUCHINANGO,202,HUAUCHINANGO,97,78,5,8,8,0,0,0,1,0,197,436,
0595,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,106,61,9,2,0,0,0,0,0,4,182,437,
0596,B,25,HUAUCHINANGO,202,HUAUCHINANGO,176,107,6,4,0,0,0,0,0,6,299,610,
0596,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,174,104,16,2,0,0,0,0,0,8,304,611,
0597,B,25,HUAUCHINANGO,202,HUAUCHINANGO,216,116,19,3,0,0,0,0,0,8,362,698,
0597,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,213,128,13,4,0,0,0,0,0,6,364,699,
0598,B,25,HUAUCHINANGO,202,HUAUCHINANGO,162,103,17,4,0,0,0,0,0,8,294,632,
0598,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,146,118,16,3,0,0,0,0,0,9,292,632,
0598,C2,25,HUAUCHINANGO,202,HUAUCHINANGO,173,115,13,3,0,0,0,0,0,2,306,633,
0599,B,25,HUAUCHINANGO,202,HUAUCHINANGO,152,153,20,2,4,0,1,1,0,11,344,672,
0599,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,161,169,16,9,0,0,0,0,0,7,362,672,
0600,B,25,HUAUCHINANGO,202,HUAUCHINANGO,177,137,10,5,0,0,0,0,0,9,338,727,
0600,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,185,141,12,10,0,0,0,0,0,16,364,728,
0601,B,25,HUAUCHINANGO,202,HUAUCHINANGO,131,78,6,4,0,0,0,0,0,6,225,510,
0601,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,128,75,9,8,0,0,0,0,0,15,235,510,
0602,B,25,HUAUCHINANGO,202,HUAUCHINANGO,138,112,10,5,0,0,0,0,0,8,273,503,
0602,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,146,86,12,3,0,0,0,0,0,7,254,503,
0603,B,25,HUAUCHINANGO,202,HUAUCHINANGO,226,124,16,3,0,0,0,0,0,4,373,689,
0603,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,194,147,18,6,0,0,0,0,0,0,365,689,
0603,C2,25,HUAUCHINANGO,202,HUAUCHINANGO,180,143,14,7,0,0,0,0,0,7,351,689,
0603,C3,25,HUAUCHINANGO,202,HUAUCHINANGO,209,137,20,4,0,0,0,0,0,6,376,689,
0604,B,25,HUAUCHINANGO,202,HUAUCHINANGO,153,171,8,7,0,0,0,0,0,4,343,714,
0604,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,134,177,15,7,0,0,0,0,0,11,344,715,
0604,C2,25,HUAUCHINANGO,202,HUAUCHINANGO,160,138,16,6,0,0,0,0,0,8,328,715,
0605,B,25,HUAUCHINANGO,202,HUAUCHINANGO,132,71,13,4,0,0,0,0,0,8,228,505,
0605,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,145,62,7,4,0,0,0,0,0,4,222,506,
0606,B,25,HUAUCHINANGO,202,HUAUCHINANGO,107,57,7,2,0,0,0,0,0,10,183,391,
0606,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,110,60,8,2,0,0,0,0,0,5,185,391,
0607,B,25,HUAUCHINANGO,202,HUAUCHINANGO,138,107,9,3,0,0,0,0,0,6,263,503,
0607,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,133,101,9,5,0,0,0,0,0,7,255,503,
0607,C2,25,HUAUCHINANGO,202,HUAUCHINANGO,140,104,8,7,0,0,0,0,0,8,267,503,
0608,B,25,HUAUCHINANGO,202,HUAUCHINANGO,141,131,11,3,0,0,0,0,0,12,298,601,
0608,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,157,111,17,5,0,0,0,0,0,15,305,602,
0609,B,25,HUAUCHINANGO,202,HUAUCHINANGO,202,141,12,5,0,0,0,0,0,30,390,727,
0609,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,185,128,10,11,0,0,0,0,0,25,359,727,
0609,C2,25,HUAUCHINANGO,202,HUAUCHINANGO,192,140,18,3,0,0,0,0,0,0,353,727,
0610,B,25,HUAUCHINANGO,202,HUAUCHINANGO,171,122,12,8,0,0,0,0,0,16,329,687,
0610,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,157,153,19,5,0,0,0,0,0,13,347,687,
0611,B,25,HUAUCHINANGO,202,HUAUCHINANGO,161,83,8,4,0,0,0,0,0,7,263,553,
0611,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,130,111,14,6,0,0,0,0,0,8,269,553,
0611,C2,25,HUAUCHINANGO,202,HUAUCHINANGO,146,100,11,2,0,0,0,0,0,6,265,553,
0612,B,25,HUAUCHINANGO,202,HUAUCHINANGO,172,99,12,2,0,0,0,0,0,8,293,637,
0612,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,168,130,10,3,0,0,0,0,0,8,319,638,
0612,C2,25,HUAUCHINANGO,202,HUAUCHINANGO,158,120,15,3,0,0,0,0,0,5,301,638,
0612,C3,25,HUAUCHINANGO,202,HUAUCHINANGO,161,119,9,2,0,0,0,0,0,9,300,638,
0613,B,25,HUAUCHINANGO,202,HUAUCHINANGO,107,101,4,3,0,0,0,0,0,15,230,337,
0613,X1,25,HUAUCHINANGO,202,HUAUCHINANGO,102,168,5,12,0,0,0,0,0,34,321,586,
0614,B,25,HUAUCHINANGO,202,HUAUCHINANGO,143,121,12,2,0,0,0,0,0,23,301,486,
0614,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,139,114,24,8,0,0,0,0,0,39,324,486,
0615,B,25,HUAUCHINANGO,202,HUAUCHINANGO,58,77,174,2,0,0,0,0,0,11,322,581,
0615,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,55,96,142,5,0,0,0,0,0,15,313,581,
0615,C2,25,HUAUCHINANGO,202,HUAUCHINANGO,67,81,162,5,0,0,0,0,0,0,315,582,
0616,B,25,HUAUCHINANGO,202,HUAUCHINANGO,25,138,194,4,0,0,0,0,0,16,377,584,
0616,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,29,98,216,6,0,0,0,0,0,0,349,585,
0616,C2,25,HUAUCHINANGO,202,HUAUCHINANGO,19,113,226,5,0,0,0,0,0,16,379,585,
0616,C3,25,HUAUCHINANGO,202,HUAUCHINANGO,15,106,217,0,0,0,0,0,0,17,355,585,
0617,B,25,HUAUCHINANGO,202,HUAUCHINANGO,62,125,241,3,0,0,0,0,0,0,431,697,
0618,B,25,HUAUCHINANGO,202,HUAUCHINANGO,96,95,15,3,0,0,0,0,0,5,214,454,
0618,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,92,110,16,6,0,0,0,0,0,10,234,454,
0618,X1,25,HUAUCHINANGO,202,HUAUCHINANGO,150,116,13,7,0,0,0,0,0,41,327,523,
0619,B,25,HUAUCHINANGO,202,HUAUCHINANGO,143,152,11,1,0,0,0,0,0,16,323,571,
0619,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,104,144,12,1,0,0,0,0,0,17,278,571,
0620,B,25,HUAUCHINANGO,202,HUAUCHINANGO,91,97,40,0,0,0,0,0,0,0,228,436,
0621,B,25,HUAUCHINANGO,202,HUAUCHINANGO,223,124,12,4,0,0,0,0,0,25,388,722,
0622,B,25,HUAUCHINANGO,202,HUAUCHINANGO,183,68,12,2,0,0,0,0,0,15,280,470,
0622,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,197,84,5,5,0,0,0,0,0,23,314,471,
0623,B,25,HUAUCHINANGO,202,HUAUCHINANGO,161,81,21,1,0,0,0,0,0,11,275,513,
0623,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,147,71,19,5,0,0,0,0,0,14,256,514,
0623,C2,25,HUAUCHINANGO,202,HUAUCHINANGO,132,96,26,1,0,0,0,0,0,18,273,514,
0624,B,25,HUAUCHINANGO,202,HUAUCHINANGO,263,96,2,1,0,0,0,0,0,13,375,499,
0624,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,255,102,4,3,0,0,0,2,0,14,380,499,
0625,B,25,HUAUCHINANGO,202,HUAUCHINANGO,65,66,10,0,0,0,0,0,0,0,141,201,
0625,X1,25,HUAUCHINANGO,202,HUAUCHINANGO,92,58,6,2,0,0,0,0,0,0,158,249,
0626,B,25,HUAUCHINANGO,202,HUAUCHINANGO,62,179,9,5,0,0,0,0,0,29,284,699,
0627,B,25,HUAUCHINANGO,202,HUAUCHINANGO,171,65,3,3,0,0,0,0,0,0,242,497,
0627,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,166,40,10,4,0,0,0,0,0,0,220,497,
0628,B,25,HUAUCHINANGO,202,HUAUCHINANGO,111,95,3,4,0,0,0,0,0,34,247,421,
0628,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,119,98,4,1,0,0,0,0,0,37,259,422,
0628,X1,25,HUAUCHINANGO,202,HUAUCHINANGO,71,43,5,5,0,0,0,0,0,19,143,273,
0629,B,25,HUAUCHINANGO,202,HUAUCHINANGO,126,80,16,3,0,0,0,0,0,15,240,503,
0629,C1,25,HUAUCHINANGO,202,HUAUCHINANGO,128,84,17,9,0,0,0,0,0,10,248,503,
0629,C2,25,HUAUCHINANGO,202,HUAUCHINANGO,105,80,22,4,0,0,0,0,0,0,211,503,
0630,B,25,HUAUCHINANGO,202,HUAUCHINANGO,125,104,4,3,0,0,0,0,0,23,259,515,
0631,B,24,ZACATLAN,192,HUEHUETLA,44,277,112,0,0,0,0,0,0,0,433,594,
0631,C1,24,ZACATLAN,192,HUEHUETLA,59,258,105,0,0,0,0,0,0,0,422,594,
0632,B,24,ZACATLAN,192,HUEHUETLA,52,320,151,0,0,0,0,0,0,9,532,721,
0632,C1,24,ZACATLAN,192,HUEHUETLA,36,325,152,0,0,0,0,0,0,11,524,721,
0633,B,24,ZACATLAN,192,HUEHUETLA,36,130,149,0,0,0,0,0,0,0,315,412,
0633,C1,24,ZACATLAN,192,HUEHUETLA,23,161,131,0,1,0,0,0,0,1,317,413,
0634,B,24,ZACATLAN,192,HUEHUETLA,34,196,95,0,0,0,1,0,0,10,336,447,
0634,C1,24,ZACATLAN,192,HUEHUETLA,45,180,106,0,0,0,0,0,0,6,337,447,
0635,B,24,ZACATLAN,192,HUEHUETLA,16,202,168,0,0,0,0,0,0,9,395,501,
0636,B,24,ZACATLAN,192,HUEHUETLA,17,246,159,0,0,0,0,0,0,8,430,610,
0636,X1,24,ZACATLAN,192,HUEHUETLA,63,333,151,0,0,0,0,0,0,3,550,718,
0637,B,24,ZACATLAN,192,HUEHUETLA,18,177,137,0,0,0,0,0,0,0,332,474,
0637,C1,24,ZACATLAN,192,HUEHUETLA,11,172,146,0,0,0,0,0,0,5,334,475,
0638,B,24,ZACATLAN,192,HUEHUETLA,37,194,44,1,1,1,0,0,0,11,289,362,
0638,X1,24,ZACATLAN,192,HUEHUETLA,14,201,145,0,0,0,0,0,0,0,360,470,
0639,B,24,ZACATLAN,192,HUEHUETLA,51,263,51,0,0,0,0,0,0,5,370,467,
0639,C1,24,ZACATLAN,192,HUEHUETLA,47,230,66,0,0,0,0,0,0,0,343,468,
0671,B,7,SAN MARTIN TEXMELUCAN,4,HUEJOTZINGO,44,155,5,3,0,22,0,0,0,0,229,583,
0672,B,7,SAN MARTIN TEXMELUCAN,4,HUEJOTZINGO,12,185,35,2,0,12,0,0,0,14,260,510,
0672,C1,7,SAN MARTIN TEXMELUCAN,4,HUEJOTZINGO,15,196,45,0,0,12,0,0,0,0,268,510,
0672,C2,7,SAN MARTIN TEXMELUCAN,4,HUEJOTZINGO,61,372,28,0,0,15,0,0,0,70,546,510,
0672,X1,7,SAN MARTIN TEXMELUCAN,4,HUEJOTZINGO,65,104,12,3,0,7,0,0,0,4,195,318,
0673,B,20,TLATLAUQUITEPEC,152,HUEYAPAN,9,140,0,103,0,5,0,0,0,18,275,445,
0673,C1,20,TLATLAUQUITEPEC,152,HUEYAPAN,19,141,0,93,0,1,0,0,0,39,293,445,
0674,B,20,TLATLAUQUITEPEC,152,HUEYAPAN,29,177,0,120,0,15,0,0,0,27,368,545,
0674,C1,20,TLATLAUQUITEPEC,152,HUEYAPAN,26,153,0,125,0,23,0,0,0,14,341,545,
0674,C2,20,TLATLAUQUITEPEC,152,HUEYAPAN,31,138,0,127,0,24,0,0,0,23,343,545,
0675,B,20,TLATLAUQUITEPEC,152,HUEYAPAN,14,89,0,56,0,23,0,0,0,6,188,270,
0676,B,20,TLATLAUQUITEPEC,152,HUEYAPAN,13,133,0,92,0,19,0,0,0,13,270,419,
0676,C1,20,TLATLAUQUITEPEC,152,HUEYAPAN,18,137,0,120,0,11,0,0,0,7,293,419,
0677,B,20,TLATLAUQUITEPEC,152,HUEYAPAN,30,120,0,131,0,35,0,0,0,43,359,578,
0677,C1,20,TLATLAUQUITEPEC,152,HUEYAPAN,38,94,0,122,0,35,0,0,0,30,319,579,
0678,B,21,TEZIUTLAN,163,HUEYTAMALCO,205,225,0,16,0,0,0,0,0,11,457,723,
0678,C1,21,TEZIUTLAN,163,HUEYTAMALCO,167,308,0,11,0,0,0,0,0,8,494,724,
0679,B,21,TEZIUTLAN,163,HUEYTAMALCO,109,237,0,8,0,0,0,0,0,52,406,537,
0679,C1,21,TEZIUTLAN,163,HUEYTAMALCO,139,211,0,6,0,0,0,0,0,6,362,538,
0680,B,21,TEZIUTLAN,163,HUEYTAMALCO,21,109,0,2,0,0,0,0,0,0,132,228,
0681,B,21,TEZIUTLAN,163,HUEYTAMALCO,100,137,0,5,0,0,0,0,0,6,248,386,
0681,X1,21,TEZIUTLAN,163,HUEYTAMALCO,157,115,0,13,0,0,0,0,0,23,308,588,
0682,B,21,TEZIUTLAN,163,HUEYTAMALCO,127,147,0,18,0,0,0,0,0,18,310,552,
0682,C1,21,TEZIUTLAN,163,HUEYTAMALCO,129,133,0,30,0,0,0,0,0,18,310,553,
0682,X1,21,TEZIUTLAN,163,HUEYTAMALCO,51,128,0,12,0,0,0,0,0,19,210,350,
0683,B,21,TEZIUTLAN,163,HUEYTAMALCO,138,217,0,21,0,0,0,0,0,24,400,643,
0683,C1,21,TEZIUTLAN,163,HUEYTAMALCO,100,214,0,20,0,0,0,0,0,26,360,644,
0684,B,21,TEZIUTLAN,163,HUEYTAMALCO,131,134,0,16,0,0,0,0,0,14,295,457,
0685,B,21,TEZIUTLAN,163,HUEYTAMALCO,98,202,0,8,0,0,0,0,0,15,323,551,
0685,C1,21,TEZIUTLAN,163,HUEYTAMALCO,102,186,0,8,0,0,0,0,0,15,311,551,
0686,B,21,TEZIUTLAN,163,HUEYTAMALCO,184,173,0,20,0,0,0,0,0,24,401,628,
0686,X1,21,TEZIUTLAN,163,HUEYTAMALCO,148,182,0,1,0,0,0,0,0,26,357,500,
0687,B,21,TEZIUTLAN,163,HUEYTAMALCO,258,205,0,13,0,0,0,0,0,26,502,733,
0687,C1,21,TEZIUTLAN,163,HUEYTAMALCO,233,198,0,14,0,0,0,0,0,22,467,733,
0688,B,21,TEZIUTLAN,163,HUEYTAMALCO,66,153,0,12,0,0,0,0,0,0,231,392,
0688,C1,21,TEZIUTLAN,163,HUEYTAMALCO,78,144,0,22,0,0,0,0,0,12,256,393,
0689,B,21,TEZIUTLAN,163,HUEYTAMALCO,26,75,0,6,0,0,0,0,0,4,111,167,
0690,B,21,TEZIUTLAN,163,HUEYTAMALCO,188,237,0,13,0,0,0,0,0,23,461,729,
0690,C1,21,TEZIUTLAN,163,HUEYTAMALCO,179,229,0,15,0,0,0,0,0,24,447,729,
0691,B,21,TEZIUTLAN,163,HUEYTAMALCO,159,210,0,1,0,0,0,0,0,17,387,561,
0692,B,21,TEZIUTLAN,163,HUEYTAMALCO,131,192,0,4,0,0,0,0,0,13,340,551,
0692,X1,21,TEZIUTLAN,163,HUEYTAMALCO,76,115,0,10,0,0,0,0,0,4,205,298,
0693,B,24,ZACATLAN,193,HUEYTLALPAN,27,237,81,0,0,0,0,0,0,23,368,457,
0693,C1,24,ZACATLAN,193,HUEYTLALPAN,25,211,98,0,0,0,0,0,0,19,353,458,
0694,B,24,ZACATLAN,193,HUEYTLALPAN,24,218,139,0,0,0,0,0,0,9,390,500,
0695,B,24,ZACATLAN,193,HUEYTLALPAN,10,213,75,0,0,0,0,0,0,11,309,425,
0695,C1,24,ZACATLAN,193,HUEYTLALPAN,26,174,70,0,0,0,0,0,0,0,270,425,
0695,X1,24,ZACATLAN,193,HUEYTLALPAN,16,297,84,0,0,0,0,0,0,15,412,497,
0696,B,23,TETELA DE OCAMPO,180,HUITZILAN DE SERDAN,103,238,23,0,0,0,0,0,5,16,385,583,
0696,C1,23,TETELA DE OCAMPO,180,HUITZILAN DE SERDAN,97,243,20,0,0,0,0,0,7,19,386,583,
0696,C2,23,TETELA DE OCAMPO,180,HUITZILAN DE SERDAN,112,236,18,0,0,0,0,0,0,22,388,584,
0697,B,23,TETELA DE OCAMPO,180,HUITZILAN DE SERDAN,63,294,8,0,0,0,0,0,0,0,365,558,
0698,B,23,TETELA DE OCAMPO,180,HUITZILAN DE SERDAN,81,317,9,0,0,0,0,0,0,20,427,529,
0698,X1,23,TETELA DE OCAMPO,180,HUITZILAN DE SERDAN,122,162,0,0,0,0,0,0,0,0,284,384,
0698,X2,23,TETELA DE OCAMPO,180,HUITZILAN DE SERDAN,113,145,2,0,0,0,0,0,1,17,278,384,
0699,B,23,TETELA DE OCAMPO,180,HUITZILAN DE SERDAN,135,248,4,0,0,0,0,0,0,32,419,698,
0700,B,23,TETELA DE OCAMPO,180,HUITZILAN DE SERDAN,103,204,8,0,0,0,0,0,0,17,332,522,
0700,X1,23,TETELA DE OCAMPO,180,HUITZILAN DE SERDAN,93,318,2,0,0,0,0,0,0,12,425,684,
0701,B,13,TEPEXI DE RODRIGUEZ,80,HUITZILTEPEC,191,151,0,6,0,0,0,0,0,6,354,469,
0701,C1,13,TEPEXI DE RODRIGUEZ,80,HUITZILTEPEC,209,140,0,11,0,0,0,0,0,3,363,469,
0702,B,13,TEPEXI DE RODRIGUEZ,80,HUITZILTEPEC,210,121,0,3,0,0,0,0,0,8,342,440,
0702,X1,13,TEPEXI DE RODRIGUEZ,80,HUITZILTEPEC,61,48,0,236,0,0,0,0,0,23,368,553,
0703,B,13,TEPEXI DE RODRIGUEZ,80,HUITZILTEPEC,11,14,0,248,0,0,0,0,0,9,282,393,
0703,C1,13,TEPEXI DE RODRIGUEZ,80,HUITZILTEPEC,16,5,0,261,0,0,0,0,0,14,296,394,
0704,B,24,ZACATLAN,194,ATLEQUIZAYAN,16,146,22,0,0,184,0,0,0,7,375,443,
0704,C1,24,ZACATLAN,194,ATLEQUIZAYAN,30,142,35,0,0,141,0,0,0,0,348,444,
0705,B,24,ZACATLAN,194,ATLEQUIZAYAN,7,93,97,0,0,251,0,0,0,15,463,635,
0706,B,11,CHIAUTLA,51,IXCAMILPA DE GUERRERO,105,234,0,0,0,0,0,0,0,5,344,534,
0706,C1,11,CHIAUTLA,51,IXCAMILPA DE GUERRERO,116,185,0,0,0,0,0,0,0,0,301,535,
0707,B,11,CHIAUTLA,51,IXCAMILPA DE GUERRERO,73,147,0,0,0,0,0,0,0,10,230,378,
0707,C1,11,CHIAUTLA,51,IXCAMILPA DE GUERRERO,68,136,1,3,0,0,0,0,0,7,215,378,
0708,B,11,CHIAUTLA,51,IXCAMILPA DE GUERRERO,123,146,0,0,0,0,0,0,0,11,280,465,
0708,X1,11,CHIAUTLA,51,IXCAMILPA DE GUERRERO,68,42,0,0,0,0,0,0,0,5,115,199,
0709,B,13,TEPEXI DE RODRIGUEZ,81,IXCAQUIXTLA,23,201,13,0,195,0,0,0,0,0,432,626,
0709,C1,13,TEPEXI DE RODRIGUEZ,81,IXCAQUIXTLA,18,224,19,0,163,0,0,0,0,3,427,627,
0709,C2,13,TEPEXI DE RODRIGUEZ,81,IXCAQUIXTLA,18,183,23,0,178,0,0,0,0,8,410,627,
0710,B,13,TEPEXI DE RODRIGUEZ,81,IXCAQUIXTLA,82,201,19,0,196,0,0,0,0,14,512,741,
0710,C1,13,TEPEXI DE RODRIGUEZ,81,IXCAQUIXTLA,49,166,16,0,258,0,0,0,0,7,496,741,
0711,B,13,TEPEXI DE RODRIGUEZ,81,IXCAQUIXTLA,15,303,1,0,137,0,0,0,0,14,470,642,
0712,B,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,264,150,9,14,0,0,0,0,0,29,466,728,
0713,B,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,149,215,11,8,0,0,0,0,0,19,402,637,
0713,X1,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,135,167,1,5,0,0,0,0,0,16,324,539,
0714,B,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,151,167,4,6,0,0,0,0,0,48,376,734,
0715,B,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,138,146,3,8,0,0,0,0,0,7,302,479,
0715,C1,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,104,192,1,5,0,0,0,0,0,32,334,480,
0715,X1,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,82,67,9,3,0,0,0,0,0,7,168,243,
0716,B,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,63,206,24,3,0,0,0,0,0,7,303,454,
0716,X1,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,95,190,12,4,0,0,0,0,0,8,309,510,
0716,X2,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,107,211,5,8,0,0,0,0,0,19,350,511,
0717,B,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,203,65,9,2,0,0,0,0,0,0,279,408,
0717,C1,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,175,96,4,4,0,0,0,0,0,8,287,409,
0718,B,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,74,71,7,0,0,0,0,0,0,8,160,315,
0718,X1,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,201,72,9,11,0,0,0,0,0,14,307,560,
0719,B,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,105,145,19,5,0,0,0,0,0,19,293,573,
0719,C1,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,133,124,19,7,0,0,0,0,0,20,303,573,
0720,B,23,TETELA DE OCAMPO,181,IXTACAMAXTITLAN,83,166,110,0,0,0,0,0,0,9,368,641,
