SECCION,CASILLA,NO_DTTO,CABECERA,NMpioIEEP,Municipio,PAN,PRI,PRD,PT,PVEM,CDPPN,PSN,PAS,NOREG,NULOS,VOTACIONTOTAL,LISTANOMINAL,OBS
1945,C2,14,TEHUACAN,90,TEHUACAN,78,191,7,0,5,0,1,0,0,10,292,636,
1946,B,14,TEHUACAN,90,TEHUACAN,79,156,7,0,1,0,1,0,0,10,254,576,
1946,C1,14,TEHUACAN,90,TEHUACAN,78,139,11,0,4,0,3,0,0,10,245,577,
1947,B,14,TEHUACAN,90,TEHUACAN,58,144,12,0,3,0,0,0,0,8,225,527,
1947,C1,14,TEHUACAN,90,TEHUACAN,67,153,6,0,8,0,1,0,0,7,242,527,
1948,B,14,TEHUACAN,90,TEHUACAN,100,175,10,0,4,0,1,0,0,9,299,606,
1948,C1,14,TEHUACAN,90,TEHUACAN,109,194,8,0,6,0,2,0,0,10,329,606,
1949,B,14,TEHUACAN,90,TEHUACAN,98,144,20,0,2,0,1,0,0,5,270,431,
1949,C1,14,TEHUACAN,90,TEHUACAN,99,126,19,0,1,0,0,0,0,11,256,432,
1950,B,14,TEHUACAN,90,TEHUACAN,103,147,11,0,3,0,2,0,0,6,272,602,
1950,C1,14,TEHUACAN,90,TEHUACAN,115,157,8,0,1,0,0,0,0,3,284,602,
1951,B,14,TEHUACAN,90,TEHUACAN,83,117,6,0,4,0,0,0,0,4,214,510,Modificada por el Tribunal
1951,C1,14,TEHUACAN,90,TEHUACAN,114,113,6,0,1,0,0,0,0,3,237,511,Modificada por el Tribunal
1951,C2,14,TEHUACAN,90,TEHUACAN,77,125,4,0,1,0,1,0,0,0,208,511,
1952,B,14,TEHUACAN,90,TEHUACAN,89,189,8,0,4,0,0,0,0,5,295,657,
1952,C1,14,TEHUACAN,90,TEHUACAN,96,172,3,0,3,0,0,0,0,8,282,657,
1952,C2,14,TEHUACAN,90,TEHUACAN,107,159,5,0,6,0,0,0,0,8,285,657,
1952,C3,14,TEHUACAN,90,TEHUACAN,111,174,8,0,3,0,0,0,0,11,307,657,
1952,C4,14,TEHUACAN,90,TEHUACAN,99,189,13,0,6,0,0,0,0,7,314,657,
1952,C5,14,TEHUACAN,90,TEHUACAN,106,168,5,0,2,0,2,0,0,11,294,658,
1953,B,14,TEHUACAN,90,TEHUACAN,99,107,5,0,2,0,2,0,0,4,219,525,
1953,C1,14,TEHUACAN,90,TEHUACAN,75,141,8,0,4,0,0,0,0,1,229,525,
1953,C2,14,TEHUACAN,90,TEHUACAN,82,133,9,0,2,0,1,0,0,4,231,526,
1954,B,14,TEHUACAN,90,TEHUACAN,113,146,16,0,2,0,0,0,2,14,293,510,
1954,C1,14,TEHUACAN,90,TEHUACAN,114,134,9,0,3,0,1,0,0,6,267,511,
1955,B,14,TEHUACAN,90,TEHUACAN,76,168,15,0,4,1,1,0,0,8,273,612,
1955,C1,14,TEHUACAN,90,TEHUACAN,114,151,10,0,5,0,4,0,0,14,298,612,
1955,C2,14,TEHUACAN,90,TEHUACAN,102,154,10,0,6,0,0,0,0,10,282,612,
1956,B,14,TEHUACAN,90,TEHUACAN,134,166,17,0,5,0,4,0,0,11,337,585,
1956,C1,14,TEHUACAN,90,TEHUACAN,116,160,19,0,2,0,1,0,0,15,313,586,
1957,B,14,TEHUACAN,90,TEHUACAN,124,207,15,0,5,0,1,0,0,10,362,680,
1957,C1,14,TEHUACAN,90,TEHUACAN,115,190,18,0,2,0,2,0,0,8,335,681,
1958,B,14,TEHUACAN,90,TEHUACAN,129,164,6,0,8,0,1,0,0,6,314,706,
1958,C1,14,TEHUACAN,90,TEHUACAN,132,155,11,0,6,0,3,0,0,9,316,706,
1959,B,14,TEHUACAN,90,TEHUACAN,76,149,12,0,2,0,0,0,0,3,242,527,
1959,C1,14,TEHUACAN,90,TEHUACAN,113,152,4,0,3,0,0,0,0,1,273,528,
1959,C2,14,TEHUACAN,90,TEHUACAN,101,124,10,0,0,0,0,0,0,9,244,528,
1960,B,14,TEHUACAN,90,TEHUACAN,101,199,7,0,4,0,1,0,0,3,315,672,
1960,C1,14,TEHUACAN,90,TEHUACAN,150,175,9,0,1,0,1,0,0,4,340,672,
1961,B,14,TEHUACAN,90,TEHUACAN,124,129,6,0,1,0,1,0,0,4,265,562,
1961,C1,14,TEHUACAN,90,TEHUACAN,113,135,6,0,2,0,0,0,1,10,267,562,
1961,C2,14,TEHUACAN,90,TEHUACAN,105,132,8,0,4,0,1,0,0,9,259,563,
1962,B,14,TEHUACAN,90,TEHUACAN,83,160,14,0,2,0,0,0,0,4,263,530,
1962,C1,14,TEHUACAN,90,TEHUACAN,87,170,11,0,4,0,1,0,0,18,291,530,
1962,C2,14,TEHUACAN,90,TEHUACAN,95,193,9,0,2,0,0,0,0,6,305,531,
1963,B,14,TEHUACAN,90,TEHUACAN,63,172,13,0,3,0,2,0,0,6,259,534,
1963,C1,14,TEHUACAN,90,TEHUACAN,68,171,15,0,2,0,0,0,0,3,259,535,
1964,B,14,TEHUACAN,90,TEHUACAN,90,176,9,0,1,0,1,0,0,4,281,506,
1964,C1,14,TEHUACAN,90,TEHUACAN,102,162,7,0,3,0,0,0,2,3,279,506,
1965,B,14,TEHUACAN,90,TEHUACAN,119,180,8,0,4,0,0,0,0,7,318,641,
1966,B,14,TEHUACAN,90,TEHUACAN,98,155,7,0,0,0,3,0,0,4,267,532,
1966,C1,14,TEHUACAN,90,TEHUACAN,91,146,9,0,3,0,1,0,0,6,256,533,
1967,B,14,TEHUACAN,90,TEHUACAN,152,247,20,0,2,0,0,0,0,7,428,730,
1968,B,14,TEHUACAN,90,TEHUACAN,112,139,13,0,5,0,1,0,0,6,276,520,
1968,C1,14,TEHUACAN,90,TEHUACAN,112,171,5,0,3,0,0,0,0,5,296,520,
1969,B,14,TEHUACAN,90,TEHUACAN,82,106,5,0,0,0,2,0,0,7,202,379,
1969,C1,14,TEHUACAN,90,TEHUACAN,81,106,7,0,2,0,0,0,0,6,202,379,
1970,B,14,TEHUACAN,90,TEHUACAN,143,187,9,0,8,0,1,0,0,15,363,741,
1970,C1,14,TEHUACAN,90,TEHUACAN,142,170,12,0,6,0,0,0,0,9,339,741,
1971,B,14,TEHUACAN,90,TEHUACAN,121,124,10,0,1,0,0,0,0,3,259,563,
1971,C1,14,TEHUACAN,90,TEHUACAN,119,134,12,0,3,0,2,0,0,8,278,563,
1971,C2,14,TEHUACAN,90,TEHUACAN,139,123,9,0,1,0,1,0,0,5,278,563,
1971,C3,14,TEHUACAN,90,TEHUACAN,118,138,5,0,3,0,0,0,0,7,271,564,
1972,B,14,TEHUACAN,90,TEHUACAN,151,198,17,0,3,0,1,0,0,11,381,737,
1972,C1,14,TEHUACAN,90,TEHUACAN,158,192,20,0,11,0,0,0,0,17,398,737,
1973,B,14,TEHUACAN,90,TEHUACAN,169,145,15,0,3,0,0,0,1,9,342,702,
1973,C1,14,TEHUACAN,90,TEHUACAN,169,163,17,0,3,0,0,0,0,9,361,702,
1974,B,14,TEHUACAN,90,TEHUACAN,117,177,9,0,0,0,1,0,0,9,313,711,
1975,B,14,TEHUACAN,90,TEHUACAN,143,189,17,0,5,0,0,0,1,14,369,743,
1976,B,14,TEHUACAN,90,TEHUACAN,126,176,9,0,4,0,0,0,0,3,318,700,
1976,C1,14,TEHUACAN,90,TEHUACAN,135,174,4,0,2,0,2,0,0,4,321,700,
1977,B,14,TEHUACAN,90,TEHUACAN,103,167,11,0,4,0,1,0,0,7,293,622,
1977,C1,14,TEHUACAN,90,TEHUACAN,125,180,10,0,5,0,2,0,0,7,329,622,
1978,B,14,TEHUACAN,90,TEHUACAN,133,149,5,0,4,0,0,0,1,10,302,656,
1978,C1,14,TEHUACAN,90,TEHUACAN,96,175,8,0,4,0,3,0,0,3,289,656,
1978,C2,14,TEHUACAN,90,TEHUACAN,110,151,10,0,6,0,2,0,0,4,283,657,
1979,B,14,TEHUACAN,90,TEHUACAN,105,160,9,0,5,0,1,0,0,4,284,600,
1979,C1,14,TEHUACAN,90,TEHUACAN,108,142,11,0,6,0,2,0,0,4,273,600,
1979,C2,14,TEHUACAN,90,TEHUACAN,96,143,10,0,3,0,1,0,0,7,260,601,
1980,B,14,TEHUACAN,90,TEHUACAN,99,111,12,0,1,1,0,0,0,5,229,503,
1980,C1,14,TEHUACAN,90,TEHUACAN,115,116,8,0,3,0,2,0,0,4,248,504,
1981,B,14,TEHUACAN,90,TEHUACAN,121,151,18,0,6,0,0,0,0,8,304,556,
1981,C1,14,TEHUACAN,90,TEHUACAN,120,157,13,0,6,0,1,0,0,2,299,556,
1982,B,14,TEHUACAN,90,TEHUACAN,97,152,15,0,2,0,0,0,0,9,275,582,
1982,C1,14,TEHUACAN,90,TEHUACAN,122,148,11,0,3,0,0,0,0,4,288,582,
1983,B,14,TEHUACAN,90,TEHUACAN,89,154,5,0,0,0,0,0,0,5,253,538,
1984,B,14,TEHUACAN,90,TEHUACAN,116,189,12,0,3,0,0,0,0,12,332,727,
1985,B,14,TEHUACAN,90,TEHUACAN,119,160,7,0,2,0,0,0,0,4,292,686,
1985,C1,14,TEHUACAN,90,TEHUACAN,116,194,13,0,4,0,0,0,0,13,340,686,
1985,C2,14,TEHUACAN,90,TEHUACAN,118,156,4,0,2,0,1,0,0,5,286,686,
1986,B,14,TEHUACAN,90,TEHUACAN,83,281,4,0,3,0,0,0,0,26,397,732,
1986,C1,14,TEHUACAN,90,TEHUACAN,111,266,3,0,0,0,2,0,0,8,390,732,
1986,C2,14,TEHUACAN,90,TEHUACAN,99,232,5,0,5,0,1,0,0,0,342,732,
1986,C3,14,TEHUACAN,90,TEHUACAN,90,295,6,0,7,0,0,0,0,7,405,733,
1987,B,14,TEHUACAN,90,TEHUACAN,78,163,8,0,0,0,0,0,0,9,258,525,
1987,C1,14,TEHUACAN,90,TEHUACAN,102,159,6,0,4,0,2,0,0,4,277,526,
1987,C2,14,TEHUACAN,90,TEHUACAN,97,131,3,0,2,0,1,0,0,6,240,526,
1988,B,14,TEHUACAN,90,TEHUACAN,89,134,6,0,5,0,1,0,0,3,238,543,
1988,C1,14,TEHUACAN,90,TEHUACAN,102,136,5,0,2,0,1,0,0,3,249,544,
1988,C2,14,TEHUACAN,90,TEHUACAN,92,125,5,0,1,0,0,0,0,5,228,544,
1989,B,14,TEHUACAN,90,TEHUACAN,149,184,9,0,1,0,0,0,0,3,346,686,
1989,C1,14,TEHUACAN,90,TEHUACAN,174,156,11,0,2,0,0,0,0,6,349,686,
1990,B,14,TEHUACAN,90,TEHUACAN,98,147,4,0,7,0,0,0,0,17,273,604,
1990,C1,14,TEHUACAN,90,TEHUACAN,80,175,3,0,3,0,1,0,0,10,272,604,
1990,C2,14,TEHUACAN,90,TEHUACAN,91,165,9,0,2,0,0,0,0,11,278,604,
1991,B,14,TEHUACAN,90,TEHUACAN,74,136,8,0,2,0,0,0,0,2,222,505,
1991,C1,14,TEHUACAN,90,TEHUACAN,76,139,9,0,4,0,0,0,0,8,236,505,
1991,C2,14,TEHUACAN,90,TEHUACAN,53,144,1,0,4,0,1,0,0,7,210,506,
1992,B,14,TEHUACAN,90,TEHUACAN,97,141,3,0,0,0,0,0,0,6,247,537,
1992,C1,14,TEHUACAN,90,TEHUACAN,100,135,6,0,2,0,1,0,0,2,246,538,
1993,B,14,TEHUACAN,90,TEHUACAN,56,171,4,0,1,0,1,0,0,8,241,525,
1993,C1,14,TEHUACAN,90,TEHUACAN,82,148,7,0,3,0,1,0,0,3,244,526,
1993,C2,14,TEHUACAN,90,TEHUACAN,72,173,7,0,1,0,3,0,0,3,259,526,
1994,B,14,TEHUACAN,90,TEHUACAN,84,160,9,0,2,0,1,0,0,11,267,609,
1994,C1,14,TEHUACAN,90,TEHUACAN,104,153,12,0,1,0,0,0,0,4,274,609,
1994,C2,14,TEHUACAN,90,TEHUACAN,89,148,6,0,3,0,0,0,0,4,250,609,
1995,B,14,TEHUACAN,90,TEHUACAN,58,152,5,0,2,0,0,0,0,7,224,504,
1995,C1,14,TEHUACAN,90,TEHUACAN,65,175,7,0,2,0,0,0,0,4,253,504,
1995,C2,14,TEHUACAN,90,TEHUACAN,54,166,3,0,4,0,0,0,0,4,231,505,
1996,B,14,TEHUACAN,90,TEHUACAN,73,165,12,0,3,0,3,0,0,4,260,606,
1996,C1,14,TEHUACAN,90,TEHUACAN,78,178,4,0,5,0,0,0,0,0,265,607,
1996,C2,14,TEHUACAN,90,TEHUACAN,94,161,3,0,4,0,0,0,0,4,266,607,
1997,B,14,TEHUACAN,90,TEHUACAN,91,196,9,0,1,0,1,0,0,14,312,640,
1998,B,14,TEHUACAN,90,TEHUACAN,115,166,8,0,10,0,0,0,0,12,311,656,
1998,C1,14,TEHUACAN,90,TEHUACAN,112,156,13,0,4,0,0,0,0,4,289,656,
1999,B,14,TEHUACAN,90,TEHUACAN,112,180,8,0,2,0,0,0,0,5,307,706,
1999,C1,14,TEHUACAN,90,TEHUACAN,99,204,4,0,2,0,1,0,0,8,318,706,
1999,C2,14,TEHUACAN,90,TEHUACAN,106,191,9,0,1,0,0,0,0,7,314,707,
2000,B,14,TEHUACAN,90,TEHUACAN,93,163,9,0,3,0,0,0,0,12,280,583,
2000,C1,14,TEHUACAN,90,TEHUACAN,88,174,11,0,0,0,0,0,0,1,274,583,
2000,C2,14,TEHUACAN,90,TEHUACAN,92,177,12,0,2,0,0,0,0,6,289,583,
2001,B,14,TEHUACAN,90,TEHUACAN,68,176,13,0,4,0,1,0,0,7,269,538,
2001,C1,14,TEHUACAN,90,TEHUACAN,90,144,10,0,0,0,0,0,0,3,247,539,
2002,B,14,TEHUACAN,90,TEHUACAN,86,136,7,0,2,0,0,0,0,11,242,583,
2002,C1,14,TEHUACAN,90,TEHUACAN,107,142,6,0,11,0,1,0,0,4,271,583,
2002,C2,14,TEHUACAN,90,TEHUACAN,79,150,2,0,9,0,1,0,0,5,246,584,
2003,B,14,TEHUACAN,90,TEHUACAN,83,218,10,0,8,0,1,0,0,12,332,742,
2003,C1,14,TEHUACAN,90,TEHUACAN,108,204,12,0,7,0,0,0,0,8,339,742,
2003,C2,14,TEHUACAN,90,TEHUACAN,79,228,10,0,2,0,0,0,0,10,329,743,
2004,B,14,TEHUACAN,90,TEHUACAN,55,124,2,0,2,0,1,0,0,4,188,459,
2004,C1,14,TEHUACAN,90,TEHUACAN,57,119,12,0,2,0,0,0,0,4,194,459,
2005,B,14,TEHUACAN,90,TEHUACAN,94,229,4,0,5,0,0,0,0,8,340,657,
2005,C1,14,TEHUACAN,90,TEHUACAN,117,189,7,0,2,0,2,0,0,4,321,657,
2005,C2,14,TEHUACAN,90,TEHUACAN,86,190,6,0,7,0,0,0,0,11,300,658,
2006,B,14,TEHUACAN,90,TEHUACAN,151,212,3,0,4,0,2,0,0,5,377,644,
2006,C1,14,TEHUACAN,90,TEHUACAN,148,216,5,0,0,0,0,0,0,2,371,644,
2006,C2,14,TEHUACAN,90,TEHUACAN,168,186,3,0,2,0,1,0,0,5,365,645,
2006,C3,14,TEHUACAN,90,TEHUACAN,148,190,5,0,2,0,1,0,0,6,352,645,
2007,B,14,TEHUACAN,90,TEHUACAN,124,262,0,0,0,0,0,0,0,0,386,733,
2007,C1,14,TEHUACAN,90,TEHUACAN,199,299,3,0,1,0,0,0,0,0,502,734,
2008,B,14,TEHUACAN,90,TEHUACAN,132,159,0,0,0,0,1,0,0,3,295,632,
2008,C1,14,TEHUACAN,90,TEHUACAN,124,155,0,0,1,0,0,0,0,5,285,632,
2008,C2,14,TEHUACAN,90,TEHUACAN,113,173,2,0,2,0,0,0,0,8,298,632,
2008,C3,14,TEHUACAN,90,TEHUACAN,124,148,1,0,2,0,0,0,0,0,275,633,
2009,B,14,TEHUACAN,90,TEHUACAN,125,193,0,0,0,0,0,0,0,0,318,569,
2009,C1,14,TEHUACAN,90,TEHUACAN,150,140,0,0,0,0,0,0,0,4,294,569,
2009,C2,14,TEHUACAN,90,TEHUACAN,127,179,0,0,2,0,0,0,0,7,315,569,
2010,B,14,TEHUACAN,90,TEHUACAN,197,156,3,0,4,0,0,0,0,20,380,621,
2010,X1,14,TEHUACAN,90,TEHUACAN,46,96,0,0,1,0,0,0,0,0,143,206,
2011,B,14,TEHUACAN,90,TEHUACAN,72,189,2,0,3,0,0,0,0,4,270,524,
2011,C1,14,TEHUACAN,90,TEHUACAN,60,180,6,0,7,0,0,0,0,10,263,524,
2011,C2,14,TEHUACAN,90,TEHUACAN,63,180,3,0,5,1,0,0,0,9,261,525,
2012,B,14,TEHUACAN,90,TEHUACAN,206,155,1,0,0,0,0,0,0,1,363,570,
2012,C1,14,TEHUACAN,90,TEHUACAN,221,148,0,0,2,0,0,0,0,7,378,570,
2012,C2,14,TEHUACAN,90,TEHUACAN,230,115,1,0,3,0,0,0,0,1,350,570,
2012,C3,14,TEHUACAN,90,TEHUACAN,165,199,1,0,4,0,0,0,0,3,372,570,
2013,B,14,TEHUACAN,90,TEHUACAN,53,311,6,0,1,0,0,0,0,8,379,608,
2013,C1,14,TEHUACAN,90,TEHUACAN,80,283,5,0,5,0,2,0,0,14,389,608,
2014,B,14,TEHUACAN,90,TEHUACAN,45,201,0,1,3,5,0,0,0,5,260,396,
2014,C1,14,TEHUACAN,90,TEHUACAN,47,198,1,0,3,0,0,0,0,7,256,397,
2015,B,14,TEHUACAN,90,TEHUACAN,110,218,1,0,0,0,0,0,0,4,333,454,
2015,C1,14,TEHUACAN,90,TEHUACAN,108,199,1,2,2,0,0,0,0,1,313,454,
2016,B,14,TEHUACAN,90,TEHUACAN,83,133,15,0,7,0,3,0,0,18,259,419,
2016,C1,14,TEHUACAN,90,TEHUACAN,89,108,19,0,2,0,0,0,0,34,252,420,
2017,B,12,ACATLAN DE OSORIO,69,TEHUITZINGO,80,111,6,0,0,64,0,0,0,3,264,504,
2017,C1,12,ACATLAN DE OSORIO,69,TEHUITZINGO,85,126,4,0,0,65,0,0,0,9,289,504,
2017,C2,12,ACATLAN DE OSORIO,69,TEHUITZINGO,78,114,6,0,0,76,0,0,0,2,276,504,
2018,B,12,ACATLAN DE OSORIO,69,TEHUITZINGO,113,211,7,0,0,69,0,0,0,0,400,731,
2018,C1,12,ACATLAN DE OSORIO,69,TEHUITZINGO,139,186,10,0,0,78,0,0,0,7,420,731,
2019,B,12,ACATLAN DE OSORIO,69,TEHUITZINGO,139,200,14,0,0,61,0,0,0,6,420,704,
2019,C1,12,ACATLAN DE OSORIO,69,TEHUITZINGO,142,148,12,0,0,83,0,0,0,8,393,705,
2020,B,12,ACATLAN DE OSORIO,69,TEHUITZINGO,25,98,19,0,0,60,0,0,0,7,209,429,
2020,X1,12,ACATLAN DE OSORIO,69,TEHUITZINGO,40,101,4,0,0,32,0,0,0,8,185,433,
2021,B,12,ACATLAN DE OSORIO,69,TEHUITZINGO,51,138,4,0,0,88,0,0,0,6,287,566,
2021,X1,12,ACATLAN DE OSORIO,69,TEHUITZINGO,2,79,1,0,0,7,0,0,0,0,89,240,
2022,B,12,ACATLAN DE OSORIO,69,TEHUITZINGO,47,61,1,0,0,9,0,0,0,3,121,195,
2022,X1,12,ACATLAN DE OSORIO,69,TEHUITZINGO,15,63,17,0,0,68,0,0,0,8,171,242,
2022,X2,12,ACATLAN DE OSORIO,69,TEHUITZINGO,13,40,4,0,0,42,0,0,0,0,99,318,
2023,B,12,ACATLAN DE OSORIO,69,TEHUITZINGO,17,91,2,0,0,64,0,0,0,5,179,403,
2023,C1,12,ACATLAN DE OSORIO,69,TEHUITZINGO,19,108,3,0,0,79,0,0,0,6,215,403,
2023,X1,12,ACATLAN DE OSORIO,69,TEHUITZINGO,49,116,13,0,0,4,0,0,0,12,194,322,
2024,B,12,ACATLAN DE OSORIO,69,TEHUITZINGO,6,72,1,0,0,141,0,0,0,5,225,452,
2025,B,21,TEZIUTLAN,164,TENAMPULCO,190,103,8,0,0,0,0,0,0,6,307,444,
2025,C1,21,TEZIUTLAN,164,TENAMPULCO,222,74,12,0,0,0,0,0,0,17,325,445,
2026,B,21,TEZIUTLAN,164,TENAMPULCO,252,126,10,0,0,0,0,0,0,14,402,615,
2026,C1,21,TEZIUTLAN,164,TENAMPULCO,262,112,15,0,0,0,0,0,0,0,389,616,
2027,B,21,TEZIUTLAN,164,TENAMPULCO,102,91,59,0,0,0,0,0,0,12,264,402,
2027,C1,21,TEZIUTLAN,164,TENAMPULCO,108,81,60,0,0,0,0,0,0,13,262,403,
2028,B,21,TEZIUTLAN,164,TENAMPULCO,46,49,53,0,0,0,0,0,0,17,165,217,
2029,B,21,TEZIUTLAN,164,TENAMPULCO,89,58,20,0,0,0,0,0,0,11,178,303,
2030,B,21,TEZIUTLAN,164,TENAMPULCO,97,46,13,0,0,0,0,0,0,5,161,238,
2031,B,21,TEZIUTLAN,164,TENAMPULCO,152,68,36,0,0,0,0,0,0,26,282,430,
2032,B,21,TEZIUTLAN,164,TENAMPULCO,52,44,5,0,0,0,0,0,0,0,101,181,
2033,B,10,IZUCAR DE MATAMOROS,37,TEOPANTLAN,107,286,5,0,0,0,0,0,0,30,428,705,
2033,C1,10,IZUCAR DE MATAMOROS,37,TEOPANTLAN,121,246,5,0,0,0,0,0,0,26,398,706,
2034,B,10,IZUCAR DE MATAMOROS,37,TEOPANTLAN,117,178,6,0,0,0,0,0,0,19,320,568,
2034,C1,10,IZUCAR DE MATAMOROS,37,TEOPANTLAN,117,174,5,0,2,2,0,0,0,25,325,568,
2035,B,10,IZUCAR DE MATAMOROS,37,TEOPANTLAN,99,69,4,0,0,0,0,0,0,13,185,393,
2036,B,10,IZUCAR DE MATAMOROS,37,TEOPANTLAN,9,114,0,0,0,0,0,0,0,0,123,166,
2037,B,10,IZUCAR DE MATAMOROS,37,TEOPANTLAN,33,99,1,0,0,0,0,0,0,1,134,228,
2038,B,11,CHIAUTLA,53,TEOTLALCO,108,147,31,0,33,0,0,0,0,8,327,473,
2038,C1,11,CHIAUTLA,53,TEOTLALCO,112,137,16,0,22,0,0,0,0,10,297,474,
2039,B,11,CHIAUTLA,53,TEOTLALCO,8,51,2,0,98,0,0,0,0,5,164,246,
2039,X1,11,CHIAUTLA,53,TEOTLALCO,6,69,2,0,56,0,0,0,0,4,137,246,
2040,B,11,CHIAUTLA,53,TEOTLALCO,20,40,1,0,251,0,0,0,0,7,319,482,
2041,B,11,CHIAUTLA,53,TEOTLALCO,16,31,2,0,55,0,0,0,0,0,104,182,
2042,B,14,TEHUACAN,91,TEPANCO DE LOPEZ,423,63,20,0,0,0,0,0,0,2,508,747,
2042,C1,14,TEHUACAN,91,TEPANCO DE LOPEZ,409,64,5,0,0,0,0,0,0,6,484,747,
2043,B,14,TEHUACAN,91,TEPANCO DE LOPEZ,46,244,9,0,0,0,0,0,0,14,313,488,
2043,C1,14,TEHUACAN,91,TEPANCO DE LOPEZ,51,226,7,0,0,0,0,0,0,0,284,489,
2044,B,14,TEHUACAN,91,TEPANCO DE LOPEZ,97,215,8,0,0,0,0,0,0,41,361,693,
2044,C1,14,TEHUACAN,91,TEPANCO DE LOPEZ,127,204,6,0,0,0,0,0,0,12,349,693,
2045,B,14,TEHUACAN,91,TEPANCO DE LOPEZ,143,159,16,0,0,0,0,0,0,4,322,502,
2045,C1,14,TEHUACAN,91,TEPANCO DE LOPEZ,127,162,31,0,0,0,0,0,0,0,320,502,
2046,B,14,TEHUACAN,91,TEPANCO DE LOPEZ,176,161,4,0,0,0,0,0,0,1,342,442,
2046,C1,14,TEHUACAN,91,TEPANCO DE LOPEZ,134,180,3,0,0,0,0,0,0,2,319,443,
2047,B,14,TEHUACAN,91,TEPANCO DE LOPEZ,82,213,11,0,0,0,0,0,0,24,330,692,
2047,C1,14,TEHUACAN,91,TEPANCO DE LOPEZ,113,239,6,0,0,0,0,0,0,0,358,692,
2048,B,14,TEHUACAN,91,TEPANCO DE LOPEZ,60,199,8,0,0,0,0,0,0,5,272,515,
2048,C1,14,TEHUACAN,91,TEPANCO DE LOPEZ,73,169,5,0,0,0,0,0,0,8,255,516,
2049,B,24,ZACATLAN,199,TEPANGO DE RODRIGUEZ,196,130,57,25,0,0,0,0,0,18,426,545,
2049,C1,24,ZACATLAN,199,TEPANGO DE RODRIGUEZ,204,127,64,17,0,0,0,0,0,0,412,545,
2050,B,24,ZACATLAN,199,TEPANGO DE RODRIGUEZ,175,173,68,12,0,0,0,0,0,0,428,572,
2050,C1,24,ZACATLAN,199,TEPANGO DE RODRIGUEZ,152,141,97,16,0,0,0,0,0,18,424,572,
2051,B,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,64,192,83,0,0,64,0,0,0,8,411,662,
2051,C1,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,62,177,99,0,0,50,0,0,0,8,396,663,
2052,B,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,37,109,123,0,0,51,0,0,0,7,327,531,
2052,C1,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,53,109,112,0,0,50,0,0,0,0,324,532,
2053,B,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,24,96,166,0,0,46,0,0,0,9,341,546,
2053,C1,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,30,95,141,0,0,41,0,0,0,11,318,546,
2054,B,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,88,94,129,0,0,69,0,0,0,0,380,618,
2054,C1,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,83,99,121,0,0,61,0,0,0,4,368,618,
2055,B,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,78,84,143,0,0,25,0,0,0,5,335,536,
2055,C1,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,52,101,142,0,0,37,0,0,0,0,332,536,
2055,C2,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,69,7,146,0,0,41,0,0,0,4,267,537,
2056,B,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,34,73,154,0,0,18,0,0,0,4,283,469,
2056,C1,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,37,100,163,0,0,29,0,0,0,4,333,470,
2057,B,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,35,89,94,0,0,27,0,0,0,0,245,397,
2057,C1,16,TEPEACA,116,TEPATLAXCO DE HIDALGO,28,99,97,0,0,22,0,0,0,3,249,397,
2058,B,16,TEPEACA,109,TEPEACA,79,70,4,0,2,0,0,0,0,3,158,380,
2058,C1,16,TEPEACA,109,TEPEACA,75,79,5,0,6,1,0,0,0,3,169,380,
2059,B,16,TEPEACA,109,TEPEACA,118,81,41,0,12,0,0,0,0,2,254,653,
2059,C1,16,TEPEACA,109,TEPEACA,122,78,35,0,28,2,0,0,0,8,273,653,
2059,C2,16,TEPEACA,109,TEPEACA,109,96,31,0,26,1,0,0,0,6,269,653,
2060,B,16,TEPEACA,109,TEPEACA,125,149,35,0,24,7,0,0,0,4,344,651,
2060,C1,16,TEPEACA,109,TEPEACA,119,136,57,0,30,4,0,0,0,7,353,651,
2061,B,16,TEPEACA,109,TEPEACA,106,167,18,0,24,0,0,0,0,9,324,583,
2061,C1,16,TEPEACA,109,TEPEACA,123,140,27,0,24,4,0,0,0,5,323,583,
2062,B,16,TEPEACA,109,TEPEACA,147,87,13,0,29,1,0,0,0,1,278,545,
2062,C1,16,TEPEACA,109,TEPEACA,114,120,17,0,28,0,0,0,0,7,286,546,
2062,C2,16,TEPEACA,109,TEPEACA,183,79,13,0,46,0,0,0,0,3,324,546,
2063,B,16,TEPEACA,109,TEPEACA,171,105,18,0,25,0,0,0,0,0,319,619,
2063,C1,16,TEPEACA,109,TEPEACA,150,143,13,0,26,2,0,0,0,6,340,619,
2064,B,16,TEPEACA,109,TEPEACA,147,105,27,0,10,1,0,0,0,3,293,539,
