CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND47,CAND_IND48,CAND_IND49,CAND_IND50,CAND_IND51,CAND_IND52,CAND_IND53,CAND_IND54,CAND_IND55,CAND_IND56,CAND_IND57,CAND_IND58,CAND_IND59,CAND_IND60,CAND_IND61,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,14,JALISCO,7,TONALA,102,TONALA,2701,C,1,0,C01,22,54,3,15,5,102,16,88,6,,,,,6,0,0,2,,,0,,,,,,,,,,,,,,,,,319,0,13,332,673,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2701,C,2,0,C02,34,45,2,12,13,80,13,,3,,,,,6,1,0,1,,,52,,,,,,,,,,,,,,,,,262,0,16,278,673,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2701,C,3,0,C03,47,70,3,12,9,78,4,77,10,,,,,0,0,0,0,,,38,,,,,,,,,,,,,,,,,348,0,11,359,673,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2701,C,4,0,C04,33,47,6,16,12,107,8,80,4,,,,,5,0,0,0,,,41,,,,,,,,,,,,,,,,,359,0,10,369,673,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2702,B,1,0,B,41,49,3,8,6,93,7,94,2,,,,,1,1,0,0,,,34,,,,,,,,,,,,,,,,,339,0,13,352,703,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2702,C,1,0,C01,30,56,2,17,14,101,9,104,10,,,,,1,2,1,0,,,33,,,,,,,,,,,,,,,,,380,1,9,390,703,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2702,C,2,0,C02,42,63,1,11,10,81,7,104,9,,,,,1,0,0,1,,,41,,,,,,,,,,,,,,,,,371,1,1,373,703,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2702,C,3,0,C03,48,70,3,12,9,76,4,81,10,,,,,3,1,0,0,,,38,,,,,,,,,,,,,,,,,355,0,9,364,703,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2702,C,4,0,C04,32,64,2,14,4,83,10,90,6,,,,,1,5,0,0,,,35,,,,,,,,,,,,,,,,,346,0,16,362,702,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2703,B,1,0,B,30,42,3,10,14,78,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,189,616,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2703,C,1,0,C01,41,42,4,6,7,82,14,85,6,,,,,1,1,0,3,,,39,,,,,,,,,,,,,,,,,331,0,16,347,615,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2703,C,2,0,C02,29,50,4,5,7,71,7,87,9,,,,,0,4,0,1,,,29,,,,,,,,,,,,,,,,,303,0,16,319,615,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2703,C,3,0,C03,41,45,4,7,4,7,8,82,4,,,,,5,1,0,0,,,41,,,,,,,,,,,,,,,,,249,0,13,262,615,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2703,C,4,0,C04,35,40,3,10,9,104,11,76,11,,,,,0,2,1,1,,,40,,,,,,,,,,,,,,,,,343,0,11,354,615,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2704,B,1,0,B,60,43,2,13,9,101,10,95,9,,,,,1,1,0,1,,,75,,,,,,,,,,,,,,,,,420,0,20,440,666,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2704,C,1,0,C01,58,48,1,22,5,117,8,80,6,,,,,2,1,1,1,,,75,,,,,,,,,,,,,,,,,425,0,15,440,666,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2704,C,2,0,C02,43,40,2,14,4,111,11,96,2,,,,,4,1,0,0,,,88,,,,,,,,,,,,,,,,,416,1,10,427,665,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2705,B,1,0,B,29,51,0,27,6,119,15,92,4,,,,,1,1,0,1,,,37,,,,,,,,,,,,,,,,,383,0,10,393,652,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2705,C,1,0,C01,19,40,2,11,10,130,8,96,12,,,,,4,0,5,0,,,50,,,,,,,,,,,,,,,,,387,0,9,396,652,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2706,B,1,0,B,17,35,3,19,11,89,12,74,7,,,,,0,3,0,9,,,53,,,,,,,,,,,,,,,,,332,0,12,344,584,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2706,C,1,0,C01,34,33,2,16,6,96,7,102,2,,,,,2,2,0,0,,,39,,,,,,,,,,,,,,,,,341,0,5,346,583,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2707,B,1,0,B,31,47,3,14,8,105,5,92,5,,,,,1,0,0,3,,,61,,,,,,,,,,,,,,,,,375,1,9,385,682,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2707,C,1,0,C01,31,42,2,18,13,99,12,118,6,,,,,1,1,0,1,,,58,,,,,,,,,,,,,,,,,402,0,10,412,681,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2707,C,2,0,C02,43,48,1,15,7,90,7,94,7,,,,,2,0,0,1,,,55,,,,,,,,,,,,,,,,,370,0,11,381,681,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2707,C,3,0,C03,37,36,0,11,5,102,10,83,6,,,,,3,0,0,0,,,64,,,,,,,,,,,,,,,,,357,0,10,367,681,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2707,C,4,0,C04,25,45,4,14,4,96,8,83,5,,,,,3,1,0,0,,,61,,,,,,,,,,,,,,,,,349,1,11,361,681,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2707,C,5,0,C05,34,44,0,15,6,100,8,106,10,,,,,3,0,0,0,,,46,,,,,,,,,,,,,,,,,372,0,7,379,681,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2707,C,6,0,C06,23,48,3,13,3,92,13,82,7,,,,,4,0,0,2,,,67,,,,,,,,,,,,,,,,,357,0,13,370,681,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2707,C,7,0,C07,27,24,2,12,7,98,13,91,3,,,,,4,5,0,0,,,58,,,,,,,,,,,,,,,,,344,0,7,351,681,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2707,C,8,0,C08,43,35,3,13,10,102,17,88,7,,,,,1,0,0,2,,,56,,,,,,,,,,,,,,,,,377,0,17,394,681,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2707,C,9,0,C09,48,47,3,9,6,89,10,104,7,,,,,0,0,0,0,,,50,,,,,,,,,,,,,,,,,373,0,7,380,681,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2708,B,1,0,B,23,49,2,25,9,81,5,83,1,,,,,4,1,0,2,,,47,,,,,,,,,,,,,,,,,332,1,10,343,596,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2708,C,1,0,C01,36,50,0,26,6,94,3,86,8,,,,,1,0,0,2,,,38,,,,,,,,,,,,,,,,,350,0,17,367,595,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2708,C,2,0,C02,34,44,1,22,7,81,11,112,3,,,,,5,1,0,1,,,41,,,,,,,,,,,,,,,,,363,1,14,378,595,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2709,B,1,0,B,31,42,3,14,14,116,9,117,9,,,,,3,0,0,0,,,66,,,,,,,,,,,,,,,,,424,0,12,436,740,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2709,C,1,0,C01,31,40,4,14,10,100,8,129,6,,,,,4,0,0,0,,,54,,,,,,,,,,,,,,,,,400,0,6,406,740,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2709,C,2,0,C02,38,44,3,12,13,113,8,107,6,,,,,1,1,0,0,,,51,,,,,,,,,,,,,,,,,397,1,7,405,740,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2709,C,3,0,C03,29,49,1,18,7,103,0,121,11,,,,,1,1,0,0,,,52,,,,,,,,,,,,,,,,,393,0,6,399,740,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2709,C,4,0,C04,27,45,3,19,14,116,10,102,7,,,,,0,0,0,0,,,50,,,,,,,,,,,,,,,,,393,0,12,405,740,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2709,C,5,0,C05,28,38,2,25,14,112,7,113,8,,,,,2,0,0,1,,,70,,,,,,,,,,,,,,,,,420,0,7,427,740,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2709,C,6,0,C06,34,57,1,21,8,94,3,92,8,,,,,2,1,0,1,,,57,,,,,,,,,,,,,,,,,379,0,9,388,740,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2709,C,7,0,C07,38,24,1,19,10,102,11,138,9,,,,,1,,,,,,64,,,,,,,,,,,,,,,,,417,,8,425,739,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2709,C,8,0,C08,39,51,2,27,10,106,12,95,7,,,,,5,0,0,0,,,57,,,,,,,,,,,,,,,,,411,1,12,424,739,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2709,C,9,0,C09,37,36,3,12,12,100,68,116,13,,,,,61,63,0,0,,,55,,,,,,,,,,,,,,,,,576,,,576,739,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2709,C,10,0,C10,34,40,7,27,10,105,8,117,9,,,,,3,0,0,1,,,53,,,,,,,,,,,,,,,,,414,1,4,419,739,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2709,C,11,0,C11,29,49,2,17,10,97,6,124,3,,,,,0,3,0,0,,,62,,,,,,,,,,,,,,,,,402,0,8,410,739,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2709,C,12,0,C12,43,50,2,24,6,124,6,89,15,,,,,2,,0,1,,,62,,,,,,,,,,,,,,,,,424,,10,434,739,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2710,B,1,0,B,33,40,4,26,15,112,7,114,4,,,,,4,1,0,0,,,58,,,,,,,,,,,,,,,,,418,0,8,426,745,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2710,C,1,0,C01,29,64,5,28,15,118,13,104,8,,,,,3,2,0,0,,,63,,,,,,,,,,,,,,,,,452,,17,469,745,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2710,C,2,0,C02,37,52,2,23,7,116,14,111,6,,,,,6,5,0,1,,,54,,,,,,,,,,,,,,,,,434,0,13,447,745,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2710,C,3,0,C03,26,64,7,19,12,95,8,111,7,,,,,0,1,0,4,,,74,,,,,,,,,,,,,,,,,428,0,13,441,745,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2710,C,4,0,C04,37,52,7,18,12,96,10,101,8,,,,,6,1,0,0,,,64,,,,,,,,,,,,,,,,,412,0,13,425,745,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2710,C,5,0,C05,41,59,3,22,10,100,8,113,8,,,,,2,0,0,0,,,70,,,,,,,,,,,,,,,,,436,0,11,447,744,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2710,C,6,0,C06,37,57,2,17,10,101,8,98,9,,,,,1,2,1,1,,,64,,,,,,,,,,,,,,,,,408,0,12,420,744,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2710,C,7,0,C07,36,56,2,11,13,103,7,123,8,,,,,8,0,0,0,,,56,,,,,,,,,,,,,,,,,423,0,13,436,744,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2710,C,8,0,C08,37,67,2,12,7,112,8,98,2,,,,,6,3,0,2,,,59,,,,,,,,,,,,,,,,,415,0,13,428,744,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2711,B,1,0,B,31,51,6,11,4,110,13,107,5,,,,,2,2,,,,,68,,,,,,,,,,,,,,,,,410,,8,418,711,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2711,C,1,0,C01,49,43,4,5,7,120,11,81,6,,,,,1,4,2,0,,,70,,,,,,,,,,,,,,,,,403,0,11,414,711,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2711,C,2,0,C02,31,36,3,13,11,140,18,84,5,,,,,1,0,0,0,,,57,,,,,,,,,,,,,,,,,399,0,12,411,710,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2711,C,3,0,C03,28,41,3,9,10,114,15,99,4,,,,,0,0,0,0,,,71,,,,,,,,,,,,,,,,,394,0,13,407,710,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2711,C,4,0,C04,37,42,1,13,5,114,21,89,4,,,,,3,0,0,0,,,70,,,,,,,,,,,,,,,,,399,0,18,417,710,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2711,C,5,0,C05,18,45,5,15,4,117,12,92,6,,,,,,,,,,,66,,,,,,,,,,,,,,,,,380,,17,397,710,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2711,C,6,0,C06,44,45,1,16,7,127,13,87,8,,,,,4,0,0,1,,,71,,,,,,,,,,,,,,,,,424,1,13,438,710,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2711,C,7,0,C07,32,45,6,17,4,103,10,113,6,,,,,3,2,0,1,,,57,,,,,,,,,,,,,,,,,399,0,8,407,710,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2711,C,8,0,C08,31,45,5,18,9,104,7,124,4,,,,,3,0,0,0,,,73,,,,,,,,,,,,,,,,,423,0,8,431,710,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2711,C,9,0,C09,40,56,5,19,8,104,13,97,3,,,,,4,0,0,2,,,55,,,,,,,,,,,,,,,,,406,1,9,416,710,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2711,E,1,0,E01,20,56,3,14,10,82,66,93,4,,,,,3,0,1,0,,,36,,,,,,,,,,,,,,,,,388,1,21,410,645,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2711,E,1,1,E01C01,31,31,2,22,6,113,5,86,5,,,,,1,0,0,0,,,39,,,,,,,,,,,,,,,,,341,,17,358,644,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2711,E,1,2,E01C02,27,50,2,9,10,93,7,80,5,,,,,3,0,0,2,,,37,,,,,,,,,,,,,,,,,325,0,15,340,644,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2712,B,1,0,B,24,66,1,12,5,91,34,65,2,,,,,1,0,0,0,,,55,,,,,,,,,,,,,,,,,356,0,10,366,639,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2712,C,1,0,C01,29,56,3,7,11,77,49,57,8,,,,,0,1,0,0,,,34,,,,,,,,,,,,,,,,,332,0,5,337,639,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2712,C,2,0,C02,28,51,3,7,5,106,33,59,1,,,,,1,1,0,1,,,39,,,,,,,,,,,,,,,,,335,0,20,355,639,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2712,C,3,0,C03,29,44,1,16,4,91,30,70,1,,,,,2,1,,,,,51,,,,,,,,,,,,,,,,,340,,9,349,639,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2712,C,4,0,C04,25,54,1,10,4,97,25,60,7,,,,,0,0,0,2,,,38,,,,,,,,,,,,,,,,,323,1,15,339,639,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2713,B,1,0,B,30,44,5,12,8,70,9,80,4,,,,,2,0,0,1,,,52,,,,,,,,,,,,,,,,,317,0,14,331,567,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2713,C,1,0,C01,25,45,4,16,6,85,7,84,2,,,,,0,2,2,2,,,48,,,,,,,,,,,,,,,,,328,0,337,665,567,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2713,C,2,0,C02,33,31,1,10,11,84,12,95,8,,,,,3,0,0,0,,,49,,,,,,,,,,,,,,,,,337,1,14,352,566,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2714,B,1,0,B,37,35,3,16,5,105,6,112,1,,,,,0,3,0,0,,,80,,,,,,,,,,,,,,,,,403,0,15,418,709,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2714,C,1,0,C01,43,38,2,18,8,112,11,103,11,,,,,3,1,0,0,,,86,,,,,,,,,,,,,,,,,436,0,10,446,708,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2714,C,2,0,C02,52,37,6,13,7,110,7,103,3,,,,,1,3,0,3,,,8,,,,,,,,,,,,,,,,,353,0,16,369,708,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2715,B,1,0,B,25,74,2,10,7,103,6,85,10,,,,,,,,2,,,84,,,,,,,,,,,,,,,,,408,,2,410,704,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2715,C,1,0,C01,19,73,1,17,5,119,9,89,9,,,,,1,1,1,0,,,48,,,,,,,,,,,,,,,,,392,0,0,392,703,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2716,B,1,0,B,39,51,2,16,7,89,6,108,4,,,,,2,1,0,0,,,68,,,,,,,,,,,,,,,,,393,0,21,414,651,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2716,C,1,0,C01,28,47,2,12,4,114,11,97,7,,,,,1,0,0,0,,,86,,,,,,,,,,,,,,,,,409,0,3,412,651,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2716,C,2,0,C02,40,30,4,18,9,110,6,83,4,,,,,4,0,0,1,,,72,,,,,,,,,,,,,,,,,381,0,9,390,650,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2716,C,3,0,C03,47,49,4,10,6,110,19,101,3,,,,,1,0,0,0,,,57,,,,,,,,,,,,,,,,,407,0,9,416,650,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2716,C,4,0,C04,36,48,5,10,5,112,7,92,4,,,,,2,0,0,0,,,78,,,,,,,,,,,,,,,,,399,0,12,411,650,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2716,C,5,0,C05,56,36,3,10,9,105,10,89,8,,,,,1,0,0,0,,,70,,,,,,,,,,,,,,,,,397,0,14,411,650,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2717,B,1,0,B,33,60,2,13,8,70,10,77,3,,,,,2,1,1,0,,,48,,,,,,,,,,,,,,,,,328,1,10,339,647,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2717,C,1,0,C01,31,60,3,17,10,76,8,60,3,,,,,22,0,0,0,,,41,,,,,,,,,,,,,,,,,331,0,6,337,647,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2717,C,2,0,C02,28,48,2,6,14,86,9,84,9,,,,,1,1,0,4,,,50,,,,,,,,,,,,,,,,,342,0,8,350,647,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2717,C,3,0,C03,28,90,7,7,5,69,8,65,3,,,,,3,0,2,1,,,29,,,,,,,,,,,,,,,,,317,0,18,335,647,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2717,C,4,0,C04,36,80,7,9,4,63,7,94,2,,,,,0,0,0,1,,,34,,,,,,,,,,,,,,,,,337,0,15,352,647,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2717,E,1,0,E01,13,28,1,9,5,39,2,81,6,,,,,1,1,0,0,,,30,,,,,,,,,,,,,,,,,216,1,8,225,414,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2718,B,1,0,B,44,61,3,18,13,97,15,114,4,,,,,4,2,1,0,,,0,,,,,,,,,,,,,,,,,376,0,20,396,732,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2718,C,1,0,C01,29,55,5,9,9,92,35,101,8,,,,,1,0,0,2,,,53,,,,,,,,,,,,,,,,,399,0,13,412,731,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2718,C,2,0,C02,33,60,3,15,12,103,30,70,13,,,,,6,3,0,0,,,38,,,,,,,,,,,,,,,,,386,1,15,402,731,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2718,C,3,0,C03,47,62,2,12,14,103,23,81,7,,,,,2,4,0,0,,,31,,,,,,,,,,,,,,,,,388,0,17,405,731,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2719,B,1,0,B,21,50,7,5,14,85,6,111,5,,,,,1,1,,1,,,35,,,,,,,,,,,,,,,,,342,,18,360,663,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2719,C,1,0,C01,34,71,1,12,14,67,7,103,4,,,,,1,2,0,0,,,32,,,,,,,,,,,,,,,,,348,,10,358,663,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2719,C,2,0,C02,45,57,2,11,8,87,10,84,4,,,,,2,1,0,0,,,38,,,,,,,,,,,,,,,,,349,0,17,366,663,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2719,C,3,0,C03,29,74,6,8,12,90,11,99,14,,,,,4,0,0,1,,,30,,,,,,,,,,,,,,,,,378,0,10,388,662,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2720,B,1,0,B,19,42,6,8,8,59,5,119,5,,,,,6,0,0,0,,,41,,,,,,,,,,,,,,,,,318,0,15,333,644,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2720,C,1,0,C01,20,46,5,8,5,0,8,103,4,,,,,3,0,0,0,,,36,,,,,,,,,,,,,,,,,238,0,26,264,644,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2720,C,2,0,C02,29,51,0,9,9,69,3,93,10,,,,,0,0,0,2,,,49,,,,,,,,,,,,,,,,,324,0,8,332,644,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2720,C,3,0,C03,21,41,4,10,2,65,4,106,6,,,,,6,3,0,0,,,38,,,,,,,,,,,,,,,,,306,0,10,316,644,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2727,B,1,0,B,20,81,3,10,9,96,10,87,9,,,,,1,0,0,1,,,36,,,,,,,,,,,,,,,,,363,0,5,368,649,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2727,C,1,0,C01,31,42,2,18,13,100,12,117,6,,,,,1,1,,1,,,59,,,,,,,,,,,,,,,,,403,0,9,412,649,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2727,C,2,0,C02,26,77,2,14,8,90,6,59,3,,,,,2,0,0,0,,,21,,,,,,,,,,,,,,,,,308,0,15,323,649,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2727,C,3,0,C03,28,75,0,9,13,88,2,72,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,292,,,292,649,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2727,C,4,0,C04,14,84,3,6,7,82,4,66,4,,,,,3,1,0,2,,,26,,,,,,,,,,,,,,,,,302,0,19,321,649,Acta casilla,,,
1,14,JALISCO,7,TONALA,102,TONALA,2727,C,5,0,C05,36,69,1,9,8,83,5,75,4,,,,,4,1,0,0,,,34,,,,,,,,,,,,,,,,,329,0,9,338,648,Acta casilla,,,
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,570,B,1,0,B,107,48,0,15,5,75,4,33,0,0,0,0,0,1,0,0,0,,3,,127,,,,,,,,,,,,,,,,418,1,6,425,600,Acta casilla,,,
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,571,B,1,0,B,100,44,4,12,5,92,4,60,2,0,0,2,0,1,0,0,0,,3,,117,,,,,,,,,,,,,,,,446,0,8,454,611,Acta casilla,,,
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,572,B,1,0,B,40,29,0,7,2,97,0,54,2,0,0,1,0,0,0,0,0,,3,,60,,,,,,,,,,,,,,,,295,0,9,304,386,Acta casilla,,,
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,572,C,1,0,C01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,386,Acta casilla,,,
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,573,B,1,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,703,Acta casilla,,,
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,574,B,1,0,B,91,62,,12,2,78,4,78,3,9,,,,,,,,,7,,116,,,,,,,,,,,,,,,,462,,8,470,645,Acta casilla,,,
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,575,B,1,0,B,81,41,2,13,7,81,9,81,4,0,0,2,0,0,0,0,0,,8,,106,,,,,,,,,,,,,,,,435,0,13,448,647,Acta casilla,,,
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,576,B,1,0,B,71,49,3,17,9,84,5,88,0,0,0,1,0,3,0,0,0,,4,,91,,,,,,,,,,,,,,,,425,1,10,436,649,Acta casilla,,,
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,577,B,1,0,B,57,50,7,15,7,99,5,112,3,0,0,0,0,0,0,0,0,,4,,93,,,,,,,,,,,,,,,,452,0,28,480,700,Acta casilla,,,
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,578,B,1,0,B,44,55,1,12,1,65,4,71,4,1,0,0,0,1,0,0,0,,6,,60,,,,,,,,,,,,,,,,325,0,15,340,517,Acta casilla,,,
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,578,C,1,0,C01,33,43,2,11,8,2,4,65,3,0,0,0,0,7,0,0,0,,5,,71,,,,,,,,,,,,,,,,254,1,14,269,516,Acta casilla,,,
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,579,B,1,0,B,33,45,1,6,3,69,3,48,3,0,0,1,0,3,0,0,0,,3,,62,,,,,,,,,,,,,,,,280,0,9,289,405,Acta casilla,,,
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,579,C,1,0,C01,46,30,3,7,7,58,4,35,6,0,0,0,0,4,0,0,0,,3,,57,,,,,,,,,,,,,,,,260,0,7,267,405,Acta casilla,,,
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,580,B,1,0,B,50,33,1,12,5,75,1,79,1,1,0,0,0,0,0,0,0,,6,,55,,,,,,,,,,,,,,,,319,1,8,328,474,Acta casilla,,,
