CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND47,CAND_IND48,CAND_IND49,CAND_IND50,CAND_IND51,CAND_IND52,CAND_IND53,CAND_IND54,CAND_IND55,CAND_IND56,CAND_IND57,CAND_IND58,CAND_IND59,CAND_IND60,CAND_IND61,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3390,2,28,26,5,11,14,198,5,188,7,1,0,0,2,1,0,1,2,,,,,,,,,,,,17,,,,,,,,506,0,7,513,1009
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3391,3,143,68,11,27,19,295,13,216,14,1,0,1,1,6,1,0,0,,,,,,,,,,,,49,,,,,,,,865,0,24,889,1609
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3392,4,79,60,15,50,22,708,35,437,31,5,0,3,1,9,1,0,1,,,,,,,,,,,,76,,,,,,,,1533,1,29,1563,2865
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3393,4,55,69,9,26,17,574,15,373,27,4,2,1,1,9,3,0,0,,,,,,,,,,,,38,,,,,,,,1223,0,37,1260,2700
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3394,4,63,74,12,19,24,525,17,400,25,5,0,3,1,5,4,0,4,,,,,,,,,,,,71,,,,,,,,1252,0,27,1279,2380
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3395,2,51,36,10,15,10,292,5,232,11,1,0,0,0,2,2,0,0,,,,,,,,,,,,32,,,,,,,,699,0,12,711,1448
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3396,2,34,44,11,11,12,332,5,221,5,2,0,0,0,4,1,0,0,,,,,,,,,,,,28,,,,,,,,710,0,16,726,1382
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3397,2,24,32,12,19,13,373,12,177,10,1,0,0,0,4,0,0,0,,,,,,,,,,,,16,,,,,,,,693,0,5,698,1429
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3398,3,42,38,9,21,11,435,17,298,15,1,0,0,2,6,1,0,2,,,,,,,,,,,,41,,,,,,,,939,10,26,975,1883
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3399,3,44,62,14,24,21,470,11,222,17,2,0,1,0,10,3,0,2,,,,,,,,,,,,23,,,,,,,,926,6,10,942,1912
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3400,2,26,41,11,14,11,303,4,192,17,4,0,3,1,9,0,0,0,,,,,,,,,,,,38,,,,,,,,674,0,13,687,1380
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3401,2,28,41,13,14,13,276,13,176,18,0,0,1,0,4,1,0,0,,,,,,,,,,,,21,,,,,,,,619,0,15,634,1345
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3402,2,28,29,7,25,13,307,6,194,9,2,0,0,0,3,0,0,0,,,,,,,,,,,,14,,,,,,,,637,0,7,644,1300
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3403,3,55,52,17,24,17,416,6,280,10,6,0,1,1,7,2,0,1,,,,,,,,,,,,55,,,,,,,,950,1,30,981,1782
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3404,2,28,39,10,14,8,266,4,183,10,1,0,0,0,1,0,0,1,,,,,,,,,,,,23,,,,,,,,588,1,11,600,1229
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3405,2,32,38,3,21,13,363,4,213,11,2,0,0,0,6,0,0,0,,,,,,,,,,,,14,,,,,,,,720,0,18,738,1458
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3406,3,26,36,13,21,14,434,3,237,10,1,0,2,0,7,2,0,1,,,,,,,,,,,,28,,,,,,,,835,3,11,849,1664
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3407,4,43,73,13,31,25,483,8,347,26,4,0,3,0,8,5,1,2,,,,,,,,,,,,25,,,,,,,,1097,1,17,1115,2643
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3408,3,32,44,8,22,16,237,12,206,18,1,2,1,0,7,2,0,1,,,,,,,,,,,,9,,,,,,,,618,3,12,633,1623
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3409,2,20,27,3,6,14,266,5,152,14,3,0,0,0,1,1,1,1,,,,,,,,,,,,18,,,,,,,,532,0,9,541,1130
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3410,2,20,35,7,14,16,332,9,207,11,0,0,0,0,3,2,1,1,,,,,,,,,,,,22,,,,,,,,680,0,18,698,1476
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3411,4,45,70,22,42,15,514,19,334,22,6,0,3,1,5,6,0,1,,,,,,,,,,,,20,,,,,,,,1125,0,25,1150,2722
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3412,4,40,52,11,27,17,424,10,342,11,3,2,1,1,12,6,0,3,,,,,,,,,,,,27,,,,,,,,989,10,10,1009,2488
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3413,14,188,273,33,124,77,1355,39,1030,68,10,0,10,2,22,8,1,5,,,,,,,,,,,,72,,,,,,,,3317,7,57,3381,10370
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3414,4,39,34,12,36,16,339,15,262,28,2,0,1,1,11,4,0,5,,,,,,,,,,,,14,,,,,,,,819,11,17,847,2279
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3415,9,111,140,35,93,52,834,32,788,39,8,3,4,1,21,4,0,5,,,,,,,,,,,,30,,,,,,,,2200,7,71,2278,6269
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3416,9,145,118,30,88,59,1247,46,950,67,19,1,4,1,27,7,4,1,,,,,,,,,,,,115,,,,,,,,2929,0,82,3011,6730
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3417,2,33,31,17,10,12,297,8,170,18,0,0,2,1,7,1,1,3,,,,,,,,,,,,32,,,,,,,,643,0,22,665,1159
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3418,3,60,42,17,29,16,420,20,280,16,1,0,0,0,8,4,0,2,,,,,,,,,,,,34,,,,,,,,949,0,17,966,1805
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3419,3,35,48,10,22,17,294,13,279,13,3,0,3,0,5,0,0,2,,,,,,,,,,,,26,,,,,,,,770,14,0,784,1666
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3420,4,78,62,19,39,20,612,18,483,34,4,0,4,0,7,8,0,5,,,,,,,,,,,,73,,,,,,,,1466,7,22,1495,2752
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3421,5,75,57,17,36,18,592,17,430,28,1,0,1,1,11,1,0,3,,,,,,,,,,,,26,,,,,,,,1314,16,32,1362,3203
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3422,3,55,48,17,24,13,415,5,258,17,0,0,3,1,5,4,0,3,,,,,,,,,,,,22,,,,,,,,890,12,22,924,2098
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3423,2,24,21,8,11,5,318,9,184,7,2,0,3,0,7,0,0,1,,,,,,,,,,,,25,,,,,,,,625,0,13,638,1163
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3424,2,24,32,4,10,11,160,8,156,11,0,0,2,0,5,3,0,1,,,,,,,,,,,,22,,,,,,,,449,0,17,466,1094
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3425,6,66,76,23,38,27,639,19,449,35,4,1,5,2,24,4,6,2,,,,,,,,,,,,46,,,,,,,,1466,7,40,1513,4362
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3426,1,8,8,2,2,3,72,3,41,4,1,0,0,1,0,0,0,0,,,,,,,,,,,,14,,,,,,,,159,0,2,161,263
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3427,1,26,18,9,13,10,190,4,78,8,1,1,4,0,0,0,0,1,,,,,,,,,,,,55,,,,,,,,418,1,9,428,739
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3428,3,25,30,30,25,8,347,11,231,9,1,0,2,2,9,0,0,1,,,,,,,,,,,,51,,,,,,,,782,0,17,799,1621
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3429,6,94,106,35,37,20,643,29,447,38,9,1,5,0,11,0,0,3,,,,,,,,,,,,88,,,,,,,,1566,2,43,1611,3769
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3430,1,26,21,13,14,2,160,12,100,5,3,0,1,2,3,1,0,1,,,,,,,,,,,,90,,,,,,,,454,1,14,469,719
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3431,2,44,32,14,21,11,185,24,129,1,0,0,0,0,2,3,1,1,,,,,,,,,,,,161,,,,,,,,629,0,14,643,1005
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3432,1,22,35,14,14,7,114,7,73,12,1,0,1,1,1,2,1,0,,,,,,,,,,,,50,,,,,,,,355,0,8,363,598
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3433,2,48,25,9,10,5,223,10,149,9,1,0,0,2,0,0,0,1,,,,,,,,,,,,76,,,,,,,,568,0,14,582,967
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3434,2,34,24,22,18,14,209,10,121,15,5,0,0,2,2,1,0,0,,,,,,,,,,,,97,,,,,,,,574,0,11,585,998
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3435,3,48,33,17,28,18,361,16,276,18,5,0,1,1,4,1,0,0,,,,,,,,,,,,121,,,,,,,,948,0,7,955,1671
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3436,3,69,65,17,33,16,427,12,311,16,6,0,1,3,11,3,0,2,,,,,,,,,,,,120,,,,,,,,1112,1,30,1143,2200
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3437,7,129,112,52,70,51,943,44,808,45,5,4,1,0,15,4,0,4,,,,,,,,,,,,177,,,,,,,,2464,15,48,2527,4820
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3438,3,44,57,15,14,14,270,13,181,16,3,0,2,0,6,2,1,1,,,,,,,,,,,,50,,,,,,,,689,1,16,706,1628
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3439,3,63,49,20,32,23,387,19,271,26,5,0,1,4,20,3,0,5,,,,,,,,,,,,48,,,,,,,,976,1,28,1005,2253
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3440,4,50,60,21,34,19,372,27,312,17,3,0,2,0,4,1,0,0,,,,,,,,,,,,54,,,,,,,,976,9,26,1011,2377
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3441,2,39,37,16,19,15,288,11,189,16,1,0,0,0,1,0,0,0,,,,,,,,,,,,39,,,,,,,,671,9,0,680,1481
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3442,4,213,72,13,55,20,736,17,364,38,5,0,3,0,7,3,0,3,,,,,,,,,,,,94,,,,,,,,1643,2,40,1685,2786
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3443,1,38,20,5,8,9,179,11,125,7,3,0,0,0,2,1,0,0,,,,,,,,,,,,23,,,,,,,,431,0,11,442,744
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3444,2,113,45,10,29,7,383,13,213,16,0,0,1,0,3,2,1,0,,,,,,,,,,,,34,,,,,,,,870,0,24,894,1463
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3445,2,100,36,3,21,9,430,7,174,6,1,0,1,0,9,0,0,0,,,,,,,,,,,,53,,,,,,,,850,0,17,867,1344
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3446,2,77,37,11,33,11,332,12,169,11,1,0,1,0,4,0,1,1,,,,,,,,,,,,31,,,,,,,,732,0,17,749,1015
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3447,2,81,33,6,16,11,304,10,155,10,6,0,0,0,3,0,0,2,,,,,,,,,,,,48,,,,,,,,685,0,11,696,1079
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3448,1,13,19,1,3,4,75,2,70,4,,,,,1,,,,,,,,,,,,,,,7,,,,,,,,199,1,3,203,301
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3449,1,23,2,4,10,1,91,1,65,4,2,0,0,0,0,1,0,2,,,,,,,,,,,,12,,,,,,,,218,0,7,225,436
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3450,1,39,17,5,10,3,188,6,102,6,1,0,1,0,1,0,0,1,,,,,,,,,,,,19,,,,,,,,399,0,12,411,603
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3451,4,63,123,24,34,22,471,9,278,12,4,2,2,2,8,2,0,0,,,,,,,,,,,,36,,,,,,,,1092,0,41,1133,2503
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3452,2,33,68,22,18,13,273,3,165,10,3,0,1,1,8,3,0,0,,,,,,,,,,,,22,,,,,,,,643,0,28,671,1354
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3453,17,286,277,37,136,82,1932,69,1596,112,8,1,7,1,54,8,3,14,,,,,,,,,,,,176,,,,,,,,4799,1,99,4899,11185
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3454,3,52,46,9,28,12,469,25,231,17,4,0,3,1,2,0,0,2,,,,,,,,,,,,24,,,,,,,,925,0,23,948,1725
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3455,3,54,53,5,21,22,680,24,368,20,5,0,1,0,9,3,0,2,,,,,,,,,,,,46,,,,,,,,1313,0,29,1342,2168
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3456,2,39,32,3,28,3,372,27,203,13,4,0,0,0,7,2,2,2,,,,,,,,,,,,42,,,,,,,,779,0,19,798,1338
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3457,2,47,33,6,12,10,325,6,86,6,0,0,0,0,1,0,0,0,,,,,,,,,,,,10,,,,,,,,542,0,12,554,1030
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3458,2,19,32,3,3,9,252,6,111,8,1,0,0,0,0,0,0,0,,,,,,,,,,,,5,,,,,,,,449,7,17,473,813
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3459,1,17,19,0,4,0,106,2,70,1,3,0,0,0,2,4,0,0,,,,,,,,,,,,7,,,,,,,,235,,5,240,453
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3460,1,8,19,5,2,3,105,2,67,3,0,0,4,1,1,0,0,0,,,,,,,,,,,,2,,,,,,,,222,0,7,229,435
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3461,2,27,34,8,3,11,264,5,113,9,0,2,2,2,2,0,0,0,,,,,,,,,,,,9,,,,,,,,491,7,8,506,845
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3462,2,32,27,13,13,2,263,1,151,13,1,0,0,0,4,0,0,0,,,,,,,,,,,,13,,,,,,,,533,0,6,539,1078
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3463,2,40,24,10,16,1,305,5,175,9,2,0,0,0,5,1,0,1,,,,,,,,,,,,42,,,,,,,,636,0,11,647,1092
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3464,1,24,23,6,11,2,210,4,105,6,0,0,0,0,5,1,0,1,,,,,,,,,,,,18,,,,,,,,416,0,11,427,736
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3465,2,21,35,8,13,8,223,5,167,20,0,0,0,1,0,1,0,0,,,,,,,,,,,,28,,,,,,,,530,0,13,543,1000
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3466,2,154,14,0,18,75,148,5,87,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,22,,,,,,,,523,0,9,532,875
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3467,1,32,23,8,10,6,220,3,91,12,0,0,0,1,2,0,0,0,,,,,,,,,,,,17,,,,,,,,425,0,8,433,659
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3468,8,187,116,16,70,46,1096,34,914,63,6,0,0,1,14,9,0,6,,,,,,,,,,,,151,,,,,,,,2729,0,67,2796,5389
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3469,6,78,96,16,37,33,886,29,604,44,11,1,3,2,19,6,0,5,,,,,,,,,,,,123,,,,,,,,1993,0,42,2035,3847
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3470,3,60,39,20,19,8,419,15,234,18,1,0,2,1,5,1,0,21,,,,,,,,,,,,32,,,,,,,,895,0,19,914,1894
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3577,2,213,58,6,22,6,364,12,205,17,1,1,3,0,3,0,0,1,,,,,,,,,,,,62,,,,,,,,974,0,20,994,1504
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3578,3,399,95,18,24,6,637,8,161,10,4,4,3,0,0,2,0,0,,,,,,,,,,,,55,,,,,,,,1426,28,19,1473,1889
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3579,4,451,81,10,34,11,665,23,260,13,4,0,2,0,6,0,0,1,,,,,,,,,,,,103,,,,,,,,1664,1,28,1693,2318
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3580,2,55,28,8,18,6,254,6,92,9,0,0,0,2,2,0,0,0,,,,,,,,,,,,22,,,,,,,,502,0,21,523,1025
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3581,2,49,32,20,27,8,268,10,110,6,2,1,4,0,5,1,0,0,,,,,,,,,,,,28,,,,,,,,571,0,24,595,1152
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3582,3,257,55,6,20,3,497,13,164,14,2,0,0,0,4,2,0,0,,,,,,,,,,,,70,,,,,,,,1107,0,21,1128,1530
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3583,2,121,44,5,24,10,341,17,102,6,0,0,0,0,1,0,0,0,,,,,,,,,,,,16,,,,,,,,687,0,1,688,1112
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3584,2,100,34,16,21,11,322,19,150,10,2,1,0,2,2,1,0,0,,,,,,,,,,,,47,,,,,,,,738,0,21,759,1396
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3585,3,49,35,9,14,9,242,4,128,15,125,0,2,0,83,0,0,1,,,,,,,,,,,,32,,,,,,,,748,0,25,773,1526
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3586,3,75,52,12,42,22,415,14,269,9,2,0,1,0,2,1,0,1,,,,,,,,,,,,61,,,,,,,,978,0,17,995,1737
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3587,2,39,43,8,10,10,301,6,129,15,1,0,1,0,0,2,2,1,,,,,,,,,,,,34,,,,,,,,602,0,19,621,1209
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3588,3,56,30,18,21,11,361,19,202,14,6,1,1,1,2,1,0,1,,,,,,,,,,,,36,,,,,,,,781,0,17,798,1568
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3589,3,60,45,13,19,16,351,16,222,21,2,0,0,2,9,2,0,4,,,,,,,,,,,,24,,,,,,,,806,3,13,822,1551
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3590,3,66,49,10,31,17,357,8,231,16,0,0,0,2,9,4,0,0,,,,,,,,,,,,27,,,,,,,,827,0,24,851,1723
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2571,2,51,90,1,14,8,124,4,108,4,1,0,4,0,4,3,0,1,,,,,,,,,,,,,,3,81,,,,,501,0,18,519,805
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2572,1,34,80,5,28,7,108,12,103,8,0,0,1,0,0,1,0,4,,,,,,,,,,,,,,0,65,,,,,456,7,20,483,713
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2573,2,55,104,3,30,14,149,11,159,10,3,0,1,0,4,0,0,0,,,,,,,,,,,,,,14,77,,,,,634,0,26,660,949
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2574,2,56,121,8,25,9,184,7,171,6,2,0,4,1,3,0,1,3,,,,,,,,,,,,,,2,103,,,,,706,2,29,737,1174
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2575,2,54,124,4,24,3,199,12,196,13,1,0,0,0,8,1,0,1,,,,,,,,,,,,,,9,117,,,,,766,0,25,791,1006
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2576,3,86,170,3,63,20,299,15,272,20,2,2,2,0,12,1,0,2,,,,,,,,,,,,,,27,136,,,,,1132,1,52,1185,2055
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2577,3,105,214,4,46,15,318,26,355,16,1,0,3,0,7,3,0,2,,,,,,,,,,,,,,22,189,,,,,1326,1,43,1370,2168
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2578,3,101,225,10,71,20,344,18,297,26,0,0,6,0,10,3,1,0,,,,,,,,,,,,,,15,182,,,,,1329,1,43,1373,2110
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2579,2,53,119,5,17,5,161,18,191,4,3,0,1,1,6,2,2,1,,,,,,,,,,,,,,12,113,,,,,714,1,17,732,1141
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2580,4,167,228,9,54,26,439,31,378,29,1,2,0,0,7,0,0,0,,,,,,,,,,,,,,20,307,,,,,1698,1,45,1744,2713
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2581,2,41,64,5,22,6,140,13,154,10,1,0,1,0,1,4,1,0,,,,,,,,,,,,,,9,84,,,,,556,0,17,573,915
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2582,3,83,119,8,39,23,248,15,280,21,1,0,1,2,7,0,0,3,,,,,,,,,,,,,,19,172,,,,,1041,1,37,1079,1892
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2583,5,141,304,16,54,37,305,20,414,34,3,0,0,0,13,8,0,2,,,,,,,,,,,,,,8,149,,,,,1508,0,28,1536,3024
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2584,3,93,136,9,54,32,255,13,207,21,1,0,3,1,7,3,0,3,,,,,,,,,,,,,,3,67,,,,,908,1,38,947,2240
