CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,C_COMUN_PAN_PRD_PRS_PHBCS,PRI,PT,PVEM,MC,NA,MORENA,ES,BCSC,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,178,1,60,14,8,42,17,6,106,5,4,0,34,,,,296,0,20,316,495
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,179,2,164,26,22,25,7,12,216,12,22,9,,,,,515,2,36,553,895
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,180,2,178,25,12,22,12,7,208,17,16,6,,,,,503,0,25,528,903
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,181,2,241,53,15,29,13,7,294,21,21,4,,,,,698,0,25,723,1227
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,182,2,192,34,22,21,7,9,187,9,22,3,,,,,506,0,30,536,871
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,183,1,152,26,10,10,12,11,162,8,23,4,,,,,418,0,19,437,686
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,184,1,77,22,4,14,2,1,59,5,4,2,,,,,190,0,12,202,329
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,185,1,80,37,6,15,15,19,196,12,19,8,,,,,407,2,10,419,648
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,186,2,159,78,5,14,11,26,165,14,35,5,,,51,,563,1,21,585,870
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,187,2,205,98,13,26,21,9,153,19,20,7,,,,,571,2,11,584,840
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,188,2,100,78,4,17,23,6,175,14,30,2,84,,,,533,0,21,554,752
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,189,2,207,112,4,16,10,36,183,12,39,5,,,41,,665,0,28,693,1015
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,190,2,238,85,11,21,9,54,258,7,30,6,,,27,,746,0,24,770,1146
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,191,2,142,112,13,11,8,31,193,12,49,6,,,64,,641,0,25,666,936
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,192,1,132,55,4,13,12,76,157,8,24,4,,,33,,518,0,16,534,726
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,193,2,164,111,7,16,22,53,220,18,32,2,,,29,,674,1,22,697,929
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,194,1,91,50,2,6,13,27,125,9,15,4,,,22,,364,0,14,378,549
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,195,1,117,41,20,8,9,20,120,5,25,6,,,12,,383,2,25,410,636
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,196,2,129,60,11,13,11,26,214,13,38,4,,,25,,544,0,24,568,915
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,197,3,301,115,19,28,20,81,349,23,84,8,,,82,,1110,1,53,1164,1683
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,198,1,110,39,8,10,10,21,155,9,19,6,,,13,,400,0,23,423,672
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,199,1,111,43,10,12,3,21,118,5,12,5,,,21,,361,0,13,374,585
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,200,1,92,45,5,7,5,21,146,20,19,9,,,23,,392,0,23,415,654
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,201,1,88,34,6,12,2,14,87,4,11,3,,,3,,264,0,11,275,468
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,202,2,303,139,15,39,19,33,301,12,86,7,,,,,954,0,56,1010,1435
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,203,2,120,35,14,26,5,13,207,14,34,7,,,,,475,0,27,502,814
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,204,2,165,44,23,25,11,22,211,8,12,3,,,,,524,2,21,547,892
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,205,1,124,25,10,12,6,5,148,4,16,3,,,,,353,0,26,379,660
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,206,4,388,103,38,40,11,14,475,25,165,18,,,,,1277,2,109,1388,2769
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,207,1,110,41,3,14,5,15,134,10,24,3,,,,,359,1,16,376,646
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,208,2,140,21,9,25,12,11,212,22,27,12,,,,,491,0,30,521,797
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,3,355,172,16,66,35,30,357,40,53,10,,,,,1134,5,53,1192,1767
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,6,619,296,37,171,72,69,978,92,156,26,,,,,2516,8,82,2606,3954
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,211,2,181,61,16,28,12,44,336,17,58,4,,,40,,797,2,25,824,1193
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,212,2,195,75,13,12,12,41,204,17,37,6,,,51,,663,2,16,681,947
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,213,2,200,57,18,23,18,64,328,27,49,6,,,41,,831,0,41,872,1307
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,214,2,188,57,11,35,8,45,188,12,43,6,,,36,,629,1,20,650,916
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,215,1,91,44,11,27,8,44,201,18,22,4,,,15,,485,1,16,502,735
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,216,1,91,24,6,10,7,15,114,13,16,3,,,11,,310,0,14,324,519
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,217,6,525,189,44,88,45,221,953,37,186,25,,,139,,2452,1,73,2526,3939
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,4,486,183,18,89,99,32,550,47,99,10,,,,,1613,8,64,1685,2565
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,219,2,200,56,18,26,15,36,261,15,92,7,,,37,,763,0,20,783,1119
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,220,2,174,72,17,12,6,45,253,11,49,9,,,38,,686,0,28,714,1066
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,221,2,145,65,12,12,6,28,209,17,27,5,,,24,,550,1,16,567,873
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,222,2,165,103,6,18,21,28,216,8,36,3,,,51,,655,0,24,679,904
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,223,2,169,96,15,20,20,57,233,14,38,8,,,46,,716,0,24,740,1091
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,224,1,133,37,7,11,4,19,117,7,23,3,,,21,,382,0,13,395,560
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,225,1,108,47,2,8,2,21,112,8,16,4,,,14,,342,1,24,367,566
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,226,2,252,41,17,14,10,58,253,5,53,8,,,54,,765,0,30,795,1123
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,227,2,217,51,15,23,12,37,311,14,70,5,,,37,,792,1,29,822,1283
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,228,3,291,54,14,31,25,68,403,17,79,7,,,56,,1045,0,28,1073,1588
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,229,1,132,46,7,10,4,45,165,9,34,5,,,23,,480,1,15,496,697
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,230,1,133,40,9,11,10,22,148,12,65,5,,,21,,476,1,18,495,694
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,231,1,122,20,7,8,4,23,129,9,22,3,,,19,,366,0,22,388,520
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,232,2,143,38,22,16,3,10,229,19,35,4,,,,,519,0,21,540,834
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,233,1,134,24,7,9,8,13,164,18,14,0,,,,,391,0,18,409,595
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,234,2,137,52,17,27,12,26,276,11,25,6,,,,,589,0,27,616,835
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,235,2,127,32,23,17,12,19,253,13,50,3,,,,,549,0,22,571,925
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,236,1,82,17,8,4,8,5,117,2,20,1,,,,,264,0,11,275,418
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,237,2,166,53,14,23,17,17,281,17,31,7,,,,,626,1,32,659,972
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,238,2,150,69,8,22,13,13,219,8,41,7,,,,,550,0,14,564,798
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,239,2,190,32,21,28,7,15,286,13,29,6,,,,,627,0,23,650,1032
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,240,1,90,23,6,10,7,8,142,3,10,2,,,,,301,0,15,316,523
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,241,1,75,21,12,12,2,5,162,7,21,2,,,,,319,0,22,341,552
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,242,2,89,46,3,22,5,11,136,6,19,0,,,,,337,0,22,359,634
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,243,1,88,64,10,14,6,7,171,15,25,5,,,,,405,0,12,417,638
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,244,1,91,54,8,20,2,10,203,10,30,6,,,,,434,0,33,467,673
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,245,1,103,47,8,11,8,7,171,8,11,2,,,,,376,1,19,396,567
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,246,3,138,31,22,17,11,12,203,15,23,8,,,,,480,0,26,506,868
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,247,2,139,31,16,16,11,14,173,14,29,3,,,,,446,2,26,474,833
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,248,2,125,48,10,19,18,10,178,6,21,6,,,,,441,1,28,470,685
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,249,2,183,28,18,12,10,18,235,10,36,2,,,,,552,1,21,574,830
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,250,2,161,43,25,14,13,16,267,12,20,4,,,,,575,0,43,618,1016
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,251,1,71,21,13,11,7,7,125,5,13,3,,,,,276,1,23,300,520
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,254,1,84,8,5,15,3,1,74,7,2,5,,,,,204,0,19,223,336
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,255,3,176,50,42,108,18,11,486,21,38,12,,,,,962,0,72,1034,1969
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,3,320,169,26,116,16,21,416,30,66,9,,,,,1189,1,58,1248,2097
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,257,2,93,49,23,47,0,16,212,23,63,8,,,,,534,0,46,580,1086
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,258,1,56,20,6,23,3,4,35,7,6,0,,,,,160,0,13,173,372
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,259,1,23,2,3,6,0,1,54,2,6,8,,,,,105,0,6,111,170
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,260,1,17,5,3,4,1,0,47,9,7,10,,,,,103,0,9,112,213
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,261,1,114,54,4,10,3,11,129,18,9,78,,,,,430,0,23,453,728
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,262,1,41,10,4,7,2,2,48,3,3,22,,,,,142,0,13,155,209
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,263,1,10,4,1,1,0,0,25,6,0,46,,,,,93,0,12,105,180
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,264,2,38,4,2,11,1,2,30,4,0,4,,,,,96,0,2,98,195
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,3,71,11,1,22,1,4,104,8,3,44,,,,,269,0,17,286,483
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,266,2,85,13,3,4,1,2,110,18,4,34,,,,,274,1,19,294,454
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,267,3,110,22,14,156,13,6,241,10,4,5,,,,,581,0,44,625,994
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,268,2,93,18,4,52,3,0,79,6,4,4,,,,,263,0,23,286,415
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,269,2,138,75,16,137,4,9,213,11,8,3,,,,,614,0,34,648,1100
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,270,4,307,67,33,327,13,31,531,20,15,20,,,,,1364,0,100,1464,2331
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,271,2,78,62,15,38,6,5,175,8,5,1,,,,,393,0,18,411,613
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,272,1,109,6,7,23,6,2,63,3,3,3,,,,,225,0,10,235,321
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,273,1,39,6,5,19,2,1,51,7,4,5,,,,,139,0,5,144,212
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,274,3,68,38,37,111,11,10,310,12,1,10,,,,,608,0,32,640,1317
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,276,1,48,15,3,79,1,0,139,4,5,3,,,,,297,0,17,314,453
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,277,1,26,18,14,49,3,4,153,6,0,4,,,,,277,0,10,287,420
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,278,2,84,41,21,50,3,8,448,21,5,5,,,,,686,0,23,709,1270
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,279,2,6,4,2,8,0,2,24,0,2,0,,,,,48,0,2,50,107
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,280,5,163,64,9,141,6,61,400,10,67,8,,,,,929,0,38,967,1535
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,281,2,109,65,14,130,2,46,345,6,61,3,,,,,781,0,35,816,1413
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,282,2,111,43,16,147,7,46,306,8,61,6,,,,,751,0,21,772,1286
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,283,4,221,72,38,214,9,121,376,12,39,8,,,,,1110,0,57,1167,2437
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,284,1,18,1,6,9,0,2,16,1,2,0,,,,,55,0,6,61,116
,3,BAJA CALIFORNIA SUR,6,LA PAZ,3,LA PAZ,287,2,27,7,10,18,1,6,40,3,0,0,,,,,112,0,7,119,202
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,288,2,103,67,14,38,14,8,176,17,35,9,,,,,481,0,30,511,854
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,3,249,75,31,101,12,13,459,26,53,18,,,,,1037,3,79,1119,1912
,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,290,3,397,51,41,32,0,0,161,6,15,1,,102,,,806,0,17,823,1504
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,291,4,212,215,220,71,0,15,332,10,28,7,,,,,1110,3,53,1166,2018
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,292,1,105,94,56,27,0,8,87,6,15,1,,,,,399,1,12,412,684
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,293,2,120,116,98,29,0,14,182,7,18,5,,,,,589,0,26,615,1084
,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,294,3,398,59,79,60,0,16,264,19,23,8,,222,,,1148,1,25,1174,1772
,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,295,4,344,57,125,105,0,20,522,18,31,2,,221,,,1445,0,64,1509,2629
,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,296,3,227,49,102,65,0,7,327,15,26,6,,241,,,1065,0,42,1107,1880
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,297,2,101,62,119,31,0,5,140,5,3,2,,,,,468,1,28,497,826
,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,298,21,1724,268,663,535,0,79,2809,126,239,28,,879,,,7350,4,236,7590,15199
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,299,2,121,132,70,35,0,4,226,6,5,5,,,,,604,2,25,631,1080
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,6,438,181,385,181,0,32,819,32,73,6,,,,,2147,2,81,2230,4359
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,302,1,52,26,65,24,0,4,116,2,14,1,,,,,304,1,17,322,578
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,303,1,85,20,55,8,0,6,73,4,7,1,,,,,259,0,15,274,450
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,304,4,302,73,324,20,0,14,300,8,13,2,,,,,1056,1,59,1116,1779
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,305,2,218,41,191,13,0,3,117,3,3,0,,,,,589,0,32,621,843
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,306,3,313,57,455,9,0,5,134,6,6,6,,,,,991,0,36,1027,1435
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,307,2,89,14,68,4,0,1,26,2,1,2,,,,,207,0,11,218,277
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,308,4,438,144,584,24,0,4,100,7,5,0,,,,,1306,0,67,1373,1784
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,309,2,155,61,110,7,0,2,31,9,4,2,,,,,381,0,20,401,504
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,310,4,255,76,549,81,0,16,487,23,36,6,,,,,1529,2,39,1570,2731
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,311,2,131,48,95,24,0,6,93,3,1,1,,,,,402,0,32,434,667
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,312,13,711,270,1070,192,0,181,1556,58,91,30,,,,,4159,1,141,4301,8256
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,313,2,191,212,154,27,0,18,211,9,18,0,,,,,840,1,24,865,1483
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,314,9,519,183,646,203,0,78,1153,70,61,26,,,,,2939,0,147,3086,6429
,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,315,1,37,86,46,14,0,8,113,5,0,0,,,,,309,0,10,319,517
,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,316,6,1073,130,158,79,0,15,384,15,81,0,,105,,,2040,2,45,2087,3787
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,317,3,200,55,161,42,0,16,318,15,57,4,,,,72,940,1,41,982,2218
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,318,3,203,21,147,15,0,9,212,4,43,0,,,,41,695,0,29,724,1257
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,319,1,98,21,76,7,0,3,61,6,15,0,,,,34,321,0,7,328,604
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,320,3,247,38,151,37,0,10,342,16,109,1,,,,50,1001,0,34,1035,2044
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,321,3,174,45,141,41,0,12,278,5,59,2,,,,19,776,0,36,812,1655
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,322,3,173,43,166,21,0,9,299,13,66,3,,,,38,831,0,36,867,1658
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,323,2,124,23,184,21,0,13,219,7,31,0,,,,59,681,2,27,710,1339
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,324,3,134,53,166,35,0,20,348,13,49,2,,,,48,868,0,32,900,2000
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,325,3,163,45,168,54,0,18,385,17,68,8,,,,45,971,1,66,1038,2143
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,326,2,105,22,120,13,0,14,158,9,43,4,,,,31,519,0,23,542,1198
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,327,3,168,21,204,25,0,26,271,9,48,0,,,,44,816,0,35,851,1737
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,328,4,207,37,248,37,0,22,444,18,130,0,,,,39,1182,0,40,1222,2288
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,329,2,102,17,98,28,0,10,211,8,75,1,,,,28,578,0,27,605,1171
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,331,4,358,59,351,58,0,35,437,13,140,4,,,,124,1579,2,36,1617,2750
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,332,11,999,183,996,166,0,57,1489,62,398,6,,,,,4356,16,122,4494,8219
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,333,5,321,58,289,85,0,31,614,25,181,3,,,,89,1696,8,64,1768,3427
,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,334,2,51,8,51,4,0,2,41,1,2,1,,2,,,163,0,11,174,279
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,335,1,51,14,75,12,0,2,103,4,18,0,,,,,279,0,8,287,504
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,336,1,50,16,63,15,0,2,80,0,14,0,,,,,240,0,0,240,410
,3,BAJA CALIFORNIA SUR,13,LORETO,5,LORETO,338,3,368,112,52,77,0,3,165,6,12,0,,,,,795,0,27,822,1254
,3,BAJA CALIFORNIA SUR,13,LORETO,5,LORETO,339,7,1399,379,196,200,0,32,585,27,60,0,,,,,2878,0,96,2974,4710
,3,BAJA CALIFORNIA SUR,13,LORETO,5,LORETO,340,2,345,128,29,40,0,9,118,7,9,0,,,,,685,0,22,707,1008
,3,BAJA CALIFORNIA SUR,13,LORETO,5,LORETO,341,2,256,87,18,46,0,5,115,11,8,0,,,,,546,0,17,563,801
,3,BAJA CALIFORNIA SUR,13,LORETO,5,LORETO,342,3,147,46,15,36,0,6,72,7,4,0,,,,,333,0,18,351,837
,3,BAJA CALIFORNIA SUR,13,LORETO,5,LORETO,343,1,191,92,13,54,0,5,95,1,14,0,,,,,465,1,9,475,666
,3,BAJA CALIFORNIA SUR,13,LORETO,5,LORETO,344,2,523,118,52,85,0,7,184,13,14,0,,,,,996,0,49,1045,1477
,3,BAJA CALIFORNIA SUR,13,LORETO,5,LORETO,345,2,192,33,16,16,0,6,25,3,3,0,,,,,294,0,11,305,362
,3,BAJA CALIFORNIA SUR,13,LORETO,5,LORETO,346,2,222,40,37,10,0,1,73,1,5,0,,,,,389,0,28,417,553
,3,BAJA CALIFORNIA SUR,13,LORETO,5,LORETO,347,1,110,35,15,3,0,1,31,0,1,0,,,,,196,0,5,201,267
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,348,1,69,17,6,8,6,15,138,6,14,5,,,,,284,0,12,296,507
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,349,1,87,46,8,21,11,12,132,19,15,11,,,,,362,1,12,375,608
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,350,1,55,29,9,14,2,5,112,14,18,3,,,,,261,0,8,269,411
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,351,1,72,12,111,18,0,6,103,7,23,2,,,,,354,0,7,361,590
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,352,2,162,28,157,28,0,16,227,12,71,0,,,,,701,1,21,723,1199
,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,353,8,571,141,544,82,0,19,768,17,115,19,,24,,,2300,0,106,2406,4767
,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,354,2,89,18,155,18,0,4,123,4,21,3,,8,,,443,0,32,475,1067
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,355,2,92,26,132,9,0,2,164,7,18,2,,,,,452,0,25,477,1049
,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,356,2,186,35,132,38,0,2,262,12,25,1,,6,,,699,0,35,734,1489
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,357,1,40,2,53,10,0,1,80,1,4,0,,,,,191,0,12,203,465
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,358,3,151,34,189,40,0,6,369,9,50,2,,,,,850,0,28,878,1876
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,359,3,220,34,242,52,0,20,414,13,68,4,,,,,1067,0,43,1110,2224
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,360,2,98,13,96,19,0,5,190,8,18,3,,,,,450,0,21,471,978
