CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,358,B,98,82,3,7,2,7,4,12,2,0,2,2,0,0,0,0,0,221,10,231,514,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,358,C01,118,69,7,8,5,3,2,10,8,5,3,3,0,0,0,0,0,241,3,244,514,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,358,C02,92,91,7,3,3,3,2,3,4,5,0,6,0,0,0,0,0,219,8,227,513,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,359,B,136,175,8,11,1,40,3,25,7,4,0,1,0,0,0,0,2,411,16,429,711,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,359,C01,150,181,16,6,4,32,8,15,7,7,6,3,1,0,0,0,0,436,21,457,711,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,359,C02,130,210,4,16,1,27,6,15,11,9,1,5,0,0,0,0,0,435,12,447,711,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,359,C03,156,176,6,9,3,30,11,22,9,9,1,3,0,0,0,0,0,435,15,450,711,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,359,C04,151,174,6,12,5,24,9,16,8,6,2,3,0,0,0,0,1,416,25,442,711,Grupo de Recuento,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,359,C05,130,183,12,7,0,24,5,30,8,7,4,3,0,0,0,0,1,413,20,434,710,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,360,B,138,129,10,4,1,10,2,11,5,8,1,3,0,0,0,0,0,322,17,339,614,Grupo de Recuento,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,360,C01,132,115,0,9,6,10,10,12,4,7,0,4,1,0,0,0,0,310,8,318,614,Grupo de Recuento,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,360,C02,122,120,4,10,6,14,10,8,2,3,0,6,0,0,0,0,0,305,13,318,614,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,361,B,108,96,8,5,2,12,3,13,0,6,0,7,0,0,0,0,0,260,12,272,476,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,361,C01,109,85,6,4,5,5,0,5,4,0,1,2,0,0,0,0,0,226,12,238,476,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,362,B,135,126,6,13,6,8,3,7,3,6,1,9,0,0,0,0,0,323,16,339,731,Grupo de Recuento,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,362,C01,148,127,6,12,7,5,5,9,0,7,0,3,0,0,0,0,0,329,8,337,731,Grupo de Recuento,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,363,B,152,176,2,12,9,7,14,14,1,3,4,8,0,0,0,0,0,402,11,413,734,Grupo de Recuento,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,364,B,108,100,4,10,3,6,2,13,9,11,3,9,1,0,0,0,0,279,18,297,623,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,364,C01,113,121,8,5,2,19,11,16,12,5,1,3,0,0,0,0,0,316,6,322,623,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,365,B,138,83,6,7,5,11,4,2,7,5,2,6,0,0,0,0,0,276,9,285,522,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,365,C01,130,92,2,7,1,12,4,7,3,0,1,3,0,0,0,0,0,262,16,278,522,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,365,C02,118,88,6,5,4,7,3,7,8,2,2,6,1,1,0,0,0,258,9,267,521,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,366,B,173,107,3,4,2,16,7,12,1,4,0,4,0,0,0,0,0,333,13,346,733,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,366,C01,173,95,6,10,5,17,3,16,6,6,0,2,0,0,0,0,0,339,9,348,732,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,367,B,121,123,5,10,3,9,8,10,11,6,0,1,0,0,0,0,0,307,9,316,637,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,367,C01,135,101,5,9,2,13,11,15,9,5,4,6,0,0,0,0,0,315,5,320,637,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,367,C02,149,118,10,4,9,8,9,11,5,0,1,0,0,0,0,0,0,324,10,334,637,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,368,B,95,59,3,3,1,11,4,8,2,3,4,0,0,0,0,0,0,193,10,203,431,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,368,C01,96,77,8,6,2,7,3,7,2,3,1,0,0,0,0,0,0,212,15,227,430,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,369,B,134,119,15,13,1,10,11,18,0,7,2,4,1,0,0,0,0,335,13,348,658,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,369,C01,140,135,9,10,7,16,5,18,0,13,0,3,0,0,0,0,2,356,10,368,657,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,370,B,134,198,3,10,5,10,14,21,0,3,1,1,0,0,0,0,0,400,10,410,678,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,370,C01,128,157,6,16,2,9,5,24,0,3,1,5,0,0,0,0,0,356,21,377,677,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,371,B,124,96,5,8,2,6,4,12,1,8,1,7,0,0,0,0,0,274,8,282,509,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,371,C01,109,87,9,9,5,11,5,5,0,5,1,10,0,0,0,0,0,256,5,261,508,Grupo de Recuento,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,372,B,139,107,6,7,5,9,10,12,0,5,0,6,0,0,0,0,0,306,6,312,598,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,372,C01,156,87,5,8,4,7,4,7,6,1,8,0,0,0,0,0,0,293,7,300,598,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,373,B,159,103,5,9,7,11,7,24,6,10,1,2,1,0,0,0,0,345,5,350,701,Grupo de Recuento,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,373,C01,162,120,5,11,3,8,6,15,5,7,0,5,0,0,0,0,1,347,11,359,700,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,374,C01,126,97,10,3,3,15,3,15,3,8,2,3,0,0,0,0,0,288,6,294,716,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,374,C02,125,97,9,7,2,10,9,10,7,8,2,1,1,0,0,0,0,288,8,296,716,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,374,C03,116,86,6,4,1,12,10,6,6,9,2,2,0,0,0,0,0,260,11,271,716,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,374,C04,99,91,7,10,2,15,6,9,10,7,1,7,0,0,0,0,0,264,8,272,716,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,374,C05,121,102,8,5,3,13,5,11,10,7,1,4,0,0,0,0,0,290,5,295,716,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,374,C06,122,113,5,5,2,10,5,9,5,8,1,0,2,0,0,0,0,287,5,292,716,Grupo de Recuento,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,374,C07,124,101,6,8,3,11,8,9,6,10,0,2,0,0,0,0,0,288,9,297,716,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,374,C08,125,90,9,6,6,6,2,7,4,6,1,2,0,0,0,0,1,264,7,272,716,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,374,C09,119,102,10,9,2,16,5,7,7,6,1,6,0,0,0,0,0,290,1,291,716,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,374,C10,119,98,6,6,4,11,3,9,8,6,3,3,0,0,0,0,0,276,8,284,716,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,374,C11,129,113,4,7,4,13,8,5,8,5,3,8,0,0,0,0,0,307,4,311,715,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,375,B,129,95,6,4,7,10,6,20,18,5,0,2,0,0,0,0,2,302,2,306,576,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,375,C01,123,95,8,6,2,10,10,27,6,4,2,5,0,0,0,0,0,298,7,305,576,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,375,C02,108,100,7,9,1,15,5,6,7,7,1,4,0,0,0,0,0,270,12,282,576,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,375,C03,103,98,7,10,2,13,9,15,11,2,0,4,0,0,0,0,0,274,12,286,575,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,376,B,105,103,6,7,5,15,5,12,20,4,2,3,0,0,0,0,0,287,13,300,563,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,376,C01,127,91,5,7,5,8,4,8,10,5,2,1,0,0,0,0,0,273,12,285,563,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,376,C02,110,125,5,6,1,16,7,8,12,4,0,1,0,0,0,0,0,295,6,301,563,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,376,C03,118,94,12,7,2,17,7,12,13,4,0,3,0,0,0,0,0,289,5,294,562,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,377,B,148,95,7,7,3,23,9,8,11,6,1,2,1,0,0,0,0,321,14,335,677,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,377,C01,126,132,13,7,3,12,4,11,5,4,1,4,0,0,0,0,0,322,11,333,677,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,378,B,144,147,10,9,3,10,2,23,0,13,2,4,1,0,0,0,0,368,16,384,687,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,378,C01,149,141,11,8,2,14,13,18,0,5,0,3,0,0,0,0,0,364,19,383,686,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,379,B,143,111,8,13,3,13,4,12,0,13,0,9,0,0,0,0,1,329,12,342,668,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,379,C01,135,106,6,8,5,9,4,21,0,3,0,5,0,0,0,0,0,302,17,319,667,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,380,B,137,159,14,13,4,11,14,16,6,5,0,1,0,0,0,0,0,380,26,406,732,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,380,C01,135,153,13,11,6,23,14,20,10,7,1,3,0,0,0,0,0,396,22,418,732,Grupo de Recuento,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,381,B,118,95,6,7,5,9,3,9,4,8,1,3,2,0,0,0,2,270,14,286,573,Grupo de Recuento,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,381,C01,131,106,8,12,2,8,4,11,5,13,1,6,1,0,0,0,0,308,8,316,572,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,382,B,162,129,12,7,7,10,9,9,6,11,1,7,0,0,0,0,0,370,16,386,721,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,382,C01,166,129,6,8,3,5,7,12,2,10,1,2,0,2,0,0,2,353,11,366,721,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,383,B,119,141,13,9,4,15,4,17,0,5,0,4,0,0,0,0,4,331,14,349,691,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,384,B,105,102,4,3,4,10,2,6,11,6,7,0,0,0,0,0,1,260,10,271,580,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,384,C01,89,109,8,7,5,12,6,10,6,3,1,5,0,0,0,0,0,261,10,271,580,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,384,C02,102,116,9,6,3,13,6,11,4,6,1,5,0,0,0,0,0,282,9,291,580,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,385,B,140,126,15,10,8,18,6,10,15,10,1,1,0,0,0,0,0,360,17,377,713,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,385,C01,148,132,16,6,5,22,12,16,16,9,5,3,0,0,0,0,0,390,14,404,712,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,386,B,107,102,8,3,2,17,4,17,8,2,0,10,0,0,0,0,0,280,10,290,522,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,386,C01,118,111,3,0,1,10,11,7,13,4,5,2,0,0,0,0,0,285,9,294,522,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,386,C02,111,115,14,6,2,18,9,19,6,9,0,4,0,0,0,0,0,313,11,324,522,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,387,B,101,157,2,13,4,24,10,13,8,4,0,5,0,0,0,0,0,341,9,350,588,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,387,C01,102,149,8,7,3,20,4,12,6,2,0,3,1,0,0,0,1,317,4,322,587,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,387,C02,63,160,10,6,5,18,10,14,9,10,3,2,0,0,0,0,0,310,13,323,587,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,388,B,102,111,3,5,4,15,10,12,2,5,0,0,0,0,0,0,1,269,10,280,492,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,388,C01,112,104,4,4,2,16,9,19,7,8,2,1,0,1,0,0,0,289,8,297,492,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,389,B,136,102,7,5,6,14,8,9,0,11,0,0,1,0,0,0,0,299,10,309,589,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,389,C01,132,113,9,5,3,16,21,15,0,10,1,4,1,0,0,0,1,330,12,343,589,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,390,B,171,123,9,9,4,12,7,14,7,7,2,8,0,0,0,0,0,373,15,388,608,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,390,C01,136,85,9,5,4,8,7,12,4,4,1,2,0,0,0,0,0,277,13,290,608,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,390,C02,142,110,2,6,2,7,11,11,3,4,3,7,0,0,0,0,0,308,9,317,607,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,391,B,50,33,2,11,2,0,6,4,5,2,0,0,0,0,0,0,0,115,4,119,731,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,392,B,139,157,7,9,5,20,9,17,6,13,4,0,0,0,0,0,0,386,21,407,602,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,392,C01,126,144,10,2,0,33,12,23,3,8,1,4,0,0,0,0,0,366,13,379,601,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,392,C02,120,132,7,3,2,22,11,37,10,7,0,1,0,0,0,0,0,352,15,367,601,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,393,B,141,142,8,4,3,25,13,24,5,9,0,6,0,0,0,0,2,380,15,397,593,Grupo de Recuento,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,393,C01,159,132,13,6,4,21,12,30,2,5,1,2,0,0,0,0,0,387,17,404,593,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,393,C02,147,107,9,2,0,5,10,8,4,8,5,0,0,0,0,0,0,305,8,313,593,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,394,B,126,111,4,8,2,13,9,26,6,5,8,0,0,0,0,0,0,318,17,335,515,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,394,C01,126,110,4,8,2,13,9,20,6,5,1,8,0,0,0,0,1,312,16,329,515,Grupo de Recuento,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,394,C02,121,126,7,5,3,9,15,15,2,10,0,6,0,0,0,0,1,319,15,335,514,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,395,B,111,79,6,4,3,7,2,10,2,5,0,2,0,0,0,0,0,231,20,251,445,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,395,C01,100,70,5,4,2,7,0,24,5,7,0,4,0,0,0,0,0,228,6,234,444,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,396,B,164,89,9,7,6,7,5,15,0,11,0,1,0,0,0,0,0,314,14,328,623,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,396,C01,128,80,11,10,5,15,6,22,0,8,2,2,1,0,0,0,0,290,15,305,623,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,397,B,110,163,8,12,2,16,12,18,0,10,0,10,1,0,0,0,0,362,14,376,633,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,397,C01,119,131,21,11,5,19,7,16,0,11,1,6,0,0,0,0,0,347,21,368,632,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,398,B,177,119,11,2,6,13,9,12,0,6,1,6,0,0,0,0,0,362,9,371,672,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,398,C01,122,111,13,9,6,13,8,20,0,3,2,6,0,0,0,0,1,313,9,323,671,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,399,B,109,110,5,11,3,17,16,17,0,7,1,3,0,0,0,0,0,299,0,299,564,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,399,C01,103,137,9,5,3,16,10,15,0,8,3,0,0,0,0,0,2,309,14,325,564,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,400,B,118,102,10,4,4,5,6,9,3,2,0,5,2,0,0,0,0,270,8,278,607,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,400,C01,90,101,6,2,2,11,7,9,2,9,2,0,0,0,0,0,0,241,5,246,607,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,400,C02,111,89,7,5,3,12,9,8,2,4,1,2,0,1,0,0,0,254,14,268,607,Grupo de Recuento,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,401,B,132,113,8,10,4,10,6,9,4,5,1,10,0,0,0,0,0,312,11,323,690,Grupo de Recuento,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,401,C01,133,103,8,9,5,12,5,11,4,3,2,7,1,0,0,0,1,303,13,317,690,Grupo de Recuento,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,401,C02,178,123,14,10,6,15,8,5,3,10,3,5,0,0,0,0,0,380,12,392,690,Grupo de Recuento,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,402,B,128,114,7,18,5,19,9,12,8,11,3,2,0,0,0,0,0,336,7,343,637,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,402,C01,118,125,7,5,5,18,17,18,8,10,3,2,0,0,0,0,0,336,16,352,637,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,402,C02,119,126,7,8,4,21,8,17,1,7,1,1,1,0,0,0,0,321,6,327,637,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,402,C03,115,158,7,10,5,17,15,13,10,8,0,4,0,0,0,0,0,362,13,375,636,Grupo de Recuento,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,403,B,125,114,25,10,3,26,9,16,37,8,0,1,1,0,0,0,0,375,15,390,661,Grupo de Recuento,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,403,C01,119,137,22,12,4,23,7,9,21,9,0,0,0,0,0,0,0,363,17,380,661,Grupo de Recuento,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,404,B,131,134,14,11,8,26,13,22,16,9,3,4,1,0,0,0,1,392,19,412,684,Acta casilla,,,
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,404,C01,156,141,7,8,5,22,7,17,10,8,0,1,0,0,0,0,0,382,16,398,684,Grupo de Recuento,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,405,B,117,70,4,2,2,4,6,8,0,5,2,3,0,0,0,0,0,223,14,237,440,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,405,C01,122,66,2,5,6,12,6,8,0,10,1,0,0,0,0,0,2,238,9,249,440,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,406,B,140,110,18,5,7,14,16,15,0,14,0,6,2,0,0,0,0,347,14,361,543,Acta casilla,,,
1,26,SONORA,9,HERMOSILLO CENTRO,49,HERMOSILLO,406,C01,147,111,13,9,5,20,9,22,0,8,2,1,1,0,0,0,1,348,8,357,543,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,407,B,109,87,6,8,0,9,6,14,3,4,1,4,0,0,0,0,0,251,7,258,496,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,407,C01,104,94,13,1,5,7,11,10,5,4,2,2,0,0,0,0,0,258,7,265,496,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,408,B,101,84,6,6,4,14,5,21,3,8,0,3,0,0,0,0,0,255,13,268,511,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,408,C01,115,88,4,7,0,17,7,13,4,5,1,2,0,0,0,0,1,263,14,278,510,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,409,B,136,145,7,5,4,22,6,17,4,6,2,7,1,0,0,0,0,362,16,378,679,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,409,C01,151,134,10,9,6,20,14,30,4,1,0,3,1,0,0,0,1,383,17,401,678,Grupo de Recuento,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,410,B,145,156,11,9,3,20,6,23,10,8,0,2,0,0,0,0,0,393,22,415,750,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,410,C01,171,143,8,6,7,13,3,37,8,7,3,2,1,0,0,0,0,409,24,433,750,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,411,B,145,113,12,9,5,22,9,19,4,10,0,0,0,0,0,0,0,348,21,369,668,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,411,C01,131,120,6,11,4,15,6,17,5,11,1,1,0,0,0,0,0,328,14,342,668,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,412,B,97,103,4,6,2,12,6,13,5,5,2,3,1,0,0,0,0,259,14,273,464,Grupo de Recuento,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,412,C01,91,102,6,9,3,12,6,26,10,6,0,2,1,0,0,0,0,274,9,283,463,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,413,B,160,184,2,14,1,23,3,20,10,13,2,3,0,0,0,0,0,435,12,447,702,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,413,C01,140,190,9,8,6,20,5,15,3,10,1,3,1,0,0,0,0,411,21,432,701,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,413,C02,158,185,7,9,3,21,10,14,3,14,2,1,0,1,0,0,0,428,11,439,701,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,414,B,154,64,6,4,1,1,4,5,5,1,0,5,0,0,0,0,0,250,12,262,558,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,414,C01,193,81,3,2,2,2,2,5,0,1,1,5,0,0,0,0,0,297,3,300,558,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,414,C02,173,50,3,4,2,4,2,3,1,3,0,11,0,0,0,0,0,256,5,261,557,Acta casilla,,,
1,26,SONORA,10,HERMOSILLO NORESTE,49,HERMOSILLO,415,B,127,113,3,5,4,5,2,13,4,4,4,6,0,0,0,0,0,290,10,300,642,Acta casilla,,,
