CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,PRD_PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,800,1,72,30,306,1,5,0,1,1,0,0,1,5,0,422,6,428,689
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1647,3,164,385,363,25,10,6,4,51,10,0,2,2,0,1022,24,1046,1599
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1648,2,125,170,205,11,5,6,3,12,2,0,1,7,0,547,21,568,875
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1649,3,172,132,177,4,5,8,5,25,3,0,0,3,0,534,21,555,764
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1650,2,129,210,281,18,8,12,4,24,6,0,5,2,0,699,11,710,1289
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1651,2,186,255,256,35,6,21,4,46,7,0,3,4,0,823,37,860,1379
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1652,2,142,189,223,23,3,9,3,61,3,0,6,17,1,679,10,690,1062
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1653,1,54,69,30,3,0,0,0,2,0,0,0,0,0,158,10,168,265
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1654,1,47,88,81,7,2,1,0,11,4,0,1,0,0,242,0,242,448
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1655,1,31,88,121,1,2,2,0,8,2,0,5,5,0,265,0,265,504
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1656,2,41,138,59,40,3,1,1,2,0,0,0,0,0,285,10,295,1115
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1657,1,33,84,23,2,3,1,0,5,1,0,0,0,0,152,2,154,281
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1658,1,59,99,25,0,0,0,0,5,1,0,0,0,0,189,9,198,360
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1659,1,39,40,35,7,2,1,2,31,1,0,1,2,0,161,9,170,307
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1660,1,23,39,44,3,3,2,2,38,0,0,0,0,0,154,3,157,221
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2113,2,208,224,330,4,5,69,8,12,1,0,6,8,0,875,26,901,1337
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2114,3,199,252,366,10,3,91,5,39,12,0,6,20,0,1003,22,1025,1594
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2115,2,200,359,229,6,4,69,14,39,5,0,7,12,0,944,18,962,1250
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2116,4,375,325,477,12,6,213,12,45,5,0,7,15,0,1492,71,1563,2325
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2117,2,207,218,190,7,2,57,2,33,4,0,4,8,0,732,21,753,1098
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2118,4,364,386,590,9,5,145,15,45,4,0,17,28,1,1608,47,1656,2599
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2119,2,79,236,358,11,4,39,4,24,3,0,5,15,0,778,23,801,1288
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2120,2,44,92,255,11,3,14,7,7,3,0,4,10,0,450,14,464,801
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2121,2,152,160,210,9,7,29,5,13,4,0,2,12,0,603,21,624,984
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2122,1,152,120,170,2,1,17,5,5,0,0,5,11,0,488,34,522,749
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2123,3,490,166,288,8,8,53,14,11,4,0,1,1,0,1044,40,1084,1570
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2124,1,35,35,55,1,0,13,2,2,1,0,1,2,0,147,12,159,241
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2125,1,79,112,112,9,1,26,4,5,1,0,1,4,0,354,23,377,551
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2126,1,118,91,133,1,1,13,2,1,0,0,6,2,0,368,8,376,569
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2127,2,169,152,275,1,7,42,3,8,1,0,0,6,0,664,19,683,1018
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2128,1,38,65,32,1,1,3,1,1,1,0,0,0,0,143,3,146,239
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2129,1,51,22,51,1,1,3,1,0,0,0,0,1,0,131,4,135,152
5,16,MICHOACAN,13,ZITÁCUARO,5,ANGANGUEO,52,2,141,232,119,146,55,9,5,17,5,0,1,13,0,743,26,769,1022
5,16,MICHOACAN,13,ZITÁCUARO,5,ANGANGUEO,53,1,46,227,78,102,6,1,2,22,3,0,1,7,0,495,17,512,732
5,16,MICHOACAN,13,ZITÁCUARO,5,ANGANGUEO,54,2,74,204,104,98,14,0,0,21,5,0,0,5,0,525,15,540,761
5,16,MICHOACAN,13,ZITÁCUARO,5,ANGANGUEO,55,3,195,367,205,363,194,4,7,59,22,0,8,14,0,1438,20,1458,1979
5,16,MICHOACAN,13,ZITÁCUARO,5,ANGANGUEO,56,2,28,265,198,241,95,3,3,6,16,0,4,16,0,875,24,899,1177
5,16,MICHOACAN,13,ZITÁCUARO,5,ANGANGUEO,57,3,111,596,248,201,55,8,7,34,4,0,1,13,0,1278,44,1322,1893
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1378,2,210,83,200,183,122,8,6,23,2,0,3,11,0,851,31,882,1117
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1379,2,265,132,247,227,177,13,10,13,6,0,5,9,0,1104,31,1135,1478
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1380,1,62,60,111,114,85,3,0,1,0,0,1,7,0,444,25,469,619
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1381,2,141,82,271,268,101,6,18,11,5,0,5,10,0,918,33,951,1275
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1382,1,24,29,47,72,62,0,3,0,3,0,2,6,0,248,8,256,337
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1383,2,137,187,245,258,160,4,11,8,1,0,1,10,0,1022,23,1045,1307
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1384,3,153,219,139,342,349,2,18,4,1,0,3,13,0,1243,27,1270,1838
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1385,3,105,296,176,424,271,1,4,9,3,0,5,20,0,1314,50,1364,2111
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1386,3,50,337,80,403,292,8,4,5,3,0,1,8,0,1191,37,1228,1648
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1387,2,92,104,117,187,159,2,6,6,3,0,6,9,0,691,21,712,987
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1388,3,134,150,177,333,319,10,13,17,9,0,11,11,3,1184,28,1215,1542
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2578,2,246,119,153,14,3,24,22,25,19,0,12,11,3,648,26,677,1314
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2579,2,263,202,158,10,10,28,21,41,21,0,6,10,0,770,30,800,1318
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2580,2,231,136,115,2,3,15,26,21,5,0,3,10,1,567,6,574,923
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2581,2,178,129,117,6,2,20,5,31,5,0,7,2,0,502,13,515,822
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2582,2,241,97,145,6,0,12,6,29,10,0,7,7,0,560,10,570,904
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2583,2,303,190,198,34,7,28,12,40,7,0,3,10,1,832,28,861,1465
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2584,6,530,303,563,31,11,47,58,94,29,0,12,26,3,1704,73,1780,2530
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2585,6,689,221,659,34,18,40,52,82,42,0,22,68,6,1927,93,2026,3921
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2586,2,197,134,200,8,5,20,13,22,14,0,1,11,0,625,18,643,994
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2587,2,268,152,223,8,4,14,6,34,13,0,6,10,1,738,16,755,1208
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2588,2,249,161,145,8,4,20,12,48,8,0,6,2,0,663,24,687,1103
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2589,2,212,143,108,6,4,20,9,25,6,0,6,3,0,542,21,563,906
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2590,1,156,82,88,1,2,4,5,13,7,0,6,1,0,365,12,377,592
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2591,2,211,208,138,8,8,24,7,23,13,0,6,3,2,649,14,665,1022
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2592,2,217,161,217,8,7,31,10,39,13,0,5,10,0,718,35,753,1331
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2593,2,175,97,169,10,4,22,17,24,13,0,8,17,1,556,19,576,970
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2594,2,169,144,204,9,6,39,22,28,8,0,7,15,1,651,30,682,1193
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2595,2,166,112,144,11,8,26,15,32,10,0,13,10,0,547,32,579,1044
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2596,2,128,97,97,7,3,13,21,36,10,0,0,4,0,416,14,430,798
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2597,2,190,102,220,11,4,25,23,26,18,0,2,16,0,637,55,692,1279
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2598,2,153,114,157,7,5,24,13,42,14,0,7,14,0,550,21,571,1093
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2599,2,164,117,151,7,5,18,12,33,18,0,5,8,3,538,26,567,1023
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2600,1,173,97,90,4,1,14,6,36,6,0,4,1,0,432,14,446,729
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2601,1,132,106,116,7,3,24,6,18,10,0,3,10,3,435,20,458,709
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2602,2,196,117,240,10,9,26,10,53,17,0,10,19,2,707,36,745,1420
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2603,2,206,99,187,10,4,21,10,51,12,0,5,8,0,613,38,651,1124
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2604,2,181,95,102,5,4,21,5,19,8,0,1,1,0,442,12,454,756
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2605,2,176,99,139,5,5,21,6,34,21,0,4,11,0,521,21,542,901
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2606,2,119,90,141,7,3,19,9,28,10,0,4,6,1,436,13,450,850
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2607,2,200,114,152,5,6,23,21,50,24,0,5,12,2,612,35,649,1153
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2608,2,177,80,155,9,10,26,29,27,11,0,1,11,1,536,34,571,1184
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2609,2,182,156,230,13,4,34,17,33,16,0,6,8,0,699,12,711,1162
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2610,5,555,296,559,20,7,65,28,123,42,0,6,27,0,1728,66,1794,3035
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2611,2,130,64,170,11,7,18,13,25,14,0,4,13,0,469,19,488,979
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2612,2,147,98,165,16,8,13,18,17,10,0,2,3,1,497,7,505,949
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2613,2,257,93,206,11,3,26,15,38,26,0,8,19,0,702,39,741,1386
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2614,2,150,73,140,8,8,10,8,31,9,0,4,8,2,449,18,469,859
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2615,3,284,134,229,12,5,34,13,71,19,0,6,20,0,827,35,862,1507
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2616,2,166,91,245,12,6,10,25,25,22,0,13,21,0,636,27,663,1243
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2617,2,109,88,189,8,7,23,28,27,16,0,1,5,0,501,27,528,948
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2618,2,128,71,177,9,8,14,18,29,20,0,3,20,1,497,24,522,1024
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2619,2,182,84,211,24,8,8,20,16,15,0,1,21,1,590,36,627,1104
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2620,3,297,105,291,14,12,41,19,42,19,0,5,23,0,868,35,903,1788
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2621,1,31,75,96,4,2,4,1,5,1,0,7,11,0,237,10,247,353
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2622,3,152,220,429,18,8,16,24,37,27,0,15,34,2,980,79,1061,1845
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2623,2,134,183,215,34,12,15,11,14,13,0,8,23,2,662,41,705,1391
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2624,1,5,28,34,5,1,0,0,1,5,0,0,12,0,91,5,96,176
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2625,2,33,219,268,17,3,9,3,18,6,0,15,27,0,618,64,682,1143
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2626,2,56,198,316,26,16,2,9,12,10,0,18,16,0,679,57,736,1319
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2627,1,60,37,105,3,8,4,22,3,16,0,0,8,2,266,0,268,572
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2628,3,90,209,382,27,15,12,30,44,25,0,16,77,8,927,39,974,1929
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2629,4,391,305,474,35,21,18,31,67,19,0,14,44,3,1419,73,1495,2685
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2630,2,118,98,271,22,4,10,16,16,6,0,8,13,0,582,23,605,961
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2631,2,77,74,288,26,2,6,9,17,11,0,4,42,0,556,34,590,995
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2632,2,183,123,185,13,10,9,21,16,7,0,6,18,0,591,36,627,1257
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2633,1,48,66,171,2,13,0,5,5,4,0,2,12,0,328,26,354,705
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2634,2,26,186,218,12,8,3,23,16,6,0,3,18,1,519,40,560,894
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2635,2,29,226,155,14,6,3,5,11,3,0,15,11,0,478,37,515,940
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2636,2,80,246,251,11,18,1,7,19,5,0,22,26,0,686,64,750,1457
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2637,3,250,182,320,22,14,25,40,25,17,0,13,15,7,923,57,987,1753
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2638,4,404,313,467,35,18,24,36,67,28,0,25,39,0,1456,81,1537,2752
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2639,2,186,130,268,11,13,14,23,38,10,0,8,11,0,712,43,755,1360
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2640,4,273,307,483,29,17,12,52,50,21,0,14,31,0,1289,58,1347,2686
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2641,3,134,223,478,28,17,9,42,38,21,0,20,39,0,1049,85,1134,1905
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2642,3,90,238,533,39,27,8,60,27,7,0,18,42,0,1089,103,1192,1993
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2643,4,358,339,457,26,13,23,31,66,34,0,27,33,0,1407,85,1492,2770
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2644,4,389,166,444,27,23,29,36,70,36,0,6,48,1,1274,86,1361,2355
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2645,3,286,177,346,20,14,26,21,44,30,0,4,14,1,982,28,1011,1889
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2646,2,186,189,216,11,13,11,8,38,13,0,5,13,0,703,34,737,1384
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2647,1,26,134,182,6,3,0,4,14,1,0,5,10,1,385,16,402,589
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2648,1,69,123,111,3,4,2,6,7,1,0,5,4,0,335,9,344,452
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2649,2,97,184,305,4,9,4,8,14,16,0,3,57,2,701,23,726,1092
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2650,3,216,233,344,24,18,24,33,62,26,0,10,13,0,1003,51,1054,1998
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2651,3,281,182,223,35,24,7,22,52,5,0,9,42,1,882,52,935,1607
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2652,3,103,341,395,10,13,19,38,44,27,0,20,31,1,1041,44,1086,1704
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2653,2,41,129,219,16,5,6,16,7,9,0,7,11,0,466,22,488,820
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2654,3,270,188,197,21,11,11,38,33,11,0,15,21,1,816,56,873,1627
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2655,2,148,129,301,19,11,5,32,26,10,0,22,29,2,732,45,779,1300
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2656,1,11,59,178,1,6,1,1,1,2,0,10,7,0,277,7,284,420
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2657,2,61,119,196,0,0,0,0,5,2,0,0,0,0,383,39,422,780
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2658,4,266,169,517,35,18,21,64,27,17,0,12,48,0,1194,84,1278,2382
5,16,MICHOACAN,13,ZITÁCUARO,113,ZITÁCUARO,2659,1,28,66,120,6,2,1,3,5,3,0,3,10,0,247,14,261,419
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1440,4,176,268,496,19,8,27,40,69,53,0,7,8,0,1171,61,1232,1724
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1441,2,94,159,356,18,13,6,37,36,33,0,3,12,0,767,34,801,1092
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1442,2,90,176,308,19,5,13,7,39,23,0,2,5,0,687,21,708,922
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1443,2,122,222,340,19,11,13,19,40,29,0,3,6,0,824,39,863,1208
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1444,2,151,202,277,9,5,20,13,45,18,0,1,4,0,745,26,771,1020
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1445,3,191,255,502,18,8,26,15,39,34,0,3,8,0,1099,39,1138,1665
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1446,3,131,217,716,32,18,20,24,61,45,0,4,14,0,1282,47,1329,1913
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1447,2,63,135,446,24,7,22,18,18,24,0,4,11,0,772,42,814,1186
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1448,3,121,224,654,36,11,63,19,46,57,0,8,13,0,1252,42,1294,1985
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1449,4,12,19,629,9,5,4,9,53,16,0,2,10,0,768,20,788,2332
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1450,3,121,156,535,9,5,18,48,23,41,0,1,16,0,973,47,1020,1817
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1451,3,99,314,564,22,12,22,25,40,28,0,1,12,1,1139,37,1177,1412
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1452,2,43,217,471,1,5,6,24,6,7,0,1,4,0,785,16,801,1462
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1453,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1454,2,54,183,490,6,5,13,17,4,12,0,5,6,0,795,30,825,1113
5,16,MICHOACAN,14,URUAPAN NORTE,66,PARACHO,1455,3,18,64,679,7,2,109,29,7,82,0,5,16,0,1018,82,1100,1778
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2175,3,27,67,132,7,12,6,6,13,3,0,0,3,0,276,16,292,2154
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2176,2,414,63,99,5,10,11,4,18,4,0,1,3,1,632,22,655,1144
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2177,3,188,146,281,8,31,10,8,26,16,0,1,0,3,715,22,740,1635
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2178,2,74,104,94,7,24,7,9,16,4,0,3,9,1,351,18,370,805
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2179,3,209,147,284,5,26,15,33,45,23,0,0,4,0,791,25,816,1724
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2180,2,128,128,214,9,18,11,10,32,13,0,2,4,0,569,14,583,1287
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2181,3,166,182,181,6,22,7,17,22,10,0,1,2,2,616,33,651,1543
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2182,3,376,96,138,8,11,26,7,34,12,0,2,3,0,713,17,730,1532
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2183,1,124,55,126,7,8,6,10,23,11,0,2,3,0,375,26,401,743
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2184,3,227,158,287,13,27,16,22,32,17,0,2,9,2,810,31,843,2058
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2185,4,474,217,313,15,35,38,22,50,32,0,0,6,0,1202,28,1230,2861
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2186,3,324,163,362,22,19,20,10,45,29,0,2,12,0,1008,25,1033,1411
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2187,2,225,136,169,8,13,7,9,22,13,0,1,3,2,606,24,632,1260
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2188,2,186,100,184,8,10,9,7,15,11,0,54,113,1,697,16,714,1181
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2189,3,163,163,209,3,22,12,13,24,16,0,4,6,0,635,26,661,1511
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2190,2,128,112,196,5,21,12,7,11,11,0,2,5,0,510,17,527,1075
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2191,2,167,73,142,5,20,12,8,17,7,0,1,2,0,454,6,460,892
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2192,2,151,96,156,5,22,11,7,13,14,0,3,5,0,483,20,503,958
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2193,2,156,96,147,12,18,10,3,22,13,0,1,5,0,483,10,493,941
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2194,2,148,88,156,13,13,18,8,19,23,0,2,3,1,491,14,506,1108
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2195,5,119,359,479,38,25,14,31,39,27,0,10,17,1,1158,34,1193,3115
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2196,3,147,157,318,16,23,13,4,31,24,0,4,8,0,745,32,777,1869
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2197,3,121,142,290,12,18,4,10,50,13,0,0,4,0,664,31,695,1697
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2198,3,120,176,297,27,17,8,11,39,5,0,1,10,0,711,48,759,1743
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2199,2,181,80,162,6,10,10,10,24,9,0,1,5,1,498,12,511,930
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2200,2,136,86,173,8,12,8,6,22,27,0,0,5,0,483,25,508,1007
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2201,2,289,93,119,3,13,13,9,24,16,0,0,2,1,581,31,613,1037
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2202,2,130,93,104,4,14,7,6,24,14,0,2,4,0,402,18,420,932
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2203,2,141,75,185,6,11,11,7,29,16,0,4,0,0,485,10,495,1095
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2204,1,164,55,114,3,7,0,3,13,13,0,1,9,0,382,18,400,724
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2205,1,161,61,72,3,3,9,5,14,13,0,1,0,0,342,11,353,653
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2206,2,184,141,185,14,19,19,5,16,13,0,2,6,0,604,29,633,1363
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2208,2,180,90,119,5,16,12,10,30,15,0,0,2,4,479,18,501,1148
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2209,2,118,76,158,12,13,11,5,21,6,0,0,4,1,424,8,433,1090
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2210,3,156,147,184,8,19,15,20,41,11,0,2,3,2,606,21,629,1567
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2211,2,156,135,162,5,6,17,3,19,18,0,0,2,2,523,31,556,1005
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2212,2,175,72,110,7,12,12,11,26,13,0,0,3,2,441,14,457,882
