CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,PRD_PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1959,B,147,87,94,127,8,6,1,4,2,0,1,5,0,482,19,501,718,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1959,C01,127,80,93,132,6,11,1,3,1,0,0,3,0,457,15,472,718,RECUENTO,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1960,B,160,55,94,97,5,3,0,4,2,0,0,6,0,426,5,431,614,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1960,C01,149,78,105,80,3,4,0,3,1,0,0,0,0,423,11,434,614,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1960,C02,107,53,110,85,3,5,1,11,0,0,1,10,0,386,5,391,613,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1961,B,145,35,66,91,6,1,0,2,1,0,1,3,0,351,6,357,503,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1961,C01,144,54,71,62,2,11,0,3,0,0,2,2,0,351,8,359,503,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1961,C02,131,66,61,64,6,4,2,8,3,0,0,4,0,349,13,362,503,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1962,B,58,115,89,68,3,68,2,4,0,0,0,0,0,407,0,407,709,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1962,C01,70,85,100,59,0,59,0,10,2,0,2,3,0,390,21,411,708,RECUENTO,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1963,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,SIN BOLETAS,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1963,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,SIN BOLETAS,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1964,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,SIN BOLETAS,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1965,B,46,65,72,119,3,6,1,15,1,0,0,6,0,334,8,342,594,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1965,C01,65,70,92,79,7,7,4,16,1,0,0,0,0,341,8,349,593,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1965,C02,59,57,87,88,0,8,1,10,2,0,3,2,0,317,3,320,593,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1966,B,23,56,42,131,1,3,4,2,1,0,0,2,0,265,5,270,453,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1966,C01,21,50,67,126,0,2,0,2,0,0,2,2,0,272,6,278,453,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1966,E01,13,32,106,91,3,9,1,6,0,0,0,1,0,262,0,262,499,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1966,E01C01,31,26,120,111,2,4,1,2,0,0,0,0,0,297,8,305,498,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1967,B,36,52,79,236,6,4,4,1,0,0,0,12,0,430,13,443,690,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1967,C01,48,84,84,192,4,7,1,1,0,0,0,0,0,421,11,432,689,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1967,C02,65,77,75,156,9,5,4,2,0,0,0,6,0,399,12,411,689,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1967,C03,58,70,91,159,5,4,3,4,1,0,3,3,0,401,7,408,689,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1968,B,36,44,90,91,6,2,1,0,3,0,0,6,0,279,17,296,393,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1968,C01,17,32,51,31,5,6,1,0,0,0,0,2,0,145,8,153,393,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1969,B,49,35,90,161,6,25,4,5,1,0,0,0,0,376,7,383,605,RECUENTO,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1969,C01,61,51,88,119,3,22,0,4,1,0,0,0,0,349,0,349,605,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1970,B,39,82,91,127,8,3,0,0,0,0,0,4,0,354,0,354,712,RECUENTO,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1970,C01,36,81,87,137,4,2,0,1,0,0,0,8,0,356,16,372,711,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1971,B,54,73,164,126,8,8,2,5,2,0,0,10,0,452,15,467,743,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1971,C01,60,102,163,109,6,5,3,4,4,0,0,7,0,463,28,491,742,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1971,C02,44,86,136,151,7,12,3,6,1,0,0,6,0,452,15,467,742,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1972,B,54,74,149,98,8,12,1,0,0,0,1,13,0,410,8,418,660,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1972,C01,65,88,131,84,12,3,0,3,2,0,1,9,0,398,10,408,659,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1973,B,75,78,95,64,2,4,1,5,0,0,0,2,0,326,22,348,619,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1973,C01,49,59,113,79,1,11,3,2,5,0,1,2,0,325,11,336,618,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1974,B,99,67,91,115,4,4,3,11,4,0,2,4,0,404,12,416,705,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1974,C01,76,68,97,99,4,0,4,8,2,0,2,4,0,364,11,375,704,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1974,C02,100,48,71,113,8,7,4,5,3,0,0,1,0,360,17,377,704,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1975,B,24,65,204,30,5,2,1,1,1,0,0,5,0,338,12,350,535,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1975,C01,29,55,180,38,9,5,4,2,1,0,1,1,0,325,15,340,535,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1975,C02,32,65,196,47,6,3,0,5,2,0,0,8,0,364,8,372,535,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1977,B,51,86,99,53,0,1,1,0,0,0,1,5,0,297,9,306,481,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1977,C01,35,76,87,60,4,4,1,1,1,0,0,5,0,274,3,277,481,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1977,E01,112,49,44,11,4,16,1,21,7,0,0,0,1,265,23,289,521,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1977,E01C01,118,50,45,4,3,17,0,14,10,0,0,0,0,261,14,275,520,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1977,E02,102,75,65,15,5,21,4,12,10,0,0,0,2,309,11,322,666,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1977,E02C01,100,82,65,14,5,16,1,10,6,0,0,0,0,299,13,312,665,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1977,E03,86,63,62,23,4,15,2,16,8,0,0,5,0,284,0,284,681,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1977,E03C01,98,62,59,31,7,16,2,8,5,0,0,1,0,289,20,309,681,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1977,E03C02,96,51,57,23,2,14,1,15,8,0,0,1,3,268,15,286,681,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1977,E03C03,84,58,52,5,25,17,1,16,7,0,0,1,0,266,15,281,680,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1977,E04,49,42,171,84,8,4,2,6,3,0,0,5,0,374,12,386,733,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1977,E04C01,59,43,113,47,6,7,2,10,4,0,2,7,0,300,18,318,733,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1977,E04C02,65,52,114,43,8,7,0,2,4,0,0,1,0,296,9,305,733,RECUENTO,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1977,E04C03,56,35,105,86,6,9,5,4,0,0,0,6,0,312,13,325,733,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1978,B,106,9,99,55,1,1,0,5,1,0,0,5,0,282,4,286,461,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1978,C01,108,13,107,62,1,4,1,3,2,0,0,8,0,309,4,313,461,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,1978,E01,57,52,43,11,8,9,5,8,12,0,3,2,0,210,8,218,521,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2678,B,27,23,43,20,2,8,2,12,2,0,0,0,0,139,4,143,425,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2678,C01,33,34,37,26,0,3,4,6,2,0,2,1,0,148,0,148,425,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2679,B,143,38,37,6,1,8,1,12,4,0,3,1,0,254,11,265,486,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2679,C01,145,41,44,7,1,14,5,14,3,0,2,1,0,277,8,285,486,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2680,B,101,39,97,12,4,14,3,12,14,0,0,4,0,300,16,316,666,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2681,B,69,35,100,18,9,4,1,6,3,0,0,0,0,245,8,253,448,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2681,C01,62,35,101,22,4,4,3,2,4,0,1,0,0,238,10,248,448,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2682,B,86,71,81,25,2,14,2,19,7,0,1,3,1,311,20,332,658,RECUENTO,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2683,B,55,38,40,25,9,4,4,6,5,0,0,1,0,187,12,199,658,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2684,B,30,36,33,17,5,2,0,4,1,0,2,1,0,131,0,131,395,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2684,C01,34,33,33,20,6,3,0,8,2,0,1,2,0,142,7,149,394,RECUENTO,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2685,B,41,26,31,31,6,9,1,5,6,0,0,0,0,156,10,166,415,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2685,C01,48,33,37,30,3,6,4,6,3,0,1,2,0,173,8,181,414,RECUENTO,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2686,B,66,30,50,8,1,12,4,4,5,0,0,0,0,180,13,193,444,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2686,C01,53,46,46,12,4,8,0,7,6,0,0,1,0,183,0,183,443,RECUENTO,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2687,B,38,43,32,35,4,5,1,7,4,0,1,5,1,175,8,184,462,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2687,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,SIN BOLETAS,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2688,B,35,45,29,28,4,2,2,6,2,0,0,1,0,154,5,159,376,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2688,C01,31,44,23,20,2,3,0,7,5,0,0,2,0,137,10,147,375,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2689,B,86,52,50,26,9,12,3,15,5,0,0,4,1,262,18,281,672,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2689,C01,77,59,60,38,7,17,4,9,7,0,0,8,1,286,12,299,672,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2690,B,69,27,58,25,2,9,3,7,4,0,0,3,0,207,5,212,415,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2690,C01,62,23,62,26,3,8,1,9,4,0,1,0,0,199,8,207,414,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2691,B,88,63,54,13,4,29,2,16,7,0,2,3,0,281,16,297,475,RECUENTO,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2691,E01,37,25,33,13,6,2,3,4,1,0,2,3,0,129,2,131,286,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2693,B,86,49,59,39,6,17,2,9,4,0,1,5,0,277,9,286,644,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2694,B,89,64,73,46,4,24,5,6,11,0,1,6,0,329,21,350,740,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2695,B,62,26,47,15,5,8,1,6,6,0,31,189,2,396,7,405,406,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2695,C01,45,40,41,22,4,11,2,9,6,0,2,3,0,185,9,194,406,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2696,B,83,39,39,11,10,15,0,6,5,0,0,3,0,211,16,227,429,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2696,C01,75,39,27,9,3,12,2,11,8,0,0,0,1,186,14,201,428,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2697,B,99,49,75,14,6,34,2,14,10,0,0,0,0,303,13,316,654,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2697,C01,102,63,76,16,5,20,2,12,5,0,0,2,0,303,19,322,653,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2698,B,74,21,61,23,6,14,2,8,6,0,0,2,0,217,7,224,551,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2698,C01,79,30,56,40,4,12,1,14,8,0,1,7,2,252,14,268,550,RECUENTO,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2699,B,120,38,81,16,6,11,2,10,0,0,0,1,0,285,12,297,533,ACTA CASILLA,,,
5,16,MICHOACAN,8,ZINAPÉCUARO,89,TARÍMBARO,2699,C01,111,57,74,9,10,15,4,13,5,0,1,2,1,301,19,321,533,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1979,B,209,120,74,2,2,3,2,9,1,0,2,0,0,424,18,442,708,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1979,C01,245,86,59,0,0,3,0,6,0,0,0,0,0,399,12,411,707,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1980,B,152,73,83,3,2,1,0,7,0,0,1,3,0,325,11,336,543,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1981,B,204,68,123,3,1,2,0,8,1,0,0,5,0,415,15,430,741,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1981,C01,219,77,132,3,1,2,2,8,3,0,0,0,0,447,17,464,740,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1982,B,190,107,65,2,3,8,6,5,1,0,2,4,0,393,18,411,703,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1982,C01,192,87,90,3,1,4,4,6,2,0,0,1,1,390,18,409,702,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1983,B,166,71,113,6,1,3,4,5,1,0,2,8,0,380,6,386,634,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1983,C01,151,87,117,5,3,1,0,1,0,0,3,9,0,377,6,383,634,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1984,B,114,59,125,4,0,1,0,3,0,0,2,13,0,321,15,336,613,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1984,C01,134,42,109,9,4,0,2,2,2,0,5,4,0,313,9,322,613,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1985,B,183,96,82,9,2,1,0,5,1,0,2,4,1,385,17,403,691,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1985,C01,207,86,60,5,1,5,1,2,0,0,1,4,0,372,12,384,690,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1986,B,133,55,135,2,1,2,1,5,0,0,1,18,0,353,14,367,598,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1986,C01,116,49,149,0,0,0,0,6,1,0,0,0,0,321,10,331,598,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1986,C02,142,42,131,1,4,0,1,9,1,0,0,0,0,331,9,340,597,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1987,B,112,56,52,8,1,1,1,1,1,0,2,10,0,245,8,253,426,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1988,B,173,51,134,9,0,0,0,0,0,0,0,16,0,383,9,392,617,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1989,B,78,69,124,2,1,0,2,5,0,0,0,6,0,287,4,291,512,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1989,C01,60,76,145,3,0,1,0,5,0,0,0,5,0,295,5,300,512,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1989,C02,75,182,111,3,0,1,2,5,0,0,0,3,0,382,2,384,512,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1990,B,84,151,77,1,5,0,2,4,0,0,2,0,0,326,9,335,571,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1991,B,65,58,84,1,1,1,2,3,0,0,0,3,0,218,4,222,379,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1991,C01,58,65,71,6,0,5,0,0,0,0,0,2,0,207,3,210,378,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1991,E01,40,88,113,13,1,0,2,18,1,0,1,2,1,279,6,286,503,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1992,B,65,37,84,2,1,0,1,3,1,0,2,4,0,200,9,209,401,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1993,B,35,50,125,0,2,0,1,2,0,0,0,3,0,218,1,219,405,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,90,TEPALCATEPEC,1994,B,42,76,106,3,0,0,3,6,1,0,1,2,0,240,3,243,369,ACTA CASILLA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,1995,B,25,123,246,0,3,4,0,32,2,0,4,2,0,441,15,456,605,ACTA CASILLA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,1995,C01,23,121,260,2,4,2,2,30,2,0,2,3,0,451,8,459,604,ACTA CASILLA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,1996,B,19,115,253,2,4,5,1,42,5,0,0,3,0,449,10,459,620,ACTA CASILLA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,1996,C01,23,101,234,2,2,1,2,50,3,0,1,2,2,421,17,440,619,ACTA CASILLA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,1996,C02,21,87,273,2,4,2,0,46,5,0,0,3,3,443,4,450,619,ACTA CASILLA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,1997,B,8,115,242,2,2,2,1,29,2,0,0,3,0,406,11,417,539,ACTA CASILLA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,1997,C01,25,96,228,2,1,3,0,34,2,0,2,10,1,403,16,420,539,ACTA CASILLA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,1997,C02,16,99,240,2,3,0,3,24,0,0,1,4,0,392,27,419,538,ACTA CASILLA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,1998,B,39,116,186,1,4,1,1,40,3,0,1,4,0,396,21,417,574,ACTA CASILLA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,1998,C01,27,106,222,4,8,2,0,39,0,0,2,2,0,412,10,422,573,ACTA CASILLA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,1999,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,NO INSTALADA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,1999,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,NO INSTALADA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,2000,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,NO INSTALADA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,2000,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,NO INSTALADA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,2000,C02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,NO INSTALADA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,2001,B,6,55,201,0,2,0,4,106,3,0,0,1,0,378,12,390,559,ACTA CASILLA,,,
5,16,MICHOACAN,15,PÁTZCUARO,91,TINGAMBATO,2001,E01,17,37,117,0,0,2,0,35,3,0,1,1,0,213,7,220,286,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,92,TINGÜINDÍN,2002,B,204,53,135,3,5,3,0,4,3,0,0,3,0,413,9,422,636,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,92,TINGÜINDÍN,2002,C01,198,58,141,2,2,1,0,3,0,0,1,2,0,408,18,426,636,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,92,TINGÜINDÍN,2003,B,126,68,90,2,6,2,1,4,0,0,2,0,0,301,9,310,429,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,92,TINGÜINDÍN,2003,C01,117,71,91,1,1,0,0,4,1,0,0,3,0,289,6,295,429,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,92,TINGÜINDÍN,2004,B,138,75,85,3,5,8,0,5,0,0,3,1,0,323,1,324,462,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,92,TINGÜINDÍN,2004,C01,160,87,71,0,3,2,1,0,2,0,2,0,0,328,7,335,462,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,92,TINGÜINDÍN,2005,B,225,94,129,1,3,7,2,3,2,0,0,3,0,469,8,477,718,ACTA CASILLA,,,
