ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PRI_PVEM_PT_NVA_ALIANZA,PRI_PVEM_PT,PRI_PVEM_NVA_ALIANZA,PRI_PT_NVA_ALIANZA,PVEM_PT_NVA_ALIANZA,PRI_PVEM,PRI_PT,PRI_NVA_ALIANZA,PVEM_PT,PVEM_NVA_ALIANZA,PT_NVA_ALIANZA,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,12,1,7,97,0,1,1,19,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,130,2,132,224
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,13,1,19,115,2,2,3,77,1,1,2,0,1,0,0,1,0,1,0,0,0,1,0,226,10,236,403
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,14,1,18,136,1,1,1,44,8,0,1,0,0,0,0,1,0,0,0,0,0,4,0,215,6,221,400
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,15,1,8,29,0,0,1,24,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,65,1,66,166
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,16,1,14,53,0,0,0,24,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,98,1,99,246
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,17,4,911,314,118,5,9,7,19,20,3,0,0,0,0,1,0,0,0,0,0,221,1,1628,29,1658,2873
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,18,3,495,154,92,1,6,2,9,17,1,0,1,0,0,1,0,0,0,0,0,88,0,867,18,885,1590
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,19,2,477,137,26,2,2,2,8,8,2,0,0,1,0,2,0,1,0,0,0,93,0,761,24,785,1355
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,20,2,414,155,26,0,2,1,11,5,0,0,2,0,0,2,0,1,0,0,0,51,1,670,11,682,1084
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,21,1,242,105,6,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,45,0,404,5,409,643
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,22,2,282,106,36,4,3,1,6,5,0,0,1,0,0,1,0,0,0,0,0,51,1,496,20,517,938
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,23,2,325,112,38,3,2,1,16,13,1,0,1,0,0,2,0,0,0,0,0,60,0,574,15,589,1038
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,24,2,349,144,13,2,3,1,8,5,0,0,0,0,0,1,0,0,0,0,0,63,0,589,6,595,983
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,25,1,249,88,8,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,39,0,388,6,394,673
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,26,1,224,106,4,0,1,1,5,8,2,0,0,0,0,1,1,0,0,0,0,66,0,419,5,424,685
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,27,2,454,181,35,3,3,2,4,4,1,2,1,0,0,2,0,0,0,0,0,82,0,774,14,788,1318
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,28,3,481,192,53,4,6,4,4,11,0,0,1,0,0,3,0,3,0,0,0,95,0,857,24,881,1527
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,30,1,64,55,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,139,5,144,259
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,31,1,20,39,4,2,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,7,0,78,4,82,194
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,32,1,114,92,29,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,248,6,254,578
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,34,3,529,293,24,4,3,3,8,7,1,0,1,1,0,5,1,1,0,0,0,74,0,955,21,976,1672
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,35,1,119,42,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,1,171,0,172,295
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,36,1,54,24,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,92,4,96,166
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,37,1,43,36,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,87,2,89,149
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,3218,2,166,48,9,1,0,2,6,4,0,0,0,0,0,0,0,0,0,0,1,74,0,311,4,315,658
8,CHIHUAHUA,20,CAMARGO,3,ALLENDE,38,2,316,334,13,4,1,0,17,4,0,0,0,0,0,1,0,3,0,1,0,97,0,791,16,807,1120
8,CHIHUAHUA,20,CAMARGO,3,ALLENDE,39,1,319,291,4,1,3,2,14,3,1,0,0,0,0,1,0,1,0,0,0,67,0,707,9,716,1038
8,CHIHUAHUA,20,CAMARGO,3,ALLENDE,40,2,224,194,3,3,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,32,1,461,12,474,678
8,CHIHUAHUA,20,CAMARGO,3,ALLENDE,41,1,264,239,1,4,3,2,11,2,0,1,1,0,0,2,0,4,0,0,0,68,0,602,12,614,872
8,CHIHUAHUA,20,CAMARGO,3,ALLENDE,43,1,142,149,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,298,2,300,521
8,CHIHUAHUA,20,CAMARGO,3,ALLENDE,47,1,82,74,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,166,1,167,300
8,CHIHUAHUA,20,CAMARGO,3,ALLENDE,48,1,109,69,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,8,0,190,3,193,271
8,CHIHUAHUA,20,CAMARGO,3,ALLENDE,49,1,55,68,2,1,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,14,0,149,4,153,205
8,CHIHUAHUA,20,CAMARGO,3,ALLENDE,50,1,63,62,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,11,0,141,2,143,195
8,CHIHUAHUA,20,CAMARGO,3,ALLENDE,52,1,115,115,5,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,23,0,262,5,267,392
8,CHIHUAHUA,20,CAMARGO,3,ALLENDE,53,1,234,122,11,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,40,0,411,8,419,645
8,CHIHUAHUA,20,CAMARGO,3,ALLENDE,54,1,166,141,15,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,29,0,355,9,364,542
8,CHIHUAHUA,20,CAMARGO,3,ALLENDE,55,3,165,180,0,0,0,1,18,0,0,0,1,0,0,3,0,5,0,0,0,20,0,393,6,399,501
8,CHIHUAHUA,11,MEOQUI,4,AQUILES SERDAN,56,1,686,321,28,202,3,7,18,8,0,0,1,0,0,3,1,0,0,0,0,97,0,1375,41,1416,1843
8,CHIHUAHUA,11,MEOQUI,4,AQUILES SERDAN,57,13,108,79,5,46,0,10,6,2,0,0,0,0,0,0,0,0,0,0,0,20,0,276,12,288,428
8,CHIHUAHUA,11,MEOQUI,4,AQUILES SERDAN,59,2,1251,1347,181,610,10,120,18,37,1,0,1,0,0,8,0,3,0,1,0,479,1,4067,108,4176,8056
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,60,2,301,287,6,1,8,16,2,4,2,0,0,0,0,2,0,0,0,0,0,18,6,647,18,671,1263
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,61,1,234,292,3,4,9,11,4,6,2,0,0,0,0,5,1,0,0,0,0,28,0,599,19,618,1102
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,62,2,122,165,1,1,0,6,3,1,5,0,0,0,0,2,0,1,0,0,0,25,0,332,5,337,556
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,63,2,263,246,2,3,6,9,5,5,0,0,0,0,1,6,1,2,0,0,0,20,0,569,8,577,1082
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,64,1,162,178,6,0,2,13,5,0,1,0,0,0,0,1,0,0,0,0,0,23,0,391,9,400,957
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,65,1,105,150,4,2,2,9,4,3,1,0,2,0,0,2,0,0,0,0,0,20,0,304,10,314,516
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,66,1,111,187,3,1,0,16,3,0,2,1,1,1,0,3,0,0,0,0,0,13,0,342,11,353,593
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,67,2,118,173,3,3,4,3,1,1,1,0,0,0,0,2,1,0,0,0,0,18,0,328,15,343,595
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,68,1,145,229,4,2,6,7,5,5,1,0,0,0,0,1,0,0,0,0,0,19,0,424,13,437,777
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,69,2,154,164,1,0,1,12,3,2,1,0,0,0,0,0,0,0,1,0,0,19,0,358,4,362,630
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,70,1,274,269,5,1,2,23,3,2,2,0,0,0,0,3,2,0,0,0,0,11,1,597,21,619,1087
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,71,2,143,198,5,6,2,9,7,2,0,0,0,0,0,0,0,1,0,0,0,25,0,398,6,404,685
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,72,1,162,235,5,8,7,28,9,3,2,0,0,0,0,5,0,0,0,0,9,17,0,490,22,512,1287
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,73,2,43,106,2,5,1,2,2,1,1,0,0,0,0,0,1,0,0,0,0,8,0,172,3,175,450
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,74,1,97,136,2,5,3,10,5,7,1,1,1,1,0,2,1,0,0,0,1,25,0,298,14,312,535
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,75,2,67,116,4,7,0,5,6,3,2,1,0,0,0,1,0,0,0,0,0,6,0,218,9,227,742
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,76,2,108,184,7,7,7,13,4,6,1,0,0,0,0,0,3,11,0,0,0,12,0,363,16,379,978
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,78,2,231,143,1,1,0,33,1,1,1,0,0,0,0,5,0,0,0,0,0,8,0,425,11,436,772
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,79,1,186,143,2,2,0,15,4,10,3,0,0,0,0,2,0,1,0,0,0,15,0,383,12,395,772
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,80,2,38,22,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,71,0,71,359
8,CHIHUAHUA,1,NUEVO CASAS GRANDES,5,ASCENSION,81,1,167,40,3,0,3,3,5,5,0,0,0,0,0,0,0,0,0,0,0,9,0,235,1,236,1276
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,82,1,262,85,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,359,5,364,562
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,83,1,244,115,2,1,0,1,12,0,0,0,1,0,0,2,0,0,0,0,0,4,0,382,15,397,622
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,84,1,55,103,4,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,169,7,176,321
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,85,1,91,87,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,7,0,195,2,197,324
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,86,1,18,39,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61,3,64,108
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,87,1,180,107,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,293,9,302,524
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,88,1,166,61,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,244,19,263,357
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,89,1,86,50,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,145,5,150,250
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,90,1,86,82,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,173,8,181,275
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,91,1,46,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,77,1,78,119
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,92,1,61,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,1,79,120
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,94,1,59,45,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,111,3,114,163
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,95,1,99,65,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,171,4,175,285
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,97,1,58,40,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,102,1,103,155
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,98,1,94,31,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,6,133,189
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,99,1,153,77,2,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,7,0,245,8,253,408
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,100,1,159,68,8,1,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,3,0,245,13,258,399
8,CHIHUAHUA,13,GUERRERO,6,BACHINIVA,101,2,119,66,10,4,1,0,0,1,1,0,1,0,0,4,0,0,0,0,0,7,0,214,2,216,401
8,CHIHUAHUA,22,GUACHOCHI,7,BALLEZA,102,2,438,372,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,24,1,838,26,865,1230
8,CHIHUAHUA,22,GUACHOCHI,7,BALLEZA,103,1,264,254,1,1,0,0,2,0,0,1,1,0,0,4,0,1,0,0,0,43,0,572,17,589,876
8,CHIHUAHUA,22,GUACHOCHI,7,BALLEZA,104,1,107,201,1,5,3,0,0,1,5,0,0,0,0,9,1,0,0,0,0,2,0,335,24,359,512
8,CHIHUAHUA,22,GUACHOCHI,7,BALLEZA,105,2,167,142,2,1,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,6,0,324,22,346,578
8,CHIHUAHUA,22,GUACHOCHI,7,BALLEZA,106,1,257,465,5,2,5,2,7,1,4,4,6,0,0,27,0,1,0,1,0,12,1,799,65,865,1257
8,CHIHUAHUA,22,GUACHOCHI,7,BALLEZA,107,1,185,170,0,1,0,0,1,1,4,0,0,1,0,2,0,0,0,0,0,17,0,382,8,390,615
8,CHIHUAHUA,22,GUACHOCHI,7,BALLEZA,108,1,117,171,0,0,1,0,3,0,0,0,0,0,0,7,0,0,0,0,0,10,0,309,15,324,544
8,CHIHUAHUA,22,GUACHOCHI,7,BALLEZA,109,2,45,128,0,2,2,0,0,0,1,1,0,0,0,3,0,0,0,0,0,3,0,185,9,194,321
8,CHIHUAHUA,22,GUACHOCHI,7,BALLEZA,110,2,281,344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,628,28,656,987
8,CHIHUAHUA,22,GUACHOCHI,7,BALLEZA,111,1,336,355,1,2,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,3,0,711,47,758,1077
8,CHIHUAHUA,22,GUACHOCHI,7,BALLEZA,112,3,149,147,0,4,0,1,3,0,1,1,0,0,0,4,0,0,0,0,0,5,0,315,11,326,468
8,CHIHUAHUA,22,GUACHOCHI,7,BALLEZA,113,3,167,614,1,0,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,5,0,826,24,850,1615
8,CHIHUAHUA,22,GUACHOCHI,7,BALLEZA,114,2,501,577,2,10,3,1,10,0,4,0,3,1,0,9,0,0,0,0,0,29,0,1150,66,1216,1819
8,CHIHUAHUA,22,GUACHOCHI,7,BALLEZA,115,2,153,375,1,4,4,2,1,1,0,0,0,0,0,15,1,2,0,0,0,15,0,574,46,620,952
8,CHIHUAHUA,22,GUACHOCHI,8,BATOPILAS,116,2,142,362,24,6,1,2,8,0,0,1,0,0,0,6,0,0,0,0,0,34,0,586,87,673,1321
8,CHIHUAHUA,22,GUACHOCHI,8,BATOPILAS,117,1,76,264,26,3,1,1,2,0,0,0,0,0,0,1,1,2,0,0,0,8,0,385,89,474,953
8,CHIHUAHUA,22,GUACHOCHI,8,BATOPILAS,118,2,13,69,17,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,106,17,123,193
8,CHIHUAHUA,22,GUACHOCHI,8,BATOPILAS,119,1,120,156,52,2,3,2,15,0,1,2,1,0,0,5,2,1,0,0,1,2,0,365,84,449,1033
8,CHIHUAHUA,22,GUACHOCHI,8,BATOPILAS,120,2,43,89,8,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,153,19,172,368
8,CHIHUAHUA,22,GUACHOCHI,8,BATOPILAS,121,1,87,196,54,3,9,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,355,88,443,1018
8,CHIHUAHUA,22,GUACHOCHI,8,BATOPILAS,122,2,63,174,6,8,11,4,3,0,0,0,0,0,0,1,0,0,0,0,0,6,0,276,23,299,643
8,CHIHUAHUA,22,GUACHOCHI,8,BATOPILAS,123,1,70,392,2,3,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,475,66,541,930
8,CHIHUAHUA,22,GUACHOCHI,8,BATOPILAS,124,2,27,145,0,2,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,181,26,207,469
8,CHIHUAHUA,22,GUACHOCHI,8,BATOPILAS,125,1,68,266,1,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,26,373,1011
8,CHIHUAHUA,22,GUACHOCHI,8,BATOPILAS,126,1,15,193,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,215,0,215,520
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,127,1,107,26,0,1,0,9,2,0,0,0,0,0,0,1,0,0,0,0,0,14,0,160,4,164,240
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,128,2,248,155,1,3,2,33,11,2,0,1,0,0,0,3,0,0,0,0,0,17,0,476,22,498,711
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,129,3,257,172,4,9,8,107,16,5,0,0,0,0,0,2,1,0,0,1,0,134,1,716,53,770,1236
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,130,2,405,222,6,9,5,176,18,4,0,0,1,0,0,3,1,1,1,0,0,160,1,1012,61,1074,1641
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,131,2,225,134,3,4,7,49,11,4,0,0,2,0,0,0,0,1,0,0,0,71,0,511,23,534,864
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,132,2,316,207,7,6,1,84,19,1,3,0,0,0,0,2,0,1,0,0,0,122,2,769,39,810,1336
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,133,2,346,172,4,5,3,71,14,7,0,0,3,0,0,3,0,2,0,0,0,119,2,749,40,791,1256
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,134,2,317,186,5,6,7,87,16,2,3,0,0,0,0,1,0,0,0,0,0,89,1,719,26,746,1090
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,135,4,337,249,2,4,7,86,46,8,2,0,0,0,0,1,0,1,0,0,0,65,3,808,43,854,1361
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,136,4,520,318,12,7,4,93,40,4,3,1,1,0,0,3,0,2,0,0,0,118,2,1126,37,1165,1625
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,137,1,466,473,25,16,5,119,19,7,5,1,11,1,0,10,2,6,0,0,0,74,0,1240,158,1398,2439
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,138,2,52,69,0,2,3,40,1,0,0,0,0,0,0,2,0,0,0,0,0,29,0,198,38,236,343
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,139,2,71,106,2,4,2,60,3,5,0,0,0,0,0,0,0,0,0,0,0,59,1,312,34,347,475
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,140,1,84,66,2,5,4,58,6,2,0,0,0,0,0,0,0,0,0,0,0,17,0,244,33,277,488
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,141,1,84,91,0,3,2,57,5,2,0,0,0,1,0,1,1,0,0,0,0,20,0,267,31,298,528
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,142,2,13,145,0,3,2,12,2,0,0,0,0,0,0,2,1,0,0,0,0,6,2,186,18,206,368
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,143,2,89,85,1,1,1,19,2,0,0,0,0,0,0,3,0,1,0,0,0,10,0,212,20,232,314
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,144,2,326,125,6,4,4,61,4,2,129,0,0,0,0,4,1,0,0,0,0,83,1,749,63,813,1294
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,145,2,135,107,2,9,3,67,4,0,0,0,1,0,0,7,0,1,0,0,0,10,2,346,61,409,839
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,146,1,183,194,2,6,9,36,9,0,1,5,0,0,0,1,1,0,0,0,0,16,0,463,57,520,914
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,147,1,30,200,0,6,1,83,6,2,1,2,0,0,0,3,0,0,0,0,0,5,0,339,62,401,714
8,CHIHUAHUA,13,GUERRERO,9,BOCOYNA,148,1,69,109,4,5,4,29,3,0,1,0,2,1,0,5,0,0,0,0,0,0,0,232,29,261,485
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,149,1,149,155,4,0,1,14,3,1,0,1,0,0,0,0,0,0,0,0,0,19,0,347,7,354,593
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,150,1,155,108,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,25,0,295,20,315,557
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,151,1,180,170,3,1,2,3,2,10,0,0,0,0,1,3,0,0,0,0,0,27,0,402,11,413,643
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,152,2,151,112,1,1,0,6,1,7,0,0,3,0,0,1,1,0,0,0,0,25,0,309,0,309,534
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,153,1,366,263,5,1,8,16,16,8,3,0,0,0,0,1,0,0,0,0,0,42,2,729,19,750,1300
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,154,1,160,78,2,1,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,17,0,266,4,270,456
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,155,2,79,75,0,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,11,0,172,3,175,293
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,156,2,249,207,3,1,3,12,12,3,2,0,0,0,0,0,0,1,0,0,1,31,0,525,15,540,953
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,157,2,223,254,3,3,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,22,0,512,13,525,994
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,158,1,164,254,5,2,2,4,5,3,0,0,0,0,0,2,1,0,0,0,0,22,0,464,12,476,874
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,159,2,112,133,3,0,1,1,5,3,1,0,0,0,0,0,0,0,0,0,0,31,0,290,4,294,453
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,160,2,162,231,4,2,4,2,3,3,2,0,0,0,0,3,2,0,0,0,0,11,0,429,7,436,805
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,161,1,179,241,7,2,2,3,7,0,0,0,0,0,0,1,0,0,0,0,0,28,0,470,13,483,860
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,162,1,104,124,3,1,2,0,4,2,1,0,0,0,0,1,0,0,0,0,1,12,0,255,9,264,454
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,163,2,101,179,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,303,6,309,565
8,CHIHUAHUA,11,MEOQUI,10,BUENAVENTURA,164,1,144,220,20,3,2,3,4,3,1,0,0,0,0,1,0,0,0,0,0,38,0,439,8,447,763
