CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,MC,NVA_ALIANZA,PVEM,ES,MORENA,PH,PT,PRI_NVA_ALIANZA_PVEM,PRI_PVEM_PT,PRI_NVA_ALIANZA,PRI_PVEM,PRI_PT,NVA_ALIANZA_PVEM,PVEM_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,491,10,2266,904,140,78,62,114,135,378,207,22,,12,,6,0,,0,11,4324,322,4657,7465
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,492,4,449,359,70,19,43,26,51,123,44,9,,3,,1,0,,0,1,1197,78,1276,2374
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,493,2,285,227,40,11,20,20,24,64,14,6,,5,,2,0,,0,4,718,33,755,1451
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,494,3,160,146,33,9,11,14,9,42,12,7,,3,,4,1,,0,2,451,24,477,1507
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,495,6,655,446,269,33,25,56,69,105,59,20,,4,,8,0,,0,1,1749,98,1848,3943
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,496,3,302,217,73,12,11,26,23,45,19,8,,3,,6,0,,0,1,745,37,783,1649
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,497,2,326,233,68,18,14,9,13,41,16,7,,0,,0,0,,0,0,745,25,770,1492
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,498,2,275,214,44,10,19,24,9,46,19,7,,3,,5,0,,0,1,675,42,718,1440
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,499,2,251,181,45,31,10,11,16,46,27,3,,2,,6,0,,0,1,629,37,667,1315
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,500,3,305,269,58,40,17,33,24,54,23,2,,3,,10,1,,1,0,840,35,875,1725
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,501,3,286,207,37,26,20,24,29,63,21,8,,1,,0,1,,0,0,723,35,758,1541
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,502,2,319,260,26,11,5,19,10,30,12,6,,4,,2,0,,0,2,704,31,737,1359
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,503,3,175,127,49,17,7,28,22,33,15,4,,3,,3,0,,0,1,483,33,517,1590
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,504,3,299,230,45,14,8,38,29,47,25,11,,4,,15,1,,0,0,766,40,806,1567
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,505,2,316,219,41,14,12,35,16,49,10,3,,3,,4,0,,0,0,722,43,765,1449
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,506,2,281,205,48,11,19,20,28,98,44,9,,4,,1,0,,0,0,768,40,808,1385
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,507,3,258,225,41,24,20,20,25,102,42,9,,4,,4,0,,0,1,774,50,825,1536
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,508,3,413,247,51,22,21,25,27,91,51,8,,2,,5,1,,0,3,964,60,1027,1934
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,509,3,329,192,45,22,27,20,27,56,28,6,,2,,0,0,,0,3,754,41,798,1516
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,510,3,393,243,229,14,20,24,32,40,26,8,,2,,5,1,,0,0,1037,45,1082,2127
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,511,3,363,262,61,11,20,22,32,44,24,6,,0,,4,0,,0,0,849,34,883,2043
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,512,3,381,232,31,17,11,15,22,34,24,12,,0,,11,0,,0,2,790,34,826,1633
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,513,8,1130,626,258,50,48,78,69,191,81,25,,14,,17,1,,1,2,2589,108,2699,5901
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,514,5,732,511,105,31,49,57,63,137,63,24,,3,,9,1,,0,0,1785,101,1886,3750
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,515,5,776,386,114,31,67,50,62,163,90,16,,6,,5,0,,0,25,1766,102,1893,3289
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,554,1,44,79,7,1,3,1,6,7,4,2,,1,,2,0,,0,0,157,8,165,325
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,691,1,165,92,19,8,4,12,4,24,10,1,,1,,6,0,,0,1,346,17,364,736
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,692,2,170,97,33,4,9,10,8,24,14,7,,6,,0,0,,0,2,382,23,407,766
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,693,2,167,116,90,7,8,16,10,25,12,5,,2,,2,0,,0,1,460,17,478,951
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,97,6,1070,500,112,20,30,73,74,104,72,65,17,,3,9,,2,,3,2151,128,2282,4436
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,98,5,540,253,67,8,34,50,34,47,56,42,7,,2,4,,0,,1,1144,57,1202,3507
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,99,12,2092,832,263,66,133,121,144,305,207,162,16,,2,4,,2,,34,4349,221,4604,8371
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,100,7,1093,435,87,20,37,63,67,98,86,105,5,,0,2,,0,,3,2098,145,2246,3141
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,101,4,561,313,64,12,48,38,49,83,85,55,13,,0,9,,0,,6,1330,68,1404,2382
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,102,3,340,306,48,11,51,32,33,38,62,38,15,,2,2,,1,,2,979,32,1013,1594
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,103,6,971,480,97,23,69,72,77,120,99,92,8,,1,8,,0,,1,2117,99,2217,4147
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,104,3,337,243,52,12,26,31,36,51,41,43,5,,1,6,,1,,1,885,41,927,1661
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,105,10,730,601,104,25,71,90,84,86,66,96,10,,1,16,,0,,1,1980,93,2074,6939
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,106,3,399,233,49,6,30,38,85,71,36,45,13,,1,5,,0,,0,1011,51,1062,1929
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,107,3,378,235,35,8,26,35,44,39,37,31,21,,1,10,,0,,1,900,50,951,1823
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,108,3,397,208,44,16,24,30,58,73,60,31,11,,3,6,,0,,0,961,421,1382,2046
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,109,3,291,153,22,12,26,22,19,28,29,18,3,,3,5,,1,,0,632,35,667,1925
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,110,4,676,365,51,10,39,58,67,100,69,52,9,,3,4,,0,,4,1503,91,1598,2779
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,111,4,579,324,47,10,32,48,42,98,37,44,9,,1,8,,0,,32,1279,36,1347,2445
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,113,14,2865,929,196,39,68,124,160,387,220,145,20,,1,7,,0,,9,5161,332,5502,8439
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,114,6,828,591,60,16,70,100,104,112,85,61,22,,3,10,,1,,2,2063,86,2151,4053
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,115,10,1887,830,136,29,72,127,94,184,101,155,19,,8,25,,12,,1,3679,156,3836,7140
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,116,5,470,361,40,15,25,72,54,63,39,59,18,,1,13,,1,,2,1231,65,1298,2877
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,117,4,608,293,94,8,36,49,32,67,69,67,8,,2,4,,0,,8,1337,82,1427,2189
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,118,3,346,459,169,3,21,62,6,18,8,17,20,,1,14,,1,,0,1145,69,1214,2164
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,119,2,198,409,24,0,30,19,13,10,31,20,5,,2,7,,0,,0,768,43,811,1264
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,120,4,968,597,60,2,21,54,8,18,7,27,20,,1,20,,0,,0,1803,61,1864,2668
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,121,5,584,587,59,13,117,74,14,33,25,58,25,,9,14,,0,,1,1612,76,1689,2878
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,688,3,649,230,48,17,27,24,67,126,56,47,3,,0,2,,0,,0,1296,77,1373,2083
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,689,1,82,87,7,2,8,12,6,17,6,5,2,,0,6,,1,,0,241,11,252,498
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,690,1,117,56,20,5,10,16,10,22,12,22,3,,0,4,,0,,0,297,17,314,697
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,694,2,235,107,37,3,22,31,21,17,11,29,2,,0,1,,0,,0,516,19,535,1195
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,695,2,195,126,25,8,20,35,11,47,10,53,8,,2,9,,1,,0,550,20,570,1023
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,764,2,258,136,35,3,22,20,15,32,12,17,1,,0,5,,0,,1,556,24,581,1095
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,765,2,268,77,23,5,11,17,21,44,24,11,1,,0,0,,0,,0,502,31,533,915
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,766,1,144,57,9,3,10,3,14,32,18,12,1,,0,1,,0,,1,304,31,336,565
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,767,2,259,73,22,9,2,6,9,37,22,13,1,,0,1,,0,,1,454,25,480,897
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,768,1,162,41,15,3,4,5,9,33,12,14,0,,0,2,,0,,0,300,18,318,505
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,769,1,133,44,21,1,7,10,5,14,8,10,1,,0,0,,0,,1,254,11,266,518
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,770,2,278,141,25,10,9,7,17,37,15,6,2,,1,2,,0,,2,550,22,574,1056
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,771,1,164,58,16,6,4,4,13,31,15,11,0,,0,0,,0,,0,322,26,348,560
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,772,2,317,99,33,5,6,16,20,57,27,26,2,,1,1,,0,,3,610,45,658,1073
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,773,1,98,42,5,3,2,4,10,12,6,8,3,,1,1,,0,,1,195,8,204,350
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,774,1,193,59,15,1,18,9,7,18,15,13,0,,0,0,,0,,2,348,14,364,553
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,775,2,222,75,18,10,9,11,25,47,26,9,1,,0,1,,0,,3,454,29,486,825
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,776,2,256,97,30,10,12,9,27,40,27,9,0,,0,0,,1,,2,518,20,540,905
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,777,2,215,68,24,7,8,14,22,43,11,14,3,,0,0,,0,,1,429,36,466,771
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,778,2,280,85,21,4,10,25,22,49,38,32,1,,1,0,,1,,5,569,39,613,1019
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,779,1,203,55,25,6,5,11,22,42,23,17,0,,0,0,,0,,0,409,34,443,709
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,780,1,127,44,13,1,8,2,10,18,13,9,0,,0,0,,1,,1,246,12,259,377
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,781,1,89,24,9,2,5,5,9,19,17,8,0,,0,0,,0,,0,187,10,197,325
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,782,2,232,64,23,3,13,22,17,57,23,15,0,,0,0,,0,,2,469,20,491,791
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,783,1,193,49,18,4,7,11,14,26,14,18,0,,0,0,,0,,0,354,18,372,596
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,784,2,342,105,23,9,18,18,27,89,33,30,7,,0,1,,0,,1,702,42,745,1354
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,785,2,318,160,24,9,41,22,39,62,32,28,3,,5,1,,1,,4,745,63,812,1453
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,786,2,261,80,24,9,12,15,23,51,24,15,1,,0,0,,0,,0,515,42,557,941
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,787,1,125,27,8,3,3,5,9,16,13,7,0,,1,0,,0,,1,217,10,228,380
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,788,2,204,103,10,3,14,13,16,15,9,16,2,,1,2,,0,,0,408,23,431,797
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,789,1,248,69,12,4,7,8,10,40,19,16,1,,1,0,,0,,0,435,16,451,737
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,790,1,230,54,15,4,12,10,18,30,17,16,2,,0,0,,1,,2,409,22,433,732
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,791,2,287,110,27,12,11,36,33,63,26,13,2,,3,1,,0,,0,624,45,669,1135
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,792,2,304,74,18,4,13,11,16,50,14,8,0,,0,0,,0,,3,512,31,546,906
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,793,2,214,72,17,5,27,12,28,58,20,25,4,,0,0,,0,,2,482,35,519,867
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,794,1,165,35,11,4,8,15,18,17,16,7,2,,0,0,,0,,0,298,17,315,548
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,795,2,234,54,28,2,6,15,16,38,16,13,2,,0,0,,0,,0,424,29,453,796
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,796,1,122,55,5,0,5,7,10,21,11,10,1,,0,1,,0,,1,248,10,259,431
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,1,2,242,352,2,30,32,41,4,6,2,8,,,,0,6,,0,1,725,18,744,1019
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,2,2,148,312,3,16,33,60,1,5,7,1,,,,0,0,,0,0,586,15,601,828
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,3,4,388,587,11,48,42,52,10,10,16,6,,,,0,7,,0,0,1177,41,1218,1405
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,4,3,305,496,11,48,49,55,7,15,10,5,,,,0,6,,0,0,1007,29,1036,1569
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,5,2,313,479,2,37,47,49,5,12,4,8,,,,0,7,,0,0,963,23,986,1427
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,6,2,258,236,3,11,14,13,1,1,4,5,,,,0,1,,0,1,547,24,572,873
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,7,1,233,184,2,3,9,7,5,5,3,7,,,,0,2,,0,1,460,28,489,684
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,8,2,377,275,8,8,22,17,8,4,6,10,,,,0,1,,0,0,736,45,781,1148
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,9,3,576,243,9,4,17,23,4,5,1,7,,,,0,0,,0,0,889,42,931,1691
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,10,2,232,308,2,10,8,16,3,2,8,3,,,,0,2,,0,0,594,36,630,1029
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,11,3,398,291,10,25,51,30,7,8,9,4,,,,0,6,,0,0,839,26,865,1296
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,12,2,182,263,2,6,4,21,40,3,3,7,,,,0,5,,0,1,536,23,560,777
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,13,4,492,385,8,25,13,20,21,8,3,12,,,,0,9,,0,0,996,45,1041,1518
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,14,4,605,601,68,30,35,31,10,1,5,15,,,,0,7,,0,2,1408,90,1500,2081
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,15,3,436,528,18,5,33,35,15,8,5,7,,,,0,6,,0,0,1096,81,1177,1777
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,16,2,359,190,10,21,20,11,10,5,3,6,,,,0,1,,0,1,636,26,663,1008
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,17,2,391,368,6,18,27,24,6,5,6,5,,,,0,7,,0,1,863,39,903,1268
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,18,1,173,211,18,4,1,7,0,3,4,1,,,,0,4,,0,0,426,29,455,612
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,19,6,995,707,40,20,70,51,31,25,11,15,,,,0,5,,0,1,1970,145,2116,3095
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,20,2,221,211,11,15,9,17,3,3,1,4,,,,0,2,,0,0,497,26,523,772
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,21,1,133,172,15,11,8,20,4,4,5,5,,,,0,2,,0,0,379,18,397,538
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,22,4,402,540,22,20,40,47,13,20,6,7,,,,0,8,,0,0,1125,56,1181,1735
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,23,3,496,643,5,13,23,32,8,7,5,9,,,,0,7,,0,0,1248,52,1300,1767
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,24,3,737,628,10,11,4,5,3,8,5,1,,,,0,3,,0,0,1415,63,1478,1863
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,25,3,422,440,5,5,16,21,10,1,3,5,,,,0,4,,0,0,932,39,971,1325
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,26,3,428,337,0,11,43,3,4,9,1,4,,,,0,7,,0,0,847,49,896,1228
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,27,2,270,268,1,2,7,7,2,3,2,3,,,,0,1,,0,0,566,35,601,916
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,28,2,313,235,6,4,5,3,3,0,0,2,,,,0,1,,0,0,572,16,588,824
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,29,2,174,208,7,3,8,20,2,4,0,1,,,,0,4,,0,0,431,44,475,810
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,30,3,364,348,5,4,25,22,4,7,2,1,,,,0,3,,0,0,785,51,836,1164
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,31,1,180,221,0,1,10,8,1,1,1,2,,,,0,3,,0,0,428,30,458,702
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,32,2,259,277,3,12,9,11,3,9,1,9,,,,0,3,,0,0,596,36,632,1023
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,33,3,612,436,31,8,13,26,4,9,6,4,,,,0,4,,0,0,1153,87,1240,1977
2,22,QUERETARO,8,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,34,1,247,199,4,2,3,10,1,0,2,1,,,,0,3,,0,0,472,19,491,667
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,139,6,391,452,54,155,227,34,14,30,17,13,,,,0,4,,0,0,1391,124,1515,2217
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMLIPAN,140,2,228,309,29,55,125,30,6,3,10,10,,,,0,2,,0,0,807,61,868,1406
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMLIPAN,141,4,522,363,113,85,305,36,15,27,8,13,,,,0,3,,0,0,1490,76,1566,2208
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMLIPAN,142,2,119,234,79,28,106,17,8,8,9,13,,,,0,4,,0,0,625,45,670,1033
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMLIPAN,143,3,277,263,159,49,79,19,7,9,5,9,,,,0,0,,0,0,876,70,946,1708
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMLIPAN,144,5,645,412,177,69,135,33,25,28,32,17,,,,0,3,,0,0,1576,96,1672,2703
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMLIPAN,145,3,215,328,211,56,192,27,14,20,13,13,,,,0,1,,0,0,1090,101,1191,1949
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMLIPAN,146,2,178,209,33,35,54,18,9,2,10,11,,,,0,2,,0,0,561,44,605,1015
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMLIPAN,147,4,662,369,75,65,200,107,22,13,12,19,,,,0,1,,0,1,1545,107,1653,2663
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMLIPAN,148,2,196,271,93,58,46,16,7,8,7,15,,,,0,1,,0,0,718,49,767,1339
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMLIPAN,149,2,200,234,95,28,99,24,5,4,14,8,,,,0,1,,0,0,712,59,771,1368
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMLIPAN,150,4,325,277,34,64,146,24,2,3,8,8,,,,0,2,,0,0,893,56,949,1918
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMLIPAN,151,2,150,66,17,24,253,6,5,11,5,4,,,,0,1,,0,0,542,60,602,1260
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMLIPAN,152,4,288,205,47,127,429,32,16,59,12,13,,,,0,0,,0,0,1228,81,1309,2329
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,575,2,169,89,36,14,25,25,12,16,14,24,,,,,,,,3,424,35,462,1095
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,583,3,416,176,28,8,47,33,104,67,63,10,,,,,,,,0,952,32,984,1748
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,584,7,1005,557,40,38,189,80,73,149,190,42,,,,,,,,4,2363,100,2467,4551
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,585,8,1024,754,45,32,106,68,55,132,170,29,,,,,,,,13,2415,111,2539,5482
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,586,10,1187,908,69,33,137,117,91,147,184,40,,,,,,,,4,2913,138,3055,6615
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,587,2,221,146,20,10,18,21,19,22,43,11,,,,,,,,0,531,24,555,1173
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,588,2,199,119,10,4,12,22,27,24,31,11,,,,,,,,1,459,31,491,833
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,589,2,252,165,13,6,21,23,31,28,53,9,,,,,,,,0,601,24,625,1154
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,590,2,326,194,19,4,22,24,17,47,64,23,,,,,,,,1,740,52,793,1399
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,592,2,243,156,6,12,28,14,15,22,50,9,,,,,,,,0,555,25,580,968
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,593,2,229,141,8,5,23,10,10,26,36,42,,,,,,,,0,530,33,563,1036
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,594,2,271,170,10,6,11,16,12,26,24,18,,,,,,,,0,564,27,591,1077
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,595,6,871,633,33,27,83,86,73,111,149,43,,,,,,,,2,2109,78,2189,4406
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,596,2,212,133,6,8,15,12,16,23,29,6,,,,,,,,1,460,33,494,878
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,597,2,190,140,6,6,7,13,14,10,29,8,,,,,,,,0,423,29,452,813
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,598,2,272,200,9,8,23,21,19,30,48,7,,,,,,,,1,637,40,678,1249
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,599,7,931,712,46,41,81,78,96,125,168,30,,,,,,,,2,2308,105,2415,5194
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,600,3,444,348,15,20,39,54,24,45,73,16,,,,,,,,0,1078,53,1131,2110
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,601,2,187,180,12,6,19,22,8,14,35,5,,,,,,,,0,488,23,511,866
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,602,2,265,195,23,8,21,20,12,10,27,18,,,,,,,,0,599,32,631,1055
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,603,2,187,206,7,3,20,14,14,16,31,17,,,,,,,,0,515,19,534,1023
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,604,2,252,161,10,15,23,11,12,31,49,14,,,,,,,,5,578,32,615,1011
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,606,7,1578,388,56,17,44,50,44,66,103,28,,,,,,,,2,2374,86,2462,1625
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,607,4,516,441,11,12,39,25,19,23,66,18,,,,,,,,0,1170,64,1234,2264
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,615,4,413,673,30,6,12,35,11,13,18,6,,,,,,,,12,1217,69,1298,2610
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,624,5,604,578,20,19,43,81,31,69,85,13,,,,,,,,2,1543,88,1633,3558
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,627,9,1191,823,72,31,54,79,56,92,101,39,,,,,,,,4,2538,109,2651,6289
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,628,1,60,208,4,0,9,6,4,5,11,2,,,,,,,,0,309,30,339,700
