CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,MORENA,ES,PRD_PAN,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,292,3,65,363,70,17,32,17,237,133,10,2,2,1,0,12,20,2,981,41,1024,1689
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,293,1,13,176,20,10,9,2,58,45,2,1,3,0,1,4,4,0,348,14,362,603
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,294,1,10,152,10,13,4,4,101,29,1,0,1,0,1,2,4,0,332,16,348,523
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,295,1,17,180,3,9,3,7,38,23,2,2,2,0,0,1,1,0,288,5,293,449
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,296,1,13,55,3,8,1,2,36,14,3,0,0,0,0,1,0,0,136,6,142,251
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,309,1,3,70,8,5,3,3,51,9,0,1,1,0,1,1,0,0,156,6,162,264
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,310,1,53,152,15,16,5,4,88,33,3,0,2,0,0,8,2,0,381,6,387,621
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,311,1,5,134,35,9,8,4,98,39,0,0,3,0,0,2,0,0,337,16,353,544
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,312,1,2,135,2,8,2,1,168,15,0,1,0,0,0,0,2,0,336,2,338,462
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,313,1,8,71,30,5,0,0,61,13,3,1,1,0,0,0,5,0,198,5,203,356
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,314,1,10,123,12,12,4,3,48,63,1,0,0,0,0,0,0,0,276,19,295,428
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,315,1,0,40,5,1,0,1,20,1,1,1,0,0,0,0,0,0,70,0,70,114
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,320,1,4,30,12,1,2,1,9,18,1,0,0,0,0,2,0,0,80,8,88,158
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,321,1,22,161,11,13,3,0,101,22,4,2,2,0,0,3,2,0,346,21,367,594
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,322,1,0,44,7,3,1,0,56,3,0,0,0,0,0,1,0,0,115,1,116,152
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,324,1,12,64,27,12,2,3,70,30,3,0,1,0,0,1,1,0,226,11,237,358
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,325,1,3,110,15,14,5,7,118,26,0,0,0,0,0,4,0,0,302,3,305,435
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,326,1,0,98,0,10,4,1,4,5,0,0,1,0,0,1,0,0,124,5,129,257
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,327,1,6,73,5,2,0,1,1,7,0,0,0,0,0,0,0,0,95,1,96,174
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,333,1,7,20,16,16,32,2,48,15,0,0,1,0,1,0,0,0,158,8,166,237
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,334,1,2,40,4,12,4,4,41,10,0,0,0,0,0,0,0,0,117,6,123,182
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,335,1,2,21,7,5,2,2,44,11,2,0,2,1,0,0,0,0,99,6,105,164
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,341,1,2,139,6,4,4,1,42,17,0,1,1,0,0,0,0,0,217,4,221,337
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,343,1,5,26,5,4,0,1,43,24,2,0,0,0,0,1,0,0,111,6,117,166
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,347,1,3,67,11,5,1,0,10,5,1,0,0,0,0,0,0,0,103,2,105,153
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1525,1,15,182,49,1,4,0,83,30,5,3,2,0,0,2,3,0,379,9,388,606
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1526,2,23,290,65,9,4,3,120,51,3,1,1,0,0,3,5,0,578,14,592,871
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1527,2,31,332,135,5,6,3,185,64,12,0,4,0,0,1,4,0,782,16,798,1190
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1528,1,22,161,65,2,6,1,51,33,3,0,0,0,0,1,1,0,346,6,352,636
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1529,1,20,135,23,1,2,0,71,13,5,0,1,0,0,1,0,0,272,4,276,431
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1530,1,13,122,30,4,2,1,53,41,3,0,1,0,0,1,0,0,271,2,273,438
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1531,2,22,272,70,2,18,1,177,61,5,1,4,0,0,3,3,1,639,8,648,1007
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1532,1,19,154,60,3,3,1,102,35,5,0,0,1,1,1,1,0,386,4,390,646
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1533,1,26,160,43,0,5,1,120,53,1,0,0,0,0,1,1,0,411,7,418,686
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1534,2,30,212,82,5,13,6,110,78,2,1,0,0,0,0,3,0,542,13,555,885
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1535,3,41,368,184,7,13,14,269,177,12,0,0,1,1,1,10,0,1098,29,1127,2002
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1536,1,5,134,42,3,3,1,61,29,6,0,0,0,0,1,2,0,287,7,294,500
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1537,1,6,66,14,2,3,1,26,19,1,0,1,0,0,0,2,0,141,4,145,267
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1538,2,53,220,118,3,17,1,104,95,7,0,5,1,1,1,0,0,626,23,649,1158
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1539,1,5,108,134,1,1,0,60,12,8,0,5,1,0,0,0,0,335,12,347,522
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1540,1,4,74,66,0,1,1,30,6,2,1,0,0,0,1,0,0,186,5,191,262
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1541,1,5,96,75,2,3,1,13,18,8,1,2,0,1,1,0,0,226,6,232,347
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1542,1,1,24,33,0,1,2,11,5,3,0,5,0,0,0,0,0,85,2,87,115
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1543,1,6,110,79,3,3,3,14,20,5,2,5,1,0,0,1,0,252,4,256,370
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1544,1,5,49,37,2,0,0,35,8,3,0,0,0,0,1,0,0,140,4,144,232
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1545,1,10,53,42,0,1,1,30,19,4,0,0,0,0,0,0,0,160,6,166,273
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1546,1,10,38,73,0,0,0,38,4,10,0,0,0,0,1,0,0,174,5,179,250
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1547,1,0,55,34,0,1,0,16,4,3,0,0,0,0,0,1,0,114,6,120,189
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1549,1,5,113,77,1,3,0,4,4,3,0,0,0,0,0,0,0,210,7,217,339
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1550,1,1,51,37,0,3,0,0,0,0,0,0,0,0,0,0,0,92,1,93,172
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1551,1,10,141,68,2,1,1,37,10,10,0,0,0,0,1,0,0,281,25,306,457
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1552,1,4,47,52,2,3,1,14,0,3,0,1,0,0,1,1,0,129,10,139,216
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1553,1,1,82,9,0,3,0,15,20,0,0,1,0,0,0,0,0,131,7,138,204
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1555,1,8,100,41,2,1,1,18,11,2,0,0,0,0,0,0,0,184,2,186,316
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1557,1,6,72,79,2,1,1,35,12,8,0,0,0,0,0,0,0,216,4,220,358
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1558,1,11,72,48,2,0,0,17,2,0,0,0,0,0,0,0,0,152,2,154,257
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1559,1,14,232,120,5,8,0,75,28,3,0,0,0,0,2,0,0,487,9,496,684
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1560,1,1,132,85,0,2,0,31,9,4,1,1,0,0,0,1,0,267,4,271,410
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1561,1,10,111,120,2,6,1,72,22,6,0,0,0,0,0,0,0,350,11,361,492
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1562,1,3,176,81,4,0,0,49,18,5,0,0,0,0,0,0,0,336,7,343,474
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1563,1,26,208,82,2,0,0,64,13,8,0,2,1,0,0,0,0,406,6,412,597
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1564,1,11,76,28,1,0,2,12,4,4,0,4,0,0,1,0,0,143,7,150,321
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1566,1,8,40,34,0,0,2,9,5,2,0,0,0,0,0,0,0,100,2,102,183
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1567,1,25,42,30,1,3,1,12,2,2,0,1,0,0,0,0,0,119,2,121,167
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1568,1,2,34,15,0,2,0,10,6,0,0,0,0,0,0,0,0,69,5,74,113
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1569,1,11,104,62,2,3,1,41,4,2,0,0,0,0,0,1,0,231,6,237,399
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1570,1,18,62,17,3,2,0,21,12,3,1,2,0,0,1,0,0,142,2,144,231
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1571,1,17,66,36,0,2,0,13,10,0,2,1,0,0,0,0,0,147,11,158,223
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1573,1,7,86,53,0,3,1,35,4,4,1,2,0,0,1,1,1,198,9,208,367
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1575,1,0,56,26,0,1,0,12,3,1,2,0,0,0,0,0,0,101,7,108,214
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1576,1,14,57,32,1,2,1,32,10,2,0,1,0,0,0,0,0,152,3,155,248
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1577,1,3,104,81,3,1,2,21,19,3,0,4,0,0,0,0,0,241,11,252,402
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1578,1,16,119,113,0,2,1,31,30,5,2,2,0,0,0,0,0,321,17,338,595
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1579,1,1,55,13,0,0,0,2,11,1,0,1,0,0,0,0,0,84,2,86,149
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1580,1,16,100,64,6,2,0,20,8,4,0,1,0,0,0,0,0,221,7,228,372
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1582,1,4,25,18,0,1,1,10,5,1,0,0,0,0,0,1,0,66,2,68,112
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1584,1,33,147,38,1,0,1,23,6,3,0,0,1,0,1,0,0,254,10,264,394
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1585,1,23,125,26,1,0,0,10,3,4,0,1,0,0,0,0,0,193,7,200,304
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1586,1,14,180,95,5,3,1,81,5,13,1,2,0,0,1,0,0,401,14,415,613
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1587,1,8,24,46,1,0,1,16,4,2,0,0,0,0,0,0,0,102,3,105,151
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1588,2,11,72,70,1,1,1,10,7,6,0,0,0,0,2,1,0,182,8,190,284
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1589,1,17,83,27,1,0,0,0,1,3,0,1,1,0,0,0,0,134,4,138,206
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1590,1,0,117,32,1,2,1,3,6,2,0,0,0,0,0,0,0,164,7,171,308
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1591,1,7,31,59,2,1,0,5,15,3,0,0,0,0,1,0,0,124,8,132,232
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1592,1,1,40,6,2,1,1,9,1,1,0,0,0,0,0,1,0,63,1,64,101
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1593,1,2,49,45,3,0,1,6,2,4,0,0,0,0,1,1,0,114,0,114,156
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1594,1,3,25,17,0,1,1,18,10,2,0,0,0,0,0,0,0,77,2,79,114
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1596,1,1,29,90,2,0,1,37,2,0,0,0,0,0,0,0,0,162,6,168,221
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1597,1,2,24,19,1,2,1,11,7,0,0,0,0,0,0,0,0,67,2,69,158
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1598,1,4,64,11,0,2,0,0,2,0,0,0,0,0,0,0,0,83,1,84,141
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1599,1,10,23,29,0,0,0,1,0,1,0,0,0,0,0,0,0,64,3,67,110
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1600,1,10,55,51,1,1,0,55,8,6,1,0,0,0,0,0,0,188,11,199,289
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1036,3,39,319,48,151,40,17,162,160,1,15,6,2,0,2,3,0,965,39,1004,1745
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1037,2,33,192,34,35,7,5,186,96,2,5,6,2,0,2,7,0,612,23,635,1074
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1038,2,38,235,20,26,5,6,168,88,4,1,2,1,0,5,2,1,601,31,633,1010
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1039,2,27,132,34,18,9,8,155,48,3,1,2,1,0,3,6,0,447,8,455,460
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1041,3,36,377,50,76,27,20,234,144,3,6,4,1,1,5,14,0,998,29,1027,1834
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1045,2,22,153,32,25,9,23,89,44,0,2,0,0,0,2,3,0,404,10,414,771
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1046,2,19,148,32,21,8,26,95,70,0,6,3,1,2,1,4,0,436,10,446,797
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1050,1,12,104,19,45,0,6,67,18,3,1,2,0,0,1,3,2,281,9,292,465
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1051,2,47,160,51,109,34,9,66,31,5,2,3,0,0,0,2,0,519,18,537,1064
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1052,1,12,103,14,35,15,1,55,17,2,2,8,0,0,2,0,0,266,9,275,453
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1053,1,6,76,10,35,10,1,27,7,0,2,4,0,0,0,0,0,178,11,189,311
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1054,1,18,192,30,79,26,7,31,24,1,1,5,0,0,0,0,0,414,6,420,665
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1055,1,19,106,15,21,6,4,9,16,0,10,5,1,1,0,1,0,214,11,225,383
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1056,2,73,226,33,61,19,9,29,27,19,5,15,0,0,1,0,0,517,20,537,944
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1057,2,29,254,58,70,16,13,61,68,5,10,9,2,0,1,2,0,598,17,615,1097
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1058,2,25,157,19,87,22,7,70,27,0,10,13,0,0,1,1,0,439,24,463,776
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1060,1,10,171,8,91,39,4,50,55,1,4,5,1,0,0,3,0,442,10,452,689
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1061,1,4,42,8,22,13,1,5,7,0,1,0,0,0,1,1,0,105,2,107,135
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1062,1,0,44,12,31,22,2,13,10,0,0,1,0,0,0,0,0,135,2,137,227
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1063,1,19,31,28,56,6,23,21,11,0,0,0,0,0,1,1,0,197,9,206,405
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1064,1,16,106,14,96,19,4,37,22,1,2,1,1,0,2,2,0,323,17,340,612
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1068,1,9,71,5,69,4,3,23,15,1,2,1,0,0,2,2,0,207,13,220,384
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1069,1,10,60,16,71,12,3,38,28,0,0,5,0,0,0,0,0,243,7,250,465
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1070,1,10,86,1,74,7,5,33,10,1,9,9,0,0,2,1,0,248,10,258,444
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1075,1,6,44,5,31,2,2,8,8,1,2,1,0,0,0,1,0,111,4,115,163
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1076,1,6,86,19,37,8,2,25,12,6,0,1,0,0,0,0,0,202,2,204,320
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1079,1,3,34,3,26,11,5,8,3,1,1,3,0,0,0,0,0,98,1,99,150
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,436,2,23,90,139,81,79,45,72,76,8,1,5,4,1,2,4,0,630,21,651,933
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,437,2,18,134,165,105,128,53,68,69,7,0,8,6,0,2,0,0,763,27,790,1160
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,438,2,6,113,109,74,63,38,40,53,5,4,13,0,0,2,4,0,524,10,534,771
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,439,2,13,100,117,55,41,28,81,55,4,0,1,1,1,2,0,0,499,27,526,795
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,440,1,2,47,15,33,17,34,10,21,3,1,1,8,1,1,1,0,195,13,208,426
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,441,3,16,158,98,140,142,196,115,111,5,5,11,31,10,8,7,0,1053,45,1098,1571
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,442,2,9,79,44,71,88,103,74,71,2,1,11,10,2,2,2,0,569,22,591,880
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,443,1,7,74,33,36,47,24,38,14,0,2,15,7,1,2,1,0,301,10,311,455
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,444,1,3,61,39,41,29,9,22,15,0,2,7,2,1,0,0,1,231,9,241,351
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,445,2,5,141,69,123,109,50,24,48,2,4,12,1,2,6,0,0,596,28,624,1040
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,446,1,16,53,34,49,51,29,43,47,3,2,6,1,0,1,1,0,336,30,366,615
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,447,2,30,102,52,78,62,30,47,47,3,1,1,0,0,1,2,0,456,15,471,764
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,448,3,23,112,64,115,67,56,85,64,7,4,10,4,2,2,3,0,618,18,636,1011
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,449,1,9,79,63,89,126,47,29,24,2,1,14,8,1,0,0,0,492,19,511,733
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,450,1,6,35,32,51,67,57,60,36,1,0,0,1,1,2,0,0,349,16,365,577
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,451,1,7,29,63,53,77,38,64,43,1,1,5,0,3,4,1,0,389,14,403,625
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,452,2,8,75,63,58,142,36,114,24,5,5,25,6,2,4,0,1,567,12,580,855
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,453,1,11,52,42,31,57,17,115,13,2,1,7,1,0,1,0,0,350,14,364,532
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,454,1,7,51,14,12,85,18,35,32,0,0,14,1,1,2,2,0,274,5,279,404
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,455,1,9,89,79,45,68,48,51,14,3,1,1,2,0,1,2,3,413,11,427,682
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,456,1,6,80,40,29,55,33,47,20,3,1,3,3,1,1,2,0,324,11,335,636
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,457,1,2,22,37,21,12,9,30,13,2,0,1,0,0,0,0,0,149,10,159,322
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,458,1,3,38,76,35,81,25,29,28,2,1,11,1,0,1,0,0,331,10,341,464
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,459,1,3,59,67,4,255,8,86,23,1,2,23,0,1,0,2,0,534,19,553,708
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,516,1,10,96,99,31,3,33,34,13,9,8,0,1,5,0,1,0,343,27,370,665
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,525,1,7,58,88,16,3,4,94,6,1,0,0,0,0,0,1,0,278,19,297,392
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,526,1,7,146,98,40,14,17,113,17,3,1,4,1,0,0,0,0,461,13,474,662
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,527,4,133,406,235,76,26,25,419,165,24,3,6,1,2,1,3,0,1525,49,1574,2366
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,528,2,18,223,181,63,16,24,213,95,16,2,5,2,0,2,3,0,863,24,887,1430
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,529,3,33,347,185,49,24,21,252,96,12,1,3,2,0,5,6,0,1036,30,1066,1577
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,530,3,27,321,258,56,25,18,172,111,12,2,6,1,0,2,4,0,1015,45,1060,1549
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,531,3,20,340,171,66,18,15,281,68,12,4,4,2,0,4,7,0,1012,43,1055,1539
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,532,2,17,175,168,54,9,26,201,74,5,0,4,4,0,5,4,0,746,29,775,1065
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,533,2,18,231,135,35,15,15,194,89,10,1,0,0,0,2,1,0,746,21,767,1116
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,548,1,2,28,25,4,1,1,6,1,2,0,0,1,0,1,1,1,73,7,81,105
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1675,2,23,95,148,24,16,55,289,61,10,3,3,2,1,2,2,0,734,22,756,1057
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1676,2,23,58,194,22,13,40,237,55,14,2,0,0,1,0,4,1,663,41,705,1035
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1677,2,14,82,113,42,29,66,245,43,8,1,4,4,4,4,2,0,661,27,688,1001
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1678,2,17,66,144,37,19,46,345,40,8,1,2,0,1,4,1,0,731,34,765,1076
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1679,2,13,54,73,69,15,37,256,45,7,1,0,0,2,2,5,0,579,14,593,837
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1680,2,7,83,102,47,97,153,157,39,4,1,6,12,1,0,1,0,710,34,744,1234
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1681,2,7,41,33,62,25,91,247,31,1,4,1,0,0,4,6,4,553,38,595,878
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1682,1,12,20,107,26,8,50,27,10,8,0,1,2,0,2,2,0,275,15,290,509
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1683,1,7,77,59,19,14,96,43,19,3,0,1,8,1,10,1,0,358,15,373,677
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1684,1,7,42,61,33,10,87,40,26,2,1,0,1,1,3,5,0,319,16,335,547
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1685,1,10,47,36,16,8,42,64,11,2,0,0,2,0,2,2,0,242,1,243,440
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1686,1,13,68,33,31,16,68,43,15,4,4,1,3,6,0,2,0,307,25,332,609
2,32,ZACATECAS,9,LORETO,24,LORETO,763,3,24,230,38,145,27,6,363,145,3,0,4,0,0,4,10,1,999,31,1031,1787
2,32,ZACATECAS,9,LORETO,24,LORETO,764,3,28,210,27,100,61,3,439,161,4,0,7,0,0,2,8,0,1050,23,1073,1919
2,32,ZACATECAS,9,LORETO,24,LORETO,765,2,22,132,14,45,11,7,239,66,2,0,2,0,0,6,14,0,560,9,569,939
2,32,ZACATECAS,9,LORETO,24,LORETO,766,2,28,108,14,66,3,7,218,53,0,0,1,0,0,2,8,0,508,12,520,836
2,32,ZACATECAS,9,LORETO,24,LORETO,767,1,14,83,46,40,5,3,152,48,5,0,1,0,0,2,2,0,401,8,409,668
2,32,ZACATECAS,9,LORETO,24,LORETO,768,3,35,242,43,77,11,9,482,124,2,0,2,1,0,4,9,1,1041,27,1069,1452
