ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,PCPP,PSI,MORENA,ES,PAN_PRD_MC_PCPP_PSI,PAN_PRD_MC_PCPP,PAN_PRD_MC_PSI,PAN_PRD_PCPP_PSI,PAN_MC_PCPP_PSI,PRD_MC_PCPP_PSI,PAN_PRD_MC,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,PRD_MC_PCPP,PRD_MC_PSI,PRD_PCPP_PSI,MC_PCPP_PSI,PAN_PRD,PAN_MC,PAN_PCPP,PAN_PSI,PRD_MC,PRD_PCPP,PRD_PSI,MC_PCPP,MC_PSI,PCPP_PSI,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
21,PUEBLA,165,TEPEOJUMA,6,15,856,1473,73,187,160,490,68,20,1098,42,19,2,3,1,4,0,10,5,0,10,1,0,0,1,0,2,6,47,5,1,1,1,0,3,3,0,45,21,5,18,4681,1,218,4900,6715,
21,PUEBLA,166,TEPETZINTLA,6,12,1301,1220,54,331,196,98,180,382,686,75,13,3,1,1,2,0,8,0,0,2,0,0,0,0,0,0,3,5,2,3,1,1,1,5,2,1,25,7,2,13,4624,2,838,5464,7018,
21,PUEBLA,167,TEPEXCO,3,8,322,845,296,111,505,72,63,13,520,749,16,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,15,2,0,0,1,0,0,1,0,0,35,3,1,25,3601,2,186,3789,4881,
21,PUEBLA,168,TEPEXI DE RODRIGUEZ,11,26,1942,2451,179,423,296,349,174,55,3150,241,60,4,4,5,7,0,14,7,1,4,3,4,0,1,0,2,19,14,10,3,6,0,1,1,1,2,177,37,9,49,9705,0,544,10249,14383,
21,PUEBLA,169,TEPEYAHUALCO,7,21,3205,2013,207,204,698,513,161,198,1493,99,24,2,1,0,3,0,7,8,1,1,4,1,1,0,0,0,18,14,11,7,1,0,0,0,1,2,58,11,1,21,8989,1,471,9461,12192,
21,PUEBLA,170,TEPEYAHUALCO DE CUAUHTEMOC,1,4,390,163,127,206,52,23,25,152,849,48,17,0,0,4,3,1,1,0,0,2,0,1,1,0,0,1,3,0,1,9,0,0,0,1,2,0,38,9,1,15,2145,1,91,2237,2712,
21,PUEBLA,171,TETELA DE OCAMPO,15,32,3286,4875,211,379,162,928,1751,51,1683,140,61,13,2,6,6,6,12,59,2,15,5,4,4,1,0,0,33,32,155,3,4,5,0,12,1,6,70,19,5,23,14030,0,802,14832,18777,
21,PUEBLA,172,TETELES DE AVILA CASTILLO,2,7,998,430,39,251,175,54,65,53,1058,56,16,1,0,1,3,0,2,1,0,0,0,0,0,0,0,0,3,4,5,6,0,0,1,1,0,0,28,5,1,10,3267,0,132,3399,4397,
21,PUEBLA,173,TEZIUTLAN,41,116,16732,6597,656,1598,2180,969,6700,538,9491,658,393,21,31,19,45,10,42,44,2,29,16,19,7,3,2,18,85,53,162,30,6,29,4,34,5,18,407,87,23,143,47906,18,1893,49817,71760,
21,PUEBLA,174,TIANGUISMANALCO,6,15,1049,550,121,125,323,120,80,120,898,45,15,1,2,1,1,0,3,1,0,1,0,2,0,0,0,1,8,5,6,4,3,2,1,1,1,1,34,15,1,9,3550,5,229,3784,8107,
21,PUEBLA,175,TILAPA,3,13,1179,893,113,188,141,87,102,294,1155,78,51,3,2,3,5,1,6,9,7,1,7,2,0,0,0,4,16,4,4,26,2,0,3,1,3,4,55,14,2,15,4480,0,235,4715,6800,
21,PUEBLA,179,TLACHICHUCA,14,38,4180,1835,260,2084,794,579,461,368,2400,165,112,16,6,10,13,2,23,14,3,8,6,5,2,1,3,2,73,17,17,6,5,0,1,5,6,4,295,223,39,57,14100,4,827,14931,20335,
21,PUEBLA,176,TLACOTEPEC DE BENITO JUAREZ,17,60,3579,2747,216,2895,741,446,1195,1937,7454,506,50,8,1,8,9,0,11,15,3,5,4,6,0,3,2,2,35,15,23,36,3,4,8,11,20,23,363,168,31,124,22707,8,1782,24497,34998,
21,PUEBLA,178,TLACUILOTEPEC,10,24,1615,3665,302,228,67,1153,49,34,1104,57,10,3,0,0,2,1,27,0,1,2,3,0,2,1,0,0,23,23,6,2,58,3,1,0,4,0,31,12,4,15,8508,0,477,8985,11719,
21,PUEBLA,180,TLAHUAPAN,15,46,4249,4623,366,966,1149,604,1624,275,2779,230,118,12,7,4,13,2,18,17,5,8,2,8,3,3,1,7,47,21,41,11,7,4,1,13,2,9,144,82,11,47,17533,10,888,18431,27932,
21,PUEBLA,181,TLALTENANGO,3,8,1041,513,39,163,190,48,32,70,787,38,28,1,1,0,0,0,1,7,0,1,2,3,0,0,0,2,10,5,9,0,0,0,0,0,1,0,39,17,3,16,3067,4,138,3209,4696,
21,PUEBLA,182,TLANEPANTLA,2,6,564,417,219,172,57,107,65,13,754,42,29,0,4,1,3,0,3,2,0,1,4,2,0,0,0,2,7,24,0,0,1,0,0,0,1,2,42,14,2,8,2562,0,84,2646,3403,
21,PUEBLA,183,TLAOLA,9,27,4118,3438,165,256,84,646,43,32,1818,105,8,2,3,1,1,0,6,4,1,1,2,0,1,1,0,0,38,12,4,2,0,0,0,0,4,3,57,16,2,23,10897,1,521,11419,14179,
21,PUEBLA,184,TLAPACOYA,5,10,1367,775,53,128,159,94,99,21,934,78,9,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,11,0,0,1,0,0,0,0,1,0,16,1,1,11,3765,1,268,4034,4755,
21,PUEBLA,185,TLAPANALA,5,11,1250,513,118,197,194,772,347,101,1144,61,27,0,4,3,5,0,1,7,1,0,2,6,0,0,1,1,1,15,11,25,3,3,2,7,5,5,59,14,3,16,4924,2,236,5162,6723,
21,PUEBLA,186,TLATLAUQUITEPEC,23,64,6830,3773,402,1423,1283,1025,756,1776,5758,419,156,3,21,13,21,9,28,22,4,18,22,7,1,3,4,15,45,43,44,48,12,5,17,9,314,23,307,79,18,101,24857,2,1499,26358,37763,
21,PUEBLA,187,TLAXCO,4,9,964,181,82,49,441,328,312,214,349,28,10,2,1,0,0,1,1,3,0,3,1,0,0,0,0,0,40,5,10,1,1,0,1,3,51,0,14,4,0,1,3101,0,178,3279,3814,
21,PUEBLA,188,TOCHIMILCO,11,22,2861,1902,83,325,1547,450,56,23,1430,63,51,7,6,3,6,0,6,5,0,2,2,0,0,0,0,0,10,17,4,1,0,0,0,1,1,0,69,14,2,18,8965,1,395,9361,12735,
21,PUEBLA,189,TOCHTEPEC,7,22,2409,1458,103,1022,501,170,87,521,3316,155,48,8,4,6,2,1,8,13,1,3,1,1,1,0,0,3,34,7,8,3,0,0,0,1,5,3,240,99,13,52,10307,3,461,10771,14163,
21,PUEBLA,190,TOTOLTEPEC DE GUERRERO,2,3,171,166,4,80,3,2,32,2,271,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,10,5,0,3,784,0,21,805,958,
21,PUEBLA,191,TULCINGO,7,15,476,1619,501,546,41,29,21,82,834,64,13,1,1,2,0,0,12,3,0,1,1,0,0,0,0,1,42,2,2,0,2,0,1,0,3,0,72,21,4,19,4416,1,251,4668,7529,
21,PUEBLA,192,TUZAMAPAN DE GALEANA,3,7,676,862,46,217,153,522,15,7,862,37,5,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,5,2,0,0,5,0,0,0,0,0,30,15,3,10,3477,0,198,3675,4415,
21,PUEBLA,193,TZICATLACOYAN,4,10,643,948,44,135,69,65,44,614,577,37,12,0,1,2,2,0,0,0,4,0,0,2,0,0,1,0,5,1,6,20,0,0,2,7,1,0,12,1,1,5,3261,82,357,3700,5075,
21,PUEBLA,194,VENUSTIANO CARRANZA,16,41,7397,460,196,444,177,100,55,36,5542,151,64,11,3,5,6,0,45,6,3,1,0,0,2,0,0,1,70,20,10,1,0,0,0,1,1,0,137,42,4,51,15042,2,370,15414,20881,
21,PUEBLA,195,VICENTE GUERRERO,11,29,5178,4540,86,268,76,52,27,29,1002,92,30,1,0,0,7,0,6,11,2,4,1,4,0,1,0,1,49,14,9,5,0,1,0,0,1,1,33,6,4,12,11553,0,663,12216,16757,
21,PUEBLA,0,VOTO EN EL EXTRANJERO,0,0,610,274,50,89,132,39,57,4,3165,32,55,14,1,0,1,1,2,2,0,2,1,0,2,0,0,1,4,2,4,0,0,0,0,1,0,0,267,29,2,30,4873,16,42,4931,10811,
21,PUEBLA,196,XAYACATLAN DE BRAVO,2,3,104,265,18,90,23,108,17,8,364,19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,1,13,2,0,8,1050,0,71,1121,1428,
21,PUEBLA,197,XICOTEPEC,29,96,13292,8193,830,1413,1309,502,367,173,8716,417,285,41,23,18,25,5,93,32,6,15,6,8,1,3,3,2,166,49,45,14,10,3,0,6,1,4,356,107,27,139,36705,12,1596,38313,55468,
21,PUEBLA,198,XICOTLAN,2,2,343,244,2,11,8,2,3,2,269,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,901,0,12,913,1081,
21,PUEBLA,199,XIUTETELCO,12,43,6874,6959,154,423,245,189,341,56,2390,148,71,6,6,8,11,2,27,18,2,15,5,4,0,0,1,0,50,45,63,2,2,0,0,0,0,0,85,32,4,38,18276,1,881,19158,26446,
21,PUEBLA,200,XOCHIAPULCO,2,7,699,713,37,85,24,15,18,5,319,18,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,21,6,1,9,1985,0,94,2079,2770,
21,PUEBLA,201,XOCHILTEPEC,2,4,486,343,18,33,33,24,178,99,321,17,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,2,6,5,0,1,0,1,0,0,20,4,3,4,1605,0,87,1692,2520,
21,PUEBLA,202,XOCHITLAN DE VICENTE SUAREZ,4,13,1301,2401,76,174,90,592,63,26,738,70,21,2,1,1,0,0,6,1,2,1,0,0,0,1,0,2,21,33,4,0,10,0,0,1,7,0,39,8,3,11,5706,0,518,6224,8493,
21,PUEBLA,203,XOCHITLAN TODOS SANTOS,3,7,738,518,25,610,320,28,53,94,746,56,12,2,0,0,2,0,4,12,0,2,2,3,0,0,0,1,20,0,9,0,0,0,2,0,1,5,54,35,14,22,3390,1,184,3575,4602,
21,PUEBLA,204,YAONAHUAC,4,10,863,613,272,511,138,68,214,208,1169,75,20,2,1,0,1,0,1,1,0,1,0,0,0,1,0,2,10,3,3,3,1,0,0,1,0,4,54,12,2,6,4260,0,183,4443,5545,
21,PUEBLA,205,YEHUALTEPEC,9,26,1792,1094,128,887,313,558,152,307,5392,349,30,6,4,3,8,0,9,7,0,1,3,1,1,0,0,1,12,16,15,5,19,2,3,0,0,2,219,88,15,110,11552,9,554,12115,16590,
21,PUEBLA,206,ZACAPALA,4,6,470,511,21,81,100,284,28,9,578,38,10,2,0,1,3,0,0,0,0,2,1,0,1,0,1,0,14,8,6,0,0,0,0,0,1,0,22,3,2,5,2202,0,106,2308,3308,
21,PUEBLA,207,ZACAPOAXTLA,27,65,5478,4559,2356,1415,847,464,319,142,7232,398,107,11,9,12,12,1,30,13,4,7,4,3,2,0,12,4,80,46,22,6,17,10,11,4,2,4,388,131,24,152,24338,2,1320,25660,38086,
21,PUEBLA,208,ZACATLAN,30,103,11857,9977,580,1824,1392,618,469,152,9855,623,215,15,6,5,18,2,43,22,2,9,10,11,0,1,0,2,72,48,42,6,5,2,1,5,4,7,456,135,30,146,38667,16,2193,40876,59565,
21,PUEBLA,209,ZAPOTITLAN,9,14,1015,1175,109,251,59,393,362,22,1379,74,10,0,1,0,1,3,3,2,0,3,0,2,2,1,0,1,4,14,6,0,12,2,0,4,1,2,26,16,0,19,4974,0,221,5195,6679,
21,PUEBLA,210,ZAPOTITLAN DE MENDEZ,3,7,841,994,36,450,50,17,26,5,724,66,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,3,0,1,0,0,0,0,0,40,11,4,3,3283,0,85,3368,4022,
21,PUEBLA,211,ZARAGOZA,6,21,2037,1425,128,388,1022,237,170,183,2443,112,56,2,7,3,3,0,9,6,1,6,0,1,0,1,0,1,10,9,14,5,3,1,0,2,2,7,97,24,2,24,8441,0,352,8793,11553,
21,PUEBLA,212,ZAUTLA,12,27,1013,1214,1975,367,739,1962,97,59,2770,139,32,4,4,2,1,1,14,9,4,6,3,1,1,1,0,2,118,39,0,2,19,3,2,7,10,0,70,25,12,35,10762,1,589,11352,14084,
21,PUEBLA,213,ZIHUATEUTLA,7,18,1954,550,100,227,110,1923,45,907,1119,102,13,2,3,0,1,0,8,3,2,1,3,1,1,1,2,0,21,20,4,8,26,0,3,7,11,2,34,3,4,23,7244,0,442,7686,9532,
21,PUEBLA,214,ZINACATEPEC,6,18,1133,1096,140,1504,89,64,335,58,3396,278,26,4,2,1,1,0,4,5,1,0,0,0,0,0,0,0,29,3,4,1,0,2,0,2,0,1,251,102,26,101,8659,1,259,8919,11491,
21,PUEBLA,215,ZONGOZOTLA,2,5,679,843,21,137,465,122,12,6,388,38,5,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,11,0,3,6,2754,0,169,2923,3485,
21,PUEBLA,216,ZOQUIAPAN,2,4,191,549,32,48,18,23,231,66,166,6,3,2,0,0,0,0,0,1,1,5,0,0,5,0,0,0,1,2,13,0,2,6,0,4,0,1,5,2,1,4,1388,0,77,1465,1816,
21,PUEBLA,217,ZOQUITLAN,12,22,538,767,2742,410,94,93,67,65,3686,167,25,9,6,2,1,1,26,9,2,1,2,2,2,2,1,0,111,2,3,0,9,2,6,0,4,0,82,26,17,39,9021,2,576,9599,12477,
