ID_ESTADO,NOMBRE_ESTADO,DISTRITOS_LOCALES,MUNICIPIOS,SECCIONES,CASILLAS,PAN_PRD_MC_PCPP_PSI,PRI,PT_MORENA_ES,PVEM,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,OBSERVACIONES,RUTA_ACTA
21,PUEBLA,26,217,2652,7547,1096097,535926,992968,144647,2769638,1509,119243,2890390,4511391,,http://www.ieepuebla.org.mx/2018/computos/TEEP-I-031-2018-AC.pdf
