CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRD,PT,PVEM,MC,PAC,PS,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_NVA_ALIANZA,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,278,1,68,98,17,,5,12,4,53,9,31,,,,,0,297,22,319,558
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,279,3,173,292,44,,19,77,13,147,29,281,,,,,0,1075,51,1126,1635
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,280,1,98,68,8,,7,11,2,32,7,45,,,,,0,278,14,292,481
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,281,3,290,291,45,,22,131,35,166,30,218,,,,,1,1229,69,1298,1921
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,282,1,80,61,10,,1,27,3,30,16,41,,,,,0,269,6,275,414
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,283,2,196,287,29,,20,48,26,99,27,146,,,,,1,879,50,929,1432
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,26,SANTA CRUZ TLAXCALA,365,3,272,114,37,,51,36,51,105,16,261,,,,,4,947,68,1015,1788
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,26,SANTA CRUZ TLAXCALA,366,3,445,264,119,,37,43,53,91,33,310,,,,,3,1398,86,1484,2040
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,26,SANTA CRUZ TLAXCALA,367,3,459,218,22,,99,44,13,178,30,251,,,,,0,1314,79,1393,1963
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,26,SANTA CRUZ TLAXCALA,368,3,350,282,40,,75,41,11,144,23,235,,,,,0,1201,49,1250,1754
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,26,SANTA CRUZ TLAXCALA,369,3,434,241,47,,56,83,12,89,25,300,,,,,3,1290,82,1372,2057
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,26,SANTA CRUZ TLAXCALA,370,2,315,154,28,,10,20,3,30,13,131,,,,,0,704,29,733,919
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,26,SANTA CRUZ TLAXCALA,371,4,404,274,105,,14,68,9,87,23,608,,,,,0,1592,113,1705,2474
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,122,3,258,113,154,,46,123,46,126,47,163,,,,,2,1078,100,1178,1620
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,123,3,190,145,110,,45,148,39,131,51,197,,,,,1,1057,69,1126,1674
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,124,3,194,174,133,,30,128,19,139,34,245,,,,,2,1098,63,1161,1905
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,125,3,191,136,126,,22,112,23,127,28,198,,,,,2,965,52,1017,1575
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,126,3,183,167,209,,44,200,60,154,35,216,,,,,0,1268,83,1351,2012
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,127,4,241,179,210,,56,235,37,215,36,268,,,,,1,1478,109,1587,2537
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,128,2,74,71,86,,19,84,12,77,15,150,,,,,0,588,26,614,1003
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,129,2,142,91,109,,30,97,20,84,33,111,,,,,3,720,50,770,1146
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,130,2,99,67,28,,30,95,7,58,26,95,,,,,0,505,33,538,782
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,131,2,142,108,91,,43,111,17,134,25,139,,,,,2,812,46,858,1225
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,132,2,158,140,136,,22,78,19,76,29,132,,,,,0,790,38,828,1238
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,133,2,99,99,111,,21,79,44,104,20,117,,,,,2,696,46,742,1064
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,134,2,82,101,63,,15,30,2,63,10,96,,,,,1,463,28,491,817
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,135,2,50,117,116,,14,35,6,49,25,117,,,,,1,530,41,571,956
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,136,1,52,59,24,,8,51,2,47,14,66,,,,,1,324,14,338,514
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,137,3,172,211,173,,58,172,27,209,35,212,,,,,3,1272,91,1363,2199
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,138,2,210,96,54,,37,154,12,95,34,129,,,,,2,823,49,872,1286
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,139,5,279,174,130,,41,311,34,226,59,259,,,,,1,1514,104,1618,2534
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,140,3,114,109,92,,24,156,14,136,25,182,,,,,2,854,72,926,1540
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,141,6,446,440,290,,129,292,56,291,51,558,,,,,6,2559,169,2728,4210
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,142,3,174,182,160,,51,154,16,161,50,176,,,,,0,1124,97,1221,1915
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,143,3,195,171,129,,29,168,13,142,30,177,,,,,1,1055,56,1111,1703
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,144,4,243,315,226,,76,180,31,246,66,410,,,,,2,1795,105,1900,2980
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,145,3,152,200,230,,45,121,16,106,24,213,,,,,2,1109,76,1185,1717
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,146,3,156,172,166,,49,102,9,117,13,203,,,,,0,987,46,1033,1648
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,147,2,100,149,114,,43,94,7,115,14,277,,,,,0,913,60,973,1500
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,148,2,60,108,131,,34,147,9,87,17,231,,,,,0,824,53,877,1394
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,149,4,296,255,130,,77,318,19,181,27,352,,,,,1,1656,88,1744,2718
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,156,2,137,101,176,,29,145,13,101,20,150,,,,,0,872,56,928,1401
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,157,2,134,45,123,,18,92,10,64,13,111,,,,,0,610,44,654,1036
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,150,2,88,95,290,,18,58,9,64,26,85,,,,,0,733,34,767,1211
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,151,7,333,396,1088,,91,442,48,229,143,396,,,,,0,3166,148,3314,4566
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,152,4,172,226,908,,74,252,22,69,66,248,,,,,0,2037,54,2091,2810
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,153,2,107,77,437,,46,100,11,72,34,166,,,,,0,1050,52,1102,1446
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,154,3,115,149,476,,37,106,6,75,26,126,,,,,0,1116,51,1167,1587
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,155,3,111,96,537,,47,74,8,72,47,218,,,,,0,1210,52,1262,1736
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,178,5,437,185,53,118,32,202,27,163,40,,506,,,,2,1765,91,1856,3409
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,179,5,362,130,85,48,33,156,36,188,40,,583,,,,0,1661,116,1777,3647
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,181,3,288,112,30,46,20,107,8,121,25,,379,,,,1,1137,78,1215,2087
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,182,2,179,68,20,30,13,44,12,74,16,,196,,,,1,653,21,674,1346
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,183,3,264,113,20,25,31,90,10,150,23,,280,,,,2,1008,60,1068,2012
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,184,2,183,51,15,38,9,82,26,62,8,,277,,,,0,751,40,791,1235
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,185,2,148,88,21,34,22,49,11,86,16,,217,,,,1,693,50,743,1335
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,186,2,158,57,7,30,16,62,13,91,13,,276,,,,1,724,40,764,1241
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,187,4,281,84,22,29,49,78,12,83,41,,312,,,,3,994,58,1052,1955
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,189,3,197,74,17,27,13,110,8,96,15,,241,,,,2,800,43,843,1551
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,190,2,136,50,13,17,8,23,15,60,8,,174,,,,0,504,39,543,973
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,191,2,148,33,14,49,6,68,9,73,9,,188,,,,0,597,45,642,1128
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,192,3,304,109,90,45,17,111,18,132,25,,256,,,,1,1108,77,1185,1895
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,193,2,81,71,8,45,4,41,7,77,1,,157,,,,0,492,32,524,807
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,194,4,374,149,85,80,19,111,21,158,25,,368,,,,0,1390,78,1468,2471
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,195,3,205,121,55,47,13,83,21,119,51,,240,,,,0,955,76,1031,1752
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,205,1,82,0,0,14,0,21,0,25,2,,77,,,,0,221,9,230,257
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,206,2,171,117,9,22,14,29,6,53,2,,342,,,,0,765,25,790,966
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,207,1,116,45,24,14,10,33,9,16,3,,232,,,,5,507,28,535,734
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,208,1,112,60,16,40,3,58,38,18,0,,183,,,,0,528,16,544,733
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,209,1,191,48,11,32,3,79,6,21,3,,199,,,,0,593,21,614,742
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,210,1,35,11,3,4,2,22,1,3,1,,72,,,,0,154,10,164,223
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,211,2,87,134,69,27,8,40,6,24,3,,221,,,,0,619,47,666,869
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,213,4,310,147,120,106,11,127,151,83,12,,602,,,,0,1669,110,1779,2656
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,214,3,220,139,53,62,12,61,86,56,5,,528,,,,0,1222,62,1284,1885
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,215,1,73,23,1,11,1,7,1,12,2,,85,,,,0,216,15,231,286
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,216,2,70,52,7,4,0,78,101,40,0,,164,,,,1,517,50,567,854
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,217,2,142,32,10,25,3,43,5,61,8,,161,,,,1,491,24,515,807
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,218,1,60,76,8,28,4,32,11,34,3,,136,,,,0,392,22,414,643
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,219,1,66,39,9,32,6,55,5,88,4,,126,,,,0,430,24,454,732
4,29,TLAXCALA,10,HUAMANTLA,16,IXTENCO,259,2,97,94,61,188,14,64,65,130,48,,229,,,,0,990,79,1069,1393
4,29,TLAXCALA,10,HUAMANTLA,16,IXTENCO,260,2,82,96,68,152,16,41,48,104,28,,187,,,,2,824,59,883,1172
4,29,TLAXCALA,10,HUAMANTLA,16,IXTENCO,261,2,89,145,75,148,16,71,66,143,51,,171,,,,0,975,64,1039,1461
4,29,TLAXCALA,10,HUAMANTLA,16,IXTENCO,262,2,82,117,50,83,16,34,34,83,41,,133,,,,0,673,61,734,1035
4,29,TLAXCALA,10,HUAMANTLA,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,520,2,337,41,22,68,3,68,12,196,12,,181,,,,0,940,49,989,1429
4,29,TLAXCALA,10,HUAMANTLA,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,521,2,247,68,12,49,3,48,9,118,17,,83,,,,0,654,37,691,992
4,29,TLAXCALA,10,HUAMANTLA,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,522,2,265,55,20,60,4,52,4,154,27,,157,,,,0,798,42,840,1237
4,29,TLAXCALA,10,HUAMANTLA,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,523,2,203,51,10,46,3,43,17,216,23,,169,,,,0,781,42,823,1230
4,29,TLAXCALA,10,HUAMANTLA,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,524,1,118,40,0,55,11,14,5,67,12,,82,,,,0,404,31,435,540
4,29,TLAXCALA,10,HUAMANTLA,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,525,2,113,29,57,87,4,59,15,46,51,,130,,,,0,591,72,663,889
4,29,TLAXCALA,10,HUAMANTLA,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,526,1,24,7,4,1,5,5,1,12,2,,27,,,,0,88,4,92,167
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,59,2,93,56,130,21,11,72,90,26,4,,188,,,,0,691,38,729,963
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,60,1,61,54,102,18,1,41,54,17,4,,102,,,,0,454,37,491,663
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,61,2,42,57,44,42,5,33,12,48,4,,90,,,,0,377,31,408,540
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,62,1,40,35,15,36,5,3,16,3,0,,91,,,,0,244,18,262,313
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,63,1,33,45,39,11,4,14,27,5,1,,72,,,,0,251,10,261,323
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,64,1,28,42,6,5,7,9,4,23,0,,37,,,,0,161,11,172,212
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,65,1,22,11,78,9,3,7,3,5,0,,47,,,,0,185,5,190,212
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,66,1,87,35,33,28,1,75,11,3,2,,80,,,,0,355,30,385,509
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,67,1,20,16,9,2,1,52,9,6,1,,48,,,,0,164,8,172,204
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,68,3,191,165,118,39,6,65,27,66,20,,538,,,,1,1236,92,1328,1821
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,69,2,102,124,57,11,13,43,20,58,2,,142,,,,0,572,32,604,798
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,70,1,60,32,13,12,3,88,30,14,3,,122,,,,0,377,24,401,518
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,71,2,72,136,46,50,30,40,12,10,0,,247,,,,0,643,49,692,878
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,72,1,96,141,19,20,0,16,1,12,1,,181,,,,0,487,28,515,623
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,73,1,11,27,36,4,3,13,3,14,4,,91,,,,0,206,17,223,252
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,74,2,232,136,26,23,4,97,8,17,2,,196,,,,0,741,42,783,954
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,75,1,31,56,36,16,3,34,3,13,1,,118,,,,0,311,4,315,396
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,76,1,36,21,7,12,2,13,0,1,0,,62,,,,0,154,8,162,199
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,77,2,155,82,187,31,8,115,111,34,10,,209,,,,0,942,53,995,1310
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,100,4,451,140,27,76,14,116,6,75,14,,652,,,,0,1571,130,1701,2657
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,101,3,306,152,14,33,19,107,5,64,4,,487,,,,0,1191,84,1275,1988
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,102,3,413,117,15,45,8,61,8,57,16,,503,,,,0,1243,96,1339,2103
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,103,2,201,73,10,26,3,69,2,23,0,,321,,,,0,728,70,798,1222
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,104,3,442,153,17,46,22,127,9,53,6,,470,,,,0,1345,95,1440,2229
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,105,1,89,11,8,18,2,41,26,7,0,,85,,,,0,287,41,328,399
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,106,1,47,35,7,0,7,1,3,0,0,,65,,,,0,165,10,175,214
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,107,5,527,104,201,378,17,53,10,154,15,,356,,,,30,1845,96,1941,2467
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,108,3,274,71,40,295,7,21,11,84,7,,299,,,,0,1109,59,1168,1596
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,109,3,295,96,137,258,10,40,4,106,8,,479,,,,0,1433,82,1515,2117
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,110,2,130,62,56,230,13,15,32,54,5,,354,,,,0,951,62,1013,1338
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,111,1,57,3,25,36,1,25,1,10,1,,32,,,,0,191,10,201,251
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,112,1,37,7,3,30,0,17,2,6,0,,22,,,,0,124,11,135,156
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,113,1,50,7,2,17,0,48,8,18,1,,54,,,,0,205,22,227,264
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,114,2,88,62,65,99,3,16,22,22,4,,220,,,,0,601,44,645,766
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,115,1,83,7,18,72,2,27,8,27,1,,64,,,,1,310,25,335,394
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,116,1,32,23,2,97,5,16,2,15,0,,121,,,,0,313,21,334,375
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,180,5,344,368,87,179,22,129,16,172,43,,362,,,,4,1726,153,1879,3070
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,188,5,403,152,68,108,40,193,25,143,70,,387,,,,2,1591,111,1702,3537
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,196,2,96,54,80,120,5,77,5,34,1,,206,,,,6,684,51,735,1034
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,197,1,22,16,4,1,0,78,2,3,1,,28,,,,0,155,8,163,203
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,198,1,79,44,7,8,4,61,5,15,4,,78,,,,0,305,20,325,513
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,199,1,124,63,8,90,1,11,16,36,2,,165,,,,0,516,32,548,655
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,200,2,150,101,78,203,7,46,6,42,6,,348,,,,0,987,48,1035,1361
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,201,5,294,412,71,91,7,244,15,105,46,,698,,,,0,1983,173,2156,3180
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,202,1,76,33,14,11,0,64,6,27,1,,108,,,,0,340,18,358,465
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,203,3,274,217,43,49,9,68,11,95,12,,507,,,,0,1285,72,1357,1891
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,204,3,224,221,29,42,5,69,16,79,6,,523,,,,0,1214,88,1302,2025
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,212,1,70,40,14,52,1,19,12,22,1,,92,,,,0,323,16,339,484
4,29,TLAXCALA,12,TEOLOCHOLCO,17,MAZATECOCHCO DE JOSE MARIA MORELOS,263,3,156,330,119,,137,23,15,175,60,428,,,,,1,1444,110,1554,2027
4,29,TLAXCALA,12,TEOLOCHOLCO,17,MAZATECOCHCO DE JOSE MARIA MORELOS,264,3,149,258,113,,132,21,21,153,65,474,,,,,0,1386,94,1480,1879
4,29,TLAXCALA,12,TEOLOCHOLCO,17,MAZATECOCHCO DE JOSE MARIA MORELOS,265,3,129,304,93,,179,12,22,202,60,369,,,,,1,1371,81,1452,1896
4,29,TLAXCALA,12,TEOLOCHOLCO,17,MAZATECOCHCO DE JOSE MARIA MORELOS,266,3,96,279,98,,105,12,19,108,63,275,,,,,0,1055,72,1127,1525
4,29,TLAXCALA,12,TEOLOCHOLCO,22,ACUAMANALA DE MIGUEL HIDALGO,309,2,191,211,10,,65,57,33,146,11,193,,,,,0,917,57,974,1221
4,29,TLAXCALA,12,TEOLOCHOLCO,22,ACUAMANALA DE MIGUEL HIDALGO,310,2,178,305,19,,73,51,42,149,10,257,,,,,1,1085,51,1136,1341
4,29,TLAXCALA,12,TEOLOCHOLCO,22,ACUAMANALA DE MIGUEL HIDALGO,311,2,237,264,10,,56,32,24,136,9,138,,,,,0,906,62,968,1132
4,29,TLAXCALA,12,TEOLOCHOLCO,22,ACUAMANALA DE MIGUEL HIDALGO,312,1,138,58,7,,28,64,10,75,16,77,,,,,0,473,0,473,634
4,29,TLAXCALA,12,TEOLOCHOLCO,28,TEOLOCHOLCO,378,3,180,282,47,,39,29,9,180,19,343,,,,,1,1129,80,1209,1594
4,29,TLAXCALA,12,TEOLOCHOLCO,28,TEOLOCHOLCO,379,4,178,287,51,,34,51,15,183,37,629,,,,,0,1465,83,1548,2206
4,29,TLAXCALA,12,TEOLOCHOLCO,28,TEOLOCHOLCO,380,5,363,557,123,,123,45,21,263,75,893,,,,,0,2463,120,2583,3712
4,29,TLAXCALA,12,TEOLOCHOLCO,28,TEOLOCHOLCO,381,3,82,304,51,,60,61,8,149,20,459,,,,,0,1194,107,1301,1905
4,29,TLAXCALA,12,TEOLOCHOLCO,28,TEOLOCHOLCO,382,2,120,196,72,,28,17,12,98,29,384,,,,,0,956,53,1009,1436
4,29,TLAXCALA,12,TEOLOCHOLCO,28,TEOLOCHOLCO,383,2,205,274,45,,20,20,5,167,11,385,,,,,1,1133,52,1185,1495
4,29,TLAXCALA,12,TEOLOCHOLCO,28,TEOLOCHOLCO,384,3,186,225,42,,33,18,4,146,17,443,,,,,1,1115,70,1185,1566
4,29,TLAXCALA,12,TEOLOCHOLCO,28,TEOLOCHOLCO,385,1,32,64,16,,11,7,4,16,2,126,,,,,0,278,12,290,338
4,29,TLAXCALA,12,TEOLOCHOLCO,28,TEOLOCHOLCO,386,3,105,868,17,,29,37,10,114,16,205,,,,,1,1402,72,1474,1948
4,29,TLAXCALA,12,TEOLOCHOLCO,41,PAPALOTLA DE XICOHTENCATL,558,3,317,383,16,,254,65,12,182,7,238,,,,,0,1474,73,1547,2200
4,29,TLAXCALA,12,TEOLOCHOLCO,41,PAPALOTLA DE XICOHTENCATL,559,3,235,254,15,,169,42,8,95,15,343,,,,,0,1176,54,1230,1768
4,29,TLAXCALA,12,TEOLOCHOLCO,41,PAPALOTLA DE XICOHTENCATL,560,4,248,393,13,,291,71,10,151,21,324,,,,,6,1528,86,1614,2502
4,29,TLAXCALA,12,TEOLOCHOLCO,41,PAPALOTLA DE XICOHTENCATL,561,4,296,486,6,,239,50,2,115,15,282,,,,,0,1491,66,1557,2282
4,29,TLAXCALA,12,TEOLOCHOLCO,41,PAPALOTLA DE XICOHTENCATL,562,3,189,304,12,,212,60,11,123,16,259,,,,,0,1186,68,1254,2032
4,29,TLAXCALA,12,TEOLOCHOLCO,41,PAPALOTLA DE XICOHTENCATL,563,3,75,357,32,,249,27,10,201,61,239,,,,,0,1251,108,1359,1954
4,29,TLAXCALA,12,TEOLOCHOLCO,41,PAPALOTLA DE XICOHTENCATL,564,3,180,217,11,,186,80,10,109,16,248,,,,,3,1060,55,1115,1879
4,29,TLAXCALA,12,TEOLOCHOLCO,41,PAPALOTLA DE XICOHTENCATL,565,2,155,132,7,,116,50,4,85,3,105,,,,,0,657,48,705,1117
4,29,TLAXCALA,12,TEOLOCHOLCO,41,PAPALOTLA DE XICOHTENCATL,566,2,101,227,6,,92,40,3,68,10,328,,,,,0,875,82,957,1315
4,29,TLAXCALA,12,TEOLOCHOLCO,41,PAPALOTLA DE XICOHTENCATL,567,2,122,171,7,,149,34,7,77,6,175,,,,,0,748,109,857,1293
4,29,TLAXCALA,12,TEOLOCHOLCO,41,PAPALOTLA DE XICOHTENCATL,568,2,99,160,6,,112,19,17,66,16,130,,,,,0,625,25,650,1179
4,29,TLAXCALA,12,TEOLOCHOLCO,41,PAPALOTLA DE XICOHTENCATL,569,2,71,116,2,,63,15,2,37,1,130,,,,,0,437,22,459,836
4,29,TLAXCALA,12,TEOLOCHOLCO,46,SANTA CRUZ QUILEHTLA,313,3,151,216,19,,239,69,9,85,58,260,,,,,0,1106,119,1225,1702
4,29,TLAXCALA,12,TEOLOCHOLCO,46,SANTA CRUZ QUILEHTLA,314,3,126,208,19,,173,59,8,62,49,217,,,,,0,921,91,1012,1501
4,29,TLAXCALA,12,TEOLOCHOLCO,46,SANTA CRUZ QUILEHTLA,315,2,83,366,183,,21,12,4,88,54,98,,,,,0,909,74,983,1330
4,29,TLAXCALA,12,TEOLOCHOLCO,49,SANTA ISABEL XILOXOXTLA,391,3,147,307,22,,92,124,16,67,18,410,,,,,1,1204,94,1298,1751
