CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRD,PT,PVEM,MC,PAC,PS,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_NVA_ALIANZA,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,29,TLAXCALA,5,YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,161,3,381,58,191,,11,23,26,121,27,412,,,,,0,1250,68,1318,1838
4,29,TLAXCALA,5,YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,162,2,338,28,21,,10,8,12,39,6,197,,,,,0,659,50,709,976
4,29,TLAXCALA,5,YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,163,1,165,13,20,,1,6,2,14,3,98,,,,,0,322,18,340,476
4,29,TLAXCALA,5,YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,164,1,41,3,13,,3,1,8,6,16,97,,,,,0,188,12,200,252
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,165,3,474,88,13,,18,263,11,98,5,408,,,,,0,1378,51,1429,1942
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,167,1,71,13,2,,1,21,4,21,2,81,,,,,0,216,4,220,335
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,168,1,225,21,7,,3,33,1,23,3,163,,,,,0,479,21,500,664
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,169,1,94,11,0,,1,13,4,6,0,50,,,,,0,179,6,185,229
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,170,1,257,18,3,,3,58,1,35,1,95,,,,,0,471,16,487,697
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,171,1,96,19,3,,0,15,0,9,0,73,,,,,0,215,5,220,288
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,172,1,127,15,0,,1,21,0,18,2,87,,,,,0,271,7,278,300
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,173,1,106,8,2,,2,10,1,12,0,74,,,,,0,215,9,224,290
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,174,1,71,11,1,,1,12,0,6,0,52,,,,,0,154,8,162,195
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITAA,175,1,105,29,1,,1,5,2,61,1,195,,,,,0,400,11,411,569
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,176,1,98,18,4,,4,10,0,35,3,120,,,,,0,292,18,310,402
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,177,1,67,13,1,,1,9,4,7,0,146,,,,,0,248,13,261,346
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,220,3,518,90,115,,13,43,35,129,26,421,,,,,3,1393,72,1465,2006
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,221,3,523,108,140,,19,23,50,118,10,394,,,,,2,1387,92,1479,2019
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,222,2,264,77,58,,1,30,10,174,5,100,,,,,0,719,43,762,1063
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,223,1,54,20,32,,3,0,4,40,1,63,,,,,0,217,26,243,370
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,224,1,325,36,51,,1,3,8,38,7,21,,,,,0,490,21,511,670
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,225,1,124,17,12,,1,7,3,14,0,48,,,,,0,226,13,239,279
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,226,1,92,40,59,,2,8,10,32,11,97,,,,,0,351,15,366,493
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,227,1,165,16,26,,5,62,39,37,6,89,,,,,0,445,15,460,620
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,228,4,485,44,67,,8,32,87,163,19,197,,,,,0,1102,83,1185,2537
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,229,1,41,7,5,,0,1,0,6,2,27,,,,,0,89,12,101,128
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,230,1,119,44,22,,2,10,7,67,1,81,,,,,0,353,25,378,526
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,231,1,53,9,22,,2,5,4,33,0,44,,,,,0,172,13,185,291
4,29,TLAXCALA,5,YAUHQUEMEHCAN,40,XALTOCAN,547,2,279,44,9,,8,65,28,35,4,231,,,,,0,703,32,735,1097
4,29,TLAXCALA,5,YAUHQUEMEHCAN,40,XALTOCAN,548,3,719,72,21,,6,98,38,58,8,188,,,,,1,1209,35,1244,1851
4,29,TLAXCALA,5,YAUHQUEMEHCAN,40,XALTOCAN,549,2,370,95,26,,5,90,18,47,10,157,,,,,0,818,45,863,1347
4,29,TLAXCALA,5,YAUHQUEMEHCAN,40,XALTOCAN,550,2,0,0,0,,0,0,0,0,0,0,,,,,0,0,0,0,859
4,29,TLAXCALA,5,YAUHQUEMEHCAN,40,XALTOCAN,553,1,87,8,7,,1,31,11,23,3,31,,,,,0,202,14,216,287
4,29,TLAXCALA,5,YAUHQUEMEHCAN,40,XALTOCAN,554,1,54,13,3,,2,7,5,9,2,24,,,,,0,119,2,121,152
4,29,TLAXCALA,5,YAUHQUEMEHCAN,40,XALTOCAN,555,1,174,55,14,,2,33,7,21,2,190,,,,,0,498,19,517,674
4,29,TLAXCALA,5,YAUHQUEMEHCAN,40,XALTOCAN,556,1,215,64,6,,3,28,41,35,3,108,,,,,0,503,14,517,719
4,29,TLAXCALA,5,YAUHQUEMEHCAN,40,XALTOCAN,557,1,181,57,14,,7,16,4,39,15,106,,,,,43,482,0,482,707
4,29,TLAXCALA,5,YAUHQUEMEHCAN,43,YAUHQUEMEHCAN,575,4,575,59,4,,9,114,19,102,80,328,,,,,0,1290,52,1342,2030
4,29,TLAXCALA,5,YAUHQUEMEHCAN,43,YAUHQUEMEHCAN,576,3,408,54,11,,10,103,49,49,86,265,,,,,1,1036,50,1086,1626
4,29,TLAXCALA,5,YAUHQUEMEHCAN,43,YAUHQUEMEHCAN,577,1,199,16,1,,3,15,6,35,18,130,,,,,0,423,30,453,621
4,29,TLAXCALA,5,YAUHQUEMEHCAN,43,YAUHQUEMEHCAN,578,2,296,26,5,,6,73,42,38,13,211,,,,,1,711,31,742,996
4,29,TLAXCALA,5,YAUHQUEMEHCAN,43,YAUHQUEMEHCAN,579,2,223,48,4,,6,252,18,43,23,203,,,,,0,820,38,858,1231
4,29,TLAXCALA,5,YAUHQUEMEHCAN,43,YAUHQUEMEHCAN,580,3,524,44,28,,16,36,23,148,17,247,,,,,2,1085,54,1139,1989
4,29,TLAXCALA,5,YAUHQUEMEHCAN,43,YAUHQUEMEHCAN,581,5,766,113,31,,28,77,33,205,32,319,,,,,2,1606,105,1711,3207
4,29,TLAXCALA,5,YAUHQUEMEHCAN,43,YAUHQUEMEHCAN,582,6,1329,119,46,,56,111,17,187,37,311,,,,,2,2215,86,2301,4058
4,29,TLAXCALA,5,YAUHQUEMEHCAN,43,YAUHQUEMEHCAN,583,4,533,119,35,,18,147,10,198,37,269,,,,,2,1368,86,1454,2721
4,29,TLAXCALA,5,YAUHQUEMEHCAN,43,YAUHQUEMEHCAN,584,2,340,25,7,,2,77,13,62,7,81,,,,,0,614,47,661,1148
4,29,TLAXCALA,5,YAUHQUEMEHCAN,43,YAUHQUEMEHCAN,585,4,652,86,15,,18,88,22,124,37,518,,,,,2,1562,90,1652,2531
4,29,TLAXCALA,5,YAUHQUEMEHCAN,57,SAN LUCAS TECOPILCO,551,3,380,66,23,,126,38,89,69,10,304,,,,,1,1106,42,1148,1512
4,29,TLAXCALA,5,YAUHQUEMEHCAN,57,SAN LUCAS TECOPILCO,552,2,284,42,9,,76,28,43,33,5,140,,,,,1,661,40,701,896
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,232,3,123,158,24,32,116,300,23,57,11,,315,,,,7,1166,89,1255,1918
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,233,4,61,128,31,34,143,271,11,54,17,,304,,,,2,1056,56,1112,1663
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,234,2,53,109,17,14,122,258,19,45,14,,184,,,,0,835,39,874,1266
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,235,1,7,23,0,0,3,43,1,6,0,,23,,,,0,106,11,117,197
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,236,1,5,31,5,4,7,44,0,3,0,,60,,,,0,159,12,171,259
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,237,1,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,323
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,238,1,11,43,3,4,6,17,3,5,0,,70,,,,0,162,9,171,281
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,239,1,15,43,3,6,15,93,6,5,1,,97,,,,0,284,9,293,448
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,240,2,35,59,15,13,77,44,8,19,8,,123,,,,0,401,17,418,773
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,241,3,119,204,22,10,92,188,9,29,5,,128,,,,3,809,62,871,1703
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,242,2,81,142,9,7,52,145,9,27,5,,129,,,,1,607,49,656,1310
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,243,1,29,22,9,1,53,68,0,10,0,,55,,,,0,247,13,260,335
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,244,1,15,43,11,8,43,36,1,14,1,,4,,,,0,176,20,196,483
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,245,4,126,285,117,42,214,150,57,129,47,,396,,,,2,1565,128,1693,2299
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,246,1,57,58,159,4,58,50,3,15,4,,103,,,,2,513,19,532,697
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,247,3,154,107,46,21,78,380,9,41,17,,165,,,,0,1018,74,1092,1566
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,248,2,32,274,17,21,54,156,5,80,10,,182,,,,0,831,34,865,1181
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,249,1,42,22,2,4,56,80,2,12,1,,169,,,,0,390,15,405,541
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,250,2,50,66,7,7,75,128,14,59,12,,151,,,,0,569,19,588,950
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,251,4,174,301,19,29,242,236,31,175,41,,506,,,,4,1758,97,1855,2811
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,252,3,72,180,22,16,122,257,10,79,9,,274,,,,1,1042,41,1083,1810
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,253,3,56,111,24,16,91,248,27,81,13,,257,,,,0,924,30,954,1578
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,256,2,70,204,16,19,63,111,9,94,8,,208,,,,0,802,46,848,1352
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,257,2,50,178,0,5,25,54,2,31,3,,152,,,,1,501,31,532,919
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,258,1,25,16,4,6,21,50,7,22,5,,56,,,,0,212,3,215,364
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,332,1,23,12,2,6,3,4,1,6,3,,4,,,,0,64,6,70,322
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,333,2,56,231,16,30,16,47,15,80,26,,118,,,,2,637,61,698,1227
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,334,2,60,170,17,31,26,37,35,143,35,,109,,,,0,663,57,720,994
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,335,2,40,196,7,24,28,51,26,75,36,,94,,,,3,580,42,622,878
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,336,4,138,582,38,83,51,120,121,232,100,,276,,,,1,1742,123,1865,2711
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,337,3,89,370,31,60,24,94,45,202,90,,172,,,,5,1182,92,1274,1812
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,338,3,123,335,90,122,25,130,125,67,36,,157,,,,0,1210,128,1338,2221
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,339,2,70,195,12,20,9,47,55,14,5,,50,,,,0,477,33,510,789
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,340,1,36,120,14,21,12,24,33,11,9,,70,,,,0,350,35,385,677
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,341,1,8,24,8,20,4,3,36,15,1,,14,,,,0,133,7,140,167
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,342,3,67,379,54,39,31,309,95,109,20,,109,,,,0,1212,79,1291,1765
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,343,1,25,204,4,14,5,12,169,17,5,,60,,,,1,516,19,535,654
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,344,1,35,120,34,16,13,62,113,27,43,,87,,,,0,550,17,567,709
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,345,3,80,352,69,51,25,111,48,120,72,,131,,,,0,1059,75,1134,1539
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,346,3,56,238,48,37,35,70,38,64,20,,73,,,,2,681,46,727,1596
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,347,3,60,327,84,49,53,153,42,131,52,,119,,,,2,1072,98,1170,1766
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,508,2,34,145,9,11,13,56,41,83,24,,85,,,,0,501,45,546,793
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,509,2,49,176,20,28,20,76,54,75,22,,186,,,,0,706,83,789,1094
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,510,2,84,145,13,13,11,134,11,70,23,,107,,,,1,612,57,669,1077
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,511,2,78,154,6,16,17,61,8,97,22,,127,,,,0,586,61,647,917
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,512,3,92,304,26,24,16,143,13,125,49,,211,,,,2,1005,88,1093,1600
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,513,3,137,335,36,47,30,163,42,234,67,,189,,,,7,1287,139,1426,2170
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,514,2,70,212,44,27,22,93,14,131,36,,128,,,,388,1165,82,1247,1267
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,515,3,111,455,38,33,34,164,37,151,53,,255,,,,2,1333,58,1391,1947
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,516,3,82,345,36,32,43,184,43,157,54,,253,,,,1,1230,75,1305,1830
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,517,2,134,171,19,33,47,113,29,103,42,,156,,,,3,850,59,909,1282
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,518,2,57,175,19,26,19,124,38,148,32,,122,,,,0,760,71,831,1124
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,519,1,39,146,10,13,17,42,9,75,44,,62,,,,0,457,20,477,721
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,435,3,104,192,9,,25,96,11,102,15,374,,,,38,21,987,52,1039,1632
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,436,3,160,249,25,,27,65,19,86,15,364,,,,62,32,1104,58,1162,1775
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,437,2,129,186,29,,20,66,19,55,11,242,,,,61,0,818,51,869,1330
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,438,3,218,203,8,,13,84,12,144,23,216,,,,53,57,1031,52,1083,1541
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,439,3,219,289,22,,24,101,18,164,34,309,,,,92,41,1313,86,1399,2147
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,440,3,148,256,19,,89,84,60,136,27,241,,,,30,56,1146,69,1215,1753
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,441,2,62,163,9,,19,49,14,82,45,202,,,,0,65,710,35,745,1164
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,442,2,79,205,8,,28,41,16,100,16,150,,,,29,33,705,53,758,1180
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,443,1,38,106,3,,9,36,10,45,24,109,,,,0,39,419,19,438,699
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,444,6,282,454,55,,59,198,46,294,83,550,,,,47,139,2207,137,2344,3794
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,445,2,101,227,28,,32,116,27,102,19,205,,,,26,19,902,30,932,1439
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,446,1,61,146,2,,6,26,10,32,10,130,,,,0,36,459,28,487,741
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,447,2,55,166,8,,17,37,12,75,16,127,,,,0,46,559,34,593,891
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,448,3,140,371,55,,24,133,27,140,47,258,,,,56,39,1290,91,1381,2114
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,449,2,87,213,14,,23,45,25,109,20,207,,,,40,26,809,45,854,1346
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,450,2,61,134,8,,13,58,9,79,11,121,,,,0,39,533,24,557,841
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,451,3,106,336,27,,39,79,26,175,48,263,,,,0,56,1155,96,1251,1944
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,452,3,90,223,22,,29,56,21,163,25,237,,,,17,57,940,43,983,1530
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,453,9,446,795,97,,86,325,141,423,90,870,,,,54,178,3505,185,3690,6425
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,454,2,88,97,8,,27,26,5,48,9,118,,,,0,40,466,24,490,865
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,455,1,46,105,8,,18,35,6,47,17,96,,,,0,35,413,16,429,728
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,456,3,132,248,23,,25,109,17,174,43,291,,,,0,122,1184,69,1253,1921
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,457,2,46,188,18,,20,76,22,121,19,168,,,,0,58,736,43,779,1246
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,458,7,298,559,71,,71,231,62,276,53,802,,,,0,160,2583,127,2710,4855
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,459,3,95,354,11,,49,108,25,181,22,254,,,,0,66,1165,60,1225,1934
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,460,2,108,213,15,,30,85,9,93,21,202,,,,0,82,858,36,894,1399
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,461,4,355,310,18,,46,139,36,170,41,312,,,,0,110,1537,66,1603,2093
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,462,3,139,322,14,,25,93,42,146,33,312,,,,0,93,1219,55,1274,1883
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,463,3,125,200,12,,25,118,13,153,33,278,,,,0,67,1024,63,1087,1760
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,464,6,336,541,32,,72,232,64,302,82,505,,,,0,197,2363,107,2470,4273
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,465,6,267,564,74,,61,219,78,282,74,573,,,,0,117,2309,148,2457,4263
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,466,6,227,502,66,,79,170,55,225,39,585,,,,0,111,2059,151,2210,3798
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,467,2,84,186,7,,28,58,28,110,32,215,,,,0,72,820,53,873,1341
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,468,4,146,301,36,,73,129,165,165,33,374,,,,0,97,1519,85,1604,2316
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,469,3,171,276,21,,52,112,91,95,10,223,,,,0,44,1095,45,1140,1519
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,1,AMAXAC DE GUERRERO,1,2,69,189,13,,30,28,14,137,17,229,,,,,0,726,40,766,1051
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,1,AMAXAC DE GUERRERO,2,5,327,479,28,,47,102,30,362,27,651,,,,,3,2056,118,2174,3136
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,1,AMAXAC DE GUERRERO,3,4,342,422,24,,38,110,31,319,30,581,,,,,0,1897,111,2008,2869
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,1,AMAXAC DE GUERRERO,4,1,100,108,8,,1,37,17,77,5,123,,,,,1,477,42,519,627
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,2,APETATITLAN DE ANTONIO CARVAJAL,5,4,352,360,21,,29,42,11,266,47,486,,,,,0,1614,100,1714,2366
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,2,APETATITLAN DE ANTONIO CARVAJAL,6,2,198,76,12,,12,43,1,38,23,128,,,,,0,531,23,554,826
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,2,APETATITLAN DE ANTONIO CARVAJAL,7,1,62,64,2,,3,5,1,19,4,42,,,,,0,202,15,217,305
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,2,APETATITLAN DE ANTONIO CARVAJAL,8,3,415,273,22,,21,119,5,162,26,376,,,,,2,1421,65,1486,2123
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,2,APETATITLAN DE ANTONIO CARVAJAL,9,4,543,331,23,,22,104,40,112,30,327,,,,,0,1532,84,1616,2271
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,2,APETATITLAN DE ANTONIO CARVAJAL,10,4,377,549,33,,32,135,18,176,36,278,,,,,0,1634,91,1725,2363
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,2,APETATITLAN DE ANTONIO CARVAJAL,11,2,196,162,11,,7,23,6,76,8,141,,,,,0,630,23,653,826
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,267,3,235,471,45,,17,116,25,97,28,154,,,,,1,1189,49,1238,1785
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,268,4,320,487,57,,27,97,93,106,36,312,,,,,0,1535,63,1598,2359
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,269,4,204,414,44,,19,49,26,110,28,200,,,,,3,1097,70,1167,1679
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,270,2,142,316,60,,12,27,32,69,28,104,,,,,0,790,37,827,1302
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,271,3,196,491,44,,24,56,25,103,28,185,,,,,0,1152,55,1207,1770
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,272,5,459,671,52,,47,209,30,239,74,300,,,,,4,2085,110,2195,3055
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,273,3,307,484,35,,14,97,33,118,27,230,,,,,1,1346,58,1404,1937
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,274,2,226,314,20,,18,94,10,82,16,108,,,,,0,888,45,933,1182
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,275,3,262,265,36,,49,74,34,101,25,196,,,,,0,1042,80,1122,1645
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,276,3,290,298,50,,68,78,39,144,26,224,,,,,0,1217,82,1299,1772
4,29,TLAXCALA,8,CONTLA DE JUAN CUAMATZI,18,CONTLA DE JUAN CUAMATZI,277,1,82,87,12,,1,28,4,25,3,91,,,,,2,335,25,360,449
