uniqueid,year,incumbent_party_Horacio
7001,1995,PRI
7001,1998,PRI
7001,2001,PRI
7001,2004,PRI_PVEM
7001,2007,PAN
7001,2010,PRI
7001,2012,PRI
7001,2015,MVC
7001,2018,NA
7002,1995,PRI
7002,1998,PRD
7002,2001,PRD_PT
7002,2004,PAN
7002,2007,PRI
7002,2010,PVEM
7002,2012,PAN_POP
7002,2015,MVC
7002,2018,NA
7003,1995,PRI
7003,1998,PRI
7003,2001,PVEM
7003,2004,PVEM
7003,2007,PVEM
7003,2010,PT
7003,2012,PVEM
7003,2015,PCU
7003,2018,NA
7004,1995,PRD
7004,1998,PRI
7004,2001,PRI
7004,2004,PVEM
7004,2007,PRI
7004,2010,PRI
7004,2012,PVEM
7004,2015,PVEM_PANAL
7004,2018,NA
7005,1995,PRI
7005,1998,PRI
7005,2001,PAN
7005,2004,PAN
7005,2007,PRD
7005,2010,PRI
7005,2012,PVEM
7005,2015,PVEM_PANAL
7005,2018,NA
7006,1995,PRD
7006,1998,PRI
7006,2001,PRI
7006,2004,PAN_PRD_PT
7006,2007,PT
7006,2010,PAN_PRD_MC_PANAL
7006,2012,PVEM
7006,2015,NA
7007,1995,PRD
7007,1998,PRI
7007,2001,PRI
7007,2004,PRI
7007,2007,PRI
7007,2010,PRI
7007,2012,PRD_PT_MC
7007,2015,PCU
7007,2018,NA
7008,1995,PRI
7008,1998,PRI
7008,2001,PRI
7008,2004,PAN_PT
7008,2007,PRI
7008,2010,PSD
7008,2012,PANAL
7008,2015,PVEM_PANAL
7008,2018,NA
7009,1995,PRI
7009,1998,PRI
7009,2001,PAN
7009,2004,PRI
7009,2007,PT_MC
7009,2010,PAN_PRD_MC_PANAL
7009,2012,PRI_POP
7009,2015,PCU
7009,2018,NA
7010,1995,PRI
7010,1998,PRD
7010,2001,PRI
7010,2004,PAN_PRD_PT
7010,2007,PRD_PT_MC
7010,2010,PAN_PRD_MC_PANAL
7010,2012,PVEM
7010,2015,PRI
7010,2018,NA
7011,1995,PRI
7011,1998,PRI
7011,2001,PRI
7011,2004,PAN_PRD_PT
7011,2007,PRI
7011,2010,PAN_PRD_MC_PANAL
7011,2012,PRI_POP
7011,2015,PVEM_PANAL
7011,2018,NA
7012,1995,PRI
7012,1998,PRD
7012,2001,PRD
7012,2004,PRI
7012,2007,PRI
7012,2010,PAN_PRD_MC_PANAL
7012,2012,PVEM
7012,2015,MVC
7012,2018,NA
7013,1995,PRD
7013,1998,PRI
7013,2001,PVEM
7013,2004,PRD_PT
7013,2007,PRI_PVEM
7013,2010,PRI
7013,2012,PVEM
7013,2015,PRI
7013,2018,NA
7014,1995,PRI
7014,1998,PRI
7014,2001,PRI
7014,2004,PRI
7014,2007,PRI
7014,2010,PRI
7014,2012,PRI
7014,2015,MVC
7014,2018,NA
7015,1995,PRI
7015,1998,PRI
7015,2001,PRI
7015,2004,PRI
7015,2007,PRI
7015,2010,PAN_PRD_MC_PANAL
7015,2012,PRI
7015,2015,PVEM_PANAL
7015,2018,NA
7016,1995,PRI
7016,1998,PRI
7016,2001,PRI
7016,2004,PAN_PRD_PT
7016,2007,PAN
7016,2010,PVEM
7016,2012,PRI_POP
7016,2015,PVEM_PANAL
7016,2018,NA
7017,1995,PRI
7017,1998,PRI
7017,2001,PRI
7017,2004,PRD
7017,2007,PRD
7017,2010,PAN_PRD_MC_PANAL
7017,2012,PVEM
7017,2015,PRI
7017,2018,NA
7018,1995,PartCardenista
7018,1998,PRI
7018,2001,PRI
7018,2004,PAN_PRD_PT
7018,2007,PRI
7018,2010,PAN_PRD_MC_PANAL
7018,2012,PRI
7018,2015,PRD
7018,2018,NA
7019,1995,PRI
7019,1998,PRI
7019,2001,PRD_PT
7019,2004,PRI
7019,2007,PRD_PVEM_MC
7019,2010,PRI_PVEM
7019,2012,PVEM
7019,2015,PRI
7019,2018,NA
7020,1995,PRI
7020,1998,PRI
7020,2001,PVEM
7020,2004,PVEM
7020,2007,PRI
7020,2010,PAN_PRD_MC_PANAL
7020,2012,PVEM
7020,2015,PCU
7020,2018,NA
7021,1995,PRI
7021,1998,PRI
7021,2001,PRI
7021,2004,PRD
7021,2007,PRI_PVEM
7021,2010,PRI
7021,2012,PVEM
7021,2015,PVEM_PANAL
7021,2018,NA
7022,1995,PRI
7022,1998,PRI
7022,2001,PT
7022,2004,PRI
7022,2007,PRI
7022,2010,PT
7022,2012,PRD_PT_MC
7022,2015,PRI
7022,2018,NA
7023,1995,PRI
7023,1998,PRI
7023,2001,PRI
7023,2004,PRI
7023,2007,PRI
7023,2010,PAN_PRI_PRD_PT_PVEM_MC_PANAL
7023,2012,PRI
7023,2015,PVEM
7023,2018,NA
7024,1995,PRI
7024,1998,PRI
7024,2001,PRI
7024,2004,PRI
7024,2007,PRD
7024,2010,PRI
7024,2012,PRI
7024,2015,PRI
7024,2018,NA
7025,1995,PRI
7025,1998,PRD
7025,2001,PRI
7025,2004,PAN
7025,2007,PRD
