CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,C_COMUN_PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRD_PVEM_PSD,PRD_PVEM,PRD_PSD,PVEM_PSD,C_COMUN_PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,418,3,18,277,26,79,39,17,159,257,27,7,171,5,3,30,2,2,9,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,1172,1,36,1209,1693
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,419,3,11,319,17,119,60,22,45,159,45,4,300,6,1,9,3,0,6,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,1189,0,43,1232,1547
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,420,2,40,136,8,49,26,22,16,206,25,1,42,9,0,14,2,1,12,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,616,0,24,640,905
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,421,1,27,83,5,15,18,7,25,124,11,1,46,0,1,15,0,1,4,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,393,0,7,400,578
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,422,2,45,139,6,50,28,8,12,165,18,2,41,0,1,9,3,1,4,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,559,0,19,578,795
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,670,3,46,78,202,9,71,194,56,278,72,8,2,21,13,20,6,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083,1,25,1109,1555
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,671,2,41,40,206,15,57,153,49,263,48,25,0,8,3,15,22,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,0,17,967,1416
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,672,1,36,14,67,1,26,63,18,97,24,9,0,9,3,12,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,0,12,400,554
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,673,3,48,106,200,6,44,248,56,339,66,14,1,14,11,26,4,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194,3,19,1216,1629
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,674,2,36,107,158,8,54,144,34,229,47,13,1,7,19,15,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882,0,14,896,1142
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,675,3,47,116,252,20,90,173,82,298,70,22,1,15,21,28,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251,0,39,1290,1955
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,676,4,46,82,247,9,79,150,92,338,68,16,1,10,19,27,2,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201,0,20,1221,1614
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,677,2,47,49,197,5,75,134,26,345,46,12,0,8,11,25,3,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994,2,25,1021,1436
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,678,3,63,33,186,6,84,170,34,306,53,14,0,15,9,40,6,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047,1,25,1073,1564
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,679,3,33,73,168,10,64,136,59,321,89,12,1,7,14,21,4,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,2,31,1057,1568
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,680,3,54,68,214,33,75,116,134,176,102,26,3,15,15,25,1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,1,38,1106,1543
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,681,2,29,37,179,13,75,139,21,201,45,16,4,11,8,19,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,0,40,846,1258
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,682,5,56,72,238,104,131,154,62,666,91,33,12,12,20,57,11,5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757,0,61,1818,3199
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,683,3,33,48,157,39,81,130,52,382,41,14,2,14,15,37,11,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064,0,18,1082,1754
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,684,2,32,25,102,6,81,114,6,119,15,9,1,15,6,24,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,0,23,588,965
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,685,2,39,35,201,16,42,124,27,178,27,9,0,13,10,12,3,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,0,36,780,1175
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,686,5,100,92,345,62,105,152,106,588,84,55,10,12,22,35,5,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788,2,48,1838,2873
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,687,2,12,16,161,16,34,21,116,257,18,18,3,0,2,15,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,0,5,704,969
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,688,2,14,11,157,3,36,24,36,197,21,11,1,0,12,14,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,0,24,568,950
4,17,MORELOS,3,TEPOZTLAN,23,TLALNEPANTLA,703,3,3,6,30,1,11,1,670,76,10,4,446,0,,,,,,3,0,0,0,4,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270,0,59,1329,1694
4,17,MORELOS,3,TEPOZTLAN,23,TLALNEPANTLA,704,3,3,19,30,5,5,2,681,112,15,5,333,0,,,,,,7,1,0,0,3,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,0,66,1291,1660
4,17,MORELOS,3,TEPOZTLAN,23,TLALNEPANTLA,705,2,10,3,68,6,12,3,287,77,6,6,268,0,,,,,,4,0,2,0,3,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,0,29,787,1032
4,17,MORELOS,3,TEPOZTLAN,23,TLALNEPANTLA,706,1,3,13,48,5,8,1,177,70,9,3,148,0,,,,,,7,0,3,0,4,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,0,17,519,641
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,760,2,1,0,379,3,28,0,312,370,8,0,5,0,,17,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,1,11,1145,1357
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,761,4,3,6,645,21,77,1,386,624,26,1,9,0,,19,4,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838,0,41,1879,2301
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,762,3,2,1,484,12,47,2,298,474,30,2,5,0,,26,3,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,0,25,1420,1831
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,763,2,0,0,335,2,27,0,292,254,7,0,1,0,,9,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931,0,21,952,1144
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,764,2,2,3,219,11,27,0,281,274,15,0,7,0,,8,4,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859,0,20,879,1077
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,765,1,0,0,147,5,13,3,175,126,13,0,0,0,,4,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,0,22,521,682
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,766,3,9,6,442,15,43,0,269,321,20,0,7,0,,16,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158,2,31,1191,1586
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,767,3,17,4,515,12,44,6,179,354,35,2,16,0,,19,3,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222,0,52,1274,1882
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,768,3,10,13,639,8,42,3,304,290,26,2,3,0,,15,2,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370,0,51,1421,2239
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,769,4,21,140,122,114,7,4,716,66,6,8,208,1,5,5,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,1675,0,51,1726,2293
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,770,3,11,97,72,97,6,0,549,38,6,3,109,0,5,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,,,,,1164,0,29,1193,1523
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,771,3,35,107,110,79,8,3,507,37,6,3,141,1,5,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,,,,,1285,0,29,1314,1719
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,772,1,16,5,27,8,4,1,81,21,1,0,7,2,3,5,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,196,0,6,202,260
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,773,3,44,39,90,404,27,1,170,136,16,3,36,0,8,12,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,,,1185,0,26,1211,1595
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,774,1,12,9,38,10,4,3,90,40,5,2,20,1,1,5,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,297,0,11,308,381
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,775,1,3,8,11,23,7,0,57,22,3,0,17,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,206,0,4,210,232
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,12,4,66,31,80,14,227,164,32,114,19,20,461,9,12,14,3,2,1,,,,,,,,,55,348,152,,,,,,,,,,,,,,,,,,,,,,,,,,,1824,1,38,1863,2515
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,13,3,65,35,26,8,248,125,7,103,17,6,336,7,3,9,2,1,1,,,,,,,,,59,231,126,,,,,,,,,,,,,,,,,,,,,,,,,,,1415,0,25,1440,1842
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,14,2,57,20,23,10,136,84,8,75,18,7,305,6,2,7,1,0,0,,,,,,,,,24,170,94,,,,,,,,,,,,,,,,,,,,,,,,,,,1047,2,18,1067,1431
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,15,3,70,21,26,63,168,124,13,121,13,6,366,5,1,11,3,1,4,,,,,,,,,27,236,124,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,2,55,1460,2206
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,16,2,51,7,20,16,37,117,16,43,8,5,78,8,2,3,2,0,2,,,,,,,,,20,70,14,,,,,,,,,,,,,,,,,,,,,,,,,,,519,0,16,535,769
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,17,3,111,15,49,46,131,229,21,72,7,3,201,10,6,17,2,2,1,,,,,,,,,17,145,46,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,0,31,1162,1515
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,18,2,39,16,22,16,127,50,22,61,9,4,154,4,4,8,1,4,1,,,,,,,,,10,120,114,,,,,,,,,,,,,,,,,,,,,,,,,,,786,0,24,810,1113
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,19,5,128,37,89,37,309,227,57,238,44,15,508,15,7,18,6,5,6,,,,,,,,,32,292,186,,,,,,,,,,,,,,,,,,,,,,,,,,,2256,0,84,2340,3626
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,20,1,93,27,10,18,13,9,12,58,4,0,31,0,1,1,0,0,0,,,,,,,,,4,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,301,0,6,307,462
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,21,1,116,34,4,17,24,5,26,56,4,1,21,1,0,0,1,0,2,,,,,,,,,1,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,339,0,12,351,515
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,22,1,145,45,8,25,33,17,13,62,2,1,14,1,0,2,1,0,0,,,,,,,,,4,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,399,0,18,417,667
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,23,1,81,19,7,18,13,11,9,30,2,1,14,1,0,3,0,0,1,,,,,,,,,1,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0,3,231,337
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,97,6,480,127,249,79,84,527,63,558,63,41,41,56,19,37,4,4,12,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,2674,0,67,2741,4219
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,98,2,108,48,75,13,20,157,24,181,19,7,8,9,0,4,0,0,3,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,725,0,20,745,1056
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,99,3,208,55,136,19,43,332,59,309,33,13,17,23,3,7,4,1,0,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,1377,0,41,1418,2057
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,100,4,200,51,136,43,71,342,41,420,40,21,30,33,5,27,7,4,11,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,1583,0,69,1652,2672
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,101,2,137,41,52,11,28,161,23,222,9,13,13,17,4,13,2,1,3,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,799,0,30,829,1154
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,102,5,372,108,214,54,83,258,31,568,82,53,21,41,10,35,4,1,13,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,2125,1,86,2212,3733
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,181,4,98,79,245,48,69,103,27,411,31,63,29,9,20,27,5,4,9,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,1416,2,76,1494,2644
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,569,3,64,7,407,147,13,134,141,52,7,32,603,21,51,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688,0,26,1714,2077
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,570,2,21,0,208,72,3,43,53,21,2,24,253,7,26,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,0,14,749,894
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,571,2,65,2,168,42,1,159,78,10,2,8,287,26,42,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,0,13,905,1108
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,572,2,14,2,126,454,2,7,37,13,5,4,463,0,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137,0,16,1153,1296
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,573,2,24,1,93,386,9,26,40,27,2,1,153,2,6,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774,0,28,802,986
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,574,2,44,3,93,175,1,82,147,6,4,4,146,16,15,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738,0,26,764,851
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,575,3,4,1,119,983,0,3,41,4,1,8,140,3,29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336,0,30,1366,1691
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,576,2,4,2,79,757,2,3,17,7,92,3,113,10,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098,0,39,1137,1448
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,577,1,23,1,60,98,2,52,264,9,3,1,85,5,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,0,4,611,739
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,578,3,72,1,165,329,6,104,314,42,6,7,317,17,21,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,0,28,1431,1920
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,695,4,5,14,490,3,588,2,55,501,155,1,2,0,,49,13,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905,0,38,1943,2467
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,696,3,4,10,448,3,423,2,40,403,139,1,5,0,,58,13,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1576,0,30,1606,2052
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,697,5,10,59,698,3,764,5,126,764,151,5,2,0,,104,17,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734,1,66,2801,3542
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,698,2,3,20,424,3,52,9,49,49,326,0,3,1,,10,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,0,28,983,1209
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,699,2,1,50,118,8,41,2,567,75,6,3,0,0,,7,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883,0,36,919,1255
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,700,2,2,36,171,7,29,3,696,45,3,4,1,0,,6,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,1,24,1032,1384
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,701,2,6,20,149,6,67,3,481,97,16,0,1,0,,6,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855,0,36,891,1215
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,702,2,2,23,124,10,61,6,507,107,16,3,1,0,,13,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,0,24,910,1330
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,850,4,956,9,443,72,45,68,4,115,8,201,2,76,34,9,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049,0,36,2085,2828
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,851,4,742,6,218,56,28,60,2,87,11,108,0,45,19,7,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392,0,19,1411,1723
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,852,5,1342,15,349,100,79,145,5,144,11,174,3,106,33,11,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2524,0,58,2582,3701
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,853,3,703,14,146,67,39,41,4,57,11,97,5,70,20,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283,0,71,1354,2058
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,854,3,624,2,104,33,33,49,3,58,5,84,2,60,18,7,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088,1,34,1123,1521
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,855,3,876,7,220,54,41,87,1,102,14,109,3,50,23,5,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594,0,23,1617,2190
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,856,3,520,11,465,26,19,34,0,35,2,90,2,46,69,1,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327,0,30,1357,1748
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,857,2,560,0,179,49,19,22,1,38,7,62,2,67,26,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037,1,28,1066,1491
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,858,3,575,26,308,28,50,18,3,94,8,153,8,48,59,12,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398,0,52,1450,2017
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,859,4,621,29,572,21,42,52,7,112,16,128,2,52,85,9,2,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763,0,67,1830,2826
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,860,3,502,8,132,20,18,31,10,130,7,29,10,44,16,11,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974,3,42,1019,1670
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,861,3,409,20,123,16,41,37,3,115,18,49,7,32,17,2,4,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,0,36,938,1580
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,862,3,472,25,194,25,27,35,17,181,12,51,16,25,15,12,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114,1,38,1153,1881
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,863,4,622,23,240,20,37,44,16,161,10,74,5,47,15,12,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332,1,67,1400,2370
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,864,4,554,29,208,27,32,49,7,228,21,52,5,25,13,21,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,0,50,1335,2485
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,865,2,206,11,66,16,17,18,4,128,8,24,6,23,3,9,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,0,23,572,947
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,866,2,174,0,154,15,16,16,1,78,7,58,1,12,13,5,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,0,21,578,789
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,867,2,315,32,217,78,30,24,5,32,4,57,3,21,33,5,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861,0,27,888,1173
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,868,1,94,5,106,18,12,6,2,22,1,22,0,7,14,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,0,16,328,465
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,895,2,12,21,0,23,1,280,3,17,2,0,219,7,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,804,0,12,816,980
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,896,2,18,18,1,37,2,304,6,16,7,0,325,12,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,990,0,23,1013,1211
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,897,2,8,22,3,22,2,163,7,19,2,0,219,3,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,664,1,26,691,838
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,898,2,17,23,0,71,0,422,10,9,8,0,136,16,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,952,0,14,966,1153
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,899,2,20,20,3,82,4,529,2,9,3,0,195,20,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,1119,0,35,1154,1340
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,900,3,21,21,6,86,2,643,3,7,6,1,215,19,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,1390,0,29,1419,1660
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,901,3,106,364,11,269,22,12,291,163,17,6,4,3,0,7,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284,1,92,1377,1830
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,902,4,118,438,10,490,59,13,505,244,30,1,3,6,0,8,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935,1,65,2001,2599
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,903,1,40,198,3,71,25,5,129,81,3,1,2,0,0,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,0,17,582,747
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,904,2,42,258,6,304,18,8,218,53,5,0,1,0,0,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,0,30,950,1203
