uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
5001,1991,NA,ZEFERINO SANCHEZ VAZQUEZ
5001,1992,NA,ZEFERINO SANCHEZ VAZQUEZ
5001,1993,NA,ZEFERINO SANCHEZ VAZQUEZ
5001,1994,PRI,TOMAS LERMA HERNANDEZ
5001,1995,PRI,TOMAS LERMA HERNANDEZ
5001,1996,PRI,TOMAS LERMA HERNANDEZ
5001,1997,PAN,JOSE FORTUNATO RODRIGUEZ RODRIGUEZ
5001,1998,PAN,JOSE FORTUNATO RODRIGUEZ RODRIGUEZ
5001,1999,PAN,JOSE FORTUNATO RODRIGUEZ RODRIGUEZ
5001,2000,PRI,JUAN MANUEL LERMA SANDOVAL
5001,2001,PRI,JUAN MANUEL LERMA SANDOVAL
5001,2002,PRI,JUAN MANUEL LERMA SANDOVAL
5001,2003,PRI,SERGIO ALVARADO DEL TORO
5001,2004,PRI,SERGIO ALVARADO DEL TORO
5001,2005,PRI,SERGIO ALVARADO DEL TORO
5001,2006,COALICIoN,SERGIO ENRIQUE TREVIÑO IBARRA
5001,2007,COALICIoN,SERGIO ENRIQUE TREVIÑO IBARRA
5001,2008,COALICIoN,SERGIO ENRIQUE TREVIÑO IBARRA
5001,2009,COALICIoN,JUAN MANUEL LERMA SANDOVAL
5001,2010,COAL,JOSE LUIS DE LOS SANTOS FLORES
5001,2011,COAL,JOSE LUIS DE LOS SANTOS FLORES
5001,2012,COAL,JOSE LUIS DE LOS SANTOS FLORES
5001,2013,COAL,JOSE LUIS DE LOS SANTOS FLORES
5001,2014,COAL,TOMAS LERMA ORTIZ
5001,2015,COAL,TOMAS LERMA ORTIZ
5001,2016,COAL,TOMAS LERMA ORTIZ
5001,2017,COAL,TOMAS LERMA ORTIZ
5001,2018,CPCOAHAF,HERLINDA GARCIA TREVIÑO
5001,2019,CPCOAHAF,MARISOL TREVIÑO PUENTE
5001,2020,CPCOAHAF,MARISOL TREVIÑO PUENTE
5001,2021,CPCOAHAF,MARISOL TREVIÑO PUENTE
5001,2022,MORENA,RAMIRO REYES RODRIGUEZ
5001,2023,MORENA,RAMIRO REYES RODRIGUEZ
5001,2024,MORENA,RAMIRO REYES RODRIGUEZ
5002,1991,NA,EVARISTO PEREZ ARREOLA
5002,1992,NA,EVARISTO PEREZ ARREOLA
5002,1993,NA,EVARISTO PEREZ ARREOLA
5002,1994,UDC,EMILIO DE HOYOS SERNA
5002,1995,UDC,EMILIO DE HOYOS SERNA
5002,1996,UDC,EMILIO DE HOYOS SERNA
5002,1997,PRI,FRANCISCO SARACHO NAVARRO
5002,1998,PRI,FRANCISCO SARACHO NAVARRO
5002,1999,PRI,FRANCISCO SARACHO NAVARRO
5002,2000,PRI,JOSE EDUARDO RAMON VALDEZ
5002,2001,PRI,JOSE EDUARDO RAMON VALDEZ
5002,2002,PRI,JOSE EDUARDO RAMON VALDEZ
5002,2003,COALICIoN,ALFREDO GARZA CASTILLO
5002,2004,COALICIoN,ALFREDO GARZA CASTILLO
5002,2005,COALICIoN,ALFREDO GARZA CASTILLO
5002,2006,COALICIoN,EVARISTO LENIN PEREZ RIVERA
5002,2007,COALICIoN,EVARISTO LENIN PEREZ RIVERA
5002,2008,COALICIoN,EVARISTO LENIN PEREZ RIVERA
5002,2009,COALICIoN,EVARISTO LENIN PEREZ RIVERA
5002,2010,COAL,ALBERTO AGUIRRE VILLARREAL
5002,2011,COAL,ALBERTO AGUIRRE VILLARREAL
5002,2012,COAL,ALBERTO AGUIRRE VILLARREAL
5002,2013,COAL,ALBERTO AGUIRRE VILLARREAL
5002,2014,COAL,EVARISTO LENIN PEREZ RIVERA
5002,2015,COAL,EVARISTO LENIN PEREZ RIVERA
5002,2016,COAL,EVARISTO LENIN PEREZ RIVERA
5002,2017,COAL,EVARISTO LENIN PEREZ RIVERA
5002,2018,NA,NA
5002,2019,CPCOAHAF,ROBERTO DE LOS SANTOS VAZQUEZ
5002,2020,CPCOAHAF,ROBERTO DE LOS SANTOS VAZQUEZ
5002,2021,CPCOAHAF,ROBERTO DE LOS SANTOS VAZQUEZ
5002,2022,MORENA,EMILIO DE HOYOS MONTEMAYOR
5002,2023,MORENA,EMILIO DE HOYOS MONTEMAYOR
5002,2024,MORENA,EMILIO DE HOYOS MONTEMAYOR
5003,1991,NA,MARIO SALAZAR GARZA
5003,1992,NA,MARIO SALAZAR GARZA
5003,1993,NA,MARIO SALAZAR GARZA
5003,1994,PRI,TOMAS GILBERTO NAVARRO VALDES
5003,1995,PRI,TOMAS GILBERTO NAVARRO VALDES
5003,1996,PRI,TOMAS GILBERTO NAVARRO VALDES
5003,1997,PRI,ESTEBAN BARRON ZULAICA
5003,1998,PRI,ESTEBAN BARRON ZULAICA
5003,1999,PRI,ESTEBAN BARRON ZULAICA
5003,2000,PRI,HUMBERTO LEONEL MORENO VAZQUEZ
5003,2001,PRI,HUMBERTO LEONEL MORENO VAZQUEZ
5003,2002,PRI,HUMBERTO LEONEL MORENO VAZQUEZ
5003,2003,PRI,ESTEBAN BARRON ZULAICA
5003,2004,PRI,ESTEBAN BARRON ZULAICA
5003,2005,PRI,ESTEBAN BARRON ZULAICA
5003,2006,PRI,RICARDO ALFONSO TREVIÑO GUEVARA
5003,2007,PRI,RICARDO ALFONSO TREVIÑO GUEVARA
5003,2008,PRI,RICARDO ALFONSO TREVIÑO GUEVARA
5003,2009,PRI,RICARDO ALFONSO TREVIÑO GUEVARA
5003,2010,PAN,SERGIO ALONSO LOZANO RODRIGUEZ
5003,2011,PAN,SERGIO ALONSO LOZANO RODRIGUEZ
5003,2012,PAN,SERGIO ALONSO LOZANO RODRIGUEZ
5003,2013,PAN,SERGIO ALONSO LOZANO RODRIGUEZ
5003,2014,COAL,LUIS REYNALDO TAPIA VALADEZ
5003,2015,COAL,LUIS REYNALDO TAPIA VALADEZ
5003,2016,COAL,LUIS REYNALDO TAPIA VALADEZ
5003,2017,COAL,LUIS REYNALDO TAPIA VALADEZ
5003,2018,NA,ALBERTO ALVARADO SALDIVAR
5003,2019,CPCOAHAF,ANTERO ALBERTO ALVARADO SALDIVAR
5003,2020,CPCOAHAF,ANTERO ALBERTO ALVARADO SALDIVAR
5003,2021,CPCOAHAF,ANTERO ALBERTO ALVARADO SALDIVAR
5003,2022,COAL,JOSE DE JESUS DIAZ GUTIERREZ
5003,2023,COAL,JOSE DE JESUS DIAZ GUTIERREZ
5003,2024,COAL,JOSE DE JESUS DIAZ GUTIERREZ
5004,1991,NA,ANTONIO MALACARA PADILLA
5004,1992,NA,ANTONIO MALACARA PADILLA
5004,1993,NA,ANTONIO MALACARA PADILLA
5004,1994,PRI,MANUEL MARCELO SANCHEZ VALDEZ
5004,1995,PRI,MANUEL MARCELO SANCHEZ VALDEZ
5004,1996,PRI,MANUEL MARCELO SANCHEZ VALDEZ
