CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,PCPP,PSI,MORENA,ES,PAN_PRD_MC_PCPP_PSI,PAN_PRD_MC_PCPP,PAN_PRD_MC_PSI,PAN_PRD_PCPP_PSI,PAN_MC_PCPP_PSI,PRD_MC_PCPP_PSI,PAN_PRD_MC,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,PRD_MC_PCPP,PRD_MC_PSI,PRD_PCPP_PSI,MC_PCPP_PSI,PAN_PRD,PAN_MC,PAN_PCPP,PAN_PSI,PRD_MC,PRD_PCPP,PRD_PSI,MC_PCPP,MC_PSI,PCPP_PSI,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD_MC_NA_PCPP_PSI,PAN_PRD_MC_NA_PCPP,PAN_PRD_MC_NA_PSI,PAN_PRD_MC_PCPP_PSI,PAN_PRD_NA_PCPP_PSI,PAN_MC_NA_PCPP_PSI,PRD_MC_NA_PCPP_PSI,PAN_PRD_MC_NA,PAN_PRD_MC_PCPP,PAN_PRD_MC_PSI,PAN_PRD_NA_PCPP,PAN_PRD_NA_PSI,PAN_PRD_PCPP_PSI,PAN_MC_NA_PCPP,PAN_MC_NA_PSI,PAN_MC_PCPP_PSI,PAN_NA_PCPP_PSI,PRD_MC_NA_PCPP,PRD_MC_NA_PSI,PRD_MC_PCPP_PSI,PRD_NA_PCPP_PSI,MC_NA_PCPP_PSI,PAN_PRD_MC,PAN_PRD_NA,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_MC_NA,PAN_MC_PCPP,PAN_MC_PSI,PAN_NA_PCPP,PAN_NA_PSI,PAN_PCPP_PSI,PRD_MC_NA,PRD_MC_PCPP,PRD_MC_PSI,PRD_NA_PCPP,PRD_NA_PSI,PRD_PCPP_PSI,MC_NA_PCPP,MC_NA_PSI,MC_PCPP_PSI,NA_PCPP_PSI,PAN_PRD,PAN_MC,PAN_NA,PAN_PCPP,PAN_PSI,PRD_MC,PRD_NA,PRD_PCPP,PRD_PSI,MC_NA,MC_PCPP,MC_PSI,NA_PCPP,NA_PSI,PCPP_PSI,C_COMUN_PAN_PRD_MC_PCPP,PAN_PRD_MC,PAN_PRD_PCPP,PAN_MC_PCPP,PRD_MC_PCPP,PAN_PRD,PAN_MC,PAN_PCPP,PRD_MC,PRD_PCPP,MC_PCPP,C_COMUN_PAN_PRD_MC_PSI,PAN_PRD_MC,PAN_PRD_PSI_,PAN_MC_PSI,PRD_MC_PSI,PAN_PRD,PAN_MC,PAN_PSI,PRD_MC,PRD_PSI,MC_PSI,C_COMUN_PAN_PRD_PCPP_PSI,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_PCPP_PSI,PRD_PCPP_PSI,PAN_PRD,PAN_PCPP,PAN_PSI,PRD_PCPP,PRD_PSI,PCPP_PSI,C_COMUN_PAN_MC_PCPP_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,MC_PCPP_PSI,PAN_MC,PAN_PCPP,PAN_PSI,MC_PCPP,MC_PSI,PCPP_PSI,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2464,1,112,97,4,19,38,7,22,0,0,123,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,0,15,454,631
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2465,3,365,271,14,44,74,11,76,12,2,507,12,5,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,11,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419,1,48,1468,2057
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2466,2,223,190,9,15,43,10,62,2,1,279,9,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,0,22,884,1242
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2467,2,209,175,4,16,21,5,45,12,0,295,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,7,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814,0,16,830,1275
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2468,8,681,724,40,104,170,41,195,23,7,1273,43,12,0,0,2,2,0,1,0,1,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,31,13,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3380,0,212,3592,5401
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2469,3,327,235,14,36,66,13,64,5,0,446,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,0,40,1280,952
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2470,3,611,275,7,21,32,3,11,2,0,137,11,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122,0,55,1177,1929
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2471,4,304,348,38,81,27,10,47,12,12,295,25,1,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,20,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243,0,144,1387,2011
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2472,4,397,516,32,96,20,10,26,12,10,244,10,3,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,8,6,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,1,204,1615,2417
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2473,4,332,282,21,40,40,12,23,8,5,220,18,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018,0,92,1110,1859
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2474,4,303,386,22,42,33,10,25,8,5,131,45,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,0,85,1110,1682
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2475,4,443,361,12,47,45,11,28,13,2,309,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,8,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312,0,69,1381,2028
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2476,2,339,115,12,39,18,6,20,2,2,185,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,5,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757,0,48,805,1189
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2477,3,225,156,10,36,19,10,18,2,4,102,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,0,46,645,1008
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2478,5,533,540,34,80,78,21,98,14,3,830,27,8,2,1,1,0,0,3,4,1,0,0,1,0,0,0,0,7,3,1,1,0,0,0,0,0,0,21,7,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328,0,145,2473,3490
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2479,5,481,534,28,53,88,20,83,15,8,581,14,5,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,10,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939,0,118,2057,2894
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2480,6,630,613,32,83,111,30,134,16,7,788,31,5,0,1,0,0,0,0,2,1,0,1,2,0,0,0,0,3,2,0,1,1,0,0,0,2,0,9,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2521,0,106,2627,3900
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2481,6,655,621,31,59,134,29,198,25,5,967,20,13,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,4,3,2,1,0,0,0,0,0,0,15,6,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2805,1,184,2990,4326
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2482,3,280,367,11,34,54,12,75,1,4,318,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185,0,79,1264,1651
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2483,2,216,177,19,23,38,7,23,2,7,194,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,0,52,769,1104
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2484,5,516,573,19,92,89,22,70,15,5,676,26,8,2,0,1,0,0,4,1,1,1,1,1,0,0,0,0,6,2,1,0,0,0,0,0,0,0,16,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155,1,117,2273,3434
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2485,3,323,238,14,30,26,11,48,5,4,406,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122,1,60,1183,1564
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2486,3,339,231,13,37,34,14,30,3,7,284,14,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040,0,63,1103,1640
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2487,3,361,370,13,38,23,9,31,7,8,289,14,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,12,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197,0,79,1276,1755
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2488,1,263,88,4,9,3,4,21,2,1,32,0,0,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,0,28,467,651
1,21,PUEBLA,3,ZACATLAN,208,ZACATLAN,2489,2,234,181,8,9,6,3,12,6,2,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,2,47,576,874
1,21,PUEBLA,4,ZACAPOAXTLA,30,CAXHUACAN,271,2,66,290,14,33,61,41,19,219,38,306,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102,0,78,1180,1460
1,21,PUEBLA,4,ZACAPOAXTLA,30,CAXHUACAN,272,2,87,313,10,27,55,32,6,144,40,311,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033,0,38,1071,1336
1,21,PUEBLA,4,ZACAPOAXTLA,40,CUAUTEMPAN,319,4,178,393,39,49,26,526,82,268,24,215,18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,3,0,4,1,0,2,0,0,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842,1,106,1949,2608
1,21,PUEBLA,4,ZACAPOAXTLA,40,CUAUTEMPAN,320,4,137,373,23,28,27,337,33,119,17,180,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,0,1,0,1,1,0,0,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307,0,109,1416,1779
1,21,PUEBLA,4,ZACAPOAXTLA,40,CUAUTEMPAN,321,4,84,257,19,16,7,261,15,352,13,77,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115,0,63,1178,1372
1,21,PUEBLA,4,ZACAPOAXTLA,40,CUAUTEMPAN,322,2,87,165,18,12,10,126,11,96,6,114,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,0,59,728,912
1,21,PUEBLA,4,ZACAPOAXTLA,73,HUEHUETLA,631,3,265,473,272,51,19,14,34,31,1,137,8,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311,0,49,1360,1818
1,21,PUEBLA,4,ZACAPOAXTLA,73,HUEHUETLA,632,3,225,461,421,44,11,10,19,20,1,154,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378,0,53,1431,1734
1,21,PUEBLA,4,ZACAPOAXTLA,73,HUEHUETLA,633,2,151,287,233,56,3,2,10,45,1,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,0,25,876,1052
1,21,PUEBLA,4,ZACAPOAXTLA,73,HUEHUETLA,634,2,103,454,291,16,2,2,4,14,1,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961,0,32,993,1217
1,21,PUEBLA,4,ZACAPOAXTLA,73,HUEHUETLA,635,2,133,219,226,13,2,2,6,26,0,57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,0,26,719,865
1,21,PUEBLA,4,ZACAPOAXTLA,73,HUEHUETLA,636,3,268,423,325,28,5,2,3,15,0,67,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,0,30,1180,1419
1,21,PUEBLA,4,ZACAPOAXTLA,73,HUEHUETLA,637,2,181,405,275,19,1,2,4,11,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956,0,17,973,1181
1,21,PUEBLA,4,ZACAPOAXTLA,73,HUEHUETLA,638,2,171,350,177,23,14,3,4,11,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,0,47,919,1102
1,21,PUEBLA,4,ZACAPOAXTLA,73,HUEHUETLA,639,2,125,322,195,29,2,1,2,19,0,45,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,4,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757,0,40,797,955
1,21,PUEBLA,4,ZACAPOAXTLA,79,HUEYTLALPAN,693,2,195,463,37,26,3,7,2,0,1,139,8,1,1,1,0,0,0,11,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,1,0,0,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,0,54,973,1169
1,21,PUEBLA,4,ZACAPOAXTLA,79,HUEYTLALPAN,694,2,137,321,29,17,8,0,2,1,0,77,5,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,0,47,662,774
1,21,PUEBLA,4,ZACAPOAXTLA,79,HUEYTLALPAN,695,4,282,736,435,41,4,10,1,3,2,150,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0,1,0,0,0,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712,1,51,1764,2132
1,21,PUEBLA,4,ZACAPOAXTLA,80,HUITZILAN DE SERDAN,696,4,622,1065,16,69,20,8,3,6,2,235,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,1,2,1,0,0,0,0,0,0,8,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2078,0,154,2232,2905
1,21,PUEBLA,4,ZACAPOAXTLA,80,HUITZILAN DE SERDAN,697,2,186,439,5,23,7,4,1,2,1,656,3,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347,0,38,1385,1065
1,21,PUEBLA,4,ZACAPOAXTLA,80,HUITZILAN DE SERDAN,698,5,530,888,19,56,23,12,29,4,3,221,4,0,0,1,0,0,0,6,1,1,0,1,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820,0,111,1931,2473
1,21,PUEBLA,4,ZACAPOAXTLA,80,HUITZILAN DE SERDAN,699,2,94,305,20,40,9,11,9,7,2,107,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,0,51,672,913
1,21,PUEBLA,4,ZACAPOAXTLA,80,HUITZILAN DE SERDAN,700,4,197,736,24,35,46,19,9,15,4,138,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,21,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266,0,144,1410,2074
1,21,PUEBLA,4,ZACAPOAXTLA,82,ATLEQUIZAYAN,704,2,118,426,5,13,4,5,0,3,0,330,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915,0,18,933,1106
1,21,PUEBLA,4,ZACAPOAXTLA,82,ATLEQUIZAYAN,705,2,89,324,1,10,9,2,2,0,0,209,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,0,22,675,783
1,21,PUEBLA,4,ZACAPOAXTLA,86,IXTEPEC,727,3,311,333,378,64,30,7,6,3,9,174,2,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,5,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345,0,89,1434,1838
