ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,MORENA_PT_ES,MORENA_PT,MORENA_ES,PT_ES,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,705,C,2,0,C02,171,9,40,2,3,2,2,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,238,0,11,249,550,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,706,B,1,0,B,124,34,69,11,3,0,2,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,252,0,7,259,467,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,707,B,1,0,B,59,10,109,11,3,2,4,10,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,209,0,8,217,424,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,707,C,1,0,C01,70,12,113,3,2,0,4,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,212,0,5,217,424,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,708,B,1,0,B,75,39,130,19,2,2,4,11,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,283,0,12,295,592,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,708,C,1,0,C01,83,31,141,18,5,2,8,9,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,299,0,11,310,592,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,709,B,1,0,B,183,37,69,12,5,3,1,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,321,0,11,332,657,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,709,E,1,0,E01,60,8,62,2,1,1,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,139,0,5,144,256,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,710,B,1,0,B,162,20,68,10,6,3,2,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,275,0,13,288,539,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,710,C,1,0,C01,142,11,75,13,1,2,4,8,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,257,0,11,268,538,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,711,B,1,0,B,80,15,84,4,2,3,2,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,204,0,7,211,375,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,712,B,1,0,B,72,21,89,5,4,4,1,17,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,217,0,5,222,575,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,713,B,1,0,B,66,13,115,15,3,2,3,8,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,226,0,9,235,515,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,713,C,1,0,C01,57,20,136,6,3,2,4,5,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,234,0,11,245,514,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,714,B,1,0,B,59,12,108,3,2,0,0,10,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,195,1,20,216,505,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,715,B,1,0,B,73,23,101,6,4,1,1,5,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,216,0,24,240,661,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,716,B,1,0,B,102,24,120,6,3,0,1,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,268,0,14,282,525,Acta casilla,,,
11,GUANAJUATO,19,VALLE DE SANTIAGO,11,CORTAZAR,716,C,1,0,C01,111,19,106,8,3,2,1,4,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,255,0,15,270,525,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,717,B,1,0,B,130,19,5,11,5,73,23,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,273,0,7,280,501,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,717,C,1,0,C01,121,28,3,19,2,51,29,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,263,0,8,271,500,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,718,B,1,0,B,115,30,3,11,8,64,22,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,259,0,22,281,511,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,718,C,1,0,C01,105,29,13,20,7,54,15,10,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,256,0,7,263,511,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,719,B,1,0,B,153,44,7,35,7,117,29,19,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,414,0,15,429,741,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,720,B,1,0,B,150,27,7,39,3,98,27,12,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,364,1,0,365,642,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,720,C,1,0,C01,142,39,7,21,0,69,28,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,315,0,21,336,642,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,721,B,1,0,B,138,36,6,30,4,95,23,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,339,0,23,362,650,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,722,B,1,0,B,117,22,3,20,5,56,27,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,253,0,9,262,463,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,722,C,1,0,C01,115,18,5,23,5,46,25,8,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,246,0,9,255,463,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,723,B,1,0,B,125,30,6,18,3,65,20,8,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,277,0,7,284,572,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,723,C,1,0,C01,132,32,10,18,5,83,25,7,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,314,0,9,323,572,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,724,B,1,0,B,111,30,7,13,3,59,30,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,259,0,21,280,571,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,724,C,1,0,C01,127,25,6,10,8,39,29,5,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,250,0,14,264,571,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,724,C,2,0,C02,78,19,11,11,5,76,36,10,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,247,0,14,261,570,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,725,B,1,0,B,137,34,4,19,3,48,20,9,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,277,0,9,286,588,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,725,C,1,0,C01,144,30,8,17,1,51,23,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,277,0,12,289,588,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,725,C,2,0,C02,124,25,4,7,4,52,20,5,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,243,0,6,249,587,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,725,C,3,0,C03,122,27,2,15,2,44,20,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,239,0,11,250,587,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,726,B,1,0,B,151,43,6,31,3,64,25,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,338,0,9,347,619,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,726,C,1,0,C01,164,32,2,18,4,68,26,7,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,322,0,11,333,619,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,726,C,2,0,C02,153,27,8,30,2,67,26,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,329,0,19,348,618,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,727,B,1,0,B,178,45,32,5,4,44,33,16,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,358,0,15,373,711,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,728,B,1,0,B,241,49,8,19,3,44,32,5,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,402,0,13,415,657,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,729,B,1,0,B,175,29,2,18,1,58,15,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,301,0,12,313,585,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,731,B,1,0,B,111,25,12,7,2,38,33,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,229,0,14,243,461,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,731,C,1,0,C01,105,31,16,17,1,47,19,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,241,0,14,255,461,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,732,B,1,0,B,87,22,4,6,1,35,37,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,196,0,4,200,382,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,732,C,1,0,C01,79,25,7,9,1,50,26,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,204,0,5,209,381,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,733,B,1,0,B,141,46,8,13,4,40,43,14,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,310,0,20,330,528,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,734,B,1,0,B,122,13,3,9,0,20,19,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,193,0,4,197,291,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,736,B,1,0,B,110,45,6,16,4,52,29,5,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,268,0,13,281,684,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,736,C,1,0,C01,124,36,21,8,2,48,32,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,279,0,24,303,684,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,736,C,2,0,C02,156,38,7,18,1,45,38,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,312,0,14,326,683,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,737,B,1,0,B,162,19,7,18,8,33,71,11,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,331,0,9,340,547,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,738,B,1,0,B,160,31,10,20,6,46,48,8,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,330,0,7,337,667,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,738,C,1,0,C01,182,42,6,12,6,44,70,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,366,0,8,374,667,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,738,C,2,0,C02,195,30,10,16,5,41,43,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,354,0,22,376,667,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,739,B,1,0,B,142,28,20,10,20,38,92,9,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,360,0,27,387,742,Acta casilla,,,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,12,CUERAMARO,739,C,1,0,C01,180,18,25,9,6,30,79,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,361,0,29,390,742,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,740,B,1,0,B,179,26,28,1,5,145,9,24,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,419,0,16,435,606,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,740,C,1,0,C01,174,24,13,5,6,156,18,15,15,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,427,0,10,437,606,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,740,C,2,0,C02,166,28,45,3,4,140,10,21,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,418,0,15,433,606,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,740,C,3,0,C03,192,27,39,4,4,119,14,24,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,424,0,13,437,606,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,741,B,1,0,B,208,23,46,4,4,160,8,18,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,472,0,18,490,734,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,741,C,1,0,C01,223,23,31,6,5,133,18,27,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,466,0,18,484,734,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,741,C,2,0,C02,214,24,39,4,2,144,8,20,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,456,0,15,471,733,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,742,B,1,0,B,129,47,47,8,2,144,14,10,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,402,0,0,402,656,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,742,C,1,0,C01,105,51,28,7,5,161,10,11,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,379,0,18,397,656,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,743,B,1,0,B,108,29,44,4,6,126,25,21,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,368,0,17,385,585,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,744,B,1,0,B,71,40,15,4,5,69,13,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,228,0,10,238,376,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,744,C,1,0,C01,87,22,19,5,3,82,5,9,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,234,0,9,243,375,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,745,B,1,0,B,83,29,30,1,5,92,5,14,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,263,0,15,278,389,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,745,C,1,0,C01,95,33,24,5,3,95,8,10,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,274,0,6,280,388,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,746,B,1,0,B,141,36,18,7,3,143,21,16,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,386,0,15,401,590,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,746,C,1,0,C01,143,51,34,5,6,144,23,13,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,422,0,9,431,589,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,747,B,1,0,B,184,62,18,7,4,135,16,18,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,448,0,24,472,710,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,747,C,1,0,C01,159,36,10,7,6,159,25,21,8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,432,0,23,455,710,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,747,C,2,0,C02,189,58,12,10,11,136,21,23,2,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,464,0,19,483,710,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,747,C,3,0,C03,227,39,10,5,4,133,18,27,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,470,0,14,484,709,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,748,B,1,0,B,173,40,5,3,0,160,27,8,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,419,0,22,441,725,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,748,C,1,0,C01,229,30,7,11,5,119,29,10,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,441,0,5,446,725,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,748,C,2,0,C02,166,22,9,4,4,176,34,15,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,431,0,27,458,724,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,749,B,1,0,B,110,20,39,10,6,84,9,33,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,315,0,18,333,548,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,749,C,1,0,C01,106,30,5,17,5,67,4,13,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,249,0,12,261,547,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,749,C,2,0,C02,122,38,36,21,7,70,7,20,2,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,326,0,10,336,547,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,750,B,1,0,B,140,43,11,9,4,86,12,28,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,335,0,14,349,575,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,750,C,1,0,C01,128,39,36,5,5,100,11,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,335,0,18,353,575,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,751,B,1,0,B,131,61,10,5,6,111,7,15,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,347,0,20,367,508,Acta casilla,,,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,751,C,1,0,C01,140,61,10,3,5,74,1,17,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,312,0,0,312,508,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,752,B,1,0,B,43,80,10,23,4,10,3,17,3,1,0,0,0,,,,,,,,,8,96,,,,,,,,,,,,,,,,298,0,14,312,618,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,752,C,1,0,C01,57,92,1,21,7,9,3,14,0,1,0,0,0,,,,,,,,,3,87,,,,,,,,,,,,,,,,295,0,9,304,617,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,752,C,2,0,C02,48,95,5,17,3,8,0,13,3,3,0,2,0,,,,,,,,,4,84,,,,,,,,,,,,,,,,285,0,20,305,617,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,752,C,3,0,C03,44,92,5,20,1,4,2,25,2,0,0,0,0,,,,,,,,,8,82,,,,,,,,,,,,,,,,285,0,8,293,617,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,753,B,1,0,B,50,92,9,25,10,9,9,26,1,1,0,1,1,,,,,,,,,10,111,,,,,,,,,,,,,,,,355,0,12,367,659,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,753,C,1,0,C01,48,93,3,29,8,7,4,33,1,0,0,0,0,,,,,,,,,6,95,,,,,,,,,,,,,,,,327,0,17,344,659,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,753,C,2,0,C02,59,75,4,25,4,12,8,37,2,0,0,0,0,,,,,,,,,14,104,,,,,,,,,,,,,,,,344,0,15,359,659,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,753,C,3,0,C03,52,100,3,29,4,7,5,19,0,0,0,2,0,,,,,,,,,9,90,,,,,,,,,,,,,,,,320,0,9,329,659,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,753,C,4,0,C04,37,108,4,27,10,13,7,32,1,0,0,0,0,,,,,,,,,6,95,,,,,,,,,,,,,,,,340,0,21,361,659,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,754,B,1,0,B,61,129,2,51,4,15,6,16,1,0,0,0,0,,,,,,,,,13,80,,,,,,,,,,,,,,,,378,2,8,388,717,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,754,C,1,0,C01,56,116,4,35,6,22,1,41,1,0,0,0,0,,,,,,,,,22,103,,,,,,,,,,,,,,,,407,0,14,421,716,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,755,B,1,0,B,48,93,10,27,9,11,5,19,0,1,0,0,0,,,,,,,,,9,116,,,,,,,,,,,,,,,,348,0,15,363,688,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,755,C,1,0,C01,64,76,8,41,8,11,5,33,1,0,2,0,0,,,,,,,,,5,95,,,,,,,,,,,,,,,,349,0,19,368,688,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,755,C,2,0,C02,49,83,3,31,12,14,6,26,2,0,0,0,0,,,,,,,,,7,109,,,,,,,,,,,,,,,,342,0,14,356,687,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,755,C,3,0,C03,43,94,5,34,9,14,3,27,3,0,1,0,0,,,,,,,,,10,100,,,,,,,,,,,,,,,,343,0,9,352,687,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,756,B,1,0,B,53,102,0,29,7,9,5,24,1,0,0,0,0,,,,,,,,,14,76,,,,,,,,,,,,,,,,320,0,16,336,584,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,756,C,1,0,C01,62,101,11,30,8,9,8,17,1,0,0,0,0,,,,,,,,,6,74,,,,,,,,,,,,,,,,327,1,12,340,584,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,756,C,2,0,C02,41,91,3,34,6,13,3,15,1,0,0,0,0,,,,,,,,,10,78,,,,,,,,,,,,,,,,295,0,13,308,584,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,756,C,3,0,C03,46,114,11,36,7,9,9,22,1,0,0,0,0,,,,,,,,,3,60,,,,,,,,,,,,,,,,318,0,12,330,583,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,757,B,1,0,B,34,90,2,34,2,12,3,17,2,1,0,0,0,,,,,,,,,4,63,,,,,,,,,,,,,,,,264,0,9,273,406,Acta casilla,,,
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,757,C,1,0,C01,48,93,7,27,6,6,5,21,2,0,0,0,0,,,,,,,,,7,56,,,,,,,,,,,,,,,,278,0,5,283,405,Acta casilla,,,
