CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN_PRS,PRI,PRI_PVEM,PRD_PT_MC,PVEM,NVA_ALIANZA,MORENA,PH,ES,BS,FACA,JLCM,JRM,ISRM,MARM,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,470,2,190,54,,21,7,14,21,21,20,,,,,,,1,2,2,0,0,353,10,363,995
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,471,1,101,47,,17,5,9,22,18,17,,,,,,,2,2,0,0,0,240,4,244,595
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,472,2,193,68,,25,7,11,33,34,15,,,,,,,1,2,0,0,0,389,18,407,901
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,473,1,110,37,,7,7,10,6,13,11,,,,,,,2,3,0,0,2,208,6,214,460
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,474,1,110,27,,11,5,7,5,11,7,,,,,,,1,0,0,0,1,185,11,196,527
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,475,2,288,109,,30,20,15,23,42,19,,,,,,,0,5,0,0,0,551,16,567,1242
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,476,1,123,54,,9,1,3,14,19,3,,,,,,,4,3,0,0,1,234,10,244,555
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,477,1,145,31,,16,4,9,20,15,7,,,,,,,2,0,0,0,0,249,9,258,588
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,478,2,236,74,,40,10,7,42,36,19,,,,,,,1,1,0,0,2,468,16,484,965
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,479,2,199,87,,62,13,4,43,50,24,,,,,,,3,4,0,0,0,489,11,500,1092
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,480,2,150,84,,39,8,7,31,30,16,,,,,,,4,2,0,0,0,371,18,389,882
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,481,2,206,128,,31,0,0,28,30,15,,,,,,,0,0,0,0,0,438,13,451,989
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,482,2,248,86,,33,13,14,58,61,10,,,,,,,3,0,0,0,0,526,14,540,1212
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,483,1,157,47,,19,7,10,20,33,7,,,,,,,0,2,0,0,1,303,1,304,713
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,484,2,174,68,,33,2,5,21,33,10,,,,,,,1,1,0,0,0,348,8,356,836
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,485,2,181,67,,31,9,5,48,59,22,,,,,,,3,2,0,1,2,430,21,451,957
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,486,2,196,78,,46,5,9,47,58,31,,,,,,,2,4,0,0,0,476,15,491,889
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,487,2,234,93,,34,17,20,59,65,32,,,,,,,6,2,2,0,0,564,11,575,1081
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,488,2,235,109,,42,7,15,60,54,24,,,,,,,2,1,0,0,3,552,19,571,1068
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,489,2,215,75,,36,6,9,78,59,34,,,,,,,16,0,0,0,0,528,19,547,1064
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,490,2,242,80,,32,8,11,22,46,18,,,,,,,2,3,0,0,0,464,12,476,947
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,491,2,250,78,,31,4,10,47,60,23,,,,,,,4,5,0,0,1,513,31,544,1048
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,492,2,210,89,,40,10,12,41,38,21,,,,,,,2,1,0,0,0,464,13,477,1053
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,493,2,206,93,,48,2,7,35,24,28,,,,,,,4,4,0,1,0,452,5,457,954
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,494,2,242,85,,55,9,12,26,53,20,,,,,,,2,1,0,0,0,505,7,512,1184
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,495,2,200,78,,32,11,18,34,41,26,,,,,,,2,1,0,0,0,443,7,450,1120
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,207,1,135,,141,17,,8,35,11,13,,,,19,,,,,,,1,380,16,396,622
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,208,1,200,,77,20,,17,31,13,19,,,,16,,,,,,,0,393,19,412,733
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,3,481,,211,50,,24,71,27,26,,,,36,,,,,,,2,928,55,983,1589
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,5,795,,544,141,,194,176,76,100,,,,89,,,,,,,4,2119,62,2181,3706
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,211,2,304,,164,37,,33,75,18,36,,,,27,,,,,,,2,696,23,719,1230
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,212,2,251,,148,34,,14,61,20,31,,,,26,,,,,,,1,586,20,606,932
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,213,2,324,,196,59,,15,67,24,29,,,,27,,,,,,,2,743,37,780,1283
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,214,2,207,,135,32,,21,54,23,24,,,,35,,,,,,,0,531,21,552,887
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,215,2,166,,137,26,,16,40,15,17,,,,13,,,,,,,3,433,20,453,751
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,216,1,117,,88,20,,13,21,10,17,,,,3,,,,,,,0,289,14,303,515
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,6,825,,555,143,,149,207,71,79,,,,79,,,,,,,2,2110,87,2197,3771
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,4,524,,356,77,,41,115,46,51,,,,52,,,,,,,1,1263,48,1311,2263
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,219,2,262,,171,42,,27,69,26,33,,,,12,,,,,,,9,651,19,670,1100
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,220,2,254,,156,40,,31,46,19,27,,,,37,,,,,,,0,610,31,641,1064
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,221,2,209,,127,32,,16,71,18,27,,,,18,,,,,,,2,520,19,539,842
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,222,2,217,,138,36,,10,77,26,35,,,,27,,,,,,,3,569,24,593,884
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,223,2,208,,176,55,,29,60,30,57,,,,35,,,,,,,2,652,31,683,1096
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,224,1,146,,92,14,,7,25,6,34,,,,10,,,,,,,0,334,29,363,548
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,225,1,159,,87,25,,8,30,7,19,,,,6,,,,,,,0,341,21,362,566
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,3,386,,325,33,,23,61,30,30,,,,49,,,,,,,1,938,35,973,1847
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,257,2,193,,98,23,,96,54,10,14,,,,3,,,,,,,0,491,17,508,1024
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,258,1,95,,81,4,,8,3,0,0,,,,2,,,,,,,0,193,15,208,351
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,259,1,46,,19,2,,8,8,2,1,,,,3,,,,,,,0,89,1,90,174
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,260,1,36,,27,6,,8,3,1,1,,,,0,,,,,,,0,82,4,86,199
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,261,2,232,,156,21,,10,4,5,16,,,,6,,,,,,,0,450,34,484,753
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,262,1,74,,56,2,,1,0,0,0,,,,3,,,,,,,1,137,8,145,207
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,263,1,22,,78,6,,0,0,1,2,,,,0,,,,,,,0,109,7,116,190
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,264,2,46,,49,3,,2,2,0,0,,,,0,,,,,,,0,102,13,115,188
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,3,142,,139,5,,1,1,6,0,,,,0,,,,,,,1,295,6,301,470
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,266,2,106,,135,11,,10,0,1,2,,,,0,,,,,,,0,265,24,289,429
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,288,1,128,,91,29,,40,29,3,18,,,,9,,,,,,,1,348,12,360,687
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,3,372,,181,52,,68,69,22,48,,,,11,,,,,,,1,824,51,875,1697
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,348,1,94,,69,18,,9,21,15,14,,,,6,,,,,,,0,246,10,256,510
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,349,1,122,,98,14,,15,35,18,14,,,,14,,,,,,,0,330,11,341,636
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,350,1,76,,67,18,,14,30,10,18,,,,6,,,,,,,0,239,4,243,433
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,267,2,166,,90,28,,2,4,0,0,,,,,,,,,,,0,290,16,306,922
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,268,2,160,,47,22,,3,2,12,0,,,,,,,,,,,1,247,19,266,412
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,269,2,318,,167,7,,8,6,108,4,,,,,,,,,,,0,618,19,637,992
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,4,790,,483,38,,10,26,29,4,,,,,,,,,,,0,1380,56,1436,2180
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,271,2,251,,133,7,,3,4,5,2,,,,,,,,,,,0,405,15,420,616
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,272,1,108,,58,21,,9,4,1,0,,,,,,,,,,,2,203,17,220,316
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,273,1,73,,33,0,,6,0,0,2,,,,,,,,,,,0,114,8,122,182
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,274,3,224,,162,109,,13,8,9,3,,,,,,,,,,,0,528,30,558,1227
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,276,1,145,,99,14,,5,3,0,4,,,,,,,,,,,0,270,11,281,448
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,277,1,86,,79,51,,4,5,14,2,,,,,,,,,,,0,241,33,274,423
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,278,2,295,,210,24,,12,18,19,2,,,,,,,,,,,0,580,23,603,1149
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,279,2,42,,33,0,,0,0,0,0,,,,,,,,,,,0,75,3,78,115
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,280,2,407,,306,13,,1,65,5,4,,,,,,,,,,,0,801,30,831,1419
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,281,2,460,,269,9,,1,51,4,0,,,,,,,,,,,0,794,21,815,1290
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,282,2,396,,246,20,,2,73,3,4,,,,,,,,,,,2,746,24,770,1175
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,283,3,515,,354,15,,3,23,5,2,,,,,,,,,,,27,944,39,983,2086
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,284,1,30,,28,0,,4,1,0,0,,,,,,,,,,,1,64,5,69,111
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,287,2,66,,33,0,,2,4,0,0,,,,,,,,,,,0,105,41,146,201
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,17,2233,,701,1478,,101,464,260,253,,,,,,,,,,,4,5494,173,5667,12563
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,299,2,146,,102,224,,4,39,23,10,,,,,,,,,,,0,548,12,560,1016
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,6,592,,299,686,,35,146,63,50,,,,,,,,,,,10,1881,56,1937,4095
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,302,1,77,,61,88,,1,18,8,5,,,,,,,,,,,0,258,14,272,534
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,303,1,130,,41,78,,1,6,4,5,,,,,,,,,,,0,265,8,273,475
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,304,4,524,,157,417,,7,18,11,8,,,,,,,,,,,0,1142,36,1178,1723
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,305,2,316,,120,187,,3,3,3,4,,,,,,,,,,,1,637,25,662,832
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,306,3,373,,201,389,,0,4,6,1,,,,,,,,,,,0,974,22,996,1357
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,307,2,69,,38,82,,1,4,1,2,,,,,,,,,,,0,197,12,209,272
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,308,3,424,,249,547,,10,8,3,2,,,,,,,,,,,0,1243,56,1299,1674
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,309,2,108,,81,200,,1,2,1,2,,,,,,,,,,,0,395,13,408,497
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,310,4,284,,156,639,,9,57,40,20,,,,,,,,,,,0,1205,34,1239,2263
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,311,2,61,,154,163,,3,4,2,2,,,,,,,,,,,7,396,24,420,630
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,11,1096,,574,1187,,51,228,118,92,,,,,,,,,,,1,3347,101,3448,7475
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,313,2,271,,146,298,,14,47,13,10,,,,,,,,,,,0,799,39,838,1384
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,7,717,,475,729,,18,136,53,41,,,,,,,,,,,1,2170,55,2225,5043
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,315,1,96,,80,146,,2,4,1,1,,,,,,,,,,,0,330,10,340,478
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,412,4,345,,207,230,,9,52,27,12,,,,,,,,,,,0,882,37,919,2404
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,413,2,110,,55,88,,4,26,6,11,,,,,,,,,,,0,300,14,314,752
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,414,2,148,,68,110,,4,32,25,11,,,,,,,,,,,0,398,11,409,1028
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,415,2,99,,77,68,,4,15,6,8,,,,,,,,,,,0,277,13,290,773
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,416,2,148,,70,95,,7,21,6,8,,,,,,,,,,,0,355,22,377,918
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,417,2,110,,74,102,,9,28,18,16,,,,,,,,,,,0,357,9,366,856
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,418,2,117,,82,133,,3,19,11,8,,,,,,,,,,,0,373,15,388,821
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,419,2,136,,76,139,,8,49,13,9,,,,,,,,,,,0,430,17,447,853
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,420,2,126,,64,96,,6,30,7,13,,,,,,,,,,,0,342,17,359,899
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,421,1,108,,66,66,,5,15,14,3,,,,,,,,,,,0,277,16,293,692
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,422,2,121,,103,74,,2,20,8,9,,,,,,,,,,,0,337,13,350,832
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,423,2,119,,92,80,,7,18,10,11,,,,,,,,,,,0,337,6,343,939
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,424,2,105,,63,91,,2,11,9,3,,,,,,,,,,,0,284,15,299,757
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,425,2,115,,62,93,,3,20,6,8,,,,,,,,,,,0,307,15,322,809
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,426,1,90,,40,71,,4,37,18,12,,,,,,,,,,,1,273,8,281,625
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,427,1,89,,63,80,,4,18,9,10,,,,,,,,,,,2,275,6,281,623
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,428,2,136,,50,87,,10,22,9,15,,,,,,,,,,,0,329,10,339,765
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,429,2,139,,75,119,,5,27,11,14,,,,,,,,,,,0,390,10,400,902
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,430,2,112,,94,168,,5,28,12,10,,,,,,,,,,,0,429,10,439,863
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,431,2,117,,72,160,,1,46,15,24,,,,,,,,,,,1,436,9,445,900
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,432,2,159,,61,134,,11,31,15,11,,,,,,,,,,,0,422,15,437,1014
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,433,2,99,,43,82,,3,19,10,8,,,,,,,,,,,1,265,9,274,801
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,434,2,152,,48,129,,10,18,11,12,,,,,,,,,,,0,380,16,396,889
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,435,2,133,,70,85,,8,20,3,11,,,,,,,,,,,0,330,7,337,811
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,436,1,104,,46,75,,4,27,20,13,,,,,,,,,,,2,291,6,297,597
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,437,1,96,,22,59,,4,16,11,15,,,,,,,,,,,0,223,3,226,501
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,438,1,80,,28,53,,0,18,8,11,,,,,,,,,,,0,198,10,208,499
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,439,1,69,,35,54,,2,12,5,7,,,,,,,,,,,0,184,6,190,435
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,328,3,423,,73,201,,14,94,,30,,,,,,,,,,,2,837,22,859,2115
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,329,2,189,,34,142,,10,32,,18,,,,,,,,,,,2,427,20,447,1116
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,331,4,638,,92,242,,18,89,,76,,,,,,,,,,,5,1160,41,1201,2549
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,332,10,1673,,288,504,,67,282,,254,,,,,,,,,,,23,3091,98,3189,7450
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,333,5,630,,150,312,,39,126,,72,,,,,,,,,,,3,1332,51,1383,3167
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,334,2,58,,26,30,,1,1,,0,,,,,,,,,,,0,116,10,126,254
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,335,1,121,,26,49,,7,22,,7,,,,,,,,,,,0,232,9,241,510
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,336,1,95,,18,45,,6,18,,14,,,,,,,,,,,0,196,10,206,382
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,351,1,150,,39,64,,4,33,,14,,,,,,,,,,,1,305,8,313,574
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,352,2,255,,46,80,,11,47,,39,,,,,,,,,,,3,481,12,493,1128
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,6,793,,169,306,,33,60,,36,,,,,,,,,,,0,1397,53,1450,3180
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,354,1,135,,25,43,,3,10,,6,,,,,,,,,,,0,222,11,233,587
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,355,2,147,,45,78,,10,11,,4,,,,,,,,,,,0,295,25,320,758
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,356,2,284,,70,110,,16,31,,17,,,,,,,,,,,2,530,17,547,1415
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,357,1,77,,31,26,,3,10,,5,,,,,,,,,,,0,152,0,152,408
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,358,3,334,,66,88,,19,35,,15,,,,,,,,,,,1,558,24,582,1600
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,359,3,401,,69,154,,12,44,,33,,,,,,,,,,,2,715,20,735,1906
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,360,1,111,,46,50,,4,22,,6,,,,,,,,,,,0,239,8,247,598
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,361,3,308,,63,123,,36,70,,35,,,,,,,,,,,2,637,18,655,1540
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,362,3,366,,148,146,,20,42,,13,,,,,,,,,,,0,735,26,761,1901
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,363,3,349,,78,114,,13,45,,27,,,,,,,,,,,1,627,31,658,1750
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,364,1,64,,19,34,,4,13,,4,,,,,,,,,,,0,138,4,142,348
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,365,2,233,,38,90,,8,20,,8,,,,,,,,,,,0,397,29,426,1100
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,366,2,195,,34,97,,6,12,,8,,,,,,,,,,,0,352,12,364,1139
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,367,2,163,,60,61,,11,27,,17,,,,,,,,,,,1,340,13,353,868
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,368,1,139,,46,48,,4,10,,4,,,,,,,,,,,1,252,8,260,633
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,369,1,88,,66,52,,15,8,,1,,,,,,,,,,,0,230,9,239,701
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,370,2,194,,45,90,,10,16,,16,,,,,,,,,,,0,371,16,387,943
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,371,1,83,,72,51,,11,15,,3,,,,,,,,,,,0,235,8,243,658
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,372,2,141,,44,98,,4,23,,7,,,,,,,,,,,0,317,21,338,1188
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,373,2,222,,60,109,,14,27,,7,,,,,,,,,,,2,441,23,464,1273
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,374,2,265,,38,83,,12,23,,8,,,,,,,,,,,1,430,16,446,1244
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,375,3,373,,81,164,,4,25,,20,,,,,,,,,,,0,667,41,708,2164
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,376,2,173,,30,82,,12,21,,6,,,,,,,,,,,0,324,11,335,909
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,377,2,168,,59,76,,14,27,,13,,,,,,,,,,,2,359,23,382,1125
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,378,2,163,,36,60,,7,23,,7,,,,,,,,,,,0,296,9,305,824
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,379,1,88,,19,18,,2,6,,7,,,,,,,,,,,1,141,1,142,379
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,380,3,219,,54,78,,9,41,,29,,,,,,,,,,,2,432,29,461,1572
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,381,2,196,,39,54,,10,24,,10,,,,,,,,,,,0,333,11,344,815
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,382,2,205,,42,55,,2,33,,11,,,,,,,,,,,0,348,9,357,929
