MUNICIPIO,SECCION,Lista Nominal,CASILLA,PAN,PRI,APM,PT,PVEM,PCM,PARM,PDS,PAS,NO REGISTRADOS,NULOS
JIUTEPEC,493,550,CONTIGUA1,181,75,78,3,3,0,3,5,0,0,0
JIUTEPEC,494,421,BASICA,132,68,41,4,5,0,1,1,1,0,4
JIUTEPEC,494,422,CONTIGUA1,148,75,29,2,2,0,0,4,1,0,6
JIUTEPEC,495,613,BASICA,152,115,72,1,2,0,5,5,1,0,5
JIUTEPEC,495,614,CONTIGUA1,182,85,67,9,4,1,4,2,0,0,6
JIUTEPEC,496,560,BASICA,143,170,56,3,8,2,2,4,1,0,4
JIUTEPEC,496,560,CONTIGUA1,179,146,45,4,2,0,4,2,2,0,7
JIUTEPEC,497,683,BASICA,144,131,103,6,2,6,5,1,2,0,9
JIUTEPEC,497,684,CONTIGUA1,117,116,99,5,5,5,5,2,1,0,19
JIUTEPEC,497,684,CONTIGUA2,147,142,94,5,0,4,0,2,0,0,10
JIUTEPEC,498,662,BASICA,145,92,88,4,8,2,1,6,0,0,11
JIUTEPEC,498,663,CONTIGUA1,155,105,96,3,6,2,1,7,0,0,14
JIUTEPEC,499,605,BASICA,144,114,75,6,8,3,2,8,0,0,12
JIUTEPEC,499,606,CONTIGUA1,167,114,63,4,0,0,0,4,0,0,8
JIUTEPEC,500,561,BASICA,246,114,44,1,9,1,2,7,0,0,3
JOJUTLA,501,723,BASICA,233,157,75,10,4,0,5,1,1,1,11
JOJUTLA,501,723,CONTIGUA1,223,163,86,4,2,0,7,0,2,0,9
JOJUTLA,502,433,BASICA,148,88,62,3,4,0,9,0,0,0,6
JOJUTLA,502,433,CONTIGUA1,153,75,69,0,3,0,2,0,0,0,9
JOJUTLA,503,453,BASICA,164,95,48,1,4,0,2,0,1,0,5
JOJUTLA,504,563,BASICA,169,109,69,6,3,0,3,0,0,0,8
JOJUTLA,504,563,CONTIGUA1,154,117,74,3,4,0,4,1,1,0,9
JOJUTLA,504,563,CONTIGUA2,142,104,79,4,4,0,3,0,0,0,3
JOJUTLA,505,727,BASICA,146,185,85,12,3,0,3,0,0,2,13
JOJUTLA,505,728,CONTIGUA1,172,171,83,8,2,0,4,0,0,0,12
JOJUTLA,506,732,BASICA,259,100,110,5,6,0,0,0,0,0,6
JOJUTLA,506,0,ESPECIAL,0,0,0,0,0,0,0,0,0,0,0
JOJUTLA,507,419,BASICA,145,70,80,1,2,0,1,0,0,0,0
JOJUTLA,507,420,CONTIGUA1,177,68,59,0,0,0,0,0,0,0,0
JOJUTLA,508,671,BASICA,212,131,98,10,3,0,3,0,0,0,6
JOJUTLA,509,149,BASICA,48,35,23,4,2,0,0,0,0,0,0
JOJUTLA,510,704,BASICA,165,178,102,10,0,1,6,2,0,0,12
JOJUTLA,511,659,BASICA,164,145,99,14,7,0,1,0,0,0,10
JOJUTLA,511,660,CONTIGUA1,172,159,90,7,2,0,10,0,0,0,7
JOJUTLA,512,456,BASICA,111,81,68,9,2,0,2,0,0,0,0
JOJUTLA,512,456,CONTIGUA1,114,110,60,2,2,0,0,0,0,0,7
JOJUTLA,513,584,BASICA,165,118,71,4,6,0,1,0,0,2,5
JOJUTLA,513,585,CONTIGUA1,162,115,68,4,4,0,0,0,0,0,9
JOJUTLA,514,451,BASICA,85,144,39,5,2,0,0,0,0,0,6
JOJUTLA,514,451,CONTIGUA1,114,122,36,5,4,0,2,0,0,0,6
JOJUTLA,515,387,BASICA,99,97,36,8,1,0,0,0,0,0,20
JOJUTLA,515,388,CONTIGUA1,107,81,45,4,0,0,2,0,0,0,15
JOJUTLA,516,566,BASICA,122,145,91,5,1,0,1,0,0,0,9
JOJUTLA,516,567,CONTIGUA1,148,154,90,5,3,0,3,0,1,0,6
JOJUTLA,516,567,CONTIGUA2,124,163,100,5,4,1,0,0,0,0,4
JOJUTLA,517,263,BASICA,67,98,25,2,0,0,0,0,0,0,2
JOJUTLA,518,477,BASICA,109,127,58,3,5,0,4,0,1,0,9
JOJUTLA,518,477,CONTIGUA1,130,115,52,2,1,0,2,0,2,0,6
JOJUTLA,519,551,BASICA,153,115,68,4,6,0,3,0,0,3,5
JOJUTLA,519,552,CONTIGUA1,139,139,66,13,7,0,1,0,0,0,7
JOJUTLA,520,380,BASICA,85,116,30,3,2,0,3,0,0,0,9
JOJUTLA,520,380,CONTIGUA1,95,78,52,7,3,0,0,0,1,0,8
JOJUTLA,521,443,BASICA,88,105,60,9,2,0,1,0,0,0,8
JOJUTLA,521,443,CONTIGUA1,83,84,66,6,3,0,3,1,0,0,6
JOJUTLA,522,392,BASICA,111,72,57,14,14,0,0,0,0,0,6
JOJUTLA,522,392,CONTIGUA1,125,66,58,14,9,0,2,3,0,0,4
JOJUTLA,523,404,BASICA,125,73,66,7,5,0,1,0,0,0,6
JOJUTLA,523,405,CONTIGUA1,101,73,53,10,8,0,1,0,0,0,5
JOJUTLA,524,441,BASICA,126,85,57,3,4,0,3,0,0,0,1
JOJUTLA,524,442,CONTIGUA1,133,83,61,5,2,0,1,0,0,0,12
JOJUTLA,525,562,BASICA,91,106,95,4,0,0,2,0,1,0,9
JOJUTLA,525,562,CONTIGUA1,72,85,113,13,0,0,3,1,0,0,14
JOJUTLA,525,563,CONTIGUA2,68,110,96,6,1,0,1,0,1,0,13
JOJUTLA,526,707,BASICA,185,190,45,9,1,2,3,1,0,0,7
JOJUTLA,526,708,CONTIGUA1,130,190,81,16,2,0,3,0,0,0,11
JOJUTLA,527,380,BASICA,74,76,52,4,3,0,0,0,0,0,0
JOJUTLA,527,381,CONTIGUA1,80,72,47,2,3,1,1,1,0,0,0
JOJUTLA,528,548,BASICA,106,111,45,7,3,1,1,0,0,0,9
JOJUTLA,528,549,CONTIGUA1,113,109,69,6,1,0,1,0,0,0,2
JOJUTLA,529,707,BASICA,139,117,123,9,4,1,0,0,0,0,16
JOJUTLA,529,707,CONTIGUA1,110,149,59,13,1,0,1,3,0,0,12
JOJUTLA,530,554,BASICA,138,116,72,1,0,0,1,0,0,0,7
JOJUTLA,530,554,CONTIGUA1,155,88,50,6,3,0,1,0,1,0,11
JOJUTLA,530,554,CONTIGUA2,131,122,58,0,3,0,0,0,0,0,13
JOJUTLA,531,643,BASICA,120,140,66,4,4,0,0,0,0,0,18
JOJUTLA,531,644,CONTIGUA1,122,163,55,3,4,0,3,0,0,0,14
JOJUTLA,532,327,BASICA,75,82,16,1,0,0,0,0,0,0,6
JOJUTLA,532,492,GEOGRAFICA1,73,175,20,2,2,0,0,0,0,1,5
JOJUTLA,533,716,BASICA,154,163,75,6,5,1,0,2,0,0,7
JOJUTLA,533,717,CONTIGUA1,165,172,61,5,2,0,0,0,0,1,12
JOJUTLA,534,695,BASICA,219,138,65,2,6,0,1,0,1,0,7
JOJUTLA,534,695,CONTIGUA1,212,146,55,2,5,0,1,0,0,0,22
JOJUTLA,535,729,BASICA,190,159,85,2,4,0,2,0,0,0,8
JOJUTLA,535,729,CONTIGUA1,215,126,69,2,6,0,1,0,0,0,12
JOJUTLA,536,665,BASICA,180,119,47,3,6,0,2,2,0,0,15
JONACATEPEC,537,681,BASICA,70,153,49,0,0,129,0,30,0,0,19
JONACATEPEC,538,543,BASICA,38,143,68,0,0,82,0,19,0,0,12
JONACATEPEC,538,544,CONTIGUA1,31,105,87,0,0,90,0,24,0,0,15
JONACATEPEC,539,409,BASICA,22,98,31,0,0,118,0,28,0,0,5
JONACATEPEC,539,409,CONTIGUA1,24,89,26,0,0,124,0,21,0,0,5
JONACATEPEC,540,519,BASICA,40,148,45,0,0,101,0,26,0,0,9
JONACATEPEC,540,520,CONTIGUA1,36,138,43,0,0,123,0,15,0,0,7
JONACATEPEC,541,405,BASICA,20,187,20,0,0,48,0,11,0,0,4
JONACATEPEC,541,406,CONTIGUA1,14,189,23,0,0,60,0,13,0,0,5
JONACATEPEC,542,410,BASICA,19,134,51,0,4,83,0,8,0,0,5
JONACATEPEC,542,411,CONTIGUA1,27,121,51,0,2,71,0,8,0,0,14
JONACATEPEC,543,378,BASICA,14,62,48,0,0,92,0,8,0,0,15
JONACATEPEC,544,602,BASICA,51,174,20,1,2,101,1,18,0,0,25
JONACATEPEC,544,602,CONTIGUA1,74,157,33,0,0,83,0,19,0,0,21
JONACATEPEC,545,671,BASICA,194,133,24,0,0,29,0,21,0,0,20
JONACATEPEC,546,624,BASICA,156,97,34,1,3,38,0,12,4,0,22
JONACATEPEC,547,405,BASICA,96,74,20,1,1,24,0,1,0,0,1
JONACATEPEC,547,406,CONTIGUA1,129,69,9,1,0,18,1,2,0,6,0
MAZATEPEC,548,457,BASICA,83,91,139,0,0,0,0,0,0,0,0
MAZATEPEC,548,457,CONTIGUA1,102,65,140,0,1,0,0,0,0,0,7
MAZATEPEC,549,571,BASICA,124,142,159,0,0,0,0,0,0,0,9
MAZATEPEC,549,572,CONTIGUA1,137,149,133,0,0,0,0,0,0,0,12
MAZATEPEC,550,734,BASICA,146,107,251,0,0,0,0,0,0,0,21
MAZATEPEC,551,413,BASICA,75,104,93,0,0,0,0,0,0,0,0
MAZATEPEC,551,413,CONTIGUA1,89,103,86,0,0,0,0,0,0,0,8
MAZATEPEC,552,659,BASICA,144,103,180,0,0,0,0,0,0,0,15
MAZATEPEC,553,654,BASICA,71,137,214,1,0,2,0,0,1,0,15
MAZATEPEC,554,416,BASICA,30,122,112,0,0,0,0,0,0,6,6
MAZATEPEC,554,416,CONTIGUA1,50,131,101,0,0,0,0,0,0,0,9
MIACATLAN,555,497,BASICA,50,130,112,0,0,0,0,3,0,0,11
MIACATLAN,555,498,CONTIGUA1,39,132,120,3,0,0,0,4,0,0,21
MIACATLAN,555,198,GEOGRAFICA1,5,68,18,2,0,0,0,1,0,0,9
MIACATLAN,556,501,BASICA,36,127,131,1,0,0,1,0,1,0,16
MIACATLAN,556,502,CONTIGUA1,40,139,132,4,0,0,0,1,0,0,11
MIACATLAN,557,585,BASICA,44,188,124,1,3,0,2,0,0,0,15
MIACATLAN,557,585,CONTIGUA1,43,213,114,2,0,0,0,1,0,2,8
MIACATLAN,558,596,BASICA,41,114,254,4,0,0,0,0,0,0,19
MIACATLAN,558,597,CONTIGUA1,52,125,190,1,1,0,0,1,0,0,24
MIACATLAN,559,664,BASICA,51,108,212,2,0,0,0,9,0,0,16
MIACATLAN,560,502,BASICA,32,123,131,2,0,0,0,2,0,1,0
MIACATLAN,560,502,CONTIGUA1,36,107,132,6,0,1,1,3,0,0,5
MIACATLAN,560,503,CONTIGUA2,33,155,115,2,1,0,0,3,0,0,6
MIACATLAN,561,419,BASICA,41,94,121,5,1,0,2,3,1,0,16
MIACATLAN,561,419,CONTIGUA1,34,65,150,16,0,0,0,2,0,0,10
MIACATLAN,562,398,BASICA,28,106,116,6,0,0,1,0,0,0,6
MIACATLAN,562,398,CONTIGUA1,26,99,133,2,1,0,0,1,0,1,10
MIACATLAN,563,616,BASICA,46,144,126,8,3,0,2,2,1,0,7
MIACATLAN,564,658,BASICA,64,75,20,114,0,0,0,9,0,0,22
MIACATLAN,564,659,CONTIGUA1,76,66,33,133,2,0,0,5,1,0,18
MIACATLAN,565,571,BASICA,31,57,16,93,0,0,0,2,0,0,12
MIACATLAN,565,571,CONTIGUA1,31,54,20,87,0,0,0,3,0,0,13
MIACATLAN,565,571,CONTIGUA2,34,63,27,112,2,0,1,0,0,0,0
MIACATLAN,566,344,BASICA,18,69,13,49,0,0,0,3,0,0,0
MIACATLAN,567,463,BASICA,11,54,26,84,2,1,3,2,1,0,10
MIACATLAN,567,463,CONTIGUA1,20,58,17,103,0,0,0,2,0,0,15
MIACATLAN,568,557,BASICA,51,53,23,83,0,0,0,1,0,0,22
MIACATLAN,568,557,CONTIGUA1,29,64,26,98,0,0,0,1,0,0,22
OCUITUCO,569,685,BASICA,39,162,16,11,2,19,1,212,0,0,19
OCUITUCO,569,685,CONTIGUA1,33,175,30,12,0,21,0,210,0,0,16
OCUITUCO,570,660,BASICA,20,158,12,6,3,15,1,246,0,0,19
OCUITUCO,571,643,BASICA,49,173,17,1,2,3,1,194,0,0,13
OCUITUCO,572,433,BASICA,145,88,25,3,0,4,0,2,0,0,7
OCUITUCO,572,434,CONTIGUA1,149,79,19,2,0,4,1,3,0,0,9
OCUITUCO,573,673,BASICA,83,110,101,4,2,4,2,38,0,0,15
OCUITUCO,574,530,BASICA,103,98,53,4,4,18,1,118,1,0,21
OCUITUCO,575,653,BASICA,92,42,216,5,0,0,0,8,0,0,13
OCUITUCO,575,654,CONTIGUA1,108,38,220,3,0,0,1,7,0,0,16
OCUITUCO,576,548,BASICA,43,73,174,4,1,0,1,6,0,0,17
OCUITUCO,576,549,CONTIGUA1,56,55,181,3,1,2,0,5,0,0,14
OCUITUCO,577,461,BASICA,168,80,44,15,0,6,1,26,0,0,8
OCUITUCO,578,573,BASICA,48,98,34,11,3,5,0,124,3,0,12
OCUITUCO,578,573,CONTIGUA1,31,104,34,19,1,8,0,139,1,0,32
PUENTE DE IXTLA,579,420,BASICA,68,120,62,5,0,2,0,0,0,2,9
PUENTE DE IXTLA,579,420,CONTIGUA1,90,123,52,3,0,4,0,0,0,0,12
PUENTE DE IXTLA,580,708,BASICA,145,142,68,23,0,6,2,0,0,0,10
PUENTE DE IXTLA,580,709,CONTIGUA1,145,163,68,20,0,9,0,0,0,0,15
PUENTE DE IXTLA,581,477,BASICA,130,92,42,7,0,7,0,0,0,0,13
PUENTE DE IXTLA,581,477,CONTIGUA1,150,93,36,10,0,5,1,1,1,0,4
PUENTE DE IXTLA,582,434,BASICA,75,136,62,7,4,3,1,0,0,0,11
PUENTE DE IXTLA,582,434,CONTIGUA1,69,137,79,2,2,6,0,0,1,0,3
PUENTE DE IXTLA,583,575,BASICA,125,142,131,6,0,1,0,0,0,3,7
PUENTE DE IXTLA,583,575,CONTIGUA1,75,167,140,11,0,4,0,0,0,0,10
PUENTE DE IXTLA,584,499,BASICA,121,78,91,14,2,0,0,0,0,0,0
PUENTE DE IXTLA,584,499,CONTIGUA1,127,93,91,16,0,0,1,0,0,0,0
PUENTE DE IXTLA,585,571,BASICA,79,146,86,10,0,1,0,0,1,0,1
PUENTE DE IXTLA,585,571,CONTIGUA1,92,143,90,10,0,3,1,0,0,0,7
PUENTE DE IXTLA,586,611,BASICA,95,165,52,10,2,0,0,0,0,0,8
PUENTE DE IXTLA,586,612,CONTIGUA1,125,177,56,11,0,0,0,0,0,3,10
PUENTE DE IXTLA,587,533,BASICA,87,135,88,14,0,1,0,0,0,2,8
PUENTE DE IXTLA,587,533,CONTIGUA1,118,108,75,22,0,0,0,0,0,0,10
PUENTE DE IXTLA,588,434,BASICA,75,106,105,20,0,7,0,0,0,0,4
PUENTE DE IXTLA,588,434,CONTIGUA1,50,101,111,21,0,5,0,0,0,0,0
PUENTE DE IXTLA,589,378,BASICA,47,125,60,9,0,4,1,0,0,0,10
PUENTE DE IXTLA,589,378,CONTIGUA1,62,121,62,8,0,2,0,0,0,0,5
PUENTE DE IXTLA,590,495,BASICA,69,110,71,21,0,11,0,0,0,0,13
PUENTE DE IXTLA,590,496,CONTIGUA1,56,135,77,13,0,5,0,0,0,0,12
PUENTE DE IXTLA,591,530,BASICA,73,114,135,7,0,10,0,0,0,0,10
PUENTE DE IXTLA,591,531,CONTIGUA1,63,113,107,13,0,1,0,0,0,0,4
PUENTE DE IXTLA,592,595,BASICA,98,139,70,15,0,3,0,0,0,0,12
PUENTE DE IXTLA,592,595,CONTIGUA1,124,123,85,9,0,3,0,0,0,0,4
PUENTE DE IXTLA,593,731,BASICA,218,246,29,4,0,7,0,0,0,0,16
PUENTE DE IXTLA,594,484,BASICA,51,83,75,6,0,0,1,0,0,1,3
PUENTE DE IXTLA,594,484,CONTIGUA1,73,92,77,5,1,1,0,0,1,0,6
PUENTE DE IXTLA,595,573,BASICA,56,172,62,11,1,1,0,1,0,0,5
PUENTE DE IXTLA,595,573,CONTIGUA1,51,168,77,9,1,0,0,0,0,0,3
PUENTE DE IXTLA,595,574,CONTIGUA2,64,134,57,11,0,0,0,0,1,0,12
PUENTE DE IXTLA,596,655,BASICA,76,159,66,9,1,1,1,0,0,0,6
PUENTE DE IXTLA,596,655,CONTIGUA1,79,160,92,4,2,0,0,0,0,0,8
PUENTE DE IXTLA,596,655,CONTIGUA2,69,136,77,3,0,0,0,0,0,0,9
PUENTE DE IXTLA,597,519,BASICA,88,114,69,7,2,1,0,0,1,0,13
PUENTE DE IXTLA,597,519,CONTIGUA1,74,100,82,6,0,1,1,0,1,0,7
PUENTE DE IXTLA,597,519,CONTIGUA2,87,107,63,2,0,0,0,0,0,0,10
PUENTE DE IXTLA,598,646,BASICA,75,165,113,5,0,2,1,0,0,0,6
PUENTE DE IXTLA,598,646,CONTIGUA1,99,157,59,12,0,0,0,0,0,2,3
PUENTE DE IXTLA,598,647,CONTIGUA2,87,151,79,6,0,1,1,0,1,0,5
PUENTE DE IXTLA,599,519,BASICA,97,121,70,9,1,0,0,0,0,2,5
PUENTE DE IXTLA,599,519,CONTIGUA1,73,127,54,6,0,2,2,0,0,0,7
PUENTE DE IXTLA,599,520,CONTIGUA2,91,92,94,3,0,0,0,0,0,0,0
PUENTE DE IXTLA,600,564,BASICA,80,118,57,15,1,2,1,0,0,0,10
PUENTE DE IXTLA,600,565,CONTIGUA1,67,134,60,9,0,3,1,0,0,0,12
PUENTE DE IXTLA,601,681,BASICA,130,226,82,3,0,1,0,0,0,0,11
PUENTE DE IXTLA,601,682,CONTIGUA1,113,181,66,3,0,0,3,0,1,0,92
PUENTE DE IXTLA,602,661,BASICA,138,189,76,7,0,0,0,0,0,0,14
PUENTE DE IXTLA,602,662,CONTIGUA1,131,222,54,12,0,1,0,0,0,0,12
PUENTE DE IXTLA,603,238,BASICA,62,80,17,1,0,1,0,0,0,0,3
PUENTE DE IXTLA,604,314,BASICA,78,81,19,6,0,1,0,0,0,0,7
PUENTE DE IXTLA,605,491,BASICA,110,111,39,21,0,0,0,0,0,0,10
PUENTE DE IXTLA,605,492,CONTIGUA1,83,78,46,13,1,0,1,0,0,0,16
PUENTE DE IXTLA,606,410,BASICA,39,113,40,7,0,1,0,0,0,10,7
PUENTE DE IXTLA,606,411,CONTIGUA1,48,120,43,3,2,0,2,0,0,0,12
PUENTE DE IXTLA,607,453,BASICA,64,137,62,3,2,0,2,0,1,2,9
PUENTE DE IXTLA,607,453,CONTIGUA1,77,109,66,14,1,0,4,1,2,0,0
PUENTE DE IXTLA,608,531,BASICA,119,143,41,5,0,3,2,1,0,0,5
PUENTE DE IXTLA,608,532,CONTIGUA1,153,136,32,4,3,0,1,0,0,0,7
PUENTE DE IXTLA,609,447,BASICA,44,151,42,3,1,0,0,1,2,0,8
PUENTE DE IXTLA,609,447,CONTIGUA1,65,126,28,5,0,1,0,0,0,0,10
PUENTE DE IXTLA,609,75,GEOGRAFICA1,7,25,16,2,0,0,0,0,0,0,3
PUENTE DE IXTLA,610,281,BASICA,25,109,10,4,0,0,0,0,0,0,10
TEMIXCO,611,618,BASICA,197,78,97,4,0,4,1,0,0,0,6
TEMIXCO,611,619,CONTIGUA1,178,82,92,1,0,0,1,0,0,0,12
TEMIXCO,612,485,BASICA,192,59,48,23,3,3,4,0,0,0,11
TEMIXCO,612,485,CONTIGUA1,169,66,48,2,3,1,0,4,0,0,11
TEMIXCO,613,684,BASICA,329,74,48,1,3,1,2,11,0,0,3
TEMIXCO,614,429,BASICA,203,58,34,0,0,0,1,10,0,0,6
TEMIXCO,614,430,CONTIGUA1,198,55,44,1,0,1,0,4,0,0,8
TEMIXCO,615,700,BASICA,276,96,56,5,0,2,1,3,0,0,6
TEMIXCO,615,700,CONTIGUA1,275,116,48,5,0,2,2,4,0,0,15
TEMIXCO,616,712,BASICA,127,108,112,9,2,1,1,4,0,0,16
TEMIXCO,616,713,CONTIGUA1,137,96,115,5,1,0,0,1,2,0,11
TEMIXCO,617,557,BASICA,147,56,101,2,1,7,3,2,0,0,15
TEMIXCO,617,557,CONTIGUA1,151,44,116,4,0,1,3,2,0,0,10
TEMIXCO,618,655,BASICA,177,104,75,3,2,11,2,3,0,0,8
TEMIXCO,618,656,CONTIGUA1,202,86,63,3,0,4,2,0,0,0,15
TEMIXCO,618,656,CONTIGUA2,179,100,79,3,2,3,1,6,0,0,19
TEMIXCO,618,656,CONTIGUA3,202,79,95,3,4,3,2,2,1,0,16
TEMIXCO,619,705,BASICA,267,83,56,5,0,1,6,2,0,0,16
TEMIXCO,619,705,CONTIGUA1,280,60,51,6,0,1,1,5,0,0,0
TEMIXCO,620,697,BASICA,346,58,75,7,0,1,3,6,0,0,2
TEMIXCO,620,697,CONTIGUA1,325,56,68,1,1,2,1,12,0,0,7
TEMIXCO,621,603,BASICA,202,88,69,1,0,4,2,3,0,0,0
TEMIXCO,621,603,CONTIGUA1,241,97,66,5,1,3,2,4,1,0,7
TEMIXCO,622,528,BASICA,200,61,52,3,1,4,1,1,0,0,9
TEMIXCO,622,528,CONTIGUA1,193,62,62,3,0,3,0,0,0,0,16
TEMIXCO,622,528,CONTIGUA2,176,69,66,3,3,3,0,3,0,0,10
TEMIXCO,623,526,BASICA,128,69,72,2,2,3,4,4,0,0,8
TEMIXCO,623,526,CONTIGUA1,118,69,83,1,1,0,0,3,0,0,0
TEMIXCO,623,526,CONTIGUA2,105,54,84,0,0,0,1,4,1,0,4
TEMIXCO,624,612,BASICA,148,76,95,2,2,1,1,5,0,0,11
TEMIXCO,624,613,CONTIGUA1,167,77,94,5,0,1,4,10,0,3,10
TEMIXCO,625,553,BASICA,171,53,50,5,0,3,0,1,0,0,0
TEMIXCO,625,553,CONTIGUA1,205,54,73,3,1,3,3,1,0,0,8
TEMIXCO,626,702,BASICA,227,75,72,1,0,13,2,2,1,0,8
TEMIXCO,626,702,CONTIGUA1,267,65,76,2,1,15,2,0,0,0,6
TEMIXCO,627,561,BASICA,154,88,49,2,1,5,2,1,0,0,52
TEMIXCO,627,561,CONTIGUA1,180,56,58,0,4,11,3,2,0,0,9
TEMIXCO,628,628,BASICA,233,95,63,2,0,0,0,1,0,0,11
TEMIXCO,628,629,CONTIGUA1,215,110,91,2,0,3,0,2,0,0,10
TEMIXCO,629,709,BASICA,311,95,52,3,0,3,1,8,0,0,5
TEMIXCO,630,726,BASICA,249,169,49,9,0,2,4,5,0,0,7
TEMIXCO,630,727,CONTIGUA1,245,160,49,4,0,2,10,2,0,0,15
TEMIXCO,630,727,CONTIGUA2,217,192,45,5,1,1,8,7,0,0,5
TEMIXCO,631,668,BASICA,193,117,96,1,2,1,0,3,0,0,7
TEMIXCO,631,668,CONTIGUA1,116,100,102,3,1,1,1,2,0,0,5
TEMIXCO,632,495,BASICA,127,64,76,2,2,1,1,2,2,0,8
TEMIXCO,632,495,CONTIGUA1,106,61,75,3,4,1,1,1,1,0,4
TEMIXCO,633,679,BASICA,129,89,123,5,3,2,4,1,0,0,8
TEMIXCO,633,679,CONTIGUA1,134,96,107,5,0,3,2,1,0,0,13
TEMIXCO,634,624,BASICA,195,116,66,1,4,3,7,3,0,0,10
TEMIXCO,634,624,CONTIGUA1,188,126,82,7,0,2,9,4,1,0,5
TEMIXCO,635,503,BASICA,115,73,73,1,1,0,2,3,0,0,8
TEMIXCO,635,503,CONTIGUA1,98,90,58,4,1,3,1,0,0,0,11
TEMIXCO,635,504,CONTIGUA2,98,77,61,2,2,0,1,5,1,0,8
TEMIXCO,636,579,BASICA,167,77,49,2,1,1,4,4,0,0,10
TEMIXCO,636,580,CONTIGUA1,168,76,64,3,1,4,5,5,0,0,11
TEMIXCO,636,580,CONTIGUA2,160,58,33,2,0,2,1,0,1,0,13
TEMIXCO,637,643,BASICA,195,95,35,5,3,0,0,3,0,0,7
TEMIXCO,637,643,CONTIGUA1,211,105,43,5,1,1,2,3,0,0,5
TEMIXCO,638,681,BASICA,199,87,77,3,4,3,1,2,0,0,9
TEMIXCO,638,682,CONTIGUA1,184,81,85,5,0,2,2,5,0,0,13
TEMIXCO,639,635,BASICA,232,116,38,4,0,1,2,8,0,0,7
TEMIXCO,639,635,CONTIGUA1,226,142,41,5,0,0,3,9,0,0,12
TEMIXCO,640,452,BASICA,149,91,29,14,1,0,4,6,1,0,4
TEMIXCO,640,453,CONTIGUA1,152,104,24,3,0,0,1,9,0,0,6
TEMIXCO,641,537,BASICA,181,106,33,5,0,1,0,19,0,0,7
TEMIXCO,641,538,CONTIGUA1,194,131,27,10,0,0,0,10,0,0,9
TEMIXCO,642,654,BASICA,189,84,84,3,0,1,4,4,0,0,18
TEMIXCO,642,654,CONTIGUA1,154,62,79,6,4,3,1,2,0,0,10
TEMIXCO,643,403,BASICA,106,65,35,5,0,0,3,1,0,0,14
TEMIXCO,643,404,CONTIGUA1,93,57,62,3,1,0,2,1,0,0,9
TEMIXCO,644,586,BASICA,136,96,67,1,0,1,1,3,0,0,0
TEMIXCO,644,587,CONTIGUA1,145,94,40,6,2,1,1,3,0,0,10
TEMIXCO,644,587,CONTIGUA2,190,86,61,6,0,1,3,2,0,0,12
TEMIXCO,645,689,BASICA,173,100,70,3,0,4,1,0,0,0,11
TEMIXCO,645,690,CONTIGUA1,153,103,80,3,4,0,0,8,0,0,0
TEMIXCO,646,537,BASICA,125,102,65,3,4,2,1,2,0,0,11
TEMIXCO,646,538,CONTIGUA1,159,83,74,4,0,2,0,0,0,0,23
TEMIXCO,647,501,BASICA,174,92,31,2,0,2,1,14,0,0,5
TEMIXCO,647,501,CONTIGUA1,161,78,46,6,0,1,0,21,0,0,7
TEMIXCO,647,501,CONTIGUA2,147,72,43,7,1,1,1,26,1,0,5
TEMIXCO,648,700,BASICA,226,115,55,7,1,0,2,16,3,0,14
TEMIXCO,648,700,CONTIGUA1,217,116,60,15,1,0,5,16,1,0,12
TEMIXCO,649,642,BASICA,198,97,64,10,2,1,5,4,0,0,12
TEMIXCO,649,642,CONTIGUA1,184,124,67,7,2,3,5,4,0,0,8
TEMIXCO,650,358,BASICA,118,58,30,0,1,1,3,7,0,0,3
TEMIXCO,651,604,BASICA,183,115,32,12,0,0,2,4,0,0,10
TEMIXCO,651,604,CONTIGUA1,200,98,30,12,0,0,0,0,0,0,8
TEMIXCO,651,604,CONTIGUA2,184,101,41,6,1,0,1,8,0,0,8
TEMIXCO,652,728,BASICA,138,122,75,15,3,1,3,0,0,0,23
TEMIXCO,652,729,CONTIGUA1,165,137,61,21,3,0,2,0,1,0,24
TEMIXCO,653,622,BASICA,186,136,29,2,4,1,0,2,0,0,10
TEMIXCO,653,402,GEOGRAFICA1,99,50,64,3,2,1,0,2,0,0,10
TEMIXCO,653,402,GEOGRAFICA2,80,64,69,3,0,1,1,0,1,0,3
TEMOAC,901,650,BASICA,38,231,69,0,73,24,0,29,0,0,11
TEMOAC,901,651,CONTIGUA1,35,219,74,0,72,18,0,43,0,0,13
TEMOAC,902,612,BASICA,19,105,176,0,20,41,0,45,0,0,19
TEMOAC,902,612,CONTIGUA1,16,80,165,3,38,28,1,72,1,0,12
TEMOAC,902,612,CONTIGUA2,33,80,176,0,28,41,0,57,0,0,9
TEMOAC,903,491,BASICA,47,112,145,0,30,21,0,6,0,0,7
TEMOAC,904,408,BASICA,41,80,76,0,17,18,0,20,0,0,10
TEMOAC,904,408,CONTIGUA1,40,96,75,0,11,21,0,13,0,0,20
TEMOAC,905,551,BASICA,22,102,112,0,27,14,0,40,0,0,20
TEMOAC,905,551,CONTIGUA1,26,138,90,0,20,5,0,19,0,0,11
TEMOAC,906,586,BASICA,10,127,188,0,22,2,0,22,0,0,15
TEMOAC,906,587,CONTIGUA1,6,183,132,0,28,3,0,9,0,0,8
TEMOAC,906,587,CONTIGUA2,6,180,135,0,49,1,0,18,0,0,10
