uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,runnerup_party_magar,runnerup_candidate_magar,margin
19001,1991,PRI,VICTOR ELIZONDO CANTU,PRD,,0.6678700361
19001,1994,PRI,ENRIQUE VILLARREAL GUTIERREZ,PT,,0.3150357995
19001,1997,PRI,SEVERA CANTU VILLARREAL,PAN,,0.2734611504
19001,2000,PRI,DAVID ENRIQUE MILAN RAMOS,PAN,,0.2309178744
19001,2003,PRI,DAVID MILAN RIVERA,PT,ENRIQUE VILLARREAL GUTIERREZ,0.2178956089
19001,2006,PRI_PVEM,JAIME VILLARREAL RAMIREZ,PAN,,0.1441317776
19001,2009,PRI_PVEM_PD_PCC,ENRIQUE VILLARREAL GUTIERREZ,PRD,,0.082437276
19001,2012,PRD,JOSE FELIX ALEMAN CASTILLO,PRI_PVEM,,0.1808074898
19001,2015,PRD_PT,CRISTINA ALEMAN AGUILAR,MC,JAIME VILLARREAL RAMIREZ,0.0515463918
19001,2018,PRI_PVEM,KARINA LISSETTE VILLARREAL RAMIREZ,MC,JOSE FELIX ALEMAN CASTILLO,0.0130718954
19002,1991,PRI,JUAN JOSE SALINAS GARCIA,0,,1
19002,1994,PRI,ELIO MOLINA SALINAS,PFCRN,,0.9874572406
19002,1997,PRI,VICENTE CANALES CANTU,PAN,,0.1966614502
19002,2000,PAN,IGNACIO DE JESUS CASTELLANOS RAMOS,PRI,,0.1185544293
19002,2003,PRI_PVEM_PLM_FUERCIUD,VICENTE CANALES CANTU,PAN,,0.098973306
19002,2006,PRI_PVEM,JOSE ISRAEL GONZALEZ RODRIGUEZ,PAN,,0.0685136653
19002,2009,PRI_PVEM_PD_PCC,JOSE GUADALUPE GARCIA GARZA,PAN,,0.0253699789
19002,2012,PRI_PVEM,JOSE ISRAEL GONZALEZ RODRIGUEZ,PT,,0.0922619048
19002,2015,PAN,JOSE LUIS GARCIA MONTEMAYOR,PVEM,,0.1398550725
19002,2018,PAN,IGNACIO CASTELLANOS AMAYA,PRI,ELIO MOLINA SALINAS,0.0488980716
19003,1991,PRI,RENE ROLANDO PEÑA GARCIA,0,,1
19003,1994,PRI,JORGE LUIS PEÑA PEÑA,PAN,,0.6202764977
19003,1997,PRI,JESUS SALVADOR PEÑA ALANIS,PAN,,0.1671388102
19003,2000,PAN,RUBEN DARIO PASTRANA GUERRERO,PRI,,0.1574144487
19003,2003,PRI_PVEM_PLM_FUERCIUD,JORGE LUIS PEÑA PEÑA,PAN,,0.00513573
19003,2006,PAN,RUBIA IDALIA QUINTANILLA TIJERINA,PRI_PVEM,,0.1671018277
19003,2009,PRI_PVEM_PD_PCC,ALBERTO LOPEZ PEÑA,PAN,,0.0142348754
19003,2012,PRI_PVEM,JORGE LUIS PEÑA PEÑA,PAN,,0.1306413302
19003,2015,PRI,RODOLFO GARCIA MARTINEZ,PAN,,0.067513369
19003,2018,PNA,JORGE LUIS PEÑA PEÑA,PAN,,0.1032656664
19004,1991,PRI,JORGE HERIBERTO SALAZAR SALAZAR,PAN,,0.8088642659
19004,1994,PRI,JUANA AURORA CAVAZOS C,PAN,,0.0455623306
19004,1997,PAN,RAMIRO TAMEZ MARTINEZ,PRI,,0.0596433096
19004,2000,PAN,ADRIAN ANTONIO CAVAZOS PARRA,PRI,,0.0908859254
19004,2003,PRI_PVEM_PLM_FUERCIUD,SERGIO ALEJANDRO ALANIS MARROQUIN,PAN,,0.4894270739
19004,2006,PRI_PVEM,LUIS GERARDO MARROQUIN SALAZAR,PRD_PT,,0.3226526931
19004,2009,PRI_PVEM_PD_PCC,JORGE ALBERTO SALAZAR ZALAZAR,PAN,,0.2442468211
19004,2012,PRI_PVEM,JAIME SALAZAR MARROQUIN,PAN,,0.4074925305
19004,2015,PAN,SILVERIO MANUEL FLORES LEAL,PRI,,0.1841426879
19004,2018,PAN,SILVERIO MANUEL FLORES LEAL,PRI,OLIVIA GONZALEZ RODRIGUEZ,0.0117946782
19005,1991,PRI,?,PAN,,0.5979789104
19005,1994,PRI,?,PAN,,0.6521409049
19005,1997,PRI,MUCIO MAURICIO GALLEGOS,PAN,,0.2557805544
19005,2000,PAN,JOSE GERARDO MONTEMAYOR GARZA,PRI,,0.0085993485
19005,2003,PRI_PVEM_PLM_FUERCIUD,MUCIO MAURICIO GALLEGOS,PAN,,0.1056759272
19005,2006,PRI_PVEM,DISIDERIO URTEAGA ORTEGON,PAN,,0.2138390996
19005,2009,PAN,SANTOS JAVIER GARZA GARCIA,PRI_PVEM_PD1_PCC,,0.2561544301
19005,2012,PRI_PVEM,DESIDERIO URTEAGA ORTEGON,PT,,0.1748089066
19005,2015,PRI,JUAN MANUEL MORTON GONZALEZ,PAN,,0.0490175139
19005,2018,PRI,DESIDERIO URTEAGA ORTEGON,INDEP,JESUS GONZALEZ LOPEZ,0.0571549534
19006,1991,PRI,RAYMUNDO FLORES ELIZONDO,PAN,,0.7472599918
19006,1994,PRI,LOMBARDO GUAJARDO GUAJARDO,PAN,,0.2498451437
19006,1997,PRI,JESUS RAFAEL GARCIA GARZA,PAN,,0.0248430702
19006,2000,PRI,CESAR GARZA VILLARREAL,PAN,,0.2496681579
19006,2003,PRI_PVEM_PLM_FUERCIUD,JOSE ANTONIO ELIZONDO GARZA,PAN,,0.5332820998
19006,2006,PRI_PVEM,RAYMUNDO FLORES ELIZONDO,PAN,,0.3742328159
19006,2009,PRI_PVEM_PD_PCC,BENITO CABALLERO GARZA,PAN,,0.2613050053
19006,2012,PRI_PVEM,RAYMUNDO FLORES ELIZONDO,PAN,,0.3431240576
19006,2015,PRI,OSCAR ALBERTO CANTU GARCIA,PAN,,0.0455908692
19006,2018,PRI,CESAR GARZA VILLARREAL,PAN,ADRIAN MARIO GONZALEZ CABALLERO,0.0801486307
19007,1991,PRI,RAMIRO ORTEGA,PAN,,0.935483871
19007,1994,PRI,SALVADOR VACA ORTEGON,PT,,0.8114819229
19007,1997,PRI,JOSE ELIGIO DEL TORO OROZCO,PT,,0.6402727789
19007,2000,PRI,ROBERTO JAVIER GONZALEZ PORRAS,PAN,,0.5655184659
19007,2003,PRI_PVEM_PLM_FUERCIUD,JOSE ELIGIO DEL TORO OROZCO,PAN,,0.5900957889
19007,2006,PRI_PVEM,ARTURO ALEMAN MARTINEZ,PNA,,0.1550979263
19007,2009,PRI_PVEM_PD_PCC,RAFAEL FLORES VILLANUEVA,PAN,,0.0584858271
19007,2012,PRI_PVEM,GASPAR SALATIEL DEL TORO OROZCO,PAN,,0.1338599956
19007,2015,PRI_PVEM_PNA_PD,SABINO HERNANDEZ URBINA,PAN,,0.3000863558
19007,2018,PRI,GASPAR SALATIEL DEL TORO OROZCO,PAN,ERASTO ELOY MARISCAL CONTRERAS,0.1169354839
19008,1991,PRI,ARNULFO SEPULVEDA VILLARREAL,PRD,,0.1328947368
19008,1994,PRI,ARTEMIO HERNANDEZ SOLIS,PAN,,0.0197014925
19008,1997,PAN,JORGE SANTOS GUTIERREZ,PRI,,0.1000578369
19008,2000,PAN,NORMA YOLANDA ROBLES ROSALES,PRI,,0.2987707108
19008,2003,PAN,JOSE B. GOMEZ RODRIGUEZ,PRI_PVEM_PLM_FUERCIUD,,0.0858835143
19008,2006,PAN,JORGE SANTOS GUTIERREZ,PRI_PVEM,,0.2449494949
19008,2009,PAN,OSCAR ARTURO GARCIA CASTILLO,PRI_PVEM_PD1_PCC,,0.0155789474
19008,2012,PRI_PVEM,ADRIAN GALVAN RODRIGUEZ,PAN,,0.1280558789
19008,2015,PAN,MARIO ALFONSO RESENDEZ GARZA,PRI,,0.0827324478
19008,2018,PNA,LUIS FELIPE GARCIA BOTELLO,PAN,MARIO ALFONSO RESENDEZ GARZA,0.1197373503
19009,1991,PRI,EDELMIRO GONZALEZ GARCIA,PAN,,0.5698354864
19009,1994,PAN,EDELMIRO CANTU SADA,PRI,,0.057058377
19009,1997,PRI,JOSE JUAN CANTU GARCIA,PAN,,7.438197e-4
19009,2000,PRI,JOSE LUIS LOZANO FERNANDEZ,PAN,,0.1262232416
