uniqueid,year,incumbent_party_Horacio
19001,2000,PRI
19001,2003,PRI_PVEM_PLM_FC
19001,2006,PRI_PVEM
19001,2009,PRI_PVEM_PD_CC
19001,2012,PRD
19001,2015,PRD_PT
19001,2018,NA
19002,2000,PAN
19002,2003,PRI_PVEM_PLM_FC
19002,2006,PRI_PVEM
19002,2009,PRI_PVEM_PD_CC
19002,2012,PRI_PVEM
19002,2015,PAN
19002,2018,NA
19003,2000,PAN
19003,2003,PAN
19003,2006,PAN
19003,2009,PRI_PVEM_PD_CC
19003,2012,PRI_PVEM
19003,2015,PRI
19003,2018,NA
19004,2000,PAN
19004,2003,PRI_PVEM_PLM_FC
19004,2006,PRI_PVEM
19004,2009,PRI_PVEM_PD_CC
19004,2012,PRI_PVEM
19004,2015,PAN
19004,2018,NA
19005,2000,PAN
19005,2003,PAN
19005,2006,PRI_PVEM
19005,2009,PAN
19005,2012,NA
19005,2015,PRI
19005,2018,NA
19006,2000,PRI
19006,2003,PRI_PVEM_PLM_FC
19006,2006,PRI_PVEM
19006,2009,NA
19006,2012,PRI_PVEM
19006,2015,PRI
19006,2018,NA
19007,2000,PRI
19007,2003,PRI_PVEM_PLM_FC
19007,2006,PRI_PVEM
19007,2009,PRI_PVEM_PD_CC
19007,2012,PRI_PVEM
19007,2015,PRI_PVEM_PANAL_PD
19007,2018,NA
19008,2000,PAN
19008,2003,PAN
19008,2006,PAN
19008,2009,PAN
19008,2012,PRI_PVEM
19008,2015,PAN
19008,2018,NA
19009,2000,PRI
19009,2003,PRI_PVEM_PLM_FC
19009,2006,PAN
19009,2009,PRI_PVEM_PD_CC
19009,2012,PRI_PVEM
19009,2015,PAN
19009,2018,NA
19010,2000,PRI
19010,2003,PRI_PVEM_PLM_FC
19010,2006,PANAL
19010,2009,PRI_PVEM_PD_CC
19010,2012,PRI_PVEM
19010,2015,PRI_PVEM_PANAL_PD
19010,2018,NA
19011,2000,PRI
19011,2003,PRI_PT_PVEM_PLM_FC
19011,2006,PRI_PVEM
19011,2009,PRI_PVEM_PD_CC
19011,2012,NA
19011,2015,PAN
19011,2018,NA
19012,2000,PRI
19012,2003,PRI_PT_PVEM_PLM_FC
19012,2006,PRD_PT_MC
19012,2009,MC
19012,2012,PAN
19012,2015,PRD
19012,2018,NA
19013,2000,PRI
19013,2003,PAN
19013,2006,PRI_PVEM
19013,2009,PRI_PVEM_PD_CC
19013,2012,PRI_PVEM
19013,2015,PRI_PVEM_PANAL_PD
19013,2018,NA
19014,2000,PRI
19014,2003,PRI_PVEM_PLM_FC
19014,2006,PRI_PVEM
19014,2009,PAN
19014,2012,PRI_PVEM
19014,2015,PRI
19014,2018,NA
19015,2000,PRI
19015,2003,PAN
19015,2006,PRI_PVEM
19015,2009,PAN
19015,2012,NA
19015,2015,PRI
19015,2018,NA
19016,2000,PRI
19016,2003,PT
19016,2006,PAN
19016,2009,PRI_PVEM_PD_CC
19016,2012,PT
19016,2015,PRD_PT
19016,2018,NA
19017,2000,PRI
19017,2003,PRI_PVEM_PLM_FC
19017,2006,PRI_PVEM
19017,2009,PRI_PVEM_PD_CC
19017,2012,PRI_PVEM
19017,2015,PRI
19017,2018,NA
19018,2000,PRD_MC_PPN_PSN_PAS
19018,2003,PRI_PT_PVEM_PLM_FC
19018,2006,PRI_PVEM
19018,2009,PRI_PVEM_PD_CC
19018,2012,PRI_PVEM
19018,2015,Independent
19018,2018,NA
19019,2000,PAN
19019,2003,PAN
19019,2006,PAN
19019,2009,PAN
19019,2012,PAN
19019,2015,PAN
19019,2018,NA
19020,2000,PRI
19020,2003,PRI_PVEM_PLM_FC
19020,2006,PRI_PVEM
19020,2009,PAN
19020,2012,PAN
19020,2015,PAN
19020,2018,NA
19021,2000,PRI
19021,2003,PRI_PVEM_PLM_FC
19021,2006,PRI_PVEM
